Code,Discription,Price list,price of 01/02/2021
FMDER-0082,INCISSI.& DRAIN ABCSS.-DEEP,170,187
FMDER-0083,OCCLUSIVE DRESSING SMALL,60,66
FMDER-0084,OCCLUSIVE DRESSING MEDIUM,85,94
FMDER-0085,OCCLUSIVE DRESSING LARGE,170,187
FMDER-0086,EXTRACTION OF MOLLUSCA BODIES  AREA,115,127
FMDER-0087,DERMOJECT INJECTION,60,66
FMDER-0089,INTRALESIONAL INJECTION,60,66
FMDER-0090,SUBCUTANEOUS INJECTION,60,66
FMDER-0091,I.V. INJECTION,85,94
FMDER-0092,WOUND  DRESSING SMALL,20,22
FMDER-0094,WOUND DRESSING LARGE,50,55
FMDER-0095,ERECTILE DISORDERS DETECTION   USING DUPPLER APPARATUS,115,127
FMDER-0096,HYPERPIGMENTATION COURSE,1160,1276
FMDER-0098,B.H. ELECTRO - CAUTERY,645,710
FMDER-0099,DOPPLER PROCEDURE,150,165
FMDER-0100,LASER THERAPY APPLICATION FOR  DERMA. & ACUPUNCTURE 10 SESS.,1915,2107
FMDER-0101,LASER THERAPY APPLICATION FOR  DERMA.& ACUPUNCTURE  7 SESSION,1090,1199
FMDER-0102,LASER THERAPY APPLICATION FOR  DERMA. & ACUPUNCTURE 5 SESSION,840,924
FMDER-0103,ACU BLITZ ACUPUNCTURE THERAPY  10 SESSIONS,1280,1408
FMDER-0104,ACU BLITZ ACUPUNCTURE THERAPY  7 SESSIONS,900,990
FMDER-0105,ACU BLITZ ACUPUNCTURE THERAPY  5 SESSIONS,645,710
FMDER-0106,EUROPEAN ACNE - FACIAL,645,710
FMDER-0107,THERMAL HOT - MASK TREATMENT   FOR MATURE SKIN,325,358
FMDER-0108,HOT OIL SCALP TREATMENT 10 SES,1160,1276
FMDER-0109,HOT OIL SCALP TREATMENT 5 SESS,645,710
FMDER-0110,HOT OIL SCALP TREATMENT PER SESSION,200,220
FMDER-0111,DESINCRUSTATION LARGE AREA,455,501
FMDER-0112,DESINCRUSTATION MEDIUM AREA,325,358
FMDER-0113,DESINCRUSTATION SMALL AREA,200,220
FMDER-0114,STRETCH MARK TREATMENT 10 SESS,1740,1914
FMDER-0115,STRETCH MARK TREATMENT 5 SESS.,990,1089
FMDER-0116,STRETCH MARK TREATMENT PER TREATMENT,295,325
FMDER-0117,CELLULITE TREATMENT 10 SESSION,1740,1914
FMDER-0118,CELLULITE TREATMENT 5 SESSIONS,990,1089
FMDER-0119,CELLULITE TREATMENT PER TREAT.,295,325
FMDER-0120,NON - SURGICAL FACE LIFT,585,644
FMDER-0121,WEIGHT REDUC. BY DEEP HEAT METHOD AND BODY WRAP 10 SESS.,1740,1914
FMDER-0123,WEIGHT REDUC. BY DEEP HEAT METHOD AND BODY WRAP PER TREAT,295,325
FMDER-0124,UVL 15 SESSIONS,1160,1276
FMDER-0125,NARROW BAND REGIONAL 1ST COURSE 15 SESSIONS,1160,1276
FMDER-0126,NARROW BAND REGIONAL 2ND COURSE 15 SESSIONS,815,897
FMDER-0127,UVA/UVB REGIONAL SUCCEEDING COURSE,600,660
FMDER-0128,LASER THERAPY CELLOTHERM SOFT  LASER UNILASER 10 SESSIONS,1280,1408
FMDER-0129,LASER THERAPY CELLOTHERM SOFT  LASER UNILASER 7 SESSIONS,900,990
FMDER-0130,MICROPUNCTURE TATTOOING LARGE  P.D.,1740,1914
FMDER-0131,MICROPUNCTURE TATTOING MEDIUM  P.D.,1160,1276
FMDER-0132,MICROPUNCTURE TATTOING SMALL   P.D.,585,644
FMDER-0133,LASER TREATMENT  LARGE AREA,2100,2310
FMDER-0134,LASER TREATMENT  MEDIUM AREA,1830,2013
FMDER-0135,LASER TREATMENT  SMALL AREA,580,638
FMDER-0136,LASER TEST DOSE,115,127
FMDER-0137,ADD'L FEE FOR COM.OR OVER 3HRS,585,644
FMDER-0138,LIQUID NIRTOGEN APPL. SMALL,60,66
FMDER-0139,LIQUID NITROGEN APPL. MEDIUM,115,127
FMDER-0140,LIQUID NITROGEN APPL. LARGE,220,242
FMDER-0141,PODOPHYLLIN APPL. SMALL AREA,60,66
FMDER-0142,PODOPHYLLIN APPL. MEDIUM AREA,85,94
FMDER-0143,PODOPHYLLIN APPL. LARGE AREA,115,127
FMDER-0144,INTRALESIONAL(IL)INJ.SMALL AR.,65,72
FMDER-0145,INTRALESIONLA(IL)INJ.MED.AREA,85,94
FMDER-0146,INTRALESIONAL(IL)INJ.LRGE.AREA,115,127
FMDER-0147,DERMOJET INJECTION-SMALL AREA,100,110
FMDER-0148,DERMOJET INJECTION-MEDIUM AREA,150,165
FMDER-0149,DERMOJET INJECTION-LARGE AREA,250,275
FMDER-0150,I.M. INJECTION WITH MEDICINE,60,66
FMDER-0151,ANTI-ALLERGIC INJ.COCKTAIL I,85,94
FMDER-0152,ANTI-ALLERGIC INJ.COCKTAIL II,115,127
FMDER-0153,INCISS.&DRAIN.ABSCESS-SMALL,130,143
FMDER-0154,INCISS.&DRAIN. ABSCESS-MEDIUM,220,242
FMDER-0155,INCISS.&DRAIN. ABSCESS-LARGE,340,374
FMDER-0157,SEBACEOUS CYST EXCISSION MED.,560,616
FMDER-0158,SEBACEOUS CYST EXCISSION-LARGE,1105,1216
FMDER-0159,ELECTROCAUTERY-SMALL AREA,115,127
FMDER-0160,ELECTROCAUTERY-MEDIUM,280,308
FMDER-0161,ELECTROCAUTERY-LARGE AREA,560,616
FMDER-0162,ELECTROCAUTERY-EXTRA LARGE,1105,1216
FMDER-0163,MOLLUSCA BODIES EXTRAC. SMALL,85,94
FMDER-0164,MOLLUSCA BODIES EXTRAC. MEDIUM,170,187
FMDER-0165,MOLLUSCA BODIES EXTRAC.LARGE,220,242
FMDER-0166,MILIA EXTRACTION - SMALL,200,220
FMDER-0167,MILIA EXTRACTION - MEDIUM,400,440
FMDER-0168,MILIA EXTRACTION - LARGE,650,715
FMDER-0169,K.O.H. EXAMINATION,245,270
FMDER-0170,REGIONAL PUVA MOBILE/SESSION,130,143
FMDER-0171,MICROPIGMENTATION TEST,35,39
FMDER-0173,BLEACHING - FACE,70,77
FMDER-0174,BLEACHING - ARMS,130,143
FMDER-0175,BLEACHING - LEGS,190,209
FMDER-0176,BLEACHING - TRUNK,245,270
FMDER-0177,BLEACHING - WHOLE BODY,310,341
FMDER-0178,CELLULAR BODY WRAP,310,341
FMDER-0179,LASER TREATMENT CELLATH./SESS.,190,209
FMDER-0181,SKIN GRAFTING SMALL AREA,1660,1826
FMDER-0182,SKIN GRAFTING MEDIUM AREA,2425,2668
FMDER-0183,SKIN GRAFTING LARGE AREA,3045,3350
FMDER-0184,SKIN GRAFTING EXTRA LARGE AREA,3645,4010
FMDER-0185,MELANOCYTE CULTURE SMALL,525,578
FMDER-0186,MYLANOCYTE CULTURE MEDIUM,810,891
FMDER-0187,MELANOCYTE CULTURE LARGE,1349,1484
FMDER-0189,MICRO-DERMABRADER PROCEDURE SMALL,295,325
FMDER-0190,MICRO-DERMABRADER PROC. MEDIUM,580,638
FMDER-0191,MICRO-DERMABRADER PROC. LARGE,1155,1271
FMDER-0192,MICRO-DERMABRADER PROC. E-LARG,1735,1909
FMDER-0193,INTRACORPORAL INJECTION I.C.I,180,198
FMDER-0194,LASER TREATMENT EXTRA LARGE,2890,3179
FMDER-0195,VASCULAR LASER TREATMENT TEST  DOSE,115,127
FMDER-0196,VASCULAR LASER TREATMENT SMALL AREA,1215,1337
FMDER-0197,VASCULAR LASER TREATMENT MEDIUM AREA,1830,2013
FMDER-0198,VASCULAR LASER TREATMENT       LARGE AREA,2310,2541
FMDER-0199,BLISTER SCTN DIV. MELANOCYTE   CULTURING,295,325
FMDER-0200,LASER ABLATION SMALL AREA,580,638
FMDER-0201,LASER ABLATION MEDIUM AREA,810,891
FMDER-0202,LASER ABLATION LARGE AREA,1155,1271
FMDER-0203,LASER ABLATION EXTRA LARGE,2310,2541
FMDER-0204,BLISTER TRANSFORMATION SMALL   AREA,580,638
FMDER-0205,BLISTER TRANSFORMATION MEDIUM  AREA,810,891
FMDER-0206,BLISTER TRANSFORMATION LARGE   AREA,1155,1271
FMDER-0207,BLISTER TRANSFORMATION EXTRA   LARGE AREA,2310,2541
FMDER-0208,AGE JEUNESSE EYE WRINKLE PER   TREATMENT,295,325
FMDER-0209,AGE JEUNESSE WRINGKLE PD(6TREA TMENT),1155,1271
FMDER-0210,AGE JEUNESSE FACE WRINGKLE PER TREATMENT,525,578
FMDER-0211,AGE JEUNESSE FACE WRINGKLE PD  (6 TREATMENT),2080,2288
FMDER-0212,MELANOCYTE CULTURE SMALL,5000,5500
FMDER-0213,MYLANOCYTE CULTURE MEDIUM,7500,8250
FMDER-0214,MELANOCYTE CULTURE LARGE,10000,11000
FMDER-0215,MELANOCYTE CULTURE EXTRA-LARGE,15000,16500
FMDER-0217,LASER TREATMENT SMALL AREA,580,638
FMDER-0218,LASER TREATMENT MEDIUM AREA,1160,1276
FMDER-0219,LASER TREATMEN LARGE AREA,1830,2013
FMDER-0220,LASER TREATMENT EXT.LARGE AREA,2100,2310
FMDER-0221,LASER COOLING DEV. APPLICATION,115,127
FMDER-0222,HYDRADERMIE MACHINE SMALL AREA,75,83
FMDER-0223,HYDRADERMIE MACHINE FACIAL,225,248
FMDER-0224,HYDRADERMIE MACHINE(1X) FACIAL,100,110
FMDER-0225,HYDRADERMIE MACHINE(4X) FACIAL,300,330
FMDER-0228,MULTI-ZONES(1X)BODY TREATMENT  SMALL AREA,125,138
FMDER-0229,MULTI-ZONES(12X)BODY TREATMENT SMALL AREA (PACKAGE DEAL),1250,1375
FMDER-0230,MULTI-ZONES(1X)BODY TREATMENT  MEDIUM AREA,250,275
FMDER-0231,MULTI-ZONES(12X)BODY TREATMENT MEDIUM AREA (PACKAGE DEAL),2500,2750
FMDER-0232,MULTI-ZONES(1X)BODY TREATMENT  LARGE AREA,350,385
FMDER-0233,MULTI-ZONES(12X)BODY TREATMENT LARGE AREA (PACKAGE DEAL),3500,3850
FMDER-0234,LASER HAIR REMOVAL OF FACE.,780,858
FMDER-0235,LASER HAIR REMOVAL OF NECK.,400,440
FMDER-0236,LASER HAIR REMOVAL OF AXILLA.,680,748
FMORW-0039,FOREARM PROSTHESIS ELECTRIC (MYOELECTRIC),54580,60038
FMDER-0238,LASER HAIR REMOVAL OF LEGS.,1180,1298
FMDER-0239,LASER HAIR REMOVAL OF THIGHS.,1460,1606
FMDER-0240,LASER HAIR REMOVAL OF BIKINI AREA.,930,1023
FMDER-0241,LASER HAIR REMOVAL OF ABDOMEN.,680,748
FMDER-0242,LASER HAIR REMOVAL OF PERIORAL AREA.,500,550
FMDER-0243,LASER HAIR REMOVAL OF MOUSTACH.,330,363
FMDER-0244,LASER FOR HYPERPIGMENTATION / FRECKLE / UNIT.,330,363
FMDER-0245,LASER SESSION TEST DOSE.,230,253
FMDER-0253,MESOTHERAPY 1ST SESSION WITH ROLLER,430,473
FMDER-0254,MESOTHERAPY 2nd SESSION W/O ROLLER,330,363
FMDER-0255,MESOTHERPAY PACKAGE  (4 SESSIONS),1090,1199
FMDER-0256,LASER HAIR REMOVAL OF WHOLE BODY,3060,3366
FMDER-0257,COMPLETE BODY LASER HAIR REMOVAL,3500,3850
FMDER-0258,SEBACEOUS CYSTS,5000,5500
FMDER-0259,LASER HAIR REMOVAL + MESOTHERAPY  + BLEACHING,2525,2778
FMDER-0260,SKIN BIOPSY WITH SUTURING.,1375,1513
FMACU-0500,SECOND OPINION CONSULTATION,100,110
FMDER-1000,DAY CARE SUPERVISION,200,220
FMDER-1001,DOCTOR'S DAYCARE SUPERVISION,65,72
FMDER-4003,AHA PEELING APPLICATION SMALL  AREA,115,127
FMDER-4004,ONE LASER PULSE,25,28
FMDER-4005,COMEDO EXTRACTION,115,127
FMDER-4006,COMEDO EXTRACTION (LARGE AREA),180,198
FMDER-4007,BOTOX INJECTION(AXILLA),1000,1100
FMDER-4008,BOTOX INJECTION (PALMS),1500,1650
FMDER-9965,MANICURE OR PEDICURE WITHOUT NAIL POLISH,50,55
FMDNT-0079,BIOPSY OF BONE (MEDIUM),1215,1337
FMDNT-1001,DOCTOR'S DAYCARE SUPERVISION,60,66
FMDNT-2000,ADDITIONAL FEE FOR COMPLICATED OPERATIONS G.A.,1215,1337
FMDNTC0001,ENUCLEATION OF SMALL CYST,610,671
FMDNTC0002,ENUCLEATION OF MODERATE CYST,975,1073
FMDNTC0004,MARSUPIALIZATION OF CYST,2425,2668
FMDNTC0006,CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (SMAL),630,693
FMDNTC0012,MAX. TUBEROSITY REDUCTION SOFT TISSUE,230,253
FMDNTC0013,MAX.TUBEROSITY PLASTIC REDUC-  TION (BONY),365,402
FMDNTC0015,REMOVAL OF FLABBY TISSUE 1/2   JAW,490,539
FMDNTC0016,LABIAL FRENECTOMY,140,154
FMDNTC0017,LINGUAL FRENECTOMY (TONGUE TIE),300,330
FMDNTC0019,REMOVAL OF DENTURE FISSURATUM  WITH GRAFT (M.M.),1215,1337
FMDNTC0020,REMOVAL OF TORES PALATINUS SML,365,402
FMDNTC0021,REMOV. OF TORES PALATINUS LRGE,610,671
FMDNTC0024,VESTIBULOPLASTY 1/2 JAW,735,809
FMDNTC0025,VESTIBULOPLASTY WITH GRAFT(MM),735,809
FMDNTC0026,LOWERING OF THE FLOOR OF MOUTH,2425,2668
FMDNTC0028,REMOVAL OF SALIVARY CALCUL.ANT,610,671
FMDNTC0029,REMVAL OF SALIVARY CALCUL.POST,1310,1441
FMDNTC0030,ENUCLEATION OF MUCOCELE,480,528
FMDNTC0031,MARSUPIALIZATION OF RANULA,610,671
FMDNTC0035,SURGICAL EXCISION  OF INTRA-   ORAL TUMOUR SMALL,520,572
FMDNTC0036,SURGICAL EXCISION OF INTRAORAL TUMOUR MEDIUM,870,957
FMDNTC0037,SURGICAL EXCISION OF INTRAORAL TUMOUR LARGE,1215,1337
FMDNTC0040,REMOVAL OF FOREIGN BODY,610,671
FMDNTC0041,REMOVAL OF PLATE OR WIRES OF   OLD FRACTURE,610,671
FMDNTC0042,ZYGOMATIC  FRACTURE,1820,2002
FMDNTC0046,INTERMAXILLARY FIXATION (ON URGENT BASIS),1760,1936
FMDNTC0047,BIOPSY OF SOFT TISSUE,310,341
FMDNTC0048,BIOPSY OF BONE,490,539
FMDNTC0072,EXTRA-ORAL VERTICAL OSTEOTOMY  IN THE RAMI,2425,2668
FMDNTC0073,EXTRA-ORAL SUBCONDYLAR - OSTEOTOMY (OBLIQUE),2425,2668
FMDNTC0074,INTRA-ORAL SUBCONDYLAR  - OSTEOTOMY (OBLIQUE),1820,2002
FMDNTC0075,HORIZONTAL OSTEOTOMY IN THE RAMI,2185,2404
FMDNTC0076,INTRA-ORAL SAGITTAL OSTEOTOMY,2065,2272
FMDNTC0077,OSTECTOMY IN THE BODY OF MADIBLE (Z),2425,2668
FMDNTC0078,OSTEOTOMY OF MAXILLA,2425,2668
FMDNTC0079,PROGENIC OPERATION WITH REAL   PROGENIC,2425,2668
FMDNTC0080,PROGENIC OPERATION WITH PSEUDOPROGENIC,1820,2002
FMDNTC0081,CHIN CORRECTION (SMALL),1700,1870
FMDNTC0086,NON-SURGICAL TREATMENT OF T.M. J. CLINICAL RECIPROCAL,3645,4010
FMACUA0000,ACUPUNCTURE CONSULTATION-IN-PT,100,110
FMDNTF0001,AMALGAM FILLING ONE S,150,165
FMDNTF0002,AMALGAM FILLING TWO S,200,220
FMDNTF0003,AMALGAM FILLING > 2 S,250,275
FMDNTF0004,AMALGAM CORE,365,402
FMDNTF0005,REINFORCEMENT EACH PIN,60,66
FMDNTF0006,COMPOSITE FILLING - SIMPLE,245,270
FMDNTF0007,COMPOSITE FILLING COMPOUND,365,402
FMDNTF0008,COMPOSITE CORE,490,539
FMDNTF0009,TEMPORARY FILLING,60,66
FMDNTF0010,CHILDREN TOOTH FILLING  ONE SURFACE,125,138
FMDNTF0011,CHILDREN TOOTH FILLING TWO     SURFACES,185,204
FMDNTF0012,FLOURIDE TREATMENT (CHILDREN)  PER VISIT,185,204
FMDNTF0013,KETAC FILLING ONE SURFACE,245,270
FMDNTF0014,KETAC FILLING TWO SURFACE,310,341
FMDNTF0015,CHILD. KETAC FILLING 1 SURFACE,185,204
FMDNTF0016,CHILD. KETAC FILLING 2 SURFACE,245,270
FMDNTF0017,AMALGUM FILLING CLASS I,150,165
FMDNTF0018,COMPOSIT FILLING CLASS I,250,275
FMDNTF0019,EXTRACTION LOOSE PERM TOOTH,240,264
FMDNTF0020,PARTIAL SCALING,250,275
FMDNTF0021,EXPOSURE OF IMPACTED TOOTH,250,275
FMDNTF0022,SIMPLE REMOVEABLE ORTHOPEDIC APPLIANCE,700,770
FMDNTF0023,ADJUSTMENT OF REMOVEABLE ORTHOPEDIC APPLIANCE,350,385
FMDNTF0024,AMALGAM FILLING 2 S X 2,330,363
FMDNTF0025,AMALGAM FILLING 2S X 3,480,528
FMDNTF0026,FIXED CERAMIC BRIDGE,1030,1133
FMDNTF0027,COMPOSITE FILLING 2S X 2,680,748
FMDNTF0028,COMPOSITE FILLING 2S X 3,1020,1122
FMDNTF0029,COMPOSITE FILLING 2S X 4,1360,1496
FMDNTF0030,GLASS LONAMAR FILLING 5 TEETH,940,1034
FMDNTF0031,GLASS LONAMAR FILLING 4 TEETH,750,825
FMDNTF0032,COMPOSITE FILLING 4 TEETH,1875,2063
FMDNTF0033,COMPOSITE FILLING 5 TEETH,2250,2475
FMDNTF0034,COMPOSITE FILLING 6 TEETH,2625,2888
FMDNTF0035,COMPOSITE FILLING 7 TEETH,3000,3300
FMDNTI0024,T.P.S. IMPLANT 3,1820,2002
FMDNTI0025,T.P.S. IMPLANT 4,2990,3289
FMDNTI0049,H.A. GRANULES FILLER IN - MODERATE CAVITY,310,341
FMDNTI0050,H.A. GRANULESS FILLER IN LARGE CAVITY,490,539
FMDNTLA0001,ACRYLIC PARTIAL DENTURE (ONE TOOTH),70,77
FMDNTLA0005,NIGHT - WITE UPPER AND LOWER,300,330
FMDNTLA0006,NIGHT - GURD UPPER AND LOWER,300,330
FMDNTLC0001,VITALIUM UPPER OR LOWER,750,825
FMDNTLF0001,IN CREAM (PORCELAIN CROWN),460,506
FMDNTLF0002,PORCELAIN CROWN WITH PRECIOUS METAL (WHITE GOLD),380,418
FMDNTLF0003,PORCELAIN CROWN WITH NON-PRECIOUS METAL,130,143
FMDNTLF0004,FULL METAL CROWN OR FULL METAL WITH FACINY CROWN,80,88
FMDNTLF0005,POST,500,550
FMDNTLF0006,PORCELAIN CROWN,560,616
FMDNTLO0001,HOLLY DEVICE UPPER OR LOWER (ACRYL),380,418
FMDNTLO0002,HOLLY DEVICE WITH CENTRAL SCREW,470,517
FMDNTLO0003,LINGUAL BAR OR NANCE DEVICE,260,286
FMDNTLO0004,FIXED CENTRAL SCREW,460,506
FMDNTLO0005,SPACE MAINLAINER,70,77
FMDNTLO0006,THUMB SUCKING DEVICE,380,418
FMDNTLO0007,QUADHELIOC DEVICE,460,506
FMDNTM0001,SCALING,185,204
FMDNTM0002,POLISHING,185,204
FMDNTM0003,SCALING AND POLISHING,365,402
FMDNTM0004,GUM TREATMENT QUAD. (MILD),490,539
FMDNTM0005,GUM TREATMENT QUAD. (MODERATE),610,671
FMDNTM0006,GUM TREATMENT QUAD. (SEVERE),735,809
FMDNTM0007,ROOT PLANNING CURRETAGE QUAD.,610,671
FMDNTM0008,GINGIVECTOMY ORGINGIVOPLASTY/QUADRANT,600,660
FMDNTM0009,REVERSE BEVEL GINGIVECTOMY/QUADRANT,1000,1100
FMDNTM0010,SLIDING FLAP OPERATION 1/4 JAW,700,770
FMDNTM0011,SLIDING FLAP OPERATION 1/2 JAW,1215,1337
FMDNTM0012,RECONST OF PERIODONTAL BONE DEFECT QUADRANT,1000,1100
FMDNTM0013,LOC.TREAT.OF ORAL LESION SMALL,125,138
FMDNTM0014,LOCAL TREAT. ORAL LESION MED.,245,270
FMDNTM0015,LOCAL TREAT. ORAL LESION LARGE,245,270
FMDNTM0016,OCCLUSSAL ADJUSTMENT,450,495
FMDNTM0017,SMOOTHING OF SHARP EDGE,125,138
FMDNTO0001,GRADE I - MALOCCLUSION TOTAL,9240,10164
FMDNTO0002,GRADE I MALOCCL. 1ST DEPOTSIT,4620,5082
FMDNTO0003,GRADE I MALOCCL. 2ND DEPOSIT,2310,2541
FMDNTO0004,GRADE I MALOCCL. 3RD DEPOSIT,2310,2541
FMDNTO0005,GRADE II MALOCCL. TOTAL REM.   STAGE I,11870,13057
FMDNTO0006,GRADE II MALOCCL. 1ST DEPOSIT,5775,6353
FMDNTO0007,GRADE II MALOCCL. 2ND DEPOSIT,3465,3812
FMDNTO0008,GRADE II MALOCCL. 3RD DEPOSIT,2310,2541
FMDNTO0009,GRADE III MALOCCL. TOTAL,13860,15246
FMDNTO0010,GRADE III MALOCCL. 1ST DEPOSIT,6930,7623
FMDNTO0011,GRADE III MALOCCL. 2ND DEPOSIT,4620,5082
FMDNTO0012,GRADE III MALOCCL. 3RD DEPOSIT,2310,2541
FMDNTO0013,GRADE IV MALOCCL. TOTAL,16170,17787
FMDNTO0014,Grade IV Maloccl. Ist Deposit,8270,9097
FMDNTO0015,GRADE IV MALOCCL. 2ND DEPOSIT,5775,6353
FMDNTO0016,GRADE IV MALOCCL. 3RD DEPOSIT,2310,2541
FMDNTO0017,GRADE V MALOCCL. TOTAL,18480,20328
FMDNTO0018,GRADE V MALOCCL. 1ST DEPOSIT,9240,10164
FMDNTO0019,GRADE V MALOCCL. 2ND DEPOSIT,6930,7623
FMDNTO0020,GRADE V MALOCCL. 3RD DEPOSIT,2310,2541
FMDNTO0021,GRADE VI MALOCCL. TOTAL,20790,22869
FMDNTO0022,GRADE VI MALOCCL. 1ST DEPOSIT,10395,11435
FMDNTO0023,GRADE VI MALOCCL. 2ND DEPOSIT,8085,8894
FMDNTO0024,GRADE VI MALOCCL. 3RD DEPOSIT,2310,2541
FMDNTO0025,GRADE VII MALOCCL TOTAL,23100,25410
FMDNTO0026,GRADE VII MALOCCL. 1ST DEPOSIT,11550,12705
FMDNTO0027,GRADE VII MALOCCL. 2ND DEPOSIT,9240,10164
FMDNTO0028,GRADE VII MALOCCL. 3RD DEPOSIT,2310,2541
FMDNTO0029,CLICKING TMJ [FJO],3465,3812
FMDNTO0030,RETAINER UPPER OR LOWER,580,638
FMDNTO0031,RETAINERS UPPER & LOWER,1040,1144
FMDNTO0032,ACTIVATOR,3465,3812
FMDNTO0033,EXPANSION SCREW,1735,1909
FMDNTO0034,SPACE MAINTAINER SIMPLE,580,638
FMDNTO0035,SPACE MAINTAINER COMPOUND,925,1018
FMDNTO0036,BITE PLANE,1155,1271
FMDNTO0037,HABIT BREAKING APPLIANCE,1155,1271
FMDNTO0038,REMOVAL OF FIXED APPLIANCE,350,385
FMDNTO0039,"BRACKET, BAND OR ARCH WIRE",180,198
FMDNTO0040,ORTHODONTIC DIAGNOSTIC RECORDS,870,957
FMDNTO0041,ORTHODONTIC STUDY MODELS,295,325
FMDNTO0042,PHOTOCCLUSSION ANALYSIS,295,325
FMDNTO0043,CEPHALOMETRIC COMPUTER ANALYS.,295,325
FMDNTO0044,APPOINTMENT CANCELL.W/O NOTICE,180,198
FMDNTO0045,MAXILLARY EXPANSION APPLIANCE I,1060,1166
FMDNTO0046,MAXILLARY EXPANSION APPLIANCE II,1060,1166
FMDNTO0047,MANDIBULAR EXPANSION APPLIANCE,2120,2332
FMDNTO0048,GROWTH REGULATION APPLIANCE,3180,3498
FMDNTO0049,ORTHODONTIC DEPOSIT,4800,5280
FMDNTO0050,ORTHODONTIC DEPOSIT,5590,6149
FMDNTO-0050,ORTHODONTIC DEPOSIT DEN,3760,4136
FMDNTO0051,ORTHODONTIC DEPOSIT,4620,5082
FMDNTO0052,GRADE MILD MALOCCLUSION TOTAL,10530,11583
FMDNTO0053,GRADE MILD MALOCCLUSION 1ST DEPOSIT,3960,4356
FMDNTO0054,GRADE MILD MALOCCLUSION 2ND DEPOSIT,1310,1441
FMDNTO0055,GRADE MILD MALOCCLUSION 3RD DEPOSIT,1310,1441
FMDNTO0056,GRADE MODERATE MALOCCLUSION TOTAL,13160,14476
FMDNTO0057,GRADE MODERATE MALOCCLUSION 1ST DEPOSIT,4610,5071
FMDNTO0058,GRADE MODERATE MALOCCLUSION 2ND DEPOSIT,1310,1441
FMDNTO0059,GRADE MODERATE MALOCCLUSION 3RD DEPOSIT,1310,1441
FMDNTO0060,GRADE SVERE MALOCCLUSION TOTAL,17110,18821
FMDNTO0061,GRADE SVERE MALOCCLUSION 1ST DEPOSIT,5260,5786
FMDNTO0062,GRADE SVERE MALOCCLUSION 2ND DEPOSIT,1310,1441
FMDNTO0063,GRADE SVERE MALOCCLUSION 3RD DEPOSIT,1310,1441
FMDNTO0064,ORTHODONTIC DEPOSIT.,930,1023
FMDNTO0065,ORTHODONTIC DEPOSIT..,680,748
FMDNTO0066,"ORTHODONTIC DEPOSIT,",1720,1892
FMDNTO0067,MALOCCLUSION,9220,10142
FMDNTO0068,MALOCCLUSION.,7900,8690
FMDNTO0069,MALOCCLUSION..,6590,7249
FMDNTO0070,REMOVABLE APPLIANCES,2640,2904
FMDNTO0071,ACTIVATOR.,3960,4356
FMDNTP0001,TEMPORARY ACRYLIC CROWN,125,138
FMDNTP0002,TEMPORARY READY MADE CROWN,245,270
FMDNTP0003,TEMPORARY METALIC CROWN,365,402
FMDNTP0004,ACRYLIC JACKET CROWN,365,402
FMDNTP0005,ISOSIT JACKET CROWN,490,539
FMDNTP0006,ISOSIT VENEER CROWN,610,671
FMDNTP0007,METALIC CASTING CROWN,610,671
FMDNTP0008,PORCELAIN FACING JACKET,735,809
FMDNTP0009,PORCELAIN FACING CROWN,855,941
FMDNTP0010,PORCELAIN JACKET CROWN,975,1073
FMDNTP0011,PORCELAIN CROWN  (TYPE I),1215,1337
FMDNTP0012,PORCELAIN CROWN  (TYPE II),1520,1672
FMDNTP0013,PORCELAIN CROWN (TYPE III),1700,1870
FMDNTP0014,PORCELAIN CRWON NON-PRECIOUS,1945,2140
FMDNTP0015,POR. JACKET PRECIOUS METAL,2185,2404
FMDNTP0016,PORCELAIN  CROWN PRECIOUS MET.,2425,2668
FMDNTP0021,ADDITIONAL POST,365,402
FMDNTP0022,METALLIC CROWN 3/4,1580,1738
FMDNTP0023,CEMENTATION OF CROWN,60,66
FMDNTP0024,REMOVAL OF CROWN,60,66
FMDNTP0025,REMOVAL OF BRIDGE,185,204
FMDNTP0026,FULL DENTURE ACRYLIC TYPE I,1500,1650
FMDNTP0027,FULL DENTURE ACRYLIC TYPE II,4250,4675
FMDNTP0029,ACRYLIC DENTURE UPPER/LOWER  I,750,825
FMDNTP0030,ACRYLIC DENTURE UPPER/LOWER II,2425,2668
FMDNTP0032,PARTIAL DENT. ACRYLIC 1 TOOTH,365,402
FMDNTP0033,PARTIAL DENT. ACRYLIC 2 TEETH,550,605
FMDNTP0034,PARTIAL DENT. ACRYLIC 3 TEETH,735,809
FMDNTP0035,PARTIAL DENT. ACR. EXTRA TEETH,185,204
FMDNTP0036,COMPLETE DENT. VITALIUM TYPE I,7280,8008
FMDNTP0037,COMPLETEL DENT.VITAL.TYPE II,9705,10676
FMDNTP0038,COMPLETE DENT.VITAL. TYPE III,12130,13343
FMDNTP0039,UPPER/LOWER DENT.VITAL.TYPE I,4855,5341
FMDNTP0042,VITALIUM CHROME COB. ONE TOOTH,975,1073
FMDNTP0043,VITAL. CHROME COBALT TWO TOOTH,1215,1337
FMDNTP0044,EXTRA VITAL. TEETH,245,270
FMDNTP0045,VITALIUM CLASP,365,402
FMDNTP0046,VITALIUM BAR,610,671
