Internal Code,Item Name,Internal Code.1,Service Type,Department,Price (Gross),Disc,LOS,NPHIES Code,NPHIES Short Name,Comment,Department.1,ServiceCode,Service Description,LOS.1,Type,NPHIES Code (Hyphenated )2,Unified price,Internal Code.2,Item Name.1,Price,Internal Code.3,Item Name.2,Internal Code.4,Item Name.3,Internal Code.5,Item Name.4,Price.1,Similarity
ENT-0039,FUNCTIONAL ENDOSCOPY SINUS SURGERY GRADE 3 (F.E.S.S.),ENT-0039,PKG ,Endoscopic Unit ,7787.0,,DAY CASE,41764-01-00,Sinoscopy,,Cardiology,FMCAR-3009,Aortic Mechanical Valve,7 for the CABG  operation ,PKG,38488-00-00,62850,,,,NEU-0048,"Exploration & Decompression, Spinal Canal Structures W/ Internal Fixation",NEU-0048,"Exploration & Decompression, Spinal Canal Structures W/ Internal Fixation",,,,0.0
FMXRAY1496,NM. Thyroid (Theraputic I-131 - 100 MCI),FMXRAY1496,Service,Radiology ,2017.0,,,61426-00-00,Whole body study using iodine,,Cardiology,FMCAR-3020,Ligation Patent Ductus (Pediatric),2,PKG,38700-01-00,15850,,,,fmort-1058,Osteotomy And Fixation Of Deformities  Including Implant,fmort-1058,Osteotomy And Fixation Of Deformities  Including Implant,,,,0.0
FMSUR-3231,Laparascopic Cholecystectomy,FMSUR-3231,PKG,SURGERY,20000.0,,2,30445-00-00,Laparoscopic cholecystectomy,,Cardiology,FMCAR-3021,Ligation Patent Ductus (Adult),2,PKG,38700-00-00,30850,,,,FMCAT-0047 ,"Permanent pacemaker implantation, Single",FMCAT-0047 ,"Permanent pacemaker implantation, Single",FMCAT-0047,"PERMANENT PACEMAKER IMPLANTATION, SINGLE,4DAY/S",66000.0,0.9555555555555556
FMOBG-3024,Hysterectomy,FMOBG-3024,PKG,OB & GYNE,12650.0,,2,35653-01-00,Total abdominal hysterectomy,,Cardiology,FMCAR-3022,Blalock - Taussing Shunt,2,PKG,38733-00-00,18850,,,,FMCAR-0567,FONTAN STENTING ,FMCAR-0567,FONTAN STENTING ,,,,0.0
ORT-0109,Lumbar / Cervival Disectomy,ORT-0109,PKG,Orthopedics,18632.0,,1,40333-00-00,Cervical discectomy  1 level,,Cardiology,FMCAR-3028,Balloon Atrial Septostomy Consumable (Rashkined Or Z5 Balloon) 2000Sr,2,PKG,38270-00-00,20000,,,,FMXRAY1701,Uterine Fibroid Embolization + Guiding Cathers + Wires + High Flow Catheter + Embolization Particles,FMXRAY1701,Uterine Fibroid Embolization + Guiding Cathers + Wires + High Flow Catheter + Embolization Particles,,,,0.0
ORT-0114,"O.R.I.F. for Commuted or Mal-United Fracture of the Femur, Tibia, Humerus",ORT-0114,PKG,Orthopedics,17000.0,,1,47528-00-01,Open rdctn fx femur  uni,,Cardiology,FMCAR-3034,"Pda Coil Closure (Patent Ductus Arteriosus) Consumable (Sheath, Wire, Catheter And Coil)",1,PKG,38700-00-00,20000,,,,CAR-0009,"Ptca Sv +  One Stent (Drug Eluting), Sr.12500 Will Be Charged Every Other Stent",CAR-0009,"Ptca Sv +  One Stent (Drug Eluting), Sr.12500 Will Be Charged Every Other Stent",,,,0.0
FMORT-0268,OTHER SUTURE OF FLEXOR TENDON OF HAND,FMORT-0268,PKG,Orthopedics,1862.0,,1,46432-00-01,Prim rep flexor tend hand dist A1 pulley  uni,,Cardiology,FMCAR-3038,Catheterization Left Heart ( Day Case ),DAY CASE,PKG,38203-00-00,9929.7,,,,FMNEU-0205,Microneurosurgical Cervical Corpectomy And Fusion,FMNEU-0205,Microneurosurgical Cervical Corpectomy And Fusion,,,,0.0
FMOBG-3047,Caesarian Delivery for twins (uncomplicated),FMOBG-3047,PKG,OB & GYNE,18000.0,,1,16520-02-00,Elective lower segment caesarean section,,Cardiology,FMCAR-3041,Catheterization Right Heart ( Day Case ),DAY CASE,PKG,38200-00-00,7400,,,,FMVAS-0123,Catheter Directed Thrombolysis,FMVAS-0123,Catheter Directed Thrombolysis,,,,0.0
FMURO-3059,Repair of hypospadias,FMURO-3059,PKG,UROLOGY,9889.0,,1,37821-00-00,Distal hypospadias  single stage repair,,Cardiology,FMCAR-3053,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 2 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35309-07-00,57000,,,,FMCAR-0568,ARTEREIOVENOUS FISTULA OCCLUSION ,FMCAR-0568,ARTEREIOVENOUS FISTULA OCCLUSION ,,,,0.0
FMSUR-3125,Cholecystectomy,FMSUR-3125,PKG,SURGERY,14000.0,,2,43900-00-00,Closure of tracheo-oesophageal fistula,,Cardiology,FMCAR-3056,Intra Aortic Baloon Insertion,2,PKG,38362-00-00,12500,,,,CAR-0012,Ptca Tv Without Stent,CAR-0012,Ptca Tv Without Stent,,,,0.0
FMSUR-3126,Complete rectal prolapse,FMSUR-3126,PKG,SURGERY,11000.0,,1,32111-00-00,Excision rectal mucosa  rectal prolapse,,Cardiology,FMCAR-3065,Permanent Pacemaket Biventricular,3,PKG,90223-01-00,70000,,,,SUR-0171,CHOLEDOCHOJEJUNOSTOMY ( surgical open & complicated procedure ),SUR-0171,CHOLEDOCHOJEJUNOSTOMY ( surgical open & complicated procedure ),,,,0.0
FMSUR-3155,Thyroidectomy (Total),FMSUR-3155,PKG,SURGERY,15150.0,,2,30296-01-00,Total thyroidectomy,,Cardiology,FMCAR-3075,Excision Of Mediastinal Mass / Cyst Sternotomy,2,PKG,38446-03-00,57600,,,,FMCAR-0559,BALLON ANGIOPLASTY  FOR CRITICAL COARCTATION OF AORTIA ,FMCAR-0559,BALLON ANGIOPLASTY  FOR CRITICAL COARCTATION OF AORTIA ,,,,0.0
FMNEU-3674,CEREBRAL ANGIOGRAPHY,FMNEU-3674,PKG,NEUROSURGERY,10700.0,,1,59970-02-00,Cerebral angiography,,Cardiology,FMCAR-3083,Pacemaker Endocarditis – Surgical Removal,3,PKG,38353-02-00,60000,,,,FMCAR-0577,BALLON VALVULOPLASTY  FOR CRITICAL AORTIC STENOSIS ,FMCAR-0577,BALLON VALVULOPLASTY  FOR CRITICAL AORTIC STENOSIS ,,,,0.0
FMOPT-4130,CATARACT EXTRACTION-I.O.L.,FMOPT-4130,PKG,Ophthalmology,8836.0,,1,42698-05-01,Other extraction crystalline lens  uni,,Cardiology,FMCAR-3086,Rigid Bronchoscopy + Procedure Pediatric (F.B Removal Or Biopsy),1,PKG,41889-05-01,20000,,,,PKORT-0100,Arthroscopic Revision Of ACL Reconstruction With Allograft,PKORT-0100,Arthroscopic Revision Of ACL Reconstruction With Allograft,,,,0.0
FMSUR-3135,Partial gastrectomy,FMSUR-3135,PKG,SURGERY,13000.0,,2,30518-01-00,Prt distal gastrectomy gastjejnl anstms,,Cardiology,FMCAR-3088,Rib Resection Or Chest Wall Resection One Or More Ribs Without Mesh Closure,2,PKG,90603-03-00,25000,,,,NEU-0047,Exploration & Decompression Spinal Canal Structures W/ Internal Fixation5 Days,NEU-0047,Exploration & Decompression Spinal Canal Structures W/ Internal Fixation5 Days,,,,0.0
FMOBG-3023,Oophrectomy,FMOBG-3023,PKG,OB & GYNE,7729.0,,1,35713-07-00,Oophorectomy  unilateral,,Cardiology,FMCAR-9978,Permanent Pacemaker Dual Chamber Implantation,3,PKG,38353-00-00,40250,,,,VAS-0031,Ilio-Popliteal Bypass Graft,VAS-0031,Ilio-Popliteal Bypass Graft,,,,0.0
FMOBG-3022,Classical Repair,FMOBG-3022,PKG,OB & GYNE,10152.0,,1,35573-00-00,Repair of ant & post vag compt  vag appr,,Cardiology,FMCAT-0052,Subcutaneous Icd Implantation,4,PKG,38390-00-00,77000,,,,FMSUR-3450,THORACOTOMY And excision of Lung Mass- 3 days,FMSUR-3450,THORACOTOMY And excision of Lung Mass- 3 days,,,,0.0
FMDNT-3004,CLOSURE OROANTRAL FISTULA UNDER GA (MAJOR),FMDNT-3004,PKG,Dental,12000.0,,2,41722-00-00,Closureoro-antral fistula,,Cardiology,FMCAR-3091,Vsd Device Closure (Ventricular Septal Defect) Without Device Or Delivery System - Pediatric,4,PKG,38751-02-00,50000,,,,FMSUR-3452,THORACOTOMY FOR LOBECTOMY,FMSUR-3452,THORACOTOMY FOR LOBECTOMY,,,,0.0
FMSUR-3230,Laparascopic Appendectomy,FMSUR-3230,PKG,SURGERY,11700.0,,1,30572-00-00,Laparoscopic appendicectomy,,Cardiology,FMCAR-2900,Cabg & Tissue Aortic Valve Replacement,7,PKG,38497-04-00,61850,,,,FMVAS-0104,AORTIC BYPASS,FMVAS-0104,AORTIC BYPASS,,,,0.0
FMORT-0673,REMOVAL OF FOREIGN BODIES UNSP SITE,FMORT-0673,PKG,Orthopedics,887.0,,1,92201-00-00,R/O foreign body wo incision NEC,,Cardiology,FMCAR-2901,Cabg & Mechanical Aortic Valve,7,PKG,38497-04-00,67850,,,,FMVAS-0105,VASCULAR BYPASS,FMVAS-0105,VASCULAR BYPASS,,,,0.0
FMORT-0809,REMOVAL OF INTERLOCKING NAIL (ILN),FMORT-0809,PKG,Orthopedics,200.0,,1,47930-00-01,Rmvl plate rod/nail  NEC uni,,Cardiology,FMCAR-2902,Cabg & Tissue Mitral Valve,7,PKG,38497-04-00,64850,,,,ORT-2033,GUIDED GROWTH EPIPHYSIODESIS (Bilateral),ORT-2033,GUIDED GROWTH EPIPHYSIODESIS (Bilateral),,,,0.0
ORT-0093,Arthroscopy Minisectomy,ORT-0093,PKG,Orthopedics,8855.0,,1,49560-03-01,Arthroscopic meniscectomy knee  uni,,Cardiology,FMCAR-2903,Cabg & Mechanical Mitral Valve,7,PKG,38497-04-00,68850,,,,FMORT-9898,ARTHROSCOPIC HILL SACHS RECONSTRUCTION,FMORT-9898,ARTHROSCOPIC HILL SACHS RECONSTRUCTION,,,,0.0
FMCAR-3038,Catheterization Left Heart ( Day Case ),FMCAR-3038,PKG,Cardiology,1746.0,,DAY CASE,38203-00-00,Left heart catheterisation,,Cardiology,FMCAR-3003,Thoracic Endovascular Aortic Repair Without Implant(Tevar),5,PKG,38562-03-00,60000,,,,VAS-0030,ILIO-FEMORAL BYPASS GRAFT,VAS-0030,ILIO-FEMORAL BYPASS GRAFT,,,,0.0
FMENT-3120,ORO-ANTRAL FISTULA REPAIR,FMENT-3120,PKG,ENT,2660.0,,1,41722-00-00,Closureoro-antral fistula,,Cardiology,FMCAR-3004,Unilateral Endovenous Adhesive Ablation + Venseal Device,1,PKG,32520-00-00,23000,,,,FMCAR-0561,COARCTATION OF AORTIA STENTING ,FMCAR-0561,COARCTATION OF AORTIA STENTING ,,,,0.0
FMSUR-3097,Appendectomy,FMSUR-3097,PKG,SURGERY,9519.0,,1,30571-00-00,Appendicectomy,,Cardiology,FMCAR-3005,Cabg & Double Tissue Valve,7,PKG,38497-04-00,83850,,,,fmort-1054,Pelvic Osteotomies Chiari Medial Displacement Pelvic Osteotomy,fmort-1054,Pelvic Osteotomies Chiari Medial Displacement Pelvic Osteotomy,,,,0.0
FMSUR-3099,Excision of submandibular gland,FMSUR-3099,PKG,SURGERY,4282.0,,1,30256-00-00,Excision of submandibular gland,,Cardiology,FMCAR-3007,CABG & Mitral Valve Repair (No Ring),7,PKG,38497-04-00,59850,,,,fmort-1056,Pelvic Osteotomies Innominate Salter Osteotomy,fmort-1056,Pelvic Osteotomies Innominate Salter Osteotomy,,,,0.0
FMCARS0014,Coronary Angiography,FMCARS0014,Service,Cardiology,6611.0,,,38215-00-00,Coronary angiography,,Cardiology,FMCAR-3008,Cabg & Mitral Valve Repair (With Ring),7,PKG,38497-04-00,61850,,,,NEU-0035,Endarterectomy Intracranial Vessels without coils,NEU-0035,Endarterectomy Intracranial Vessels without coils,,,,0.0
FMSUR-3094,"Inguinal, Umbilical or femoral hernia",FMSUR-3094,PKG,SURGERY,8665.0,,1,30614-02-00,Repair of inguinal hernia  unilateral,,Cardiology,FMCAR-3010,Aortic Tissue Valve,7 for the CABG  operation ,PKG,38489-01-00,59850,,,,FMDNTS0431 ,MANDIBULAR RECONSTRUCTION WITH ILIAC CREST/BONE GRAFT include obtaining of the graft,FMDNTS0431 ,MANDIBULAR RECONSTRUCTION WITH ILIAC CREST/BONE GRAFT include obtaining of the graft,FMDNTS0431,"MANDIBULAR RECONSTRUCTION WITH ILIAC CREST/BONE GRAFT INCLUDE OBTAINING OF THE GRAFT,5DAY/S",50000.0,0.9833333333333334
FMOBG-3018,Ovarian Cystectomy,FMOBG-3018,PKG,OB & GYNE,8000.0,,1,35638-04-00,Laparoscopic ovarian cystectomy  uni,,Cardiology,FMCAR-3011,Mitral Mechanical Valve,7 for the CABG  operation ,PKG,38488-02-00,62850,,,,FMSUR-3296,Laparoscopic Gastric Banding With Cholecystectomy,FMSUR-3296,Laparoscopic Gastric Banding With Cholecystectomy,,,,0.0
PKORT-0014,DEBRIDEMENT LARGE,PKORT-0014,PKG,Orthopedics,1331.0,,DAY CASE,90665-00-30,Exc debride skin & sbc tissue  large,,Cardiology,FMCAR-3012,Mitral Tissue Valve,7 for the CABG  operation,PKG,38489-02-00,59850,,,,FMSUR-3299,Laparoscopic Roux-En-Y Gastric Bypass With Band Removal,FMSUR-3299,Laparoscopic Roux-En-Y Gastric Bypass With Band Removal,,,,0.0
FMSUR-3089,Haemorrhoidectomy,FMSUR-3089,PKG,SURGERY,6982.0,,1,32138-01-00,Laser haemorrhoidectomy,,Cardiology,FMCAR-3013,Double Mechanical Valve,7 for the CABG  operation,PKG,38653-06-00,85850,,,,FMSUR-3301,Laparoscopic Mini Gastric Bypass With Cholecystectomy,FMSUR-3301,Laparoscopic Mini Gastric Bypass With Cholecystectomy,,,,0.0
FMORT-0424,DRESSING OF WOUND - LARGE,FMORT-0424,PKG,Orthopedics,676.0,,1,30055-00-30,Dressing wound  large,,Cardiology,FMCAR-3014,Double Tissue Valve,7 for the CABG  operation,PKG,38653-06-00,74850,,,,FMSUR-3302,Laparoscopic Mini Gastric Bypass With Band Removal,FMSUR-3302,Laparoscopic Mini Gastric Bypass With Band Removal,,,,0.0
FMOBG-3042,Normal Delivery (with normal baby),FMOBG-3042,PKG,OB & GYNE,7500.0,,1,90467-00-00,Spontaneous vertex delivery,,Cardiology,FMCAR-3015,Mitral Valve Repair (No Ring),7 for the CABG  operation,PKG,38475-00-00,49850,,,,FMSUR-3304,Laparoscopic Sleeve Gastrectomy With Cholecystectomy And Band Removal,FMSUR-3304,Laparoscopic Sleeve Gastrectomy With Cholecystectomy And Band Removal,,,,0.0
FMOBG-3016,Salpingectomy / Salpingostomy,FMOBG-3016,PKG,OB & GYNE,4893.0,,1,35694-07-00,Salpingostomy,,Cardiology,FMCAR-3016,Mitral Valve Repair (With Ring),7 for the CABG  operation,PKG,38477-00-00,49850,,,,FMCAR-0562,PERIPHERAL PULMONARY STENOSIS STENTING ,FMCAR-0562,PERIPHERAL PULMONARY STENOSIS STENTING ,,,,0.0
FMSUR-3111,Endoscopic Sphincterotomy,FMSUR-3111,PKG,SURGERY,2192.0,,1,30485-00-00,Endoscopic sphincterotomy,,Cardiology,FMCAR-3017,Mitral & Tricuspid Valve Repair (No Ring),7 for the CABG  operation,PKG,34818-00-01,49850,,,,NEU-0049,DORSAL SPINAL FRACTURE (1 Day ICU ),NEU-0049,DORSAL SPINAL FRACTURE (1 Day ICU ),,,,0.0
ORT-0009,Tendon Release of Finger/Wrist,ORT-0009,PKG,Orthopedics,4250.0,,1,46363-00-01,Rel tendon sheath hand  uni,,Cardiology,FMCAR-3018,Mitral & Tricuspid Valve Repair (With Ring),7 for the CABG  operation,PKG,34818-00-01,54850,,,,CAR-0017,Thoracotomy For Evacuationof Haemothorax And Lobectomy,CAR-0017,Thoracotomy For Evacuationof Haemothorax And Lobectomy,,,,0.0
FMORT-0423,DRESSING OF WOUND - MEDIUM,FMORT-0423,PKG,Orthopedics,175.0,,DAY CASE,30055-00-20,Dressing wound  medium,,Cardiology,FMCAR-3019,Ring Each,0,PKG,90223-01-00,4150,,,,FMONC-0206,3D CONFORMAL FULL COURSE,FMONC-0206,3D CONFORMAL FULL COURSE,,,,0.0
FMENDE0014,Endoscopic Cholangiography,FMENDE0014,Service,Internal Medicine,2051.0,,,30484-01-00,Endoscopic retrograde cholangiography,,Cardiology,FMCAR-3023,"Simple Open Congenital A.S.D., V.S.V And P.V.",2,PKG,38715-02-00,41850,,,,FMORT-1501,hemiarthroplasty/partial hip (including prosthesis),FMORT-1501,hemiarthroplasty/partial hip (including prosthesis),,,,0.0
FMORT-0541,RELEASE OF TRIGGER FINGER,FMORT-0541,PKG,Orthopedics,1980.0,,1,46363-00-01,Rel tendon sheath hand  uni,,Cardiology,FMCAR-3025,"Bypass, In-Situ, Femoro-Tibial Artery",3,PKG,38500-04-00,69850,,,,NEU-0045,"Additional Interbody Cages, 1 Day Icu",NEU-0045,"Additional Interbody Cages, 1 Day Icu",,,,0.0
FMXRAY1553,CT ANGIOGRAPHY (CTV) FOR LOWER LIMB,FMXRAY1553,Service,Radiology ,2493.0,,,57350-07-01,Spiral angio by CT lower extremity w/ I.V con medium  uni,,Cardiology,FMCAR-3026,"Pulmonary Balloon Valvuloplasty Consumable (Catheter, Balloon, Wires, Sheath) 3000Sr",2,PKG,38270-03-00,25000,,,,fmcar-3097,"Arteriovenostomy, For Renal Dialysis",fmcar-3097,"Arteriovenostomy, For Renal Dialysis",,,,0.0
FMORW-0117,Shoulder Arm Abduction Splint (Orthoplast),FMORW-0117,Service,ORTHOPAEDIC WORKSHOP,4766.0,,,90595-00-91,Applic/rev/immobil/support device other  uni,,Cardiology,FMCAR-3027,"Radiofrequency Pulmonary Valve Perforation Consumable (Hotwire, Cautery Cable, Nykaneing Catheter, Rent Of Baylis Machine)",2,PKG,38456-18-00,150000,,,,FMCAT-0063,Ptca Additional Stent Des,FMCAT-0063,Ptca Additional Stent Des,,,,0.0
FMSUR-3115,Excision of Big or Multiple Lipoma under G.A.,FMSUR-3115,PKG,SURGERY,3117.0,,1,99999-99-99,Unlist ambulatory,,Cardiology,FMCAR-3029,"Pulmonary Artery Dilatation W/Without Stenting (Excluding Stent Cost) Consumable (Catheter, Wire, Sheath, Balloon) 3500Sr",1,PKG,38270-03-00,30000,,,,FMCAR-0579,FOREIGN BODY REMOVAL FROM THE HEARTOR LUNG OR BLOOD VESSELS ,FMCAR-0579,FOREIGN BODY REMOVAL FROM THE HEARTOR LUNG OR BLOOD VESSELS ,,,,0.0
FMORT-0446,INCISION & DRAINAGE OF SUPER- FICIAL ABSCESS,FMORT-0446,PKG,Orthopedics,348.0,,DAY CASE,30223-01-00,I&D absc SSCT ,,Cardiology,FMCAR-3030,"Rvot Stenting (Ventricular Outflow Tract) Consumable (Sheath, Wire, Catheter, Balloon And Stent)",3,PKG,34824-00-00,45000,,,,VAS-0015,Excision Anyurism Femoral Artery,VAS-0015,Excision Anyurism Femoral Artery,,,,0.0
FMDNTS0016,Impacted 3Rd Molar Severe Case,FMDNTS0016,Service,Dental,3960.0,,,97323-01-00,Surg rmvl 1 tooth w/ rmvl bone,,Cardiology,FMCAR-3031,"Laa Device Closure (Left Atrial Appendage) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",2,PKG,96219-00-00,70000,,,,FMNEU-0200,Microneurosurgical Decompression At One Level Lumbar Spine - 3 Days,FMNEU-0200,Microneurosurgical Decompression At One Level Lumbar Spine - 3 Days,,,,0.0
FMCARS0006,Transesophageal ECHOCardiography (TEE),FMCARS0006,Service,Cardiology,1280.0,,,55118-00-00,2D real time transoesophageal u/s heart,,Cardiology,FMCAR-3032,"Asd Device Closure (Atrial Septal Defect) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",1,PKG,38742-00-00,140000,,,,FMNEU-0202,Microneurosurgical Cervical Discectomy And Fusion One Level,FMNEU-0202,Microneurosurgical Cervical Discectomy And Fusion One Level,,,,0.0
FMSUR-3085,Release of Tongue Tie under G.A.,FMSUR-3085,PKG,SURGERY,2795.0,,1,30278-00-00,Lingual fraenectomy,,Cardiology,FMCAR-3033,"Pda Device Closure (Patent Ductus Arteriosus) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",1,PKG,38700-00-00,30000,,,,FMORT-0950,BILATERAL CORE DECOMPRESION For BILATERAL Hip Joint,FMORT-0950,BILATERAL CORE DECOMPRESION For BILATERAL Hip Joint,,,,0.0
FMCAR-0013,Pericardiocentsis,FMCAR-0013,Service,Cardiology,2155.0,,,38359-00-00,Pericardiocentesis,,Cardiology,FMCAR-3035,"Vsd Device Closure (Ventricular Septal Defect) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",3,PKG,38751-02-00,45000,,,,FMORT-0884,O.R.I.F. CLAVICLE ,FMORT-0884,O.R.I.F. CLAVICLE ,,,,0.0
FMPSYB0001,BEHAVIORAL THERAPY X 8 SESSION,FMPSYB0001,Service,Psychiatry ,2946.0,,,96101-00-00,Cognitive and/or behavioural therapy,,Cardiology,FMCAR-3036,"Pda Stenting (Patent Ductus Arteriosus) Consumable (Sheath, Wire, Catheter, Delivery Catheter And Stent)",1,PKG,38700-00-00,40000,,,,FMORT-0885,O.R.I.F. RADIUS  ,FMORT-0885,O.R.I.F. RADIUS  ,,,,0.0
FMNEP-0010,Contineous Artero-Veine Hemo- Dialysis,FMNEP-0010,Service,NEPHROLOGY,2432.0,,,13100-00-00,Haemodialysis IP,,Cardiology,FMCAR-3037,"Melody Valve Implantation Consumable (Sheath, Wire, Catheter, Long Sheath And Valve)",2,PKG,38490-00-00,140000,,,,PKSUR-0001,LAP.HELLER MYTOTOMY(ACALASIA,PKSUR-0001,LAP.HELLER MYTOTOMY(ACALASIA,,,,0.0
FMSUR-1009,INCISION WITH DRAINAGE LARGE OR DEEP ABSESS UNDER G.A.,FMSUR-1009,Service,surgery ,3596.0,,,30223-01-20,I&d absc SSCT complicated or multiple,,Cardiology,FMCAR-3039,Catheterization Left Heart + Graft ( Day Case ),DAY CASE,PKG,38203-00-00,11500,,,,FMCAR-0565,VENOUS COLLATERAL OCCCLUSION,FMCAR-0565,VENOUS COLLATERAL OCCCLUSION,,,,0.0
FMORT-0422,DRESSING OF WOUND - SMALL,FMORT-0422,PKG,Orthopedics,75.0,,DAY CASE,30055-00-00,Dressing wound,,Cardiology,FMCAR-3042,Catheterization Right Heart With Shunt ( Day Case ),DAY CASE,PKG,38200-00-00,8600,,,,FMXRAY1702,Embolization Second Series +  Guiding Cathers + Wires + High Flow Catheter + Embolization Material ( Particles Or Liquid ),FMXRAY1702,Embolization Second Series +  Guiding Cathers + Wires + High Flow Catheter + Embolization Material ( Particles Or Liquid ),,,,0.0
FMORT-0417,DEEP CUT WOUND - MEDIUM (5-10 STITCHES),FMORT-0417,PKG,Orthopedics,356.0,,DAY CASE,30026-00-10,Repr wnd SSCT other site superficial  small,,Cardiology,FMCAR-3044,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv ,(One Day Ccu + One Day Ward)",2,PKG,38300-00-00,18500,,,,fmneu-3912,Bilateral Lumbar/ Lumbo-SACRAL- 3 Levels Radiofrequency denervation,fmneu-3912,Bilateral Lumbar/ Lumbo-SACRAL- 3 Levels Radiofrequency denervation,,,,0.0
FMLAB-9280,TB PCR & Culture,FMLAB-9280,Service,LABORATORY,2982.0,,,73050-56-40,Mycobacteria Tuberculosis; Quantification ,,Cardiology,FMCAR-3047,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 2 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,38312-01-00,43000,,,,ENT-0054,ENDOSCOPIC TRANSPHENOIDAL HYPOPHYSECTOMY,ENT-0054,ENDOSCOPIC TRANSPHENOIDAL HYPOPHYSECTOMY,,,,0.0
FMLAB-9499,Fungus Serology (Aspergillus And Candida),FMLAB-9499,Service,LABORATORY,1833.0,,,73100-19-10,Aspergillus Ab,,Cardiology,FMCAR-3048,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 3 Stent , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,35307-01-00,48000,,,,PKSUR-0010,Lt Modified radical neck dissection,PKSUR-0010,Lt Modified radical neck dissection,,,,0.0
FMSUR-3068,Anal Dilatation (under G.A.),FMSUR-3068,PKG,SURGERY,2749.0,,1,32153-00-00,Dilation of anus,,Cardiology,FMCAR-3049,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,38318-00-00,45000,,,,FMXRAY1700,Cava Filter Implementation,FMXRAY1700,Cava Filter Implementation,,,,0.0
FMXRAY1488,NM. Thyroid (Diagnostic I-131 - 5 MCI),FMXRAY1488,Service,Radiology ,605.0,,,61426-00-00,Whole body study using iodine,,Cardiology,FMCAR-3050,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 2 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,38318-01-00,50000,,,,FMPSD-2092,Abdominal FLAP,FMPSD-2092,Abdominal FLAP,,,,0.0
FMDNT-3003,CLOSURE OROANTRAL FISTULA UNDER LA (MINOR),FMDNT-3003,PKG,Dental,3500.0,,DAY CASE,41722-00-00,Closureoro-antral fistula,,Cardiology,FMCAR-3051,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 3 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35307-01-00,55000,,,,FMSUR-3295,Laparoscopic Sleeve Gastrectomy With Band Removal,FMSUR-3295,Laparoscopic Sleeve Gastrectomy With Band Removal,,,,0.0
FMPTD-0119,PORTABLE VENTILATOR OXYLOG PER HOUR,FMPTD-0119,Service,Physiotherapy,115.0,,,13882-00-00,Mgmt contin ventilatory sup <= 24 hours,,Cardiology,FMCAR-3052,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35309-06-00,52000,,,,FMSUR-3297,Laparoscopic Sleeve Gastrectomy With Cholecystectomy,FMSUR-3297,Laparoscopic Sleeve Gastrectomy With Cholecystectomy,,,,0.0
FMXRAY1549,CT ABDOMEN & PELVIS WITHOUT CONTRAST,FMXRAY1549,Service,Radiology ,643.0,,,60100-00-00,Tomography,,Cardiology,FMCAR-3054,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 3 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35309-07-00,63000,,,,FMINT-2323,DUODENO- JEJUNAL  BYPASS ,FMINT-2323,DUODENO- JEJUNAL  BYPASS ,,,,0.0
FMORT-0368,ABOVE KNEE CAST,FMORT-0368,PKG,Orthopedics,935.0,,DAY CASE,96092-00-00,Applic fit adjust/ replace other assist device,,Cardiology,FMCAR-3055,Bypass Operation,1,PKG,90201-00-00,58000,,,,VAS-0027,Amputation above knee,VAS-0027,Amputation above knee,,,,0.0
FMENDE0041,Endoscopic Insertion Of a Stent,FMENDE0041,Service,Internal Medicine,1571.0,,,30491-00-00,Endosc stenting other prt biliary tract,,Cardiology,FMCAR-3057,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,38300-00-00,53000,,,,SUR-9952,Entero - Enterostomy ( Surgical Open & Complicated Procedure ),SUR-9952,Entero - Enterostomy ( Surgical Open & Complicated Procedure ),,,,0.0
