SER,SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,VIP & A,B,Unnamed: 8
2581.0,8124001,RADIOLOGY,CT SCAN ,CT SCAN , اشعة مقطعية محورية لأي عضو بالكمبيوتر,900,800,FLAT RATE
2582.0,8124002,RADIOLOGY,CT SCAN ,CT SCAN ADDITIONAL ORGAN, أشعة مقطعية محورية لعضو إضافي,900,800,FLAT RATE
2583.0,8124003,RADIOLOGY,CT SCAN ,CT SCAN WITH CONTRAST, أشعة مقطعية محورية لعضو بـالـصبـغـة,900,800,FLAT RATE
2585.0,8124005,RADIOLOGY,CT SCAN ,CT SCAN PELVIMETRY, أشعـة مقطعـيـة لقياسات الحوض,900,800,FLAT RATE
2586.0,8124006,RADIOLOGY,CT SCAN ,CT SCAN FOR MEASURING THE LIMBS, أشعـة مقطعية لقياس الأطـراف,900,800,FLAT RATE
2587.0,8124007,RADIOLOGY,CT SCAN ,CT SCAN KUB, اشعة مقطعية محورية للقنوات البولية بالكمبيوتر,900,800,FLAT RATE
2597.0,8124017,RADIOLOGY,CT SCAN ,CT HEAD/BRAIN , فحص الأشعة المقطعية للراس,900,800,FLAT RATE
2598.0,8124018,RADIOLOGY,CT SCAN ,CT HEAD/BRAIN WITH CONTRAST, فحص الأشعة المقطعية للراس بالصبغة,900,800,FLAT RATE
2599.0,8124019,RADIOLOGY,CT SCAN ,CT NECK WITH CONTRAST, فحص الأشعة المقطعية للرقبة بالصبغة,900,800,FLAT RATE
2600.0,8124020,RADIOLOGY,CT SCAN ,CT NECK , فحص الأشعة المقطعية للرقبة ,900,800,FLAT RATE
2605.0,8124025,RADIOLOGY,CT SCAN ,CT CHEST WITH CONTRAST, فحص الأشعة المقطعية للصدر بالصبغة,900,800,FLAT RATE
2606.0,8124026,RADIOLOGY,CT SCAN ,CT CHEST , فحص الأشعة المقطعية للصدر ,900,800,FLAT RATE
2607.0,8124027,RADIOLOGY,CT SCAN ,CT ABDOMEN WITH CONTRAST, فحص الأشعة المقطعية للبطن بالصبغة,900,800,FLAT RATE
2608.0,8124028,RADIOLOGY,CT SCAN ,CT ABDOMEN , فحص الأشعة المقطعية للبطن ,900,800,FLAT RATE
2609.0,8124029,RADIOLOGY,CT SCAN ,CT PLEVIS WITH CONTRAST, فحص الأشعة المقطعية للحوض بالصبغة,900,800,FLAT RATE
2610.0,8124030,RADIOLOGY,CT SCAN ,CT PELVIS , فحص الأشعة المقطعية للحوض  ,900,800,FLAT RATE
2611.0,8124031,RADIOLOGY,CT SCAN ,CT SHOULDER OR HUMERUS OR ELBOW WITH CONTRAST , فحص الأشعة المقطعية للكتف او عظم العضد او المرفق بالصبغة  ,900,800,FLAT RATE
2612.0,8124032,RADIOLOGY,CT SCAN ,CT SHOULDER OR HUMERUS OR ELBOW  , فحص الأشعة المقطعية للكتف او عظم العضد او المرفق ,900,800,FLAT RATE
2613.0,8124033,RADIOLOGY,CT SCAN ,CT FOREARM OR WRIST OR HAND WITH CONTRAST , فحص الأشعة المقطعية للساعد او الرسغ او اليد بالصبغة ,900,800,FLAT RATE
2614.0,8124034,RADIOLOGY,CT SCAN ,CT FOREARM OR WRIST OR HAND , فحص الأشعة المقطعية للساعد او الرسغ او اليد ,900,800,FLAT RATE
2615.0,8124035,RADIOLOGY,CT SCAN ,CT HIP OR FEMUR OR KNEE WITH CONTRAST, فحص الأشعة المقطعية للورك او الفحذ او الركبة بالصبغة ,900,800,FLAT RATE
2616.0,8124036,RADIOLOGY,CT SCAN ,CT HIP OR FEMUR OR KNEE , فحص الأشعة المقطعية للورك او الفحذ او الركبة  ,900,800,FLAT RATE
2617.0,8124037,RADIOLOGY,CT SCAN ,CT LEG OR ANKLE OR FOOT WITH CONRAST, فحص الأشعة المقطعية للساق او الكاحل او القدم مع الصبغة,900,800,FLAT RATE
2618.0,8124038,RADIOLOGY,CT SCAN ,CT LEG OR ANKLE OR FOOT, فحص الأشعة المقطعية للساق او الكاحل او القدم ,900,800,FLAT RATE
2619.0,8124039,RADIOLOGY,CT SCAN ,CT FACIAL BONE WITH CONTRAST, فحص الأشعة المقطعية لعظام الوجه مع الصبغة,900,800,FLAT RATE
2620.0,8124040,RADIOLOGY,CT SCAN ,CT FACIAL BONE , فحص الأشعة المقطعية لعظام الوجه ,900,800,FLAT RATE
2621.0,8124041,RADIOLOGY,CT SCAN ,CT C. SPINE , فحص الأشعة المقطعية للفقرات الفتقية,900,800,FLAT RATE
2622.0,8124042,RADIOLOGY,CT SCAN ,CT DORSAL SPINE, فحص الأشعة المقطعية للفقرات الصدرية,900,800,FLAT RATE
2623.0,8124043,RADIOLOGY,CT SCAN ,CT LUMBER SPINE, فحص الأشعة المقطعية لفقرات القطنية,900,800,FLAT RATE
2624.0,8124044,RADIOLOGY,CT SCAN ,CT WHOLE SPINE, فحص الأشعة المقطعية للعامود الفقري,900,800,FLAT RATE
2625.0,8124045,RADIOLOGY,CT SCAN ,CT PAN SCAN, فحص الأشعة المقطعية لعدة اعضاء,900,800,FLAT RATE
2626.0,8124046,RADIOLOGY,CT SCAN ,CT PITUITARY GLAND WITH CONTRAST, فحص الأشعة المقطعية للغدة النخامية بالصبغة,900,800,FLAT RATE
2627.0,8124047,RADIOLOGY,CT SCAN ,CT ORBIT WITH CONTRAST, فحص الأشعة المقطعية لحجرة العين والعين بالصبغة,900,800,FLAT RATE
2628.0,8124048,RADIOLOGY,CT SCAN ,CT ORBIT  , فحص الأشعة المقطعية لحجرة العين والعين ,900,800,FLAT RATE
2629.0,8124049,RADIOLOGY,CT SCAN ,CT PNS WITH CONTRAST, فحص الأشعة المقطعية للجيوب الانفية بالصبغة,900,800,FLAT RATE
2630.0,8124050,RADIOLOGY,CT SCAN ,CT PNS , فحص الأشعة المقطعية للجيوب الانفية ,900,800,FLAT RATE
2644.0,8124064,RADIOLOGY,CT SCAN ,CT TEMPORAL BONE, فحص الأشعة المقطعية لعظمة الصخريه   ,900,800,FLAT RATE
2645.0,8124065,RADIOLOGY,CT SCAN ,CT TEMPORAL BONE WITH CONTRAST, فحص الأشعة المقطعية لعظمة الصخريه مع الصبغه ,900,800,FLAT RATE
2508.0,8123001,RADIOLOGY,MRI,MRI WITHOUT CONTRAST , اشعة الرنين المغناطيسي,1300,1200,FLAT RATE
2509.0,8123002,RADIOLOGY,MRI,MRI ADDITIONAL ORGAN, اشعة مغناطيسية عضو إضافي,1300,1200,FLAT RATE
2510.0,8123003,RADIOLOGY,MRI,MRI WITH CONTRAST , اشعة مغناطيسية بالصبغــة,1300,1200,FLAT RATE
2511.0,8123004,RADIOLOGY,MRI,MRI PELVIMETRY, قياس الحوض بالرنين المغناطيسي,1300,1200,FLAT RATE
2521.0,8123014,RADIOLOGY,MRI,MRI OF TMJ, فحص مفصل الفك بالرنين المغناطيسي,1300,1200,FLAT RATE
2522.0,8123015,RADIOLOGY,MRI,MRI BRAIN, فحص الاشعة المغناطيسية للدماغ,1300,1200,FLAT RATE
2523.0,8123016,RADIOLOGY,MRI,MRI BRAIN WITH CONTRAST, فحص الاشعة المغناطيسية للدماغ بالصبغة,1300,1200,FLAT RATE
2524.0,8123017,RADIOLOGY,MRI,MRI NECK WITH CONTRAST, فحص الاشعة المغناطيسية للرقبة بالصبغة,1300,1200,FLAT RATE
2525.0,8123018,RADIOLOGY,MRI,MRI NECK , فحص الاشعة المغناطيسية للرقبة  ,1300,1200,FLAT RATE
2526.0,8123019,RADIOLOGY,MRI,MRI ORBIT WITH CONTRAST, فحص الاشعة المغناطيسية لحجرة العين والعين بالصبغة,1300,1200,FLAT RATE
2527.0,8123020,RADIOLOGY,MRI,MRI ORBIT , فحص الاشعة المغناطيسية لحجرة العين والعين,1300,1200,FLAT RATE
2528.0,8123021,RADIOLOGY,MRI,MRI CHEST WITH CONTRAST, فحص الاشعة المغناطيسية للصدر بالصبغة,1300,1200,FLAT RATE
2529.0,8123022,RADIOLOGY,MRI,MRI CHEST , فحص الاشعة المغناطيسية للصدر,1300,1200,FLAT RATE
2530.0,8123023,RADIOLOGY,MRI,MRI ABDOMEN WITH CONTRAST, فحص الاشعة المغناطيسية للبطن بالصبغة,1300,1200,FLAT RATE
2531.0,8123024,RADIOLOGY,MRI,MRI ABDOMEN , فحص الاشعة المغناطيسية للبطن ,1300,1200,FLAT RATE
2532.0,8123025,RADIOLOGY,MRI,MRI PLEVIS WITH CONTRAST, فحص الاشعة المغناطيسية للحوض بالصبغة,1300,1200,FLAT RATE
2533.0,8123026,RADIOLOGY,MRI,MRI PELVIS , فحص الاشعة المغناطيسية للحوض ,1300,1200,FLAT RATE
2534.0,8123027,RADIOLOGY,MRI,MRI SHOULDER WITH CONTRAST, فحص الاشعة المغناطيسية للكتف بالصبغة,1300,1200,FLAT RATE
2535.0,8123028,RADIOLOGY,MRI,MRI SHOULDER, فحص الاشعة المغناطيسية للكتف ,1300,1200,FLAT RATE
2536.0,8123029,RADIOLOGY,MRI,MRI ELBOW WITH CONTRAST, فحص الاشعة المغناطيسية للمرفق بالصبغة,1300,1200,FLAT RATE
2537.0,8123030,RADIOLOGY,MRI,MRI ELBOW , فحص الاشعة المغناطيسية للمرفق ,1300,1200,FLAT RATE
2538.0,8123031,RADIOLOGY,MRI,MRI WRIST/HAND WITH CONTRAST, فحص الاشعة المغناطيسية الرسغ او اليد بالصبغة,1300,1200,FLAT RATE
2539.0,8123032,RADIOLOGY,MRI,MRI WRIST/HAND , فحص الاشعة المغناطيسية الرسغ او اليد ,1300,1200,FLAT RATE
2540.0,8123033,RADIOLOGY,MRI,MRI KNEE WITH CONTRAST, فحص الاشعة المغناطيسية للركبة بالصبغة,1300,1200,FLAT RATE
2541.0,8123034,RADIOLOGY,MRI,MRI KNEE , فحص الاشعة المغناطيسية للركبة ,1300,1200,FLAT RATE
2542.0,8123035,RADIOLOGY,MRI,MRI ANKLE/FOOT WITH CONTRAST, فحص الاشعة المغناطيسية للكاحل او القدم بالصبغة,1300,1200,FLAT RATE
2543.0,8123036,RADIOLOGY,MRI,MRI ANKLE/FOOT , فحص الاشعة المغناطيسية للكاحل او القدم ,1300,1200,FLAT RATE
2544.0,8123037,RADIOLOGY,MRI,MRI C. SPINE WITH CONTRAST, فحص الاشعة المغناطيسية للفقرات الفتقية بالصبغة,1300,1200,FLAT RATE
2545.0,8123038,RADIOLOGY,MRI,MRI C. SPINE, فحص الاشعة المغناطيسية للفقرات الفتقية ,1300,1200,FLAT RATE
2546.0,8123039,RADIOLOGY,MRI,MRI DORSAL SPINE WITH CONTRAST, فحص الاشعة المغناطيسية للفقرات الصدرية بالصبغة,1300,1200,FLAT RATE
2547.0,8123040,RADIOLOGY,MRI,MRI DORSAL SPINE, فحص الاشعة المغناطيسية للفقرات الصدرية ,1300,1200,FLAT RATE
2548.0,8123041,RADIOLOGY,MRI,MRI LUMBER SPINE WITH CONTRAST, فحص الاشعة المغناطيسية للفقرات القطنية بالصبغة,1300,1200,FLAT RATE
2549.0,8123042,RADIOLOGY,MRI,MRI LUMBER SPINE , فحص الاشعة المغناطيسية للفقرات القطنية ,1300,1200,FLAT RATE
2550.0,8123043,RADIOLOGY,MRI,MRI BRACHIAL PLEXUS, فحص الاشعة المغناطيسية لتصوير الضفيرة العضدية,1300,1200,FLAT RATE
2551.0,8123044,RADIOLOGY,MRI,MRI BREAST WITH CONTRAST, فحص الاشعة المغناطيسية للثدي بالصبغة,1300,1200,FLAT RATE
2552.0,8123045,RADIOLOGY,MRI,MRI BREAST , فحص الاشعة المغناطيسية للثدي ,1300,1200,FLAT RATE
2566.0,8123059,RADIOLOGY,MRI,MRI ARM WITH CONTRAST, فحص الاشعة المغناطيسية لتصوير الذراع بالصبغة,1300,1200,FLAT RATE
2567.0,8123060,RADIOLOGY,MRI,MRI ARM , فحص الاشعة المغناطيسية لتصوير الذراع ,1300,1200,FLAT RATE
2568.0,8123061,RADIOLOGY,MRI,MRI FOREARM WITH CONTRAST, فحص الاشعة المغناطيسية لتصوير الساعد بالصبغة,1300,1200,FLAT RATE
2569.0,8123062,RADIOLOGY,MRI,MRI FOREARM , فحص الاشعة المغناطيسية لتصوير الساعد ,1300,1200,FLAT RATE
2570.0,8123063,RADIOLOGY,MRI,MRI HIP JOINT WITH CONTRAST, فحص الاشعة المغناطيسية لتصوير مفصل الحوض بالصبغة,1300,1200,FLAT RATE
2571.0,8123064,RADIOLOGY,MRI,MRI HIP JOINT , فحص الاشعة المغناطيسية لتصوير مفصل الحوض,1300,1200,FLAT RATE
2572.0,8123065,RADIOLOGY,MRI,MRI FEMUR WITH CONTRAST, فحص الاشعة المغناطيسية لتصوير الفخذ بالصبغة,1300,1200,FLAT RATE
2573.0,8123066,RADIOLOGY,MRI,MRI FEMUR, فحص الاشعة المغناطيسية لتصوير الفخذ ,1300,1200,FLAT RATE
2574.0,8123067,RADIOLOGY,MRI,MRI LEG WITH CONTRAST, فحص الاشعة المغناطيسية لتصوير الساق بالصبغة,1300,1200,FLAT RATE
2575.0,8123068,RADIOLOGY,MRI,MRI LEG  , فحص الاشعة المغناطيسية لتصوير الساق ,1300,1200,FLAT RATE
2576.0,8123069,RADIOLOGY,MRI,MRI SACRO ILIAC JOINT, فحص الاشعة المغناطيسية لتصوير المفصل العجزي,1300,1200,FLAT RATE
11.0,1112011,CONSULTATION,CONSULTATION,CONSULTATION - VISITING DOCTORS, كشف الإسـتـشـاري الزائــر,500,500,
14.0,1112014,CONSULTATION,CONSULTATION,CONSULTATION FEE - VISITING DOCTOR (AESTHETIC MEDICINE), كشف الإستـشـاري الزائر ,400,400,
42.0,1112042,CONSULTATION,CONSULTATION,OUTSIDE CONSULTATION CONSULTANT, كشف خارجي للأستشاري,1000,1000,
43.0,1112043,CONSULTATION,CONSULTATION,OUTSIDE CONSULTATION SPECIALIST, كشف خارجي للأخصائي,450,450,
53.0,1112053,CONSULTATION,CONSULTATION,CALL A CONSULTANT OR SPECIALIST BY NAME FOR NORMAL DELIVERY AS REQUESTED BY THE PATIENT,إستدعاء استشاري أو أخصائي للولادة الطبيعية بطلب من المريض باسم طبيب معين ,500,500,
54.0,1112054,OBS/GYN ,OBS/GYN SERVICES ,ANC PACKAGE DEAL - FULL PAYMENT - NET, مـتـابـعـة الحمـل بالسعـر الشامـل - الـقيمـة بـاكـامـل,2425,2425,
55.0,1112055,OBS/GYN ,OBS/GYN SERVICES ,ANC PACKAGE DEAL - FIRST INSTALLMENT - NET, مـتـابـعـة الحمـل بالسعـر الشامـل - القـسـط الأول,1455,1455,
56.0,1112056,OBS/GYN ,OBS/GYN SERVICES ,ANC PAKAGE  DEAL - SECOND INSTALLMENT- NET, مـتـابـعـة الحمـل بالسعـر الشامـل - القـسـط الـثـانـي,970,970,
57.0,2112001,ROOM & BOARD,ACCOMODATION,SUITE ROOM PER DAY, جناح  عادى / اليـوم,1164,1164,
58.0,2112002,ROOM & BOARD,ACCOMODATION,PRIVATE ROOM PER DAY, غرفة خاصة  / اليوم,388,388,
59.0,2112003,ROOM & BOARD,ACCOMODATION,SEMI-PRIVATE ROOM PER DAY, غرفة مشتركة / اليوم,272,272,
60.0,2112004,ROOM & BOARD,ACCOMODATION,PAEDIATRIC WARD, قسم الأطـفــال - اجرة السرير باليوم,291,291,
61.0,2112005,ROOM & BOARD,ACCOMODATION,INFANT INCUBATOR, حـضـانـه الأطــفــال باليوم,388,388,
62.0,2112006,ROOM & BOARD,ACCOMODATION,NURSERY, إقـامـة الـمـولـود مـع الأم باليوم,194,194,
63.0,2112007,ROOM & BOARD,ACCOMODATION,INTENSIVE CARE UNIT (ICU), العناية المركزة باليوم - اجرة السرير,1552,1552,
64.0,2112008,ROOM & BOARD,ACCOMODATION,SUITE ROOM ICU PER DAY, العناية المركزة جناح عادي / اليـوم,3880,3880,
65.0,2112009,ROOM & BOARD,ACCOMODATION,CARDIAC CARE UNIT (CCU), العناية المركزة ورسم القلب باليوم - اجرة السرير,1552,1552,
66.0,2112010,ROOM & BOARD,ACCOMODATION,PEDIATRIC ICU (PICU), العناية المركزة بقسم الاطفال - اجرة السرير,1552,1552,
67.0,2112011,ROOM & BOARD,ACCOMODATION,NICU - PER DAY , العناية المركزة للخدج و حديثي الولادة / اليوم,1552,1552,
68.0,2112012,ROOM & BOARD,ACCOMODATION,NICU INTERMEDIATE CARE (CRIB), الرعاية المتوسطة للحضانات و حديثي الولادة,776,776,
69.0,2112013,ROOM & BOARD,ACCOMODATION,NICU - ISOLATION PER DAY, غرفـة العـزل / اليوم بالعناية المركزة لحديثى الولادة - اجرة السرير,1552,1552,
70.0,2112014,ROOM & BOARD,ACCOMODATION,ISOLATION ROOM / ADULT, غـرفـه الـعـزل - باليوم,388,388,
71.0,2112015,ROOM & BOARD,ACCOMODATION,HEAD OXYGEN BOX (NEO-NATAL CARE), غطاء أكسجين ( عناية حديثي الولادة ),127,127,
72.0,2112016,ROOM & BOARD,ACCOMODATION,ROOM DIFFERENCE (SEMI PVT - PVT), فرق الغرفة من - غرفة مشتركة إلى غرفة خاصـة,117,117,
73.0,2112017,ROOM & BOARD,ACCOMODATION,ROOM DIFFERENCE (SEMI PVT - SUITE), فرق الغرفة من - غرفة مشتركة إلى جناح ,893,893,
74.0,2112018,ROOM & BOARD,ACCOMODATION,ROOM DIFFERENCE (PVT - SUITE), فرق الغرفة بين - غرفة خاصة و جناح ,776,776,
75.0,2112019,ROOM & BOARD,ACCOMODATION,NURSING CARE / WARD PER DAY , خدمة التمريض باليوم,146,146,
76.0,2112020,ROOM & BOARD,ACCOMODATION,NURSING CARE / ICU PER DAY , خدمة التمريض باليوم,243,243,
77.0,2112021,ROOM & BOARD,ACCOMODATION,SPECIAL NURSE 24 HOURS, ممرضـة خاصـه 24 سـاعـة,776,776,
78.0,2112022,ROOM & BOARD,ACCOMODATION,NURSE AIDE 24 HRS, ممـرضـه مسـاعـدة 24 ســاعــة,485,485,
79.0,2112023,ROOM & BOARD,ACCOMODATION,COMPANION CHARGES WITH ADULT PER DAY , سرير إضافي للمرافق باليوم,194,194,
80.0,2112024,ROOM & BOARD,ACCOMODATION,COMPANION CHARGES WITH CHILD PER DAY , مـرافـق مع الطـفـل,146,146,
81.0,2112025,ROOM & BOARD,ACCOMODATION,DISPOSABLES WARD, المستهلكات ذات الإستخدام الواحد في العناية المركزة,156,156,
82.0,2112026,ROOM & BOARD,ACCOMODATION,DISPOSABLES I.C.U., المستهلكات ذات الإستخدام الواحد في العناية المركزة,291,291,
83.0,2112027,ROOM & BOARD,ACCOMODATION,DISPOSABLES  NICU, المستهلكات ذات الإستخدام الواحد في العناية المركزة لحديثي الولادة,291,291,
84.0,2112028,ROOM & BOARD,ACCOMODATION,ISOLATION DISPOSABLES PER DAY , المستهلكات ذات الإستخدام الواحد في غرف العـزل,388,388,
85.0,2112029,ROOM & BOARD,ACCOMODATION,EXTRA LUNCH/DINNER TRAY, وجبة  غذاء و عشاء إضافية,39,39,
86.0,2112030,ROOM & BOARD,ACCOMODATION,TELEPHONE CHARGES , خدمة التليفون,0,0,
87.0,2122001,ENT,ENT SERVICES ,ALTERNATE BINAURAL LOUDNESS BALANCING (ABLB),اختبار ( أ ب ل ب ),146,146,
88.0,2122002,ENT,ENT SERVICES ,ANTERIOR NASAL PACK (L.A.),حشو امامى للانف,485,485,
89.0,2122003,ENT,ENT SERVICES ,AUDIOLOGICAL ASSESSMENT,فحص سمعى شامل,485,485,
90.0,2122004,ENT,ENT SERVICES ,AUDIOLOGICAL ASSESSMENT WITH ABR,فحص السمع باستخدام الجهد المثار لجذع المخ,1455,1455,
91.0,2122005,ENT,ENT SERVICES ,AUDITORY BRAINSTEM RESPONSE (ABR) ,ايه بي ار,1455,1455,
92.0,2122006,ENT,ENT SERVICES ,CANALITH REPOSITIONING,جلسة اعادة تأهيل الاتزان,776,776,
93.0,2122007,ENT,ENT SERVICES ,CHEMICAL CAUTRY,كي كيمائي,73,73,
94.0,2122008,ENT,ENT SERVICES ,CRYOTONSILLECTOMY,إستئصال اللوز بالتبريد,582,582,
95.0,2122009,ENT,ENT SERVICES ,CRYOTURBINECTOMY,تبريد غضاريف الأنف ,291,291,
96.0,2122010,ENT,ENT SERVICES ,DP-OTO-ECUASTIC EMISSION,فحص الرنين الصوتى الاذنى ( .D.P ),340,340,
97.0,2122011,ENT,ENT SERVICES ,EAR WASH / SUCTION OF IMPACTED CERUMEN / UNILATERAL,غسيل أذن,49,49,
98.0,2122012,ENT,ENT SERVICES ,EAR WASH / SUCTION OF IMPACTED CERUMEN / BILATERAL,غسيل اذن جهتين,97,97,
99.0,2122013,ENT,ENT SERVICES ,ELECTRICAL CAUTRY,كي كهربائي,170,170,
100.0,2122014,ENT,ENT SERVICES ,EPISTAXIS NASAL PACK,حشو لنزيف الأنف,146,146,
101.0,2122015,ENT,ENT SERVICES ,EUSTACHIAN TUBE FUNCTION,فحص قناة ستاكيوس,146,146,
102.0,2122016,ENT,ENT SERVICES ,FINE NEEDLE ASPIRATION CYTOLOGY,فحص عينة خلوية,413,413,
103.0,2122017,ENT,ENT SERVICES ,FLEXIBLE ENDOSCOPY + PRINT,منظار مرن و تصوير  ,485,485,
104.0,2122018,ENT,ENT SERVICES ,FLEXIBLE ENDOSCOPY + STROBOSCOPY ,منظار مرن + تحليل ذبذبات الصوت,728,728,
105.0,2122019,ENT,ENT SERVICES ,FLEXIBLE OESOPHOAGOSCOPY,منظار داخلي بالأنف,1213,1213,
106.0,2122020,ENT,ENT SERVICES ,FOREIGN BODY REMOVAL - NOSE / EAR,إزالة جسم غريب,97,97,
107.0,2122021, ENT,ENT SERVICES ,FOREIGN BODY REMOVAL L.A. (THROAT),إزالة جسم غريب من الحنجرة - مخدر موضعى,291,291,
108.0,2122022,ENT,ENT SERVICES ,FREXIBLE NASAL ENDOSCOPY,منظار داخلي للأنف ( مرن ),194,194,
109.0,2122023,ENT,ENT SERVICES ,INCISION + DRAINAGE OF QUINZY (L.A),فتح وبذل خراج,582,582,
110.0,2122024,ENT,ENT SERVICES ,INCISION AND DRAINAGE ,فتح و بذل خراج,243,243,
111.0,2122025,ENT,ENT SERVICES ,INTRA TYMPANIC STEROID INJECTION (ITSI),حقن الستيرويد (ITSI) داخل غشاء الطبل ,2425,2425,
112.0,2122026,ENT,ENT SERVICES ,LARYNGO-BRONOSCOPY/DIAGNOSTIC, منظار الحنجرة و الشعب الهوائية تشخيصي,679,679,
113.0,2122027,ENT,ENT SERVICES ,LARYNGO-BRONOSCOPY/DIAGNOSTIC + BIOPSY, منظار الحنجرة و الشعب الهوائية مع عينه تسيجية,970,970,
114.0,2122028,ENT,ENT SERVICES ,LARYNGO-BRONOSCOPY/DIAGNOSTIC + FILM, منظار الشعب الهوائية مع تصوير فلم,825,825,
115.0,2122029,ENT,ENT SERVICES ,MASTOID ABSCESS DRAINAGE (L.A.),بدل خراج النتوء الحلمى - مخدر موضعى,582,582,
116.0,2122030,ENT,ENT SERVICES ,MYRINGOTOMY & GROMMET - OPD,شق طبلة الأذن ( مخدر موضعي ) و تركيب أنبوب تهوية,582,582,
117.0,2122031,ENT,ENT SERVICES ,MYRINGOTOMY (LOCAL),شق طبلة الأذن ( مخدر موضعي ),243,243,
118.0,2122032,ENT,ENT SERVICES ,NASAL IRRIGATION DEVICE,غسيل للانف,1455,1455,
119.0,2122033,ENT,ENT SERVICES ,NOSE/SINUS WASH,غسيل للأنف و الجيوب الأنفية,49,49,
120.0,2122034,ENT,ENT SERVICES ,OTO ACOUSTIC EMISSION OAE,اختبار بارسال اوتو,485,485,
