Category,code,Service Description,Price as of 01/08/2024,Price as of 01/08/2025 and onward,LOS,Service type,LOS.1,Gross/Net,Discount % Yes/No,MCA Category Code,Service Category Description,Nphies Code,Nphies Description
LABORATORY,7121021,ALDOLASE,236.25,247.50000000000003,,Service,,Gross,yes,31.0,Portal Laboratory,73050-01-30,Measurement of Aldolase Profile
LABORATORY,7121022,ALDOSTERONE (URINE  SERUM),614.25,643.5,,Service,,Gross,yes,31.0,Portal Laboratory,73000-01-40,"Aldosterone suppression evaluation Panel(Aldosterone x2,Renin x 2)"
LABORATORY,7121023,ALKA PHASE B (BONE ALKALINE PHOSPHATES),446.25,467.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-27-60,Measurement of Alkaline phosphatas
LABORATORY,7121024,ALKALINE LEUOCYTE PHOSPHATASE,147,154,,Service,,Gross,yes,31.0,Portal Laboratory,73050-27-60,Measurement of Alkaline phosphatas
LABORATORY,7121025,ALKALINE PHOSPHATASE,63,66,,Service,,Gross,yes,31.0,Portal Laboratory,73100-07-70,Leukocyte alkaline phosphatase with count
LABORATORY,7121026,ALKALINE PHOSPHATASE ISOENZYMES,567,594,,Service,,Gross,yes,31.0,Portal Laboratory,73050-27-80,"Measurement of Alkaline phosphatase isoenMeasurement ofymes, serum"
LABORATORY,7121027,ALPHA I ANTITRYPSIN,525,550,,Service,,Gross,yes,31.0,Portal Laboratory,73050-01-50,Measurement of (Quantitative) total alpha-1-antitrypsin
LABORATORY,7121028,ALPHA-1 ANTI-TRIPSIN PHENOTYPE,546,572,,Service,,Gross,yes,31.0,Portal Laboratory,73050-01-60,"Measurement of (Quantitative) phenotype, alpha-1-antitrypsin"
LABORATORY,7121029,ALPHA-FETOPROTEIN,262.5,275,,Service,,Gross,yes,31.0,Portal Laboratory,73050-01-80,"Measurement of (Quantitative) amniotic fluid, alpha-fetoProtein"
LABORATORY,7121030,ALUMINIUM,367.5,385.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-02-00,Measurement of Aluminum Profile
LABORATORY,7121031,AMACR,840,880.0000000000001,,Service,,Gross,yes,31.0,Portal Laboratory,73050-25-20,Measurement of Myeloperoxidase mpo
LABORATORY,7121032,AMEBA ANTIBODY,446.25,467.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-48-60,Detection of entamoeba histolytica antigen in stool
LABORATORY,7121033,AMIKACIN,420,440.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73300-00-00,Drug Profile screening (Amikacin)
LABORATORY,7121034,AMINO ACID QUANT,1023.75,1072.5,,Service,,Gross,yes,31.0,Portal Laboratory,73050-02-60,Measurement of Amino Acid Quantitative 2-5
LABORATORY,7121035,AMINO ACID SCREENING,446.25,467.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-02-60,Measurement of Amino Acid Quantitative 2-5
LABORATORY,7121036,AMIODARONE,388.5,407.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73300-03-60,Drug Profile screening (therapeutic drug)
LABORATORY,7121037,AMMONIA,63,66,,Service,,Gross,yes,31.0,Portal Laboratory,73050-02-80,Measurement of ammonia
LABORATORY,7121038,AMOEBIC ABS (IHA),246.75,258.5,,Service,,Gross,yes,31.0,Portal Laboratory,73250-00-20,"Antibody screen, (Identification and titter)"
LABORATORY,7121039,AMPHETAMINES,262.5,275,,Service,,Gross,yes,31.0,Portal Laboratory,73300-04-50,Drug Quantitative/Qualitative or both screening (Amphetamines;1 or 2)
LABORATORY,7121040,AMYLASE  SERUM,105,110.00000000000001,,Service,,Gross,yes,31.0,Portal Laboratory,73050-03-00,Measurement of amylase
LABORATORY,7121041,AMYLASE  URINE,105,110.00000000000001,,Service,,Gross,yes,31.0,Portal Laboratory,73050-03-00,Measurement of amylase
LABORATORY,7121042,AMYLOID A,441,462.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-39-70,Chemistry tests unlisted
LABORATORY,7121043,ANDROSTENDIONE,540.75,566.5,,Service,,Gross,yes,31.0,Portal Laboratory,73050-03-20,Measurement of Androstenedione level Profile
LABORATORY,7121044,ANDROSTERONE,315,330,,Service,,Gross,yes,31.0,Portal Laboratory,73050-03-30,Measurement of (Quantitative) androsterone
LABORATORY,7121045,ANGIOTENSIN-1-CONVERTING ENZYME,467.25,489.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-03-50,Measurement of Angiotensin i-converting enzyme test
LABORATORY,7121046,ANTI CENTROMERE ABS,241.5,253.00000000000003,,Service,,Gross,yes,31.0,Portal Laboratory,73100-10-70,Measurement of antinuclear antibodies  (ANA)
LABORATORY,7121047,ANTI DS DNA,614.25,643.5,,Service,,Gross,yes,31.0,Portal Laboratory,73100-12-90,Streptococcal ab (anti dnase) - s.o
LABORATORY,7121048,ANTI GLOMERULAR BASAL ABS.,435.75,456.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73250-00-20,"Antibody screen, (Identification and titter)"
LABORATORY,7121049,ANTI HAV IGG,126,132,,Service,,Gross,yes,31.0,Portal Laboratory,73100-24-10,"Hepatitis a antibody, igm only (Anti-Hav,igm),"
LABORATORY,7121050,ANTI JO-1,359.1,376.20000000000005,,Service,,Gross,yes,31.0,Portal Laboratory,73250-00-20,"Antibody screen, (Identification and titter)"
LABORATORY,7121051,ANTI RO/ ANTI LA,750.75,786.5000000000001,,Service,,Gross,yes,31.0,Portal Laboratory,73100-10-70,Measurement of antinuclear antibodies  (ANA)
NEU,7013079,REVISION OF FAILED SCOLIOSIS OR KYPHOSIS SURGERY  - W/OUT IMPLANT,199500,209000.00000000003,5,Package,5,Gross,yes,88.0,Portal Package Deals,50620-00-00,Other revision of spinal procedure
LABORATORY,7121053,ANTI SCL 70 ABS,294,308,,Service,,Gross,yes,31.0,Portal Laboratory,73100-10-70,Measurement of antinuclear antibodies  (ANA)
LABORATORY,7121054,ANTI SPERM ANTIBODY,1155,1210,,Service,,Gross,yes,31.0,Portal Laboratory,73400-03-80,Sperm antibody measurement
LABORATORY,7121055,ANTI STREPTO KINASE,183.75,192.50000000000003,,Service,,Gross,yes,31.0,Portal Laboratory,73100-18-60,Detection of antibody; Streptokinase
LABORATORY,7121056,ANTI STREPTOCOCCAL HYALURONIDASE,152.25,159.5,,Service,,Gross,yes,31.0,Portal Laboratory,73050-50-00,Infectious agent antigen detection of Shiga-like toxin multiple-step method (ImmunoAssay technique)
LABORATORY,7121057,ANTI TUBULAR BASAL ABS.,435.75,456.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73250-00-20,"Antibody screen, (Identification and titter)"
LABORATORY,7121058,ANTI-HAV IGM,210,220.00000000000003,,Service,,Gross,yes,31.0,Portal Laboratory,73100-24-10,"Hepatitis a antibody, igm only (Anti-Hav,igm),"
LABORATORY,7121059,ANTI-HBC,210,220.00000000000003,,Service,,Gross,yes,31.0,Portal Laboratory,73100-23-60,Hepatitis b core antibody
LABORATORY,7121060,ANTI-HBC IGM,210,220.00000000000003,,Service,,Gross,yes,31.0,Portal Laboratory,73100-23-70,Hepatitis b core antibodies igm hbc igm
LABORATORY,7121061,ANTI-HBS QUANTITATIVE WITH TITRE,262.5,275,,Service,,Gross,yes,31.0,Portal Laboratory,73100-23-60,Hepatitis b core antibody
LABORATORY,7121062,ANTI-HBS SCREENING,262.5,275,,Service,,Gross,yes,31.0,Portal Laboratory,73100-23-60,Hepatitis b core antibody
LABORATORY,7121063,ANTIMULLERIAN HORMONE,661.5,693,,Service,,Gross,yes,31.0,Portal Laboratory,73050-07-50,Measurement of Anti mullerian Hormone test
LABORATORY,7121064,ANTITHROMBIN III,446.25,467.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73100-03-90,Antithrombin iii antigen (clotting inhibitor) activity
LABORATORY,7121065,APOLIPOPROTEIN A1,126,132,,Service,,Gross,yes,31.0,Portal Laboratory,73050-03-60,"Measurement of (Quantitative) apolipoProtein, each"
LABORATORY,7121066,APOLIPOPROTEIN B,126,132,,Service,,Gross,yes,31.0,Portal Laboratory,73050-03-60,"Measurement of (Quantitative) apolipoProtein, each"
LABORATORY,7121067,AQUAPORIN  - 4 (CSF),630,660,,Service,,Gross,yes,31.0,Portal Laboratory,73400-00-70,"Misc body fluids , cell count  w/differential count"
LABORATORY,7121068,AQUAPORIN QUALITATIVE,630,660,,Service,,Gross,yes,31.0,Portal Laboratory,73200-09-90,Western blot Protein immunological probe  with interpretation and report
LABORATORY,7121069,AQUAPORIN QUANTITATIVE,630,660,,Service,,Gross,yes,31.0,Portal Laboratory,73200-09-90,Western blot Protein immunological probe  with interpretation and report
LABORATORY,7121070,ARSENIC,430.5,451.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-03-70,Measurement of (Quantitative) arsenic
LABORATORY,7121071,ARTERIAL BLOOD GASES,262.5,275,,Service,,Gross,yes,31.0,Portal Laboratory,73050-14-50,Arterial blood gas
LABORATORY,7121072,ARYLSULPHATASE A,325.5,341,,Service,,Gross,yes,31.0,Portal Laboratory,73050-39-70,Chemistry tests unlisted
LABORATORY,7121073,ASPERGILLUS ANTIGEN,504,528,,Service,,Gross,yes,31.0,Portal Laboratory,73050-47-70,Infectious agent antigen detection of Aspergillus by multiple-step method (immunoAssay technique)
LABORATORY,7121074,ASPERGILLUS IGG & IGM,714,748.0000000000001,,Service,,Gross,yes,31.0,Portal Laboratory,73050-47-70,Infectious agent antigen detection of Aspergillus by multiple-step method (immunoAssay technique)
LABORATORY,7121075,ASPERGILLUS IGG ABS,462,484.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-47-70,Infectious agent antigen detection of Aspergillus by multiple-step method (immunoAssay technique)
LABORATORY,7121076,ATOPY PANEL 20,997.5,1045,,Service,,Gross,yes,31.0,Portal Laboratory,73050-39-70,Chemistry tests unlisted
LABORATORY,7121077,AVIAN PRECIPITANT ABS (SP ABS IGG) - SINGLE EACH,294,308,,Service,,Gross,yes,31.0,Portal Laboratory,73100-24-20,Influenza virus antibody
LABORATORY,7121078,AVIAN PRECIPITANT ABS (SPECIFIC ABS TYPE IGG),6090,6380.000000000001,,Service,,Gross,yes,31.0,Portal Laboratory,73100-24-20,Influenza virus antibody
LABORATORY,7121079,AZATHIOPRINE AS-6 MERCAPTOPURINE,388.5,407.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-39-70,Chemistry tests unlisted
LABORATORY,7121080,AZF FACTOR (Y CHROMOSOMAL DELETIONS),4032,4224,,Service,,Gross,yes,31.0,Portal Laboratory,73350-04-40,Level 1 molecular pathology procedure
LABORATORY,7121081,BARBITURATES,262.5,275,,Service,,Gross,yes,31.0,Portal Laboratory,73300-06-60,Drug Quantitative/Qualitative or both screening (Barbiturates)
LABORATORY,7121082,BENZODIAZEPINES,262.5,275,,Service,,Gross,yes,31.0,Portal Laboratory,73300-06-70,Drug Quantitative/Qualitative or both screening (Benzodiazepines; 1-12)
LABORATORY,7121083,BENZODIAZEPINES CONFIRMATORY TEST,315,330,,Service,,Gross,yes,31.0,Portal Laboratory,73300-06-70,Drug Quantitative/Qualitative or both screening (Benzodiazepines; 1-12)
LABORATORY,7121084,BETA GLUCOSIDASE,367.5,385.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-16-30,Measurement of (Quantitative) glucosidase beta
LABORATORY,7121085,BETA HCG,446.25,467.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-39-50,Measurement of free beta chain chorionic gonadotropin (HCG)
LABORATORY,7121086,BETA HYDROXY BUTYRATE,325.5,341,,Service,,Gross,yes,31.0,Portal Laboratory,73050-39-70,Chemistry tests unlisted
LABORATORY,7121087,BETA-2 GLYCOPROTEIN ABS,383.25,401.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73100-11-60,Anti beta 2 glycoProtein abs (IgG)
LABORATORY,7121088,BETA-2 MICROGLOBULIN,283.5,297,,Service,,Gross,yes,31.0,Portal Laboratory,73050-04-00,Measurement of Beta 2 microglobulin Quantitative test; serum
LABORATORY,7121089,BETA-2 TRANSFERRIN,614.25,643.5,,Service,,Gross,yes,31.0,Portal Laboratory,73050-39-70,Chemistry tests unlisted
LABORATORY,7121090,BILE ACIDS TOTAL,241.5,253.00000000000003,,Service,,Gross,yes,31.0,Portal Laboratory,73050-04-10,Measurement of Bile Acid total Assay
LABORATORY,7121091,BILIRUBIN IN AMNOIC FLUID,126,132,,Service,,Gross,yes,31.0,Portal Laboratory,73050-04-30,Measurement of Total bilirubin
LABORATORY,7121092,BIOTIN (VITAMIN H),388.5,407.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-38-70,Measurement of other vitamin (not specified)
LABORATORY,7121093,BIOTINIDASE QUANT,588,616,,Service,,Gross,yes,31.0,Portal Laboratory,73050-04-60,Measurement of (Quantitative) biotinidase each specimen
LABORATORY,7121094,BODY FLUID  ROUTINE CULTURE,357,374.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73200-00-00,"Cytopathology, fluids, washgs or brushings excrpt cervical or vaginal: smrs interp"
LABORATORY,7121095,BODY FLUID +  ROUTINE CULTURE,498.75,522.5,,Service,,Gross,yes,31.0,Portal Laboratory,73200-00-00,"Cytopathology, fluids, washgs or brushings excrpt cervical or vaginal: smrs interp"
LABORATORY,7121096,BODY FLUID + A.F.B. CULTURE,393.75,412.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-41-90,Isolation tubercle and other afb; any source
LABORATORY,7121097,BODY FLUID + CYTOLOGY,357,374.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73200-00-00,"Cytopathology, fluids, washgs or brushings excrpt cervical or vaginal: smrs interp"
LABORATORY,7121098,BODY FLUID + ROUTINE CULTURE + A.F.B. CULTURE,525,550,,Service,,Gross,yes,31.0,Portal Laboratory,73050-41-90,Isolation tubercle and other afb; any source
LABORATORY,7121099,BONE MARROW SPECIAL STAIN  EACH,178.5,187.00000000000003,,Service,,Gross,yes,31.0,Portal Laboratory,73100-01-90,"Bone marrow, smear interpretation"
LABORATORY,7121100,BORDETELLA PERTUSSIS (WHOPPING COUGH),567,594,,Service,,Gross,yes,31.0,Portal Laboratory,73050-45-60,Infectious Antigen detection by immunofluorescent technique; Bordetella pertussis/parapertussis
LABORATORY,7121101,BORRELIA ABS IGG & IGM WESTERNBLOT,682.5,715.0000000000001,,Service,,Gross,yes,31.0,Portal Laboratory,73050-31-10,"Measurement of (Quantitative) Protein; western blot, with interpretation and report, blood or other body fluid"
LABORATORY,7121102,BORRELIA IGG & IGM,661.5,693,,Service,,Gross,yes,31.0,Portal Laboratory,73100-10-60,Antibody identification; platelet associated immunoglobulin Assay
LABORATORY,7121103,BRAIN NATRIURETIC PEPTIDE,840,880.0000000000001,,Service,,Gross,yes,31.0,Portal Laboratory,73050-25-30,Measurement of Brain natriuretic peptide (BNP)
LABORATORY,7121104,BRCA I & II (BREAST CANCER I & II),23625,24750.000000000004,,Service,,Gross,yes,31.0,Portal Laboratory,73350-00-50,Breast cancer1 & breast cancer2 (breast / ovarian neoplasm) full sequence analysis; commen duplication/deletion breast cancer
LABORATORY,7121105,BRCA I (BREAST CANCER),12075,12650.000000000002,,Service,,Gross,yes,31.0,Portal Laboratory,73350-00-80,"Breast cancer1 full sequence analysis; common duplication/deletion  variants( eg, hereditary breast and ovarian cancer)"
LABORATORY,7121106,BRCA II (BREAST CANCER II),14700,15400.000000000002,,Service,,Gross,yes,31.0,Portal Laboratory,73350-01-00,Breast cancer2  and Ovarian  cancer of hereditory  gene analysis; full sequence analysis
LABORATORY,7121107,BRUCELLA PCR (CSF  EDTA-BLOOD  TISSUE OR URINE),2625,2750,,Service,,Gross,yes,31.0,Portal Laboratory,73100-19-90,Brucella total antibody confirmation agglutination serum
LABORATORY,7121108,BUN,78.75,82.5,,Service,,Gross,yes,31.0,Portal Laboratory,73050-37-30,Measurement of blood urea nitrogen (BUN)
LABORATORY,7121109,C-1 ESTERASE INHIBITOR,435.75,456.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-08-20,Measurement of C1 esterase inhibitor protien -{Q} Profile
LABORATORY,7121110,C1G COMPLEMENT,357,374.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73100-12-50,"Complement; functional activity, each component"
LABORATORY,7121111,C1Q COMPLEMENT COMPONENT,420,440.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73100-12-50,"Complement; functional activity, each component"
LABORATORY,7121112,C2 COMPLEMENT COMPONENT,325.5,341,,Service,,Gross,yes,31.0,Portal Laboratory,73100-12-40,C4Complement component
LABORATORY,7121113,C3 COMPLEMENT,357,374.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73100-12-50,"Complement; functional activity, each component"
LABORATORY,7121114,C4 COMPLEMENT,357,374.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73100-12-40,C4Complement component
LABORATORY,7121115,C4-D (POLYCLONAL),840,880.0000000000001,,Service,,Gross,yes,31.0,Portal Laboratory,73100-12-40,C4Complement component
LABORATORY,7121116,C5 COMPLEMENT COMPONENT,325.5,341,,Service,,Gross,yes,31.0,Portal Laboratory,73100-12-50,"Complement; functional activity, each component"
LABORATORY,7121117,C6 COMPLIMENT COMPONENT,430.5,451.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73100-12-50,"Complement; functional activity, each component"
LABORATORY,7121118,CA 12-5,509.25,533.5,,Service,,Gross,yes,31.0,Portal Laboratory,73100-14-00,Cancer antigen 125 ca 125
LABORATORY,7121119,CA 15-3,509.25,533.5,,Service,,Gross,yes,31.0,Portal Laboratory,73100-13-80,Cancer antigen 153 ca 153
LABORATORY,7121120,CA 19-9,572.25,599.5,,Service,,Gross,yes,31.0,Portal Laboratory,73100-13-90,Cancer antigen 199 ca 199
LABORATORY,7121121,CA 50,430.5,451.00000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73100-14-00,Cancer antigen 125 ca 125
LABORATORY,7121122,CA 72-4,509.25,533.5,,Service,,Gross,yes,31.0,Portal Laboratory,73100-13-80,Cancer antigen 153 ca 153
LABORATORY,7121123,CADMIUM,567,594,,Service,,Gross,yes,31.0,Portal Laboratory,73050-05-20,Measurement of (Quantitative) cadmium
LABORATORY,7121124,CAFEINE,556.5,583,,Service,,Gross,yes,31.0,Portal Laboratory,73300-00-10,Drug Quantitative screening (Caffeine)
LABORATORY,7121125,CALCITONIN,603.75,632.5,,Service,,Gross,yes,31.0,Portal Laboratory,73000-01-50,"Calcitonin stimulation Profile, includes calcitonin x 3"
LABORATORY,7121126,CALCIUM  SERUM,78.75,82.5,,Service,,Gross,yes,31.0,Portal Laboratory,73050-05-50,Measurement of Calcium Profile;total
LABORATORY,7121127,CALPONIN,603.75,632.5,,Service,,Gross,yes,31.0,Portal Laboratory,73050-30-70,Measurement of Protein total
LABORATORY,7121128,CALPRORECTIN,735,770.0000000000001,,Service,,Gross,yes,31.0,Portal Laboratory,73050-27-10,"Measurement of Calprotectin, stool"
LABORATORY,7121129,C-ANCA ,315,330,,Service,,Gross,yes,31.0,Portal Laboratory,73100-10-50,Perinuclear anti-neutrophil cytoplasmic antibodies
,7121130,CANNABINOIDS,262.5,275,,,,Gross,yes,31.0,Portal Laboratory,73300-07-00,Drug Quantitative/Qualitative or both screening (Cannabinoids natural)
LABORATORY,7121131,CAPILLARY BLOOD GASES,262.5,275,,Service,,Gross,yes,31.0,Portal Laboratory,73050-14-50,Arterial blood gas
LABORATORY,7121132,CARBAMAZEPINE (TEGRETOL),210,220.00000000000003,,Service,,Gross,yes,31.0,Portal Laboratory,73300-00-20,Drug Profile screening (Carbamazepin)
LABORATORY,7121133,CARCINEMBRYONIC ANTIGEN (CEA),446.25,467.50000000000006,,Service,,Gross,yes,31.0,Portal Laboratory,73050-06-70,Measurement of Carcinoembryonic antigen Profile
