Service Code,Service Description,Service Category Description,Nphies Code,Nphies Description,Service Price Up to 2024,Service Price as of 2025,Service Discount,Service Category Code,additional date
3112013,AMBULANCE FEE LESS THAN 50 KMS,Portal Hospital Services,83500-00-20,Emergency Ambulance Assisstance for a Non - Acute  patient in need for Basic  Support Services,400.0,420.0,20.0,62.0,
3112015,AMBULANCE FEE MORE THAN 100 KMS LESS THAN 250 KMS,Portal Hospital Services,83500-00-20,Emergency Ambulance Assisstance for a Non - Acute  patient in need for Basic  Support Services,1500.0,1575.0,20.0,62.0,
3112016,AMBULANCE FEE MORE THAN 250 KMS LESS THAN 500 KMS,Portal Hospital Services,83500-00-20,Emergency Ambulance Assisstance for a Non - Acute  patient in need for Basic  Support Services,6000.0,6300.0,20.0,62.0,
3112014,AMBULANCE FEE MORE THAN 50 KMS LESS THAN 100 KMS,Portal Hospital Services,83500-00-20,Emergency Ambulance Assisstance for a Non - Acute  patient in need for Basic  Support Services,750.0,787.5,20.0,62.0,
3112017,AMBULANCE WITH NURSE TO DAMMAM AIRPORT,Portal Hospital Services,83500-00-20,Emergency Ambulance Assisstance for a Non - Acute  patient in need for Basic  Support Services,1000.0,1050.0,20.0,62.0,
3112052,AMBULATORY BLOOD PRESSURE MONITOR,Portal Hospital Services,92001-00-00,Other physiological assessment,400.0,420.0,20.0,62.0,
7128056,AMBULLA OF VATER MASS BX,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection",510.0,535.5,20.0,31.0,
7121032,AMEBA ANTIBODY,Portal Laboratory,73050-48-60,Detection of entamoeba histolytica antigen in stool,425.0,446.25,20.0,31.0,
7121033,AMIKACIN,Portal Laboratory,73300-00-00,Drug Profile screening (Amikacin),400.0,420.0,20.0,31.0,
7121034,AMINO ACID QUANT,Portal Laboratory,73050-02-60,Measurement of Amino Acid Quantitative 2-5,975.0,1023.75,20.0,31.0,
7121035,AMINO ACID SCREENING,Portal Laboratory,73050-02-60,Measurement of Amino Acid Quantitative 2-5,425.0,446.25,20.0,31.0,
7121036,AMIODARONE,Portal Laboratory,73300-03-60,Drug Profile screening (therapeutic drug),370.0,388.5,20.0,31.0,
7121037,AMMONIA,Portal Laboratory,73050-02-80,Measurement of ammonia,60.0,63.0,20.0,31.0,
9031005,AMNIOCENTESIS/ CORDOCENTESIS,Portal Package Deals,16600-00-00,Diagnostic amniocentesis,960.0,1008.0,10.0,88.0,
2192013,AMNIOSCOPY,Portal OBSTETRICS/GYNAECOLOGY,90460-00-00,Amnioscopy,275.0,288.75,20.0,96.0,
8014001,AMNIOTIC MEMBRANE GRAFT ,Portal Package Deals,99999-99-99,Unlisted Procedure,12625.0,13256.25,10.0,88.0,
7121038,AMOEBIC ABS (IHA),Portal Laboratory,73250-00-20,"Antibody screen, (Identification and titter)",235.0,246.75,20.0,31.0,
7121039,AMPHETAMINES,Portal Laboratory,73300-04-50,Drug Quantitative/Qualitative or both screening (Amphetamines;1 or 2),250.0,262.5,20.0,31.0,
7128160,AMPULLA /DUODENUM,Portal Laboratory,73200-06-40,"Surgcal pathology- level i,gross examination only",610.0,640.5,20.0,31.0,
4041001,AMPUTATION  ABOVE KNEE,Portal Package Deals,44367-00-00,Amputation above knee,26260.0,27573.0,10.0,88.0,
4041002,AMPUTATION  BELOW KNEE,Portal Package Deals,44367-02-00,Amputation below knee,26260.0,27573.0,10.0,88.0,
4041003,AMPUTATION  THROUGH FOOT,Portal Package Deals,44364-01-01,"Transmetatarsal amputation, unilateral",22220.0,23331.0,10.0,88.0,
4041004,AMPUTATION  TOE/S,Portal Package Deals,44338-00-01,"Amputation of toe, unilateral",22220.0,23331.0,10.0,88.0,
2012003,AMPUTATION / LIMB GANGRENE,Portal Package Deals,99999-99-99,Unlisted Procedure,11110.0,11665.5,10.0,88.0,
6011001,AMPUTATION OF FINGER OR TOE,Portal Package Deals,46465-00-01,"Amputation of finger, unilateral",5228.0,5489.400000000001,10.0,88.0,
6014001,AMPUTATIONS / LOWER LIMBS,Portal Package Deals,44367-02-00,Amputation below knee,19800.0,20790.0,10.0,88.0,
6014002,AMPUTATIONS/ UPPER LIMBS,Portal Package Deals,44328-01-00,Amputation through upper arm,19800.0,20790.0,10.0,88.0,
7124023,AMYLASE  24 HOURS URINE,Portal Laboratory,73050-03-00,Measurement of amylase,200.0,210.0,20.0,31.0,
7121040,AMYLASE  SERUM,Portal Laboratory,73050-03-00,Measurement of amylase,100.0,105.0,20.0,31.0,
7121041,AMYLASE  URINE,Portal Laboratory,73050-03-00,Measurement of amylase,100.0,105.0,20.0,31.0,
7121042,AMYLOID A,Portal Laboratory,73050-39-70,Chemistry tests unlisted,420.0,441.0,20.0,31.0,
7123002,ANAEROBIC CULTURE,Portal Laboratory,73050-40-50,"Bacterial culture; Quantitative, anaerobic with isolation and presumptive identification of isolates, any source except urine, blood or stool",155.0,162.75,20.0,31.0,
5112021,ANAESTHESIA FINE MAJOR,Portal Medical Procedures,83700-00-00,Unlisted services yet to be defined.,750.0,787.5,20.0,85.0,
5112022,ANAESTHESIA MAJOR,Portal Medical Procedures,83700-00-00,Unlisted services yet to be defined.,600.0,630.0,20.0,85.0,
5112023,ANAESTHESIA MEDIUM,Portal Medical Procedures,92519-99-00,"Intravenous regional anaesthesia, ASA 99",500.0,525.0,20.0,85.0,
5112024,ANAESTHESIA MINOR,Portal Medical Procedures,83700-00-00,Unlisted services yet to be defined.,400.0,420.0,20.0,85.0,
5112025,ANAESTHESIA SIMPLE,Portal Medical Procedures,83700-00-00,Unlisted services yet to be defined.,350.0,367.5,20.0,85.0,
5112013,ANAESTHESIOLOGIST FEE  MEDIUM OPERATION,Portal Medical Procedures,83670-00-60,"Charges per 15 minutes during Surgical Procedures (including doctor's time, consumables, gases etc.)",500.0,525.0,20.0,85.0,
5112011,ANAESTHESIOLOGIST FEE FINE MAJOR OPERATION,Portal Medical Procedures,83670-00-60,"Charges per 15 minutes during Surgical Procedures (including doctor's time, consumables, gases etc.)",750.0,787.5,20.0,85.0,
5112012,ANAESTHESIOLOGIST FEE MAJOR OPERATION,Portal Medical Procedures,83670-00-60,"Charges per 15 minutes during Surgical Procedures (including doctor's time, consumables, gases etc.)",600.0,630.0,20.0,85.0,
5112014,ANAESTHESIOLOGIST FEE MINOR OPERATION,Portal Medical Procedures,83670-00-60,"Charges per 15 minutes during Surgical Procedures (including doctor's time, consumables, gases etc.)",400.0,420.0,20.0,85.0,
5112015,ANAESTHESIOLOGIST FEE SIMPLE OPERATION,Portal Medical Procedures,83670-00-60,"Charges per 15 minutes during Surgical Procedures (including doctor's time, consumables, gases etc.)",350.0,367.5,20.0,85.0,
5112029,ANAESTHIA FEES - SPINAL,Portal Medical Procedures,90028-03-00,Caudal infusion of steroid,900.0,945.0,20.0,85.0,
2011001,ANAL DILATATION (U.G.A.),Portal Package Deals,32153-00-00,Dilation of anus,3264.0,3427.2000000000003,10.0,88.0,
2012004,ANAL FISSURECTOMY,Portal Package Deals,90315-01-00,Excision of other lesion or tissue of anus,6120.0,6426.0,10.0,88.0,
2014005,ANAL FISTULA / BRANCHING AND HIGH ,Portal Package Deals,32162-00-00,Excision of anal fistula involving upper half of anal sphincter mechanism,7954.0,8351.7,10.0,88.0,
2012033,ANAL FISTULA / LOW - SIMPLE ,Portal Package Deals,32165-00-00,Repair of anal fistula with rectal mucosa advancement flap,6692.0,7026.6,10.0,88.0,
2015056,ANAL FISTULOTOMY / SIMPLE ,Portal Package Deals,90338-00-00,Incision of rectum or anus,6230.0,6541.5,10.0,88.0,
2015004,ANAL FISTULOTOMY OR FISTULECTOMY / COMPLEX,Portal Package Deals,90338-00-00,Incision of rectum or anus,8800.0,9240.0,10.0,88.0,
FMGEN0020,ANAL INCONTINENCE TREATMENT BY INFRARED COAGULATION,Portal Package Deals,32126-00-00,Sphincteroplasty,5000.0,5250.0,10.0,88.0,
2015005,ANAL SPHENCTER REPAIR / FEACAL INCONTINENCE,Portal Package Deals,32126-00-00,Sphincteroplasty,13200.0,13860.0,10.0,88.0,
2015051,ANAL SPHENECTER STENOSIS REPAIR WITH FLAP,Portal Package Deals,32126-00-00,Sphincteroplasty,13200.0,13860.0,10.0,88.0,
2015038,ANAL SPHINCTEROTOMY / LEFT LATERAL ,Portal Package Deals,90338-00-00,Incision of rectum or anus,5400.0,5670.0,10.0,88.0,
FMGEN0018,ANAL WARTS + PROCTOSCOPY BY RADIOFREQUENCY,Portal Package Deals,32177-00-00,Removal of anal wart,5000.0,5250.0,10.0,88.0,
4041005,ANASTOMOSIS  VENOUS  INTRA-ABDOMINAL,Portal Package Deals,33836-09-00,Repair of other abdominal vein by direct anastomosis,39390.0,41359.5,10.0,88.0,
4041006,ANASTOMOSIS-VENOUS INTRA-ABDOMINAL,Portal Package Deals,33836-09-00,Repair of other abdominal vein by direct anastomosis,30300.0,31815.0,10.0,88.0,
1112055,ANC PACKAGE DEAL - FIRST INSTALLMENT - NET,Portal OBSTETRICS/GYNAECOLOGY,99999-99-99,Unlisted Procedure,3125.0,3281.25,20.0,96.0,
1112054,ANC PACKAGE DEAL - FULL PAYMENT - NET,Portal OBSTETRICS/GYNAECOLOGY,99999-99-99,Unlisted Procedure,5000.0,5250.0,20.0,96.0,
1112056,ANC PAKAGE  DEAL - SECOND INSTALLMENT- NET,Portal OBSTETRICS/GYNAECOLOGY,99999-99-99,Unlisted Procedure,1875.0,1968.75,20.0,96.0,
7129004,ANDROGEN RECEPTOR (AR),Portal Laboratory,73050-32-30,Measurement of (Quantitative) receptor; non-endocrine (specify receptor),575.0,603.75,20.0,31.0,
7121043,ANDROSTENDIONE,Portal Laboratory,73050-03-20,Measurement of Androstenedione level Profile,515.0,540.75,20.0,31.0,
7121044,ANDROSTERONE,Portal Laboratory,73050-03-30,Measurement of (Quantitative) androsterone,300.0,315.0,20.0,31.0,
2011002,ANESTHESIA (G.A OR SEDATION)  FOR  PROCEDURE,Portal Package Deals,92514-99-00,"General anaesthesia, ASA 99",1750.0,1837.5,10.0,88.0,
4041075,ANEURYSM  ABDOMINAL AORTA RESECTION,Portal Package Deals,33115-00-00,Replacement of infrarenal abdominal aortic aneurysm with tube graft,34340.0,36057.0,10.0,88.0,
4041076,ANEURYSM  ILIAC ARTERY RESECTION,Portal Package Deals,33080-00-00,Repair of intra-abdominal aneurysm,31310.0,32875.5,10.0,88.0,
4041077,ANEURYSM  OTHER ARTERIES RESECTION  ,Portal Package Deals,99999-99-99,Unlisted Procedure,31310.0,32875.5,10.0,88.0,
4112004,ANEXATE INJECTION,Portal Vaccination,96197-19-00,"Intramuscular administration of pharmacological agent, other and unspecified pharmacological agent",195.0,204.75,5.0,92.0,
9031006,ANGIOGRAM - CEREBRAL/ SPINAL  3-4 VESSELS,Portal Package Deals,59970-02-00,Cerebral angiography,4080.0,4284.0,10.0,88.0,
9031007,ANGIOGRAM - SUBCLAVIAN ARTERY (BILATERAL),Portal Package Deals,59970-04-00,Other arteriography,2944.0,3091.2000000000003,10.0,88.0,
9031008,ANGIOGRAM - SUBCLAVIAN ARTERY (UNILATERAL),Portal Package Deals,59970-04-00,Other arteriography,2632.0,2763.6,10.0,88.0,
4041007,ANGIOPLASTY  PATCH  ARTERY / SYNTHETIC,Portal Package Deals,33548-01-00,Patch graft of artery using synthetic material,33330.0,34996.5,10.0,88.0,
4041008,ANGIOPLASTY  PATCH  ARTERY / TISSUE,Portal Package Deals,33548-00-00,Patch graft of artery using autologous material,33330.0,34996.5,10.0,88.0,
4041009,ANGIOPLASTY  PATCH  ARTERY / UNSPECIFIED,Portal Package Deals,33548-00-00,Patch graft of artery using autologous material,33330.0,34996.5,10.0,88.0,
4041010,ANGIOPLASTY  VESSEL  VEIN (IMPLANT NOT INCLUDED),Portal Package Deals,35303-06-00,Percutaneous transluminal balloon angioplasty,33330.0,34996.5,10.0,88.0,
9031009,ANGIOPLASTY- BILATERAL SUPERFICIAL FEMORAL/ POPLITEAL ARTERY,Portal Package Deals,35303-06-00,Percutaneous transluminal balloon angioplasty,11264.0,11827.2,10.0,88.0,
9031010,ANGIOPLASTY- UNILATERAL SUPERFICIAL FEMORAL / POPLITEAL ARTERY,Portal Package Deals,35321-10-00,Transcatheter embolisation of other blood vessels,7120.0,7476.0,10.0,88.0,
3171009,ANGIOSEAL,Portal Medical Procedures,83700-00-00,Unlisted services yet to be defined.,2750.0,2887.5,20.0,85.0,
7121045,ANGIOTENSIN-1-CONVERTING ENZYME,Portal Laboratory,73050-03-50,Measurement of Angiotensin i-converting enzyme test,445.0,467.25,20.0,31.0,
6113008,ANKLET,Portal Medical Procedures,83700-00-00,Unlisted services yet to be defined.,85.0,89.25,20.0,85.0,
2015006,ANOPLASTY,Portal Package Deals,32123-00-00,Anoplasty,4050.0,4252.5,10.0,88.0,
2015007,ANORECTAL AGENESIS WITH OR WITHOUT FISTULA OR CLOACAL MALFORMATIONS,Portal Package Deals,90315-01-00,Excision of other lesion or tissue of anus,12100.0,12705.0,10.0,88.0,
3112085,ANORECTAL MANOMETRY STUDY,Portal Hospital Services,11830-00-00,Anal manometry,2500.0,2625.0,20.0,62.0,
2162028,ANOREXIA NERVOSA SCALE,Portal Medical Procedures,96180-00-00,Other psychotherapies or psychosocial therapies,275.0,288.75,20.0,85.0,
8015001,ANT CHAMBER PHAKIC LENS ,Portal Package Deals,42701-00-01,"Insertion of intraocular lens, unilateral",7966.0,8364.300000000001,10.0,88.0,
8122003,ANTENATAL SCAN,Portal X-Ray,55700-02-00,Ultrasound of abdomen or pelvis for other pregnancy related conditions,390.0,409.5,20.0,98.0,
7013062,ANTERIOR CERVICAL FIXATION - EACH ADDITIONAL LEVEL,Portal Package Deals,48678-00-00,Simple internal fixation of spine,15000.0,15750.0,10.0,88.0,
7013061,ANTERIOR CERVICAL FIXATION - ONE LEVEL - W/OUT IMPLANT,Portal Package Deals,48678-00-00,Simple internal fixation of spine,60000.0,63000.0,10.0,88.0,
8015002,ANTERIOR CHAMBER – PHAKO IOL,Portal Package Deals,42698-07-01,"Phacoemulsification of crystalline lens, unilateral",12979.0,13627.95,10.0,88.0,
8014002,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (INSIDE HOSPITAL),Portal Package Deals,90076-02-01,"Other procedures on anterior chamber, unilateral",2295.0,2409.75,10.0,88.0,
8014003,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (OTHER HOSPITAL),Portal Package Deals,42740-02-01,"Administration of therapeutic agent into anterior chamber, unilateral",4899.0,5143.95,10.0,88.0,
8014004,ANTERIOR CHAMBER WASH  ,Portal Package Deals,42743-00-01,"Irrigation of anterior chamber, unilateral",7575.0,7953.75,10.0,88.0,
3013002,ANTERIOR COLPOPERINEORRHAPHY,Portal Package Deals,35570-00-00,"Repair of anterior vaginal compartment, vaginal approach",7575.0,7953.75,10.0,88.0,
6024001,ANTERIOR DRAINAGE OF THE SEPTIC HIP,Portal Package Deals,49303-00-00,Arthrotomy of hip,36000.0,37800.0,10.0,88.0,
2122002,ANTERIOR NASAL PACK (L.A.),Portal ENT,41677-00-00,Arrest of anterior nasal haemorrhage by packing and/or cauterisation,500.0,525.0,20.0,93.0,
1011001,ANTERIOR NASAL PACK (U.G.A.),Portal Package Deals,41677-00-00,Arrest of anterior nasal haemorrhage by packing and/or cauterisation,1581.0,1660.0500000000002,10.0,88.0,
7012001,ANTERIOR OR ANTEROLATERAL VERTEB  RESECTION AND STABILIZATION,Portal Package Deals,48639-00-00,Excision of vertebra,61410.0,64480.5,10.0,88.0,
2015008,ANTERIOR RESECTION OF BOWEL / RECTUM,Portal Package Deals,92208-00-00,"Anterior resection of rectum, level unspecified",50730.0,53266.5,10.0,88.0,
2015009,ANTERIOR RESECTION OF RECTUM WITH OR WITHOUT TEMPORARY STOMA,Portal Package Deals,92208-00-00,"Anterior resection of rectum, level unspecified",42275.0,44388.75,10.0,88.0,
8112001,ANTERIOR SEGMENT PHOTO,Portal Medical Procedures,96188-00-00,Other photography of eye,100.0,105.0,20.0,85.0,
8112002,ANTERIOR STROMAL PUNCTURE / OPD,Portal Medical Procedures,90067-00-01,"Other procedures on cornea, unilateral",400.0,420.0,20.0,85.0,
8014005,ANTERIOR STROMAL PUNCTURE / UGA,Portal Package Deals,90067-00-01,"Other procedures on cornea, unilateral",1989.0,2088.4500000000003,10.0,88.0,
7012002,ANTERIOR THORACIC CORPECTOMY AND STABILIZATION,Portal Package Deals,48639-00-00,Excision of vertebra,69420.0,72891.0,10.0,88.0,
5011001,ANTERIOR URETHROLITHOTOMY,Portal Package Deals,36549-00-00,Ureterolithotomy,5555.0,5832.75,10.0,88.0,
5013001,ANTERIOR URETHROTOMY FOR STONE,Portal Package Deals,37324-00-00,External urethrotomy,9090.0,9544.5,10.0,88.0,
FMOPT-2101,ANTERIOR VITRECTOMY,Portal Package Deals,42719-01-01,"Removal of vitreous, limbal approach, unilateral",8200.0,8610.0,10.0,88.0,
3014042,ANTERIOR/POSTERIOR COLPOPERINEORRHAPHY WITH MESH (IMPLANT NOT INCLUDED),Portal Package Deals,35570-00-00,"Repair of anterior vaginal compartment, vaginal approach",11250.0,11812.5,10.0,88.0,
7013053,ANTEROLAT./POSTERIOLAT. THORACIC/LUMBAR CORPECTOMY - EACH ADDITIONAL LEVEL,Portal Package Deals,99999-99-99,Unlisted Procedure,15000.0,15750.0,10.0,88.0,
7013052,ANTEROLAT./POSTERIOLAT. THORACIC/LUMBAR CORPECTOMY - ONE LEVEL - W/OUT IMPLANT,Portal Package Deals,48648-00-00,"Posterolateral spinal fusion, 1 or 2 levels",60000.0,63000.0,10.0,88.0,
7012003,ANTEROLATERAL THORACO – LUMBER APPROACH – SINGLE LEVEL WITH FUSION,Portal Package Deals,40351-00-00,Anterior decompression of thoracolumbar spinal cord,76407.0,80227.35,10.0,88.0,
6024002,ANTEROMEDIAL APPROACH TO DDH ,Portal Package Deals,50394-00-00,Multiple peri-acetabular osteotomies,36000.0,37800.0,10.0,88.0,
7121046,ANTI CENTROMERE ABS,Portal Laboratory,73100-10-70,Measurement of antinuclear antibodies  (ANA),230.0,241.5,20.0,31.0,
7121047,ANTI DS DNA,Portal Laboratory,73100-12-90,Streptococcal ab (anti dnase) - s.o,585.0,614.25,20.0,31.0,
7122001,ANTI FACTOR XA DETERMINATION (ANTI-XA),Portal Laboratory,73100-07-30,Assay for Quantitative heparin analysis,450.0,472.5,20.0,31.0,
7121048,ANTI GLOMERULAR BASAL ABS.,Portal Laboratory,73250-00-20,"Antibody screen, (Identification and titter)",415.0,435.75,20.0,31.0,
7121049,ANTI HAV IGG,Portal Laboratory,73100-24-10,"Hepatitis a antibody, igm only (Anti-Hav,igm),",120.0,126.0,20.0,31.0,
7121050,ANTI JO-1,Portal Laboratory,73250-00-20,"Antibody screen, (Identification and titter)",342.0,359.1,20.0,31.0,
7127001,ANTI PLATELETS  ABS DIRECT (S-F),Portal Laboratory,73100-10-50,Perinuclear anti-neutrophil cytoplasmic antibodies,1750.0,1837.5,20.0,31.0,
7127002,ANTI PLATELETS  ABS INDIRECT (S-F),Portal Laboratory,73100-10-50,Perinuclear anti-neutrophil cytoplasmic antibodies,1750.0,1837.5,20.0,31.0,
7121051,ANTI RO/ ANTI LA,Portal Laboratory,73100-10-70,Measurement of antinuclear antibodies  (ANA),715.0,750.75,20.0,31.0,
7121052,ANTI SCACCHAROMYCES CEREVISIAE MANNAN ANTIBODIES,Portal Laboratory,73050-41-60,Definitive identification yeast fungi organism in culture,700.0,735.0,20.0,31.0,
7121053,ANTI SCL 70 ABS,Portal Laboratory,73100-10-70,Measurement of antinuclear antibodies  (ANA),280.0,294.0,20.0,31.0,
4112005,ANTI SCORPION INJECTION,Portal Vaccination,96197-04-00,"Intramuscular administration of pharmacological agent, antidote",200.0,210.0,5.0,92.0,
4112006,ANTI SNAKE SERUM AMP.,Portal Vaccination,96206-04-00,"Unspecified administration of pharmacological agent, antidote",390.0,409.5,5.0,92.0,
7121054,ANTI SPERM ANTIBODY,Portal Laboratory,73400-03-80,Sperm antibody measurement,1100.0,1155.0,20.0,31.0,
7121055,ANTI STREPTO KINASE,Portal Laboratory,73100-18-60,Detection of antibody; Streptokinase,175.0,183.75,20.0,31.0,
7121056,ANTI STREPTOCOCCAL HYALURONIDASE,Portal Laboratory,73050-50-00,Infectious agent antigen detection of Shiga-like toxin multiple-step method (ImmunoAssay technique),145.0,152.25,20.0,31.0,
7121057,ANTI TUBULAR BASAL ABS.,Portal Laboratory,73250-00-20,"Antibody screen, (Identification and titter)",415.0,435.75,20.0,31.0,
7131004,ANTIBODY IDENTIFICATION,Portal Laboratory,73200-08-80,Antibody identification using immunofluorescence stain,250.0,262.5,20.0,31.0,
2192015,ANTI-D INJECTION ,Portal OBSTETRICS/GYNAECOLOGY,92173-00-00,Passive immunisation with Rh(D) immunoglobulin,350.0,367.5,20.0,96.0,
7131005,ANTI-D TITER,Portal Laboratory,73250-00-50,"Antibody titer-in-direct coombs test (Quantitative), serum",135.0,141.75,20.0,31.0,
7121058,ANTI-HAV IGM,Portal Laboratory,73100-24-10,"Hepatitis a antibody, igm only (Anti-Hav,igm),",200.0,210.0,20.0,31.0,
