Service Code,Service Description,type,Fee,1/1/2026 FEE,Discount,Effective Date,Termination Date,Schedule Name,NPHIES Code
FMPDS-0015,URETHRAL CATH. OR DILATATION OT00351203,OS   ,308.43,308.43,15.0,2022-01-01 00:00:00, ,Main Pricelist,37303-00-00
MTURO-0022,POST-OP.REG.URETHRAL DLTN. FORURETHRAL STRTR. USING MTL URET,OS   ,555.89,555.89,15.0,2022-01-01 00:00:00, ,Additional Pricelist,37303-00-00
FMURO-0182,RETROGRADE INTRA RENAL LITOTRIPSY,OS   ,2746.14,2746.14,15.0,2022-01-01 00:00:00, ,Additional Pricelist,36546-00-00
FMURO-0181,URETIROSCOPIC LASER LITOTRIPSY,OS   ,3514.61,3514.61,15.0,2022-01-01 00:00:00, ,Additional Pricelist,36546-00-00
FMURO-0187,EXPLORATION OF SCROTAL HEMATOMA,OS   ,1849.55,1979.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,37604-00-00
FMPDS-0045,UNDESCENDED TESTIS OT00388229,OS   ,2623.3,2623.3,15.0,2022-01-01 00:00:00, ,Main Pricelist,37604-10-00
FMSUR-0039,ORCHIDECTOMY OT00388230,OS   ,2623.3,2623.3,15.0,2022-01-01 00:00:00, ,Main Pricelist,30641-00-00
SUR-0117,HIGH LIGATION OF VARICOCELE UNILATERAL  LAP,P1   ,4641.2,4875.0,0.0,2022-01-01 00:00:00, ,IP Package,30635-00-01
URO-0104,VARECOELECTOMY LAPAROSCOPIC (BILATERAL),P1   ,8286.85,8370.0,0.0,2022-01-01 00:00:00, ,IP Package,30635-00-02
URO-0136,Circumcission for Adults,P1   ,5304.5,5733.0,0.0,2022-01-01 00:00:00, ,IP Package,30653-00-00
FMOBG-0030,OVARIAN CYSTECTOMY-UNILATERAL,P1   ,9548.1,10029.0,0.0,2022-01-01 00:00:00, ,IP Package,35713-04-00
FMOBG-0107,LAPAROSCOPY W/ SALPINGOTOMY,OS   ,4622.1,4807.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,35638-06-01
FMOBG-0082,SALPINGO OOPHORECTOMY-UNILAT.,OS   ,2183.28,2183.28,15.0,2022-01-01 00:00:00, ,Additional Pricelist,35713-11-00
FMOBG-0004,I.U.D. APPLICATION OB00371004,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,35503-00-00
FMOBG-1026,Implanon Removal,OS   ,300,300.0,15.0,2024-01-05 00:00:00, ,Notifications,35506-02-00
FMOBG-0125,POLYPECTOMY OF UTERUS / OPERATIVE OB00371016,OS   ,1363.47,1363.47,15.0,2022-01-01 00:00:00, ,Main Pricelist,35633-01-00
OBG-0038,Abdominal Panhysterectomy(hystrectomy+salpingooophrectomy),P1   ,16660,18004.0,0.0,2022-01-01 00:00:00, ,IP Package,35653-04-00
OBG-0022,Ventro Suspension,P1   ,4774.05,4822.0,0.0,2022-01-01 00:00:00, ,IP Package,35637-04-00
FMURO-0155,CYSTOSCOPIC BLADDER NECK SUSPENSION OT00388299,OS   ,3095.94,3095.94,15.0,2022-01-01 00:00:00, ,Main Pricelist,35684-01-00
FMOBG-0158,IMPERFORATE HYMEN INCISION OT00371206,OS   ,625.47,625.47,15.0,2022-01-01 00:00:00, ,Main Pricelist,35509-00-00
OBG-0047,ABDOMINAL SLING FOR PROLAPSE,P1   ,28726.99,29014.0,0.0,2022-01-01 00:00:00, ,IP Package,35571-00-00
OBG-0048,CLASSICAL REPAIR,P1   ,9392.79,9866.0,0.0,2022-01-01 00:00:00, ,IP Package,35573-00-00
FMOBG-0123,ASPIRATION OF VULVA/CYST OB00371008,OS   ,953.33,953.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,35513-00-00
FMOBG-0080,C.S. W/ABDOMINAL HYSTERECTOMY OT00371228,OS   ,6529.5,6529.5,15.0,2022-01-01 00:00:00, ,Main Pricelist,16520-00-00
SMO1748,PLATE COMPRESSION BONE 8 HOLES BROAD AESCULAP LM128S,CM,123.04,123.04,15.0,2022-01-01 00:00:00, ,Consumables,61573
MS-P-003611,PLATE LOCKING 6 HOLES CLAVICLE HOOK 3.5MMX18MMX99MM L . IRENE # A93371806,CM,1900,1900.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,61573
SMO11543,PLATE 3.5MM LCP DISTAL HUMERUS 7X80 IRINE #A70990708,CM,2700,2700.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,61573
MS-W-000275,WASHER SLOTTED 14MM TIPMED #042730,CM,64.59,64.59,15.0,2022-01-01 00:00:00, ,Consumables,61670
SMI7861,SLING SYSTEM CURVED OBTRYX TRANSOBTURATOR BOSTON #850-400,CM,3844.53,3844.53,15.0,2022-01-01 00:00:00, ,Consumables,61337
FMORT-0542,ARTHROTOMY INFECT. ARTHRITIS OT00355222,OS   ,1931.58,2067.0,15.0,2022-01-01 00:00:00, ,Main Pricelist,49500-01-01
VAS-0026,BELOW KNEE AMPUTATION,P1   ,17677.48,18568.0,0.0,2022-01-01 00:00:00, ,IP Package,44367-02-00
FMORT-0804,Interlocking Nail (Iln) Tibia,P1   ,15000,15756.0,0.0,2024-01-01 00:00:00, ,Notifications,47566-01-01
FMPTD-0082,LOCAL INJECTION -PT PT00450185,OS   ,119.19,119.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,50124-01-10
FMSUR-0009,ASPIRATION OF SYNOVIAL FLUID EM00515035,OS   ,308.43,308.43,15.0,2022-01-01 00:00:00, ,Main Pricelist,50124-00-01
MTORT-0012,REMOVAL OF K-WIRE OR00355010,OS   ,308.43,308.43,15.0,2022-01-01 00:00:00, ,Main Pricelist,47927-00-01
ORT-0014,G.A. 2K WIRE REMOVAL,P1   ,1889.52,2277.0,0.0,2022-01-01 00:00:00, ,IP Package,47927-00-01
FMORT-0810,REMOVAL OF IMPLANTS/BIG BONES OR00355012,OS   ,739.09,791.0,15.0,2022-01-01 00:00:00, ,Main Pricelist,47930-00-01
ORT-0036,REPAIR OF RUPTURED SUPERFICIAL LIGAMENT KNEE OR ANKLE,P1   ,8000,9898.0,0.0,2022-01-01 00:00:00, ,IP Package,49539-01-01
FMORT-9919,ARTHROSCOPIC RELEASE OF LANTAR FASCITIS,NC   ,0,0.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,49854-00-01
FMPSD-0002,EXCISION OF SMALL NEVUS L.A. GS00387579,OS   ,443.67,443.67,15.0,2022-01-01 00:00:00, ,Main Pricelist,48406-16-01
FMORT-0518,SPINAL OSTEOTOMY OT00355294,OS   ,4411.48,4411.48,15.0,2022-01-01 00:00:00, ,Main Pricelist,90569-00-01
FMORT-4225,ARTHROSCOPIC RELEASE OF LANTAR FASCITIS + REMOVAL OF ACCESSORY BONE - 2 DAYS,P1   ,17000,17000.0,0.0,2024-01-11 00:00:00, ,Notifications,49854-00-01
FMORT-0501,CALCANEUM OST.CORRECT.FT.DEFOR OT00355267,OS   ,3066.72,3066.72,15.0,2022-01-01 00:00:00, ,Main Pricelist,50333-00-01
ORT-0043,"O.R.I.F. FOR DISLOCATION OF ANKLE, WRIST AND ELBOW",P1   ,14575.05,15837.0,0.0,2022-01-01 00:00:00, ,IP Package,47600-01-01
ORT-0028,ONE REPAIR OF FLEXOR TENDON OF FINGER (DIRECT),P1   ,7232.28,7918.0,0.0,2022-01-01 00:00:00, ,IP Package,46432-00-01
FMORT-0287,REPAIR OF MALLET FINGER,OS   ,1564.91,1564.91,15.0,2022-01-01 00:00:00, ,Additional Pricelist,46438-00-01
FMORT-0544,TENDON TRANSFER AT FOOT,OS   ,1617.95,1731.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,49812-00-00
ENT-0051,HYPOPHYSECTOMY(1-2 Days ICU+5 Days Ward),P1   ,24307.62,24551.0,0.0,2022-01-01 00:00:00, ,IP Package,49318-00-00
VAS-0032,SUTURING CUT ARTERY UPPER/LOWER LIMB,P1   ,16573.72,17911.0,0.0,2022-01-01 00:00:00, ,IP Package,49318-00-00
URO-0091,URETHRAL FISTULA (NEW),P1   ,5524.21,5579.0,0.0,2022-01-01 00:00:00, ,IP Package,49318-00-00
FMORT-0151,CLUB FOOT RELEASE,OS   ,8974.5,9333.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,50321-00-00
FMORT-0451,MODIFIED CORRECTION OF HALUX VALGUS OT00388311,OS   ,2064.68,2147.0,15.0,2022-01-01 00:00:00, ,Main Pricelist,49821-00-00
MS-B-001118,BURR OVAL 4.0MMX13CM ARTHREX # AR-84000BE,CM,615.13,615.13,15.0,2022-01-01 00:00:00, ,Consumables,43555
SMI1167,AIRWAY GUED.02 CHILD WHITE 70MM S.DISP#1-1504-70/038-91-920,CM,10,10.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,42424
FMINT-0075,NEBULIZER IC00130061,OS   ,76.19,76.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,92043-00-00
FMINT-0072,OXYGEN PER HOUR ED00130036,OS   ,70.78,70.78,15.0,2022-01-01 00:00:00, ,Main Pricelist,92044-00-00
FMLAB-6038,RESPIRATORY SYNCYTIAL VIRUS-IF LA00410434,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-58-00
FMANA-0021,N.G.T. INSERTION EM00515011,OS   ,179.17,179.17,15.0,2022-01-01 00:00:00, ,Main Pricelist,92036-00-00
FMLAB-1016,BLEEDING TIME LA00410005,OS   ,43.02,43.02,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-00-00
FMLAB-9512,PERIANAL SWAB FOR ENTEROBIUS VERMICULARIS,NC   ,0,0.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-00-70
FMOBG-0222,Implanon Insertion,OS   ,700,700.0,15.0,2024-01-05 00:00:00, ,Notifications,14203-00-00
FMPSYB0014,E.C.T. OUT PATIENT PY00378004,OS   ,698.97,698.97,15.0,2022-01-01 00:00:00, ,Main Pricelist,14224-02-00
FMENTE4028,REMOVAL OF SUTURES,OS   ,111.6,111.6,15.0,2022-01-01 00:00:00, ,Additional Pricelist,92200-00-00
MS-P-001439,PACEMAKER DUAL CHAMBER W/LEAD & FLEXTEND INGENIO MRI BOSTON #J176DR,OS   ,16479.19,16479.19,15.0,2022-01-01 00:00:00, ,Consumables,47265
FMXRY-0633,MRI BRAIN STROKE PROTOCOL,OS   ,3990,3990.0,15.0,2024-01-01 00:00:00, ,Additional Pricelist,90901-00-10
FMXRY-0630,CARDIAC MRI W/O CONTRAST,P2   ,2200,2200.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,90901-04-10
FMLAB-5066,ACUTE HEPATITIS PROFILE,OS   ,604.71,604.71,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73000-00-80
FMLABM0056,RETICULOCYTE COUNT,OS   ,53.05,53.05,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-01-30
FMLAB-1105,FACTOR IX ACTIVITY,OS   ,291.75,291.75,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-03-10
FMLABM0008,PROTEIN S,OS   ,954.81,954.81,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-04-30
FMLAB-9992,ACTIVATED PROTEIN C RESISTANCE APC,OS   ,742.63,742.63,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-04-50
FMLAB-9005,ACTH LA00410484,OS   ,282,282.0,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-00-50
FMORT-0456,BONE BIOPSY OT00355216,OS   ,834.98,868.0,15.0,2022-01-01 00:00:00, ,Main Pricelist,50200-00-01
FMORT-0696,CURRETTAGE OF BONE SYST MEDIUM,OS   ,1985.55,2125.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30241-00-01
ORT-0015,Tendon Sheath Splitting L.A.,P1   ,5304.5,5733.0,0.0,2022-01-01 00:00:00, ,IP Package,92513-99-00
FMLAB-2088,AMYLASE (URINE) LA00410448,OS   ,130.25,130.25,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-03-00
SUR-0058,Breast Lumpectomy with Axillary Mass,P1   ,9548.1,10029.0,0.0,2022-01-01 00:00:00, ,IP Package,31500-00-01
SUR-0035,Biopsy Breast + Tissue Tumor Excision,P1   ,4243.6,4586.0,0.0,2022-01-01 00:00:00, ,IP Package,31515-00-01
HCEGD-0001,BASIC PHYSIOTHERAPY - 3 SESSIONS,OS   ,941.71,941.71,15.0,2022-01-01 00:00:00, ,Additional Pricelist,95550-03-00
FMINTR0004,CHEST PHYSIOTHERAPY (IP),OS   ,137.92,137.92,15.0,2022-01-01 00:00:00, ,Additional Pricelist,95550-03-00
FMDER-0019,CALLOSITIES DM00376017,OS   ,775.26,775.26,15.0,2022-01-01 00:00:00, ,Main Pricelist,95550-04-00
FMLAB-3010,ESTRADIOL LA00410232,OS   ,227.33,227.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-11-90
ORT-0107,Pisani Operation,P1   ,10715.09,11580.0,0.0,2022-01-01 00:00:00, ,IP Package,50109-00-01
FMORT-0712,MUSCLE REPAIR,P1   ,2172.03,2347.0,0.0,2022-01-01 00:00:00, ,IP Package,30235-00-00
FMORT-0489,CORRECT. BONE DEFM. PATH.FRACT OT00355259,OS   ,3066.72,3066.72,15.0,2022-01-01 00:00:00, ,Main Pricelist,90604-00-00
FMERDA0020,I.V. INJECTION EM00130014,OS   ,12.15,12.15,15.0,2022-01-01 00:00:00, ,Main Pricelist,96199-19-00
FMORT-0560,COLCHICINE 3 DOSES,P1   ,1608.41,1624.0,0.0,2022-01-01 00:00:00, ,IP Package,96199-19-00
FMLAB-9306,VERY LONG CHAIN FATTY ACID,OS   ,1720.5,1720.5,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-13-00
FMPSDH0010,WOUND DRESSING MODERATE,OS   ,68.96,68.96,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30055-00-00
MTVAS-0005,DRESSING OF WOUND (SMALL)-VAS_,OS   ,46.58,46.58,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30055-00-10
FMERDA0075,SMALL DRESSING .,OS   ,21.22,21.22,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30055-00-10
FMENTE2005,ASPIRATION OF HEMATOMA,OS   ,800,800.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30216-00-00
MTSUR-0012,DEEP ABSCESS DRAINAGE G.A. NS00130017,OS   ,1311.16,1311.16,15.0,2022-01-01 00:00:00, ,Main Pricelist,30223-01-00
FMERDA0002,LARGE DEEP ABSCESS INCISION L.A. EM00388006,OS   ,308.43,308.43,15.0,2022-01-01 00:00:00, ,Main Pricelist,30223-01-20
FMDER-0155,INCISS. &DRAIN. ABSCESS-LARGE,OS   ,664.95,664.95,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30223-01-20
LB-T-000348,TEST STRIP GLUCOSE NOVA,OS   ,1.85,1.85,15.0,2022-01-01 00:00:00, ,Additional Pricelist,66542-00-10
FMLAB-2107,OGTT SCREENING (PREGNANT),OS   ,204.6,204.6,15.0,2022-01-01 00:00:00, ,Additional Pricelist,66542-00-20
FMCAR-0020,AMBULATORY B/P MONITOR CR00381015,OS   ,541.91,541.91,15.0,2022-01-01 00:00:00, ,Main Pricelist,92001-00-10
FMENTL0039,STANDARDIZED ARABIC LANGUAGE TEST (MULTIPLE),NC   ,0,0.0,15.0,2022-01-01 00:00:00, ,Delisted codes,96014-00-00
FMDER-0004,SKIN FOR BIOPSY DM00376003,OS   ,238.39,238.39,15.0,2022-01-01 00:00:00, ,Main Pricelist,30071-00-00
FMDER-0020,PLANTER WARTS DM00376044,OS   ,595.98,595.98,15.0,2022-01-01 00:00:00, ,Main Pricelist,30186-00-01
FMDER-0161,ELECTRO-CAUTERY MULTIPLE WARTS DM00376010,OS   ,775.26,775.26,15.0,2022-01-01 00:00:00, ,Main Pricelist,30189-01-00
FMDER-0160,ELECTROCAUTERY MEDIUM AREA,OS   ,318.27,318.27,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30189-01-00
FMDER-0036,SKIN TAG EXCISION PER UNIT DM00376036,OS   ,465.61,465.61,15.0,2022-01-01 00:00:00, ,Main Pricelist,31205-00-10
SUR-0031,Small Mass Local excision,P1   ,3822,4130.0,0.0,2022-01-01 00:00:00, ,IP Package,31205-00-10
FMPSYC0030,STANDFORD  BINNET TEST,OS   ,864.11,864.11,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96238-00-00
CD60,CONSULTATION CD60,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
FMPSYC0007,ADHD,OS   ,349.44,349.44,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96184-00-10
FMNUM-0060,NCV 4 UNITS,OS   ,1103.34,1103.34,15.0,2022-01-01 00:00:00, ,Additional Pricelist,11018-00-00
FMNUM-0048,EMG AND NCV 4 UNTIS,OS   ,1156.38,1156.38,15.0,2022-01-01 00:00:00, ,Additional Pricelist,11018-01-00
FMNUM-0006,ULTRASONOGRAPHY BRAIN,OS   ,560,560.0,15.0,2024-01-11 00:00:00, ,Notifications,55028-00-00
FMMTR-0005,M. MODE & 2D & DOPPLER-COLORED IC00381010,OS   ,932.3,932.3,15.0,2022-01-01 00:00:00, ,Main Pricelist,55113-00-00
FMCARS0020,STRESS ECHO CL00381012,OS   ,1431.09,1431.09,15.0,2022-01-01 00:00:00, ,Main Pricelist,55118-00-00
FMXRY-0414,NM- LIVER COLLOID SCINTIGRAPHY RA00421025,OS   ,953.33,953.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,55036-00-00
FMXRY-0502,US- ABDOMEN & PELVIS ULTRASOUND RA00420078,OS   ,872,872.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,55036-00-00
FMLAB-9101,NUCLEOTIDASE( SO ) LA00410291,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-25-60
FMLABM0007,OLIGOCLONAL BANDS (CSF),OS   ,954.81,954.81,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-25-70
FMPSD-0003,EXCISION OF BIG NEVUS L.A. GS00387580,OS   ,739.09,739.09,15.0,2022-01-01 00:00:00, ,Main Pricelist,31205-00-30
FMOPTC0006,EXCISNOFMAJ.LESIONOFEYELID,OS   ,1233.96,1233.96,15.0,2022-01-01 00:00:00, ,Additional Pricelist,31230-00-01
FMPSDH0026,LOOP CRANIAL FOR CRANIAL FIXATION NEOS #FC050000,OS   ,1060.9,1060.9,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90665-00-20
MTVAS-0009,DEBRIDEMENT OF BIG WOUND OT00388202,OS   ,1072.78,1072.78,15.0,2022-01-01 00:00:00, ,Main Pricelist,90665-00-30
FMXRY-0515,US- DOPPLER OF CAROTID & VERTEBRAL ARTERIES RA00420219,OS   ,644.77,644.77,15.0,2022-01-01 00:00:00, ,Main Pricelist,55274-00-00
FMXRY-0519,US- DOPPLER TWO LIMBS VENOUS RA00420250,OS   ,1404,1404.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,55244-01-00
FMLAB-2005,ALKALINE PHOSPHATASE( SO ) LA99900903,OS   ,86.26,86.26,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-27-60
FMLAB-2087,POTASSIUM  24 HOURS URINE (PROFILE ) LA00410773,OS   ,81.83,81.83,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-29-10
FMLAB-9661,PREALBUMIN,OS   ,637.05,637.05,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-29-20
MTSUR-0050,FIXED NAILS REMOVAL GS00388007,OS   ,1191.97,1191.97,15.0,2022-01-01 00:00:00, ,Main Pricelist,46531-00-00
SUR-0114,G.A. INGROWING TOENAIL REMOVAL WITH WEDGE RESECTION,P1   ,1657.81,1792.0,0.0,2022-01-01 00:00:00, ,IP Package,47915-00-01
FMSUR-0186,SUTURING -SMALL WOUND - L.A. GS00387577,OS   ,157.04,157.04,15.0,2022-01-01 00:00:00, ,Main Pricelist,30026-00-10
FMENTE0045,EPLEY MANUEVER FOR BPPV,OS   ,474.3,474.3,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96064-00-11
FMINT-0026,SIMPLE SPIROMETRY (PFT) CH00354002,OS   ,308.43,308.43,15.0,2022-01-01 00:00:00, ,Main Pricelist,11500-00-00
FMXRY-0505,FOLLOW-UP ULTRASONOGRAM,OS   ,328.88,328.88,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90908-00-00
FMXRY-0540,ULTRA SOUND PROCEDURE IN O.R.,OS   ,941,941.0,15.0,2024-01-01 00:00:00, ,Additional Pricelist,90908-00-00
FMXRY-0510,US- US GUIDED BIOPSY (TRUE CUT) (ANY BODY PART) RA00420140,OS   ,1072.78,1072.78,15.0,2022-01-01 00:00:00, ,Main Pricelist,90908-00-11
FMXRY-1045,ULTRASOUND GUIDED BIOPSY OR ASPIRAT,OS   ,1743.75,1743.75,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90908-00-11
FMXRAY1412,IR. US guided DRAINAGE,P1   ,5500,5555.0,0.0,2023-01-11 00:00:00, ,Notifications,90908-00-11
FMXRY-0300,BRAIN OR SKULL W/O CONTRAST.,P2   ,750,750.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,56001-00-00
FMLAB-9258,OLIGOSACCHARIDES( SO ) LA99900846,OS   ,438.7,438.7,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-33-90
FMPDT-0013,URINE BAG (COLLECTOR),OS   ,35.14,35.14,15.0,2022-01-01 00:00:00, ,Additional Pricelist,11900-00-00
FMXRY-0092,XRAY- CEPHALOMETRIC ORTHO RA00420162,OS   ,487.72,487.72,15.0,2022-01-01 00:00:00, ,Main Pricelist,57902-00-00
FMXRY-0006,XRAY- TMJ (BILATERAL) RA00420087,OS   ,438.7,438.7,15.0,2022-01-01 00:00:00, ,Main Pricelist,57927-00-02
FMLAB-2074,UREA CLEARANCE TEST LA00410105,OS   ,222.3,222.3,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-37-60
FMLAB-9002,A D H-ANTIDIURETIC HORMONE,OS   ,653.51,653.51,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-38-50
FMLAB-3606,EAR SWAB CULTURE & SENSITIVITY C/S LA00410993,OS   ,222.91,222.91,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-40-90
FMLAB-6030,SWAB FOR INFECTION CONTROL,OS   ,180.35,180.35,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-40-90
FMENTN0006,ALLERGY PRICK TEST,OS   ,381.92,381.92,15.0,2022-01-01 00:00:00, ,Additional Pricelist,12000-00-00
FMXRY-0009,XRAY- NASOPHARYNX (LAT VIEW) RA00420019,OS   ,184.33,184.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,57942-00-00
FMXRY-0226,XRAY- MYELOGRAM (WHOLE SPINE) RA00420122,OS   ,2481.74,2481.74,15.0,2022-01-01 00:00:00, ,Main Pricelist,59724-00-00
FMXRY-0013,XRAY- ACROMIO-CLAVICULAR JOINTS RA00420098,OS   ,233.36,233.36,15.0,2022-01-01 00:00:00, ,Main Pricelist,57700-00-11
FMXRY-0036,SHOULDER NEUTRAL AP,OS   ,132.61,132.61,15.0,2022-01-01 00:00:00, ,Additional Pricelist,57700-00-11
FMXRY-0038,SPECIAL VIEW FOR GLENOID,OS   ,122,122.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,57700-00-11
FMXRY-0040,XRAY- HUMERUS 2 VIEWS (LEFT) RA00420099,OS   ,233.36,233.36,15.0,2022-01-01 00:00:00, ,Main Pricelist,57506-00-01
FMXRY-0054,STRESS VIEW FINGERS,OS   ,122,122.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,57506-04-11
FMPSDE0039,EXCISION OF SMALL SCAR OT00387501,OS   ,823.32,823.32,15.0,2022-01-01 00:00:00, ,Main Pricelist,45506-00-00
FMORT-0833,ENDOSCOPIC CARPAL TUNNEL RELEASE,OS   ,1439.37,1439.37,15.0,2022-01-01 00:00:00, ,Additional Pricelist,39331-00-01
SUR-0040,PILONIDAL SINUS,P1   ,5000,5050.0,0.0,2022-01-01 00:00:00, ,IP Package,30676-01-00
FMPTD-0029,ELECTRIC C TRAC. PT00450171,OS   ,76.19,76.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,90531-00-00
ORT-0002,SIMPLE FRACTURE (WITHOUT DISPLACEMENT)+P.O.P.,P1   ,1104.84,1116.0,0.0,2022-01-01 00:00:00, ,IP Package,96092-00-00
FMORW-0009,ORTHOSIS VIII,OS   ,162.75,162.75,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96092-00-31
FMXRY-0082,CHEST PA LAT. & DECUBITUS,OS   ,233.4,233.4,15.0,2022-01-01 00:00:00, ,Additional Pricelist,58500-00-20
FMXRY-0203,BA. MEAL (UPPER GIT) DBLE.CONT,OS   ,530.45,530.45,15.0,2022-01-01 00:00:00, ,Additional Pricelist,58909-00-00
FMXRY-0219,XRAY- ASCENDING CYSTO-URETHROGRAM RA00420031,OS   ,569.57,569.57,15.0,2022-01-01 00:00:00, ,Main Pricelist,58718-01-00
FMXRY-0257,XRAY- HYSTEROSALPINGOGRAM (HSG) RA00420036,OS   ,687.89,687.89,15.0,2022-01-01 00:00:00, ,Main Pricelist,59712-00-00
FMXRY-0068,KNEE STRESS (ONE SIDE),OS   ,451.05,451.05,15.0,2022-01-01 00:00:00, ,Additional Pricelist,57518-01-11
FMXRY-0064,XRAY- KNEE STANDING (BILATERAL) RA00420265,OS   ,473,473.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,57518-01-12
FMPTD-2068,MULTIPLE EXERCISES PT00450126,OS   ,97.08,97.08,15.0,2022-01-01 00:00:00, ,Main Pricelist,96129-00-00
FMPTD-2077,SWIMMING PT00450168,OS   ,233.36,233.36,15.0,2022-01-01 00:00:00, ,Main Pricelist,96129-00-00
FMXRY-0259,ARTHOGRAM,OS   ,966.68,966.68,15.0,2022-01-01 00:00:00, ,Additional Pricelist,59751-00-00
FMXRY-0263,XRAY- FISTULOGRAM OR SINOGRAM RA00420037,OS   ,747.13,747.13,15.0,2022-01-01 00:00:00, ,Main Pricelist,59739-03-00
FMLAB-5035,"HEPATITIS ""B"" MARKERS (HBS AG, ANTI-HBS, HBEAG, ANTI-HBE, ANTI-HBC",OS   ,615.32,615.32,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-48-90
URO-0063,E.S.W.L. 1ST SESSION WITHOUT STENT,P1   ,5524.21,5579.0,0.0,2022-01-01 00:00:00, ,IP Package,92199-00-00
FMPTD-0126,TENS SETTING AN00365004,OS   ,59.72,59.72,15.0,2022-01-01 00:00:00, ,Main Pricelist,96155-00-00
SMO11681,SCREW LOCKING 3.5X22MM IRINE# T50093522,OS   ,280.59,280.59,15.0,2022-01-01 00:00:00, ,Consumables,56642
MS-S-001408,SCREW SET CDH LEGACY 5.5MM MEDTRONIC SOFAMOR #7540020,OS   ,193.33,193.33,15.0,2022-01-01 00:00:00, ,Consumables,56642
SMO11712,SCREW LOCKING 5X60MM IRINE# T50095060,OS   ,277.17,277.17,15.0,2022-01-01 00:00:00, ,Consumables,56642
MS-S-002771,SCREW DHS 95MM IRENE #S67011295,OS   ,229.6,229.6,15.0,2022-01-01 00:00:00, ,Consumables,56642
SMO11680,SCREW LOCKING 3.5X20MM IRINE# T50093520,OS   ,280.59,280.59,15.0,2022-01-01 00:00:00, ,Consumables,56642
MS-S-008275,SCREW CORTICAL 3.5MM OSTEONIC#S1F.35220,OS   ,77.42,77.42,15.0,2022-01-01 00:00:00, ,Consumables,56642
