Service Code,Service Description,Serv ice Type,Disco unt,Gross price Applicabl eEffective 1/5/2024,Gross price ApplicableEffective 1/1/2025    ,"Gross price Applicabl e
Effective 1/1/2026",Effective Date,Naphies,Notes
ORT-0083,Arthroscopy of Shoulder Therapeutic,P1,0,8533,8959.65,"9,407.6
3",,,
ORT-0032,"Arthroscopy Washout, Trimming, Removal of Loose Body",P1,0,3500,3675,"3,858.7
5",,,
FMORT-0596,ARTROSCOPY ANKLE SURGICAL,OS,0.25,3360,3528,"3,704.4
0",,,
ENT-0046,Arytenoidectomy,P1,0,8500,8925,"9,371.2
5",,,
FMCTSS0033,ASCENDING AORTIC ANEURYSM REPAIR(AORTOPLASTY),OS,0.25,29241,30703.05,"32,238.
20",,,
FMLAB-8088,ASCETIC FLUID REPORT,OS,0.25,209.76,220.25,231.26,,,
FMLAB-7003,ASCITIC FLUID PROFILE,OS,0.25,495,519.75,545.74,,,
URUR010875,ASHRAF HUSSIEN ABDELATIF ALI,CO,0,100,125,150,,,
PAPE011284,ASHRAF MOHAMMAD IBRAHIM ABDO,CO,0,100,125,150,,,
OGOB011312,ASMA SALEM BA HARETHA,CO,0,100,125,150,,,
CRCA031282,ASMAA GOMAA EID MOUSTAFA,CO,0,100,125,150,,,
FMLAB-9229,ASPERGILLUS ABS.IgG SPECIFIC,OS,0.25,665,698.25,733.16,,,
FMLAB-1705,Aspergillus Antigen,OS,0.25,487.35,511.72,537.3,,,
FMLAB-1706,Aspergillus IgG & Igm,OS,0.25,1000,1050,"1,102.5
0",,,
FMLAB-8001,ASPIRATION BIOPSY CYTOLOGY,OS,0.25,350,367.5,385.88,,,
OBG-0002,Aspiration of Ovarian Cyst,P1,0,2000,2100,"2,205.0
0",,,
FMXRY-0946,ASPIRATION/DRAINAGE,OS,0.25,3898.8,4093.74,"4,298.4
3",,,
FMENTE0002,AUDIOMETRY - PURE TONE,OS,0.25,229.05,240.5,252.53,,,
FMENTE0003,AUDIOMETRY - SPEECH,OS,0.25,235,246.75,259.09,,,
FMENTE0001,AUDIOMETRY (PURE TONE + SP),OS,0.25,293.75,308.44,323.86,,,
ENT-0014,Aural Polypectomy (Unilateral),P1,0,1500,1575,"1,653.7
5",,,
FMLAB-1640,AUTOMATED AXILLA C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-1641,AUTOMATED BLOOD C/S (AEROBIC & ANAROEBIC),OS,0.25,370.39,388.91,408.35,,,
FMLAB-1642,AUTOMATED BODY FLUID C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-1643,AUTOMATED CATHETER TIPS/TUBING C/S,OS,0.25,341.15,358.21,376.12,,,
FMLAB-1644,AUTOMATED CSF C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-1646,AUTOMATED EAR C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-1649,AUTOMATED EYE C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-1650,AUTOMATED FUNGUS CULTURE,OS,0.25,350,367.5,385.88,,,
FMLAB-1651,AUTOMATED GROIN C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-1652,AUTOMATED HVS C/S,OS,0.25,341.15,358.21,376.12,,,
FMLAB-1653,AUTOMATED MOUTH C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-1654,AUTOMATED MRSA SCREEN (CULTURE),OS,0.25,610,640.5,672.53,,,
FMLAB-1655,AUTOMATED NASAL C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-1656,AUTOMATED PROSTATIC C/S,OS,0.25,359.1,377.06,395.91,,,
FMLAB-1658,AUTOMATED SEMEN C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-1659,AUTOMATED SPUTUM C/S,OS,0.25,341.15,358.21,376.12,,,
FMLAB-1660,AUTOMATED STOOL C/S,OS,0.25,380,399,418.95,,,
FMLAB-1662,AUTOMATED SWAB FOR INFECTION CONTROL (AXILLA),OS,0.25,350,367.5,385.88,,,
FMLAB-1663,AUTOMATED SWAB FOR INFECTION CONTROL (GROIN),OS,0.25,350,367.5,385.88,,,
FMLAB-1665,AUTOMATED SWAB FOR INFECTION CONTROL (UMBILICAL),OS,0.25,359.1,377.06,395.91,,,
FMLAB-1664,AUTOMATED SWAB FOR INFECTION CONTROL(NASAL),OS,0.25,341.15,358.21,376.12,,,
FMLAB-1666,AUTOMATED TB CULTURE ONLY,OS,0.25,950,997.5,"1,047.3
8",,,
FMLAB-1669,AUTOMATED THROAT C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-1670,AUTOMATED URETHRAL C/S,OS,0.25,350,367.5,385.88,,,
FMLAB-6024,AUTOMATED URINE C/S,OS,0.25,150,157.5,165.38,,,
FMLAB-1671,AUTOMATED WOUND C/S,OS,0.25,341.15,358.21,376.12,,,
FMSUR-9091,AUXILLARY ARTERY REPAIR,OS,0.25,19494,20468.7,"21,492.
14",,,
FMXRY-0684,AVM EMBOLIZATION OF CEREBRAL ARTERIES,P1,0,102000,107100,"112,45
5.00",,,
039372,AVOMACK SOLUTION,OS,0.25,18.24,19.15,20.11,,,
ETAU030903,AYA MOHAMED ATTIA NOSSIER,CO,0,100,125,150,,,
EDPA091053,AYED MOHAMMED AL ENAZI,CO,0,100,125,150,,,
PAPE031020,AYMAN ABDALLA MOHAMED AHMED ELNAWASANY,CO,0,100,125,150,,,
OGOB011432,AYMAN SAAD ZAGLOUL,CO,0,100,125,150,,,
IMIM030676,AZHAR ALAM KHAN,CO,0,100,125,150,,,
OGDR030768,AZZA AHMED HASSAN,CO,0,100,125,150,,,
EDDL091428,AZZA MOUMTAZ ALMATT,CO,0,100,125,150,,,
DMDL011279,AZZA MOUMTAZ ALMATT.,CO,0,100,125,150,,,
FMXRY-0203,BA. MEAL (UPPER GIT) DBLE.CONT,OS,0.25,500,525,551.25,,,
FMXRY-0204,BA. MEAL(UPPER GIT) SINLE.CONT,OS,0.25,700,735,771.75,,,
FMXRY-0202,BA. SWALLOW (ESOP) DOUBLE CONT,OS,0.25,300,315,330.75,,,
IMEN010982,BAASIM ATIYAH GABALLAH ATTA,CO,0,100,125,150,,,
41255,BABY KIT SEBAMED,OS,0.25,4.2,4.41,4.63,,,
EDRH091300,BADER ALI SALEEM ALMEHMADI,CO,0,100,125,150,,,
EDIM091328,BADER ALI SALEEM ALMEHMADI.,CO,0,100,125,150,,,
MS-B-000901,BAG COLOSTOMY 70MM COLOPLAST#103871,OS,0.25,12,12.6,13.23,,,
MS-B-000337,BAG COLOSTOMY NEONATAL 17MKM #14691 EASIFLEX,OS,0.25,12,12.6,13.23,,,
018537,BAG COLOSTOMY W/GUM 38-63MM DRAINABLE UNIDRESS #62446/8900/22771/3630,OS,0.25,33.53,35.21,36.97,,,
18537,BAG COLOSTOMY W/GUM 38-63MM DRAINABLE UNIDRESS #62446/8900/22771/3630.,OS,0.25,33.5,35.18,36.93,,,
MS-B-000720,BAG DRAINAGE CYCLER # H13C18092,OS,0.25,40,42,44.1,,,
MS-B-000361,BAG FILTRATE 10LTR #5029011 FMC,OS,0.25,162.79,170.93,179.48,,,
MS-B-001780,BAG RESUSCITATION PVC 1500ML W/MASK AND KIT SINGLE USE VBM MEDICAL No.84-10-195,OS,0.25,226.54,237.87,249.76,,,
22835,"BAG SPECIMEN RETREIVE 4x6"" ETHICON #POUCH/EP236",OS,0.25,1094.4,1149.12,"1,206.5
8",,,
018505,BAG URINE COLLECTION PEDIATRIC,OS,0.25,0.66,0.69,0.73,,,
18505,BAG URINE COLLECTION PEDIATRIC.,OS,0.25,0.66,0.69,0.73,,,
18515,BAG URINE DRAINAGE 2000ML NON STERILE,OS,0.25,5.22,5.48,5.76,,,
MS-B-000510,BAG VOMITING SIZE 1.5LTR GREATCARE#GCG305001,OS,0.25,5,5.25,5.51,,,
FMCAR-3100,Thoracic Endovascular Aortic Repair  (Tevar) including implants,P1 ,0,165000,165000,173250,,,
XR-B-000025,BALLOON CATHETER GOLD PTA ATLAS VARIOUS SIZES BARD USA # ATG80XX,OS,0.25,1000,1050,"1,102.5
0",,,
MS-B-000062,BALLOON CATHETER PTCA ALL SIZES.,OS,0.25,1488,1562.4,"1,640.5
2",,,
MS-B-000482,BALLOON CATHETER RELIANT MEDTRONIC#AB46,OS,0.25,7000,7350,"7,717.5
0",,,
MS-B-000505,BALLOON D/ELUTED B.BRAUN,OS,0.25,6888,7232.4,"7,594.0
2",,,
MS-B-000476,BALLOON DILATOR 5MM 15FR BOSTON #225-107,OS,0.25,1200,1260,"1,323.0
0",,,
020017,BALLOON DILATOR URETERAL KIT 5FR 75CM BOSTON/ALLWIN #225-100/UBD5/4,OS,0.25,1231.2,1292.76,"1,357.4
0",,,
MS-B-001210,BALLOON DRUG COATED LUTONIX CORONARY DCB DIFF. SIZES BARD #9020,OS,0.25,10526.76,11053.1,"11,605.
75",,,
XR-B-000026,BALLOON DRUG ELUTING 2MMX15CM AR BALTIC MEDICAL# N-ELUTAX3-15200,OS,0.25,11935.53,12532.31,"13,158.
92",,,
XR-B-000027,BALLOON DRUG ELUTING NEURO3 4MMX15CM AR BALTIC MEDICAL# N-ELUTAX3-15400,OS,0.25,11935.53,12532.31,"13,158.
92",,,
45225,BALLOON MAVERICK QUANTUM 2.75x20MM BOSTON #380802027,OS,0.25,1488,1562.4,"1,640.5
2",,,
MS-B-000718,BALLOON PERIPHERAL PASSEO 18 ALL SIZES#BIOTRONIK,OS,0.25,1000,1050,"1,102.5
0",,,
MS-B-001107,BALLOON RANGER PTA CATHETER 0.018 PACLITAXEL- COATED ALL SIZES BOSTON SCIENTIFIC #H749392198,OS,0.25,1357.06,1424.91,"1,496.1
6",,,
47595,BALLOON SPRINTER NC 2.5x12MM MEDTRONIC #NCSP2512MM,OS,0.25,1488,1562.4,"1,640.5
2",,,
46462,BALLOON SPRINTER NC 2.75x12MM MEDTRONIC #NCSP27512X,OS,0.25,1488,1562.4,"1,640.5
2",,,
46855,BALLOON SPRINTER NC 2.75x9MM MEDTRONIC #NCSP27509,OS,0.25,1488,1562.4,"1,640.5
2",,,
45718,BALLOON SPRINTER NC 3.5x9MM MEDTRONIC #NCSP3509X,OS,0.25,1488,1562.4,"1,640.5
2",,,
47096,BALLOON SPRINTER RX 2.0x15MM MEDTRONIC #SPR2015X,OS,0.25,1488,1562.4,"1,640.5
2",,,
MS-B-000268,BALLOON STERLING OTW ALL SIZES,OS,0.25,3466.51,3639.84,"3,821.8
3",,,
MS-B-001209,BALLOON VENOUS LARGE DIAMETER ATLAS GOLD DIFF. SIZES ATLAS BARD #ATG,OS,0.25,3830.4,4021.92,"4,223.0
2",,,
MS-B-000416,BAND TR # XX*RF06,OS,0.25,200,210,220.5,,,
17765,BANDAGE COTTON GAUZE 10CMx4M,OS,0.25,8,8.4,8.82,,,
18911,BANDAGE COTTON GAUZE 8CMx4M,OS,0.25,12,12.6,13.23,,,
18473,BANDAGE DELTA ROLL 10CMx2.75M #51693,OS,0.25,8,8.4,8.82,,,
18474,BANDAGE DELTA ROLL 15CMx2.75M #51694,OS,0.25,8,8.4,8.82,,,
18475,BANDAGE DELTA ROLL 20CMx2.75M #51695,OS,0.25,16,16.8,17.64,,,
018472,BANDAGE DELTA ROLL 7.5CMx2.75M #51692,OS,0.25,7.49,7.86,8.26,,,
18472,BANDAGE DELTA ROLL 7.5CMx2.75M #51692.,OS,0.25,7.49,7.86,8.26,,,
18462,BANDAGE ELASTIC,OS,0.25,8,8.4,8.82,,,
18137,BANDAGE ELASTIC 10CMx5YDS LENKELAST,OS,0.25,8,8.4,8.82,,,
18461,BANDAGE ELASTIC 12CMx5M LENKELAST,OS,0.25,8,8.4,8.82,,,
018462,BANDAGE ELASTIC 15CMx5YDS LENKELAST,OS,0.25,8.69,9.12,9.58,,,
18463,BANDAGE ELASTIC 5/6CMx5YDS LENKELAST,OS,0.25,4.2,4.41,4.63,,,
18460,BANDAGE ELASTIC 7.5/8CMx5YDS LENKELAST,OS,0.25,4,4.2,4.41,,,
17683,BANDAGE ELASTIC ADHESIVE 7.5CMx4.5M TENSOPLAST,OS,0.25,-,-,-,,,
18609,"BANDAGE FIBERGLASS WHITE 2"" 3M",OS,0.25,12,12.6,13.23,,,
018608,"BANDAGE FIBERGLASS WHITE 3"" 3M",OS,0.25,44.69,46.92,49.27,,,
18608,"BANDAGE FIBERGLASS WHITE 3"" 3M.",OS,0.25,44.69,46.92,49.27,,,
017638,"BANDAGE FIBERGLASS WHITE 4"" 3M",OS,0.25,39.9,41.9,43.99,,,
18607,"BANDAGE FIBERGLASS WHITE 5"" 3M",OS,0.25,24,25.2,26.46,,,
018359,BANDAGE POP GYPSONA 10x270CM,OS,0.25,18.19,19.1,20.05,,,
18359,BANDAGE POP GYPSONA 10x270CM.,OS,0.25,18.19,19.1,20.05,,,
018511,BANDAGE POP GYPSONA 15x270CM,OS,0.25,18.88,19.82,20.82,,,
18511,BANDAGE POP GYPSONA 15x270CM.,OS,0.25,18.88,19.82,20.82,,,
18510,BANDAGE POP GYPSONA 20x270CM,OS,0.25,4,4.2,4.41,,,
018512,BANDAGE POP GYPSONA 7.5x270CM,OS,0.25,19.42,20.39,21.41,,,
18512,BANDAGE POP GYPSONA 7.5x270CM.,OS,0.25,19.42,20.39,21.41,,,
18904,"BAND-AID SPOTS 7/8x7/8"""" #4930",OS,0.25,-,-,-,,,
018904,"BAND-AID SPOTS 7/8x7/8"""" #4930.",OS,0.25,0.26,0.27,0.29,,,
17643,BAND-AID STRIPS 19x72MM,OS,0.25,0.14,0.15,0.15,,,
FMXRY-0208,BARIUM ENEMA DOUBLE CONTRAST,OS,0.25,600,630,661.5,,,
FMXRY-0209,BARIUM ENEMA SINGLE CONTRAST,OS,0.25,550,577.5,606.38,,,
MS-B-000338,BASE COLOSTOMY NEONATAL 17MKM #14307 EASIFLEX,OS,0.25,43.51,45.69,47.97,,,
MS-B-000902,BASE FOR COLOSTOMY 70MM COLOPLAST#100451,OS,0.25,20,21,22.05,,,
URGU010721,BASHEER NAGY ELMOHAMADY,CO,0,100,125,150,,,
PAPE031094,BASMA SAMIR MAHMOUD IBRAHIM,CO,0,100,125,150,,,
SRGS011109,BASSEM MOHAMED SIEDA,CO,0,100,125,150,,,
OGOB030705,BASSMA MOHAMED IBRAHIM,CO,0,100,125,150,,,
FMURO-0174,BCG INTRAVESICAL INSTILATION,OS,0.25,4000,4200,"4,410.0
0",,,
048622,BCG UNIT DOSES PREPARATION,OS,0.25,91.2,95.76,100.55,,,
48622,BCG UNIT DOSES PREPARATION.,OS,0.25,91.2,95.76,100.55,,,
FMLAB-1572,BCL2 - FISH,OS,0.25,6000,6300,"6,615.0
0",,,
FMLAB-5002,bcr,OS,0.25,150,157.5,165.38,,,
FMLAB-8142,BCR-ABL KINASE DOMAIN MUTATION,OS,0.25,3898.8,4093.74,"4,298.4
3",,,
FMLAB-9326,BCR-ABL P210 (CML),OS,0.25,1577,1655.85,"1,738.6
4",,,
MS-B-001719,BEDPAN LINER 2LTRS DISPOSABLE #MSSBP2000,OS,0.25,4.6,4.83,5.07,,,
18502,BEDPAN PLASTIC DISPOSABLE,OS,0.25,12,12.6,13.23,,,
FMPSYB0007,BEHAVIORAL THERAPY SESSION,OS,0.25,441.18,463.24,486.4,,,
FMPSYB0002,BEHAVIORAL THERAPY X 4 SESSION,OS,0.25,735,771.75,810.34,,,
FMORT-0367,BELOW KNEE,OS,0.25,375.26,394.02,413.72,,,
VAS-0026,Below Knee Amputation,P1,0,13000,13650,"14,332.
50",,,
FMORT-0363,BELOW KNEE SLAB,OS,0.25,305,320.25,336.26,,,
FMLAB-9183,BETA 2 MICROGLOBULIN (US),OS,0.25,230,241.5,253.58,,,
FMLAB-3016,BETA HCG,OS,0.25,150,157.5,165.38,,,
FMLAB-9386,BETA HYDROXY - BUTYRATE,OS,0.25,257.32,270.19,283.7,,,
FMLAB-1581,BETA-2-GLYCOPROTEIN ABS.,OS,0.25,419.12,440.08,462.08,,,
027025,BETADINE ANTISEPTIC SOLN 200ML CHEM.RAW.MATERIAL,OS,0.25,32.83,34.47,36.2,,,
FMLAB-2008,BICARBONATE,OS,0.25,190,199.5,209.48,,,
FMXRY-0489,BILATERAL ABLATION OF VARICOSE VEINS FOR COM.PAT,OS,0.25,9747,10234.35,"10,746.
07",,,
FMOBG-0226,BILATERAL LAPAROSCOPIC OVARIAN CYSTECTOMY,OS,0.25,4320,4536,"4,762.8
0",,,
FMXRY-0721,BILATERAL LASER ABLATION OF VARICOSE VEINS,OS,0.25,15595.2,16374.96,"17,193.
71",,,
ENT-0007,"Bilateral Linear Caute, Inferior Turbinate",P1,0,1877,1970.85,"2,069.3
9",,,
FMXRY-0998,BILATERAL SONOMAMMOGRAPHY,OS,0.25,850,892.5,937.13,,,
FMLAB-1822,BILATERAL THYROID FNA,OS,0.25,1169.64,1228.12,"1,289.5
3",,,
FMURO-0047,BILATERAL URETIC SPLINTING,OS,0.25,3336,3502.8,"3,677.9
4",,,
FMLAB-9388,BILE ACIDS TOTAL,OS,0.25,200,210,220.5,,,
FMXRY-0557,BILIARY STENT,OS,0.25,14620.5,15351.53,"16,119.
10",,,
FMXRY-0553,BILIARY STENT.,OS,0.25,14620.5,15351.53,"16,119.
10",,,
FMLAB-2010,BILIRUBIN DIRECT,OS,0.25,60,63,66.15,,,
FMLAB-2009,BILIRUBIN DIRECT & TOTAL,OS,0.25,95,99.75,104.74,,,
FMLAB-2011,BILIRUBIN TOTAL,OS,0.25,50,52.5,55.13,,,
4536,BINDINGFRACTUREINCOILSOF1MTR#DO870R,OS,0.25,902.88,948.02,995.43,,,
MS-B-001820,BIO1-QUIQSET5CCSBMSASNo.QUICK26220,OS,0.25,5745.6,6032.88,"6,334.5
2",,,
FMINT-1007,BIOHIT CELIAC QUICK TEST,OS,0.25,450,472.5,496.13,,,
SUR-0035,Biopsy Breast + Tissue Tumor Excision,P1,0,3000,3150,"3,307.5
0",,,
FMXRY-0945,BIOPSY BY IMAGING GUIDANCE,OS,0.25,2924.1,3070.31,"3,223.8
2",,,
FMLAB-1689,BIOPSY CONSULTATION 12 SLIDES & BLOCKS,OS,0.25,3119.04,3274.99,"3,438.7
4",,,
OPT-0016,Biopsy of Orbital Tumours,P1,0,2200,2310,"2,425.5
0",,,
FMDNTC0047,BIOPSY OF SOFT TISSUE,OS,0.25,437,458.85,481.79,,,
FMDNTS0076,BIOPSY OF SOFT TISSUE - MEDIUM,OS,0.25,540.96,568.01,596.41,,,
FMDNTS0283,BIOPSY OF SOFT TISSUE-MEDIUM,OS,0.25,540.96,568.01,596.41,,,
NEU-0012,Biopsy- Pineal Gland,P1,0,13440,14112,"14,817.
60",,,
NEU-0013,"Biopsy-Pituitary Gland, Transphenoidal Approach",P1,0,26133,27439.65,"28,811.
63",,,
NEU-0014,"Biopsy-Pituitary Gland, Unspecified Approach",P1,0,26133,27439.65,"28,811.
63",,,
20820,BIT DRILL 1.5MM # 310.150,OS,0.25,200,210,220.5,,,
23761,BIT DRILL 3.2MM # 315.290,OS,0.25,1368.86,1437.3,"1,509.1
7",,,
FMLAB-1015,BL.Gr. + RH ABO,OS,0.25,60,63,66.15,,,
FMURO-2087,BLADDER NECK INCISION,OS,0.25,1462.05,1535.15,"1,611.9
1",,,
MS-B-000782,BLADE F/LARYNGOSCOP MILLAR DISPOABLE SIZE 0,OS,0.25,40,42,44.1,,,
38926,BLADE F/LARYNGOSCOPE DISP. CURVED MACINTOSH SIZE 3 #7043000,OS,0.25,40,42,44.1,,,
38927,BLADE F/LARYNGOSCOPE DISP. CURVED MACINTOSH SIZE 4 #7044000,OS,0.25,40,42,44.1,,,
038926,BLADE F/LARYNGOSCOPE MACINTOSH SIZE 3 DISPOSABLE #7043000,OS,0.25,82.09,86.19,90.5,,,
038927,BLADE F/LARYNGOSCOPE MACINTOSH SIZE 4 DISPOSABLE #7044000,OS,0.25,80.07,84.07,88.28,,,
038923,BLADE F/LARYNGOSCOPE MILLER SIZE 0 DISPOSABLE,OS,0.25,72.37,75.99,79.79,,,
38923,BLADE F/LARYNGOSCOPE MILLER SIZE 0 DISPOSABLE.,OS,0.25,72.37,75.99,79.79,,,
049975,BLADE F/LARYNGOSCOPE MILLER SIZE 1 DISPOSABLE,OS,0.25,25.17,26.43,27.75,,,
MS-B-000738,BLADE F/SURGICAL HAIR REMOVAL CLIPPER 3M #9660,OS,0.25,40,42,44.1,,,
22523,BLADE RAZOR DOUBLE EDGE SHAVE,OS,0.25,3.94,4.14,4.34,,,
44494,BLADE REFLEX ULTRA 45 IC WAND F/COBLATOR II #EIC4845- 01,OS,0.25,1953.01,2050.66,"2,153.1
9",,,
23037,"BLADE SAW W. STARC. USABLE L90 MM, W25 MM #GC779R",OS,0.25,200,210,220.5,,,
MS-B-001211,BLADE SHAVER 4.0MMx13CM EXCALIBUR ARTHREX No.AR- 8400EX,OS,0.25,1138.48,1195.4,"1,255.1
7",,,
MS-B-000360,BLADE SHAVER 5.0MMX13CM ARTHREX # AR- 8500DS#4010017409,OS,0.25,598.86,628.8,660.24,,,
MS-B-000917,"BLADE SHAVER BURR,OVAL,8FLUTE 5.0MMX13CM ARTHREX # AR-8500OBE",OS,0.25,990.72,1040.26,"1,092.2
7",,,
MS-B-001178,BLADE SHAVER EXCALIBUR 5.5 MM ARTHREX # AR-8550EX,OS,0.25,400,420,441,,,
22424,BLADE SKIN GRAFT KNIFE #HG-215-01-Q/KNI-3680,OS,0.25,56,58.8,61.74,,,
24090,BLADE SURGICAL CARBON SIZE #10 STERILE,OS,0.25,2.52,2.65,2.78,,,
21616,BLADE SURGICAL CARBON SIZE #11 STERILE,OS,0.25,2.24,2.35,2.47,,,
22422,BLADE SURGICAL CARBON SIZE #15 STERILE,OS,0.25,2.16,2.27,2.38,,,
24264,BLADE SURGICAL CARBON SIZE #20 STERILE,OS,0.25,2.52,2.65,2.78,,,
MS-B-000783,BLADEF/LARYNGOSCOPEMILLERSIZE00DISPOSABLE,OS,0.25,88.1,92.51,97.13,,,
49975,BLADEF/LARYNGOSCOPEMILLERSIZE1DISPOSABLE,OS,0.25,25.17,26.43,27.75,,,
MS-B-001854,BLADEPIEZOIMPLANTCAST#US-1,OS,0.25,2188.8,2298.24,"2,413.1
5",,,
45269,BLANKET ADULT CAREQUILT #CV-503-0810,OS,0.25,100,105,110.25,,,
45270,BLANKET PEDIA CAREQUILT #CV-503-0840,OS,0.25,80,84,88.2,,,
MS-B-000563,BLANKET WARMING ADULT FULL BODY F/WARM TOUCH BLOWER MACHINE,OS,0.25,229.82,241.31,253.38,,,
6125009,BLEACHING ENDO TREATED TOOTH,OS,0.25,225,225,225,,,
FMDNTB0001,BLEACHING OF TEETH,OS,0.25,864,907.2,952.56,,,
6126002,Bleaching Teeth,OS,0.25,500,500,500,,,
FMLAB-1016,BLEEDING TIME (B.T) TEMPLATE,OS,0.25,50,52.5,55.13,,,
P-3-N-090715- 9,BLEMIL PLUS 1 (INFANT MILK ) 400 GM,OS,0.25,31,32.55,34.18,,,
007894,BLEMIL PLUS 1 (INFANT MILK ) 400 GM .,OS,0.25,31,32.55,34.18,,,
P-3-N-110715- 9,BLEMIL PLUS 2 FOLLOW ON FORMULA 800MG,OS,0.25,31,32.55,34.18,,,
P09BLEMI11 W,BLEMIL PLUS HR1 400 GM,OS,0.25,41,43.05,45.2,,,
47481,BLEMILPLUS-ARMILKPOWDER400GM,OS,0.25,32.83,34.47,36.2,,,
18351,BLOOD ADMINISTRATION SET #JM-S2422/TB-A200B,OS,0.25,8,8.4,8.82,,,
CROSSMATC H,BLOOD CROOS MATCH,OS,0.25,95,99.75,104.74,,,
FMNUR-0024,BLOOD EXTRACTION,OS,0.25,20,21,22.05,,,
FMLAB-1017,BLOOD FILM FOR FILARIA,OS,0.25,40,42,44.1,,,
FMLAB-1018,BLOOD FILM FOR MALARIA,OS,0.25,50,52.5,55.13,,,
FMLAB-2012,BLOOD GASES & pH(ABG),OS,0.25,170,178.5,187.43,,,
FMLAB-1672,BLOOD GROUP And ABS SCREENING,OS,0.25,718.2,754.11,791.82,,,
P15HYGRO1+,BLOOD PRESSURE MONITORING KIT (PIC),OS,0.25,273.6,287.28,301.64,,,
MM01939SFD AA00,BLOOD PRESSURE MONITORING KIT (PIC) .,OS,0.25,273.6,287.28,301.64,,,
MM01939SFD AA0032,BLOOD PRESSURE MONITORING KIT (PIC).,OS,0.25,273.6,287.28,301.64,,,
FMNUR-0055,BLOOD TRANSFUSION,OS,0.25,596.95,626.8,658.14,,,
FMLAB-9850,BNP(BRAIN NATRIURETIC PEPTIDE),OS,0.25,383,402.15,422.26,,,
FMLAB-8002,BODY FLUID CYTOLOGY,OS,0.25,200,210,220.5,,,
FMLAB-1704,BODY FLUID HEMOGLOBIN,OS,0.25,150,157.5,165.38,,,
FMLAB-7041,BODY FLUID PROFILE,OS,0.25,745.65,782.93,822.08,,,
FMLAB-8087,BODY FLUID REPORT,OS,0.25,230,241.5,253.58,,,
MS-B-001786,BODY LOTION F/SOOTHING 250ML DIFFERENT FRAGRANCES JOHNSON,OS,0.25,40,42,44.1,,,
23178,BOLT CANNULATED # 500100900000 TE,OS,0.25,240,252,264.6,,,
23176,BOLT SLOTTED #500100910000TE,OS,0.25,200,210,220.5,,,
FMXRY-0722,BONE AGE X-RAY (HAND & WRIST),OS,0.25,200,210,220.5,,,
FMORT-0015,BONE BANK GRAFT,OS,0.25,1210,1270.5,"1,334.0
3",,,
FMXRY-0584,BONE BIOPSY,P1,0,5848.2,6140.61,"6,447.6
4",,,
50688,BONE CANCELLOUS 15CC 4-10MM INTEGRA,OS,0.25,2856,2998.8,"3,148.7
4",,,
MS-B-001843,BONE GRAFT WEDGE IMPLANTCAST No. TBS14,OS,0.25,2000,2100,"2,205.0
0",,,
ORT-0052,Bone Grafting,P1,0,6000,6300,"6,615.0
0",,,
FMLAB-6069,BONE MARROW SAMPLING AND EXAMINATION PROFILE,OS,0.25,5848.2,6140.61,"6,447.6
4",,,
FMLAB-8162,BONE MARROW SAMPLING AND EXAMINATION(ADULT)PROFILE,OS,0.25,9747,10234.35,"10,746.
07",,,
FMXRY-0420,BONE SCAN,OS,0.25,1500,1575,"1,653.7
5",,,
22427,BONE WAX 2.5GM ETHICON #W810T/W810/W30E D&G 8332-00,OS,0.25,16,16.8,17.64,,,
MS-B-000972,BONNET NASAL CPAP BABY FLOW XXL PLUS DISPOSABLE DRAGER #8418539,OS,0.25,229.82,241.31,253.38,,,
MS-B-000756,BONNET NASAL CPAP BABY FLOW XX-LARGE DISPOSABLE DRAGER #8418538,OS,0.25,229.82,241.31,253.38,,,
MS-B-000754,BONNET NASAL CPAP MEDIUM DISPOSABLE DRAGER #8418535,OS,0.25,229.82,241.31,253.38,,,
FMXRY-0078,BOTH FEET AP LAT. IND STANDING,OS,0.25,220,231,242.55,,,
FMXRY-0052,BOTH HANDS AP,OS,0.25,200,210,220.5,,,
NEU-0009,Both Intracerebral Haematoma Drainage Burrhole,P1,0,12000,12600,"13,230.
00",,,
FMXRY-0064,BOTH KNEES AP STANDING,OS,0.25,160,168,176.4,,,
FMXRY-0065,"BOTH KNEES AP.,LAT.",OS,0.25,290,304.5,319.73,,,
FMXRY-1004,BOTH WRIST PA & LAT OBLIQUE,OS,0.25,389.88,409.37,429.84,,,
FMDER-4040,BOTOX INJECTION80 LAGE AREA,OS,0.25,1462.05,1535.15,"1,611.9
1",,,
MS-B-001219,BOTTLE FEEDING GLASS 120ML W/NIPPLE PIGEON,OS,0.25,71.63,75.21,78.97,,,
MS-B-000443,BOTTLE FEEDING GLASS 240ML W/NIPPLE PIGEON,OS,0.25,75.84,79.63,83.61,,,
MS-B-000883,BOTTLE PLASTIC 1000ML W/COVER F/SAMPLES,OS,0.25,12,12.6,13.23,,,
