Code,Discription,Price,Class VIP A,SBS Mappping
FMORW-0004,ORTHOSIS IV,10164,11181,96092-00-00
FMORW-0124,MILWAIKEE BRACE ORTHOP. -LARGE,10164,11181,97823-00-00
FMDNTO0067,MALOCCLUSION,10142,11157,963
FMODT-0117,MALOCCLUSION,10142,11157,963
FMPDS-0095,LAPAROSCOPIC REPAIR OF MORGAGNI HERNIA,10142,11157,30601-00-00
FMPDS-0103,LAPAROSCOPIC NISSEN FUNDOPLICATION AND GASTROSTOMY,10142,11157,30527-02-00
FMPDS-0104,LAPAROSCOPIC HELLER CARDIOMYOTOMY & ENDOSCOPY,10142,11157,30532-00-00
FMPDS-0105,LAPAROSCOPIC REPAIR OF HIGH ANORECTAL MALFORMATION,10142,11157,32123-00-00
FMPDS-0112,RIGHT DIAPHRAGMATIC HERNIA REPAIR,10142,11157,30601-00-00
FMPDS-0119,LUNG LOBECTOMY,10142,11157,38438-01-00
FMPDS-0134,AMBIGOUS GEMITALIA (SURGICAL CORRECTION),10142,11157,99999-99-99
FMONC-0018,RADIATION (FULL COST),10010,11011,99999-99-92
FMORT-0655,VASCULRIZED BONE GRAFTING ILIAC CREST,10010,11011,50393-00-00
FMORW-0067,KNEE ORTHOSIS JOINT KNEE,10010,11011,96092-00-00
FMORT-0194,DORSO-LUMBAR SPINAL FUSION W/  HARRINGTON ROD,9944,10939,48642-00-00
FMORT-0224,REVISN OF TOTAL HIP REPLACEMNT,9944,10939,49324-00-00
FMORT-0602,FRACTURE PELVIC GR.III(POST &  ANTERIOR COLUMN),9944,10939,47489-01-01
FMORT-0636,CORRECTION OF SCOLLIOSIS USING ISOLA-SYSTEM,9944,10939,90011-02-00
FMORT-0714,REVISION OF TOTAL KNEE REPLACEMENT,9944,10939,49527-00-01
FMCTS-0055,AORTIC DISSECTION GRAFT,9900,10890,99999-99-99
FMLAB-1116,STONE PROFILE I (BLOOD),9900,10890,73050-40-00
FMNEU-0176,REMOVAL OF SHUNT UNDER GENERAL ANESTHESIA,9900,10890,40009-05-00
FMORT-9981,ORIF FRACTURE OLECRANON,9900,10890,47399-01-01
FMSUR-2163,ILIAC ARTERY ANGIOPLASTY WITH MULTIPLE STENTS,9900,10890,35309-07-00
FMURO-0023,LITHOTHERAPY - PACKAGE DEAL,9818,10800,92199-00-00
FMIVF-0008,INVINTRO FERTILIZATION BY LAP- ROSCOPIC OOCYTE RETRIEVAL,9702,10673,13212-00-00
FMIVF-0017,ZYGOTE INTRA FALLOPIAN TRANS-  FER (ZIFT)\,9702,10673,13215-02-00
FMOBG-0115,REDUCTION MAMMOPLASTY SIMPLE,9702,10673,99999-99-99
FMOPT-1026,INTRAVITREAL INJECTION OF LEUCENTIS,9636,10600,42740-03-01
FMCTSS0028,RUPTURE CORONARY SINUS OF VALSALVA,9625,10588,38456-15-00
FMDNTS0324,SURGICAL EXTRACTION OF 8 IMPACTED TEETH,9625,10588,323
FMENTS0050,OTO ENDOSCOPIC MYRINGO PLASTY UNILATERAL,9625,10588,90119-00-01
FMPSD-1095,EXCISION OF BURSA OF SACRAL PRESSURE ULCER,9625,10588,30107-01-01
FMPSD-1096,GLUTEAL ROTATIONAL FLAP,9625,10588,45200-00-00
FMPSD-2020,ORIF OF COMMUTED FRACTURED NASAL BONES,9625,10588,47741-00-00
FMPDS-0158,INSERTION OF TRACHEOSTOMY TUBE,9614,10576,41881-00-00
FMORT-0667,CERVICAL DISCECTOMY AND INTER- BODY FUSION,9460,10406,40333-00-00
FMSUR-2162,ILIAC ARTERY ANGIOPLASTY WITH SINGLE STENT,9350,10285,35309-06-00
FMORW-0037,TOTAL HAND PROSTHESIS COSMETIC,9345,10280,96092-00-00
FMORW-0057,UPPER AND FOREARM ORTHOSIS THERMOPLASTIC,9345,10280,96092-00-00
FMORW-0062,BELOW KNEE ORTHOSIS THERMOPLAS T LIGHT,9345,10280,96092-00-00
FMSUR-2143,TOTAL THYROIDECTOMY + MODIFIED NECK DISSECTION,9339,10273,30296-01-00
FMERDC0028,AMBULANCE W / NURSE & DOCTOR (MADINAH TO TABUK),9295,10225,83500-00-80
FMCTS-0031,EXTRAPLEURAL PNEUMONECTOMY,9240,10164,38438-02-00
FMDNTS0246,MAXILLARY ORTHOGNATHIC MEDIUM,9240,10164,365
FMNEU-0105,STEREOTACTIC TRIGIMINAL RHIZO- TOMY,9240,10164,40801-00-00
FMNEU-0142,TRANS ORAL APPORACH,9240,10164,99999-99-99
FMNSCA0070,CORRECTION OF SCOLLIOSIS USING ISOLA-SYSTEM,9240,10164,90011-02-00
FMNUM-0021,48 HOURS MONITORING,9240,10164,11004-00-10
FMODT-0001,GRADE I MALOCCLUSION TOTAL,9240,10164,963
FMORT-0723,CORRECTION OF SCOLLIOSIS USING ISOLA- SYSTEM,9240,10164,99999-99-99
FMPSD-0010,MULTIPLE ULCER,9240,10164,31205-01-00
FMPSDJ0037,ROUDENT ULTIPLE ULCER,9240,10164,31205-01-00
FMODT-0077,GRADE II MALOCCL. IST DEPOSIT,9152,10068,963
FMODT-0088,GRADE IV MALOCCL. 2ND DEPOSIT,9152,10068,963
FMXRY-0963,SPLENIC EMBOLIZATION,9152,10068,35321-05-00
FMORT-0554,ORTHOSIS III,9108,10019,96092-00-31
FMDNTO0014,Grade IV Maloccl. Ist Deposit,9097,10007,963
FMIVF-0014,GAMETE INTRA FALLOPIAN TRANS-  FER ( (GIFT),9097,10007,13215-00-00
FMIVF-0022,IVF-GIFT-B-PACKAGE DEAL,9097,10007,13215-00-00
FMPSDH0021,SKIN GRAFT WITH INTEGRA 5% + 1 SHEET,9031,9935,90672-00-00
FMORT-0687,TRANS ABDOMINAL ANTERIOR SPINAL FUSION,9009,9910,48660-00-00
FMORT-0698,DORSAL EPIPHYSIODESIS OF CONGI NITAL SCOLIOSIS,9009,9910,48509-00-01
FMOHS-0002,MITRAL VALVE REPLACEMENT (THREE HOURS),8943,9838,38488-03-00
FMPDS-0088,CLEFT  PALATE (COMPLETE),8943,9838,45707-00-00
FMNEU-0044,REMVL OF FOREIGN B.& REPAIRING THE INTRACRANIAL DURA,8921,9814,39615-00-00
FMNEU-0046,REMOVL OF BRAIN MIDLINE TUMOUR,8921,9814,39712-04-00
FMNEU-0076,SUBTEMPORAL TRIGINIMAL RHIZOTO MY,8921,9814,40330-00-00
FMNEU-0077,SUB-OCCIPITAL POSTSERIOR VASCU LAR DECOMPRESSION,8921,9814,40015-00-00
FMSUR-2031,INTRATHORACIC ESOPHAGEAL ANAS- TOMOSIS W.INTERPOSITION COLON,8921,9814,30545-00-00
FMURO-0102,PERCUTANEOUS NEPHROLITHOLAPAXY WITH LITHOTRIPSY,8921,9814,36546-00-00
FMDNTO0023,GRADE VI MALOCCL. 2ND DEPOSIT,8894,9784,99999-99-99
FMENTE6047,HEARING AID SCOPE6-127-BTE,8833,9717,96092-00-41
FMCTS-0014,REPAIR OF OESOP. INJ.,8800,9680,30560-00-00
FMCTS-0024,PERICARDIECTOMY,8800,9680,38447-00-00
FMCTS-0032,EXCISION OF SUPERIOR SULCU TUMUR,8800,9680,38440-00-00
FMORT-9983,CRUGA COLLES FRACTURE - BILATERAL,8800,9680,47363-02-02
FMPSDK0143,ORIF OF COMMINUTED ZYGOMA,8800,9680,47765-01-01
FMSUR-2105,TOTAL PROCTO-COLECTOMY W/ILEAL -POUCH AND ILEO-ANAL ANASTOMOS,8800,9680,32051-00-00
FMSUR-2147,BILATERAL FEMORAL EMBOLECTOMY,8800,9680,33806-09-01
FMSUR-2160,BILATERAL ILIAC ARTERY ANGIOPLASTY,8800,9680,33836-02-02
FMPTD-0065,LOCOMOTION THERAPY - 6S/1W/2M  6 SESSION/PER WEEK/,8723,9596,96131-00-00
FMDNTO0068,MALOCCLUSION.,8690,9559,963
FMODT-0118,MALOCCLUSION.,8690,9559,963
FMPDS-0094,BILATERAL CLEFT LIP REPAIR,8690,9559,45683-00-00
FMPDS-0100,LAPAROSCOPIC SPLENECTOMY,8690,9559,31470-00-00
FMPDS-0102,LAPAROSCOPIC NISSEN FUNDOPLICATION,8690,9559,30527-02-00
FMPDS-0107,UROGENITAL MOBILIZATION,8690,9559,99999-99-99
FMPDS-0113,LAPAROSCOPIC ADRENALECTOMY.,8690,9559,36500-01-00
FMPDS-0120,THORACOSCOPIC DEBRIDEMENT OF EMPYEMA,8690,9559,30023-00-01
FMPDS-0127,VAGINOPLASTY.,8690,9559,99999-99-99
FMPDS-0135,ANTERIOR SAGITAL ASARP,8690,9559,43963-00-00
FMSUR-9084,ILEO FEMORAL BY PASS,8690,9559,32712-00-00
FMERDC0029,AMBULANCE W / NURSE  (MADINAH TO RIYADH),8668,9535,83500-00-80
FMENTE0022,FITTING OF STARKEY HEARING AID,8580,9438,96092-00-41
FMORT-0662,ANT SPINAL FIX FR/DEFORM SPINE,8580,9438,48678-00-00
FMORT-0699,CERVICAL POSTERIOR DECOMPRESSI ON WITH PLATTING,8580,9438,90024-00-00
FMCAT-0043,CORONARY STENTING PTCA SV (1 STENT),8498,9348,38306-00-00
FMDNTS0090,SURGICAL EXCISION OF MALIGNANT TUMOUR LARGE,8492,9342,371
FMIVF-0010,IVF-B-PACKAGE DEAL (LAPAROSCO- PIC ),8492,9342,99999-99-99
FMIVF-0011,REPEATED IVF BY LAPAROSCOPIC   OOCYTE RETRIEVAL,8492,9342,13212-01-00
FMIVF-0019,ZIFT-B-PACKAGE DEAL,8492,9342,13215-02-00
FMSUR-6015,LOBECTOMY AND BRONCHOPLASTY,8492,9342,38438-00-00
FMXRY-0913,VENOUS EMBOLIZATION,8437,9281,35321-10-00
FMXRY-0941,VENOUS ANGIOPLASTY,8437,9281,99999-99-99
FMXRY-0943,HICHMAN/PERMACATH INSERTION,8437,9281,13815-00-00
FMXRY-0956,PERCUTANOUS TRACT DILATATION,8437,9281,99999-99-99
FMXRY-0974,PRE OPERATIONAL EMBOLIZATION,8437,9281,99999-99-99
FMORT-0195,OTHER DORSO-LUMBAR SPINAL - FUSION,8278,9106,48642-00-00
FMORT-0197,LUMBO-SACRAL SPINAL FUSION,8278,9106,48642-00-00
FMORT-0223,TOTAL HIP REPLACEMENT W/USE OF METHYL METHACRYLATE,8278,9106,49318-00-00
FMORT-0283,PLASTIC OPERATION ON HAND W/   OTHER GRAFT OR IMPLANT,8278,9106,90547-00-01
FMORT-0340,THUMB REATTACHEMENT,8278,9106,46483-00-01
FMORT-0341,FINGER REATTACHEMENT,8278,9106,46483-00-01
FMORT-0343,TOE REATTACHEMENT,8278,9106,99999-99-99
FMORT-0603,FRACT. PELVIC GR.II(POST.COL.),8278,9106,47486-00-01
FMORT-0614,EXPLORATION OF NERVE & NEUROLY SIS OR REPAIR,8278,9106,39330-00-00
FMORT-0635,FRACTURE NECK FEMUR WITH VAS-  CULARIZED BONEGRAFT,8278,9106,48200-00-00
FMORW-0123,MAILWAIKEE BRACE ORTHOP.MEDIUM,8261,9088,96092-00-00
FMDER-0213,MYLANOCYTE CULTURE MEDIUM,8250,9075,99999-99-99
FMNEU-0168,DECOMPRESSION CRAINECTOMY,8250,9075,90007-01-00
FMOBG-0218,EXPLORATION OF EXCISION OF ABDOMINAL WAS + HISTOPATH,8250,9075,43987-01-00
FMOPTH0017,REPAIR OF RUPTURED GLOBE USING FASCIAL LOTA GRAFT,8250,9075,42551-02-00
FMSUR-1062,FEMORAL THROMBECTOMY & ENDARTECTOMY WITH VEIN PATCH,8250,9075,33812-00-01
FMSUR-3050,VENOUS ANGIOPLASTY WITH MULTIPLE STENTS,8250,9075,35309-09-00
FMXRY-0471,RENAL WITH Mag 3,8250,9075,61454-00-00
FMDNTS0245,T.M.J. DERANGMENT SEVER,8206,9027,971
FMDNTS0251,SEGMENTAL ONE JAW SEVERE,8206,9027,45608-01-01
FMCTS-0028,EXCISION OF MEDIASTINAL MASS,8085,8894,38446-03-00
FMCTS-0037,RESECTION OF PHARYNGEAL DIVERT ICULUM,8085,8894,41770-00-00
FMCTS-0038,REPAIR OF EVENTIATION OF DIAPH RAGM,8085,8894,90178-00-00
FMCTS-0039,REPAIR OF TRACHEO-OESOPHAGEAL  FISTULA,8085,8894,43900-00-00
FMCTSS0016,CLOSURE OF PATENT DUCTUS,8085,8894,38700-01-00
FMCTSS0017,SHUNTING PROCEDURE,8085,8894,99999-99-99
FMNEU-0135,TOTAL TEMP LOBECTOMY OF EPILEP SY,8085,8894,40703-02-00
FMERDC0027,AMBULANCE W / NURSE  (MADINAH TO TABUK),8052,8858,83500-00-80
FMDNTP0036,COMPLETE DENT. VITALIUM TYPE I,8008,8809,97719-00-00
FMPSYB0023,PSYCHIATRY PACKAGE IV (5 DAYS),8008,8809,96185-00-00
FMPDS-0161,EXCISION OF CHOLEDOCHAL CYSTECTOMY,7964,8761,43972-00-00
FMXRY-0985,UNILATERAL ABLATION OF VARICOSE VEINS,7953,8749,32520-00-00
FMIVF-0005,INVINTRO FERTILIZATION BY U/S  DIRECTED OOCYTE RETRIEVAL,7887,8676,13212-00-00
FMIVF-0016,GIFT-B-PACKAGE DEAL,7887,8676,13215-00-00
FMORT-0679,OPEN REDUC. & INT. FIX. SACRAL FRACTURE,7887,8676,47699-01-00
FMORT-0681,MUSCLE & TENDON TRANSFER @ HIP SHARAAD OR MASTERED OPERATION,7887,8676,50387-02-00
FMXRY-0922,BRONCHIAL ARTERIOGRAM,7722,8495,59970-04-00
FMXRY-0923,MESENTRIC ARTERIOGRAM,7722,8495,59970-04-00
FMXRY-0924,RENAL ARTERIOGRAM,7722,8495,59970-04-00
FMXRY-0925,PELVIC ARTERIOGRAM,7722,8495,59970-04-00
FMXRY-0959,VARICOCELE EMBOLIZATION-UNILATERAL,7722,8495,35321-06-00
FMCARS0009,ABULATORY BP MONITORING,7700,8470,11708-00-00
FMCAT-0052,CARDIAC CATHERIZATION (CORONARY ANGIOGRAPHY),7700,8470,38218-02-00
FMCTS-0005,SEGMENTECTOMY,7700,8470,38438-00-00
FMCTS-0007,STERNOTOMY + EXCISION OF MASS,7700,8470,38446-03-00
FMCTS-0010,DECORTICATION,7700,8470,99999-99-99
FMCTS-0011,EXCISION OF LUNG CYST,7700,8470,38424-01-00
FMCTS-0021,THORACOSCOPY,7700,8470,38436-00-00
FMCTS-0022,INTERNAL PACE-MAKER,7700,8470,38353-00-00
FMCTS-0082,REDO CABG (PREVIUSLY OPERATED OPEN FOR TECHNICAL DIFFICULTY),7700,8470,99999-99-99
FMENTE0038,FITTING OF FM SYSTEM FOR  HEARING IMPAIRMENT,7700,8470,96092-00-41
FMIVF-0037,ICSI PROGRAM,7700,8470,99999-99-99
FMNSCA0032,COMBINED ANTERIOR AND POSTERI-,7700,8470,99999-99-99
FMORT-0032,COMBINED ANTERIOR AND POSTERI - MAJ,7700,8470,48648-00-00
FMORT-0849,SCAPHOIDECTOMY,7700,8470,48406-14-01
FMORT-0866,REPAIR OF PATELLAR RETINACULAE,7700,8470,90598-00-01
FMORT-9982,ORIF ANTERIOR SUPERIOR LLIAC SPINE (ASIS),7700,8470,47486-00-01
FMPSDE0001,FACE LIFTING (COMPLETE),7700,8470,45587-00-00
FMPSDG0006,AUGMENTATION MAMMOPLASTY (TWO  SIDES),7700,8470,45528-00-00
FMPSDK0150,ORIF TO THE ZYGOMATIC ARCH,7700,8470,47765-01-01
FMSUR-2104,TOTAL COLECTOMY W/ILEO-RECTAL  ANASTOMOSIS,7700,8470,32012-00-00
FMSUR-2149,INFERIOR VENA CAVA FILTER RETRIEVAL,7700,8470,35330-00-01
FMSUR-3021,FEMORO-POPLITEAL BYPASS BELOW KNEE,7700,8470,32751-01-01
FMURO-0201,URETRO CALYCOSTOMY RECONSTRUCTION,7700,8470,90366-00-00
FMPSDP0032,LASER HAIR REMOVAL A FULL BODY,7656,8422,45025-02-00
FMENTE4023,REVISION STAPEDECTOMY,7651,8417,41608-00-02
FMENTE5002,DECOMPRESSION OF TEMPORAL PORTION OF THE 7TH NERVE,7651,8417,41569-00-00
FMENTS0012,RADICAL MAXILLECTOMY,7651,8417,45596-00-00
FMENTS0019,BONY TUMPURS OF NASAL SINUSES- MALIGNANT,7651,8417,41737-03-00
FMNEU-0016,CRANIOTOMY R/L FRONTAL,7651,8417,39721-00-00
FMNEU-0022,INTERPEDICULAR PLATE FUSION,7651,8417,48660-00-00
FMNEU-0023,INTERSPINOUS PLATE FUSION,7651,8417,99999-99-99
FMNEU-0031,AV MALFORMATION OF BRAIN & SPINAL CORD,7651,8417,40318-00-00
FMNEU-0032,EXCSION OF CRANIAL PHARYNGIOMA,7651,8417,39712-02-00
FMNEU-0040,EXCISION OF ACOUSTIC NEUROMA,7651,8417,41575-00-00
FMNEU-0078,ANTERIOR CERVICAL FUSION ONE   LEVEL,7651,8417,40332-00-00
FMNEU-0079,ANTERIOR CERVICAL FUSION TWO   LEVELS,7651,8417,40335-00-00
FMNEU-0081,POSTERIOR CERVICAL FUSION,7651,8417,48642-00-00
FMNEU-0083,TETHERED CORD RELEASE,7651,8417,40112-00-00
FMSUR-2033,TOTAL GASTRECTOMY,7651,8417,30521-00-00
FMSUR-2083,ABDOMINO-PERINEAL RESECTN OF   RECTUM,7651,8417,32039-00-00
FMSUR-3036,CAROTID THROMBOEND ARTREC TOMY,7651,8417,33500-00-00
FMDNTO0010,GRADE III MALOCCL. 1ST DEPOSIT,7623,8386,963
FMDNTO0019,GRADE V MALOCCL. 2ND DEPOSIT,7623,8386,963
FMDNTS0247,MAXILLARY ORTHOGNATHIC SIMPLE,7590,8349,365
FMENTE6048,HEARING AID SCOPE6-132-BTE,7590,8349,96092-00-41
FMENTE6049,HEARING AID SCOPE6-POWER 140-BTE,7590,8349,96092-00-41
FMENTE6050,HEARING AID SCOPE6-133-BTE,7590,8349,96092-00-41
FMENTE6072,HEARING AID SCOPE-6-129-ITE,7590,8349,96092-00-41
FMENTE6073,HEARING AID SCOPE 6-123-ITC,7590,8349,96092-00-41
FMENTE6074,HEARING AID SCOPE 6-121-CIC,7590,8349,96092-00-41
FMPTD-0048,SWIMM.LESS.12 TIMES/MO.12 MOS.,7568,8325,96129-00-00
FMORT-0689,SACRO ILIAC JOINT ARTHRODESIS,7508,8259,49300-00-00
FMCTS-0053,CORRECTION OF SIMPLE CONGENITAL HEART DISEASE,7469,8216,99999-99-99
FMDNTS0279,ORBITAL FLOOR RECONSTRUCTION,7469,8216,45590-00-01
FMLAB-2134,IMMUNO HISTOCHEMISTRY PANEL (15MARKERS),7469,8216,73200-08-40
FMOPT-1005,POSTERIOR VITRECTOMY + SILICON,7469,8216,42719-01-01
FMORT-0757,POLICIZATION OF THE INDEX FINGER,7469,8216,46507-00-01
FMPDS-0089,CLEFT  PALATE (INCOMPLETE),7469,8216,45707-00-00
FMORT-0196,LUMBAR SPINAL FUSION,7458,8204,48642-00-00
FMORT-0339,HEMIPELVECTOMY,7458,8204,44373-00-00
FMENTE0024,FITTING OF HEARING AID CLUB 65,7370,8107,96092-00-41
FMENTE0027,HEARING AID FITTING COLIBRIE I I,7370,8107,96092-00-41
FMENTE0028,HEARING. AID FITTING COLIBRIE I I,7370,8107,96092-00-41
FMENTE6018,HEARING AID PHILIPS S1594,7370,8107,96092-00-41
FMENTE6019,HEARING AID PHILIPS S41KH,7370,8107,96092-00-41
FMENTE6020,HEARING AID PHILIPS S46-O,7370,8107,41557-02-01
FMORW-0066,KNEE ORTHOSIS FREE KNEE RADL,7343,8078,96092-00-00
FMORW-0068,KNEE ORTHOSIS DONJOY,7343,8078,96092-00-00
FMODT-0072,GRADE 1 MALOCCL. 1ST DEPOSIT,7315,8047,963
FMODT-0083,GRADE III MALOCCL. 2ND DEPOSIT,7315,8047,963
FMDNTS0089,SURGICAL EXCISION OF MALIGNANT TUMOUR MEDIUM,7277,8005,371
FMIVF-0013,REPEATED IVF-B-PACKAGE DEAL (LAP.),7277,8005,99999-99-99
FMNEU-0090,TRANSNASAL HYPOPHYSIOTOMY,7277,8005,39715-01-00
FMOBG-0039,RADICAL HYSTERECTOMY,7277,8005,35667-00-00
FMOBG-0114,BREAST LIFTING,7277,8005,45556-00-01
FMOBG-0118,AUGMENTATION OF MAMMOPLASTY,7277,8005,45524-00-00
FMOBG-0120,ABDOMINAL LIPOIDECTOMY,7277,8005,30165-00-00
FMDNTO0069,MALOCCLUSION..,7249,7974,963
FMODT-0119,MALOCCLUSION..,7249,7974,963
FMORT-9975,HIP HEMI ARHROPLASTY,7249,7974,49315-00-00
FMPDS-0093,UNILATERAL CLEFT LIP REPAIR,7249,7974,45677-00-00
FMPDS-0096,BILATERAL URETERIC REIMPLANTATION,7249,7974,36588-03-00
FMPDS-0099,LAPAROSCOPIC CHOLECYTECTOMY,7249,7974,30445-00-00
FMPDS-0109,CLOSURE OF VESICOSTOMY AND FULGRATN  POSTERIOR URETHRAL VALV,7249,7974,37023-01-00
FMPDS-0114,OPEN ADRENALECTOMY,7249,7974,36500-01-00
FMPDS-0122,LAPAROSCOPIC GASTROSTOMY,7249,7974,30375-07-00
FMPDS-0125,PARATHYRODECTOMY,7249,7974,30315-01-00
FMPDS-0126,CITROPLASTY,7249,7974,99999-99-99
FMPDS-0138,CLEFT LIP OR PALATE REVESION,7249,7974,45695-00-00
FMNEU-9928,LUMBAR DISC 2 LEVELS,7238,7962,48636-00-00
FMXRY-0910,PERCUTANEOUS NEPHROSTOMY,7238,7962,36552-00-01
FMOBG-0221,SUCCTION EVACUATION,7216,7938,16564-01-00
FMDNTS0249,MANDIBULAR ORTHOGNATHIC MEDIUM,7161,7878,366
FMDNTS0260,ORBITAL FLOOR REDUCTION,7161,7878,45590-00-01
FMNSCA0042,ENDOSCOPIC INTERBODY FUSION (LU),7161,7878,48660-00-00
FMNSCA0062,COMBINED ANTERIOR AND POSTERI-,7161,7878,99999-99-99
FMNSCA0063,EXCISION OF SACRUM,7161,7878,32036-00-00
FMORT-0062,COMBINED ANTERIOR AND  POSTERI,7161,7878,99999-99-99
FMORT-0063,EXCISION OF  SACRUM,7161,7878,99999-99-99
FMORT-0727,ENDOSCOPIC INTERBODY FUSION ( LU ),7161,7878,99999-99-99
FMORT-9908,ARTHROSCOPY SHOULDER (SURGICAL),7161,7878,48945-00-01
FMNEU-9910,NERVE ROOT TUMOR,7150,7865,90016-01-00
FMORT-0867,OPEN REDUCT INTERNAL FIXATION OF Rt TIBIA & FIBULA,7150,7865,47566-01-01
FMORT-0868,OPEN REDUCT INTERNAL FIXATION OF Lt TIBIA & FIBULA,7150,7865,47566-01-01
FMPDS-0163,BILATERAL HIGH LIGATION OF PROCESS VAGINAL,7150,7865,99999-99-99
FMSUR-2161,ILIAC ARTERY ANGIOPLASTY WITHOUT STENTING,7150,7865,35303-06-00
FMSUR-3049,VENOUS ANGIOPLASTY WITH SINGLE STENT,7150,7865,35309-08-00
FMXRY-0918,BILATERAL LEG ARTERIOGRAM,7040,7744,59970-03-00
FMXRY-0921,PULMONARY ARTERIOGRAM,7040,7744,59970-04-00
FMXRY-0940,IVC GRAM,7040,7744,99999-99-99
FMXRY-0944,NON-TUNNLED LINE PLACEMENT,7040,7744,13815-00-00
FMXRY-0957,FALLOPIAN TUBE RECANALIZATION,7040,7744,90434-00-01
FMENTE6051,HEARING AID SCOPE4-127-BTE,7029,7732,96092-00-41
FMENTE4014,MASTOIDECTOMY - REVISION,7007,7708,41557-00-01
FMENTE4021,REVISION TYMPANOPLASTY,7007,7708,41533-01-01
FMENTE6025,LASER STAPEDECTOMY,7007,7708,41608-00-01
FMURO-0119,LITHOTRIPSY (GRADE C),7007,7708,92199-00-00
FMCTSS0003,SURGICAL FIX. OF FLAIL CHEST,6930,7623,90610-00-00
FMNEU-0110,IMPLANTATION OF INTRATHECAL ELECTRODES,6930,7623,39130-00-00
FMNEU-0119,STEREOTACTIC GUIDED CRANIOTOMY,6930,7623,40803-00-00
FMNEU-0121,THORACIC DISC EXCISION TRANSTH ORACIC,6930,7623,40300-00-00
FMNEU-0133,CORTICAL RESECTION-EXTRA-TEMP  EPILEPSY,6930,7623,41587-00-01
FMNEU-0143,CERVICAL CORPECTOMY,6930,7623,40315-00-00
FMPDS-0063,PORTOENTEROSTOMY (BILIARY ATRESIA),6930,7623,43978-00-00
FMOPTE0025,Squint  Bilateral,6908,7599,42833-01-00
FMCTS-1002,ATRIAL SEPTAL DEFECT CLOSURE,6875,7563,38742-02-00
FMOBG-0225,CLASSICAL REPAIR + KELLY'S SUTURE,6875,7563,90364-00-00
FMORT-0838,ADJUVANT THERAPY FOR BEGNING TUMOR WITH LIQUID NITROGEN,6875,7563,90609-00-00
FMORT-0851,SELECTIVE ROOT BLOCK MULTIPLE,6875,7563,99999-99-99
FMORT-0870,ORIF FOR DISLOCATION TALUS,6875,7563,47615-02-01
FMPSD-0040,LIPOSUCTION AROUND BOTH KNEE,6875,7563,45584-00-00
FMPSDK0081,ORBITAL DISSECTION AND FIXATION OF ORBITAL FRACTURE,6875,7563,45590-00-01
FMSUR-1061,FEMORAL THROMBECTOMY & ENDARTRECTOMY WITH PTEF PATCH,6875,7563,33806-09-01
FMSUR-1066,BILATERAL TRANS-KNEE DISARTICULATION,6875,7563,44367-01-00
FMSUR-9110,COMPLETION THYROIDECTOMY,6875,7563,30296-01-00
FMSUR-9125,EXCISION BIOPSY OF BILATERAL BREAST MASSES,6875,7563,31500-00-02
FMURO-1002,RADICAL ORCHIECTOMY,6875,7563,30641-00-00
FMXRY-0230,CAROTID ATERY UNILATERAL 1ST.R,6831,7515,59970-02-00
FMENTE0032,FITTING HEARING AID AUDIOFLEX  120,6820,7502,96092-00-41
FMENTE6096,HEARING AID DREAM-D2-CIC-64,6820,7502,96092-00-41
FMENTE6097,HEARING AID DREAM-D2-XP-ITE-67,6820,7502,96092-00-41
FMERDC0024,AMBULANCE W / NURSE & DOCTOR (MADINAH TO AL QASIM),6820,7502,83500-00-80
FMLAB-9985,PRE - TRANSPLANT PROFILE - II,6798,7478,73050-47-40
FMNEU-0170,EXCISION OF SPINAL CORD TUMOUR,6798,7478,99999-99-99
FMSUR-7017,INFROPOPLITEAL ANGIOPLASTY,6798,7478,33818-05-01
FMSUR-9080,ESOPHAGEAL REPLACEMENT,6710,7381,30490-01-00
FMDNTS0131,TOTAL GLOSSECTOMY,6677,7345,41779-01-00
FMDNTS0141,TRANSPOSITION FLAP (LARGE),6677,7345,45239-00-00
FMDNTS0169,OSTEOTOMY SAGITTAL INTRA-ORAL,6677,7345,45720-00-00
FMDNTS0170,OSTEOTOMY SEGMENTAL MANDIBLE,6677,7345,45720-00-00
FMDNTS0172,OSTEOTOMY VERTICAL RAMUS,6677,7345,45726-00-00
FMDNTS0173,CONDYLECTOMY,6677,7345,99999-99-99
FMDNTS0177,OSTEOTOMY MAXILLA TOTAL,6677,7345,45720-01-00
FMDNTS0183,GRAFTING HARD TISSUE (LARGE),6677,7345,45841-00-00
FMORW-0003,ORTHOSIS III,6677,7345,96092-00-31
FMORW-0061,BELOW KNEE ORTHOSIS THERMOPLAS T,6677,7345,96092-00-00
FMPSDH0015,FINGER IMPLANTATION,6677,7345,45794-07-01
FMPSYB0022,PSYCHIATRY PACKGE III (5 DAYS),6677,7345,83600-01-70
FMIVF-0007,IVF-B-PACKAGE DEAL (UDOR),6672,7340,99999-99-99
FMPDS-0048,TRACHEO-ESOPHAGEAL FISTULA,6672,7340,43900-00-00
FMPDS-0054,"OMPHALOCELE, MAJOR",6672,7340,43870-00-00
FMNSCA0052,ANTERIOR RELEASE AND INSTRUME-,6666,7333,99999-99-99
FMORT-0717,ANTERIOR RELEASE AND INSTRUME,6666,7333,99999-99-99
FMODT-0075,GRADE 1 MALOCCLUSION 1ST DEPOSIT,6655,7321,963
FMORT-0191,ATLAS AXIS SPINAL FUSION,6622,7285,48660-00-00
