S/No,ItemCode,Name,Price/ Unit,price of 1/2/2021,price of 1/2/2022,GMDN 1,GMDN 2,GMDN 3
215,MS-C-000851,CANNULA AORTIC SIZE 24FR CALMED,200.0,220,242,64001,,
216,MS-C-000891,CANNULA VENOUS SINGLE STAGE 34FR,490.0,539,593,34905,64574.0,
217,MS-C-000904,CUTTER-1 CRANIOTOME STRAIGHT FOR HI-LINE XS AESCULAP #GE429SU,1401.3,1542,1697,16224,,
218,MS-C-000906,CUTTER-2 CRANIOTOME STRAIGHT FOR HI-LINE XS AESCULAP #GE529SU,1401.3,1542,1697,16224,,
219,MS-C-000907,CUTTER-3 CRANIOTOME SPIRAL FOR HI-LINE XS AESCULAP #GE620R,1200.0,1320,1452,46275,44805.0,
220,MS-C-000912,CANNULA TWIST-IN 8.25MMx7CM I.D. ARTHREX #AR-6530-PC,280.0,308,339,60478,,
221,MS-C-000932,CANNULA SUCTIONING SUBGLOTTIC BLUE BLOM. SIZE 8 PULMODYNE #313-50-080,188.65,208,229,36894,,
222,MS-C-000960,CATHETER SILICONE 22 FR. 3 WAY WITH HYDROPHILIC COATING  PORGES/COLOPLSET #XB6122,262.5,289,318,46629,,
223,MS-C-000961,CATHETER SILICONE 24 FR. 3 WAY WITH HYDROPHILIC COATING  PORGES/COLOPLSET #XB6124,262.5,289,318,46629,,
224,MS-C-000974,CAGE PEEK 12X26MM MEDTRONIC #2991226INT,5250.0,5775,6353,60762,,
225,MS-C-000979,CLAMP FEMALE 2 HOLES TIPMED #041818,185.0,204,225,30105,,
226,MS-C-000980,CLAMP FEMALE 3 HOLES TIPMED #041825,273.0,301,332,44759,,
227,MS-C-000996,CLAMP SUPPORT MALE 2 HOLES TIPMED #041764,150.0,165,182,44759,,
228,MS-C-000997,CLAMP SUPPORT MALE 3 HOLES TIPMED #041771,280.0,308,339,35595,,
229,MS-C-000998,CLAMP SUPPORT MALE 4 HOLES TIPMED #041788,437.5,482,531,35595,,
230,MS-C-001000,CATHETER 3 WAY WITH 3 MALE CONNECTOR ARROW#20033,2625.0,2888,3177,32031,,
231,MS-C-001002,CONNECTOR OBLIQUE SUPPORT 58MM TIPMED #041849,903.0,994,1094,60538,,
232,MS-C-001003,CONNECTOR OBLIQUE SUPPORT 82MM TIPMED #041856,1023.0,1126,1239,60538,,
233,MS-C-001006,CUP END F/HALF PIN 4.0MM TIPMED #200932,612.5,674,742,56642,,
234,MS-C-001007,CUP END F/HALF PIN 5.0MM TIPMED #200949,612.5,674,742,56642,,
235,MS-C-001008,CUP END F/HALF PIN 6.0MM TIPMED #200956,612.5,674,742,56642,,
236,MS-C-001033,CAPSTONE PEEK INT 10x26MM MEDTRONIC# 2991026INT,5250.0,5775,6353,38161,,
237,MS-C-001083,COVER MICROSCOPE DYRTILR 265CM MOLLER WEDEL #190303,502.43,553,609,12535,58976.0,
238,MS-C-001094,CATHETER CONDOM ULTRAFLEX  SIZE 34/36MM ROCHESTER,7.0,8,9,48157,,
239,MS-C-001128,"CASSETTE ULTRASOUND FMS PAK, 0.9MM, ABS TIP 30D KELMAN F/PHACO INFINITY MACHINE ALCON# 8065-7410-87",1081.5,1190,1309,14473,,
240,MS-C-001139,CHAIR COMMODE S/S WITH ADJUSTABLE LEGREST AND CASTERS MAXHEALTH #HE-2081000P,1840.0,2024,2227,40539,,
241,MS-C-001143,CATHETER PASSER DISPOSABLE SUBCUTANEOUS MEDTRONIC #48409,1350.0,1485,1634,61524,,
242,MS-C-001144,CAPSTONE PEEK 8 X 22MM SOFAMOR DANEK #2990822INT,6300.0,6930,7623,38161,,
243,MS-C-001147,CATHETER ANGIOGRAPHIC TIGER RIGHT 100CM TERUMO #RH*6TR4000M,455.0,501,552,10688,,
244,MS-C-001150,CATHETER  IVUS EAGLE EYE VOLCANO #85900PST,5000.0,5500,6050,48098,,
245,MS-C-001155,CATHETER MALECOT REENTRY 18FR X 30CM GEOTEK #GRM1830,598.5,659,725,58795,,
246,MS-C-001156,CATHETER MALECOT REENTRY 20 FR X 30CM GEOTEK #GRM2030,598.5,659,725,58795,,
247,MS-C-001157,CATHETER URETERAL 3FR X 70CM OPEN TIP GEOTEK #GUC370-OE,119.7,132,146,34926,,
248,MS-C-001158,CATHETER URETERAL 4FR X 70CM OPEN TIP GEOTEK #GUC470-OE,119.7,132,146,34926,,
249,MS-C-001159,CATHETER URETERAL 5FR X 70CM OPEN TIP GEOTEK #GUC570-OE,119.7,132,146,34926,,
250,MS-C-001178,CLIP ENDO II AUTOSUTURE 10MM MEDIUM/LARGE COVIDIEN #176657,900.0,990,1089,10904,,
251,MS-C-001180,CEMENT FENESTRATED SOFAMOR # 7480724,1300.0,1430,1573,35217,,
252,MS-C-001193,"CATHETER CENTRAL VENOUS 3 LUMEN 7FR X 15CM, 0.035-70 J GUIDE AXEL MEDICAL #63715S",287.5,317,349,36257,,
253,MS-C-001194,"CATHETER CENTRAL  VENOUS 3 LUMEN 7FRX20CM,  I0.035-70 J GUIDE AXEL MEDICAL #63720S",287.5,317,349,36257,,
254,MS-C-001195,CATHETER HEMODIALYSIS SET 2 LUMEN 12FR X 16CM AXEL MEDICAL #62817,500.0,550,605,46979,,
255,MS-C-001196,CATHETER HEMODIALYSIS  SET 2 LUMEN 12FRX20CM AXEL MEDICAL #62821,500.0,550,605,46979,,
256,MS-C-001201,CATHETER I.V ANGIOCATH NEEDLE G16 F/ SPECIAL PLACEMENT BD #382259,157.5,174,192,10688,,
257,MS-C-001210,CUSTOM PACK PEDIATRIC ARTERIAL ¼ X 3/8 VENOUS,2406.25,2647,2912,44772,,
258,MS-C-001362,CENTERPIECE 16X23MM T2 ALTITUDE SOFAMOR # 9391623,12705.0,13976,15374,34170,,
259,MS-C-001410,CAGE 5.5MM INTRABODY OSSEOFIX ALPHATEC SPINE #21298-45,9130.5,10044,11049,61230,61958.0,
260,MS-C-001453,CANCELLOUS BLOCK 20X20X30MM # T00170INT,7227.5,7951,8747,17751,,
261,MS-C-001458,CATHETER THORACIC R.ANGLE W/OUT TROCAR 28FR,122.5,135,149,61492,,
262,MS-C-001463,CATHETER QUAD MULTI-CATH 4J 6FRX5MM BIOTRONIK#351185,1837.5,2022,2225,17846,,
263,MS-C-001465,CABLE PATIENT MPK 4-R/ 2.0 F/ MULTI CATH BIOTRONIK#353177,3062.5,3369,3706,61629,,
264,MS-C-001489,CORTEX SCREW 3.5x14MM SELF TAPPING SYNTHES #204.814,210.0,231,255,56642,,
265,MS-C-001495,CATHETER MICRO FINECROSS 0.014¿,3500.0,3850,4235,48142,,
266,MS-C-001531,CANNULA NASAL OXYGEN SIZE INFANT,10.5,12,14,35201,,
267,MS-C-001551,CANISTER INFOVAC W/ GEL 500ML KCI #M8275063/10,900.0,990,1089,42446,,
268,MS-C-001559,CUP VARIO F.HEAD 24MM. LINK# 107-210/42,4550.0,5005,5506,56642,,
269,MS-C-001613,CRT-P PRO MRI ETRINSA 8 HF ¿T DEVICE SYSTEM BIOTONIK#405362,45000.0,49500,54450,47263,,
270,MS-C-001643,CANNULA ARTERIAL FEMORAL 21FR MEDTRONIC#96570-021,2450.0,2695,2965,64001,,
271,MS-C-001644,CANNULA VENOUS FEMORAL 25FR MEDTRONIC#96370-025,2975.0,3273,3601,34905,,
272,MS-C-001711,CRTD ITREVIA 5 HF-T-QP PRO MRI BIOTRONIK # 402657,113490.0,124839,137323,47263,,
273,MS-C-001715,CATHETER VENTRICULAR MICROSENSOR KIT CODMAN #826633,7602.0,8363,9200,64442,,
274,MS-C-001798,CANNULA SPINAL RICHARD WOLF # 49220.1215,210.7,232,256,32579,,
275,MS-C-001804,CONNECTOR TRANSVERS (NS3) SIZE 37-41MM IRINE # T04833741,1144.572,1260,1386,60538,,
276,MS-C-001805,CONNECTOR TRANSVERS (NS3) SIZE 41-48MM IRINE #T04834148,1144.572,1260,1386,60538,,
277,MS-C-001806,CONNECTOR TRANSVERS (NS3).SIZE 46-58MM IRINE #T04834658,1144.572,1260,1386,60538,,
278,MS-C-001807,CONNECTOR TRANSVER (NS3).SIZE 53-73MM IRINE #T04835373,1144.572,1260,1386,60538,,
279,MS-C-001821,CANNULA TWIST-IN 7MMX7CM LONG W/NO-SQUIR CAP ARTHREX# AR-6570,280.0,308,339,60478,,
280,MS-C-001822,CANNULA TWIST-IN 6MMX7CM ARTHREX# AR-6535,455.0,501,552,61510,,
281,MS-C-001823,COR-KNOT MINIMAL INVASIVE KIT W/ 5MM APPLICATOR AND 12 QUICK LOAD PETER SURGICAL#030925,8407.5,9249,10174,45213,,
282,MS-C-001902,CATHETER THORACIC STRAIGHT W/O TROCAR 24FR POLYMED,98.0,108,119,10729,,
283,MS-C-001921,CATHETER VASCULAR SUPPORT RUBICON 150CM ALL SIZES BOSTON SCIENTIFIC #H749392390,6615.0,7277,8005,36257,,
284,MS-C-001935,CABLE BIPOLAR CONNECTING ERBE #20196-045,1028.58,1132,1246,32684,57944.0,
285,MS-C-001937,CONNECTOR LATERAL 30MM 5.5/6.35 CLS SOFAMOR # 7041330,3272.5,3600,3960,60538,,
286,MS-C-001952,CATHETER FLEBOGRIF SET W/AETHOXYSKLEROL FOAM F/VARICOSEVEIN BALTON # FLE6F,4800.0,5280,5808,62232,,
287,MS-C-001954,CUP ACETABULAR MULTIHOLE 54MM J&J #1217-20-054,6352.5,6988,7687,56642,,
288,MS-C-002008,CATHETER DIAGNOSTICS JUDKINS  ALL SIZES,262.5,289,318,10691,,
289,MS-C-002009,CATHETER GUIDING ALL SIZES,840.0,924,1017,17846,,
290,MS-C-002024,CANNULA VENOUS SINGLE STAGE STRAIGHT TIP 26FR MEDTRONIC# 66126,720.0,792,872,34905,,
291,MS-C-002025,"CANNULA ARTERIAL ELONGATED VENTED 3/8"" 18FR MEDTRONIC# 77418",1200.0,1320,1452,64001,,
292,MS-C-002035,CAGE THORACIC & LUMBAR 23 X 9 X 9 IRENE # P06050923,2513.085,2765,3042,61230,61958.0,
293,MS-C-002036,CAGE THORACIC & LUMBAR 23 X 9 X 11 IRENE # P06051123,2513.085,2765,3042,61230,61958.0,
294,MS-C-002037,CAGE THORACIC & LUMBAR 23 X 9 X 10 IRENE # P06051023,2513.085,2765,3042,58336,,
295,MS-C-002038,CANNULA SELF RETAINING SYSTEM W/DISPOSABLE CANNULATED OBTURATOR 8.25MM X 9CM ARTHREX # AR-6572,645.0,710,781,61510,58752.0,
296,MS-C-002042,CATHETER PORT PEDIA TITANIUM INTRO. TRAY W/PEEL BARD # 0605550CE,3937.5,4332,4766,58925,,
297,MS-C-002045,CAP F/ SECTRETION JAR 700ML W/ OVERFLOW SAFEGUARD DRAGER # 2M85011,622.5,685,754,47544,,
298,MS-C-002046,CONTACT LENS PROCLEAR DAILY SPHERE ALL SIZES,297.5,328,361,16581,,
299,MS-C-002051,"CHIPS CANCELLOUS CRUSHED 1-8MM 5CC, LIFENET # PCAN5",1800.0,1980,2178,17751,,
300,MS-C-002052,CANNULA TWIST-IN 8.25MM X 9CM ARTHREX # AR-6540,525.0,578,636,61510,,
301,MS-C-002053,CAGE LUMBAR THORACIC IRINE # A23000,31192.98,34313,37745,61230,61958.0,
302,MS-C-002088,CUP COMBI F/HIP SIZE 44 LINK # 182-001/44,8925.0,9818,10800,35661,,
303,MS-C-002090,CUP COMBI F/HIP SIZE 48 LINK # 182-001/48,3600.0,3960,4356,35661,,
304,MS-C-002093,CUP COMBI F/HIP SIZE 54 LINK # 182-001/54,8750.0,9625,10588,35661,,
305,MS-C-002102,CANNULA SIMCOE 23G/23G STD. OPT DISP. SURGISTAR # 161571,262.5,289,318,35201,,
306,MS-C-002106,CATHETER VASCULAR SEEKER CROSSING SUPPORT DIFF. SIZE BARD #SKXXX,2625.0,2888,3177,62551,,
307,MS-C-002107,CEMENTLESS PROSTHESIS SYSTEM SIZE 3 LENGTH 210 . LINK # 172-921/18,7800.0,8580,9438,58951,,
308,MS-C-002109,CAGE PEEK VBM 10/22MM SOFAMOR DANEK MEDTRONIC # 2991022INT,6300.0,6930,7623,60762,,
309,MS-C-002111,CANNULA BUTTON PASSTPORT 8 MM X 6 CM . ARTHREX # AR-6592-08-60,1540.0,1694,1864,35201,,
310,MS-C-002114,CAGE PEEK 10/32MM CAPSTONE MEDTRONIC # 2991032INT,6300.0,6930,7623,61230,61958.0,
311,MS-C-003374,CATHETHER PASSER 38CM MEDTRONIC # 48407,1500.0,1650,1815,35965,,
312,MS-C-003375,"CSF-VENTRICULAR RESERVIOR,BURR HOLE 12MM MEDTRONIC # 44111",3500.0,3850,4235,61375,,
313,MS-C-003378,CUP PINNACLE MULTIHOLE 56MM. JOH. & JOH. # 1217-20-056,6475.0,7123,7836,56642,,
314,MS-C-003392,CATHETER GUIDING GUIDE LINER SPECIAL MEDICAL TECH. # 5571,7000.0,7700,8470,17846,,
315,MS-C-003403,CHIPS 30CC CANCELLOUS CRUSHED. LIFENET # PCAN30410,4025.0,4428,4871,48016,,
316,MS-C-003404,CANNULA WITH DISPOSABLE OBTURATOR 7.0 X 85MM. CONMED # C7360,800.0,880,968,12789,,
317,MS-C-003408,CLIP MEDIUM-LARGE 3-10MM  VAS-Q-CLIP # 2231,624.9985,688,757,56711,,
318,MS-C-003409,CLIP LARGE 5-13MM  VAS-Q-CLIP # 2232,674.9995,743,818,56711,,
319,MS-C-003410,CLIP EXTRA LARGE 7-16MM VAS-Q-CLIP # 2233,621.429,684,753,36126,,
320,MS-C-003413,CANNULA THREADED NO-SQUIRT CAP 8.25MM X 9CM LONG. ARTHREX # AR-6575-09,406.0,447,492,61510,,
321,MS-C-003414,CROSSLINK 5.5 TI 39-45MM L.P. MEDTRONIC # 8115539,4882.5,5371,5909,64253,,
322,MS-C-003424,"CDH LEGACY 5.5X45 MM MAS, TI MEDTRONIC # 75445545",2450.0,2695,2965,46651,,
323,MS-C-003442,CUP 58MM PINNACLE MULTHIHOLEII . JOH. & JOH. # 121720058,6475.0,7123,7836,56642,,
324,MS-C-003450,CAGE THORACIC & LUMBAR 23X9X7. IRENE # P06050723,2514.0,2766,3043,60762,,
325,MS-C-003451,CAGE THORACIC & LUMBAR 27X9X7. IRENE # P06050727,2514.0,2766,3043,60762,,
326,MS-C-003452,CAGE THORACIC & LUMBAR 23X9X8. IRENE # P06050823,2514.0,2766,3043,60762,,
327,MS-C-003453,CAGE THORACIC & LUMBAR 27X9X8. IRENE # P06050827,2514.0,2766,3043,60762,,
328,MS-C-003454,CAGE THORACIC & LUMBAR 27X9X9. IRENE # P06050927,2514.0,2766,3043,60762,,
329,MS-C-003455,CAGE THORACIC & LUMBAR 27X9X10. IRENE # P06051027,2514.0,2766,3043,60762,,
330,MS-C-003456,CAGE THORACIC & LUMBAR 27X9X11. IRENE # P06051127,2514.0,2766,3043,61230,61958.0,
331,MS-C-003479,CAGE CERVICAL 4X14X12 . SANYO # 61580412,1776.0,1954,2150,61230,60762.0,
332,MS-C-003480,CAGE CERVICAL 4X14X14 . SANYO # 61580414,1776.0,1954,2150,61230,61958.0,
333,MS-C-003481,CAGE CERVICAL 5X14X12 . SANYO # 61580512,1776.0,1954,2150,38161,,
334,MS-C-003482,CAGE CERVICAL 5X14X14 . SANYO # 61580514,1776.0,1954,2150,38161,,
335,MS-C-003483,CAGE CERVICAL 6X14X12 . SANYO # 61580612,1776.0,1954,2150,61230,61958.0,
336,MS-C-003484,CAGE CERVICAL 6X14X14 . SANYO # 61580614,1776.0,1954,2150,61230,61958.0,
337,MS-C-003485,CAGE CERVICAL 7X14X12 . SANYO # 61580712,1776.0,1954,2150,61230,61958.0,
338,MS-C-003486,CAGE CERVICAL 7X14X14 . SANYO # 61580714,1776.0,1954,2150,61230,61958.0,
339,MS-C-003487,CANNULA RETROGRADE CARDIOPLEG MEDTRONIC # 94995,1000.0,1100,1210,47799,,
340,MS-C-003494,CATHETER CLOSED DUAL LUMEN SUCTION SIZE 12,140.0,154,170,46979,,
341,MS-C-003495,CATHETER SUCTION CLOSED TRACHEOSTOMY 12,140.0,154,170,14099,16779.0,
342,MS-C-003505,CAGE LUMBAR 8X10X28 . SANYO # 61480828,2290.5,2520,2772,61958,60762.0,
343,MS-C-003506,CAGE LUMBAR 8X10X30 . SANYO # 61480830,2290.5,2520,2772,61230,61958.0,
344,MS-C-003507,CAGE LUMBAR 10X10X28 . SANYO # 61481028,2290.5,2520,2772,61958,60762.0,
345,MS-C-003508,CAGE LUMBAR 10X10X30 . SANYO # 61481030,2290.5,2520,2772,61230,61958.0,
346,MS-C-003509,CAGE LUMBAR 12X10X28 . SANYO # 61481228,2290.5,2520,2772,61230,60762.0,
347,MS-C-003510,CAGE LUMBAR 12X10X30. SANYO # 61481230,2290.5,2520,2772,61958,,
348,MS-C-003511,CAGE LUMBAR 14X10X28 . SANYO # 61481428,2290.5,2520,2772,61230,61958.0,
349,MS-C-003512,CAGE LUMBAR 14X10X30 . SANYO # 61481430,2290.5,2520,2772,61230,61958.0,
350,MS-C-003539,"CATHETER GUIDING OPEN ALL SIZES,4037553C#CORDIS CORDIS # 4037553C",1080.0,1188,1307,37482,,
351,MS-C-003540,"CATHER TEMPO DIAGNOSTIC OPEN ALL SIZES,451414HO CORDIS # 451414HO",315.0,347,382,10688,46353.0,
352,MS-C-003541,"CATHETER OUTBACK REENTRY,CORDIS CORDIS # OTB59120A",18750.0,20625,22688,32584,,
353,MS-C-003544,CAP LONG M8X1X15MM. IRENE # T40210815,290.5,320,352,16082,,
354,MS-C-003545,CAP LONG M8X1X20MM. IRENE # T40210820,290.5,320,352,16082,,
355,MS-C-003546,CAP LONG M8X1X25MM. IRENE # T40210825,290.5,320,352,16082,,
356,MS-C-003547,CAP LONG M8X1X30MM. IRENE # T40210830,290.5,320,352,16082,,
357,MS-C-003558,CUP VARIO 4MMX28MM. JOH. & JOH. # 1035-43-000,6300.0,6930,7623,56642,,
358,MS-C-003608,CUP 52MM MULTIHOLE . JOH. & JOH. # 1217-20-052,3500.0,3850,4235,43167,,
359,MS-C-003630,CUP ACETABULAR BANTAM 46MM. JOH. & JOH. # 1217-20-046,3500.0,3850,4235,56642,,
360,MS-C-003631,CERAMIC ARTIC DELTA 28MM+1.5 . JOH. & JOH. # 136528310,6125.0,6738,7412,58937,,
361,MS-C-003638,CUP ACETABULAR MULTI-HOLE 48MM . JOH. & JOH. # 1217-20-048,5550.0,6105,6716,56642,,
362,MS-C-003646,CATHETER EKOSONIC ENDOVASCULAR DEVICE BRITISH TECHNOLOGY GROUP # 500-55112,30000.0,33000,36300,59223,,
363,MS-C-003656,CUP ACETABULAM TITANIUM CEMENTLESS 50MM. JOH. & JOH. # 121720050,6475.0,7123,7836,56642,,
364,MS-C-003662,CUP ACETABULAR SELF CENT 47X28 J&J # 103547000,5600.0,6160,6776,56642,,
365,MS-C-003677,CUP BIPOLAR 46MMX28 S.STEEL. HIPOKRAT # 166.0500,2250.0,2475,2723,56642,,
366,MS-C-003678,CUP BIPOLAR 42MM X 28 S.STEEL. HIPOKRAT # 166.0100,2250.0,2475,2723,56642,,
367,MS-C-003686,CAGE EXPONDABLE CENTER PIECE 19X23MM 19B. MEDTRONIC # 9391923,18360.0,20196,22216,61230,61958.0,
368,MS-C-003707,CATHER BERNSTEIN HYDROPHILIC 5F 125CM#MERIT#512538BER-H MERIT # 512538BER-H,1111.5,1223,1346,10735,,
369,MS-C-003713,CUP SCREW FIXATION FOR COMBI 6.5MMX20MM. LINK # 180-657/20,1050.0,1155,1271,56642,,
370,MS-C-003714,CUP PF 52MM MEDIUM. LINK # 182-001/52,7875.0,8663,9530,56642,,
371,MS-C-003715,CUP SCREW FIXATION FOR COMBI 6.5MMX25MM. LINK # 180-657/25,1050.0,1155,1271,56642,,
372,MS-C-003717,CONNECTOR TRANSVERSE 50MM (OCT) IRENE # T03030050,1344.0,1479,1627,60538,,
373,MS-C-003719,CABLE PATIENT F/ TEMPORARY PACEMAKER SINGLE CHAMBER BIOTRONIK # PK-83-B,3850.0,4235,4659,46076,,
374,MS-C-003723,CARTRIDGE TRI 2.0 SIGC60MT 60 MED THK PURPLE. MEDTRONIC # SIGC60MT,2537.5,2792,3072,45771,,
375,MS-C-003729,"CEMENT BONE RADIOPAQUE HIGH VISCOSITY, MEDTRONIC # C01A-INT",1300.0,1430,1573,35217,,
376,MS-C-003730,CUP CEMENTLESS TITANIUM REVISION IMPLANT OD 56MM L. LINK # 15-8350/50,6125.0,6738,7412,56642,,
377,MS-C-003749,CAP FLOW ART DISINFECTING F/ SWABABLE NEEDLE FREE VALVE ASSET MED # C101,4.31,5,6,61141,,
378,MS-C-003757,CORAIL CEMENTED STANDARD OFFSET SIZE 9 JOH. & JOH. # JOLOPL96409,6650.0,7315,8047,33178,,
379,MS-C-003758,CUP PINNACLE MULTIHOLE II 58MM JOH. & JOH. # JOLOP121720058,6475.0,7123,7836,56642,,
380,MS-C-003759,CHIPS CANCELLOUS LIFE NET PRESERVON  30CC AMICO MEDICAL INSTRUMENT CO. # PCAN30 410,4375.0,4813,5295,47257,,
381,MS-C-003760,CONICAL WASHER COUPLE HIPOKRAT # D158001000,24.5,27,30,61670,,
382,MS-C-003776,CONNECTOR MALE TEMPERED FROM SUCTION COVER TO SUCTION TUBE. OXYLITRE # S7525,136.5,151,167,60538,,
383,MS-C-003778,"CUBOID CERASORB, 10X10X20MM (CURASAN AG) CAT#9008.204.201 CURASAN AG - GERMANY # 9008.204.201",1400.0,1540,1694,18129,,
384,MS-C-003779,"CUBOID CERASORB, 10X20X20MM (CURASAN AG) CAT#9008.204.401 CURASAN AG - GERMANY # 9008.204.401",1758.0,1934,2128,18129,,
385,MS-C-003785,"CUP HEAD COMBI PF,PE INSERT W/SHOULDER SMALL 28MM. LINK # 182-152/01",6562.5,7219,7941,56642,,
386,MS-C-003802,CANNULA IV POLYMED # IV GAUGE 26,12.25,14,16,10729,,
387,MS-C-003810,CUP COMBI PF LARGE 54MM. LINK # 182-001/54,8925.0,9818,10800,56642,,
388,MS-C-003811,CONNECTOR TRANSVERSE CROSS 50-60MM. NUVASIVE # 7243050,5250.0,5775,6353,60538,,
389,MS-C-003819,CUP BIPOLAR HIP ALL SIZES HIPOKRAT # 166.XXXX,2625.0,2888,3177,56642,,
390,MS-C-003824,CONNECTOR CLS LAT 5.5/6.35X10MM. TITANIUM SOFAMOR DANEK. MEDTRONIC # 7041310,2940.0,3234,3558,60538,,
391,MS-C-003826,"CUP ACETABULAR W/SNAP POLYETHYLENE CEMENTED D 28,5MM X D56MM. LINK # 101-114",2000.0,2200,2420,56642,,
392,MS-C-003830,"CUP PF,PE COMBI INSERT W/SHOULDER ,SMALL 28MM. LINK # 182-152/01",6562.5,7219,7941,56642,,
393,MS-C-003848,CUP ACETABULAR SECTOR SHELL II 52MM OD. JOH. & JOH. # 1217-22-052,6475.0,7123,7836,43167,,
394,MS-C-003865,CUP SHELL II SECTOR ACTABULAR 50MM OD.JOH. & JOH. #1217-22-050,3500.0,3850,4235,43167,,
395,MS-C-003902,CANNULA NASAL PREMATURE F/ VAPOTHERM DEVICE VAPOTHERM #MN1100A,70.0,77,85,35201,,
396,MS-C-003903,CANNULA NASAL NEONATAL  F/ VAPOTHERM DEVICE VAPOTHERM #MN1100B,70.0,77,85,35201,,
397,MS-C-003907,CANNULA NASAL INFANT  F/ VAPOTHERM DEVICE VAPOTHERM #MN11300,70.0,77,85,35201,,
398,MS-C-003908,CANNULA NASAL INTERMIDIATE INFANT  F/ VAPOTHERM DEVICE VAPOTHERM #MI1300B,70.0,77,85,35201,,
399,MS-C-003909,CANNULA NASAL PEDIATRIC  PEDIATRIC SMALL  F/ VAPOTHERM DEVICE VAPOTHERM #MPS1500,70.0,77,85,35201,,
400,MS-C-003910,CANNULA PEDIATRIC ADULT SMALL  F/ VAPOTHERM DEVICE VAPOTHERM #MP1500,70.0,77,85,35201,,
401,MS-C-003929,CORD UNIPOLAR HIGH FREQUENCY 300CM STORZ#26005M,1004.0,1105,1216,58514,,
402,MS-C-003930,CAP BOTTLE GYNE 1.5 FOR SUCTION STORZ #20300034,3907.75,4299,4729,16617,,
403,MS-C-003931,COAGULATING GYNE ELECTRODE L 36CM STORZ#26775UE,1938.0,2132,2346,42325,,
404,MS-C-003932,CORD BIPOLAR HIGH FREQUENCY 400CM F/ AUTOCON III STORZ #UH801,1970.5,2168,2385,45213,,
405,MS-C-003933,CORD HIGH FREQUENCY F/ AUTOCON III STORZ #277KE,1344.0,1479,1627,45213,,
406,MS-C-003934,CORD HIGH FREQUENCY BIPOLAR F/ AUTOCON III STORZ #26176LE,1492.0,1642,1807,45213,,
407,MS-C-003935,CABLE CONTROL GYNE STORZ #20701070,1807.75,1989,2188,45213,,
408,MS-C-003947,COMPONENT FOR PROXIMAL FEMUR RS MUTRAS METEAPHSEAL HA 40MM. IMPLANTCAST # 67304221,14464.14,15911,17503,63995,,
409,MS-C-003948,"CUP ACETABULAR SHELL SECTOR II 58MM OD. JOH,JOH #1217-22-058",6475.0,7123,7836,56642,,
410,MS-C-003949,"CUP ACETABULAR SHELL SECTOR II 56MM OD. JOH,JOH #1217-22-056",6475.0,7123,7836,43167,,
411,MS-C-003951,CUP POLYETHYLENE ACETABULAR LINER NEUTRAL 36MM ID 56MM OD. TAMER #1221-36-056,3150.0,3465,3812,44362,,
412,MS-C-003957,CUP ACETABULAR SHELL MULTI-HOLE II 60MM OD. TAMER #1217-20-060,6475.0,7123,7836,56642,,
413,MS-C-003958,CONTACT LENS TORIC CLEAR SANTEX SANTEX #SANTR,825.0,908,999,16581,,
414,MS-C-003964,"CUP POLYETHLENE CEMENTED XL. JOH,JOH # 9655-13-245",7000.0,7700,8470,56642,,
415,MS-C-003965,"CUP ACETABULAR RECONSTRUCTION CEMENTED PROTRUSIO CAGE 58MM OD 53MM ID RIGHT. JOH,JOH # 1011-73-000",10500.0,11550,12705,56642,,
416,MS-C-003975,CATHETER VASCULAR PERIPHERAL GUIDE MACH 1MP1/55CM7FR BOSTON#M001197230,1600.0,1760,1936,36257,,
417,MS-C-003985,CATHETER PICC PERIPHERAL VASCULAR INSERTED CENTRAL  SINGLE LUMEN 3FR BARD #3173108D,2100.0,2310,2541,36257,,
418,MS-C-004007,"CUP POLYTHYLENE ACETABULAR LINER NEUTRAL 28MM ID 48MM OD  JOH ,JOH #1221-28-048",3500.0,3850,4235,56642,,
419,MS-D-000001,DISINFECTANT ISOPROPYL ALCOHOL 70% SPRAY 250ML SKINDESS/NAPHCARE,38.5,43,48,65043,,
420,MS-D-000087,DEVICE ASD OCCLUDER FIGULLA FLEX SIZE 24,13200.0,14520,15972,10760,,
421,MS-D-000122,DISINFECTANT CIDEX-OPA J&J #CX20391 3.78LTR/SEKUCID N-HENKEL#855590,0.213,1,2,47631,,
422,MS-D-000130,DRILL BIT SENTINEL SIZE 7MM LINVATEC #S8570,3131.63,3445,3790,63681,11332.0,
423,MS-D-000131,DRILL BIT SENTINEL  SIZE 8 MM LINVATEC #S8580,3131.63,3445,3790,63681,11332.0,
424,MS-D-000132,DRILL BIT SENTINEL  SIZE 9 MM LINVATEC #S8590,3131.63,3445,3790,63681,11332.0,
425,MS-D-000133,DRILL BIT SENTINEL  SIZE 10 MM LINVATEC #S8510,3131.63,3445,3790,63681,11332.0,
426,MS-D-000134,DRILL BIT SENTINEL  SIZE 11 MM LINVATEC #S8511,3131.63,3445,3790,63681,11332.0,
427,MS-D-000136,DRILL BIT W/STOPER CANNULATED SIZE 3.2MM IRINE #C08018,211.12,233,257,63681,11332.0,
428,MS-D-000137,DRILL BIT W/STOPER 2.8MM IRINE #C09005,263.9,291,321,32390,,
429,MS-D-000138,DRILL BIT W/STOPER 4.3MM IRINE #C09017,263.9,291,321,47863,,
