SERVICE CODE,CATEGORY,SERVICE DESCRIPTION,SGH DMM Price,type,Department,Unified code ,Service Description2,LOS,Type3,NPHIES Code (Hyphenated )2
4041014,C.V.T.,BILATERAL CAROTID AND VERTEBRAL ANGIOGRAM  ,8010.0,pk,SURGERY,FMSUR-3341,Bilateral Carotid And Vertebral Angiogram,1,PKG,90902-00-00
4041018,C.V.T.,"BYPASS, IN SITU, FEMORO-TIBIAL ARTERY",38448.0,pk,Cardiology,FMCAR-3025,"Bypass, In-Situ, Femoro-Tibial Artery",3,PKG,38500-04-00
4041022,C.V.T.,"CAROTICO-CAVERNOUS FISTULA CLOSURE INCLUDING THE BASIC MICROCATHETETER, MICROGUIDE WIRE AND THE FIRST COIL",35640.0,pk,SURGERY,FMSUR-3360,"Carotico-Cavernous Fistula Closure Including The Basic Microcatheteter, Microguide Wire And The First Coil",2,PKG,39815-00-00
4041023,C.V.T.,COIL ADDITIONAL EACH,9345.6,pk,SURGERY,FMSUR-3350,Each Additional : Coil,1,PKG,99999-99-99
4041032,C.V.T.,"ENDARTERECTOMY, VESSEL, CAROTID",44856.0,pk,Neurology ,NEU-0029,"Endarterectomy, Carotid Vessel",3,PKG,33500-00-00
4041034,C.V.T.,"ENDOVASCULAR INTRAARTERIAL FIBRINOLYSIS FOR CEREBROVASCULAR EMBOLIZATION / THROMBOSIS (SHORT SEGMENT <10 CM) INCLUDING THE BASIC MICROCATHETER, MICROGUIDE WIRE",36312.0,pk,SURGERY,FMSUR-3357,"Endovascular Intraarterial Fibrinolysis For Cerebrovascular Embolization / Thrombosis (Short Segment <10 Cm) Including The Basic Microcatheter, Microguide Wire",3,PKG,90223-01-00
4041035,C.V.T.,"ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – MUTIPLE VESSEL INCLUDING THE BASIC MICROCATHETER, MICROGUIDE WIRE",42559.8,pk,SURGERY,FMSUR-3359,"Endovascular Revascularization Of Cerebral Ischemia – Mutiple Vessel Including The Basic Microcatheter, Microguide Wire",3,PKG,35303-06-00
4041036,C.V.T.,"ENDOVASCULAR REVASCULARIZATION OF CEREBRAL ISCHEMIA – SINGLE VESSEL INCLUDING THE BASIC MICROCATHETER, MICROGUIDE WRIE",36312.0,pk,SURGERY,FMSUR-3358,"Endovascular Revascularization Of Cerebral Ischemia – Single Vessel Including The Basic Microcatheter, Microguide Wrie",3,PKG,90235-00-00
4041053,C.V.T.,"OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – LARGE ANEURYSMS (> 10 MM) INCLUDING THE BASIC MICROCATHER, MICROGUIDE WIRE AND THE FIRST COIL",89760.0,pk,SURGERY,FMSUR-3352,"Obliteration Of Cerebral Aneurysms By Coils – Large Aneurysms (> 10 Mm) Including The Basic Microcather, Microguide Wire And The First Coil",3,PKG,35412-00-00
4041054,C.V.T.,"OBLITERATION OF CEREBRAL ANEURYSMS BY COILS – MEDIUM ANEURYSMS (5 TO 10 MM) INCLUDING THE BASIC MICROCATHETER, MICROGUIDE WIRE AND THE FIRST COIL",81312.0,pk,SURGERY,FMSUR-3351,"Obliteration Of Cerebral Aneurysms By Coils – Medium Aneurysms (5 To 10 Mm) Including The Basic Microcatheter, Microguide Wire And The First Coil",3,PKG,35412-00-00
4041057,C.V.T.,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,27540.0,pk,SURGERY,FMSUR-3344,Percutaneous Transluminal Angioplasty (Pta) For Extracranial Cerebrovascular Stenosis With Balloon,4,PKG,35307-00-00
4041058,C.V.T.,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,37380.0,pk,SURGERY,FMSUR-3345,Percutaneous Transluminal Angioplasty (Pta) For Extracranial Cerebrovascular Stenosis With Stent,4,PKG,35309-06-00
4041059,C.V.T.,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR EXTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,23460.0,pk,SURGERY,FMSUR-3343,Percutaneous Transluminal Angioplasty (Pta) For Extracranial Cerebrovascular Stenosis Without Stent And Balloon,4,PKG,35303-06-00
4041060,C.V.T.,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH  BALLOON,45924.0,pk,SURGERY,FMSUR-3347,Percutaneous Transluminal Angioplasty (Pta) For Intracranial Cerebrovascular Stenosis With Balloon,4,PKG,35307-00-00
4041061,C.V.T.,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITH STENT,52332.0,pk,SURGERY,FMSUR-3348,Percutaneous Transluminal Angioplasty (Pta) For Intracranial Cerebrovascular Stenosis With Stent,4 including ICU ,PKG,35303-06-00
4041062,C.V.T.,PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA) FOR INTRACRANIAL CEREBROVASCULAR STENOSIS WITHOUT STENT AND BALLOON,37380.0,pk,SURGERY,FMSUR-3346,Percutaneous Transluminal Angioplasty (Pta) For Intracranial Cerebrovascular Stenosis Without Stent And Balloon,4 including ICU ,PKG,35303-06-00
4041063,C.V.T.,PERMICATH INSERTION FOR HEMODIALYSIS ,8448.0,pk,UROLOGY,FMURO-3045,Permicath Insertion For Hemodialysis,1,PKG,13815-01-00
4041081,C.V.T.,"REVISION, ARTERIOVENOUS FISTULA /  GORTEX",6230.0,pk,SURGERY,FMSUR-3362,"Revision, Arteriovenous Fistula / Gortex",1,PKG,34518-00-00
4041082,C.V.T.,"REVISION, ARTERIOVENOUS FISTULA / GORTEX",6230.0,pk,SURGERY,FMSUR-3362,"Revision, Arteriovenous Fistula / Gortex",1,PKG,34518-00-00
4041089,C.V.T.,SPINAL ANGIOGRAM,8010.0,pk,SURGERY,FMSUR-3342,Spinal Angiogram,1,PKG,57350-05-00
4051003,C.V.T.,AORTIC ROOT ANEURYSM RESECTION- BENTALL PROCEDURE EXCLUDING GRAFT,53400.0,pk,Cardiology,FMCAR-3079,Aortic Root Aneurysm Resection- Bentall Procedure Excluding Graft,3,PKG,38553-00-00
4051004,C.V.T.,AORTIC VALVE REPLACEMENT TISSUE RAPID DEPLOYMENT VALVE EXCLUDING VALVE. ,57850.0,pk,Cardiology,FMCAR-3077,Aortic Valve Replacement Tissue Rapid Deployment Valve Excluding Valve.,7,PKG,38489-01-00
4051005,C.V.T.,ASCENDING AORTIC ANEURYSM RESECTION- EXCLUDING GRAFT,53400.0,pk,Cardiology,FMCAR-3078,Ascending Aortic Aneurysm Resection- Excluding Graft,4,PKG,38550-00-00
4051012,C.V.T.,EXCISION OF MEDIASTINAL MASS / CYST STERNOTOMY,51264.0,pk,Cardiology,FMCAR-3075,Excision Of Mediastinal Mass / Cyst Sternotomy,2,PKG,38446-03-00
4051030,C.V.T.,NATIVE VALVE ENDOCARDITIS – VALVE REPLACEMENT  EXCLUDING VALVE ,62300.0,pk,Cardiology,FMCAR-3084,Native Valve Endocarditis – Valve Replacement Excluding Valve,8,PKG,38493-00-00
4051031,C.V.T.,PACEMAKER ENDOCARDITIS – SURGICAL REMOVAL ,53400.0,pk,Cardiology,FMCAR-3083,Pacemaker Endocarditis – Surgical Removal,3,PKG,38353-02-00
4051035,C.V.T.,PROSTHETIC VALVE ENDOCARDITIS – VALVE REPLACEMENT EXCLUDING VALVE,75650.0,pk,Cardiology,FMCAR-3085,Prosthetic Valve Endocarditis – Valve Replacement Excluding Valve,8,PKG,38553-03-00
4051041,C.V.T.,"RIB FIXATION BY PLATES AND SCREWS FOR FLAIL SEGMENTS (NOT INCLUDING THE PLATES, SCOWRS  ",21250.0,pk,Cardiology,FMCAR-3089,"Rib Fixation By Plates And Screws For Flail Segments (Not Including The Plates, Scowrs",2,PKG,47471-00-01
4051042,C.V.T.,RIB RESECTION OR CHEST WALL RESECTION ONE OR MORE RIBS WITHOUT MESH CLOSURE ,21250.0,pk,Cardiology,FMCAR-3088,Rib Resection Or Chest Wall Resection One Or More Ribs Without Mesh Closure,2,PKG,90603-03-00
4051043,C.V.T.,RIGID BRONCHOSCOPY + PROCEDURE PEDIATRIC (F.B REMOVAL OR BIOPSY),17600.0,pk,Cardiology,FMCAR-3086,Rigid Bronchoscopy + Procedure Pediatric (F.B Removal Or Biopsy),1,PKG,41889-05-01
4051044,C.V.T.,RIGID OESPHAGOSCOPY + PROCEDURE IN PEDIATRIC AGE GROUP (REMOVAL OF INGESTED F.B OR BIOPSY),13200.0,pk,Cardiology,FMCAR-3087,Rigid Oesphagoscopy + Procedure In Pediatric Age Group (Removal Of Ingested F.B Or Biopsy),1,PKG,30473-04-00
4051049,C.V.T.,TAVI: TRANS CATHETER  AORTIC VALVE IMPLANTATION ( TRANS APICAL) EXCLUDING VALVE,62300.0,pk,Cardiology,FMCAR-3080,Tavi: Trans Catheter Aortic Valve Implantation ( Trans Apical) Excluding Valve,3,PKG,38488-08-00
4051050,C.V.T.,TAVI: TRANS CATHETER  AORTIC VALVE IMPLANTATION (TRANS FEMORAL)EXCLUDING VALVE,44500.0,pk,Cardiology,FMCAR-3081,Tavi: Trans Catheter Aortic Valve Implantation (Trans Femoral)Excluding Valve,4,PKG,38488-08-00
4051051,C.V.T.,THORACOTOMY,31500.0,pk,Orthopedics,FMORT-0664,Thoracotomy,4,PKG,38418-00-00
4051052,C.V.T.,THORACOTOMY DRAINAGE LOCULATED COLLECTION EMPYEMA OR EFFUSION,36312.0,pk,Cardiology,FMCAR-3076,Thoracotomy Drainage Loculated Collection Empyema Or Effusion,2,PKG,38415-00-00
5011001,UROLOGY,ANTERIOR URETHROLITHOTOMY,5940.0,pk,UROLOGY,FMURO-3003,Anterior Urethrolithotomy,1,PKG,36549-00-00
5011002,UROLOGY,CYSTOSCOPY,3780.0,pk,UROLOGY,FMURO-3004,Cystoscopy,1,PKG,36812-00-00
5011004,UROLOGY,EXCISION OF PENILE SKIN LESION UNDER GA,3036.0,pk,UROLOGY,FMURO-3005,Excision Of Penile Skin Lesion Under Ga,1,PKG,90403-00-00
5011005,UROLOGY,EXCISION OF PENILE SKIN LESION UNDER LA,1746.0,pk,UROLOGY,FMURO-3006,Excision Of Penile Skin Lesion Under La,DAY CASE,PKG,90403-00-00
5011006,UROLOGY,LASER LITHOTRIPSY,3255.0,pk,UROLOGY,FMURO-3014,Laser Lithotripsy,1,PKG,36546-00-00
5011007,UROLOGY,MEATOTOMY UNDER GA,3162.5,pk,UROLOGY,FMURO-3007,Meatotomy Under Ga,1,PKG,37321-00-00
5011009,UROLOGY,RECIRCUMCISION UNDER GA,3069.0,pk,UROLOGY,FMURO-3009,Recircumcision Under Ga,1,PKG,30653-00-00
5011010,UROLOGY,RECIRCUMCISION UNDER LA,2256.0,pk,UROLOGY,FMURO-3010,Recircumcision Under La,DAY CASE,PKG,30653-00-00
5011011,UROLOGY,SUPRAPUBIC CATHETER INSERTION,3069.0,pk,UROLOGY,FMURO-3011,Suprapubic Catheter Insertion,DAY CASE,PKG,37011-00-00
5011012,UROLOGY,TESTICUALR BIOPSY,3069.0,pk,UROLOGY,FMURO-3012,Testicualr Biopsy,DAY CASE,PKG,30644-04-00
5011013,UROLOGY,TESTICULAR BIOPSY/HISTOPATHOLOGY,3627.0,pk,UROLOGY,FMURO-3001,Testicular Biopsy/Histopathology,DAY CASE,PKG,30644-04-00
5011014,UROLOGY,TRANSURETHROLITHOTOMY,5940.0,pk,UROLOGY,FMURO-3002,Transurethrolithotomy,1,PKG,36549-00-00
5011015,UROLOGY,TRUS & BIOPSY,1500.0,pk,UROLOGY,FMURO-3013,Trus & Biopsy,DAY CASE,PKG,37218-00-00
5011016,UROLOGY,VESICOLITHOTOMY,5940.0,pk,UROLOGY,FMURO-3000,Vesicolithotomy,1,PKG,90363-01-00
5012001,UROLOGY,ASPIRATION OF PROSTATIC CYST,1729.8,pk,UROLOGY,FMURO-3022,Aspiration Of Prostatic Cyst,DAY CASE,PKG,37218-00-00
5012002,UROLOGY,BLADDER NECK INCISION,9504.0,pk,UROLOGY,FMURO-3023,Bladder Neck Incision,2,PKG,36854-00-00
5012003,UROLOGY,CYSTODISTENTION,3487.5,pk,UROLOGY,FMURO-3024,Cystodistention,1,PKG,36827-00-00
5012004,UROLOGY,CYSTOSCOPY & BIOPSY,3487.5,pk,UROLOGY,FMURO-3025,Cystoscopy & Biopsy,1,PKG,36812-00-00
5012005,UROLOGY,CYSTOSCOPY + ANAESTESIA,4455.0,pk,UROLOGY,FMURO-3017,Cystoscopy + Anaestesia,1,PKG,36812-00-00
5012007,UROLOGY,CYSTOSCOPY AND DJ STENT INSERTION (UNILATERAL),6181.25,pk,UROLOGY,FMURO-3026,Cystoscopy And Dj Stent Insertion (Unilateral),1,PKG,36821-01-00
5012008,UROLOGY,CYSTOSCOPY AND MEATOTOMY,5805.0,pk,UROLOGY,FMURO-3027,Cystoscopy And Meatotomy,1,PKG,37324-01-00
5012009,UROLOGY,CYSTOSCOPY AND RETROGRADE PYELOGRAPHY,5130.0,pk,UROLOGY,FMURO-3028,Cystoscopy And Retrograde Pyelography,1,PKG,58715-01-00
5012011,UROLOGY,CYSTOSCOPY AND URETERIC CATHETERIZATION (ONE SIDE OR BOTH SIDES) APART FROM RADIOLOGY,4725.0,pk,UROLOGY,FMURO-3016,Cystoscopy And Ureteric Catheterization (One Side Or Both Sides) Apart From Radiology,1,PKG,36824-00-00
5012012,UROLOGY,CYSTOURETHROSCOPY & OTIS URETHROTOMY,6942.0,pk,UROLOGY,FMURO-3030,Cystourethroscopy & Otis Urethrotomy,1,PKG,37324-01-00
5012013,UROLOGY,CYSTOURETHROSCOPY & VISUAL INTERNAL URETHROTOMY,7743.0,pk,UROLOGY,FMURO-3031,Cystourethroscopy & Visual Internal Urethrotomy,1,PKG,37324-01-00
5012014,UROLOGY,CYSTOURETHROSCOPY + DIATHERMY COAGULATION PAPILOMA BLADDER,9636.0,pk,UROLOGY,FMURO-3021,Cystourethroscopy + Diathermy Coagulation Papiloma Bladder,1,PKG,36840-03-00
5012015,UROLOGY,CYSTOURETHROSCOPY + LOOP DJ STENT,6408.0,pk,UROLOGY,FMURO-3019,Cystourethroscopy + Loop Dj Stent,1,PKG,36821-01-00
5012016,UROLOGY,DIVERTICULUM (EXCISION OF BLADDER),11616.0,pk,UROLOGY,FMURO-3018,Diverticulum (Excision Of Bladder),2,PKG,37020-00-00
5012017,UROLOGY,ENDOSCOPIC INCISION OF URETEROCELE,6408.0,pk,UROLOGY,FMURO-3032,Endoscopic Incision Of Ureterocele,1,PKG,36848-00-00
5012018,UROLOGY,EPIDIDYMECTOMY,6408.0,pk,UROLOGY,FMURO-3043,Epididymectomy,1,PKG,37613-00-00
5012019,UROLOGY,EVERTION OF HYDROCELE,5130.0,pk,UROLOGY,FMURO-3033,Evertion Of Hydrocele,1,PKG,30631-00-01
5012020,UROLOGY,EXCISION OF  URETHRAL CARUNCLE,5130.0,pk,UROLOGY,FMURO-3034,Excision Of Urethral Caruncle,1,PKG,35523-00-00
5012021,UROLOGY,EXCISION OF HYDROCELE,4275.0,pk,UROLOGY,FMURO-3035,Excision Of Hydrocele,1,PKG,30631-00-01
5012022,UROLOGY,INGUINAL ORCHIDECTOMY,6675.0,pk,UROLOGY,FMURO-3036,Inguinal Orchidectomy,1,PKG,30641-00-00
5012023,UROLOGY,MEATOPLASTY ,5130.0,pk,UROLOGY,FMURO-3046,Meatoplasty,1,PKG,37342-00-00
5012024,UROLOGY,NEPHROSTOMY,5462.5,pk,UROLOGY,FMURO-3037,Nephrostomy,1,PKG,36516-01-00
5012025,UROLOGY,OPEN CYSTOLITHOTOMY,9504.0,pk,UROLOGY,FMURO-3038,Open Cystolithotomy,1,PKG,37008-03-00
5012026,UROLOGY,SPERMATOCELECTOMY,5130.0,pk,UROLOGY,FMURO-3039,Spermatocelectomy,1,PKG,37601-00-00
5012027,UROLOGY,UNILATERAL LIGATION OF VACICOCELE,5130.0,pk,UROLOGY,FMURO-3040,Unilateral Ligation Of Vacicocele,1,PKG,30635-00-01
5012028,UROLOGY,UNILATERAL ORCHIDOPEXY,6675.0,pk,UROLOGY,FMURO-3041,Unilateral Orchidopexy,1,PKG,37604-10-00
5012029,UROLOGY,URETERAL DILATION,7743.0,pk,UROLOGY,FMURO-3020,Ureteral Dilation,1,PKG,37303-00-00
5012030,UROLOGY,URETHRAL DILATATION,4455.0,pk,UROLOGY,FMURO-3042,Urethral Dilatation,1,PKG,90358-00-00
5013001,UROLOGY,ANTERIOR URETHROTOMY FOR STONE,9504.0,pk,UROLOGY,FMURO-3060,Anterior Urethrotomy For Stone,1,PKG,37324-00-00
5013002,UROLOGY,BILATERAL LIGATION OF VARICOCELE,8712.0,pk,UROLOGY,FMURO-3061,Bilateral Ligation Of Varicocele,1,PKG,30635-00-02
5013003,UROLOGY,BILATERAL ORCHIDOPEXY,9768.0,pk,UROLOGY,FMURO-3062,Bilateral Orchidopexy,1,PKG,37604-12-00
5013004,UROLOGY,COLPOSUSPENSION,12672.0,pk,UROLOGY,FMURO-3063,Colposuspension,1,PKG,37044-01-00
5013005,UROLOGY,CORRECTION OF TORTION TESTES & ORCHIDOPEXY,9768.0,pk,UROLOGY,FMURO-3064,Correction Of Tortion Testes & Orchidopexy,1,PKG,37604-10-00
5013006,UROLOGY,CYSTOCSOPY AND U/S LITHTRIPSY,8712.0,pk,UROLOGY,FMURO-3065,Cystocsopy And U/S Lithtripsy,1,PKG,36546-00-00
5013007,UROLOGY,CYSTOSCOPY AND DILATATION OF URETERIC STRICTURE AND DJ STENT INSERTION,7956.6,pk,UROLOGY,FMURO-3066,Cystoscopy And Dilatation Of Ureteric Stricture And Dj Stent Insertion,1,PKG,36821-01-00
5013009,UROLOGY,CYSTOURETHROSCOPY + TURP ,12672.0,pk,UROLOGY,FMURO-3049,Cystourethroscopy + Turp,1,PKG,37224-03-00
5013010,UROLOGY,CYSTOURETHROSCOPY + URETERIC MEATOTOMY,7956.6,pk,UROLOGY,FMURO-3047,Cystourethroscopy + Ureteric Meatotomy,1,PKG,36830-00-00
5013011,UROLOGY,DIVERTICULECTOMY,12672.0,pk,UROLOGY,FMURO-3092,Diverticulectomy,1,PKG,37020-01-00
5013012,UROLOGY,DRAINAGE OF PERINEPHRIC ABSCESS,11352.0,pk,UROLOGY,FMURO-3067,Drainage Of Perinephric Abscess,1,PKG,30394-00-00
5013013,UROLOGY,ENDOSCOPIC REMOVAL OF URETHRAL STONE,6942.0,pk,UROLOGY,FMURO-3068,Endoscopic Removal Of Urethral Stone,1,PKG,37318-02-00
5013014,UROLOGY,EXCISION OF BLADDER ULCER,6675.0,pk,UROLOGY,FMURO-3069,Excision Of Bladder Ulcer,1,PKG,90360-00-00
5013015,UROLOGY,EXCISION OF URETERIC STRICTURE AND PRIMARY ANASTOMOSIS,12144.0,pk,UROLOGY,FMURO-3070,Excision Of Ureteric Stricture And Primary Anastomosis,1,PKG,36579-01-00
5013016,UROLOGY,EXCISION OF URETHRAL DIVERTICULUM,12144.0,pk,UROLOGY,FMURO-3071,Excision Of Urethral Diverticulum,1,PKG,37372-00-00
5013017,UROLOGY,EXCISION OF URETHRAL FISTULA,12144.0,pk,UROLOGY,FMURO-3072,Excision Of Urethral Fistula,1,PKG,37333-00-00
5013019,UROLOGY,FULGRATION OF POSTERIOR URETHRAL VALVE,12144.0,pk,UROLOGY,FMURO-3073,Fulgration Of Posterior Urethral Valve,2,PKG,37854-00-00
5013020,UROLOGY,LAPARASCOPIC ORCHIDECTOMY (UNILATERAL),16443.0,pk,SURGERY,FMSUR-3263,Laparascopic Orchidectomy (Unilateral),1,PKG,30641-00-00
5013024,UROLOGY,LAPAROSCOPIC ORCHIOPEXY OR ORDIOPEXY,10560.0,pk,SURGERY,FMSUR-3269,Laparoscopic Orchiopexy Or Ordiopexy,1,PKG,37604-10-00
5013025,UROLOGY,MARSUPIALIZATION OF RENAL CYST,15138.0,pk,UROLOGY,FMURO-3074,Marsupialization Of Renal Cyst,1,PKG,36558-01-00
5013026,UROLOGY,NEPHROLITHOTOMY,15138.0,pk,UROLOGY,FMURO-3075,Nephrolithotomy,1,PKG,36540-00-01
5013027,UROLOGY,NEPHROPEXY,12144.0,pk,UROLOGY,FMURO-3053,Nephropexy,1,PKG,90350-00-00
5013029,UROLOGY,PARTIAL CYSTECTOMY,15138.0,pk,UROLOGY,FMURO-3058,Partial Cystectomy,1,PKG,37000-01-00
5013030,UROLOGY,PARTIAL EXCISION OF TUMOURS OF KIDNEY AND BLADDER,15138.0,pk,UROLOGY,FMURO-3051,Partial Excision Of Tumours Of Kidney And Bladder,1,PKG,36558-01-00
5013032,UROLOGY,PROSTATIC ABSCESS DRAINAGE,12144.0,pk,UROLOGY,FMURO-3048,Prostatic Abscess Drainage,1,PKG,37212-01-00
5013033,UROLOGY,PYELOLITHOTOMY,13833.0,pk,UROLOGY,FMURO-3078,Pyelolithotomy,1,PKG,36540-00-01
5013034,UROLOGY,PYELOPLASTY,15138.0,pk,UROLOGY,FMURO-3079,Pyeloplasty,1,PKG,36564-01-00
5013035,UROLOGY,RECURRENT URETERAL STRICTURE,15138.0,pk,UROLOGY,FMURO-3055,Recurrent Ureteral Stricture,1,PKG,37303-00-00
5013036,UROLOGY,RELEASE OF CHORDEE,10560.0,pk,UROLOGY,FMURO-3097,Release Of Chordee,1,PKG,37417-00-00
5013037,UROLOGY,REMOVAL OF PENILE PROSTHESIS,13833.0,pk,UROLOGY,FMURO-3080,Removal Of Penile Prosthesis,1,PKG,37426-00-00
5013038,UROLOGY,REPAIR OF FRACTURE PENIS,6675.0,pk,UROLOGY,FMURO-3081,Repair Of Fracture Penis,1,PKG,37408-01-00
5013039,UROLOGY,REPAIR OF HYPOSPADIAS ,15138.0,pk,UROLOGY,FMURO-3059,Repair Of Hypospadias,1,PKG,37821-00-00
5013040,UROLOGY,REPAIR OF RENAL INJURIES,15138.0,pk,UROLOGY,FMURO-3082,Repair Of Renal Injuries,2,PKG,90350-00-00
5013041,UROLOGY,REPAIR OF RUPTURED URETHRA OR BLADDER,15138.0,pk,UROLOGY,FMURO-3083,Repair Of Ruptured Urethra Or Bladder,2,PKG,90364-00-00
5013042,UROLOGY,REPAIR OF URETERAL INJURIES,15138.0,pk,UROLOGY,FMURO-3084,Repair Of Ureteral Injuries,1,PKG,90357-00-00
5013043,UROLOGY,RESECTION AND ANASTOMOSIS OR REIMPLANTATION OF URETER        ,15138.0,pk,UROLOGY,FMURO-3056,Resection And Anastomosis Or Reimplantation Of Ureter,1,PKG,36588-01-00
5013044,UROLOGY,RETROPUBIC PROSTATECTOMY,15138.0,pk,UROLOGY,FMURO-3085,Retropubic Prostatectomy,1,PKG,37200-04-00
5013045,UROLOGY,SIMPLE NEPHRECTOMY,15138.0,pk,UROLOGY,FMURO-3086,Simple Nephrectomy,1,PKG,36516-01-00
5013046,UROLOGY,SUPRAPUBIC PROSTATECTOMY,15138.0,pk,UROLOGY,FMURO-3052,Suprapubic Prostatectomy,1,PKG,37200-03-00
5013047,UROLOGY,TRANS OBTURATOR TAPE INSERTION (TOT),13833.0,pk,UROLOGY,FMURO-3094,Trans Obturator Tape Insertion (Tot),1,PKG,35599-00-00
5013048,UROLOGY,TRANS VAGINAL TAPE INSERTION (TVT),12144.0,pk,UROLOGY,FMURO-3095,Trans Vaginal Tape Insertion (Tvt),1,PKG,35599-00-00
5013049,UROLOGY,TRANSVESICAL PROSTATECTOMY,15138.0,pk,UROLOGY,FMURO-3087,Transvesical Prostatectomy,2,PKG,37200-03-00
5013053,UROLOGY,URETEROLITHOTOMY,12144.0,pk,UROLOGY,FMURO-3054,Ureterolithotomy,1,PKG,36549-00-00
5013056,UROLOGY,URETEROSCOPE,8010.0,pk,UROLOGY,FMURO-3090,Ureteroscope,1,PKG,36803-00-00
5013057,UROLOGY,URETHRAL FISTULA TWO STAGES,15138.0,pk,UROLOGY,FMURO-3057,Urethral Fistula Two Stages,1,PKG,90364-00-00
5014002,UROLOGY,CYSTOSCOPY WITH INTRAVESICAL BOTOX INJECTION,13200.0,pk,UROLOGY,FMURO-3117,Cystoscopy With Intravesical Botox Injection,1,PKG,36851-00-00
5014003,UROLOGY,EXCISION OF  URETEROCELE AND REIMPLANTATION OF URETER,15138.0,pk,UROLOGY,FMURO-3104,Excision Of Ureterocele And Reimplantation Of Ureter,1,PKG,36848-00-00
5014004,UROLOGY,ILEAL URETER,21165.0,pk,UROLOGY,FMURO-3105,Ileal Ureter,2,PKG,90358-00-00
5014005,UROLOGY,ILIOCYSTOPLASTY,18480.0,pk,UROLOGY,FMURO-3106,Iliocystoplasty,1,PKG,37047-01-00
5014006,UROLOGY,INSERTION OF PENILE PROTHESIS,18480.0,pk,UROLOGY,FMURO-3107,Insertion Of Penile Prothesis,1,PKG,37426-00-00
5014007,UROLOGY,MEMOKATH PROSTATE WITHOUT STENT ,13650.0,pk,UROLOGY,FMURO-3118,Memokath Prostate Without Stent,1,PKG,37223-00-00
5014008,UROLOGY,MEMOKATH URETER WITHOUT STENT,18200.0,pk,UROLOGY,FMURO-3120,Memokath Ureter Without Stent,1,PKG,36821-01-00
5014009,UROLOGY,MEMOKATH URETHRA WITHOUT STENT  ,13650.0,pk,UROLOGY,FMURO-3119,Memokath Urethra Without Stent,1,PKG,36811-01-00
5014014,UROLOGY,PENILE PROSTHESIS WITH IMPLANT (INFLATABLE),42453.0,pk,UROLOGY,FMURO-3124,Penile Prosthesis With Implant (Inflatable),1,PKG,37426-01-00
5014015,UROLOGY,PENILE PROSTHESIS WITH IMPLANT (MALLEABLE),24990.0,pk,UROLOGY,FMURO-3123,Penile Prosthesis With Implant (Malleable),2,PKG,37426-00-00
5014016,UROLOGY,RADICAL CYSTECTOMY,18480.0,pk,UROLOGY,FMURO-3108,Radical Cystectomy,1,PKG,37014-00-00
5014017,UROLOGY,RADICAL PROSTATECTOMY,21165.0,pk,UROLOGY,FMURO-3109,Radical Prostatectomy,2,PKG,37209-01-00
5014018,UROLOGY,REPAIR OF  HYPOSPADIAS TWO STAGES,21165.0,pk,UROLOGY,FMURO-3110,Repair Of Hypospadias Two Stages,1,PKG,37827-00-00
5014019,UROLOGY,REPAIR OF URETHRAL INJURIES,9768.0,pk,UROLOGY,FMURO-3111,Repair Of Urethral Injuries,1,PKG,90364-00-00
5014021,UROLOGY,SUPRAPUBIC CYSTOSTOMY (FOR STONE OR ULCERS OF BLADDER),12144.0,pk,UROLOGY,FMURO-3099,Suprapubic Cystostomy (For Stone Or Ulcers Of Bladder),1,PKG,37011-00-00
5014022,UROLOGY,SURGERY FOR MALIGNANT KIDNEY,24990.0,pk,UROLOGY,FMURO-3121,Surgery For Malignant Kidney,2,PKG,36516-03-00
5014023,UROLOGY,TOTAL  CYSTECTOMY,18480.0,pk,UROLOGY,FMURO-3102,Total Cystectomy,2,PKG,37014-00-00
5014024,UROLOGY,URETHROLITHOTOMY (MIDDLE AND LOWER 1/3 CRUSHING),12144.0,pk,UROLOGY,FMURO-3100,Urethrolithotomy (Middle And Lower 1/3 Crushing),1,PKG,36549-00-00
5014025,UROLOGY,URETHROPLASTY ONE STAGE,15138.0,pk,UROLOGY,FMURO-3112,Urethroplasty One Stage,1,PKG,37342-00-00
5014026,UROLOGY,URETHROPLASTY TWO STAGES,21165.0,pk,UROLOGY,FMURO-3113,Urethroplasty Two Stages,1,PKG,37345-00-00
5014027,UROLOGY,VASAL REVERSAL,21165.0,pk,UROLOGY,FMURO-3114,Vasal Reversal,1,PKG,37619-01-00
