PACKAGE CODE ,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,TCS /TOTAL CARE SAUDI
6023009,ORTHOPEDIC,PEDIA MAJOR SURG,HEMIEPIPHYSIODESIS OF THE PROXIMAL TIBIA BY STAPPLING FOR KNEE VARUM/VALGUS ,17204.88
6023010,ORTHOPEDIC,PEDIA MAJOR SURG,JONES PROCEDURE FOR COCK-UP FOOT DEFORMITY ,10032.0
6023011,ORTHOPEDIC,PEDIA MAJOR SURG,MEDIAL AND/OR LATERAL HAMSTRINGS LENGTHENING ,9078.96
6023012,ORTHOPEDIC,PEDIA MAJOR SURG,MITCHELL BUNIONECTOMY ,10032.0
6023013,ORTHOPEDIC,PEDIA MAJOR SURG,PERCUTANEOUS CANNULATED SCREW FIXATION FOR SLIPPED CAPITAL FEMORAL EPIPHYSIS,10032.0
6023014,ORTHOPEDIC,PEDIA MAJOR SURG,PERCUTANEOUS EPIPHYSIODESIS OF THE PROXIMAL TIBIA,17204.88
6023015,ORTHOPEDIC,PEDIA MAJOR SURG,PLANTAR RELEASE AND 1ST METATARSAL OSTEOTOMY FOR CAVUS FOOT ,9078.96
6023016,ORTHOPEDIC,PEDIA MAJOR SURG,PROXIMAL HAMSTRING TENOTOMY ,10032.0
6023017,ORTHOPEDIC,PEDIA MAJOR SURG,PROXIMAL METATARSAL OSTEOTOMY AND BUNIONECTOMY,10032.0
6023018,ORTHOPEDIC,PEDIA MAJOR SURG,RECTUS FEMORIS TRANSFER,9078.96
6023019,ORTHOPEDIC,PEDIA MAJOR SURG,RELEASE OF CONGENITAL CONSTRUCTION BAND,9078.96
6023020,ORTHOPEDIC,PEDIA MAJOR SURG,REPAIR OF CONGENITAL PSEUDARTHROSIS OF THE CLAVICLE,9078.96
6023021,ORTHOPEDIC,PEDIA MAJOR SURG,RESECTION OF CALCANEONAVICULAR COALITION ,9078.96
6023022,ORTHOPEDIC,PEDIA MAJOR SURG,"RESECTION OF PARTIAL GROWTH ARREST (FEMUR, KNEE AND ANKLE)",9078.96
6023023,ORTHOPEDIC,PEDIA MAJOR SURG,SCREW EPIPHYSIODESIS FOR ANKLE VALGUS,17204.88
6023024,ORTHOPEDIC,PEDIA MAJOR SURG,SEMI TENDINOSUS TENODESIS OF PATELLA FOR RECURRENT DISLOCATION ,12540.0
6023025,ORTHOPEDIC,PEDIA MAJOR SURG,SPLIT ANTERIOR TIBIAL TENDON TRANSFER ,10032.0
6023026,ORTHOPEDIC,PEDIA MAJOR SURG,SPLIT POSTENOR TIBIALIS TENDON TRANSFER,10032.0
6023027,ORTHOPEDIC,PEDIA MAJOR SURG,SUPRAMALLEOLAR ROTATION OSTEOTOMY OF THE DISTAL TIBIA AND FIBULA ,24588.375
6023028,ORTHOPEDIC,PEDIA MAJOR SURG,TARSAL OSTEOTOMY TO CORRECT FOREFOOT ABDUCTION ,9078.96
6023029,ORTHOPEDIC,PEDIA MAJOR SURG,TIBIALIS ANTERIOR TENDON TRANSFER ,10032.0
6023030,ORTHOPEDIC,PEDIA MAJOR SURG,TRANSFER OF FLEXOR CARPI ULNARIS FOR WRIST FLEXION DEFORMITY ,9078.96
6023031,ORTHOPEDIC,PEDIA MAJOR SURG,TRANSFER OF GREATER TROCHANTER,17204.88
6024001,ORTHOPEDIC,PEDIA FINE MAJOR SURG,ANTERIOR DRAINAGE OF THE SEPTIC HIP,34200.0
6024002,ORTHOPEDIC,PEDIA FINE MAJOR SURG,ANTEROMEDIAL APPROACH TO DDH ,34200.0
6024003,ORTHOPEDIC,PEDIA FINE MAJOR SURG,CALCANEAL OSTEOTOMY FOR VALGUS ,10450.0
6024004,ORTHOPEDIC,PEDIA FINE MAJOR SURG,CLOSED INTRAMEDULLARY SHORTENING OF THE FEMUR ,24588.375
6024005,ORTHOPEDIC,PEDIA FINE MAJOR SURG,CONGENITAL PSEUDARTHROSIS REPAIR,24588.375
6024006,ORTHOPEDIC,PEDIA FINE MAJOR SURG,DISTAL TIBIA OSTEOTOMY ,24588.375
6024007,ORTHOPEDIC,PEDIA FINE MAJOR SURG,DOME TIBIA OSTEOTOMY ,24588.375
6024008,ORTHOPEDIC,PEDIA FINE MAJOR SURG,DORSAL WEDGE OSTEOTOMY FOR CAVUS FOOT ,10450.0
6024009,ORTHOPEDIC,PEDIA FINE MAJOR SURG,EXTRA-ARTICULAR ARTHRODESIS WITH CALCANEUS GRAFT ,12540.0
6024010,ORTHOPEDIC,PEDIA FINE MAJOR SURG,FRAGMENTATION REALIGNMENT AND INTRAMEDULLARY FIXATION FOR TIBIAL OSTEOTOMY,34200.0
6024011,ORTHOPEDIC,PEDIA FINE MAJOR SURG,"FRAGMENTATION, REALIGNMENT AND INTRAMEDULLARY FIXATION FOR FEMORAL DEFORMITY IN OSTEOGRENESIS IMPERFECT ",24588.375
6024012,ORTHOPEDIC,PEDIA FINE MAJOR SURG,GRICE EXTRAARTICULAR SUBTALAR ARTHRODESIS ,12540.0
6024013,ORTHOPEDIC,PEDIA FINE MAJOR SURG,GRICE-BATCHELOR COMBINED ARTHRODESIS ,12540.0
6024014,ORTHOPEDIC,PEDIA FINE MAJOR SURG,LENGTHENING OF THE TIBIA WITH UNILATERAL FIXATOR ,17204.88
6024015,ORTHOPEDIC,PEDIA FINE MAJOR SURG,OBLIQUE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,24588.375
6024016,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES CHIARI MEDIAL DISPLACEMENT PELVIC OSTEOTOMY ,34200.0
6024017,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES INNOMINATE SALTER OSTEOTOMY ,34200.0
6024018,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES PERICAPSULAR DEGA OSTEOTOMY ,34200.0
6024019,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES STAHELI SHELF PROCEDURE ,34200.0
6024020,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PERICAPSSULAR PEMBERTON OSTEOTOMY ,34200.0
6024021,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL FEMORAL ROTATIONAL OSTEOTOMY ,34200.0
6024022,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL FEMORAL VARUS OSTEOTOMY WITH BLADE PLATE ,34200.0
6024023,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL PATELLAR REALIGNMENT ,12540.0
6024024,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL TIBIAL AND FIBULAR EPIPHYSIODESIS WITH PHEMISTER TECHNIQUE ,24588.375
6024025,ORTHOPEDIC,PEDIA FINE MAJOR SURG,REPAIR OF IRREDUCIBLE CONGENITAL DISLOCATION OF THE KNEE ,24588.375
6024026,ORTHOPEDIC,PEDIA FINE MAJOR SURG,RESECTION OF THE PROXIMAL FEMUR FOR PAINFUL DISLOCATION OF THE HIP IN CEREBRAL PALSY ,34200.0
6024027,ORTHOPEDIC,PEDIA FINE MAJOR SURG,SURGICAL CORRECTION OF CLUB FOOT ,10450.0
6024028,ORTHOPEDIC,PEDIA FINE MAJOR SURG,TRANSFER OF THE POSTERIOR TIBIALIS TO THE DORSUM OF THE FOOT ,12540.0
6024029,ORTHOPEDIC,PEDIA FINE MAJOR SURG,TRANSVERSE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,24588.375
6024030,ORTHOPEDIC,PEDIA FINE MAJOR SURG,VALGUS OSTEOTOMY FOR DEVELOPMENTAL COXA VARA ,34200.0
6024031,ORTHOPEDIC,PEDIA FINE MAJOR SURG,VALGUS OSTEOTOMY FOR HINGED WITH ABDUCTION IN PERTHE’S DISEASE ,34200.0
6031001,DENTAL,MAXILLOFACIAL,CLOSURE OROANTRAL FISTULA UNDER GA (MAJOR),10032.0
6031002,DENTAL,MAXILLOFACIAL,CLOSURE OROANTRAL FISTULA UNDER LA (MINOR),3092.25
6031003,DENTAL,MAXILLOFACIAL,ENUCLEATION OF CYSTIC LESION WITH HISTOPATHOLOGY,10032.0
6031004,DENTAL,MAXILLOFACIAL,ENUCLEATION OF CYSTIC LESION WITH HISTOPATHOLOGY WITH BONE GRAFT,18392.0
6031005,DENTAL,MAXILLOFACIAL,INCISION WITH DRAINAGE UNDER GA,5130.0
6031006,DENTAL,MAXILLOFACIAL,INCISION WITH DRAINAGE UNDER LA (COMPLICATED),2232.5
6031007,DENTAL,MAXILLOFACIAL,ORTHOGNATHIC SURGERY,20187.5
6031008,DENTAL,MAXILLOFACIAL,REDUCTION OF BILATERAL FRACTURED MANDIBLE (IMF) - OR,6476.625
6031009,DENTAL,MAXILLOFACIAL,REDUCTION OF BILATERAL FRACTURED MANDIBLE (PLATING / IMF ) - OR,15352.0
6031010,DENTAL,MAXILLOFACIAL,REDUCTION OF COMPLICATED MIDDLE/UPPER FACE FRACTURE,24947.0
6031011,DENTAL,MAXILLOFACIAL,REDUCTION OF FRACTURED ZYGOMATIC ARCH,6476.625
6031012,DENTAL,MAXILLOFACIAL,REDUCTION OF SIMPLE / MIDDLE FACE FRACTURES WITH PLATING,13912.75
6031013,DENTAL,MAXILLOFACIAL,REDUCTION OF UNILATERAL FRACTURED MANDIBLE (IMF) - OR,4893.45
6031014,DENTAL,MAXILLOFACIAL,REDUCTION OF UNILTERAL FRACTURED MANDIBLE (PLATING / IMF) - OR,12473.5
6031015,DENTAL,MAXILLOFACIAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MEDIUM),1786.0
6031016,DENTAL,MAXILLOFACIAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MAJOR),2622.0
6031017,DENTAL,MAXILLOFACIAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (FINE MAJOR),3534.0
7011001,NEUROSURGERY,CRANIAL,ARNOLD CHIARI DECOMPRESSION CRANIECTOMY,26647.5
7011002,NEUROSURGERY,CRANIAL,BILATERAL EXTERNAL VENTRICULAR DRAINAGE,18976.25
7011003,NEUROSURGERY,CRANIAL,BRACHIAL PLEXUS REPAIR,22610.0
7011004,NEUROSURGERY,CRANIAL,BRAIN ABSCESS / ASPIRATION,15290.25
7011005,NEUROSURGERY,CRANIAL,BRAIN ABSCESS/ CRANIOTOMY AND EVACUATION,22610.0
7011006,NEUROSURGERY,CRANIAL,BURR HOLE ASPIRATION OF  BRAIN ABSCESS,28585.5
7011007,NEUROSURGERY,CRANIAL,BURR HOLE EVACUATION OF CHRONIC / ACUTE SUBDURAL COLLECTION – BILATERAL,27035.1
7011008,NEUROSURGERY,CRANIAL,BURR HOLE EVACUATION OF CHRONIC / ACUTE SUBDURAL COLLECTION – UNILATERAL,20494.35
7011009,NEUROSURGERY,CRANIAL,CLIPPING OF CEREBRAL ANEURYSM,95931.0
7011010,NEUROSURGERY,CRANIAL,CRAINIOTOMY FOR SURGICAL EXCESSION OF CRANIAL ARTERIO-VENOUS MALFORMATION,90440.0
7011011,NEUROSURGERY,CRANIAL,CRANIOPLASTY,29925.0
7011012,NEUROSURGERY,CRANIAL,CRANIOTOMY AND BIOPSY OF BRAIN TUMOUR,25840.0
7011013,NEUROSURGERY,CRANIAL,CRANIOTOMY AND ELEVATION OF DEPRESSED SKULL FRACTURE,23417.5
7011014,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EVACUATION OF ACUTE SUBDURAL HEMATOMA,29925.0
7011015,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EVACUATION OF EXTRADURAL HEMATOMA,25032.5
7011016,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EVACUATION OF INTRACEREBRAL HEMATOMA,31635.0
7011017,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF  CLIVAL TUMOUR,79420.0
7011018,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF C P ANGLE TUMOUR,71867.5
7011019,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF CEREBELLAR TUMOUR,47481.0
7011020,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF FORAMEN MANGUM TUMOUR,80750.0
7011021,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXESION OF DEEP SEALED / SKULL BASE BRAIN TUMOR,79458.0
7011022,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXESION OF SUPERFICIAL BRAIN TUMOR,47303.35
7011023,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF  SUPERFICIAL CEREBRAL TUMOUR,31207.5
7011024,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF BRAIN ABSCESS,32062.5
7011025,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF DEEP CEREBRAL TUMOUR,61721.5
7011026,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF DEEP POSTERIOR FOSSA TUMOUR,55803.0
7011027,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF PARASAGITTAL TUMOUR,62567.0
7011028,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF SKULL BASE TUMOUR,72586.175
7011029,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF SUPERFICIAL  POSTERIOR FOSSA TUMOUR,39315.75
7011030,NEUROSURGERY,CRANIAL,CRANIOTOMY FOR EVACUATION OF EXTRADURAL HEMATOMA,23417.5
7011031,NEUROSURGERY,CRANIAL,CRANIOTOMY FOR SURGICAL DIPPING OF CEREBRAL ANEURYSM,90440.0
7011032,NEUROSURGERY,CRANIAL,DEEP BRAIN STIMULATION EXCLUDING THE IMPLANTS,80750.0
7011033,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF ACUTE SUBDURAL HEMATOMA,31635.0
7011034,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – BILATERAL,30991.85
7011035,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – UNILATERAL,29070.0
7011036,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF INTRACEREBRAL HEMATOMA,41258.5
7011037,NEUROSURGERY,CRANIAL,ENDOSCOPIC EXCISION OF INTRA-VENTRICULAR TUMOUR,62567.0
7011038,NEUROSURGERY,CRANIAL,ENDOSCOPIC MANAGEMENT OF HYDROCEPHALUS,37202.0
7011039,NEUROSURGERY,CRANIAL,ENDOSCOPY FOR THE MANAGEMENT OF HYDROCEPHALUS,29925.0
7011040,NEUROSURGERY,CRANIAL,ENDOVASCULAR INTERVENTION FOR CEREBRO-VASCULAR LESION,63835.25
7011041,NEUROSURGERY,CRANIAL,EVACUATION OF  CHRONIC SUBDURAL HEMATOMA / BILATERAL,23417.5
7011042,NEUROSURGERY,CRANIAL,EVACUATION OF CHRONIC SUBDURAL HEMATOMA / UNILATERAL,14877.0
7011043,NEUROSURGERY,CRANIAL,EXCISION OF  BASAL ENCEPHACOLE,40698.0
7011044,NEUROSURGERY,CRANIAL,EXCISION OF CEREBRAL ARTERIOVENOUS MALFORMATION,62989.75
7011045,NEUROSURGERY,CRANIAL,EXCISION OF SCALP SWELLING OR TUMOUR,9990.199999999999
7011046,NEUROSURGERY,CRANIAL,EXCISION OF SKULL VAULT ENCEPHALOCELE,29497.5
7011047,NEUROSURGERY,CRANIAL,EXCISION OF SKULL VAULT TUMOUR,18572.5
7011048,NEUROSURGERY,CRANIAL,FONTO-ORBITAL ADVANCEMENT FOR CRANIOSYNOSTOIS,62989.75
7011049,NEUROSURGERY,CRANIAL,INSERTION OF  EXTERNAL VENTRICULAR DRAIN,10450.0
7011050,NEUROSURGERY,CRANIAL,INSERTION OF INTRACRANIAL PRESSURE MONITOR,10450.0
7011051,NEUROSURGERY,CRANIAL,INSERTION OF INTRACRANIAL PRESSURE MONITORING CATHETER,18976.25
7011052,NEUROSURGERY,CRANIAL,MICRVASCULAR DECOMPRESSION FOR HEMIFACIAL SPASM,72586.175
7011053,NEUROSURGERY,CRANIAL,MICRVASCULAR DECOMPRESSION OF TRIGEMINAL NERVE,72586.175
7011054,NEUROSURGERY,CRANIAL,MOTOR CORTEX STIMULATION (IMPLANTS NOT INCLUDED),58140.0
7011055,NEUROSURGERY,CRANIAL,REMOVAL DBS – EXTENSION ELECTRODES,24225.0
7011056,NEUROSURGERY,CRANIAL,REMOVAL DBS ELECTRODES,24225.0
7011057,NEUROSURGERY,CRANIAL,REMOVAL OF MOTOR CORTEX STIMULATION (MCS) – ELECTRODES (WITH CRANIOTOMY),42275.0
7011058,NEUROSURGERY,CRANIAL,REMOVAL OF  MOTOR CORTEX STIMULATION (MCS) EXTENSION ELECTRODES,24225.0
7011059,NEUROSURGERY,CRANIAL,REMOVAL OF OCCIPITAL NERVE STIMULATOR (ONS) – EXTENSION ELECTRODES,20187.5
7011060,NEUROSURGERY,CRANIAL,REMOVAL OF OCCIPITAL NERVE STIMULATOR (ONS) ELECTRODES,20187.5
7011061,NEUROSURGERY,CRANIAL,REMOVAL  OF PERIPHERAL NERVE STIMULATOR (PNS) – ELECTRODES,16720.0
7011062,NEUROSURGERY,CRANIAL,REMOVAL   OF PERIPHERAL NERVE STIMULATOR (PNS) – EXTENSION ELECTRODES,16720.0
7011063,NEUROSURGERY,CRANIAL,REMOVAL OF SPINAL CORD STIMULATOR (SCS) ELECTRODES,20187.5
7011064,NEUROSURGERY,CRANIAL,REMOVAL  OF SPINAL CORD STIMULATOR (SCS) EXTENSION ELECTRODES,20187.5
7011065,NEUROSURGERY,CRANIAL,REMOVAL OF VAGUS NERVE STIMULATOR (VNS) – EXTENSION ELECTRODES,20187.5
7011066,NEUROSURGERY,CRANIAL,REMOVAL OF VAGUS NERVE STIMULATOR (VNS) ELECTRODES,24225.0
7011067,NEUROSURGERY,CRANIAL,REPAIR OF COMPOUND SKULL FRACTURE,19355.774999999998
7011068,NEUROSURGERY,CRANIAL,REPAIR OF SCALP INJURY UNDER GENERAL ANAESTHESIA,11704.0
7011069,NEUROSURGERY,CRANIAL,REPAIR OF SIMPLE SKULL FRACTURE,18976.25
7011070,NEUROSURGERY,CRANIAL,REPAIR OF SKULL FRACTURE WITH DAMAGED BRAIN TISSUE,29070.0
7011071,NEUROSURGERY,CRANIAL,SIMPLE SKULL OSTEOTOMY FOR CRANIOSYNOSTOIS,23821.25
7011072,NEUROSURGERY,CRANIAL,SKULL BASE REVISION FOR CSF FISTULA,31635.0
7011073,NEUROSURGERY,CRANIAL,STEREOTACTIC BIOPSY BRAIN,58140.0
7011074,NEUROSURGERY,CRANIAL,TANS-SPHENOIDAL EXCISION OF SELLAR TUMOUR,71962.5
7011075,NEUROSURGERY,CRANIAL,UNILATERAL EXTERNAL VENTRICULAR DRAINAGE,16302.0
7011076,NEUROSURGERY,CRANIAL,VENTRICULO-PERITONEAL OR VENTRICULO ATRIAL SHUNT,18976.25
7011077,NEUROSURGERY,CRANIAL,VENTRICULO-PERITONEAL SHUNT INSERTION,14877.0
7012001,NEUROSURGERY,SPINAL,"ANTERIOR OR ANTEROLATERAL VERTEB, RESECTION AND STABILIZATION",58339.5
7012002,NEUROSURGERY,SPINAL,ANTERIOR THORACIC CORPECTOMY AND STABILIZATION,65949.0
7012003,NEUROSURGERY,SPINAL,ANTEROLATERAL THORACO – LUMBER APPROACH – SINGLE LEVEL WITH FUSION,72586.175
7012004,NEUROSURGERY,SPINAL,CERVICAL DECOMPRESSIVE LAMINECTOMY,37202.0
7012005,NEUROSURGERY,SPINAL,CERVICAL DISCECTOMY ANTERIOR APPROACH –  MORE THAN 2 LEVELS WITH FUSION,58339.5
7012006,NEUROSURGERY,SPINAL,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITH FUSION,47093.399999999994
7012007,NEUROSURGERY,SPINAL,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITHOUT FUSION,38372.4
7012008,NEUROSURGERY,SPINAL,CERVICAL DISCECTOMY ANTERIOR APPROACH – 2 LEVELS WITH FUSION,54534.75
7012009,NEUROSURGERY,SPINAL,CERVICAL MICRODISCECTOMY WITH FUSION / SINGLE LEVEL,39963.174999999996
7012010,NEUROSURGERY,SPINAL,CERVICAL MICRODISCECTOMY WITHOUT FUSION / SINGLE LEVEL,33345.0
7012011,NEUROSURGERY,SPINAL,"CRANIECTOMY, BRAIN DISSECTION WITH HAEMATOMA EVAUCATION",28941.75
7012012,NEUROSURGERY,SPINAL,CT GUIDED ASPIRATION OF INTRA-CEREBRAL COLLECTION,28941.75
7012013,NEUROSURGERY,SPINAL,DECOMPRESSIVE THORACIC LAMINECTOMY,30475.05
7012014,NEUROSURGERY,SPINAL,EACH ADDITIONAL LEVEL ANTEROLATERAL THORACO APPROACH,11704.0
7012015,NEUROSURGERY,SPINAL,EACH ADDITIONAL LEVEL CERVICAL DISC EXESION / FUSION,7482.674999999999
7012016,NEUROSURGERY,SPINAL,EACH ADDITIONAL LEVEL LUMBER DISC EXCESION / FUSION,6637.174999999999
7012017,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/CERVICAL,43966.0
7012018,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/DORSAL,43966.0
7012019,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/LUMBAR,33345.0
7012020,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/SACRAL,33345.0
7012021,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL INTRADURAL/CERVICAL,51575.5
7012022,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL INTRADURAL/DORSAL,47303.35
7012023,NEUROSURGERY,SPINAL,EXCISION OF LESIONS INTRASPINAL INTRADURAL/LUMBAR,35511.0
7012024,NEUROSURGERY,SPINAL,EXPLORATION OF RADIAL NERVE WITH EXTERNAL NEUROSIS,23417.5
7012025,NEUROSURGERY,SPINAL,IMPLANTATION OF INTRATHECAL PUMP EXCLUDING THE PUMP,34200.0
7012026,NEUROSURGERY,SPINAL,INTRATHECAL BACLOFEN INJECTION/SCREENING PROCEDURE,16720.0
7012027,NEUROSURGERY,SPINAL,KHYPOPLASTY (PER LEVEL) BILATERAL,59185.0
7012028,NEUROSURGERY,SPINAL,KYPHOPLASTY (PER LEVEL) UNILATERAL,50730.0
7012029,NEUROSURGERY,SPINAL,"LAMINECTOPLASTY / LAMINECTOMY FOR SPINAL TUMOR FOCAL (MENINGIOMA, NEUROMA)",47303.35
7012030,NEUROSURGERY,SPINAL,"LAMINECTOPLASTY L LAMINECTOMY FOR SPINAL TUMOR DIFUSE (GLIOMA, EPENDYMOMA)",72713.0
7012031,NEUROSURGERY,SPINAL,LATERAL APPROACH TO THORACIC DISCECTOMY,57494.0
7012032,NEUROSURGERY,SPINAL,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – MORE THAN TWO LEVELS,31977.0
7012033,NEUROSURGERY,SPINAL,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – ONE LEVEL,25678.5
7012034,NEUROSURGERY,SPINAL,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – TWO LEVELS,30039.0
7012035,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL BILATERAL,23013.75
7012036,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL UNILATERAL,19783.75
7012037,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS BILATERAL,46502.5
7012038,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS UNILATERAL,31635.0
7012039,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS BILATERAL,32917.5
7012040,NEUROSURGERY,SPINAL,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS UNILATERAL,23013.75
7012041,NEUROSURGERY,SPINAL,LUMBER MICRODISECTOMY WITH FUSION / SINGLE LEVEL,29925.0
7012042,NEUROSURGERY,SPINAL,LUMBER MICRODISECTOMY WITHOUT FUSION / SINGLE LEVEL,19380.0
7012043,NEUROSURGERY,SPINAL,MICROSCOPIC BRAIN EXCISION OF EPILEPTIC FOCUS,58212.674999999996
7012044,NEUROSURGERY,SPINAL,MICROSCOPIC TOTAL SUPRASELLAR TUMOUR EXCISION THROUGH SUBFRONTAL APPROACH WITH FRONTAL CRANIOTOMY,43839.174999999996
7012045,NEUROSURGERY,SPINAL,"MYELOMENINGOCELE REPAIR, MAJOR DEFECT",29925.0
7012046,NEUROSURGERY,SPINAL,"MYELOMENINGOCELE REPAIR, MINOR DEFECT",23417.5
7012047,NEUROSURGERY,SPINAL,PERCUTANEOUS FIXATION WITHOUT SCREW WITH IMPLANT ,59185.0
7012048,NEUROSURGERY,SPINAL,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – 2 NERVE ROOTS,35933.75
7012049,NEUROSURGERY,SPINAL,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – MORE THAN 2 NERVE ROOTS,45657.0
7012050,NEUROSURGERY,SPINAL,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – ONE NERVE ROOT,31207.5
7012051,NEUROSURGERY,SPINAL,POSTERIOR FUSION AND STABILIZATION,44811.5
7012052,NEUROSURGERY,SPINAL,POSTERIOR RHIZOTOMY,42275.0
7012053,NEUROSURGERY,SPINAL,RE-FENESTRATION AND MICRODISCECTOMY,25840.0
7012054,NEUROSURGERY,SPINAL,REFILL OF INTRATHECAL PUMP (EXCLUDING THE MEDICATION),8360.0
7012055,NEUROSURGERY,SPINAL,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS –  MORE THAN TWO LEVELS,32490.0
7012056,NEUROSURGERY,SPINAL,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – ONE LEVEL,29070.0
7012057,NEUROSURGERY,SPINAL,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – TWO LEVELS,29925.0
7012058,NEUROSURGERY,SPINAL,REMOVAL NEURO-STIMULATOR,24225.0
7012059,NEUROSURGERY,SPINAL,REPAIR OF MENINGOMYELOCELE MAJOR,40161.25
7012060,NEUROSURGERY,SPINAL,"REPAIR OF MENINGOMYELOCELE, MINOR DEFECT",25032.5
7012061,NEUROSURGERY,SPINAL,REPAIR OF OCCULT SPINAL DYSRAPHISM,36356.5
7012062,NEUROSURGERY,SPINAL,SELECTIVE DORSAL RHIZOTOMY FOR SPASTICITY,42275.0
7012063,NEUROSURGERY,SPINAL,SPINAL CORD STIMULATION (EXCLUDING IMPLANTS),32623.0
7012064,NEUROSURGERY,SPINAL,SPINAL STENOSIS / INTER LAMINAR DECOMPRESSION / LAMINECTOMY,22610.0
7012065,NEUROSURGERY,SPINAL,SPINAL STENOSIS / INTER LAMINAR DECOMPRESSION / LAMINECTOMY WITH DISCECTOMY,29925.0
7012066,NEUROSURGERY,SPINAL,THECO-PERITONEAL SHUNT,39315.75
7013001,NEUROSURGERY,PERIPHERAL,BILATERAL CARPAL TUNNEL NEUROLYSIS,14535.0
7013002,NEUROSURGERY,PERIPHERAL,BRACHIAL PLEXUS DECOMPRESSION,31506.75
7013003,NEUROSURGERY,PERIPHERAL,CARPEL TUNNEL SYNDROME DECOMPRESSION BILATERAL ,6341.25
7013004,NEUROSURGERY,PERIPHERAL,CARPEL TUNNEL SYNDROME DECOMPRESSION UNILATERAL,5087.25
