CODE,NAME,CODE.1,current price ,price of 1/2/2021
FMCARS0014,CORONARY ANGIOGRAPHY,FMCARS0014,2186.0,2404.6
FMCARS0015,BALLON VALVULOPLASTY,FMCARS0015,5465.0,6011.5
FMCARS0016,P.T.C.A. (SINGLE VESSEL),FMCARS0016,3825.0,4207.5
FMCARS0017,P.T.C.A. (MULTI VESSEL),FMCARS0017,5465.0,6011.5
FMCARS0018,CORONARY STENTING,FMCARS0018,1093.0,1202.3
FMCARS0019,BALOON ATRIAL SEPTOSTOMY,FMCARS0019,2732.0,3005.2
FMCARS0024,EECP FULL COURSE,FMCARS0024,16392.0,18031.2
FMCARS0025,EECP 35 SISSIONS,FMCARS0025,13113.0,14424.3
FMCARS0026,EECP ONE SESSION,FMCARS0026,440.0,484.0
FMCARS0027,EECP 12 SESSIONS,FMCARS0027,4372.0,4809.2
FMCARS0028,EECP,FMCARS0028,10928.0,12020.8
FMCARS0034,48 HOURS ECG MONITORING (HOLTER MONITORING),FMCARS0034,1822.7272727272727,2005.0
FMCAT-0001,EXTERNAL PACEMAKER USE/DAY,FMCAT-0001,223.0,245.3
FMCAT-0002,TEMPORARY PACEMAKER LEAD REPO,FMCAT-0002,1093.0,1202.3
FMCAT-0003,PERMANENT PACEMAKER IMPLANTATI ON,FMCAT-0003,4372.0,4809.2
FMCAT-0005,INTRA-AORTIC BALLOON INSERTION,FMCAT-0005,2186.0,2404.6
FMCAT-0006,INTRA-AORTIC BALLOON PUMP USE,FMCAT-0006,658.9999999999999,724.9
FMCAT-0008,LEFT HEART CAHTETERIZATION,FMCAT-0008,1639.0,1802.9
FMCAT-0014,BALLON ATRIAL SEPTOSTOMY,FMCAT-0014,2732.0,3005.2
FMCAT-0015,RENAL ANGIOGRAPHY,FMCAT-0015,1656.0,1821.6
FMCAT-0016,PERIPHERAL ANGIOGRAPHY,FMCAT-0016,1656.0,1821.6
FMCAT-0017,REMOVAL OF FOREIGN BODY BY SNARE,FMCAT-0017,1093.0,1202.3
FMCAT-0021,FLOUROSCOPY LIGHT SCREANING,FMCAT-0021,165.0,181.5
FMCAT-0025,PER CARDIAL SINTHESIS,FMCAT-0025,1061.0,1167.1
FMCAT-0028,SINGLE VESSEL PCI,FMCAT-0028,3279.0000000000005,3606.9
FMCAT-0029,TWO VESSEL PCI,FMCAT-0029,4918.0,5409.8
FMCAT-0030,MULTI VESSEL PCI,FMCAT-0030,6011.0,6612.1
FMCAT-0031,DIRECT CORONARY STENTING (SINGLE) V,FMCAT-0031,2186.0,2404.6
FMCAT-0032,MULTI VESSEL DIRECT CORONARY STENTI,FMCAT-0032,4372.0,4809.2
FMCAT-0033,CAROTID ANGIOGRAPHY,FMCAT-0033,1639.0,1802.9
FMCAT-0034,CAROTID ANGIOGRAPHY/STENTING,FMCAT-0034,3279.0000000000005,3606.9
FMCAT-0035,CEREBRAL ANGIOGRAPHY,FMCAT-0035,1639.0,1802.9
FMCAT-0036,CEREBRAL ANGIOPLASTY OR STENTING,FMCAT-0036,3279.0000000000005,3606.9
FMCTS-0002,THORACOTOMY PLUS BIOPSY,FMCTS-0002,5465.0,6011.5
FMCTS-0003,LOBECTOMY,FMCTS-0003,6556.0,7211.6
FMCTS-0004,PNEUMONECOMY,FMCTS-0004,6556.0,7211.6
FMCTS-0005,SEGMENTECTOMY,FMCTS-0005,7649.0,8413.9
FMCTS-0006,STERNOTOMY PLUS BIOPSY,FMCTS-0006,5465.0,6011.5
FMCTS-0007,STERNOTOMY + EXCISION OF MASS,FMCTS-0007,7649.0,8413.9
FMCTS-0008,REPAIR OF DIAPHERNIA,FMCTS-0008,5465.0,6011.5
FMCTS-0009,EXCISION OF CHEST WALL TUMOUR,FMCTS-0009,10928.0,12020.8
FMCTS-0010,DECORTICATION,FMCTS-0010,7649.0,8413.9
FMCTS-0011,EXCISION OF LUNG CYST,FMCTS-0011,7649.0,8413.9
FMCTS-0012,REP.OF RUPTURE BRONC./TRACHEA,FMCTS-0012,10928.0,12020.8
FMCTS-0013,THORACOPLASTY,FMCTS-0013,10928.0,12020.8
FMCTS-0014,REPAIR OF OESOP. INJ.,FMCTS-0014,8742.0,9616.2
FMCTS-0015,RESECTION OF SUP.SULCUS T.,FMCTS-0015,10928.0,12020.8
FMCTS-0016,SCALENE L.N. BIOPSY,FMCTS-0016,2732.0,3005.2
FMCTS-0017,CERVICAL RIB EXCISION,FMCTS-0017,5465.0,6011.5
FMCTS-0018,HELLER`S OP. FOR ACHOLASIA,FMCTS-0018,6556.0,7211.6
FMCTS-0019,MEDIASTINOSCOPY DIAGNOSTIC,FMCTS-0019,3279.0000000000005,3606.9
FMCTS-0020,MEDIASTINOSCOPY OPERATIVE,FMCTS-0020,5465.0,6011.5
FMCTS-0021,THORACOSCOPY,FMCTS-0021,7649.0,8413.9
FMCTS-0022,INTERNAL PACE-MAKER,FMCTS-0022,7649.0,8413.9
FMCTS-0023,EXTERNAL PACE-MAKER,FMCTS-0023,5465.0,6011.5
FMCTS-0024,PERICARDIECTOMY,FMCTS-0024,8742.0,9616.2
FMCTS-0025,EXCISION OF PERICARDIAL CYST,FMCTS-0025,6556.0,7211.6
FMCTS-0026,ONE-WAY VALVE FOR CHEST TUBE  (HEIMLICH'S VALVE),FMCTS-0026,165.0,181.5
FMCTS-0027,DIAGNOSTIC ASPIRATION,FMCTS-0027,346.0,380.6
FMCTS-0028,EXCISION OF MEDIASTINAL MASS,FMCTS-0028,8037.0,8840.7
FMCTS-0029,SUPERFICIAL LYMPHNODE BIOPSY,FMCTS-0029,346.0,380.6
FMCTS-0030,DIAGNOSTIC THORACOSCOPY,FMCTS-0030,5740.0,6314.0
FMCTS-0031,EXTRAPLEURAL PNEUMONECTOMY,FMCTS-0031,9183.0,10101.3
FMCTS-0032,EXCISION OF SUPERIOR SULCU     TUMUR,FMCTS-0032,8742.0,9616.2
FMCTS-0033,DRAINAGE OF LUNG ABSCESS,FMCTS-0033,2870.0,3157.0
FMCTS-0034,MUSCLE FLAP FOR CLOSURE OF     PLEURAL POUCH,FMCTS-0034,11473.999999999998,12621.4
FMCTS-0035,DRAINAGE OF CHEST WALL ABSCESS,FMCTS-0035,578.0,635.8
FMCTS-0036,EXCISION OF CHEST WALL SINUS,FMCTS-0036,5740.0,6314.0
FMCTS-0037,RESECTION OF PHARYNGEAL DIVERT ICULUM,FMCTS-0037,8037.0,8840.7
FMCTS-0038,REPAIR OF EVENTIATION OF DIAPH RAGM,FMCTS-0038,8037.0,8840.7
FMCTS-0039,REPAIR OF TRACHEO-OESOPHAGEAL  FISTULA,FMCTS-0039,8037.0,8840.7
FMCTS-0040,WOUND SUTURING,FMCTS-0040,117.0,128.7
FMCTS-0041,MINI THORACOTOMY,FMCTS-0041,1725.0,1897.5
FMCTS-0042,ASPIRATION OF COLD ABSCESS,FMCTS-0042,234.0,257.4
FMCTS-0043,EXCISION OF LYMPH NODE,FMCTS-0043,346.0,380.6
FMCTS-0044,THORACOSTOMY,FMCTS-0044,1152.0,1267.2
FMCTS-0045,ASPIRATION BIOPSY,FMCTS-0045,346.0,380.6
FMCTS-0046,LIGATION OF PATENT DUCTUS      ARTERIOSOUS,FMCTS-0046,5465.0,6011.5
FMCTS-0047,RIBRESECTION,FMCTS-0047,4372.0,4809.2
FMCTS-0048,EXPLORATORY THORACOTOMY,FMCTS-0048,3279.0000000000005,3606.9
FMCTSS0001,CHEST TUBE INSERTION,FMCTSS0001,2870.0,3157.0
FMCTSS0002,GAUZE FIXATION OF FLAIL CHEST,FMCTSS0002,2297.0,2526.7
FMCTSS0003,SURGICAL FIX. OF FLAIL CHEST,FMCTSS0003,6886.0,7574.6
FMCTSS0004,INTERCOSTAL NERVE BLOCK,FMCTSS0004,1152.0,1267.2
FMCTSS0005,CHEMICAL PLEUROCTESIS,FMCTSS0005,2297.0,2526.7
FMCTSS0006,CLS OF BRONCHO-PLEURAL FISTULA,FMCTSS0006,11473.999999999998,12621.4
FMCTSS0007,ELOESSER FLAP,FMCTSS0007,3443.0,3787.3
FMCTSS0008,REPAIR OF CHEST WALL DEFECT,FMCTSS0008,13771.000000000002,15148.1
FMCTSS0009,DIAGNOSTIC RIGID BRONCHOSCOPY,FMCTSS0009,3443.0,3787.3
FMCTSS0010,THERAPEUTIC RIGID BRONCHOSCOPY,FMCTSS0010,4022.0,4424.2
FMCTSS0011,DIAG. RIGID OESOPHAGOSCOPY,FMCTSS0011,2297.0,2526.7
FMCTSS0012,THERA. RIGID OESOPHAGOSCOPY,FMCTSS0012,2870.0,3157.0
FMCTSS0013,NEEDLE LUNG BIOPSY,FMCTSS0013,2297.0,2526.7
FMCTSS0014,NEEDLE PLEURAL BIOPSY,FMCTSS0014,2297.0,2526.7
FMCTSS0015,THORACENTESIS,FMCTSS0015,1725.0,1897.5
FMCTSS0016,CLOSURE OF PATENT DUCTUS,FMCTSS0016,8037.0,8840.7
FMCTSS0017,SHUNTING PROCEDURE,FMCTSS0017,8037.0,8840.7
FMCTSS0018,PERICARDIOTHENTESIS,FMCTSS0018,2870.0,3157.0
FMCTSS0019,PERICARDIAL WINDOW,FMCTSS0019,5740.0,6314.0
FMCTSS0020,MONALDI`S PROCEDURE,FMCTSS0020,3443.0,3787.3
FMCTSS0021,INTERNAL PACE MAKER,FMCTSS0021,4594.0,5053.4
FMCTSS0022,REPAIR OF WOUND DEHESENCE,FMCTSS0022,5740.0,6314.0
FMCTSS0026,PDA CLOSURE BY COIL,FMCTSS0026,2186.0,2404.6
FMCTSS0027,ASD CLOSURE BY DEVICE,FMCTSS0027,3279.0000000000005,3606.9
FMCTSS0028,PDA CLOSURE BY DEVICE,FMCTSS0028,3279.0000000000005,3606.9
FMD0001,PRE REGISTRATION SGNA (STUDENT) CHECKUP,FMD0001,284.0,312.4
FMDER-0002,PROSTATIC MASSAGE,FMDER-0002,75.0,82.5
FMDER-0003,SVD INJECTION,FMDER-0003,43.0,47.3
FMDER-0004,SKIN BIOPSY,FMDER-0004,236.36363636363637,260.0
FMDER-0005,LYMPH NODE BIOPSY,FMDER-0005,388.00000000000006,426.8
FMDER-0006,"SKIN ALLERGY TEST ""PATCH""",FMDER-0006,388.00000000000006,426.8
FMDER-0008,CHEMICAL CAUTERY,FMDER-0008,70.0,77.0
FMDER-0009,AUTO VACCINATION,FMDER-0009,75.0,82.5
FMDER-0010,TESTICULAR BIOPSY,FMDER-0010,1141.0,1255.1
FMDER-0011,SKIN BIOPSY FOR EM,FMDER-0011,1268.0,1394.8
FMDER-0012,WOOD'S LIGHT EXAM,FMDER-0012,75.0,82.5
FMDER-0013,ELECTRO-CAUTERY,FMDER-0013,615.0,676.5
FMDER-0014,INCISION & CRRETAGE,FMDER-0014,642.0,706.2
FMDER-0015,BASED CELL CARCINOMA,FMDER-0015,3555.0,3910.5
FMDER-0016,SOLAR KERATOSIS,FMDER-0016,2133.0,2346.3
FMDER-0017,DISSEM SUPER KERATOSIS,FMDER-0017,1905.0,2095.5
FMDER-0018,BOWN'S DESEASE,FMDER-0018,2133.0,2346.3
FMDER-0019,CALLOSITIES,FMDER-0019,711.0000000000001,782.1
FMDER-0020,PLANTER WART,FMDER-0020,711.0000000000001,782.1
FMDER-0021,TZANK SHEAR TEST,FMDER-0021,107.00000000000001,117.7
FMDER-0022,PHOTOPATCH TEST,FMDER-0022,260.0,286.0
FMDER-0023,SKIN PATCH TEST,FMDER-0023,388.00000000000006,426.8
FMDER-0024,ICE CUBE TEST,FMDER-0024,287.0,315.7
FMDER-0025,PATHOLOGY TEST,FMDER-0025,260.0,286.0
FMDER-0026,URETHERAL SCRAPPING,FMDER-0026,128.0,140.8
FMDER-0027,GONOZYME SWAB,FMDER-0027,329.0,361.9
FMDER-0028,BUCCAL SMEAR,FMDER-0028,75.0,82.5
FMDER-0029,LESION SMEAR,FMDER-0029,75.0,82.5
FMDER-0030,VAPOSONE SESSION,FMDER-0030,128.0,140.8
FMDER-0031,DERMO TEST,FMDER-0031,128.0,140.8
FMDER-0032,PUVA THERAPY,FMDER-0032,190.99999999999997,210.1
FMDER-0033,NARROW BAND THERAPY,FMDER-0033,144.0,158.4
FMDER-0034,TRICHOGRAM,FMDER-0034,329.0,361.9
FMDER-0035,DERMABRASION UNIT,FMDER-0035,1422.0000000000002,1564.2
FMDER-0036,SKIN TAG EXCISION PER UNIT,FMDER-0036,642.0,706.2
FMDER-0037,LOC. SEROFAL VARICOCELECTOMY,FMDER-0037,642.0,706.2
FMDER-0038,MILIA EXTRACTION,FMDER-0038,615.0,676.5
FMDER-0039,PODOPHYLLIN APPLICATION,FMDER-0039,48.0,52.8
FMDER-0040,PHENOL APPLICATION 40%,FMDER-0040,48.0,52.8
FMDER-0041,INTRADERMAL INJECTION,FMDER-0041,85.0,93.5
FMDER-0042,ELECTRO-CAUTERY PER/UNIT,FMDER-0042,70.0,77.0
FMDER-0043,KERATOLITIC APPLICATION - FACE,FMDER-0043,202.0,222.2
FMDER-0044,KERATOLITIC APPLICATION - ARM,FMDER-0044,324.0,356.4
FMDER-0045,KERATOLITIC APPLICATION - LEGS,FMDER-0045,515.0,566.5
FMDER-0046,ACNE SURGERY COMEDONE EXTRACT,FMDER-0046,324.0,356.4
FMDER-0047,ULTRAVIOLET EXPOSE,FMDER-0047,144.0,158.4
FMDER-0048,ZYDERM IMPLANT TEST,FMDER-0048,425.0,467.5
FMDER-0049,COLLAGEN APPLICATION - ACNE,FMDER-0049,202.0,222.2
FMDER-0050,COLLAGEN APPLICATION - REGENE- RATION,FMDER-0050,202.0,222.2
FMDER-0051,HERBAL MASK APPLICATION,FMDER-0051,144.0,158.4
FMDER-0052,TOPICAL APPLICATION - ALOPECIA LOTION,FMDER-0052,85.0,93.5
FMDER-0053,TOPICAL APPLICATION - VITILIGO LOTION,FMDER-0053,85.0,93.5
FMDER-0054,ALOPECIA LOTION 2% - 100CC,FMDER-0054,1125.0,1237.5
FMDER-0055,ALOPECIA LOTION 3% - 100CC,FMDER-0055,1682.0000000000002,1850.2
FMDER-0056,ALOPECIA LOTION 5% - 100CC,FMDER-0056,2648.0,2912.8
FMDER-0057,OIL OF BERGAMOT 100CC,FMDER-0057,287.0,315.7
FMDER-0058,INFRARED EXPOSURE,FMDER-0058,144.0,158.4
FMDER-0059,ZYDERM IMPLANT INJECTION,FMDER-0059,1905.0,2095.5
FMDER-0061,SAMPLE FR. TESTISE BY NEEDLE,FMDER-0061,202.0,222.2
FMDER-0062,PATHERGY,FMDER-0062,287.0,315.7
FMDER-0063,DIATHERMY CURRETAGE,FMDER-0063,128.0,140.8
FMDER-0064,URETHERAL IRRIGATION,FMDER-0064,75.0,82.5
FMDER-0065,HAIR SHAFT,FMDER-0065,75.0,82.5
FMDER-0066,VARICOCELE,FMDER-0066,2282.0,2510.2
FMDER-0067,TESTICULAR EXPLORATION,FMDER-0067,1268.0,1394.8
FMDER-0068,SENSITIVITY TEST,FMDER-0068,324.0,356.4
FMDER-0069,SEBACEOUS CYST EXCISSION SMALL,FMDER-0069,245.0,269.5
FMDER-0070,SEBACEOUS CYST EXCISSION LARGE,FMDER-0070,642.0,706.2
FMDER-0071,DEPILATION-SMALL AREA,FMDER-0071,213.0,234.3
FMDER-0072,DEPILATION -MEDIUM AREA,FMDER-0072,415.0,456.5
FMDER-0073,DEPILATION-LARGE AREA.,FMDER-0073,678.9999999999999,746.9
FMDER-0075,PUVA THERAPY PKG 10 SESSIONS,FMDER-0075,1401.0,1541.1
FMDER-0076,CAPILSTIMULATOR  PER SESSION,FMDER-0076,213.0,234.3
FMDER-0077,CAPILSTIMULATOR PACKAGE DEAL   (10 SESSIONS ).,FMDER-0077,1332.0000000000002,1465.2
FMDER-0079,PUVA SECOND COURSE,FMDER-0079,987.0,1085.7
FMDER-0080,PUVA SUCCEEDING COURSE,FMDER-0080,706.0000000000001,776.6
FMDER-0081,INCISSI.& DRAIN.ABCS.SUPERFCL.,FMDER-0081,96.0,105.6
FMDER-0082,INCISSI.& DRAIN ABCSS.-DEEP,FMDER-0082,190.99999999999997,210.1
FMDER-0083,OCCLUSIVE DRESSING SMALL,FMDER-0083,70.0,77.0
FMDER-0084,OCCLUSIVE DRESSING MEDIUM,FMDER-0084,96.0,105.6
FMDER-0085,OCCLUSIVE DRESSING LARGE,FMDER-0085,190.99999999999997,210.1
FMDER-0086,EXTRACTION OF MOLLUSCA BODIES  AREA,FMDER-0086,128.0,140.8
FMDER-0087,DERMOJECT INJECTION,FMDER-0087,70.0,77.0
FMDER-0089,INTRALESIONAL INJECTION,FMDER-0089,70.0,77.0
FMDER-0090,SUBCUTANEOUS INJECTION,FMDER-0090,70.0,77.0
FMDER-0092,WOUND  DRESSING SMALL,FMDER-0092,38.0,41.8
FMDER-0093,WOUND DRESSING MEDIUM,FMDER-0093,48.0,52.8
FMDER-0094,WOUND DRESSING LARGE,FMDER-0094,75.0,82.5
FMDER-0095,ERECTILE DISORDERS DETECTION   USING DUPPLER APPARATUS,FMDER-0095,128.0,140.8
FMDER-0096,HYPERPIGMENTATION COURSE,FMDER-0096,1268.0,1394.8
FMDER-0097,B.H. ELECTRO - CAUTERY,FMDER-0097,85.0,93.5
FMDER-0099,DOPPLER PROCEDURE,FMDER-0099,165.0,181.5
FMDER-0100,LASER THERAPY APPLICATION FOR  DERMA. & ACUPUNCTURE 10 SESS.,FMDER-0100,2096.0,2305.6
FMDER-0101,LASER THERAPY APPLICATION FOR  DERMA.& ACUPUNCTURE  7 SESSION,FMDER-0101,1194.0,1313.4
FMDER-0102,LASER THERAPY APPLICATION FOR  DERMA. & ACUPUNCTURE 5 SESSION,FMDER-0102,923.0,1015.3
FMDER-0103,ACU BLITZ ACUPUNCTURE THERAPY  10 SESSIONS,FMDER-0103,1401.0,1541.1
FMDER-0104,ACU BLITZ ACUPUNCTURE THERAPY  7 SESSIONS,FMDER-0104,987.0,1085.7
FMDER-0105,ACU BLITZ ACUPUNCTURE THERAPY  5 SESSIONS,FMDER-0105,706.0000000000001,776.6
FMDER-0106,EUROPEAN ACNE - FACIAL,FMDER-0106,706.0000000000001,776.6
FMDER-0107,THERMAL HOT - MASK TREATMENT   FOR MATURE SKIN,FMDER-0107,356.0,391.6
FMDER-0108,HOT OIL SCALP TREATMENT 10 SES,FMDER-0108,1268.0,1394.8
FMDER-0109,HOT OIL SCALP TREATMENT 5 SESS,FMDER-0109,706.0000000000001,776.6
FMDER-0110,HOT OIL SCALP TREATMENT PER    SESSION,FMDER-0110,223.0,245.3
FMDER-0111,DESINCRUSTATION LARGE AREA,FMDER-0111,499.0,548.9
FMDER-0112,DESINCRUSTATION MEDIUM AREA,FMDER-0112,356.0,391.6
FMDER-0113,DESINCRUSTATION SMALL AREA,FMDER-0113,223.0,245.3
FMDER-0114,STRETCH MARK TREATMENT 10 SESS,FMDER-0114,1905.0,2095.5
FMDER-0115,STRETCH MARK TREATMENT 5 SESS.,FMDER-0115,1083.0,1191.3
FMDER-0116,STRETCH MARK TREATMENT PER     TREATMENT,FMDER-0116,324.0,356.4
FMDER-0117,CELLULITE TREATMENT 10 SESSION,FMDER-0117,1905.0,2095.5
FMDER-0118,CELLULITE TREATMENT 5 SESSIONS,FMDER-0118,1083.0,1191.3
FMDER-0119,CELLULITE TREATMENT PER TREAT.,FMDER-0119,324.0,356.4
FMDER-0120,NON - SURGICAL FACE LIFT,FMDER-0120,642.0,706.2
FMDER-0121,WEIGHT REDUC. BY DEEP HEAT     METHOD AND BODY WRAP 10 SESS.,FMDER-0121,1905.0,2095.5
FMDER-0123,WEIGHT REDUC. BY DEEP HEAT     METHOD AND BODY WRAP PER TREAT,FMDER-0123,324.0,356.4
FMDER-0124,UVL 15 SESSIONS,FMDER-0124,1268.0,1394.8
FMDER-0125,NARROW BAND REGIONAL 1ST COURSE 15 SESSIONS,FMDER-0125,1268.0,1394.8
FMDER-0126,NARROW BAND REGIONAL 2ND COURSE 15 SESSIONS,FMDER-0126,891.0000000000001,980.1
FMDER-0127,UVA REGIONAL SUCEEDING COURSE,FMDER-0127,642.0,706.2
FMDER-0128,LASER THERAPY CELLOTHERM SOFT  LASER UNILASER 10 SESSIONS,FMDER-0128,1401.0,1541.1
FMDER-0129,LASER THERAPY CELLOTHERM SOFT  LASER UNILASER 7 SESSIONS,FMDER-0129,987.0,1085.7
FMDER-0130,MICROPUNCTURE TATTOOING LARGE  P.D.,FMDER-0130,1905.0,2095.5
FMDER-0131,MICROPUNCTURE TATTOING MEDIUM  P.D.,FMDER-0131,1268.0,1394.8
FMDER-0132,MICROPUNCTURE TATTOING SMALL   P.D.,FMDER-0132,642.0,706.2
FMDER-0133,LASER TREATMENT  LARGE AREA,FMDER-0133,2297.0,2526.7
FMDER-0134,LASER TREATMENT  MEDIUM AREA,FMDER-0134,2001.0,2201.1
FMDER-0135,LASER TREATMENT  SMALL AREA,FMDER-0135,637.0,700.7
FMDER-0136,LASER TEST DOSE,FMDER-0136,128.0,140.8
FMDER-0138,LIQUID NIRTOGEN APPL. SMALL,FMDER-0138,70.0,77.0
FMDER-0139,LIQUID NITROGEN APPL. MEDIUM,FMDER-0139,128.0,140.8
FMDER-0140,LIQUID NITROGEN APPL. LARGE,FMDER-0140,245.0,269.5
FMDER-0141,PODOPHYLLIN APPL. SMALL AREA,FMDER-0141,70.0,77.0
FMDER-0142,PODOPHYLLIN APPL. MEDIUM AREA,FMDER-0142,96.0,105.6
FMDER-0143,PODOPHYLLIN APPL. LARGE AREA,FMDER-0143,128.0,140.8
FMDER-0144,INTRALESIONAL(IL)INJ.SMALL AR.,FMDER-0144,75.0,82.5
FMDER-0145,INTRALESIONLA(IL)INJ.MED.AREA,FMDER-0145,96.0,105.6
FMDER-0146,INTRALESIONAL(IL)INJ.LRGE.AREA,FMDER-0146,128.0,140.8
FMDER-0147,DERMOJET INJECTION-SMALL AREA,FMDER-0147,112.00000000000001,123.2
FMDER-0148,DERMOJET INJECTION-MEDIUM AREA,FMDER-0148,165.0,181.5
FMDER-0149,DERMOJET INJECTION-LARGE AREA,FMDER-0149,277.0,304.7
FMDER-0150,I.M. INJECTION WITH MEDICINE,FMDER-0150,70.0,77.0
FMDER-0151,ANTI-ALLERGIC INJ.COCKTAIL I,FMDER-0151,96.0,105.6
FMDER-0152,ANTI-ALLERGIC INJ.COCKTAIL II,FMDER-0152,128.0,140.8
FMDER-0153,INCISS.&DRAIN.ABSCESS-SMALL,FMDER-0153,144.0,158.4
FMDER-0154,INCISS.&DRAIN. ABSCESS-MEDIUM,FMDER-0154,245.0,269.5
FMDER-0155,INCISS.&DRAIN. ABSCESS-LARGE,FMDER-0155,376.99999999999994,414.7
FMDER-0156,SEBACEOUS CYST EXISSION SMALL,FMDER-0156,245.0,269.5
FMDER-0157,SEBACEOUS CYST EXCISSION MED.,FMDER-0157,615.0,676.5
FMDER-0158,SEBACEOUS CYST EXCISSION-LARGE1,FMDER-0158,1210.0,1331.0
FMDER-0159,ELECTROCAUTERY-SMALL AREA,FMDER-0159,128.0,140.8
FMDER-0160,ELECTROCAUTERY MEDIUM AREA,FMDER-0160,308.0,338.8
FMDER-0161,ELECTROCAUTERY LARGE AREA,FMDER-0161,615.0,676.5
FMDER-0163,MOLLUSCA BODIES EXTRAC. SMALL,FMDER-0163,96.0,105.6
FMDER-0164,MOLLUSCA BODIES EXTRAC. MEDIUM,FMDER-0164,190.99999999999997,210.1
FMDER-0165,MOLLUSCA BODIES EXTRAC.LARGE,FMDER-0165,245.0,269.5
FMDER-0166,MILIA EXTRACTION - SMALL,FMDER-0166,223.0,245.3
FMDER-0167,MILIA EXTRACTION - MEDIUM,FMDER-0167,440.0,484.0
FMDER-0168,MILIA EXTRACTION - LARGE,FMDER-0168,711.0000000000001,782.1
FMDER-0169,K.O.H. EXAMINATION,FMDER-0169,271.0,298.1
FMDER-0170,REGIONAL PUVA MOBILE/SESSION,FMDER-0170,144.0,158.4
FMDER-0171,MICROPIGMENTATION TEST,FMDER-0171,43.0,47.3
FMDER-0173,BLEACHING - FACE,FMDER-0173,80.0,88.0
FMDER-0174,BLEACHING - ARMS,FMDER-0174,144.0,158.4
FMDER-0175,BLEACHING - LEGS,FMDER-0175,213.0,234.3
FMDER-0176,BLEACHING - TRUNK,FMDER-0176,271.0,298.1
FMDER-0177,BLEACHING - WHOLE BODY,FMDER-0177,340.0,374.0
FMDER-0178,CELLULAR BODY WRAP,FMDER-0178,340.0,374.0
FMDER-0179,LASER TREATMENT CELLATH./SESS.,FMDER-0179,213.0,234.3
FMDER-0180,MELANOCYTE CULTURE SMALL,FMDER-0180,578.0,635.8
FMDER-0181,SKIN GRAFTING SMALL AREA,FMDER-0181,1814.0,1995.4
FMDER-0182,SKIN GRAFTING MEDIUM AREA,FMDER-0182,2653.0,2918.3
FMDER-0183,SKIN GRAFTING LARGE AREA,FMDER-0183,3332.0,3665.2
FMDER-0184,SKIN GRAFTING EXTRA LARGE AREA,FMDER-0184,3985.0,4383.5
FMDER-0186,MYLANOCYTE CULTURE MEDIUM,FMDER-0186,886.0000000000001,974.6
FMDER-0187,MELANOCYTE CULTURE LARGE,FMDER-0187,1390.0,1529.0
FMDER-0189,MICRO-DERMABRADER PROCEDURE    SMALL,FMDER-0189,324.0,356.4
FMDER-0190,MICRO-DERMABRADER PROC. MEDIUM,FMDER-0190,637.0,700.7
FMDER-0191,MICRO-DERMABRADER PROC. LARGE,FMDER-0191,1263.0,1389.3
FMDER-0192,MICRO-DERMABRADER PROC. E-LARG,FMDER-0192,1900.0,2090.0
FMDER-0193,INTRACORPORAL INJECTION I.C.I,FMDER-0193,202.0,222.2
FMDER-0194,LASER TREATMENT EXTRA LARGE,FMDER-0194,3162.0,3478.2
FMDER-0195,VASCULAR LASER TREATMENT TEST  DOSE,FMDER-0195,128.0,140.8
FMDER-0196,VASCULAR LASER TREATMENT SMALL AREA,FMDER-0196,1332.0000000000002,1465.2
FMDER-0197,VASCULAR LASER TREATMENT       MEDIUM AREA,FMDER-0197,2001.0,2201.1
FMDER-0198,VASCULAR LASER TREATMENT LARGE AREA,FMDER-0198,2525.0,2777.5
FMDER-0199,BLISTER SCTN DIV. MELANOCYTE   CULTURING,FMDER-0199,324.0,356.4
FMDER-0200,LASER ABLATION SMALL AREA,FMDER-0200,637.0,700.7
FMDER-0201,LASER ABLATION MEDIUM AREA,FMDER-0201,886.0000000000001,974.6
FMDER-0202,LASER ABLATION LARGE AREA,FMDER-0202,1263.0,1389.3
FMDER-0203,LASER ABLATION EXTRA LARGE,FMDER-0203,2525.0,2777.5
FMDER-0204,BLISTER TRANSFORMATION SMALL   AREA,FMDER-0204,637.0,700.7
FMDER-0205,BLISTER TRANSFORMATION MEDIUM  AREA,FMDER-0205,886.0000000000001,974.6
FMDER-0206,BLISTER TRANSFORMATION LARGE   AREA,FMDER-0206,1263.0,1389.3
FMDER-0207,BLISTER TRANSFORMATION EXTRA   LARGE AREA,FMDER-0207,2525.0,2777.5
FMDER-0208,AGE JEUNESSE EYE WRINKLE PER   TREATMENT,FMDER-0208,324.0,356.4
FMDER-0209,AGE JEUNESSE WRINGKLE PD(6TREA TMENT),FMDER-0209,1263.0,1389.3
FMDER-0210,AGE JEUNESSE FACE WRINGKLE PER TREATMENT,FMDER-0210,578.0,635.8
FMDER-0211,AGE JEUNESSE FACE WRINGKLE PD  (6 TREATMENT),FMDER-0211,2276.0,2503.6
FMDER-0215,MELANOCYTE CULTURE EXTRA-LARGE,FMDER-0215,16392.0,18031.2
FMDER-0217,LASER TREATMENT SMALL AREA,FMDER-0217,637.0,700.7
FMDER-0218,LASER TREATMENT MEDIUM AREA,FMDER-0218,1268.0,1394.8
FMDER-0219,LASER TREATMEN LARGE AREA,FMDER-0219,2001.0,2201.1
