HCP Name,S. Type,Code,Provider Service Description,Prie,Discount,LOS
SGH Madina,PD,7011015,CRANIOTOMY AND EVACUATION OF EXTRADURAL HEMATOMA,26350,0.15,3
SGH Madina,PD,7011016,CRANIOTOMY AND EVACUATION OF INTRACEREBRAL HEMATOMA,33300,0.15,3
SGH Madina,PD,7011017,CRANIOTOMY AND EXCISION OF  CLIVAL TUMOUR,83600,0.15,4
SGH Madina,PD,7011018,CRANIOTOMY AND EXCISION OF C P ANGLE TUMOUR,75650,0.15,4
SGH Madina,PD,7011019,CRANIOTOMY AND EXCISION OF CEREBELLAR TUMOUR,49980,0.15,4
SGH Madina,PD,7011020,CRANIOTOMY AND EXCISION OF FORAMEN MANGUM TUMOUR,85000,0.15,4
SGH Madina,PD,7011021,CRANIOTOMY AND EXESION OF DEEP SEALED / SKULL BASE BRAIN TUMOR,83640,0.15,4
SGH Madina,PD,7011022,CRANIOTOMY AND EXESION OF SUPERFICIAL BRAIN TUMOR,49793,0.15,4
SGH Madina,PD,7011023,CRANIOTOMY EXCISION OF  SUPERFICIAL CEREBRAL TUMOUR,32850,0.15,4
SGH Madina,PD,7011024,CRANIOTOMY EXCISION OF BRAIN ABSCESS,33750,0.15,4
SGH Madina,PD,7011025,CRANIOTOMY EXCISION OF DEEP CEREBRAL TUMOUR,64970,0.15,4
SGH Madina,PD,7011026,CRANIOTOMY EXCISION OF DEEP POSTERIOR FOSSA TUMOUR,58740,0.15,4
SGH Madina,PD,7011027,CRANIOTOMY EXCISION OF PARASAGITTAL TUMOUR,65860,0.15,4
SGH Madina,PD,7011028,CRANIOTOMY EXCISION OF SKULL BASE TUMOUR,76407,0.15,4
SGH Madina,PD,7011029,CRANIOTOMY EXCISION OF SUPERFICIAL  POSTERIOR FOSSA TUMOUR,41385,0.15,4
SGH Madina,PD,7011030,CRANIOTOMY FOR EVACUATION OF EXTRADURAL HEMATOMA,24650,0.15,4
SGH Madina,PD,7011031,CRANIOTOMY FOR SURGICAL DIPPING OF CEREBRAL ANEURYSM,95200,0.15,4
SGH Madina,PD,7011032,DEEP BRAIN STIMULATION EXCLUDING THE IMPLANTS,85000,0.15,4
SGH Madina,PD,7011033,ENDOSCOPIC EVACUATION OF ACUTE SUBDURAL HEMATOMA,33300,0.15,4
SGH Madina,PD,7011034,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – BILATERAL,32623,0.15,4
SGH Madina,PD,7011035,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – UNILATERAL,30600,0.15,4
SGH Madina,PD,7011036,ENDOSCOPIC EVACUATION OF INTRACEREBRAL HEMATOMA,43430,0.15,4
SGH Madina,PD,7011037,ENDOSCOPIC EXCISION OF INTRA-VENTRICULAR TUMOUR,65860,0.15,4
SGH Madina,PD,7011038,ENDOSCOPIC MANAGEMENT OF HYDROCEPHALUS,39160,0.15,4
SGH Madina,PD,7011039,ENDOSCOPY FOR THE MANAGEMENT OF HYDROCEPHALUS,31500,0.15,4
SGH Madina,PD,7011040,ENDOVASCULAR INTERVENTION FOR CEREBRO-VASCULAR LESION,67195,0.15,4
SGH Madina,PD,7011041,EVACUATION OF  CHRONIC SUBDURAL HEMATOMA / BILATERAL,24650,0.15,2
SGH Madina,PD,7011042,EVACUATION OF CHRONIC SUBDURAL HEMATOMA / UNILATERAL,15660,0.15,2
SGH Madina,PD,7011043,EXCISION OF  BASAL ENCEPHACOLE,42840,0.15,3
SGH Madina,PD,7011044,EXCISION OF CEREBRAL ARTERIOVENOUS MALFORMATION,66305,0.15,4
SGH Madina,PD,7011045,EXCISION OF SCALP SWELLING OR TUMOUR,10516,0.15,1
SGH Madina,PD,7011046,EXCISION OF SKULL VAULT ENCEPHALOCELE,31050,0.15,3
SGH Madina,PD,7011047,EXCISION OF SKULL VAULT TUMOUR,19550,0.15,1
SGH Madina,PD,7011048,FONTO-ORBITAL ADVANCEMENT FOR CRANIOSYNOSTOIS,66305,0.15,4
SGH Madina,PD,7011049,INSERTION OF  EXTERNAL VENTRICULAR DRAIN,11000,0.15,1
SGH Madina,PD,7011050,INSERTION OF INTRACRANIAL PRESSURE MONITOR,11000,0.15,1
SGH Madina,PD,7011051,INSERTION OF INTRACRANIAL PRESSURE MONITORING CATHETER,19975,0.15,2
SGH Madina,PD,7011052,MICRVASCULAR DECOMPRESSION FOR HEMIFACIAL SPASM,76407,0.15,4
SGH Madina,PD,7011053,MICRVASCULAR DECOMPRESSION OF TRIGEMINAL NERVE,76407,0.15,4
SGH Madina,PD,7011054,MOTOR CORTEX STIMULATION (IMPLANTS NOT INCLUDED),61200,0.15,4
SGH Madina,PD,7011055,REMOVAL DBS – EXTENSION ELECTRODES,25500,0.15,1
SGH Madina,PD,7011056,REMOVAL DBS ELECTRODES,25500,0.15,1
SGH Madina,PD,7011057,REMOVAL OF MOTOR CORTEX STIMULATION (MCS) – ELECTRODES (WITH CRANIOTOMY),44500,0.15,1
SGH Madina,PD,7011058,REMOVAL OF  MOTOR CORTEX STIMULATION (MCS) EXTENSION ELECTRODES,25500,0.15,1
SGH Madina,PD,7011059,REMOVAL OF OCCIPITAL NERVE STIMULATOR (ONS) – EXTENSION ELECTRODES,21250,0.15,1
SGH Madina,PD,7011060,REMOVAL OF OCCIPITAL NERVE STIMULATOR (ONS) ELECTRODES,21250,0.15,1
SGH Madina,PD,7011061,REMOVAL  OF PERIPHERAL NERVE STIMULATOR (PNS) – ELECTRODES,17600,0.15,1
SGH Madina,PD,7011062,REMOVAL   OF PERIPHERAL NERVE STIMULATOR (PNS) – EXTENSION ELECTRODES,17600,0.15,1
SGH Madina,PD,7011063,REMOVAL OF SPINAL CORD STIMULATOR (SCS) ELECTRODES,21250,0.15,1
SGH Madina,PD,7011064,REMOVAL  OF SPINAL CORD STIMULATOR (SCS) EXTENSION ELECTRODES,21250,0.15,1
SGH Madina,PD,7011065,REMOVAL OF VAGUS NERVE STIMULATOR (VNS) – EXTENSION ELECTRODES,21250,0.15,1
SGH Madina,PD,7011066,REMOVAL OF VAGUS NERVE STIMULATOR (VNS) ELECTRODES,25500,0.15,1
SGH Madina,PD,7011067,REPAIR OF COMPOUND SKULL FRACTURE,20375,0.15,2
SGH Madina,PD,7011068,REPAIR OF SCALP INJURY UNDER GENERAL ANAESTHESIA,12320,0.15,1
SGH Madina,PD,7011069,REPAIR OF SIMPLE SKULL FRACTURE,19975,0.15,2
SGH Madina,PD,7011070,REPAIR OF SKULL FRACTURE WITH DAMAGED BRAIN TISSUE,30600,0.15,2
SGH Madina,PD,7011071,SIMPLE SKULL OSTEOTOMY FOR CRANIOSYNOSTOIS,25075,0.15,2
SGH Madina,PD,7011072,SKULL BASE REVISION FOR CSF FISTULA,33300,0.15,2
SGH Madina,PD,7011073,STEREOTACTIC BIOPSY BRAIN,61200,0.15,3
SGH Madina,PD,7011074,TANS-SPHENOIDAL EXCISION OF SELLAR TUMOUR,75750,0.15,4
SGH Madina,PD,7011075,UNILATERAL EXTERNAL VENTRICULAR DRAINAGE,17160,0.15,2
SGH Madina,PD,7011076,VENTRICULO-PERITONEAL OR VENTRICULO ATRIAL SHUNT,19975,0.15,2
SGH Madina,PD,7011077,VENTRICULO-PERITONEAL SHUNT INSERTION,15660,0.15,2
SGH Madina,PD,7012001,"ANTERIOR OR ANTEROLATERAL VERTEB, RESECTION AND STABILIZATION",61410,0.15,4
SGH Madina,PD,7012002,ANTERIOR THORACIC CORPECTOMY AND STABILIZATION,69420,0.15,4
SGH Madina,PD,7012003,ANTEROLATERAL THORACO – LUMBER APPROACH – SINGLE LEVEL WITH FUSION,76407,0.15,4
SGH Madina,PD,7012004,CERVICAL DECOMPRESSIVE LAMINECTOMY,39160,0.15,4
SGH Madina,PD,7012005,CERVICAL DISCECTOMY ANTERIOR APPROACH –  MORE THAN 2 LEVELS WITH FUSION,61410,0.15,4
SGH Madina,PD,7012006,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITH FUSION,49572,0.15,4
SGH Madina,PD,7012007,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITHOUT FUSION,40392,0.15,4
SGH Madina,PD,7012008,CERVICAL DISCECTOMY ANTERIOR APPROACH – 2 LEVELS WITH FUSION,57405,0.15,4
SGH Madina,PD,7012009,CERVICAL MICRODISCECTOMY WITH FUSION / SINGLE LEVEL,42067,0.15,4
SGH Madina,PD,7012010,CERVICAL MICRODISCECTOMY WITHOUT FUSION / SINGLE LEVEL,35100,0.15,4
SGH Madina,PD,7012011,"CRANIECTOMY, BRAIN DISSECTION WITH HAEMATOMA EVAUCATION",30465,0.15,3
SGH Madina,PD,7012012,CT GUIDED ASPIRATION OF INTRA-CEREBRAL COLLECTION,30465,0.15,2
SGH Madina,PD,7012013,DECOMPRESSIVE THORACIC LAMINECTOMY,32079,0.15,4
SGH Madina,PD,7012014,EACH ADDITIONAL LEVEL ANTEROLATERAL THORACO APPROACH,12320,0.15,0
SGH Madina,PD,7012015,EACH ADDITIONAL LEVEL CERVICAL DISC EXESION / FUSION,7877,0.15,0
SGH Madina,PD,7012016,EACH ADDITIONAL LEVEL LUMBER DISC EXCESION / FUSION,6987,0.15,0
SGH Madina,PD,7012017,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/CERVICAL,46280,0.15,4
SGH Madina,PD,7012018,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/DORSAL,46280,0.15,4
SGH Madina,PD,7012019,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/LUMBAR,35100,0.15,4
SGH Madina,PD,7012020,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/SACRAL,35100,0.15,3
SGH Madina,PD,7012021,EXCISION OF LESIONS INTRASPINAL INTRADURAL/CERVICAL,54290,0.15,4
SGH Madina,PD,7012022,EXCISION OF LESIONS INTRASPINAL INTRADURAL/DORSAL,49793,0.15,4
SGH Madina,PD,7012023,EXCISION OF LESIONS INTRASPINAL INTRADURAL/LUMBAR,37380,0.15,3
SGH Madina,PD,7012024,EXPLORATION OF RADIAL NERVE WITH EXTERNAL NEUROSIS,24650,0.15,3
SGH Madina,PD,7012025,IMPLANTATION OF INTRATHECAL PUMP EXCLUDING THE PUMP,36000,0.15,3
SGH Madina,PD,7012026,INTRATHECAL BACLOFEN INJECTION/SCREENING PROCEDURE,17600,0.15,2
SGH Madina,PD,7012027,KHYPOPLASTY (PER LEVEL) BILATERAL,62300,0.15,4
SGH Madina,PD,7012028,KYPHOPLASTY (PER LEVEL) UNILATERAL,53400,0.15,4
SGH Madina,PD,7012029,"LAMINECTOPLASTY / LAMINECTOMY FOR SPINAL TUMOR FOCAL (MENINGIOMA, NEUROMA)",49793,0.15,4
SGH Madina,PD,7012030,"LAMINECTOPLASTY L LAMINECTOMY FOR SPINAL TUMOR DIFUSE (GLIOMA, EPENDYMOMA)",76540,0.15,4
SGH Madina,PD,7012031,LATERAL APPROACH TO THORACIC DISCECTOMY,60520,0.15,4
SGH Madina,PD,7012032,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – MORE THAN TWO LEVELS,33660,0.15,4
SGH Madina,PD,7012033,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – ONE LEVEL,27030,0.15,4
SGH Madina,PD,7012034,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – TWO LEVELS,31620,0.15,4
SGH Madina,PD,7012035,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL BILATERAL,24225,0.15,4
SGH Madina,PD,7012036,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL UNILATERAL,20825,0.15,4
SGH Madina,PD,7012037,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS BILATERAL,48950,0.15,4
SGH Madina,PD,7012038,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS UNILATERAL,33300,0.15,4
SGH Madina,PD,7012039,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS BILATERAL,34650,0.15,4
SGH Madina,PD,7012040,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS UNILATERAL,24225,0.15,4
SGH Madina,PD,7012041,LUMBER MICRODISECTOMY WITH FUSION / SINGLE LEVEL,31500,0.15,4
SGH Madina,PD,7012042,LUMBER MICRODISECTOMY WITHOUT FUSION / SINGLE LEVEL,20400,0.15,4
SGH Madina,PD,7012043,MICROSCOPIC BRAIN EXCISION OF EPILEPTIC FOCUS,61277,0.15,4
SGH Madina,PD,7012044,MICROSCOPIC TOTAL SUPRASELLAR TUMOUR EXCISION THROUGH SUBFRONTAL APPROACH WITH FRONTAL CRANIOTOMY,46147,0.15,4
SGH Madina,PD,7012045,"MYELOMENINGOCELE REPAIR, MAJOR DEFECT",31500,0.15,3
SGH Madina,PD,7012046,"MYELOMENINGOCELE REPAIR, MINOR DEFECT",24650,0.15,3
SGH Madina,PD,7012047,PERCUTANEOUS FIXATION WITHOUT SCREW WITH IMPLANT ,62300,0.15,3
SGH Madina,PD,7012048,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – 2 NERVE ROOTS,37825,0.15,3
SGH Madina,PD,7012049,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – MORE THAN 2 NERVE ROOTS,48060,0.15,3
SGH Madina,PD,7012050,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – ONE NERVE ROOT,32850,0.15,3
SGH Madina,PD,7012051,POSTERIOR FUSION AND STABILIZATION,47170,0.15,3
SGH Madina,PD,7012052,POSTERIOR RHIZOTOMY,44500,0.15,3
SGH Madina,PD,7012053,RE-FENESTRATION AND MICRODISCECTOMY,27200,0.15,3
SGH Madina,PD,7012054,REFILL OF INTRATHECAL PUMP (EXCLUDING THE MEDICATION),8800,0.15,0
SGH Madina,PD,7012055,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS –  MORE THAN TWO LEVELS,34200,0.15,3
SGH Madina,PD,7012056,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – ONE LEVEL,30600,0.15,3
SGH Madina,PD,7012057,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – TWO LEVELS,31500,0.15,3
SGH Madina,PD,7012058,REMOVAL NEURO-STIMULATOR,25500,0.15,3
SGH Madina,PD,7012059,REPAIR OF MENINGOMYELOCELE MAJOR,42275,0.15,3
SGH Madina,PD,7012060,"REPAIR OF MENINGOMYELOCELE, MINOR DEFECT",26350,0.15,3
SGH Madina,PD,7012061,REPAIR OF OCCULT SPINAL DYSRAPHISM,38270,0.15,3
SGH Madina,PD,7012062,SELECTIVE DORSAL RHIZOTOMY FOR SPASTICITY,44500,0.15,3
SGH Madina,PD,7012063,SPINAL CORD STIMULATION (EXCLUDING IMPLANTS),34340,0.15,3
SGH Madina,PD,7012064,SPINAL STENOSIS / INTER LAMINAR DECOMPRESSION / LAMINECTOMY,23800,0.15,3
SGH Madina,PD,7012065,SPINAL STENOSIS / INTER LAMINAR DECOMPRESSION / LAMINECTOMY WITH DISCECTOMY,31500,0.15,3
SGH Madina,PD,7012066,THECO-PERITONEAL SHUNT,41385,0.15,3
SGH Madina,PD,7013001,BILATERAL CARPAL TUNNEL NEUROLYSIS,15300,0.15,2
SGH Madina,PD,7013002,BRACHIAL PLEXUS DECOMPRESSION,33165,0.15,3
SGH Madina,PD,7013003,CARPEL TUNNEL SYNDROME DECOMPRESSION BILATERAL ,6675,0.15,1
SGH Madina,PD,7013004,CARPEL TUNNEL SYNDROME DECOMPRESSION UNILATERAL,5355,0.15,1
SGH Madina,PD,7013005,DIRECT PERINEURAL NERVE REPAIR,25373,0.15,2
SGH Madina,PD,7013006,INTERFASICULAR REPAIR,34065,0.15,2
SGH Madina,PD,7013007,NERVE GRAFTING (WITHOUT GRAFT),25925,0.15,2
SGH Madina,PD,7013008,NERVE GRAFTS – AUTO GRAFTS ,36490,0.15,2
SGH Madina,PD,7013009,NERVE NEUROLYSIS,20273,0.15,2
SGH Madina,PD,7013010,NERVE REPAIR (ONE NERVE),20825,0.15,2
SGH Madina,PD,7013011,NERVE REPAIR MAJOR ,26350,0.15,2
SGH Madina,PD,7013012,NERVE TRANSFERS ,37380,0.15,2
SGH Madina,PD,7013013,"NERVE TRANSPOSITION, OLD SCAR  ",31500,0.15,2
SGH Madina,PD,7013014,"NEUROLYSIS, OLD REPAIR, EXPLORATION ",26350,0.15,2
SGH Madina,PD,7013015,NEUROMA EXCISION TREATMENT ,31500,0.15,2
SGH Madina,PD,7013016,OLD PERINEURAL NERVE REPAIR,27923,0.15,2
SGH Madina,PD,7013017,PERIPHERAL NERVE STIMULATION (EXCLUDING IMPLANTS),37380,0.15,2
SGH Madina,PD,7013018,RELEASE OF CUBITAL TUNNEL SYNDROME,17468,0.15,1
SGH Madina,PD,7013019,RELEASE OF ULNAR NERVE ENTRAPMENT AT WRIST,14660,0.15,1
SGH Madina,PD,7013020,SELECTIVE PERIPHERAL NEURECTOMY (ONE LIMB),17600,0.15,1
SGH Madina,PD,7013021,SUBCUTANEOUS FIELD STIMULATION,36000,0.15,1
SGH Madina,PD,7013022,VAGAL NERVE STIMULATOR ( IMPLANTS NOT INCLUDED ),62300,0.15,4
SGH Madina,PD,7013023,CRANIOTOMY & EVACUATION OF ACUTE SUBDURAL HEMATOMA / POOR GRADE/ W/OUT IMPLANT,65000,0.15,4
SGH Madina,PD,7013024,EXTENSIVE DECOM. CRANIECTOMY + INSERTION OF BONE FLAP IN ABD. WALL-W/OUT IMPLANT,120000,0.15,10
SGH Madina,PD,7013025,CRANIOTOMY & EVACUATION OF POSTERIOR FOSSA EPEDURAL HEMATOMA - W/OUT IMPLANT,40000,0.15,3
SGH Madina,PD,7013026,CRANIOTOMY & EVACUATION OF INTRACEREBRAL HEMATOMA - POOR GRADE - W/OUT IMPLANT,62500,0.15,4
SGH Madina,PD,7013027,CRANIOTOMY & EVACUATION OF INTRACEREBELLAR HEMATOMA - GOOD GRADE - W/OUT IMPLANT,52000,0.15,3
SGH Madina,PD,7013028,CRANIOTOMY & EVACUATION OF INTRACEREBELLAR HEMATOMA - POOR GRADE - W/OUT IMPLANT,75000,0.15,4
SGH Madina,PD,7013029,AWAKE CRANIOTOMY FOR BRAIN TUMOUR  - W/OUT IMPLANT,75000,0.15,3
SGH Madina,PD,7013030,DECOMPRESSION OF OPTIC NERVE - OPTIC CANAL PART  - W/OUT IMPLANT,75000,0.15,3
SGH Madina,PD,7013031,OPTIC NERVE SHEETH FENESTRATION  - / W/OUT IMPLANT,75000,0.15,3
SGH Madina,PD,7013032,EXCISION OF BASAL ENCEPHALOCELE  - W/OUT IMPLANT,55000,0.15,3
SGH Madina,PD,7013033,CRANIAL VAULT REMODELING FOR CRANIOSYNOSTOIS  - W/OUT IMPLANT,75000,0.15,3
SGH Madina,PD,7013034,TRANSFONTANEL  INTRAVENTRICULAR TAP,8000,0.15,0
SGH Madina,PD,7013035,VP SHUNT REVISION (PROXIMAL REVISION)  - W/OUT IMPLANT,28000,0.15,3
SGH Madina,PD,7013036,VP-SHUNT REVISION (DISTAL REVISION)  - W/OUT IMPLANT,25000,0.15,3
SGH Madina,PD,7013037,VP-SHUNT REVISION (COMPLETE REVISION)  - W/OUT IMPLANT,40000,0.15,3
SGH Madina,PD,7013038,TRIGEMINAL NERVE RADIOFREQUENCY ABALATION,45000,0.15,3
SGH Madina,PD,7013039,SURGERY FOR UNUSUAL NERVE ENTRAPMENT OR INJURY,40000,0.15,3
SGH Madina,PD,7013040,RESECTION OF PERIPHERAL NERVE TUMOR,45000,0.15,3
SGH Madina,PD,7013041,RESECTION OF BRACHIAL PLEXUS TUMOR,60000,0.15,4
SGH Madina,PD,7013042,RESECTION OF LUMBOSACRAL PLEXUS TUMOR,60000,0.15,4
SGH Madina,PD,7013043,SELECTIVE DORSAL ROOT RHIZOTOMY FOR SPASTICITY - 1 TO 2 LEVELS,80000,0.15,5
SGH Madina,PD,7013044,SELECTIVE DORSAL ROOT RHIZOTOMY FOR SPASTICITY - EACH ADDITIONAL LEVELS,15000,0.15,5
SGH Madina,PD,7013045,DISC NUCLEOPLASTY  - ONE LEVEL - W/OUT IMPLANT,16000,0.15,1
SGH Madina,PD,7013046,CERVICAL/LUMBAR INTRA DISCAL CHEMONUCLEOLYSIS - ONE LEVEL,30000,0.15,1
SGH Madina,PD,7013047,CERVICAL/LUMBAR INTRA DISCAL CHEMONUCLEOLYSIS - TWO LEVELS,40000,0.15,1
SGH Madina,PD,7013048,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - ONE LEVEL,35000,0.15,4
SGH Madina,PD,7013049,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - TWO LEVELS,45000,0.15,4
SGH Madina,PD,7013050,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - THREE LEVELS,55000,0.15,4
SGH Madina,PD,7013051,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - MORE THAN THREE LEVELS,65000,0.15,4
SGH Madina,PD,7013052,ANTEROLAT./POSTERIOLAT. THORACIC/LUMBAR CORPECTOMY - ONE LEVEL - W/OUT IMPLANT,60000,0.15,5
SGH Madina,PD,7013053,ANTEROLAT./POSTERIOLAT. THORACIC/LUMBAR CORPECTOMY - EACH ADDITIONAL LEVEL,15000,0.15,0
SGH Madina,PD,7013054,INSERTION OF CERVICAL DISC PROSTHESIS - ONE LEVEL  - W/OUT IMPLANT,70000,0.15,3
SGH Madina,PD,7013055,INSERTION OF CERVICAL DISC PROSTHESIS - TWO LEVELS  -W/OUT IMPLANT,85000,0.15,3
SGH Madina,PD,7013056,POSTERIOR CERVICAL FUSION AND INSTRUMENTATION - ONE LEVEL ,65000,0.15,5
SGH Madina,PD,7013057,FOR EACH ADDITIONAL LEVEL OF POSTERIOR CERVICAL FUSION AND INSTRUMENTATION ,15000,0.15,0
SGH Madina,PD,7013058,ODONTOID SCREW FIXATION  - W/OUT IMPLANT,100000,0.15,4
SGH Madina,PD,7013059,CERVICAL VERTERBRAL CORDECTOMY +  FUSION WITH CAGE - ONE LEVEL - W/OUT IMPLANT,75000,0.15,4
SGH Madina,PD,7013060,CERVICAL VERTERBRAL CORDECTOMY + FUSION W/CAGE - EACH ADDITIONAL. LEVEL,15000,0.15,0
SGH Madina,PD,7013061,ANTERIOR CERVICAL FIXATION - ONE LEVEL - W/OUT IMPLANT,60000,0.15,4
SGH Madina,PD,7013062,ANTERIOR CERVICAL FIXATION - EACH ADDITIONAL LEVEL,15000,0.15,0
SGH Madina,PD,7013063,REDUCTION OF CERVICAL FACET DISLOCATION WITH TRACTION DEVICE  - W/OUT IMPLANT,15000,0.15,0
SGH Madina,PD,7013064,EXCISION OF LESION INTRASPINAL - INTRADURAL -INTRAMEDULLARY,70000,0.15,5
SGH Madina,PD,7013065,POSTERIOR THORACOLUMBAR FUSION AND STABILIZATION - ONE LEVEL - W/OUT IMPLANT,66250,0.15,5
SGH Madina,PD,7013066,POSTERIOR FUSION AND STABILIZATION - EACH ADDITIONAL LEVEL,15000,0.15,0
SGH Madina,PD,7013067,PERCUTANEOUS POSTERIOR FUSION & STABILIZATION - ONE LEVEL ,76000,0.15,5
SGH Madina,PD,7013068,PERCUTANEOUS POSTERIOR FUSION & STABILIZATION - EACH ADDITIONAL LEVEL,15000,0.15,0
SGH Madina,PD,7013069,TRANSFORAMINAL LUMBAR INTERBODY FUSION AND FIXATION - ONE LEVEL - W/OUT IMPLANT,76000,0.15,5
SGH Madina,PD,7013070,TRANSFORAMINAL LUMBAR INTERBODY FUSION AND FIXATION - EACH ADDITIONAL LEVEL,15000,0.15,0
SGH Madina,PD,7013071,PERCUTAN. TRANSFORAMIN LUMBAR INTERBODY FUSION&FIXATION-ONE LEVEL-W/OUT IMPLANT,86000,0.15,5
SGH Madina,PD,7013072,PERCUTAN. TRANSFORAMIN LUMBAR INTERBODY FUSION&FIXATION - EACH ADDITIONAL LEVEL,15000,0.15,0
SGH Madina,PD,7013073,PERCUTANEOUS VERTEBRAL BODY/ INTERVERTEBRAL DISC BIOPSY ,20000,0.15,1
SGH Madina,PD,7013074,OPEN VERTEBRAL BODY/ INTERVERTEBRAL DISC BIOPSY,35000,0.15,1
SGH Madina,PD,7013075,LUMBAR DISCECTOMY ANTERIOR/LATERAL APPROACH  + FUSION - ONE LEVEL-W/OUT IMPLANT,75000,0.15,5
SGH Madina,PD,7013076,LUMBAR DISCECTOMY ANTERIOR/LATERAL APPROACH - EACH ADDITIONAL LEVEL,15000,0.15,0
SGH Madina,PD,7013077,POSTERIOR SPINAL FUSION AND FIXATION FOR SCOLIOSIS OR KYPHOSIS - W/OUT IMPLANT,160000,0.15,5
SGH Madina,PD,7013078,RE-EXPLORATION & ADJUST. OF SPINAL FIXATION FOR SCOLIOSIS/KYPHOSIS-W/OUT IMPLANT,190000,0.15,5
SGH Madina,PD,7013079,REVISION OF FAILED SCOLIOSIS OR KYPHOSIS SURGERY  - W/OUT IMPLANT,190000,0.15,5
SGH Madina,PD,7013080,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM) - ONE LEVEL,30000,0.15,5
SGH Madina,PD,7013081,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM) - TWO LEVEL,40000,0.15,5
SGH Madina,PD,7013082,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM)-THREE LEVEL,50000,0.15,5
SGH Madina,PD,7013083,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM)-MORE THAN THREE LEVEL,60000,0.15,5
SGH Madina,PD,7013084,TRANS ORAL/TRANS NASAL ODONTOIDECTOMY,100000,0.15,4
SGH Madina,PD,7013085,MIS/ENDOSCOPIC LUMBAR/CERVICAL FACET MEDIAL BRANCH NERVE RHIZOTOMY - ONE LEVEL,20000,0.15,2
SGH Madina,PD,7013086,MIS/ENDOSCOPIC LUMBAR/CERVICAL FACET MEDIAL BRANCH NERVE RHIZO.-EACH ADD. LEVEL,5000,0.15,0
SGH Madina,PD,7013087,MIS/ENDOSCOPIC SACROILIAC JOINT - SACRAL NERVES RHIZOTOMY  - ONE SIDE,30000,0.15,3
SGH Madina,PD,7013088,MIS/ENDOSCOPIC SACROILIAC JOINT - SACRAL NERVES RHIZOTOMY  - TWO SIDES,35000,0.15,3
SGH Madina,PD,7013089,MIS/ENDOSCOPIC COCCYGEAL RHIZOTOMY ,30000,0.15,3
SGH Madina,PD,7013090,LUMBAR/CERVICAL FACET JOINT MEDIAL BR. NERVE DIAG. BLOCK -IN OR ROOM-ONE LEVEL,2500,0.15,0
SGH Madina,PD,7013091,LUMBAR/CER. FACET JOINT MED. BR. NERVE DIAG. BLOCK -IN OR ROOM - EACH ADD. LEVEL,1000,0.15,0
SGH Madina,PD,7013092,SACROILIAC JOINT INJECTION - DIAGNOSTIC BLOCK  (IN OPERATING ROOM) - ONE SIDE,4000,0.15,0
SGH Madina,PD,7013093,SACROILIAC JOINT INJECTION - DIAGNOSTIC BLOCK  (IN OPERATING ROOM) - TWO SIDES,6000,0.15,0
SGH Madina,PD,7013094,RADIOFREQUENCY-  LUMBAR OR CERVICAL FACETMEDIAL BRANCH NERVE - ONE LEVEL,10000,0.15,0
SGH Madina,PD,7013095,RADIOFREQUENCY-  LUMBAR OR CERVICAL FACET MEDIAL BRANCH NERVE - EACH ADD. LEVEL,2000,0.15,0
SGH Madina,PD,7013096,RADIOFREQUENCY-  SACROILIAC JOINT - SACRAL NERVES RADIOFREQUENCY - ONE SIDE,10000,0.15,0
