SERVICE CODE,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,CASH  PRICE
5112016,DISPOSABLES OR FINE MAJOR, المستهلكات ذات الإستخدام الواحد في العمليات الدقـيــقـه,750.0
5112017,DISPOSABLES OR MAJOR, المستهلكات ذات الإستخدام الواحد في العمليات الكـبــرى,600.0
5112018,DISPOSABLES OR MEDIUM, المستهلكات ذات الإستخدام الواحد في العمليات المتـوسـطـة,500.0
5112019,DISPOSABLES OR MINOR, المستهلكات ذات الإستخدام الواحد في العمليات الـصـغـرى,400.0
5112020,DISPOSABLES OR SIMPLE, المستهلكات ذات الإستخدام الواحد في العمليات الـبسيـطــه,350.0
5112021,ANAESTHESIA FINE MAJOR, تكلفة التخدير لعملية دقيقة ذات مهارة خاصة,750.0
5112022,ANAESTHESIA MAJOR, تكلفة التخدير لعملية كبيــرة,600.0
5112023,ANAESTHESIA MEDIUM / REGIONAL, تكلفة التخدير لعملية وسـطـــى,500.0
5112024,ANAESTHESIA MINOR, تكلفـة التخدير لعمليـة صغــرى,400.0
5112025,ANAESTHESIA SIMPLE, تكلفة التخدير لعملية بسيـطـــة,350.0
5112026,LOCAL ANAESTHESIA FEES - SMALL AREA, تكلفة التخدير الموضعي لمساحة صغيرة,100.0
5112027,LOCAL ANAESTHESIA FEES - LARGE AREA, تلكفة التخدير الموضعي لمساحة كبيرة ,550.0
5112028,EPIDURAL INCLUDING ANAESTHESIOLOGIST FEE, التخدير فوق الجافية شاملة أتعاب التخدير,1300.0
5112029,ANAESTHIA FEES - SPINAL, تخدير من خلال العمود الفقــرى,900.0
,ORTHOPAEDIC SERVICES ,خدمات جراحة العظام,
6112001,PLASTER JACKET - GIBSONA, جاكيت جبس كامـل جيـبـسـونـا,1150.0
6112002,ABOVE KNEE POP - GIBSONA, جبـس فـوق الركـبـه,550.0
6112003,BELOW KNEE POP - GIBSONA, جبـس تحت الـركـبـة,550.0
6112004,BELOW ELBOW POP - GIBSONA, جبـس تحت الـكـوع,550.0
6112005,ABOVE ELBOW POP - GIBSONA, جـبـس فـوق الـكـوع,550.0
6112006,UNILATERAL HIP SPICA - GIBSONA, جبـس للحوض العادي ( احادي الجانب ),800.0
6112007,BILATERAL HIP SPICA - GIBSONA, بنطلون جبـس للحوض ( ثنائي الجانب ),1150.0
6112008,PLASTER SPICA - (ONE LEG/ARM), بنطلون جبس ( للساق / الذراع ) جانب واحد,800.0
6112009,PLASTER CAST REMOVAL, رفـع الجبـس بالمنشار الكهربائي,90.0
6112010,REMOVAL OF K-WIRE,إزالة سلك تثبيت  (   K-Wire   ),400.0
6112011,KNEE IMMOBILIZER, تثبيت مفصل الركبة,250.0
6112012,CERVICAL TRACTION, شـد الـرقـبـة,85.0
6112013,SKIN TRACTION, شــد جــلــدي,450.0
6112014,HALTER TRACTION, شــد جـلـدي بطـريـقـة هـولــتـر,450.0
6112015,MEASUREMENT OF COMPARTMENTAL PRESSURE, قياس للضغط التجويفي,1500.0
6112016,ASPIRATION FROM JOINTS, بـذل سـائـل مـن الـركـبـه,175.0
6112017,INJECTION INTO JOINTS, حـقـنـه بـالـمـفـاصـل ( دون ثمن الدواء ),125.0
6112018,MANIPULATION OF TALIPES EQUINO VARUS WITHOUT POP, تحريك القدم بدون جبس,650.0
6112019,MANIPULATION OF TALIPES EQUINO VARUS WITH POP, تحريك القدم بجبس,900.0
6112020,JOINT INFILTRATION ,حقن المفصل ,600.0
6112021,NEURAL NERVE BLOCK FOR PAIN MANAGEMENT ,علاج الآلام عن طريق حقن الأعصاب ,1200.0
6113001,CERVICAL COLLAR, دعـامـة الرقـبـة الـطـبـيـة ,200.0
6113002,CHILD OSTEOTOMY DCP, شريحة صغيرة لتثبيت ما بعد تعديل اعلى عظمة الفخذ,1000.0
6113003,WALKING HEEL, كعـب مع الجبـس للمـشـي,55.0
6113004,CORSET BELT, حـزام طـبـي لـلـظـهــر,450.0
6113005,ABDOMINAL BINDER, حـزا م طـبـي لـلمـعـدة,200.0
6113006,WALKING CANE, عـصـا لـلـمـشـي,85.0
6113007,EPIDURAL SET, جـهـاز فـوق الجـافـيــه,85.0
6113008,ANKLET, ربــاط داعــم لـلـكـاحــل,85.0
6113009,KNEE BRACE, ربـاط الـركـبـة الـخـاص,85.0
6113010,SKIN TRACTION KIT, شــد جـلـدي بالأربــطــة,200.0
6113011,DYNAMIC HIP SCREWS (DHS) EACH, براغي ديناميكية للحوض (دي أس) كل برغي,700.0
6113012,DYNAMIC HIP SCREW & PLATE, براغي ديناميكية للحوض مع شريحـة,4500.0
6113013,DYNAMIC SCR PT W/DEP HOLES EACH, اسطوانه ديناميكية لكل اسطوانه,1400.0
6113014,DYNAMIC COMPRESSION PLATE FROM 4 HOLES TO 12 HOLES, صفيحه ديناميكية ضاغطة من 12 ثقب دائرية - كل صفيحة,450.0
6113015,TOTAL HIP REPLACEMENT (CERAMIC JOINT) , تبديل مفصل صناعى كامل ( سيراميك) ثمن المفصل,10000.0
6113016,TOTAL HIP SCREW REPLACEMENT (CERAMIC JOINT), تبديل براغي للحوض ( سيراميك ),1100.0
6113017,BROAD DYNAMIC COMP. PLATE 6 HOLES EACH, صفيحة ديناميكية ضاغطة من 6 ثقوب دائرية - كل صفيحة,400.0
6113018,BROAD DYNAMIC COMP PLATE 7 HOLES EACH, صفيحة ديناميكية ضاغطة من 7 ثقوب دائرية - كل صفيحة ,550.0
6113019,BROAD DYNAMIC COMP PLATE 8 HOLES EACH, صفيحة ديناميكية ضاغطة من 8 ثقوب دائرية - كل صفيحة,550.0
6113020,BROAD DYNAMIC COMP PLATE 9 HOLES EACH, صفيحة ديناميكية ضاغطة من 9 ثقوب دائرية - كل صفيحة,550.0
6113021,BROAD DYNAMIC COMP PLATE 12 HOLES EACH, صفيحة ديناميكية ضاغطة من 12 ثقب دائرية - كل صفيحة,550.0
6113022,BROAD DYNAMIC COMP PLATE 14 HOLES EACH, صفيحة ديناميكية ضاغطة من 14 ثقب دائرية - كل صفيحة,550.0
6113023,SPOON PLATE 6 HOLES EACH, صفيحة شكل ملعقة 6 ثقوب دائرية كل صفيحــة,650.0
6113024,CANCELLEUS BONE SCREWS,  براغي عظـام عرقـوب الـرجـــل,125.0
6113025,CORTEX BONE SCREWS,  براغي لتثبيـت قشر الـعـظـم,125.0
6113026,MALLEABLE BONE SCREWS,  براغي ماليابـل العظميــة ,125.0
6113027,T-PLATES W/SHAFT FROM 4 HOLES TO 8 HOLES EACH,  صفيحة على شكل (ت) من 4-8 ثقوب دائرية,750.0
6113028,T-BUTTRESS PLATE FROM 4 HOLES TO 6 HOLES EACH, صفيحة على شكل (ت) من 4-6 ثقوب دائرية,750.0
6113029,TUBULAR PLATE FROM 2 HOLES TO 8 HOLES EACH, صفيحة على شكل (ت) من 2 - 8 ثقوب دائرية,150.0
6113030,CONDYLER PLATE FROM 5 HOLES TO 12 HOLES EACH, صفيحة لتثبيت الناتئ المرفقي من5-12 ثقب,900.0
6113031,CONDYLER BUTRESS PLATES, شريحة لتثبيت لقمتى عظمة الفخذ,1700.0
6113032,SEMI-TUBULAR PLATE FROM 4 HOLES TO 7 HOLES, صفيحة نصف أنبوبه بها من 4-7 ثقوب,150.0
6113033,KIRCHNAR/W W/TROCAR FROM I.D TO 3.D EACH, اسلاك تثبيت معدنية كـريشـنـر,60.0
6113034,WIRE COIL SOFT, اسلاك تثبيت معدنية طـريـة,250.0
6113035,WASHER 7MM CANCELLEUS BONE SCREWS, ورده 7 مم لمسامير عظم اسفنجيـة,30.0
6113036,DRILL BIT FROM 2.0MM TO 3.5 DIAMETER, فتح قشرة العظم 3.5 ملم,60.0
6113037,CORTICAL TAP 3.5/1025 MM DIAMETER, بونطه مقاس 2 مم لمسامير 3.5 ملم,185.0
6113038,REDIVAC DRAIN, قسطرة شـفـط للجـروح,185.0
6113039,TOE SPLINT, دعامه لأصابع الرجل ميزان جبس داعمة لأصبع القدم / جبيرة داعمه,70.0
6113040,MAJOR ARM SPLINT, دعامه كبيرة للذراع ميزان جبس داعمة كبيرة للذراع / جبيرة داعمه,180.0
6113041,MAJOR LEG SPLINT, دعامه كبيرة للساق ميزان جبس داعمة كبيرة للساق / جبيرة داعمه,180.0
6113042,METALLIC SPLINT, دعامة ميتاليك جبيرة معدنية ,180.0
6113043,STOCKING, جـوارب طـبـيــــة,80.0
6113044,ROBERT JONES BANDAGE, ربـاط روبـرت جـونـز,300.0
6113045,ZIMMER FRAME(ALUMINIUM), إطـار زيـمـار ( ألمنـيـوم ) ,400.0
6113046,COLLAR & CUFF, دعامة و غطاء رباط معلق للساعد بالرقبة ,75.0
6113047,INTERLOCKING TIBIAL SET, مجموعة تركيب مسمار نخاعى تعاشقى لعظمة القصبة,3500.0
6113048,INTERLOCKING FEMORAL SET, مجموعة تركيب مسمار نخاعى تعاشقى لعظمة الفخذ,3500.0
6113049,SCHANZ SCREW, مسمار شانز,185.0
6113050,MALLEOLAR SCREW, مسمار نتوئى,250.0
6113051,PARTIAL HIP - THOMSON  HIP PROTHESIS, مفصل فخذ جزئى ( طومسون ),2750.0
6113052,PENNING MINI EXTERNAL FIXATOR, جهاز تثبيت خارجى قلمى مصغر,4250.0
6113053,AO LARGE EXTERNAL FIXATOR, جهاز تثبيت خارجى كبير,4250.0
6113054,HOFFMAN EXTERNAL FIXATOR, جهاز تثبيت خارجى هوفمان,4250.0
6113055,SMALL EXTERNAL FIXATOR, جهاز تثبيت خارجى صغير,4250.0
6113056,TITANIUM ELASTIC NAIL, مسمار تيتانيوم مرن,1000.0
,OPHTHALMOLOGY SERVICES,خدمات العيون,
8112001,ANTERIOR SEGMENT PHOTO,صورة جزئية امامية,100.0
8112002,ANTERIOR STROMAL PUNCTURE,تثقيب امامى للقرنية - بالعيادة الخارجية,400.0
8112003,ARGON LASER RETINAL PHOTOCOAGULATION (ONE EYE),تخثير ضوئي لشبكية العين باستخدام الارغون ليزر - عين واحدة,2850.0
8112004,BOTULINUM TOXIN INJECTION (OUT PATIENT),حقن مادة البتيولينم ( بالعيادات الخارجية ),3500.0
8112005,BRIGHTNESS ACUITY TESTING (BAT),إختبار البهر الضوئى,200.0
8112006,CHEMICAL WASH OUT,غسيل عين من المواد الكيماوية,130.0
8112007,COLOUR VISION TEST,فحص تمييز الالوان ,175.0
8112008,CONFOCAL MICROSCOPY,تصوير ميكروسكوبى متحد البؤر للقرنية,500.0
8112009,CORNEA OCT   (ONE-EYE),فحص القرنية الطبقي,500.0
8112010,CORNEA OCT   (TWO-EYES),فحص القرنية الطبقي,750.0
8112011,CORNEAL ASSESSMENT,دراسة تقييم القرنية,750.0
8112012,CORNEAL THICKNESS & TOPOGRAPHIC BY PENTACAM (ONE-EYE),تخطيط سطح و قياس سمك القرنية بجهاز البنتاكام (عين واحدة),300.0
8112013,CORNEAL THICKNESS & TOPOGRAPHIC BY PENTACAM (TWO-EYE),تخطيط سطح و قياس سمك القرنية بجهاز البنتاكام (عينين),550.0
8112014,CORNEAL TOPOGRAPHY,قرنية مقطعية ,400.0
8112015,CORNEAL WOUND REPAIR USING GLUE,إصلاح جروح بالقرنية بمادة لاصقة,650.0
8112016,DARK ADATOMETRY,فحص العين في منطقة مظلمة,175.0
8112017,DENDRIRIC ULCER DEBRIDEMENT,كشط قرحة شجيرية ,250.0
8112018,DRAINAGE OF STYE OR LID ABSCESS / BILATERAL ,تصريف دمل أو خراج بجفن العينين,400.0
8112019,ELECTRICAL COLOUR VISION TEST,فحص تميز الالوان,300.0
8112020,ELECTROLYSIS,كى شعرة بالكهرباء (بالعيادة الخارجية),250.0
8112021,ELECTROLYSIS FOR EYE LASHES / BILATERAL, كي وازالة الرموش ,350.0
8112022,ERG / ELECTRORETINOGRAPHY,تخطيط الشبكية ( ERG ),400.0
8112023,ERG & VER,تخطيط الشبكية (ERG + VER),650.0
8112024,"ERG,EOG,VER",تخطيط الشبكية و مركز الإبصار في المخ,900.0
8112025,VER,اختبار الاستجابة البصرية الضوئية,650.0
8112026,EPILATION OF ABERRANT LUSHES,إزالة الرموش المتجهه لداخل العين,160.0
8112027,EXCISION OF CHALAZION,استئصال كيس دهني,200.0
8112028,EXCISION OF ONE CHALAZION / BILATERAL ,استئصال كيس دهنى ملتهب بالعينين,500.0
8112029,EXCISION OF MULTIPLE CHALAZION / BILATERAL ,إستئصال أكياس دهنية ملتهبة متعددة بالعينين,650.0
8112030,EXCISION OF MULTIPLE CHALAZION / UNILATERAL ,إستئصال أكياس دهنية ملتهبة متعددة بعين واحدة,500.0
8112031,EXCISION OF MULTIPLE SMALL EYE LID GROWTH / BILATERAL ,إستئصال تورمات صغيرة متعددة فى الجفن بالعينين,650.0
8112032,EXCISION OF MULTIPLE SMALL EYE LID GROWTH / UNILATERAL ,إستئصال تورمات صغيرة متعددة فى عين واحدة,500.0
8112033,EXCISION OF ONE SMALL EYE LID GROWTH / BILATERAL ,استئصال تورم صغير فى الجفن بالعنين,500.0
8112034,EXCISION OF ONE SMALL EYE LID GROWTH / UNILATERAL ,إستئصال تورم صغير بالجفن - عين واحدة,325.0
8112035,EXCISION OF STYE,استئصال دمل,175.0
8112036,EXCISION OF TRACHOMA (P.T.D) / BILATERAL ,إزالة حبوب تراكوما من العينين,500.0
8112037,EXTERNAL PHOTOS,صور خارجية للعين,150.0
8112038,EXTERNAL PHOTOS / (SECOND TIME),تصوير خارجى للعين ( ثانى مرة ),75.0
8112039,EYE REFRACTION OR COMPUTER,مقاس نظارة بالكمبيوتر,50.0
8112040,FLOURESCEIN ANGIOGRAPHY (FIRST TIME),تصوير أوردة قاع العين بالفلورسين (أول مرة),850.0
8112041,FLOURESCEIN ANGIOGRAPHY / (SECOND TIME),تصوير أوردة قاع العين بالفلورسين (ثاني مرة),550.0
8112042,FLOURESCIEN STAINING ONE EYE,تلوين الفلورسين للعين الواحدة,50.0
8112043,FLOURESCIEN STAINING TWO EYES,تلوين الفلورسين للعينين ,100.0
8112044,FLUORESCENT ANGIOGRAPHY,تصوير قاع العين بالفلورسين,500.0
8112045,FRESNAL PRISM,منشور فريزنال ,50.0
8112046,FRESNAL PRISM (C.L.),عدسة منشورية,150.0
8112047,FUNDUS & NERVE FIBER PHOTOGRAPHY,تصوير قاع العين والالياف العصبية,200.0
8112048,FUNDUS EXAMINATION,فحص قاع العين,50.0
8112049,FUNDUS PHOTOGRAPHY / FOLLOW UP ,تصوير قاع العين (ثانى مرة),100.0
8112050,GLAUCOMA WORK UP,فحوصات المياه الزرقاء,650.0
8112051,GONIO SLIT LAMB PHOTOGRAPHY,تصوير زوية الحجرة الامامية للعين ( اول مرة ),200.0
8112052,GONIO SLIT LAMB PHOTOGRAPHY / FOLLOW UP ,تصوير زاوية الحجرة الامامية للعين ( ثانى مرة ),100.0
8112053,IDESIGN WAVE FRONT ASSESMENT (ONE EYE),قياس النظر ببصمة العين (أي - ديزاين) (للعين الواحدة),300.0
8112054,IDESIGN WAVE FRONT ASSESMENT (TWO EYES),قياس النظر ببصمة العين (أي - ديزاين) (للعينان),450.0
8112055,INDOCYANINE GREEN,تصوير الشبكية بالاندوسايانين,1100.0
8112056,INDOCYANINE GREEN + FLOURESCEIN ANGIOGRAPHY,تصوير الشبكية بالفلورسين + الاندوسايانين,1750.0
8112057,INJECTIONS OF 5 FU  POST OPERATIVE (FULL COURSE),حقن مادة FU5 بعد العملية كامل,750.0
8112058,INTRA OCCULAR LENS CALCULATION / BILATERAL ,قياس قوة العدسة الداخلية ( عينين ),200.0
8112059,INTRAOCULAR LENS CALCULATION,قياس قوة العدسة الداخلية ,100.0
8112060,INTRAVITREAL  INJECTION OF AVASTIN ,حقن الأفاستن ,5500.0
8112061,INTRAVITREAL  INJECTION OF LUCENTIS,حقن داخل حجرة العين,11750.0
8112062,INTRAVITREAL ANTIBIOTIC INJECTION ,حقن مضاد حيوى داخل الجسم الزجاجى,400.0
8112063,LASER FLARE / CELL METTER ,فحص ليزر لإلتهاب القزحية ,200.0
8112064,LASER PERIPHERAL IREDECTOMY,كشط قزحي بالليزر,3150.0
8112065,LASER PERIPHERAL IRIDECTOMY / BILATERAL ,كشط قزحي بالليزر - عينين,5050.0
8112066,LASER PHOTOCOAGULATION ONE SESSION / BILATERAL ,كي للشبكية بالليزر - عينين - جلسة واحدة,3150.0
8112067,LASER PHOTOCOAGULATION THREE SESSION / BILATERAL,كي للشبكية بالليزر - عينين - ثلاث جلسات,6500.0
8112068,LASER PHOTOCOAGULATION TWO SESSION / BILATERAL ,كي للشبكية بالليزر - عينين - جلستين,5500.0
8112069,LASER POSTERIOR CAPSULOTOMY DONE INSIDE / BLILATERAL ,قطع كبسولة العدسة الخلفية (عينين) ( داخل المستشفي ),2700.0
8112070,LASER POSTERIOR CAPSULOTOMY DONE OUTSIDE / BILATERAL ,قطع كبسولة العدسة الخلفية (عينين) ( خارج المستشفي ),4750.0
8112071,LASER TRABECULOPLASTY,قطع  الزوايا  الداخلية بالليزر,4200.0
8112072,LASER TRABICULECTOMY / BILATERAL ,قطع الزوايا الداخلية بالليزر - عينين,7600.0
8112073,MICRO-PULSE LASER,جلسة ليزر لعلاج إرتشاح مركز الابصار,4000.0
8112074,NERVE FIBER PHOTOGRAPHY,تصوير الالياف العصبية للعين,150.0
8112075,NEW ORTHOPTIC EVALUATION,قياس درجة الحول ( اول مرة ),150.0
8112076,NFLA-NERVE FIBER LAYER ANALYZER,تصوير طبقة أعصاب العين ,175.0
8112077,OCT (OPTICAL COHEREANCE TOMOGRAPHY) DISC,قرص مقطعية بصرية,500.0
8112078,OCT (OPTICAL COHEREANCE TOMOGRAPHY) RETINA,شبكية مقطعية,500.0
8112079,OPHTHALMIC FUNDUS PHOTOGRAPHY,تصوير قاع العين,150.0
8112080,OPT. COHERRENT TOMOGRAPHY (OCT) / BILATERAL ,تصوير طبقى للشبكية (للعينين),650.0
8112081,OPT. COHERRENT TOMOGRAPHY (OCT) / UNILATERAL ,تصوير طبقى للشبكية (عين واحدة),400.0
8112082,OPTHALMIC PHONOGRAPH ,تصوير العين,100.0
8112083,ORTHOPTIC EVALUATION,قياس درجة الحول,100.0
8112084,ORTHOPTIC FOLLOW UP, تدريبات الحول (متابعة) ,50.0
8112085,POLISHING ARTIFICIAL EYE ,تلميع عين صناعية,175.0
8112086,POTENTIAL ACUITY METER,إختبار القدرة البصرية المتوقعة,200.0
