code,discription ,old Price,2021 price
FMDER-0084,OCCLUSIVE DRESSING MEDIUM,132,159
FMDER-0085,OCCLUSIVE DRESSING LARGE,259,311
FMDER-0086,EXTRACTION OF MOLLUSCA BODIES  AREA,171,206
FMDER-0087,DERMOJECT INJECTION,99,119
FMDER-0089,INTRALESIONAL INJECTION,99,119
FMDER-0090,SUBCUTANEOUS INJECTION,99,119
FMDER-0091,I.V. INJECTION,132,159
FMORT-9978,REPAIR OF DEEP CUT WOUND,2300,2760
FMSUR-1048,WOUND EXPLORATION (DEEP) & DEBRIDMENT,2040,2448
FMDER-0095,ERECTILE DISORDERS DETECTION   USING DUPPLER APPARATUS,171,206
FMDER-0096,HYPERPIGMENTATION COURSE,1634,1961
FMDER-0098,B.H. ELECTRO - CAUTERY,710,852
FMDER-0099,DOPPLER PROCEDURE,231,278
FMDER-0100,LASER THERAPY APPLICATION FOR  DERMA. & ACUPUNCTURE 10 SESS.,2684,3221
FMDER-0101,LASER THERAPY APPLICATION FOR  DERMA.& ACUPUNCTURE  7 SESSION,1535,1842
FMDER-0102,LASER THERAPY APPLICATION FOR  DERMA. & ACUPUNCTURE 5 SESSION,1188,1426
FMDER-0103,ACU BLITZ ACUPUNCTURE THERAPY  10 SESSIONS,1799,2159
FMDER-0104,ACU BLITZ ACUPUNCTURE THERAPY  7 SESSIONS,1271,1526
FMDER-0105,ACU BLITZ ACUPUNCTURE THERAPY  5 SESSIONS,908,1090
FMDER-0106,EUROPEAN ACNE - FACIAL,908,1090
FMDER-0107,THERMAL HOT - MASK TREATMENT   FOR MATURE SKIN,468,562
FMDER-0108,HOT OIL SCALP TREATMENT 10 SES,1634,1961
FMDER-0109,HOT OIL SCALP TREATMENT 5 SESS,908,1090
FMDER-0110,HOT OIL SCALP TREATMENT PER    SESSION,297,357
FMDER-0111,DESINCRUSTATION LARGE AREA,649,779
FMDER-0112,DESINCRUSTATION MEDIUM AREA,468,562
FMDER-0113,DESINCRUSTATION SMALL AREA,297,357
FMDER-0114,STRETCH MARK TREATMENT 10 SESS,2442,2931
FMDER-0115,STRETCH MARK TREATMENT 5 SESS.,1392,1671
FMDER-0116,STRETCH MARK TREATMENT PER     TREATMENT,429,515
FMDER-0117,CELLULITE TREATMENT 10 SESSION,2442,2931
FMDER-0118,CELLULITE TREATMENT 5 SESSIONS,1392,1671
FMDER-0119,CELLULITE TREATMENT PER TREAT.,429,515
FMDER-0120,NON - SURGICAL FACE LIFT,836,1004
FMDER-0121,WEIGHT REDUC. BY DEEP HEAT     METHOD AND BODY WRAP 10 SESS.,2442,2931
FMDER-0123,WEIGHT REDUC. BY DEEP HEAT     METHOD AND BODY WRAP PER TREAT,429,515
FMDER-0124,UVL 15 SESSIONS,1634,1961
FMDER-0125,NARROW BAND REGIONAL 1ST COURSE 15 SESSIONS,1634,1961
FMDER-0126,NARROW BAND REGIONAL 2ND COURSE 15 SESSIONS,1150,1380
FMDER-0127,UVA/UVB REGIONAL SUCCEEDING COURSE,836,1004
FMDER-0128,LASER THERAPY CELLOTHERM SOFT  LASER UNILASER 10 SESSIONS,1799,2159
FMDER-0129,LASER THERAPY CELLOTHERM SOFT  LASER UNILASER 7 SESSIONS,1271,1526
FMDER-0130,MICROPUNCTURE TATTOOING LARGE  P.D.,1914,2297
FMDER-0131,MICROPUNCTURE TATTOING MEDIUM  P.D.,1276,1532
FMDER-0132,MICROPUNCTURE TATTOING SMALL   P.D.,644,773
FMDER-0133,LASER TREATMENT  LARGE AREA,2943,3532
FMDER-0134,LASER TREATMENT  MEDIUM AREA,2563,3076
FMDER-0135,LASER TREATMENT  SMALL AREA,831,998
FMDER-0136,LASER TEST DOSE,171,206
FMDER-0137,ADD'L FEE FOR COM.OR OVER 3HRS,836,1004
FMDER-0138,LIQUID NIRTOGEN APPL. SMALL,99,119
FMDER-0139,LIQUID NITROGEN APPL. MEDIUM,171,206
FMDER-0140,LIQUID NITROGEN APPL. LARGE,319,383
FMDER-0141,PODOPHYLLIN APPL. SMALL AREA,99,119
FMDER-0142,PODOPHYLLIN APPL. MEDIUM AREA,132,159
FMDER-0143,PODOPHYLLIN APPL. LARGE AREA,171,206
FMDER-0144,INTRALESIONAL(IL)INJ.SMALL AR.,105,126
FMDER-0145,INTRALESIONLA(IL)INJ.MED.AREA,132,159
FMDER-0146,INTRALESIONAL(IL)INJ.LRGE.AREA,171,206
FMDER-0147,DERMOJET INJECTION-SMALL AREA,149,179
FMDER-0148,DERMOJET INJECTION-MEDIUM AREA,231,278
FMDER-0149,DERMOJET INJECTION-LARGE AREA,358,430
FMDER-0150,I.M. INJECTION WITH MEDICINE,99,119
FMDER-0151,ANTI-ALLERGIC INJ.COCKTAIL I,132,159
FMDER-0152,ANTI-ALLERGIC INJ.COCKTAIL II,171,206
FMDER-0153,INCISS.&DRAIN.ABSCESS-SMALL,187,225
FMDER-0154,INCISS.&DRAIN. ABSCESS-MEDIUM,319,383
FMDER-0155,INCISS.&DRAIN. ABSCESS-LARGE,490,588
FMDER-0157,SEBACEOUS CYST EXCISSION MED.,798,958
FMDER-0158,SEBACEOUS CYST EXCISSION-LARGE,1612,1935
FMDER-0159,ELECTROCAUTERY-SMALL AREA,171,206
FMDER-0160,ELECTROCAUTERY-MEDIUM,407,489
FMDER-0161,ELECTROCAUTERY-LARGE AREA,798,958
FMDER-0162,ELECTROCAUTERY-EXTRA LARGE,1551,1862
FMDER-0163,MOLLUSCA BODIES EXTRAC. SMALL,94,113
FMDER-0164,MOLLUSCA BODIES EXTRAC. MEDIUM,259,311
FMDER-0165,MOLLUSCA BODIES EXTRAC.LARGE,319,383
FMDER-0166,MILIA EXTRACTION - SMALL,297,357
FMDER-0167,MILIA EXTRACTION - MEDIUM,567,681
FMDER-0168,MILIA EXTRACTION - LARGE,913,1096
FMDER-0169,K.O.H. EXAMINATION,352,423
FMDER-0170,REGIONAL PUVA MOBILE/SESSION,187,225
FMDER-0171,MICROPIGMENTATION TEST,39,47
FMDER-0173,BLEACHING - FACE,110,132
FMDER-0174,BLEACHING - ARMS,187,225
FMDER-0175,BLEACHING - LEGS,286,344
FMDER-0176,BLEACHING - TRUNK,352,423
FMDER-0177,BLEACHING - WHOLE BODY,451,542
FMDER-0178,CELLULAR BODY WRAP,451,542
FMDER-0179,LASER TREATMENT CELLATH./SESS.,286,344
FMDER-0181,SKIN GRAFTING SMALL AREA,1826,2192
FMDER-0182,SKIN GRAFTING MEDIUM AREA,2668,3202
FMDER-0183,SKIN GRAFTING LARGE AREA,3350,4020
FMDER-0184,SKIN GRAFTING EXTRA LARGE AREA,4010,4812
FMDER-0185,MELANOCYTE CULTURE SMALL,578,694
FMDER-0186,MYLANOCYTE CULTURE MEDIUM,1133,1360
FMDER-0187,MELANOCYTE CULTURE LARGE,1782,2139
FMDER-0189,MICRO-DERMABRADER PROCEDURE    SMALL,340,408
FMDER-0190,MICRO-DERMABRADER PROC. MEDIUM,670,804
FMDER-0191,MICRO-DERMABRADER PROC. LARGE,1330,1596
FMDER-0192,MICRO-DERMABRADER PROC. E-LARG,2000,2400
FMDER-0193,INTRACORPORAL INJECTION I.C.I,270,324
FMDER-0194,LASER TREATMENT EXTRA LARGE,4043,4852
FMDER-0195,VASCULAR LASER TREATMENT TEST  DOSE,171,206
FMDER-0196,VASCULAR LASER TREATMENT SMALL AREA,1711,2054
FMDER-0197,VASCULAR LASER TREATMENT       MEDIUM AREA,2563,3076
FMDER-0198,VASCULAR LASER TREATMENT       LARGE AREA,3234,3881
FMDER-0199,BLISTER SCTN DIV. MELANOCYTE   CULTURING,340,408
FMDER-0200,LASER ABLATION SMALL AREA,831,998
FMDER-0201,LASER ABLATION MEDIUM AREA,1144,1373
FMDER-0202,LASER ABLATION LARGE AREA,1628,1954
FMDER-0203,LASER ABLATION EXTRA LARGE,3234,3881
FMDER-0204,BLISTER TRANSFORMATION SMALL   AREA,670,804
FMDER-0205,BLISTER TRANSFORMATION MEDIUM  AREA,930,1116
FMDER-0206,BLISTER TRANSFORMATION LARGE   AREA,1330,1596
FMDER-0207,BLISTER TRANSFORMATION EXTRA   LARGE AREA,2660,3192
FMDER-0208,AGE JEUNESSE EYE WRINKLE PER   TREATMENT,429,515
FMDER-0209,AGE JEUNESSE WRINGKLE PD(6TREA TMENT),1628,1954
FMDER-0210,AGE JEUNESSE FACE WRINGKLE PER TREATMENT,743,892
FMDER-0211,AGE JEUNESSE FACE WRINGKLE PD  (6 TREATMENT),2910,3492
FMDER-0212,MELANOCYTE CULTURE SMALL,6974,8369
FMDER-0213,MYLANOCYTE CULTURE MEDIUM,10467,12561
FMDER-0214,MELANOCYTE CULTURE LARGE,831,998
FMDER-0215,MELANOCYTE CULTURE EXTRA-LARGE,17250,20700
FMDER-0217,LASER TREATMENT SMALL AREA,831,998
FMDER-0218,LASER TREATMENT MEDIUM AREA,1634,1961
FMDER-0219,LASER TREATMEN LARGE AREA,2563,3076
FMDER-0220,LASER TREATMENT EXT.LARGE AREA,2943,3532
FMDER-0221,LASER COOLING DEV. APPLICATION,171,206
FMDER-0222,HYDRADERMIE MACHINE SMALL AREA,121,146
FMDER-0223,HYDRADERMIE MACHINE FACIAL,330,396
FMDER-0224,HYDRADERMIE MACHINE(1X) FACIAL,149,179
FMDER-0225,HYDRADERMIE MACHINE(4X) FACIAL,435,522
FMDER-0228,MULTI-ZONES(1X)BODY TREATMENT  SMALL AREA,182,219
FMDER-0229,MULTI-ZONES(12X)BODY TREATMENT SMALL AREA (PACKAGE DEAL),1760,2112
FMDER-0230,MULTI-ZONES(1X)BODY TREATMENT  MEDIUM AREA,358,430
FMDER-0231,MULTI-ZONES(12X)BODY TREATMENT MEDIUM AREA (PACKAGE DEAL),3493,4192
FMDER-0232,MULTI-ZONES(1X)BODY TREATMENT  LARGE AREA,506,608
FMDER-0233,MULTI-ZONES(12X)BODY TREATMENT LARGE AREA (PACKAGE DEAL),4890,5868
FMDER-0234,LASER HAIR REMOVAL OF FACE.,690,828
FMDER-0235,LASER HAIR REMOVAL OF NECK.,350,420
FMDER-0236,LASER HAIR REMOVAL OF AXILLA.,580,696
FMDER-0237,LASER HAIR REMOVAL OF FOREARMS.,1040,1248
FMDER-0238,LASER HAIR REMOVAL OF LEGS.,1040,1248
FMDER-0239,LASER HAIR REMOVAL OF THIGHS.,1270,1524
FMDER-0240,LASER HAIR REMOVAL OF BIKINI AREA.,810,972
FMDER-0241,LASER HAIR REMOVAL OF ABDOMEN.,580,696
FMDER-0242,LASER HAIR REMOVAL OF PERIORAL AREA.,460,552
FMDER-0243,LASER HAIR REMOVAL OF MOUSTACH.,290,348
FMDER-0244,LASER FOR HYPERPIGMENTATION / FRECKLE / UNIT.,290,348
FMDER-0245,LASER SESSION TEST DOSE.,170,204
FMDER-0246,Electro-cautery upto 3 warts,200,240
FMDER-0247,Electro-cautery upto 5 warts,400,480
FMDER-0248,Electro-cautery upto10 warts,700,840
FMDER-0249,Penile injection,200,240
FMDER-0251,Penile doppler,800,960
FMDER-0252,Acnes pimple extraction,150,180
FMDER-0253,MESOTHERAPY 1ST SESSION WITH ROLLER,430,516
FMDER-0254,MESOTHERAPY 2nd SESSION W/O ROLLER,330,396
FMDER-0255,MESOTHERPAY PACKAGE  (4 SESSIONS),1090,1308
FMDER-0256,LASER HAIR REMOVAL OF WHOLE BODY,3060,3672
FMDER-0257,COMPLETE BODY LASER HAIR REMOVAL,4030,4836
FMDER-0258,SEBACEOUS CYSTS,800,960
FMDER-0259,LASER HAIR REMOVAL + MESOTHERAPY  + BLEACHING,2780,3336
FMDER-0260,SKIN BIOPSY WITH SUTURING.,1375,1650
FMDER-0500,SECOND OPINION CONSULTATION,130,156
FMDER-1000,DAY CARE SUPERVISION,297,357
FMDER-1001,DOCTOR'S DAYCARE SUPERVISION,105,126
FMDER-4001,AHA PEELING APPLICATION LARGE  AREA,350,420
FMDER-4002,AHA PEELING APPLICATION MED  AREA,300,360
FMDER-4003,AHA PEELING APPLICATION SMALL  AREA,171,206
FMDER-4004,ONE LASER PULSE,341,410
FMDER-4005,COMEDO EXTRACTION,130,156
FMDER-4006,COMEDO EXTRACTION (LARGE AREA),210,252
FMDER-4007,BOTOX INJECTION(AXILLA),1150,1380
FMDER-4008,BOTOX INJECTION (PALMS),1730,2076
FMDER-9965,MANICURE OR PEDICURE WITHOUT NAIL POLISH,50,60
FMDNT-0079,BIOPSY OF BONE (MEDIUM),1337,1605
FMDNT-1001,DOCTOR'S DAYCARE SUPERVISION,99,119
FMDNT-2000,ADDITIONAL FEE FOR COMPLICATED OPERATIONS G.A.,1711,2054
FMDNTC0001,ENUCLEATION OF SMALL CYST,671,806
FMDNTC0002,ENUCLEATION OF MODERATE CYST,1073,1288
FMDNTC0004,MARSUPIALIZATION OF CYST,2001,2402
FMDNTC0006,CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (SMAL),671,806
FMDNTC0012,MAX. TUBEROSITY REDUCTION SOFT TISSUE,270,324
FMDNTC0013,MAX.TUBEROSITY PLASTIC REDUC-  TION (BONY),402,483
FMDNTC0015,REMOVAL OF FLABBY TISSUE 1/2   JAW,539,647
FMDNTC0016,LABIAL FRENECTOMY,671,806
FMDNTC0017,LINGUAL FRENECTOMY (TONGUE TIE),809,971
FMDNTC0019,REMOVAL OF DENTURE FISSURATUM  WITH GRAFT (M.M.),1337,1605
FMDNTC0020,REMOVAL OF TORES PALATINUS SML,402,483
FMDNTC0021,REMOV. OF TORES PALATINUS LRGE,671,806
FMDNTC0024,VESTIBULOPLASTY 1/2 JAW,809,971
FMDNTC0025,VESTIBULOPLASTY WITH GRAFT(MM),809,971
FMDNTC0026,LOWERING OF THE FLOOR OF MOUTH,2001,2402
FMDNTC0028,REMOVAL OF SALIVARY CALCUL.ANT,671,806
FMDNTC0029,REMVAL OF SALIVARY CALCUL.POST,2471,2966
FMDNTC0030,ENUCLEATION OF MUCOCELE,671,806
FMDNTC0031,MARSUPIALIZATION OF RANULA,671,806
FMDNTC0035,SURGICAL EXCISION  OF INTRA-   ORAL TUMOUR SMALL,402,483
FMDNTC0036,SURGICAL EXCISION OF INTRAORAL TUMOUR MEDIUM,671,806
FMDNTC0037,SURGICAL EXCISION OF INTRAORAL TUMOUR LARGE,1337,1605
FMDNTC0040,REMOVAL OF FOREIGN BODY,1210,1452
FMDNTC0041,REMOVAL OF PLATE OR WIRES OF   OLD FRACTURE,671,806
FMDNTC0042,ZYGOMATIC  FRACTURE,1914,2297
FMDNTC0046,INTERMAXILLARY FIXATION (ON URGENT BASIS),1760,2112
FMDNTC0047,BIOPSY OF SOFT TISSUE,341,410
FMDNTC0048,BIOPSY OF BONE,402,483
FMDNTC0072,EXTRA-ORAL VERTICAL OSTEOTOMY  IN THE RAMI,2001,2402
FMDNTC0073,EXTRA-ORAL SUBCONDYLAR -       OSTEOTOMY (OBLIQUE),2001,2402
FMDNTC0074,INTRA-ORAL SUBCONDYLAR  -      OSTEOTOMY (OBLIQUE),2002,2403
FMDNTC0075,HORIZONTAL OSTEOTOMY IN THE    RAMI,1803,2164
FMDNTC0076,INTRA-ORAL SAGITTAL OSTEOTOMY,792,951
FMDNTC0077,OSTECTOMY IN THE BODY OF       MADIBLE (Z),2001,2402
FMDNTC0078,OSTEOTOMY OF MAXILLA,2001,2402
FMDNTC0079,PROGENIC OPERATION WITH REAL   PROGENIC,2001,2402
FMDNTC0080,PROGENIC OPERATION WITH        PSEUDOPROGENIC,2002,2403
FMDNTC0081,CHIN CORRECTION (SMALL),1337,1605
FMDNTC0086,NON-SURGICAL TREATMENT OF T.M. J. CLINICAL RECIPROCAL,3820,4584
FMDNTD0005,DENTAL CONSULTATION O.P.D.,70,84
FMDNTD0007,APPOINTMENT DENTAL CLINIC,100,120
FMDNTF0001,AMALGAM FILLING ONE S,281,338
FMDNTF0002,AMALGAM FILLING TWO S,352,423
FMDNTF0003,AMALGAM FILLING > 2 S,451,542
FMDNTF0004,AMALGAM CORE,523,628
FMDNTF0005,REINFORCEMENT EACH PIN,99,119
FMDNTF0006,COMPOSITE FILLING - SIMPLE,352,423
FMDNTF0007,COMPOSITE FILLING COMPOUND,523,628
FMDNTF0008,COMPOSITE CORE,693,832
FMDNTF0009,TEMPORARY FILLING,99,119
FMDNTF0010,CHILDREN TOOTH FILLING  ONE    SURFACE,182,219
FMDNTF0011,CHILDREN TOOTH FILLING TWO     SURFACES,281,338
FMDNTF0012,FLOURIDE TREATMENT (CHILDREN)  PER VISIT,281,338
FMDNTF0013,KETAC FILLING ONE SURFACE,352,423
FMDNTF0014,KETAC FILLING TWO SURFACE,451,542
FMDNTF0015,CHILD. KETAC FILLING 1 SURFACE,281,338
FMDNTF0016,CHILD. KETAC FILLING 2 SURFACE,352,423
FMDNTF0017,AMALGUM FILLING CLASS I,150,180
FMDNTF0018,COMPOSIT FILLING CLASS I,250,300
FMDNTF0019,EXTRACTION LOOSE PERM TOOTH,240,288
FMDNTF0020,PARTIAL SCALING,250,300
FMDNTF0021,EXPOSURE OF IMPACTED TOOTH,250,300
FMDNTF0022,SIMPLE REMOVEABLE ORTHOPEDIC APPLIANCE,700,840
FMDNTF0023,ADJUSTMENT OF REMOVEABLE ORTHOPEDIC APPLIANCE,350,420
FMDNTF0024,AMALGAM FILLING 2 S X 2,330,396
FMDNTF0025,AMALGAM FILLING 2S X 3,480,576
FMDNTF0026,FIXED CERAMIC BRIDGE,1030,1236
FMDNTF0027,COMPOSITE FILLING 2S X 2,680,816
FMDNTF0028,COMPOSITE FILLING 2S X 3,1020,1224
FMDNTF0029,COMPOSITE FILLING 2S X 4,1360,1632
FMDNTF0030,GLASS LONAMAR FILLING 5 TEETH,810,972
FMDNTF0031,GLASS LONAMAR FILLING 4 TEETH,660,792
FMDNTF0032,COMPOSITE FILLING 4 TEETH,1875,2250
FMDNTF0033,COMPOSITE FILLING 5 TEETH,2250,2700
FMDNTF0034,COMPOSITE FILLING 6 TEETH,2625,3150
FMDNTF0035,COMPOSITE FILLING 7 TEETH,3000,3600
FMDNTF9901,COMPOSITE FILLING - THREE SURFAC,570,684
FMDNTI0024,T.P.S. IMPLANT 3,2002,2403
FMDNTI0025,T.P.S. IMPLANT 4,2001,2402
FMDNTI0049,H.A. GRANULES FILLER IN -      MODERATE CAVITY,341,410
FMDNTI0050,H.A. GRANULESS FILLER IN LARGE CAVITY,539,647
FMDNTLA0001,ACRYLIC PARTIAL DENTURE (ONE TOOTH),70,84
FMDNTLA0005,NIGHT - WITE UPPER AND LOWER,300,360
FMDNTLA0006,NIGHT - GURD UPPER AND LOWER,300,360
FMDNTLC0001,VITALIUM UPPER OR LOWER,750,900
FMDNTLF0001,IN CREAM (PORCELAIN CROWN),460,552
FMDNTLF0002,PORCELAIN CROWN WITH PRECIOUS METAL (WHITE GOLD),380,456
FMDNTLF0003,PORCELAIN CROWN WITH NON-PRECIOUS METAL,130,156
FMDNTLF0004,FULL METAL CROWN OR FULL METAL WITH FACINY CROWN,80,96
FMDNTLF0005,POST,500,600
FMDNTLF0006,PORCELAIN CROWN,560,672
FMDNTLO0001,HOLLY DEVICE UPPER OR LOWER (ACRYL),380,456
FMDNTLO0002,HOLLY DEVICE WITH CENTRAL SCREW,470,564
FMDNTLO0003,LINGUAL BAR OR NANCE DEVICE,260,312
FMDNTLO0004,FIXED CENTRAL SCREW,460,552
FMDNTLO0005,SPACE MAINLAINER,70,84
FMDNTLO0006,THUMB SUCKING DEVICE,380,456
FMDNTLO0007,QUADHELIOC DEVICE,460,552
FMDNTM0001,SCALING,281,338
FMDNTM0002,POLISHING,281,338
FMDNTM0003,SCALING AND POLISHING,523,628
FMDNTM0004,GUM TREATMENT QUAD. (MILD),693,832
FMDNTM0005,GUM TREATMENT QUAD. (MODERATE),864,1037
FMDNTM0006,GUM TREATMENT QUAD. (SEVERE),1045,1254
FMDNTM0007,ROOT PLANNING CURRETAGE QUAD.,864,1037
FMDNTM0008,GINGIVECTOMY ORGINGIVOPLASTY/QUADRANT,930,1116
FMDNTM0009,REVERSE BEVEL GINGIVECTOMY/QUADRANT,1617,1941
FMDNTM0010,SLIDING FLAP OPERATION 1/4 JAW,693,832
FMDNTM0011,SLIDING FLAP OPERATION 1/2 JAW,1337,1605
FMDNTM0012,RECONST OF PERIODONTAL BONE DEFECT QUADRANT,1480,1776
FMDNTM0013,LOC.TREAT.OF ORAL LESION SMALL,154,185
FMDNTM0014,LOCAL TREAT. ORAL LESION MED.,308,370
FMDNTM0015,LOCAL TREAT. ORAL LESION LARGE,352,423
FMDNTM0016,OCCLUSSAL ADJUSTMENT,693,832
FMDNTM0017,SMOOTHING OF SHARP EDGE,182,219
FMDNTO0001,GRADE I - MALOCCLUSION TOTAL,9673,11608
FMDNTO0002,GRADE I MALOCCL. 1ST DEPOTSIT,4843,5812
FMDNTO0003,GRADE I MALOCCL. 2ND DEPOSIT,2426,2912
FMDNTO0004,GRADE I MALOCCL. 3RD DEPOSIT,2426,2912
FMDNTO0005,GRADE II MALOCCL. TOTAL REM.   STAGE I,12082,14499
FMDNTO0006,GRADE II MALOCCL. 1ST DEPOSIT,6047,7257
FMDNTO0007,GRADE II MALOCCL. 2ND DEPOSIT,3630,4356
FMDNTO0008,GRADE II MALOCCL. 3RD DEPOSIT,2426,2912
FMDNTO0009,GRADE III MALOCCL. TOTAL,14499,17399
FMDNTO0010,GRADE III MALOCCL. 1ST DEPOSIT,7256,8708
FMDNTO0011,GRADE III MALOCCL. 2ND DEPOSIT,4843,5812
FMDNTO0012,GRADE III MALOCCL. 3RD DEPOSIT,2426,2912
FMDNTO0013,GRADE IV MALOCCL. TOTAL,16913,20296
FMDNTO0014,Grade IV Maloccl. Ist Deposit,8460,10152
FMDNTO0015,GRADE IV MALOCCL. 2ND DEPOSIT,6047,7257
FMDNTO0016,GRADE IV MALOCCL. 3RD DEPOSIT,2426,2912
FMDNTO0017,GRADE V MALOCCL. TOTAL,19326,23192
FMDNTO0018,GRADE V MALOCCL. 1ST DEPOSIT,9673,11608
FMDNTO0019,GRADE V MALOCCL. 2ND DEPOSIT,7256,8708
FMDNTO0020,GRADE V MALOCCL. 3RD DEPOSIT,2426,2912
FMDNTO0021,GRADE VI MALOCCL. TOTAL,21735,26082
FMDNTO0022,GRADE VI MALOCCL. 1ST DEPOSIT,10874,13049
FMDNTO0023,GRADE VI MALOCCL. 2ND DEPOSIT,8460,10152
FMDNTO0024,GRADE VI MALOCCL. 3RD DEPOSIT,2426,2912
FMDNTO0025,GRADE VII MALOCCL TOTAL,24152,28983
FMDNTO0026,GRADE VII MALOCCL. 1ST DEPOSIT,12082,14499
FMDNTO0027,GRADE VII MALOCCL. 2ND DEPOSIT,9673,11608
FMDNTO0028,GRADE VII MALOCCL. 3RD DEPOSIT,2426,2912
FMDNTO0029,CLICKING TMJ [FJO],3630,4356
FMDNTO0030,RETAINER UPPER OR LOWER,831,998
FMDNTO0031,RETAINERS UPPER & LOWER,1469,1763
FMDNTO0032,ACTIVATOR,3630,4356
FMDNTO0033,EXPANSION SCREW,1827,2193
FMDNTO0034,SPACE MAINTAINER SIMPLE,831,998
FMDNTO0035,SPACE MAINTAINER COMPOUND,1304,1565
FMDNTO0036,BITE PLANE,1628,1954
FMDNTO0037,HABIT BREAKING APPLIANCE,1628,1954
FMDNTO0038,REMOVAL OF FIXED APPLIANCE,506,608
FMDNTO0039,"BRACKET, BAND OR ARCH WIRE",270,324
FMDNTO0040,ORTHODONTIC DIAGNOSTIC RECORDS,1232,1479
FMDNTO0041,ORTHODONTIC STUDY MODELS,429,515
FMDNTO0042,PHOTOCCLUSSION ANALYSIS,429,515
FMDNTO0043,CEPHALOMETRIC COMPUTER ANALYS.,429,515
FMDNTO0044,APPOINTMENT CANCELL.W/O NOTICE,270,324
FMDNTO0045,MAXILLARY EXPANSION APPLIANCE I,1060,1272
FMDNTO0046,MAXILLARY EXPANSION APPLIANCE II,1060,1272
FMDNTO0047,MANDIBULAR EXPANSION APPLIANCE,2120,2544
FMDNTO0048,GROWTH REGULATION APPLIANCE,3180,3816
FMDNTO0049,ORTHODONTIC DEPOSIT,3630,4356
FMDNTO0050,ORTHODONTIC DEPOSIT,4241,5090
FMDNTO-0050,ORTHODONTIC DEPOSIT DEN,3760,4512
FMDNTO0051,ORTHODONTIC DEPOSIT,4843,5812
FMDNTO0052,GRADE MILD MALOCCLUSION TOTAL,10530,12636
FMDNTO0053,GRADE MILD MALOCCLUSION 1ST DEPOSIT,3960,4752
FMDNTO0054,GRADE MILD MALOCCLUSION 2ND DEPOSIT,1310,1572
FMDNTO0055,GRADE MILD MALOCCLUSION 3RD DEPOSIT,1310,1572
FMDNTO0056,GRADE MODERATE MALOCCLUSION TOTAL,13160,15792
FMDNTO0057,GRADE MODERATE MALOCCLUSION 1ST DEPOSIT,4610,5532
FMDNTO0058,GRADE MODERATE MALOCCLUSION 2ND DEPOSIT,1310,1572
FMDNTO0059,GRADE MODERATE MALOCCLUSION 3RD DEPOSIT,1310,1572
FMDNTO0060,GRADE SVERE MALOCCLUSION TOTAL,17110,20532
FMDNTO0061,GRADE SVERE MALOCCLUSION 1ST DEPOSIT,5260,6312
FMDNTO0062,GRADE SVERE MALOCCLUSION 2ND DEPOSIT,1310,1572
FMDNTO0063,GRADE SVERE MALOCCLUSION 3RD DEPOSIT,1310,1572
FMDNTO0064,ORTHODONTIC DEPOSIT.,930,1116
FMDNTO0065,ORTHODONTIC DEPOSIT..,680,816
FMDNTO0066,"ORTHODONTIC DEPOSIT,",1720,2064
FMDNTO0067,MALOCCLUSION,9220,11064
FMDNTO0068,MALOCCLUSION.,7900,9480
FMDNTO0069,MALOCCLUSION..,6590,7908
FMDNTO0070,REMOVABLE APPLIANCES,2640,3168
FMDNTO0071,ACTIVATOR.,3960,4752
FMDNTP0001,TEMPORARY ACRYLIC CROWN,182,219
FMDNTP0002,TEMPORARY READY MADE CROWN,352,423
FMDNTP0003,TEMPORARY METALIC CROWN,523,628
FMDNTP0004,ACRYLIC JACKET CROWN,523,628
FMDNTP0005,ISOSIT JACKET CROWN,693,832
FMDNTP0006,ISOSIT VENEER CROWN,864,1037
FMDNTP0007,METALIC CASTING CROWN,864,1037
FMDNTP0008,PORCELAIN FACING JACKET,1045,1254
FMDNTP0009,PORCELAIN FACING CROWN,1216,1460
FMDNTP0010,PORCELAIN JACKET CROWN,1375,1650
FMDNTP0011,PORCELAIN CROWN  (TYPE I),1711,2054
FMDNTP0012,PORCELAIN CROWN  (TYPE II),2134,2561
FMDNTP0013,PORCELAIN CROWN (TYPE III),2310,2772
FMDNTP0014,PORCELAIN CRWON NON-PRECIOUS,2240,2688
FMDNTP0015,POR. JACKET PRECIOUS METAL,2298,2758
FMDNTP0016,PORCELAIN  CROWN PRECIOUS MET.,2541,3050
FMDNTP0021,ADDITIONAL POST,523,628
FMDNTP0022,METALLIC CROWN 3/4,1667,2001
FMDNTP0023,CEMENTATION OF CROWN,99,119
FMDNTP0024,REMOVAL OF CROWN,110,132
FMDNTP0025,REMOVAL OF BRIDGE,281,338
FMDNTP0026,FULL DENTURE ACRYLIC TYPE I,2896,3476
FMDNTP0027,FULL DENTURE ACRYLIC TYPE II,4451,5342
FMDNTP0029,ACRYLIC DENTURE UPPER/LOWER  I,1914,2297
FMDNTP0030,ACRYLIC DENTURE UPPER/LOWER II,2541,3050
FMDNTP0032,PARTIAL DENT. ACRYLIC 1 TOOTH,523,628
FMDNTP0033,PARTIAL DENT. ACRYLIC 2 TEETH,781,938
FMDNTP0034,PARTIAL DENT. ACRYLIC 3 TEETH,1045,1254
FMDNTP0035,PARTIAL DENT. ACR. EXTRA TEETH,281,338
FMDNTP0036,COMPLETE DENT. VITALIUM TYPE I,7619,9143
