ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2,  PRICE ,additional date
42464,LANCETS ULTRA SOFT,0,consumable,61578,0.69,
43198,SCREW MULTIAXIAL 6.5x35MM TI #SD-75446535,0,consumable,46651,3778.992,
43199,SCREW SET CDH LEGACY 5.5MM TI #SD-7540020,0,consumable,46651,814.752,
43716,CUFFNIBPNEONATALSIZE2DISPOSABLE#1008B/K30/NN2ST,0,consumable,37326,193.4622,
43717,CUFF NIBP NEONATAL SIZE 3 DISPOSABLE #1008B/K30/NN3ST.,0,consumable,37326,193.4622,
43979,IV ADM,0,consumable,99999,62.928,
43980,IVP 01,0,consumable,99999,2517.12,
44164,GLOVES EXAMINATION VINYL MEDIUM POWDER FREE,0,consumable,47176,0.345,
44343,TROCAR DILATING TIP 12MM ETHICON #D12LT,0,consumable,47457,1740.787,
45269,BLANKET ADULT CAREQUILT #CV-503-0810,0,consumable,99999,138,
45270,BLANKET PEDIA CAREQUILT #CV-503-0840,0,consumable,58934,110.4,
45747,MULTIFILTRATE KIT 6 MPS2 #5038951,0,consumable,99999,2649.6,
46155,STENT URETERAL LITHO 6FR 26CM BOSTON/ACMI/COLOPLAST #192133/5636026/ACB164.,0,consumable,99999,1075.31,
46374,PHARMACY ALCOHOL SWAB,0,consumable,33722,0.069,
46922,CATHETER BALLOON KIT NEPHROSTOMY 30FR BOSTON #210-118/210-117,0,consumable,61503,2432.002,
47268,COLOMYCIN 2 MILLION IU INJ,0,consumable,99999,62.928,
47363,SUTURE S/S MONO WIRE 7 45CM W/NDL 4S ETHICON #M624G (PKT/4),0,consumable,15971,110.4,
47537,PHASEAL PROTECTOR P50,0,consumable,99999,44.0496,
47540,PHASEAL INFUSION ADAPTOR C100,0,consumable,99999,37.7568,
47541,PHASEAL INJECTOR N31,0,consumable,99999,41.538,
47595,BALLOON SPRINTER NC 2.5x12MM MEDTRONIC #NCSP2512MM,0,consumable,47732,2053.44,
47829,OPPO 2184 WRIST THUMB BRA,0,consumable,42874,37.7568,
47830,OPPO 1084 WRIST THUMB SUPPORT,0,consumable,42874,112.0146,
47840,OPPO 2123 BACK KNEE SUPP,0,consumable,64099,130.893,
48216,CAUTERY EYE LOW TEMPERATURE OASIS #3501-A,0,consumable,35029,110.4,
48519,WIRE PTCA RUNTRHOUGH TERUMO NS #TW-AS418XAZ,0,consumable,35094,1603.008,
48573,SLOW K 600 MG X 100 TAB,0,consumable,99999,196.65,
48756,SUTURE ETHIBOND 2/0 75CM ETHICON #W10B55,0,consumable,99999,1368.339,
49089,"PATTIESSURGICAL1x1""FABCO/CODMAN#35503310/80-1403",0,consumable,16340,66.0744,
50482,SHEATH THERMOMETER WELCHALLYN #69,0,consumable,13116,0.621,
50547,RESTRAINTLIMBSOFT,0,consumable,44851,317.1516,
50563,SUTURE PDS II PLUS VIO 1 150CM LOOP ETHICON#PDP9238T,0,consumable,44829,258.8052,
50583,SOLUTION BETADINE/POVIDINE 10% 200~250ML.,0,consumable,50583,52.854,
50639,TUBING CUSTOM PACK SET MEDTRONIC #M960446C,0,consumable,35441,7741.138,
50818,SCREW LOCKING 3.5x16MM SELF TAPPING SYNTHES No.213.016,0,consumable,99999,690,
7112009,F-Relfex - Each Nerve,0,Service,96052-00-01,650,
 FMDNTC108, Arthrocentesis (Two Side),2,PKG,96215-00-10,9000,
2019-0730,ACCU-CHEK PERFORMA GLUCOSE TEST STRIP X 50,0,consumable,99999,2.8152,
2019-0736,ACCU-CHECK INSTANT KIT.,0,consumable,60740,377.568,
30-57-02,CLEXANE 4000 ANTI- XA IU / 0.4 ML INJ. X 2 SYRINGES,0,consumable,99999,26.3856,
44-82-03,CANCIDAS50MGVIALX1VIAL,0,consumable,99999,2886.698,
CAR-0009,"Ptca Sv +  One Stent (Drug Eluting), Sr.12500 Will Be Charged Every Other Stent",0,PKG,38306-00-00,30500,
CAR-0012,Ptca Tv Without Stent,0,PKG,38300-00-00,34476.70538493563,
CAR-0017,Thoracotomy For Evacuationof Haemothorax And Lobectomy,0,PKG,38418-00-00,38000,
CAR-0025,Cath Lab With Ptca Multi-Vessel (Without Stent Price) (2-3 Days).,3,PKG,38303-00-00,21931.2,
CAR-0027,Single Valve Replacement +Valve Cost,5,PKG,38562-02-00,60420,
CAR-2101,Intra Cardiac Tumor Excision,0,PKG,38456-00-00,85995,
CMTAI0002,Tai Chi Service (8 Sessions),0,Service,95550-03-00,900,
CONS,Consultation,0,Consultation,83600-00-00,150,
DNT-0001,I & D Facial Abscess L.A.,2,PKG,97379-00-00,5000,
DNT-0002,Removal Of Arch Bars & Wires,2,PKG,45823-00-00,12000,
DNT-0003,Removal Of Facial Foreign Bodies,2,PKG,92087-00-00,12000,
DNT-0004,Closure Of  Facial Laceration,2,PKG,97377-00-00,12000,
DNT-0005,Excision Of Minor Salivary Gland ( Mucocele ),2,PKG,90138-00-00,12000,
DNT-0006,Removal Of Salivary Stone,2,PKG,30266-02-00,12000,
DNT-0007,Frenectomy Lip / Tongue G.A.,2,PKG,30278-00-00,12000,
DNT-0008,I & D Facial Abscess  G.A.,2,PKG,97379-00-00,15000,
DNT-0009,Closed Reduction Of Nasal Bone Fractures,1,PKG,47738-00-00,15000,
DNT-0010,Closure Of Deep/Multiple Facial Lacerationg.A,3,PKG,30035-00-10,15000,
DNT-0011,Excision Of Localized Oral Tumor With Histopathology,1,PKG,90141-01-00,15000,
DNT-0012,Closed Reduction Of Midface Fractures,2,PKG,90681-00-00,20000,
DNT-0013,Closure Of Oro-Antral Fistula,3,PKG,41722-00-01,20000,
DNT-0014,Orif Frontal Bone Fractures,1,PKG,90530-00-00,30000,
DNT-0015,Orif - Midface Fractures  - Unilateral,1,PKG,90530-02-00,30000,
DNT-0016,Orif - Mandibular Condyle Fracture,1,PKG,47789-00-01,30000,
DNT-0017,Closed Reduction Of Mandibular  Fracture  & Imf,2,PKG,47756-00-01,30000,
DNT-0018,Reduction & Fixation Of Alveolar Bone Fracture,1,PKG,90530-00-00,30000,
DNT-0019,Removal Of Facial / Mandibular Plates,1,PKG,47930-00-01,30000,
DNT-0020,Excision Of Sublingual Gland,1,PKG,30259-00-00,30000,
DNT-0021,Excision Of Facial Benign Cutaneous Neoplasm + Histop. G.A.,2,PKG,92514-99-00,22466.59231919603,
DNT-0022,Excision Of Facial Cyst G.A.,1,PKG,30223-03-01,30000,
DNT-0023,Enuculation Of Maxillary / Mandibular Cyst,2,PKG,30283-00-00,30000,
DNT-0024,Orif - Midface Fractures  - Bi-Lateral,3,PKG,90530-03-00,37000,
DNT-0025,Orif Orbital Floor Fracture ( Blow Out ),3,PKG,45590-00-01,37000,
DNT-0026,Orif - Mandibular Fracture  - Unilateral,3,PKG,47777-00-01,37000,
DNT-0027,Midface Osteotomy Le Fort  I,2,PKG,45753-00-00,37000,
DNT-0028,Superficial Parotidectomy,3,PKG,30253-00-00,37000,
DNT-0029,Primary Repair Of Cleft Lip Or Palate,2,PKG,45677-00-00,37000,
DNT-0030,Secondary Repair Of Cleft Lip Or Palate,2,PKG,45710-00-00,37000,
DNT-0031,Orbital Reconstruction,3,PKG,45590-00-01,50000,
DNT-0032,Orif - Mandibular Fracture  - Bilateral,3,PKG,47789-00-02,50000,
DNT-0033,Facial Bone Grafting & Reconstruction,3,PKG,45647-00-00,50000,
DNT-0034,Midface Osteotomy Le Fort  Ii,2,PKG,45753-00-00,50000,
DNT-0035,Reconstruction Of Maxillary Cleft - Unilateral,2,PKG,52122-02-00,50000,
DNT-0036,Mandibular Osteotomy,2,PKG,45720-00-00,50000,
DNT-0037,Excision Of Parotid Gland,3,PKG,30247-00-00,50000,
DNT-0038,Revision Of Cleft Lip Or Palate Repair,2,PKG,45695-00-00,50000,
DNT-0039,Mandibular Condylectomy,2,PKG,45611-00-00,50000,
DNT-0040,Excision Of Benign Tumor Mandible Or Maxillary Bone,4,PKG,45825-01-00,60000,
DNT-0042,Reconstruction Of Maxillary Cleft - Bilateral,2,PKG,52122-03-00,65000,
DNT-0043,Excision Of Malignant Tumour Mandible Or Maxillary Bone,4,PKG,30241-00-01,65000,
DNT-0044,Excision Of Huge Maxillary Cyst +Intranasal Antrostomy - 3 Days,3,PKG,45825-01-00,44000,
DNT-0045,Fronto-Basal Repair - 5 Days,5,PKG,90007-01-00,40000,
END-0004,Colposcopy With Biopsy,1,PKG,35614-00-00,2304,
ENT-0007,Bil.Linear Caute Inferior Turbinate,0,Service,41674-00-00,2025,
ENT-0012,Excision Of Lumps From Head & Neck,2,PKG,31245-03-00,3202.2945,
ENT-0034,Functional Endoscopy Sinus Surgery Grade 1 (F.E.S.S.),2,PKG,41764-01-00,14490,
ENT-0038,Functional Endoscopy Sinus Surgery Grade 2 (F.E.S.S.),1,PKG,41764-01-00,10000,
ENT-0039,Functional Endoscopy Sinus Surgery Grade 3 (F.E.S.S.),DAY CASE,PKG,41764-01-00,16000,
ENT-0050,Turbinectomy Bilateral (2000 For Unilateral Turbinectomy) (1-2 Days).,2,PKG,41689-03-00,3461.535,
EXDER-0009,Erbium Small Area,0,Service,30190-00-10,1120,
EXDER-0010,Erbium Medium Area,0,Service,99999-99-99,3190,
EXDER-0011,Erbium Large Area,0,Service,99999-99-99,4245,
EXDER-0012,Erbium Extra Large Area,0,Service,90676-00-00,5295,
EXDER-0015,Vascular Laser - Large Area,0,Service,45027-02-00,2640,
EXENT-0024,Control Of Epistaxsis By Ant. & Post Pack (G.A), ,Service,41677-00-00,1675,
EXOBG-0016,C & S Skin,0,Service,73050-41-30,450,
FM002-0049,Freckles Removal -1 Laser Session,0,Service,30190-00-10,500,
FM002-0050,Melasma Laser Treatment - 1 Session,0,Service,30190-00-10,500,
FM002-0051,Pink Lip - 1 Laser Session,0,Service,30190-00-10,500,
FM39099998,Medical Supervision-Nursery,0,Service,83600-03-00,148.38,
FMACC-007,Ward Admission - 1 Day,1,PKG,83610-00-70,4500,
FMACC-009,Icu Admission 1 Day,1,PKG,83610-03-70,5000,
FMACC-010,Icu Admission + Ventilation 1 Day,1,PKG,83610-03-70,5300,
FMACC-011,Icu Admission + Isolation 1 Day,1,PKG,83610-03-70,5200,
FMACC-012,Icu Admission + Isolation + Ventilation 1 Day,1,PKG,83610-03-70,5500,
FMACC-013,Nicu Admission 1 Day,1,PKG,83610-03-40,5000,
FMACC-014,Nicu Admission + Ventilation 1 Day,1,PKG,83610-03-40,5300,
FMACC-015,Picu Admission 1 Day,1,PKG,83610-03-30,5000,
FMACC-016,Picu Admission + Ventilation 1 Day,1,PKG,83610-03-30,5300,
FMACC-017,Picu Admission + Isolation 1 Day,1,PKG,83610-03-30,5200,
FMACC-018,Picu Admission + Isolation + Ventilation 1 Day,1,PKG,83610-03-30,5500,
FMACUA0002,Acupuncture Therapy,0,Service,93173-00-00,490,
FMACUA0017,Acupuncture Therapy - 10 Sessions,0,Service,93173-00-00,2670,
FMACUA0018,Acupuncture Therapy -7 Sessions,0,Service,93173-00-00,2170,
FMACUA0019,Acupuncture Therapy -5 Sessions,0,Service,93173-00-00,1575,
FMACUA0020,Moxibustion / Stick,0,Service,99999-99-99,395,
FMACUA0021,CUPPING - AREA,0,Service,92205-00-00,236,
FMACUA0022,TRIGGER POINT STIMULATION,0,Service,96155-00-00,335,
FMACUA0023,Transnerve Stimulation,0,Service,96155-00-00,505,
FMACUA0024,Sleep Inducing Acupuncture,0,Service,93173-00-00,505,
FMACUA0026,Acupuncture For Obescity,0,Service,93173-00-00,915,
FMADM-1005,Home Visit Fee,0,Service,83620-00-00,530,
FMADM-9915,Class Difference ( From Second To First ),0,Service,83610-01-10,504,
FMANA-0010,Spinal Anesthesia,0,Service,18216-31-00,345,
FMANA-0014,Oxygen (O2) Per Hour, ,Service,92044-00-00,170,
FMANA-0029,Icu Daily Rate,0,Service,92519-10-00,2361.7575,
FMANA-0031,Mask Ganaesthesia,0,Service,99999-99-99,560.6415,
FMANA-0032,Local Anaesthesia Assistant/Hr,0,Service,92514-10-00,240,
FMANA-0043,High Risk Anesthesia,0,Service,92514-10-00,1877.634,
FMANA-0054,Nitrous Oxide - 1/2 Tank,0,Service,92210-00-00,295,
FMANA-0062,Use Of Zeus Monitoring,0,Service,92056-00-00,187,
FMANA-0067,Peripheral Nerve Block Procedure Ultrasound Guided,0,Service,90022-00-00,735,
FMANA-0069,Patient Controlled Analegesia ,0,Service,18286-02-01,1100,
FMANA-0070,Postoperative Pain Management,0,Service,18286-02-01,1100,
FMANA-0071,"I.V Medication Under Monitoring For Chronic Pain Management (Neuropathic Pain ,Headache ,Fibromyalgia ....)",0,Service,18286-02-01,1100,
FMANA-9902,Anaesthetic Doctor,0,Service,83600-00-10,306.072,
FMANA-9917,Anasthesia In Mri In The Mri Room,0,Service,83670-00-60,1350,
FMANAP0018,Arterial Line,0,Service,34524-00-00,4082.4,
FMANAP0050,I.V. Sedation,0,Service,92515-10-00,231,
FMBED-00025,Stroke Unit - Accommodation,0,Service,83610-03-80,1900,
FMC1618,SET FOR FEEDING PUMP,0,Medical Device,99999,134,
FMCAR-0002,Ecg -Cardiology, ,Service,11708-00-00,210,
FMCAR-0003,Ecg With Ergometry, ,Service,11700-00-00,1715,
FMCAR-0004,Echo Cardiogram (2D + M Mode ), ,Service,55113-00-00,1155,
FMCAR-0005,Echo Cardiogram 2D + M Mode + Doppler (Full Study), ,Service,55113-00-00,1270.5,
FMCAR-0006,24 Hours Ecg Monitoring (Holter ), ,Service,11709-00-00,647.01,
FMCAR-0007,Treadmill Exercise Stress Ecg, ,Service,11712-00-00,830,
FMCAR-0010,Venous Duplex, ,Service,90908-00-00,520,
FMCAR-0013,Pericardiocentsis, ,Service,38359-00-00,4690,
FMCAR-0018,Portable Echo Screening,0,Service,11700-00-00,459.299433915,
FMCAR-0020,24 Hours Ambulatory Bp Monitoring, ,Service,11708-00-00,583.8000000000001,
FMCAR-0023,Thallium W/O Exercise (Cardiology ), ,Service,61458-00-00,4550,
FMCAR-0024,Thallium W/Pharmacological Stress (Cardio), ,Service,11700-00-00,2280,
FMCAR-0025,Ppm Interrogation,0,Service,11718-00-00,435,
FMCAR-0100,Tilt Table Test (Ttt),0,Service,11724-00-00,2100,
FMCAR-1000,Day Care Supervision, ,Service,83700-00-00,255.89539889550002,
FMCAR-1002,Reprograming Of Permanet Pacemaker,1,PKG,90203-05-00,6798.33,
FMCAR-1008,Programing Of Ppm (Crt - Ddd - Icd), ,Service,90203-05-00,600,
FMCAR-1009,Programing Of Ppm Vvi,0,Service,90203-05-00,500,
fmcar-1010,Hemodynamic Monitoring,0,Service,61417-00-00,1800,
FMCAR-2900,Cabg & Tissue Aortic Valve Replacement,7,PKG,38497-04-00,57798.825000000004,
FMCAR-2901,Cabg & Mechanical Aortic Valve,7,PKG,38497-04-00,63405.825000000004,
FMCAR-2902,Cabg & Tissue Mitral Valve,7,PKG,38497-04-00,60602.325000000004,
FMCAR-2903,Cabg & Mechanical Mitral Valve,7,PKG,38497-04-00,64340.325000000004,
FMCAR-3000,Coronary Bypass (Cabg),7,PKG,38497-04-00,57592.5,
FMCAR-3003,Thoracic Endovascular Aortic Repair Without Implant(Tevar),5,PKG,38562-03-00,60000,
FMCAR-3004,Unilateral Endovenous Adhesive Ablation + Venseal Device,1,PKG,32520-00-00,23000,
FMCAR-3005,Cabg & Double Tissue Valve,7,PKG,38497-04-00,78357.825,
FMCAR-3006,Cabg & Double Mechanical Valve,7,PKG,38497-04-00,93292.5,
FMCAR-3007,Cabg & Mitral Valve Repair (No Ring),7,PKG,38497-04-00,59850,
FMCAR-3008,Cabg & Mitral Valve Repair (With Ring),7,PKG,38497-04-00,57798.825000000004,
FMCAR-3009,Aortic Mechanical Valve,7 for the CABG  operation ,PKG,38488-00-00,62850,
FMCAR-3010,Aortic Tissue Valve,7 for the CABG  operation ,PKG,38489-01-00,59850,
FMCAR-3011,Mitral Mechanical Valve,7 for the CABG  operation ,PKG,38488-02-00,62850,
FMCAR-3012,Mitral Tissue Valve,7 for the CABG  operation,PKG,38489-02-00,59850,
FMCAR-3013,Double Mechanical Valve,7 for the CABG  operation,PKG,38653-06-00,80226.825,
FMCAR-3014,Double Tissue Valve,7 for the CABG  operation,PKG,38653-06-00,69947.325,
FMCAR-3015,Mitral Valve Repair (No Ring),7 for the CABG  operation,PKG,38475-00-00,46584.825000000004,
FMCAR-3016,Mitral Valve Repair (With Ring),7 for the CABG  operation,PKG,38477-00-00,46584.825000000004,
FMCAR-3017,Mitral & Tricuspid Valve Repair (No Ring),7 for the CABG  operation,PKG,34818-00-01,46584.825000000004,
FMCAR-3018,Mitral & Tricuspid Valve Repair (With Ring),7 for the CABG  operation,PKG,34818-00-01,51257.325000000004,
FMCAR-3019,Ring Each,0,PKG,90223-01-00,3921.75,
FMCAR-3020,Ligation Patent Ductus (Pediatric),2,PKG,38700-01-00,19138.875,
FMCAR-3021,Ligation Patent Ductus (Adult),2,PKG,38700-00-00,27533.625,
FMCAR-3022,Blalock - Taussing Shunt,2,PKG,38733-00-00,17219.475000000002,
FMCAR-3023,"Simple Open Congenital A.S.D., V.S.V And P.V.",2,PKG,38715-02-00,41850,
FMCAR-3024,Mitral Balloon Valvuloplasty,2,PKG,38485-01-00,51257.325000000004,
FMCAR-3025,"Bypass, In-Situ, Femoro-Tibial Artery",3,PKG,38500-04-00,65274.825000000004,
FMCAR-3026,"Pulmonary Balloon Valvuloplasty Consumable (Catheter, Balloon, Wires, Sheath) 3000Sr",2,PKG,38270-03-00,25000,
FMCAR-3027,"Radiofrequency Pulmonary Valve Perforation Consumable (Hotwire, Cautery Cable, Nykaneing Catheter, Rent Of Baylis Machine)",2,PKG,38456-18-00,150000,
FMCAR-3028,Balloon Atrial Septostomy Consumable (Rashkined Or Z5 Balloon) 2000Sr,2,PKG,38270-00-00,20000,
FMCAR-3029,"Pulmonary Artery Dilatation W/Without Stenting (Excluding Stent Cost) Consumable (Catheter, Wire, Sheath, Balloon) 3500Sr",1,PKG,38270-03-00,30000,
FMCAR-3030,"Rvot Stenting (Ventricular Outflow Tract) Consumable (Sheath, Wire, Catheter, Balloon And Stent)",3,PKG,34824-00-00,45000,
FMCAR-3031,"Laa Device Closure (Left Atrial Appendage) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",2,PKG,96219-00-00,70000,
FMCAR-3032,"Asd Device Closure (Atrial Septal Defect) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",1,PKG,38742-00-00,140000,
FMCAR-3033,"Pda Device Closure (Patent Ductus Arteriosus) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",1,PKG,38700-00-00,30000,
FMCAR-3034,"Pda Coil Closure (Patent Ductus Arteriosus) Consumable (Sheath, Wire, Catheter And Coil)",1,PKG,38700-00-00,20000,
FMCAR-3035,"Vsd Device Closure (Ventricular Septal Defect) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",3,PKG,38751-02-00,45000,
FMCAR-3036,"Pda Stenting (Patent Ductus Arteriosus) Consumable (Sheath, Wire, Catheter, Delivery Catheter And Stent)",1,PKG,38700-00-00,40000,
FMCAR-3037,"Melody Valve Implantation Consumable (Sheath, Wire, Catheter, Long Sheath And Valve)",2,PKG,38490-00-00,140000,
FMCAR-3038,Catheterization Left Heart ( Day Case ),DAY CASE,PKG,38203-00-00,10686.375,
FMCAR-3039,Catheterization Left Heart + Graft ( Day Case ),DAY CASE,PKG,38203-00-00,13886.25,
FMCAR-3040,Catheterization Right + Left Heart ( Day Case ),DAY CASE,PKG,38200-00-00,15697.5,
FMCAR-3041,Catheterization Right Heart ( Day Case ),DAY CASE,PKG,38200-00-00,8935.5,
FMCAR-3042,Catheterization Right Heart With Shunt ( Day Case ),DAY CASE,PKG,38200-00-00,10384.5,
FMCAR-3043,Temporary Pacemaker ( Day Case ),DAY CASE,PKG,38456-25-00,8410.5,
FMCAR-3044,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv ,(One Day Ccu + One Day Ward)",2,PKG,38300-00-00,22338.75,
FMCAR-3045,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv , (One Day Ccu + One Day Ward)",2,PKG,38303-00-00,41800,
FMCAR-3046,"Ptca (Percutaneous Transluminal Coronary Agioplasty) – Sv + Stent , (Price Is Without Stent) (One Day Ccu + One Day Ward)",2,PKG,38306-00-00,45885,
FMCAR-3047,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 2 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,38312-01-00,43000,
FMCAR-3048,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 3 Stent , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,35307-01-00,44856,
FMCAR-3049,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,38318-00-00,42052.5,
FMCAR-3050,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 2 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,38318-01-00,46725,
FMCAR-3051,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 3 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35307-01-00,51397.5,
FMCAR-3052,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35309-06-00,48594,
FMCAR-3053,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 2 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35309-07-00,53266.5,
FMCAR-3054,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 3 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",4,PKG,35309-07-00,58873.5,
FMCAR-3055,Bypass Operation,1,PKG,90201-00-00,58000,
FMCAR-3056,Intra Aortic Baloon Insertion,2,PKG,38362-00-00,11550,
FMCAR-3057,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,38300-00-00,49528.5,
FMCAR-3058,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,38300-00-00,63546,
FMCAR-3059,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,38300-00-00,56070,
FMCAR-3060,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 5 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,PKG,38300-00-00,68218.5,
FMCAR-3061,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 5 Stents , (One Day Ccu + Four Days Ward) Excluding The Price Of The Stents",5,PKG,38300-00-00,60742.5,
FMCAR-3062,Ptca Single Vessel & Drug Eluting Balloon (One Day Ccu + One Day Ward) Excluding The Price Of The Drug Eluting Balloon,2,PKG,38300-00-00,26775,
FMCAR-3063,Use Of Suction Device (Export Catheter I Primary Pci),1,PKG,90223-01-00,11088,
FMCAR-3064,Renal Angiogram Both Renal Arteries,DAY CASE,PKG,59970-03-00,5670,
FMCAR-3065,Permanent Pacemaket Biventricular,3,PKG,90223-01-00,65415,
FMCAR-3066,Permanent Pacemaker Dual Chamber,3,PKG,38353-00-00,56070,
FMCAR-3067,Permanent Pacemaker Biventricular Plus Icd (Crtd),3,PKG,38368-00-00,84000,
FMCAR-3068,Implantation Of Icd Single,2,PKG,90203-08-00,80437.5,
FMCAR-3069,Implantation Of Icd Double,2,PKG,38368-00-00,70087.5,
FMCAR-3070,Ep Study And Ablation For Atrial Flutter And/Or Svt (Avnrt And Avrt),2,PKG,38209-00-00,60742.5,
FMCAR-3071,Atrial Fibrillation Using A Cryotherapy,1,PKG,38287-02-00,120000,
FMCAR-3072,Diagnostic Ep Study,DAY CASE,PKG,38209-00-00,33075,
FMCAR-3073,Ep Study And Ablation For Atrial Tachycardia Or Wpw,3,PKG,38213-00-00,60742.5,
FMCAR-3074,Implantation Or Explantation Of Loop Recorder (Not Including The Price Of The Device),1,PKG,90223-01-00,11088,
FMCAR-3075,Excision Of Mediastinal Mass / Cyst Sternotomy,2,PKG,38446-03-00,53827.200000000004,
FMCAR-3076,Thoracotomy Drainage Loculated Collection Empyema Or Effusion,2,PKG,38415-00-00,38127.6,
FMCAR-3077,Aortic Valve Replacement Tissue Rapid Deployment Valve Excluding Valve.,7,PKG,38489-01-00,60742.5,
FMCAR-3078,Ascending Aortic Aneurysm Resection- Excluding Graft,4,PKG,38550-00-00,56070,
FMCAR-3079,Aortic Root Aneurysm Resection- Bentall Procedure Excluding Graft,3,PKG,38553-00-00,56070,
FMCAR-3080,Tavi: Trans Catheter Aortic Valve Implantation ( Trans Apical) Excluding Valve,3,PKG,38488-08-00,65415,
FMCAR-3081,Tavi: Trans Catheter Aortic Valve Implantation (Trans Femoral)Excluding Valve,4,PKG,38488-08-00,46725,
FMCAR-3082,Vats Therapeutic -,3,PKG,38450-01-00,26775,
FMCAR-3083,Pacemaker Endocarditis – Surgical Removal,3,PKG,38353-02-00,56070,
FMCAR-3084,Native Valve Endocarditis – Valve Replacement Excluding Valve,8,PKG,38493-00-00,65415,
FMCAR-3085,Prosthetic Valve Endocarditis – Valve Replacement Excluding Valve,8,PKG,38553-03-00,79432.5,
FMCAR-3086,Rigid Bronchoscopy + Procedure Pediatric (F.B Removal Or Biopsy),1,PKG,41889-05-01,18480,
FMCAR-3087,Rigid Oesphagoscopy + Procedure In Pediatric Age Group (Removal Of Ingested F.B Or Biopsy),1,PKG,30473-04-00,13860,
FMCAR-3088,Rib Resection Or Chest Wall Resection One Or More Ribs Without Mesh Closure,2,PKG,90603-03-00,22312.5,
FMCAR-3089,"Rib Fixation By Plates And Screws For Flail Segments (Not Including The Plates, Scowrs",2,PKG,47471-00-01,22312.5,
FMCAR-3091,Vsd Device Closure (Ventricular Septal Defect) Without Device Or Delivery System - Pediatric,4,PKG,38751-02-00,50000,
FMCAR-3092,Pericardiectomy,3,PKG,38447-00-00,25000,
FMCAR-3093,Rotablation Angioplasty ,5,PKG,90218-00-00,120000,
FMCAR-3094,Coronary Artery Chronic Total Occlusion (Cto) ,5,PKG,38309-00-00,130000,
FMCAR-3095,Percutaneous Ventricular Assist Device (Impella),5,PKG,90218-02-00,150000,
FMCAR-3096,Shockwave Intravascular Lithotripsy (Ivl) System,4,PKG,92199-00-00,75000,
fmcar-3097,"Arteriovenostomy, For Renal Dialysis",0,PKG,34512-00-00,36936,
fmcar-3098,Eecp 35 Sissions,0,Service,99999-99-99,27936,
FMCAR-3120,Blood Pressure Monitoring (24HRS TO 48HRS),,Service,92001-00-10,2000,
FMCAR-9910,Cardiac Monitoring / Day,0,Service,92056-00-00,800,
FMCAR-9954,Loop Recorder Insertion,0,Service,90223-01-00,28865,
FMCAR-9978,Permanent Pacemaker Dual Chamber Implantation,3,PKG,38353-00-00,40250,
FMCARH-0002,Cardiac Profile,0,Service,92204-00-00,700,
FMCARS0001,Cardioversion(Dc Shock), ,Service,13400-00-00,2190,
FMCARS0006,Transesophageal Echocardiography (Tee), ,Service,55118-00-00,4970,
FMCARS0008,Pharmacological Stress Echocardiography, ,Service,55113-00-00,1705,
