SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,CASH  PRICE
3112114,GENERAL,GENERAL  SERVICES,T.C.C. FIRST APPLICATION ,تركيب جبيرة متقدمة لتخفيف الضغط على التقرحات في القدم,750.0
3112115,GENERAL,GENERAL  SERVICES,T.C.C. WEEKLY FOLLOW UP SESSIONS ,غيار اسبوعي للجبيرة الخاصة لتخفيف الضغط غلى تقرحات القدم ,250.0
3112116,GENERAL,GENERAL  SERVICES,TOE PRESURE,قياس ضغط الدم في اصابع القدم,187.5
3112117,GENERAL,GENERAL  SERVICES,TCPO2,قياس نسبة اشباع الاكسجين في الجلد,375.0
3112118,GENERAL,GENERAL  SERVICES,ADVANCED VENUS ULCER/ PER DRESSING,غيار متقدم للتقرحات الوريدية,375.0
3112119,GENERAL,GENERAL  SERVICES,VASCULAR DOPPLER STUDY,دراسة التدفق الدموي بالشرايين ,125.0
4112001,VACCINE,VACCINATION,INJECTION,الـحـقـــــن,56.25
4112002,VACCINE,VACCINATION,ACT HIB VACCINE,تطعيم ضد الإنفلونزا B,193.75
4112003,VACCINE,VACCINATION,ACTACEL VACCINE,تطيعم الدفيتريا والسعال الديكى ووباء الكبد ب,387.5
4112004,VACCINE,VACCINATION,ANEXATE INJECTION,ابرة انكسيت,293.75
4112005,VACCINE,VACCINATION,ANTI SCORPION INJECTION,تطعيم مضاد لسم العقـرب,300.0
4112006,VACCINE,VACCINATION,ANTI SNAKE SERUM AMP.,تطعيم مضاد لسم الأفعـى,581.25
4112007,VACCINE,VACCINATION,ARAMEN INJECTION,تطعيم ارامن,556.25
4112008,VACCINE,VACCINATION,ARAPENTA,ارابينتا,150.0
4112009,VACCINE,VACCINATION,AVAXIM VACCINE,تطعيم ضد الكبد الوبائي A,250.0
4112010,VACCINE,VACCINATION,B.C.G. VACCINATION,تطعيم ضـد الـسـل,50.0
4112011,VACCINE,VACCINATION,BOOSTRIX,بوستركس,150.0
4112012,VACCINE,VACCINATION,CLOPIXOL DEPOT INJECTION,ابرة كلوبكسل ديبوت,87.5
4112013,VACCINE,VACCINATION,D.P.T. VACCINATION,تطعيم الـثـلاثــي,81.25
4112014,VACCINE,VACCINATION,DESFERAL INJECTION,إبرة ديسفرال,81.25
4112015,VACCINE,VACCINATION,DOBUTREX INJECTION,إبرة دوبيتركس,131.25
4112016,VACCINE,VACCINATION,DT PAEDIA,التطعيم الثـنـائـي ( التيتانوس و الدفـتـيـريـا ) للأطفــال,25.0
4112017,VACCINE,VACCINATION,EPREX 2000 IU,ابركس 2000 أبو,293.75
4112018,VACCINE,VACCINATION,HAVRIX ADULT,تطعـيـم إلتهـاب الكبـدي أ للكبــار,387.5
4112019,VACCINE,VACCINATION,HEPATECT (2ML) VACCINATION,التطعيم بمصل الألتهاب الكبدي,1075.0
4112020,VACCINE,VACCINATION,HEPATITIS VACCINATION,تطعيم ضد التهاب الكبد الوبائي - الصفراء,193.75
4112021,VACCINE,VACCINATION,HIBREX 10 MG VACCINE,تطعيم ضد الإنفلونـزا,250.0
4112022,VACCINE,VACCINATION,HUMULIN N INJECTION,إبرة هيملين ( ن ),162.5
4112023,VACCINE,VACCINATION,HUMULIN R INJECTION,إبرة هيملين ( ر ),162.5
4112024,VACCINE,VACCINATION,INFANRIX 0.5 ML SYRINGE,تطعيم ثلاثي بكتيري ( دفتريا + كزاز + سعال ديكي ),225.0
4112025,VACCINE,VACCINATION,INFANRIX HEXA VACCINE,تطعيم انفان ريكس,581.25
4112026,VACCINE,VACCINATION,INFANRIX HIB VACCINE,تطعيم انفان ريكس,293.75
4112027,VACCINE,VACCINATION,INFLUVAC - FLUARIX,الـتـطـعـيـم ضـد الإنـفـلـوانـزا ,75.0
4112028,VACCINE,VACCINATION,M.M.R. VACCINATION,تطعيم ضد الحصبة الألمانية - م. .م. ر.,206.25
4112029,VACCINE,VACCINATION,MEASLES VACCINATION,تطعيم ضد الحصبة العاديــة,125.0
4112030,VACCINE,VACCINATION,MENACTRA INJECTION,تطعيم ميناكترا,556.25
4112031,VACCINE,VACCINATION,MOMMAN,مـــومـــــــــــان,900.0
4112032,VACCINE,VACCINATION,OKAVAX VIAL,تطعيم ضد الفاريسيلا,562.5
4112033,VACCINE,VACCINATION,P.P.D.(VACCINE),أختبـار حسـاسيـة الـسـل,56.25
4112034,VACCINE,VACCINATION,PANTOZOL INJECTION,ابرة بانتوزول,212.5
4112035,VACCINE,VACCINATION,PARVOLEX INJECTION,أبرة بارفولكس,193.75
4112036,VACCINE,VACCINATION,PEDIACEL VACCINE,تطعيم بيديا سل,375.0
4112037,VACCINE,VACCINATION,PNEUMO 23 VACCINE,التطعيم بلقاح المكورات الرئوية,162.5
4112038,VACCINE,VACCINATION,POLIO VACCINATION,تطعيم ضـد الـشـلل,81.25
4112039,VACCINE,VACCINATION,PREVENAR VACCINE,تطعيم بريفينار,875.0
4112040,VACCINE,VACCINATION,RABIS VACCINE (ANTI-RABIS),تطعيم مضاد الكلب,300.0
4112041,VACCINE,VACCINATION,RHESUS FACTOR  VACCINATION,تطعيم الـريـسيـس,900.0
4112042,VACCINE,VACCINATION,ROTA VIRUS VACCINE,تطعيم الروتا فيروس,625.0
4112043,VACCINE,VACCINATION,RUDIVAX VACCINE,تطعيم ضد الروبيلا ( الحصبة الألمانية ),37.5
4112044,VACCINE,VACCINATION,SYNFLORIX VACCINE,تطعيم سينوفلوركس,450.0
4112045,VACCINE,VACCINATION,TETANUS TAXOID,المصل المضـاد للكــزاز,37.5
4112046,VACCINE,VACCINATION,TETRACT HIB VACCINE,تطعيم خماسي ( دفتريا + كزاز + سعال ديكي +كبدي وبائي + إنفلونزا ),193.75
4112047,VACCINE,VACCINATION,TPN,تي بي ان,1462.5
4112048,VACCINE,VACCINATION,TRITANRIX HB + HIBERIX INJECTION,ترتانركس + هايبركس,237.5
4112049,VACCINE,VACCINATION,TRITANRIX HB10 VACCINE VIAL,تطعيم رباعي ( دفتريا + كزاز + سعال ديكي +كبدي وبائي ),181.25
4112050,VACCINE,VACCINATION,TWINRIX ADULT VACCINE,تطعيم انفان ريكس للكبار,293.75
4112051,VACCINE,VACCINATION,TYPHOID VACC.,التطعيم بلقاح الحمى التيفوئية,137.5
4112052,VACCINE,VACCINATION,VACCINATION - MENINGITIS MENCEVAX,تطعيم ضـد الحمى الشوكيـة,162.5
4112053,VACCINE,VACCINATION,VARILRIX VACCINE,تطعيم ضد الفاريسيلا,425.0
4112054,VACCINE,VACCINATION,VARIVAX VIAL,تطعيم ضد جدري الدجاج,525.0
4112055,VACCINE,VACCINATION,VAXIGRIP,تطعيم فاكس جرب,56.25
5112001,SURGERY,SURGICAL SERVICES,OPERATION FINE MAJOR - DOCTOR FEES, عملية دقيقة ذات مهارة خاصة أتعاب الطبيب,6750.0
5112002,SURGERY,SURGICAL SERVICES,OPERATION MAJOR - DOCTOR FEES , عملية كبـرى أتعاب الطبيب,6000.0
5112003,SURGERY,SURGICAL SERVICES,OPERATION MEDIUM - DOCTOR FEES, عملية وسطى أتعاب الطبيب,5250.0
5112004,SURGERY,SURGICAL SERVICES,OPERATION MINOR - DOCTOR FEES, عملية صغرى أتعاب الطبيب,3750.0
5112005,SURGERY,SURGICAL SERVICES,OPERATION SIMPLE - DOCTOR FEES, عملية بسيطة أتعاب الطبيب,2250.0
5112006,SURGERY,SURGICAL SERVICES,OPERATION ROOM CHARGES FINE MAJOR, تكلفة غرفة العمليات ، لعملية ذات مهارة خاصة,1125.0
5112007,SURGERY,SURGICAL SERVICES,OPERATION ROOM CHARGES MAJOR, تكلفة غرفة العمليات ، لعملية كبـرى,900.0
5112008,SURGERY,SURGICAL SERVICES,OPERATION ROOM CHARGES MEDIUM, تكلفة غر فة العمليات ، لعملية وسطى,750.0
5112009,SURGERY,SURGICAL SERVICES,OPERATION ROOM CHARGES MINOR, تكلفة غرفة العمليات ، لعملية صغرى,600.0
5112010,SURGERY,SURGICAL SERVICES,OPERATION ROOM CHARGES SIMPLE, تكلفة غرفة العمليات ، لعمية بسيطة,525.0
5112011,SURGERY,SURGICAL SERVICES,ANAESTHESIOLOGIST FEE FINE MAJOR OPERATION, أجـور التخـديـر للعملية الدقيقة ذات المهارة الخاصة,1125.0
5112012,SURGERY,SURGICAL SERVICES,ANAESTHESIOLOGIST FEE MAJOR OPERATION, أجور التخـديـر للعملية الكبــرى,900.0
5112013,SURGERY,SURGICAL SERVICES,ANAESTHESIOLOGIST FEE  MEDIUM OPERATION, أجـور التخديـر للعمليــة الـوسـطـــى,750.0
5112014,SURGERY,SURGICAL SERVICES,ANAESTHESIOLOGIST FEE MINOR OPERATION, أجور التخديـر للعمليــة الصــغــرى,600.0
5112015,SURGERY,SURGICAL SERVICES,ANAESTHESIOLOGIST FEE SIMPLE OPERATION, أجور التخدير للعمليـــة الـبـسيــطـــة,525.0
5112016,SURGERY,SURGICAL SERVICES,DISPOSABLES OR FINE MAJOR, المستهلكات ذات الإستخدام الواحد في العمليات الدقـيــقـه,1125.0
5112017,SURGERY,SURGICAL SERVICES,DISPOSABLES OR MAJOR, المستهلكات ذات الإستخدام الواحد في العمليات الكـبــرى,900.0
5112018,SURGERY,SURGICAL SERVICES,DISPOSABLES OR MEDIUM, المستهلكات ذات الإستخدام الواحد في العمليات المتـوسـطـة,750.0
5112019,SURGERY,SURGICAL SERVICES,DISPOSABLES OR MINOR, المستهلكات ذات الإستخدام الواحد في العمليات الـصـغـرى,600.0
5112020,SURGERY,SURGICAL SERVICES,DISPOSABLES OR SIMPLE, المستهلكات ذات الإستخدام الواحد في العمليات الـبسيـطــه,525.0
5112021,SURGERY,SURGICAL SERVICES,ANAESTHESIA FINE MAJOR, تكلفة التخدير لعملية دقيقة ذات مهارة خاصة,1125.0
5112022,SURGERY,SURGICAL SERVICES,ANAESTHESIA MAJOR, تكلفة التخدير لعملية كبيــرة,900.0
5112023,SURGERY,SURGICAL SERVICES,ANAESTHESIA MEDIUM, تكلفة التخدير لعملية وسـطـــى,750.0
5112024,SURGERY,SURGICAL SERVICES,ANAESTHESIA MINOR, تكلفـة التخدير لعمليـة صغــرى,600.0
5112025,SURGERY,SURGICAL SERVICES,ANAESTHESIA SIMPLE, تكلفة التخدير لعملية بسيـطـــة,525.0
5112026,SURGERY,SURGICAL SERVICES,LOCAL ANAESTHESIA FEES - SMALL AREA, تكلفة التخدير الموضعي لمساحة صغيرة,150.0
5112027,SURGERY,SURGICAL SERVICES,LOCAL ANAESTHESIA FEES - LARGE AREA, تلكفة التخدير الموضعي لمساحة كبيرة ,825.0
5112028,SURGERY,SURGICAL SERVICES,EPIDURAL INCLUDING ANAESTHESIOLOGIST FEE, التخدير فوق الجافية شاملة أتعاب التخدير,1950.0
5112029,SURGERY,SURGICAL SERVICES,ANAESTHIA FEES - SPINAL, تخدير من خلال العمود الفقــرى,1350.0
6112001,ORTHOPAEDIC ,ORTHO. SERVICES ,PLASTER JACKET - GIBSONA, جاكيت جبس كامـل جيـبـسـونـا,1725.0
6112002,ORTHOPAEDIC ,ORTHO. SERVICES ,ABOVE KNEE POP - GIBSONA, جبـس فـوق الركـبـه,825.0
6112003,ORTHOPAEDIC ,ORTHO. SERVICES ,BELOW KNEE POP - GIBSONA, جبـس تحت الـركـبـة,825.0
6112004,ORTHOPAEDIC ,ORTHO. SERVICES ,BELOW ELBOW POP - GIBSONA, جبـس تحت الـكـوع,825.0
6112005,ORTHOPAEDIC ,ORTHO. SERVICES ,ABOVE ELBOW POP - GIBSONA, جـبـس فـوق الـكـوع,825.0
6112006,ORTHOPAEDIC ,ORTHO. SERVICES ,UNILATERAL HIP SPICA - GIBSONA, جبـس للحوض العادي ( احادي الجانب ),1200.0
6112007,ORTHOPAEDIC ,ORTHO. SERVICES ,BILATERAL HIP SPICA - GIBSONA, بنطلون جبـس للحوض ( ثنائي الجانب ),1725.0
6112008,ORTHOPAEDIC ,ORTHO. SERVICES ,PLASTER SPICA - (ONE LEG/ARM), بنطلون جبس ( للساق / الذراع ) جانب واحد,1200.0
6112009,ORTHOPAEDIC ,ORTHO. SERVICES ,PLASTER CAST REMOVAL, رفـع الجبـس بالمنشار الكهربائي,137.5
6112010,ORTHOPAEDIC ,ORTHO. SERVICES ,REMOVAL OF K-WIRE, نزع سلك تثبيت على شكل K,600.0
6112011,ORTHOPAEDIC ,ORTHO. SERVICES ,KNEE IMMOBILIZER, تثبيت مفصل الركبة,375.0
6112012,ORTHOPAEDIC ,ORTHO. SERVICES ,CERVICAL TRACTION, شـد الـرقـبـة,125.0
6112013,ORTHOPAEDIC ,ORTHO. SERVICES ,SKIN TRACTION, شــد جــلــدي,675.0
6112014,ORTHOPAEDIC ,ORTHO. SERVICES ,HALTER TRACTION, شــد جـلـدي بطـريـقـة هـولــتـر,675.0
6112015,ORTHOPAEDIC ,ORTHO. SERVICES ,MEASUREMENT OF COMPARTMENTAL PRESSURE, قياس للضغط التجويفي,1875.0
6112016,ORTHOPAEDIC ,ORTHO. SERVICES ,ASPIRATION FROM JOINTS, بـذل سـائـل مـن الـركـبـه,262.5
6112017,ORTHOPAEDIC ,ORTHO. SERVICES ,INJECTION INTO JOINTS, حـقـنـه بـالـمـفـاصـل ( دون ثمن الدواء ),187.5
6112018,ORTHOPAEDIC ,ORTHO. SERVICES ,MANIPULATION OF TALIPES EQUINO VARUS WITHOUT POP, تحريك القدم بدون جبس,975.0
6112019,ORTHOPAEDIC ,ORTHO. SERVICES ,MANIPULATION OF TALIPES EQUINO VARUS WITH POP, تحريك القدم بجبس,1350.0
6112020,ORTHOPAEDIC ,ORTHO. SERVICES ,JOINT INFILTRATION ,حقن المفصل ,750.0
6112021,ORTHOPAEDIC ,ORTHO. SERVICES ,NEURAL NERVE BLOCK FOR PAIN MANAGEMENT ,علاج الآلام عن طريق حقن الأعصاب ,1500.0
6113001,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CERVICAL COLLAR, دعـامـة الرقـبـة الـطـبـيـة ,300.0
6113002,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CHILD OSTEOTOMY DCP, شريحة صغيرة لتثبيت ما بعد تعديل اعلى عظمة الفخذ,1500.0
6113003,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,WALKING HEEL, كعـب مع الجبـس للمـشـي,81.25
6113004,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CORSET BELT, حـزام طـبـي لـلـظـهــر,675.0
6113005,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,ABDOMINAL BINDER, حـزا م طـبـي لـلمـعـدة,300.0
6113006,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,WALKING CANE, عـصـا لـلـمـشـي,125.0
6113007,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,EPIDURAL SET, جـهـاز فـوق الجـافـيــه,125.0
6113008,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,ANKLET, ربــاط داعــم لـلـكـاحــل,125.0
6113009,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,KNEE BRACE, ربـاط الـركـبـة الـخـاص,125.0
6113010,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,SKIN TRACTION KIT, شــد جـلـدي بالأربــطــة,300.0
6113011,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,DYNAMIC HIP SCREWS (DHS) EACH, براغي ديناميكية للحوض (دي أس) كل برغي,1050.0
6113012,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,DYNAMIC HIP SCREW & PLATE, براغي ديناميكية للحوض مع شريحـة,6750.0
6113013,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,DYNAMIC SCR PT W/DEP HOLES EACH, اسطوانه ديناميكية لكل اسطوانه,2100.0
6113014,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,DYNAMIC COMPRESSION PLATE FROM 4 HOLES TO 12 HOLES, صفيحه ديناميكية ضاغطة من 12 ثقب دائرية - كل صفيحة,675.0
6113015,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,TOTAL HIP REPLACEMENT (CERAMIC JOINT) , تبديل مفصل صناعى كامل ( سيراميك) ثمن المفصل,15000.0
6113016,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,TOTAL HIP SCREW REPLACEMENT (CERAMIC JOINT), تبديل براغي للحوض ( سيراميك ),1650.0
6113017,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP. PLATE 6 HOLES EACH, صفيحة ديناميكية ضاغطة من 6 ثقوب دائرية - كل صفيحة,600.0
6113018,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP PLATE 7 HOLES EACH, صفيحة ديناميكية ضاغطة من 7 ثقوب دائرية - كل صفيحة ,825.0
6113019,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP PLATE 8 HOLES EACH, صفيحة ديناميكية ضاغطة من 8 ثقوب دائرية - كل صفيحة,825.0
6113020,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP PLATE 9 HOLES EACH, صفيحة ديناميكية ضاغطة من 9 ثقوب دائرية - كل صفيحة,825.0
6113021,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP PLATE 12 HOLES EACH, صفيحة ديناميكية ضاغطة من 12 ثقب دائرية - كل صفيحة,825.0
6113022,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP PLATE 14 HOLES EACH, صفيحة ديناميكية ضاغطة من 14 ثقب دائرية - كل صفيحة,825.0
6113023,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,SPOON PLATE 6 HOLES EACH, صفيحة شكل ملعقة 6 ثقوب دائرية كل صفيحــة,975.0
6113024,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CANCELLEUS BONE SCREWS,  براغي عظـام عرقـوب الـرجـــل,187.5
6113025,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CORTEX BONE SCREWS,  براغي لتثبيـت قشر الـعـظـم,187.5
6113026,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,MALLEABLE BONE SCREWS,  براغي ماليابـل العظميــة ,187.5
6113027,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,T-PLATES W/SHAFT FROM 4 HOLES TO 8 HOLES EACH,  صفيحة على شكل (ت) من 4-8 ثقوب دائرية,1125.0
6113028,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,T-BUTTRESS PLATE FROM 4 HOLES TO 6 HOLES EACH, صفيحة على شكل (ت) من 4-6 ثقوب دائرية,1125.0
6113029,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,TUBULAR PLATE FROM 2 HOLES TO 8 HOLES EACH, صفيحة على شكل (ت) من 2 - 8 ثقوب دائرية,225.0
6113030,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CONDYLER PLATE FROM 5 HOLES TO 12 HOLES EACH, صفيحة لتثبيت الناتئ المرفقي من5-12 ثقب,1350.0
6113031,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CONDYLER BUTRESS PLATES, شريحة لتثبيت لقمتى عظمة الفخذ,2550.0
6113032,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,SEMI-TUBULAR PLATE FROM 4 HOLES TO 7 HOLES, صفيحة نصف أنبوبه بها من 4-7 ثقوب,225.0
6113033,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,KIRCHNAR/W W/TROCAR FROM I.D TO 3.D EACH, اسلاك تثبيت معدنية كـريشـنـر,87.5
6113034,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,WIRE COIL SOFT, اسلاك تثبيت معدنية طـريـة,375.0
6113035,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,WASHER 7MM CANCELLEUS BONE SCREWS, ورده 7 مم لمسامير عظم اسفنجيـة,43.75
6113036,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,DRILL BIT FROM 2.0MM TO 3.5 DIAMETER, فتح قشرة العظم 3.5 ملم,87.5
6113037,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CORTICAL TAP 3.5/1025 MM DIAMETER, بونطه مقاس 2 مم لمسامير 3.5 ملم,275.0
6113038,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,REDIVAC DRAIN, قسطرة شـفـط للجـروح,275.0
6113039,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,TOE SPLINT, دعامه لأصابع الرجل ميزان جبس داعمة لأصبع القدم / جبيرة داعمه,106.25
6113040,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,MAJOR ARM SPLINT, دعامه كبيرة للذراع ميزان جبس داعمة كبيرة للذراع / جبيرة داعمه,268.75
6113041,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,MAJOR LEG SPLINT, دعامه كبيرة للساق ميزان جبس داعمة كبيرة للساق / جبيرة داعمه,268.75
6113042,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,METALLIC SPLINT, دعامة ميتاليك جبيرة معدنية ,268.75
6113043,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,STOCKING, جـوارب طـبـيــــة,118.75
6113044,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,ROBERT JONES BANDAGE, ربـاط روبـرت جـونـز,450.0
6113045,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,ZIMMER FRAME(ALUMINIUM), إطـار زيـمـار ( ألمنـيـوم ) ,600.0
6113046,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,COLLAR & CUFF, دعامة و غطاء رباط معلق للساعد بالرقبة ,112.5
6113047,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,INTERLOCKING TIBIAL SET, مجموعة تركيب مسمار نخاعى تعاشقى لعظمة القصبة,5250.0
6113048,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,INTERLOCKING FEMORAL SET, مجموعة تركيب مسمار نخاعى تعاشقى لعظمة الفخذ,5250.0
6113049,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,SCHANZ SCREW, مسمار شانز,275.0
