Departemnt,code,Discription,Price,Revised,SBS
X-RAY,FMXRAY1392,IR. PERCUTENOUS NEPHROSTOMY (2 Sides),27500.0,27500.0,83700-00-00
X-RAY,FMXRAY1453,IR. Neuro. Spinal bone biopsy,27500.0,27500.0,83700-00-00
CSS,MS-S-004442,SCREW DRIVE SHAFT 1.5 X 66MM W/HOLD SYNTHES #03.114.009,27376.1775,27376.1775,47633
ONCOLOGY/NUCLEAR MED,FMNONC-001,RADIO SURGERY OFACTORY GROOVE,27007.0,27007.0,15600-00-00
DENTAL,FMDNTS0292,OSTEOTOMY OF MANDIBLE (BODY AND CHIN),26980.0,26980.0,322
CSS,MS-S-010416,STENT WINGSPAN SYSTEM 3.0 X 20 MM STRYKER #M003WE0300200,26435.25,26435.25,46352
CSS,MS-S-010417,STENT WINGSPAN SYSTEM 3.5 X 15 MM STRYKER #M003WS0350150,26435.25,26435.25,46352
neurosurgery,FMNEU-0071,STEREOTACTIC ASPIRATION OF    HAEMATOMA,26433.0,26433.0,83700-00-00
neurosurgery,FMNEU-0072,STEREOTACTIC BRAIN TUMOR BIOPSY,26433.0,26433.0,39703-00-00
neurosurgery,FMNEU-0099,TRANS-NASAL PHYSICTOMY,26433.0,26433.0,30075-06-00
X-RAY,FMXRAY1497,NM. Thyroid (Theraputic I-131 - 120 MCI),26400.0,26400.0,83700-00-00
Surgery,FMSUR-9938,Laparoscopic T.M.E with Trans-Anal Anastomosis,26239.0,26239.0,83700-00-00
CSS,MS-P-000557,PACEMAKER DDDR W/LEAD & INTRODUCERST JUDE#5826.,26156.25,26156.25,47265
CARDIOLOGY,FMCAR-9954,DOCTOR'S FEE 5,25982.0,25982.0,83700-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0069,POLIO ABOVE KNEE WALKING BRACE WITH TUBER SYSTEM,25982.0,25982.0,96092-00-00
NEPHROLOGY,FMNEP-0016,HEMODIALYSIS TYPE B2 (36SE),25693.0,25693.0,13100-00-00
CSS,MS-S-008281,STENT PERIPHERAL SELF-EXPANDABLE NITINOL LEO+BABY 2.5X25 BALTON # LEO.25X2,25668.0,25668.0,46352
CSS,MS-S-010415,STENT NITINOL 2.5 LEO PLUS BABY SELF EXPANDABLE INTRACANIAL BALT -FRANCE #LEO.25X18,25668.0,25668.0,46352
E. N. T.,FMENTS0031,HEMITHYROIDECTOMY,25380.0,25380.0,83700-00-00
CSS,MS-C-001536,CENTERPIECE 13 X 16MM SOFAMOR # 9391316,25319.25,25319.25,34170
X-RAY,FMXRAY1404,IR. VARICOCELE EMBOLIZATION/COILING (UNILATERAL),25300.0,25300.0,83700-00-00
I.V.F.,FMIVF-0066,MYOMECTOMY BEFORE ICSI,25274.0,25274.0,83700-00-00
I.V.F.,FMIVF-0067,C.S. AFTER ICSI (SINGLE BABY),25274.0,25274.0,83700-00-00
CARDIO THORACIC SURGERY,FMCTS-0034,MUSCLE FLAP FOR CLOSURE OF     PLEURAL POUCH,25166.0,25166.0,45009-01-00
CARDIO THORACIC SURGERY,FMCTSS0006,CLS OF BRONCHO-PLEURAL FISTULA,25166.0,25166.0,90176-00-00
neurosurgery,FMNEU-0103,STEREOTACTIC PALLIDOTOMY,25166.0,25166.0,40801-00-00
neurosurgery,FMNEU-0104,STEREOTACTIC THALLA MOTOMY,25166.0,25166.0,40801-00-00
obstatric and Gynecology,FMOBG-0116,REDUCTION MAMMOPLASTY EXTEN.,25166.0,25166.0,83700-00-00
CSS,MS-P-001518,PACEMAKER DDDR ANTI-MRI W/SHEATH & LEAD#BITRONIC,25110.0,25110.0,47265
CSS,MS-P-001537,PATCH HEMACAROTID HEPARIN KNITTED ULTRATHIN SIZE 10X75MM MAQUET #HEK10/75CPUTH,25082.100000000002,25082.100000000002,48044
DENTAL,FMDNTS0241,RECONSTRUCTION OF MANDIBLE (CHIN AND BODY),25057.0,25057.0,365
DENTAL,FMDNTS0299,OSTEOTOMY OF MAXILLA (SEGMENTAL POSTERIOR),25057.0,25057.0,83700-00-00
CARDIO THORACIC SURGERY,FMCTSS0019,PERICARDIAL WINDOW,25000.0,25000.0,38450-00-00
ORTHOPAEDIC,FMORT-2024,DYNAMIC SPINAL FIXATION,25000.0,25000.0,83700-00-00
CARDIO THORACIC SURGERY,FMCTS-0049,EXPLORATION STERNOTOMY,24972.0,24972.0,38500-02-00
urologu,FMURO-0215,RETROPERITONEAL LYMPH NODE DISSECTION,24972.0,24972.0,83700-00-00
CSS,MS-P-001439,PACEMAKER DUAL CHAMBER W/LEAD & FLEXTEND INGENIO MRI BOSTON #J176DR,24811.0,24811.0,99999
VASCULAR SURGERY,FMVAS-0080,AORTO-RENAL BYPASS,24795.0,24795.0,83700-00-00
CARDIO THORACIC SURGERY,FMCTS-0009,EXCISION OF CHEST WALL TUMOUR,24743.0,24743.0,31350-00-01
CARDIO THORACIC SURGERY,FMCTS-0012,REP.OF RUPTURE BRONC./TRACHEA,24743.0,24743.0,38453-08-00
CARDIO THORACIC SURGERY,FMCTS-0013,THORACOPLASTY,24743.0,24743.0,38427-00-00
CARDIO THORACIC SURGERY,FMCTS-0015,RESECTION OF SUP.SULCUS T.,24743.0,24743.0,99999-99-99
LABORATORY,FMLAB-9304,MELANOCYTE CULTURE(EXTRA LARGE,24713.0,24713.0,73200-03-80
CSS,MS-M-000543,MESH PLATE 0.6 3D SIZE 100 X 100 MM OSTEONIC#N3D206M00A,24482.25,24482.25,46580
DENTAL,FMDNTP0038,COMPLETE DENT.VITAL. TYPE III,24330.0,24330.0,97719-00-00
X-RAY,FMXRAY1426,IR. IVC FILTER IMPLEMENTATION,24200.0,24200.0,83700-00-00
X-RAY,FMXRAY1496,NM. Thyroid (Theraputic I-131 - 100 MCI),24200.0,24200.0,83700-00-00
VASCULAR SURGERY,FMVAS-0039,RE IMPLANTATION OF AMPUTATED ARM,23967.0,23967.0,83700-00-00
Surgery,FMSUR-9934,LAP REVISION OF ILEAL POUCH AND ILEOANAL ANASTOMOSIS,23779.0,23779.0,83700-00-00
DENTAL,FMDNTS0240,RECONSTRUCTION OF MANDIBLE (BODY AND RAMUS),23773.0,23773.0,365
DENTAL,FMDNTS0259,RECONSTRUCTION OF NASAL (TOTAL),23773.0,23773.0,359
DENTAL,FMDNTS0264,GRAFTING SOFT TISUE (MODERATE),23773.0,23773.0,355
DENTAL,FMDNTS0267,GRAFTING HARD TISUE (MODERATE),23773.0,23773.0,359
DENTAL,FMDNTS0282,AUGMENTATION OF ORBIT (WALL),23773.0,23773.0,83700-00-00
DENTAL,FMDNTS0285,AUGMENTATION OF ZYGOMA (BODY),23773.0,23773.0,83700-00-00
DENTAL,FMDNTS0288,OSTEOTOMY OF CHIN (TWO SIDES),23773.0,23773.0,83700-00-00
DENTAL,FMDNTS0291,OESTEOTOMY OF MANDIBLE (BODY),23773.0,23773.0,322
CSS,MS-U-000035,URETER ARTIFICIAL DETOUR BY-BASS 84 CMCOLOPLAST # AE2002,23645.25,23645.25,34926
ONCOLOGY/NUCLEAR MED,FMONC-0127,Vertebroplasty - lumbosacral (1st level),23620.0,23620.0,83700-00-00
VASCULAR SURGERY,FMVAS-0085,Embolization of AV Malformation (Small),23614.0,23614.0,83700-00-00
CARDIOLOGY,FMCARS0025,EECP 35 SISSIONS,23475.0,23475.0,99999-99-99
CARDIO THORACIC SURGERY,FMCTSS0032,AORTIC ANEURYSM AND DISSECTION,23077.0,23077.0,83700-00-00
CSS,MS-V-000152,VALVE AORTIC W/GRAFT 23MM ON-X #ONXAAP-23,23017.5,23017.5,60423
E. N. T.,FMENTN2061,TRANS-NASAL HYPOPHYSECTOMY,22826.0,22826.0,39715-03-00
urologu,FMURO-0084,ANTI-INCONTINENCE OPERATIONS,22826.0,22826.0,83700-00-00
urologu,FMURO-0105,URETERORENOSCOPY + OPN SURGERY (URETER STONE),22826.0,22826.0,36806-02-00
CARDIOLOGY,FMCARS0028,EECP,22428.0,22428.0,99999-99-99
NEUROLOGY,FMNUM-0044,CEREBRAL ENDOVASCULAR PROCEDURE,22428.0,22428.0,90007-00-00
CSS,MS-R-000418,RESOLVE HALO LARGE OSSUR #515500V2 / 545800K,22365.686250000002,22365.686250000002,46537
CSS,MS-R-000419,RESOLVE HALO MEDIUM OSSUR #515400V2 / 545800K,22365.686250000002,22365.686250000002,46537
CSS,SMJ2007,ELECTRODE HANDLE W/PATIENT PLATE CABLE #VL2600E COVIDIEN/ 20190-045 ERBE,22215.375,22215.375,63608
X-RAY,FMXRAY1370,IR. ANGIOPLASTY OF UPPER LIMB (One SIDE),22000.0,22000.0,83700-00-00
X-RAY,FMXRAY1402,IR. Veriscose vein ablation (Two limbs),22000.0,22000.0,83700-00-00
X-RAY,FMXRAY1431,IR. Myelogram,22000.0,22000.0,83700-00-00
X-RAY,FMXRAY1451,"IR. Neuro. Additional PRECIPITATED POLYMER (Onyx, Phil)",22000.0,22000.0,83700-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0030,SPINE BACE BY SPONDYLITIS,21987.0,21987.0,96092-00-00
CSS,MS-C-003817,CAGE POSTERIOR 16X14X08MM 7 PRECISION # 37-CL-6408,21971.25,21971.25,38161
CSS,MS-C-003905,CAGE POSTERIOR 14 X 12 X 6 MM  PRECISION #37-CL-4206,21971.25,21971.25,38161
CSS,SMI5355,PACEMAKER PERMANENT ( VVI ) W/LEAD & SHEATH # SINGLE CHAMPER,21971.25,21971.25,47266
CSS,SMO9790,AMPLATZER DUCT OCCLUDER 6X4MM AGA #9-PDA-004,21344.0,21344.0,99999
CSS,MS-B-000724,BONE GRAFON MAGNIFUSE 1CMX5CMSOFAMOR#7509215INT,21343.5,21343.5,61884
CARDIOLOGY,FMCAR-2001,VENTRICULAR SEPTAL DEFECT (VSD),21250.0,21250.0,83700-00-00
Surgery,FMSUR-0341,ESOPHAGECTOMY AND GASTRIC PULL UP THORASIC APPROACH,21000.0,21000.0,83700-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0058,UPPER & FOREARM ORTHOSIS + ELB OW JOINT,20989.0,20989.0,96092-00-00
CSS,MS-A-000087,ACETABULAR REVISION SYSTEM 54X20MM ZIMMER #4894-054-20,20925.0,20925.0,60516
CSS,MS-V-000145,VALVE TISSUE AORTIC AVALUS DIFFERENT BRAND ALL SIZES,20925.0,20925.0,60242
CARDIOLOGY,FMCAR-0008,CARDIAC CATHETERIZATION,20920.0,20920.0,99999-99-99
CSS,MS-C-003988, CAGE 7 DEGREE 14X12X06MM PRECISION SPINE USA #37-CL-6406,20873.0,20873.0,60762
CSS,MS-C-003989, CAGE 7 DEGREE 14X12X07MMPRECISION SPINE USA #37-CL-6407,20873.0,20873.0,60762
DENTAL,FMDNTS0257,RECONSTRUCTION OF ORBIT (WALL),20840.0,20840.0,359
LABORATORY,FMLAB-8148,ONCODEEP (CUSTOMIZED GENE PANEL),20813.0,20813.0,73200-06-30
CSS,SMI6209,PACEMAKER VVIR W/LEAD & INTRODUCER MEDTRONIC#SESR01 / S.J.#5056,20762.0,20762.0,47264
CARDIO THORACIC SURGERY,FMCTS-0031,EXTRAPLEURAL PNEUMONECTOMY,20698.0,20698.0,38438-02-00
CARDIO THORACIC SURGERY,FMCTS-0032,EXCISION OF SUPERIOR SULCU     TUMUR,20698.0,20698.0,38440-00-00
obstatric and Gynecology,FMOBG-0115,REDUCTION MAMMOPLASTY SIMPLE,20698.0,20698.0,83700-00-00
PLASTIC SURGERY,FMPSD-0009,ROUDENT ULCER EXCISION 4X6CM,20698.0,20698.0,83700-00-00
PLASTIC SURGERY,FMPSD-0010,MULTIPLE ULCER,20698.0,20698.0,31205-01-00
PLASTIC SURGERY,FMPSDJ0036,ROUDENT ULCER EXCISION 4X6 CM,20698.0,20698.0,83700-00-00
PLASTIC SURGERY,FMPSDJ0037,ROUDENT ULTIPLE ULCER,20698.0,20698.0,31205-01-00
Surgery,FMSUR-0290,TOTAL PROCTO-COLECTOMY W/ILEAL-POUCH AND ILEO-ANAL ANASTOMOS,20698.0,20698.0,83700-00-00
neurosurgery,FMNEU-0105,STEREOTACTIC TRIGIMINAL RHIZO-TOMY,20692.0,20692.0,40801-00-00
PEDIATRIC SURGERY,FMPDS-0085,REPAIR OF SCROTAL HYPOSPADIAS,20675.0,20675.0,30014-00-00
ORTHOPAEDIC,FMORT-9933,MINIMAL INVASIVE SPINE FUSION (MULTIPLE LEVEL),20663.0,20663.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0139,BILIARY ATRESIA,20663.0,20663.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0146,EPI SPADIAS,20663.0,20663.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0147,BLADDER EXTROPHY,20663.0,20663.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0192,laparoscopic / laparotomy assisted TEPT,20663.0,20663.0,83700-00-00
Surgery,FMSUR-0397,LAPARASCOPIC / LAPARATOMY ASSISTED TEPT,20663.0,20663.0,83700-00-00
CSS,MS-S-010294,STENT RIEVER NON DETACHABLE 6X30MM BALT -FRANCE # CATCHMAXI 6X30,20506.5,20506.5,46352
obstatric and Gynecology,FMOBG-0227,Followup Pregnancy with Section Delivery,20372.0,20372.0,83700-00-00
CSS,MS-C-004064,CAGE 7 DEGREE WITH PLATE 16X14X10MMPRECISION SPIN#37-CL-6410,20339.100000000002,20339.100000000002,60762
CSS,MS-C-004065,CAGE 7 DEGREE WITH PLATE 16X14X09MMPRECISION SPIN#37-CL-6409,20339.100000000002,20339.100000000002,60762
Surgery,FMSUR-0236,FEMORO-ANTERIOR (POSTERIOR OR PERONEAL) BYPASS SITU VEINGRAF,20331.0,20331.0,32757-00-01
CSS,MS-G-000368,GRAFT TIBIALIS TENDON 0.75 X 27.0CM A TO Z MEDICAL # 1021-12,20297.25,20297.25,60501
CSS,MS-A-000531,ALLOGRAFT DECELLULARIZED 40 X 70 MM  ARTHREX # AFLEX101,20000.0,20000.0,47967
ORTHOPAEDIC WORKSHOP,FMORW-0029,STAGNARA SCOLIOSIS BRACE,19985.0,19985.0,96092-00-00
neurosurgery,FMNEU-0044,REMVL OF FOREIGN B.& REPAIRINGTHE INTRACRANIAL DURA,19973.0,19973.0,39615-00-00
neurosurgery,FMNEU-0076,SUBTEMPORAL TRIGINIMAL RHIZOTOMY,19973.0,19973.0,40330-00-00
neurosurgery,FMNEU-0077,SUB-OCCIPITAL POSTSERIOR VASCULAR DECOMPRESSION,19973.0,19973.0,40015-00-00
PLASTIC SURGERY,FMPSDD0033,LIPOSUCTION OF BOTH THIGHS P.D. 2,19973.0,19973.0,83700-00-00
Surgery,FMSUR-0165,INTRATHORACIC ESOPHAGEAL ANAS-TOMOSIS W.INTERPOSITION COLON,19973.0,19973.0,83700-00-00
urologu,FMURO-0102,PERCUTANEOUS NEPHROLITHOLAPAXY WITH LITHOTRIPSY,19973.0,19973.0,36546-00-00
CSS,MS-H-000109,HALO VEST WITH RING LARGE # USA,19878.75,19878.75,44763
DENTAL,FMDNTS0239,RECONSTRUCTION OF MANDIBLE (BODY),19813.0,19813.0,365
DENTAL,FMDNTS0247,RECONSTRUCTION OF CHIN (TOTAL),19813.0,19813.0,365
DENTAL,FMDNTS0249,RECONSTRUCTION OF MAXILLA (SEGMENTAL),19813.0,19813.0,366
DENTAL,FMDNTS0253,RECONSTRUCTION OF ZYGOMA (MEDIUM),19813.0,19813.0,45608-01-01
DENTAL,FMDNTS0265,GRAFTING SOFT TISUE (SEVERE),19813.0,19813.0,359
DENTAL,FMDNTS0271,AUGMENTATION OF CHIN (TOTAL),19813.0,19813.0,353
DENTAL,FMDNTS0273,AUGMENTATION BODY MANDIBLE (MEDIUM),19813.0,19813.0,331
DENTAL,FMDNTS0277,AUGMENTATION OF MAXILLA (MEDIUM),19813.0,19813.0,332
DENTAL,FMDNTS0281,AUGMENTATION OF ORBIT (FLOOR),19813.0,19813.0,531
DENTAL,FMDNTS0284,AUGMENTATION OF ZYGOMA (MEDIUM),19813.0,19813.0,83700-00-00
DENTAL,FMDNTS0287,OSTEOTOMY OF CHIN (SEGMENTAL),19813.0,19813.0,83700-00-00
DENTAL,FMDNTS0290,OSTEOTOMY OF MANDIBLE,19813.0,19813.0,434
DENTAL,FMDNTS0303,CONDYLECTOMY (TOTAL),19813.0,19813.0,83700-00-00
X-RAY,FMXRAY1495,NM. Thyroid (Theraputic I-131 - 80 MCI),19800.0,19800.0,83700-00-00
CARDIO THORACIC SURGERY,FMCTS-0014,REPAIR OF OESOP. INJ.,19790.0,19790.0,30560-00-00
CARDIO THORACIC SURGERY,FMCTS-0024,PERICARDIECTOMY,19790.0,19790.0,38447-00-00
neurosurgery,FMNEU-0172,PRECUTANEOUS LAZER DISCECTOMY,19790.0,19790.0,83700-00-00
DENTAL,FMDNTP0037,COMPLETEL DENT.VITAL.TYPE II,19739.0,19739.0,711
Surgery,FMSUR-9939,TRANS-ANAL MINIMAL INVASIVE SURGERY,19676.0,19676.0,83700-00-00
CSS,MS-B-001776,BONE GRAFT ACH TENDON W/BLOCK 160 FROZEN . LIFENET # FATB,19454.0,19454.0,99999
ORTHOPAEDIC WORKSHOP,FMORW-0109,G-II UNLOADER OA KNEE BRACE,19417.0,19417.0,97823-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0110,G-II UNLOADER ADJ KNEE BRACE,19417.0,19417.0,96092-00-00
DERMATOLOGY,FMDER-0213,MYLANOCYTE CULTURE MEDIUM,19414.0,19414.0,83700-00-00
NEURO SCIENCE,FMNSCA0032,COMBINED ANTERIOR & POSTERIOR FIXA-,19414.0,19414.0,83700-00-00
DENTAL,FMDNTS0256,RECONSTRUCTION OF ORBIT  (FLOOR),19383.0,19383.0,352
CSS,MS-C-003574,CATHETER DISTAL ACCESS AXS 0.060X132CM STRYKER # IC060132A,19251.0,19251.0,32584
CARDIO THORACIC SURGERY,FMCTSS0034,COMPLEX CONGENITAL SURGERY,19231.0,19231.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0096,"STOMACH GASTROSTOMY, COLOSTOMY, ILROSTOMY",19174.0,19174.0,83700-00-00
CSS,MS-C-001626,CANNULA OPTIFLOW PREMATURE FISHER & PAYKEL #OPT312,19041.75,19041.75,35202
ORTHOPAEDIC WORKSHOP,FMORW-0005,ORTHOSIS V,19030.0,19030.0,96092-00-00
Surgery,FMSUR-9935,OPEN REVISION OF ILEAL POUCH AND ILEOANAL ANASTOMOSIS,19020.0,19020.0,83700-00-00
urologu,URO-0149,REVISION O ELECTRODES + ELECTRODE,18901.0,18901.0,83700-00-00
PHYSIOTHERAPY,FMPTD-0089,LOCOMOTION THERAPY - 6S/1W/3M,18872.0,18872.0,96130-00-00
CSS,MS-L-000634,LUMBER CAGE PL PLIFE ORIO 9X10X22 SPINE CRAFT # L7109-10-522,18832.5,18832.5,61230
X-RAY,FMXRAY1391,IR. PERCUTENOUS NEPHROSTOMY (1 Side),18700.0,18700.0,83700-00-00
X-RAY,FMXRAY1427,IR. IVC FILTER REMOVAL OR RETRIEVAL,18700.0,18700.0,83700-00-00
CSS,MS-G-000370,GRAFT TIBIALIS TENDON POSTERIOR  8.5 MM X 24 CM MTF # 400340,18533.0,18533.0,99999
PLASTIC SURGERY,FMPSDH0021,SKIN GRAFT WITH INTEGRA 5%     + 1 SHEET,18409.0,18409.0,90672-00-00
CSS,MS-C-003615,CATHETER BALLOON COMPLIANT SCEPTER C 4.0 X 10 MM  MICRO VENTION # BC0410C,18267.525,18267.525,32584
CSS,MS-C-003853,CATHETER BALLOON COMPLIANT SCEPTER C 4.0 X 15 MM MICRO VENTION#BC0415C,18267.525,18267.525,32584
CSS,MS-C-003871,CATHETER BALLOON COMPLIANT SCEPTER C 4.0 X 20 MM  MICRO VENTION #BC0420C,18267.525,18267.525,32584
CSS,MS-S-009184,SCEPTER XC BALLOON CATHETER X-TRA COMPLIANT 4.0 MM/11MM TERUMO # BC0411XC,18267.525,18267.525,46843
LABORATORY,FMLABM0159,"POLYPOSIS ( NGS) APC, MUTYH",18197.0,18197.0,83700-00-00
DENTAL,FMDNTS0298,OSTEOTOMY OF MAXILLA (SEGMENTAL ANTERIOR),18187.0,18187.0,83700-00-00
CARDIO THORACIC SURGERY,FMCTS-0028,EXCISION OF MEDIASTINAL MASS,18141.0,18141.0,38446-03-00
CARDIO THORACIC SURGERY,FMCTS-0038,REPAIR OF EVENTIATION OF DIAPH RAGM,18141.0,18141.0,90178-00-00
CARDIO THORACIC SURGERY,FMCTSS0016,CLOSURE OF PATENT DUCTUS,18141.0,18141.0,38700-01-00
CARDIO THORACIC SURGERY,FMCTSS0017,SHUNTING PROCEDURE,18141.0,18141.0,83700-00-00
DENTAL,FMDNTS0090,SURGICAL EXCISION OF MALIGNANTTUMOUR LARGE,18141.0,18141.0,371
neurosurgery,FMNEU-0157,EXCISION OF PORAMEN MAGNUM MENENGIOMA,18141.0,18141.0,30055-00-20
neurosurgery,FMNEU-0160,OCCIPITO CERVICAL LATERAL FUSION,18141.0,18141.0,83700-00-00
OPEN HEART SURGEY,FMOHS-0002,REPAIR OF COARCTATION OF AORTA,18141.0,18141.0,38488-03-00
PLASTIC SURGERY,FMPSDE0001,FACE LIFTING (COMPLETE),18141.0,18141.0,83700-00-00
PLASTIC SURGERY,FMPSDG0006,AUGMENTATION MAMMOPLASTY (TWO  SIDES),18141.0,18141.0,83700-00-00
Surgery,FMSUR-0289,TOTAL COLECTOMY W/ILEO-RECTAL ANASTOMOSIS,18141.0,18141.0,83700-00-00
CSS,MS-T-000971,TIBIAL INSERT XSMALL 21MM UNIVERSAL HINGE JOH. & JOH. # 1987-27-121,18130.0,18130.0,99999
neurosurgery,FMNEU-0135,TOTAL TEMP LOBECTOMY OF EPILEPSY,18124.0,18124.0,40703-02-00
CSS,MS-C-003576,CATHETER BALLOONFLOW GATE BGC 4X30MM STRYKER # 90495,18100.125,18100.125,32584
CSS,MS-C-003873,CATHETER GUIDE BALLON FLOWGATE2 TM 8FRE 85STRYKER #90485,18100.125,18100.125,32584
NEUROLOGY,FMNUM-0021,48 HOURS MONITORING,18055.0,18055.0,11004-00-10
Surgery,FMSUR-1023,INGUINAL LYMP NODE DISSECTION,18000.0,18000.0,83700-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0027,BOSTON SCOLIOSIS BRACE,17992.0,17992.0,96092-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0063,BELOW KNEE ORTHOSIS LEATHER,17992.0,17992.0,96092-00-00
ORTHOPAEDIC WORKSHOP,FMORW-0064,ABOVE KNEE ORTHOSIS THERMOPLAS T FREE KNEE,17992.0,17992.0,96092-00-00
Surgery,FMSUR-0167,TOTAL GASTRECTOMY,17907.0,17907.0,83700-00-00
DENTAL,FMDNTS0263,GRAFTING SOFT TISUE (MILD),17839.0,17839.0,355
DENTAL,FMDNTS0266,GRAFTING HARD TISUE (MILD),17839.0,17839.0,359
ANAESTHESIA,FMANAPC005,COELILAC BLOCK,17787.0,17787.0,83700-00-00
CSS,MS-C-000401,CUP ACETABULAR CEMENTED 44X28MM-HIPOKRAT-33.1400,17786.25,17786.25,43167
CSS,MS-C-000492,CUP ACETABULAR CEMENTED 48 X28 MM HIPOKRAT #400012410480,17786.25,17786.25,43167
CSS,MS-C-003901,CATHETERE REPERFUSION 132CM HI-FLOW ASPIRATION TUBING PENUMBRA #5MAXJET7KIT,17786.25,17786.25,58173
NEPHROLOGY,FMNEP-0015,HEMODIALYSIS TYPE B1 (24SE),17647.0,17647.0,13100-00-00
Surgery,FMSUR-1002,SUBTOTAL COLECTOMY,17640.0,17640.0,83670-00-40
ORTHOPAEDIC WORKSHOP,FMORW-0038,FOREARM PROSTHESIS COSMETIC,17588.0,17588.0,96092-00-00
CARDIO THORACIC SURGERY,FMCTS-2021,FONTAN PROCEDURE,17504.0,17504.0,83700-00-00
CSS,MS-D-000087,DEVICE ASD OCCLUDER FIGULLA FLEX SIZE 24,17464.0,17464.0,99999
PLASTIC SURGERY,FMPSDC0015,BASAL CELL C ARCINOMA (EXCISIONAL BIOPSY) P.D.2,17439.0,17439.0,83700-00-00
CARDIO THORACIC SURGERY,FMCTS-0005,SEGMENTECTOMY,17342.0,17342.0,38438-00-00
CARDIO THORACIC SURGERY,FMCTS-0007,STERNOTOMY + EXCISION OF MASS,17342.0,17342.0,38446-03-00
CARDIO THORACIC SURGERY,FMCTS-0010,DECORTICATION,17342.0,17342.0,99999-99-99
CARDIO THORACIC SURGERY,FMCTS-0011,EXCISION OF LUNG CYST,17342.0,17342.0,38424-01-00
CARDIO THORACIC SURGERY,FMCTS-0021,THORACOSCOPY,17342.0,17342.0,38436-00-00
CARDIO THORACIC SURGERY,FMCTS-0022,INTERNAL PACE-MAKER,17342.0,17342.0,38353-00-00
I.V.F.,FMIVF-0070,COMBINED DIAG. LAP AND HYSTEROSCOPY BEFORE ICSI,17336.0,17336.0,83700-00-00
E. N. T.,FMENTE4023,REVISION STAPEDECTOMY,17154.0,17154.0,41608-00-02
E. N. T.,FMENTE5002,DECOMPRESSION OF TEMPORAL,17154.0,17154.0,41569-00-00
E. N. T.,FMENTS0012,RADICAL MAXILLECTOMY,17154.0,17154.0,45596-00-00
E. N. T.,FMENTS0019,BONY TUMPURS OF NASAL SINUSES-,17154.0,17154.0,41737-03-00
neurosurgery,FMNEU-0078,ANTERIOR CERVICAL FUSION ONE  LEVEL,17154.0,17154.0,40332-00-00
neurosurgery,FMNEU-0079,ANTERIOR CERVICAL FUSION TWO  LEVELS,17154.0,17154.0,40335-00-00
neurosurgery,FMNEU-0081,POSTERIOR CERVICAL FUSION,17154.0,17154.0,48642-00-00
neurosurgery,FMNEU-0083,TETHERED CORD RELEASE,17154.0,17154.0,40112-00-00
neurosurgery,FMNEU-0184,CERVICAL DISCECTOMY AND INTER,17148.0,17148.0,83700-00-00
E. N. T.,FMENTE6035,FITTING OF SIGNIA HEARING AID,17107.0,17107.0,96092-00-41
CSS,MS-F-000626,FEMORAL CERAMIC CEMENTED S4R ACS PS CHM # 42009114,16949.25,16949.25,38156
CSS,MS-F-000627,FEMORAL COMPONENT ACS PS S3 L CERAMIC COATED 3L CHM # 42009103,16949.25,16949.25,33175
CSS,MS-F-000630,FEMORAL CERAMIC CEMENTED ACS PS S4 LEFT CHM # 42009104,16949.25,16949.25,38156
DENTAL,FMDNTN0165,Complete course of orthodontic treatment,16875.0,16875.0,83700-00-00
DENTAL,FMDNTS0246,RECONSTRUCTION OF CHIN (SEGMENTAL),16846.0,16846.0,365
DENTAL,FMDNTS0270,AUGMENTATION OF CHIN (MEDIUM),16846.0,16846.0,359
NEURO SCIENCE,FMNSCA0052,ANTERIOR RELEASE AND INSTRUMENTATIO,16840.0,16840.0,83700-00-00
E. N. T.,FMENTK0011,RADICAL NECK DISSECTION,16829.0,16829.0,83700-00-00
CSS,MS-S-005840,STENT VENOUS UNCOVERED LARGE DIAMETER VENOVO DIFF. SIZES BARD #VENEL,16740.0,16740.0,62528
CSS,MS-T-000362,TOTAL KNEE REPLACEMENT #ACS TOTAL,16740.0,16740.0,33665
CSS,MS-T-001559, TOTAL KNEE ACS LD SET WITHOUT MALE STEM IMPLANTCAST # 00194,16740.0,16740.0,33665
urologu,FMURO-0210,LAPAROSCOPIC INFERIOR VINA CAVA CORD DISSECTION,16646.0,16646.0,83700-00-00
neurosurgery,FMNEU-0090,TRANSNASAL HYPOPHYSIOTOMY,16612.0,16612.0,39715-01-00
neurosurgery,FMNEU-0119,STEREOTACTIC GUIDED CRANIOTOMY,16612.0,16612.0,40803-00-00
neurosurgery,FMNEU-0121,THORACIC DISC EXCISION TRANSTHORACIC,16612.0,16612.0,40300-00-00
neurosurgery,FMNEU-0133,CORTICAL RESECTION-EXTRA-TEMP EPILEPSY,16612.0,16612.0,41587-00-01
