Internal Code,Item Name,Service Type,NPHIES Code (Hyphenated )2,Price,LOS
FMCAT-0053 ,Leadless Pacemaker insertion ,PKG,38353-00-00,60000.0,(5 days)
FMCTS-0115,MAZE PROCEDURE(SURGICAL ABLATION OF ATRIAL FIBRILLATION),PKG,38287-03-00,60000.0,(4 days)
FMNEU-3325,Craniotomy and excision of Cerebellar Tumour,PKG,39640-00-00,60000.0,3 INCLUDING ICU
FMNEU-3380,AWAKE CRANIOTOMY FOR BRAIN TUMOUR,PKG,90007-00-00,60000.0,3 INCLUDING ICU
FMNEU-3394,ENDOSCOPIC BIOPSY OF BRAIN TUMOUR,PKG,40903-01-00,60000.0,(2 days)
FMNEU-3395,STEREOTACTIC BIOPSY OF BRAIN LESION,PKG,40801-00-00,60000.0,(2 days)
FMNEU-3403,Extracranial to intracranial bypass with superficial temporal artery - DIRECT,PKG,39818-00-00,60000.0,(3 days)
FMNEU-3404,Extracranial to intracranial bypass with superficial temporal artery - INDIRECT,PKG,39818-00-00,60000.0,(2 days)
FMNEU-3445,INSERTION OF MOTOR CORTEX STIMULATOR (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),PKG,90007-01-00,60000.0,(1day)
FMNEU-3492,CERVICAL LAMINOPLASTY - 2 LEVELS W/OUT IMPLANT,PKG,90011-01-00,60000.0,(3 days)
FMNEU-3562,LAMINECTOMY DRAINAGE SPINAL EXTRADURAL EMPYEMA - MORE THAN 3 LEVELS,PKG,90031-00-00,60000.0,(3 days)
FMNEU-3671,CRANIECTOMY - DECOMPRESSIVE- AND EVACUATION OF HEMATOMA + PUTTING THE SKULL BONE FLAP IN THE ABDOMINAL WALL,PKG,39906-00-00,60000.0,4 including ICU 
FMNEU-3768,Motor Cortex Stimulation (implants not included),PKG,90007-02-00,60000.0,(1day)
FMCAR-3014,Double Tissue Valve,PKG,38653-06-00,59880.0,7 for the CABG  operation
FMNEU-3718,Fonto-orbital advancement for craniosynostois,PKG,90007-01-00,59600.0,(3 days)
FMNEU-3720,Excision of cerebral arteriovenous malformation,PKG,90007-01-00,59600.0,4 INCLUDING ICU 
FMNEU-3704,Endoscopic excision of intraventricular tumour,PKG,39712-03-00,59200.0,(3 days)
FMORT-0434,TOTAL KNEE REPLACEMENT (UNILATERALL)/hinged,PKG,49518-00-00,59000.0,(2 days)
FMORT-0198,REFUSION OF SPINE (CORRECTION OF PSEUDO-ARTHROSIS OF SPINE),PKG,48642-00-00,58800.0,(5 days)
FMORT-0352,VERTEBROTOMY - TRANSTHORACIC,PKG,48639-00-00,58800.0,(3 days)
FMORT-0353,VERTEBROTOMY RETROPERITONEAL,PKG,48639-00-00,58800.0,(3 days)
FMORT-0489,CORRECTION OF BONE DEFORMITIES AFTER PATHOLOGICAL FRACTURE.,PKG,90604-00-00,58800.0,(3 days)
FMORT-0602,FRACTURE PELVIC GR.III(POST & ANTERIOR COLUMN),PKG,47489-01-01,58800.0,(4 days)
FMORT-0662,ANT SPINAL FIX FR/DEFORM SPINE,PKG,48678-00-00,58800.0,(3 days)
FMORT-0687,TRANS ABDOMINAL ANTERIOR SPINAL FUSION,PKG,48660-00-00,58800.0,(3 days)
FMORT-0738,LUMBAR LAMINOTOMY / LAMINECTOMY ( MULTIPLE LEVEL ),PKG,40300-01-00,58800.0,(3 days)
FMNEU-3667,CRANIECTOMY - POSTERIOR FOSSA DECOMPRESSION,PKG,40106-01-00,58740.0,(3 days)
FMCAR-3060,"PTCA (Percutaneous Transluminal Coronary Angioplasty) – TV + 5 Stents , (Price is WITHOUT STENT) (One Day CCU + Four Days Ward)",PKG,38300-00-00,58400.0,(5 days)
FMNEU-3497,CERVICAL DISCECTOMY ANTERIOR APPROACH – 2 LEVELS WITH FUSION W/OUT IMPLANT,PKG,40333-01-00,58400.0,(3 days)
FMNEU-3459,SELECTIVE DORSAL ROOT RHIZOTOMY - TWO LEVELS,PKG,40330-00-00,58000.0,(1day)
FMORT-0191,ATLAS AXIS SPINAL FUSION,PKG,48660-00-00,57960.0,(3 days)
FMORW-0050,Above Knee Prosthesis With Teh Lina Knee,Service,96092-00-00,57444.0,
FMORW-0053,Hip Exarticulation Prosthesis Free Knee,Service,96092-00-00,57444.0,
FMXRAY1433,IR. PULMONARY MECHANICAL THROMBECTOMY,PKG,90230-00-00,57200.0,3 INCLUDING ICU 
FMXRAY1434,IR. PULMONARY CATHETER DIRECTED THROMBOLYSIS,PKG,35321-04-00,57200.0,3 INCLUDING ICU 
FMORT-0672,CERV.POST. OPEN REDUC.INTERNAL FIXATION + FUSION,PKG,47699-01-00,57120.0,(3 days)
FMNEU-3507,POSTERIOR CERVICAL FUSION AND FIXATION - ONE LEVEL W/OUT IMPLANT,PKG,90011-02-00,56400.0,(3 days)
FMNEU-3513,ANTERIOR CERVICAL DISCECTOMY AND PLATE FIXATION - ONE LEVEL - W/OUT IMPLANT,PKG,40333-00-00,56400.0,(3 days)
FMCAR-0550,PULMONARY ARTERY BAND,PKG,38715-00-00,56250.0,(3 days)
FMCAR-0580,ASD REPAIR,PKG,90223-01-00,56250.0,(5 days)
FMORT-2323,Reverse Total Shoulder Replacement  with implant (pediatric),PKG,90595-00-00,56250.0,(3 days)
FMSUR-3354,"Embolization of cranial and spinal arteriovenous malformations by glue and coils 3-6 nedal injections including the basic microcatheter, microguide wire and the first coil",PKG,35412-00-00,56160.0,(3 days)
FMCAR-3031,"LAA device closure (left atrial appendage) Consumable (sheath, wire, catheter, long sheath and device)",PKG,96219-00-00,56000.0,(2 days)
27449,DRESSING SHEET 10CMx10M HYPAFIX/C,Consumables,63661,0.2,
FMCAR-3080,TAVI: trans catheter aortic valve implantation ( trans apical) excluding valve,PKG,38488-08-00,56000.0,(3 days)
FMCAR-3084,Native valve endocarditis – valve replacement excluding valve,PKG,38493-00-00,56000.0,(8 days )
FMNEU-3504,INSERTION OF CERVICAL DISC PROSTHESIS - ONE LEVEL - W/OUT IMPLANT,PKG,48691-00-00,56000.0,(4 days)
FMNEU-3532,EXCISION OF LESIONS INTRASPINAL INTRADURAL/CERVICAL,PKG,40312-00-00,56000.0,(2 days)
FMNEU-3763,Percutaneous Fixation without screw & implant,PKG,90007-02-00,56000.0,(2 days)
FMNEU-3766,Khypoplasty (Per level) bilateral,PKG,35400-01-00,56000.0,(4 days)
FMNEU-3773,Vagal nerve Stimulator ( EXCLUDING THE IMPLANTS ),PKG,39134-01-00,56000.0,(1day)
FMXRAY1681,NM-150 MCI ORAL I-131 Radioactive Therapy for thyroid cancer (Isolation) -Ablative Dose – Single Session,PKG,61473-00-00,56000.0,4 (isolation room)
FMCAR-3025,"Bypass, In-situ, Femoro-Tibial Artery",PKG,38500-04-00,55880.0,(3 days)
FMORW-0048,Knee Exarticulation Prosthesis,Service,96092-00-00,55544.0,
ORT-2027,TOTAL HIP REPLACEMENT - Unilateral ( ROBOTIC SYSTEM ) W/ PROSTHESIS,PKG,49318-00-00,55440.0,(2 days)
ORT-2028,TOTAL KNEE REPLACEMENT - Unilateral ( ROBOTIC SYSTEM ) W/ PROSTHESIS,PKG,49518-00-00,55440.0,(2 days)
FMNEU-3741,Cervical discectomy anterior approach – More than 2 levels with fusion,PKG,40300-01-00,55200.0,(3 days)
FMNEU-3753,"Anterior or anterolateral verteb, resection and stabilization",PKG,48639-00-00,55200.0,(2 days)
FMCAR-2903,CABG & Mechanical Mitral Valve,PKG,38497-04-00,55080.0,(7 days)
FMCAR-3121,Total Aortic Arch Replacement WITHOUT PROTHESIS,PKG,38565-03-00,55000.0,(3 days)
FMNEU-3571,TETHERED CORD RELEASE,PKG,40112-00-00,54700.0,(3 days)
FMORT-1050,DYNAMIC SPINAL FIXATION,PKG,48678-00-00,54600.0,(2 days)
FMCAR-3058,"PTCA (Percutaneous Transluminal Coronary Angioplasty) – TV + 4 Stents , (Price is WITHOUT STENT) (One Day CCU + Four Days Ward)",PKG,38300-00-00,54400.0,(5 days)
FMNEU-3737,Lateral approach to thoracic discectomy,PKG,40300-00-00,54400.0,(3 days)
FMCAR-2901,CABG & Mechanical Aortic Valve,PKG,38497-04-00,54280.0,(7 days)
FMNEU-0207,MICRONEUROSURGICAL lumbar DISCECTOMY AND FUSION THREE LEVEL,PKG,40333-01-00,54000.0,(3 days)
FMORW-0052,Above Knee Prosthesis Free Knee,Service,96092-00-00,53616.0,
FMNEU-3576,POSTERIOR FUSION AND STABILIZATION WITH OUT IMPLANT - ONE LEVEL,PKG,90011-02-00,53200.0,(3 days)
FMNEU-3591,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM) - ONE LEVEL,PKG,90011-02-00,53200.0,(3 days)
FMCAT-0047,"Permanent pacemaker implantation, Single",PKG,38353-00-00,52800.0,(4 days)
FMNEU-3701,Craniotomy excision of deep posterior fossa tumour,PKG,39615-00-00,52800.0,3 INCLUDING ICU
FMXRAY1444,IR. Neuro. Carotid/vertebral angioplasty+STENTING,PKG,35307-00-00,52800.0,(2 days)
FMNEU-3449,SURGICAL INSERTION OF SPINAL CORD STIMULATOR - (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),PKG,90011-02-00,52400.0,(2 days)
DNT-0042,RECONSTRUCTION OF MAXILLARY CLEFT - BILATERAL,PKG,52122-03-00,52000.0,(2 days)
DNT-0043,EXCISION OF MALIGNANT TUMOUR MANDIBLE OR MAXILLARY BONE,PKG,30241-00-01,52000.0,(4 days)
FMCAR-3061,"PTCA (Percutaneous Transluminal Coronary Angioplasty) – DV + 5 Stents , (One Day CCU + Four Days Ward) Excluding the price of the Stents",PKG,38300-00-00,52000.0,(5 days)
FMCAR-3070,EP study and ablation for atrial flutter and/or SVT (AVNRT and AVRT),PKG,38209-00-00,52000.0,(2 days)
FMCAR-3073,EP study and ablation for atrial tachycardia or WPW,PKG,38213-00-00,52000.0,(3 days)
FMCAR-3077,Aortic valve replacement tissue rapid deployment valve excluding valve.,PKG,38489-01-00,52000.0,(7 days)
FMENT-3250,Endoscopic trans sphenoidal repair of CSF Rhinorrhoea. ,PKG,41752-00-00,52000.0,(4 days)
FMNEU-3358,ENDOSCOPIC DRAINAGE OF INTRACRANIAL CYST,PKG,39703-01-00,52000.0,(3 days)
FMNEU-3490,CERVICAL DECOMPRESSIVE LAMINECTOMY - MORE THAN 3 LEVELS,PKG,40334-00-00,52000.0,(3 days)
FMNEU-3491,CERVICAL LAMINOPLASTY - 1 LEVEL W/OUT IMPLANT,PKG,90011-01-00,52000.0,(3 days)
FMNEU-3533,EXCISION OF LESIONS INTRASPINAL INTRADURAL/DORSAL,PKG,40312-00-00,52000.0,(3 days)
FMNEU-3561,LAMINECTOMY DRAINAGE SPINAL EXTRADURAL EMPYEMA - THREE LEVELS,PKG,90031-00-00,52000.0,(3 days)
FMNEU-3600,VERTEBROPLASTY,PKG,35400-00-00,52000.0,(3 days)
FMNEU-3670,CRANIECTOMY - DECOMPRESSIVE- AND PUTTING THE SKULL BONE FLAP IN THE ABDOMINAL WALL,PKG,39906-00-00,52000.0,(4 days)
PKORT-0020,COMPLEX SPINE FRACTURE/ DISSOCIATION REDUCTION AND FIXATION,PKG,48678-00-00,52000.0,(4 days)
FMCAR-2902,CABG & Tissue Mitral Valve,PKG,38497-04-00,51880.0,(7 days)
FMNEU-3740,Cervical discectomy anterior approach – 2 levels with fusion,PKG,40300-01-00,51600.0,(3 days)
FMNEU-3351,CRANIOTOMY AND EVACUATION OF EXTRADURAL + SUBDURAL COLLECTION,PKG,39703-01-00,51200.0,3 INCLUDING ICU
FMNEU-0206,Microneurosurgical Cervical Discectomy And Fusion Two Level,PKG,40333-01-00,50600.00000000001,(3 days)
FMCAR-3054,"PTCA (Percutaneous Transluminal Coronary Angioplasty) – TV + 3 Stent , (Price is WITHOUT STENT) (One Day CCU + Three Days Ward)",PKG,35309-07-00,50400.0,(4 days)
FMORT-0325,INTERTHORACOSCAPULAR AMPUTATN,PKG,44334-00-01,50400.0,(3 days)
FMORT-0339,HEMIPELVECTOMY,PKG,44373-00-00,50400.0,(3 days)
FMORT-0485,FUSION OF THE SPINE AFTER FRAC OR FRACTURE DISLOCATION,PKG,48642-00-00,50400.0,(4 days)
FMORT-0635,FRACTURE NECK FEMUR WITH VAS- CULARIZED BONEGRAFT,PKG,48200-00-00,50400.0,(2 days)
FMORT-0659,REMOVAL OF TUMOUR OF THE SPINE,PKG,40309-00-00,50400.0,(3 days)
FMORT-0704,POSTERO LATERAL ROTATORY INSTABI LITY (DLRI),PKG,47363-00-01,50400.0,(2 days)
FMORT-0733,ANTERIOR THORACIC DESICTOMY,PKG,40300-00-00,50400.0,(2 days)
FMORT-0753,POSTEROLATERAL W/INTERBODY LUMBAR SPINAL FUSION,PKG,48648-00-00,50400.0,(3 days)
FMORT-0758,POST.HEMI-EPIPHYSIODESIS FOR CONG.,PKG,48509-00-01,50400.0,(2 days)
FMORT-9005,REVISION OF HEMIARTHROPLASTY HIP,PKG,49346-00-00,50400.0,(1day)
FMSUR-3353,"Embolization of cranial and spinal arteriovenous malformations by glue and coils 1-3 nedal injections including the basic microcatheter, microguide wire and first coil",PKG,35321-10-00,50400.0,(2 days)
FMCAR-3009,Aortic Mechanical Valve  REPLACEMENT  excluding valve,PKG,38488-00-00,50280.0,7 for the CABG  operation 
FMCAR-3011,Mitral Mechanical Valve REPLACEMENT  excluding valve,PKG,38488-02-00,50280.0,7 for the CABG  operation 
FMNEU-3458,SELECTIVE DORSAL ROOT RHIZOTOMY - ONE LEVEL,PKG,40330-00-00,50000.0,(1day)
FMNEU-3465,REMOVAL OF MOTOR CORTEX STIMULATION (MCS) – ELECTRODES (WITH CRANIOTOMY),PKG,40712-01-00,50000.0,3 INCLUDING ICU
FMNEU-3567,POST-DISCECTOMY/LAMINECTOMY RE-EXPLOR - MORE THAN 3 LEVELS,PKG,90011-00-00,50000.0,(3 days)
FMNEU-3601,POSTERIOR RHIZOTOMY - LUMBAR OR CERVICAL OR THORACIC,PKG,90011-02-00,50000.0,(1day)
FMORW-0051,Above Knee Prosthesis Knee Adjustable,Service,96092-00-00,49792.0,
FMORW-0156,Above Knee Prosthesis,Service,97823-00-00,49615.0,
FMNEU-3386,CRANIOTOMY EXCISION OF SUPERFICIAL CEREBRAL TUMOUR,PKG,90007-02-00,49600.0,3 INCLUDING ICU
FMNEU-3390,CRANIOTOMY EXCISION OF SUPERFICIAL CEREBELLAR TUMOUR,PKG,39906-00-00,49600.0,3 INCLUDING ICU
FMNEU-3496,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITH FUSION W/OUT IMPLANT,PKG,40333-00-00,49600.0,(3 days)
FMCAR-2900,CABG & Tissue Aortic Valve Replacement,PKG,38497-04-00,49480.0,(7 days)
FMCAR-3008,CABG & Mitral Valve Repair (With Ring),PKG,38497-04-00,49480.0,(7 days)
FMNEU-3752,Excision of lesions intraspinal intradural – Cervical,PKG,40312-00-00,48800.0,(2 days)
FMORT-2033,ARTHRSCOPIC  VS OPEN  BURSECTOMY ANDGREATER TUBERSOITY OSTEOTOMY,PKG,90595-00-00,48750.0,(2 days)
FMORT-2324,Reverse Total Shoulder Replacement   (ADULT),PKG,90595-00-00,48750.0,(3 days)
FMNEU-3503,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – MORE THAN 3 NERVE ROOTS,PKG,40334-00-00,48600.0,(2 days)
CAR-0027,SINGLE VALVE REPLACEMENT +VALVE COST,PKG,38562-02-00,48336.0,(5 days)
DNT-0040,EXCISION OF BENIGN TUMOR MANDIBLE OR MAXILLARY BONE,PKG,45825-01-00,48000.0,(4 days)
FMCAR-3003,THORACIC ENDOVASCULAR AORTIC REPAIR WITHOUT IMPLANT(TEVAR),PKG,38562-03-00,48000.0,(5 days)
FMCAR-3059,"PTCA (Percutaneous Transluminal Coronary Angioplasty) – DV + 4 Stents , (Price is WITHOUT STENT) (One Day CCU + Four Days Ward)",PKG,38300-00-00,48000.0,(5 days)
SMI3404,BABY DIAPER INFANT (3-6KG),Consumables,35008,0.2,
FMCAR-3078,Ascending aortic aneurysm resection- excluding graft,PKG,38550-00-00,48000.0,(4 days)
FMCAR-3079,Aortic root aneurysm resection- Bentall procedure excluding graft,PKG,38553-00-00,48000.0,(3 days)
FMCAR-3083,Pacemaker endocarditis – surgical removal,PKG,38353-02-00,48000.0,(3 days)
FMDNTC102,DOUBLE JAW (ORTHOGNATHIC),PKG,90569-00-01,48000.0,(4 days)
FMNEU-1999,Encephaloduroarteriosynangiosis,PKG,40109-00-00,48000.0,(4 days)
FMNEU-3365,REMVL OF FOREIGN B.& REPAIRING THE INTRACRANIAL DURA,PKG,92138-00-00,48000.0,(3 days)
FMNEU-3369,ENDOSCOPIC EVACUATION OF INTRACEREBRAL HEMATOMA,PKG,30223-00-00,48000.0,(2 days)
FMNEU-3370,ENDOSCOPIC EVACUATION OF INTRAVENTRICULAR HAEMATOMA,PKG,30223-00-00,48000.0,(2 days)
FMNEU-3455,INTRATHECAL BACLOFEN INJECTION/SCREENING PROCEDURE,PKG,90020-00-00,48000.0,(1day)
FMNEU-3489,CERVICAL DECOMPRESSIVE LAMINECTOMY - 3 LEVELS,PKG,40334-00-00,48000.0,(3 days)
FMNEU-3528,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/CERVICAL,PKG,40309-00-00,48000.0,(2 days)
FMNEU-3529,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/DORSAL,PKG,40309-00-00,48000.0,(3 days)
FMNEU-3555,RE-FENESTRATION/LAMINECTOMY AND MICRODISCECTOMY - MORE THAN THREE LEVELS,PKG,90011-06-00,48000.0,(3 days)
FMNEU-3604,REMVL OF FOREIGN B.& REPAIRING THE INTRASPINAL DURA,PKG,90011-01-00,48000.0,(2 days)
FMNEU-3628,RESECTION OF BRACHIAL PLEXUS TUMOR,PKG,90016-01-00,48000.0,(1day)
FMNEU-3629,RESECTION OF LUMBOSACRAL PLEXUS TUMOR,PKG,90011-02-00,48000.0,(2 days)
FMNEU-3669,CRANIECTOMY - DECOMPRESSIVE - AND EVACUATION OF HEMATOMA,PKG,30223-00-00,48000.0,3 including ICU 
FMNEU-3765,Kyphoplasty (per level) unilateral,PKG,35400-00-00,48000.0,(3 days)
FMORT-2023,Reverse Total Shoulder Arthroplasty - 4 DAYS,PKG,48918-00-01,48000.0,(4 days)
FMSUR-2222,Partial Hepatectomy,PKG,30464-00-00,48000.0,(3 days)
FMCAR-3007,CABG & Mitral Valve Repair (No Ring),PKG,38497-04-00,47880.0,(7 days)
FMCAR-3010,Aortic Tissue Valve,PKG,38489-01-00,47880.0,7 for the CABG  operation 
FMCAR-3012,Mitral Tissue Valve  REPLACEMENT  excluding valve,PKG,38489-02-00,47880.0,7 for the CABG  operation
FMNEU-3367,CRANIOTOMY AND EVACUATION OF INTRACEREBELLAR HEMATOMA,PKG,30223-00-00,47200.0,3 INCLUDING ICU
FMORT-1005,ILIZAROUF (ILIZAROVE) APPLICATION,PKG,50130-00-01,47040.0,(2 days)
FMSUR-3348,Percutaneous transluminal angioplasty (PTA) for intracranial cerebrovascular stenosis with stent,PKG,35303-06-00,47040.0,4 including ICU 
FMNEU-3450,PERCUTANEOUS INSERTION OF SPINAL CORD STIMULATOR - (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),PKG,90011-02-00,46800.0,(1day)
FMNEU-3605,THECO PERITONEAL SHUNT,PKG,40006-00-00,46500.0,(1day)
FMCAR-3055,Bypass Operation,PKG,90201-00-00,46400.0,(1day)
FMNEU-3305,Craniotomy and exesion of superficial Brain Tumor,PKG,39712-04-00,46400.0,(3 days)
FMNEU-3320,"Laminectoplasty / Laminectomy for Spinal Tumor Focal (Meningioma, Neuroma)",PKG,48681-00-00,46400.0,(2 days)
FMNEU-3361,RECONSTRUCTION OF THE SKULL BASE,PKG,90007-00-00,46400.0,(3 days)
FMNEU-3375,REPAIR SKULL BASE FOR CSF FISTULA,PKG,90007-00-00,46400.0,(2 days)
FMNEU-3751,Excision of lesions intraspinal intradural – Dorsal,PKG,40312-00-00,46400.0,(2 days)
FMXRAY1701,Uterine Fibroid Embolization + Guiding Cathers + Wires + High Flow Catheter + Embolization Particles,PKG,90451-00-00,46200.00000000001,3 DAYS + 2 days ICU
FMORT-0518,SPINAL OSTEOTOMY,PKG,90569-00-01,46200.0,(2 days)
FMORT-0655,VASCULRIZED BONE GRAFTING ILIAC CREST,PKG,50393-00-00,46200.0,(1day)
FMORT-0692,VASCULARISED MUSCLE PEDICLE TRANSFER,PKG,47966-01-00,46200.0,(2 days)
NEU-0035,Endarterectomy Intracranial Vessels without coils,Service,33500-00-00,46200.0,
FMCAR-3075,Excision of Mediastinal Mass / Cyst Sternotomy,PKG,38446-03-00,46080.0,(2 days)
CAR-0009,"Ptca Sv +  One Stent (Drug Eluting), Sr.12500 Will Be Charged Every Other Stent",PKG,38306-00-00,45919.0,1 ccu/ 1 ward
ORT-0120,Spine Fusion With Implants/Posterior Fusion without Stephe Plate,PKG,48642-00-00,45644.0,(3 days)
FMCAR-3053,"PTCA (Percutaneous Transluminal Coronary Angioplasty) – TV + 2 Stent , (Price is WITHOUT STENT) (One Day CCU + Three Days Ward)",PKG,35309-07-00,45600.0,(4 days)
FMSUR-3172,Anterior Resection of Rectum,PKG,30390-00-00,45600.0,(3 days)
FMCAR-0578,VSD DEVICE,PKG,90223-01-00,45000.0,(5 days)
FMNEU-0201,Microneurosurgical Decompression At Two Level Lumbar Spine - 3Days,PKG,90024-01-00,45000.0,(3 days)
FMONC-0204,IMRT FULL COURSE,Service,15506-02-00,45000.0,
FMSUR-0340,LIVER TRANSPLANTATION DONOR,PKG,90346-00-00,45000.0,(4 days)
MS-P-005010,PUMP INSULIN DEVICE KIT MINIMED 780G SYSTEM MEDTRONIC #MMT-1896WWA,Medical Device,63262,45000.0,
MS-T-001968,t:slim X2™ insulin pump with Control-IQ™ technology mg/dL - Tandem Diabetes Care INC. #1005615 (EACH),Medical Device,63804,45000.0,
FMORT-0745,ANTERIOR CERVICAL CORPECTOMY,PKG,40315-00-00,44520.0,(2 days)
FMNEU-3558,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – MORE THAN 2 LEVELS,PKG,90011-06-00,44400.0,(2 days)
FMCAR-3000,Coronary Bypass (CABG),PKG,38497-04-00,44000.0,(7 days)
FMCAR-3051,"PTCA (Percutaneous Transluminal Coronary Angioplasty) – DV + 3 Stent , (Price is WITHOUT STENT) (One Day CCU + Three Days Ward)",PKG,35307-01-00,44000.0,(4 days)
FMNEU-0205,Microneurosurgical Cervical Corpectomy And Fusion,PKG,40335-00-00,44000.0,(3 days)
FMNEU-3356,STEREOTACTIC GUIDED ASPIRATION OF INTRA-CEREBRAL COLLECTION/HEMATOMA,PKG,90908-00-11,44000.0,(3 days)
FMNEU-3357,CRANIOTOMY AND DRAINAGE OF INTRACRANIAL CYST,PKG,39703-01-00,44000.0,(2 days)
FMNEU-3417,USE OF CORTICAL STMLTR. FOR MAPPING OF EPILEPTIC CORTEX,PKG,96050-00-00,44000.0,(1day)
FMNEU-3418,IMPLANTATION OF DEPTH ELECTRODES FOR EPILEPSY,PKG,39130-00-00,44000.0,(2 days)
FMNEU-3419,SUBDURAL ELECTRODE INSERTION FOR EPILEPSY,PKG,40709-00-00,44000.0,(1day)
FMNEU-3420,SUBDURAL STRIP OR GRIDS INSERTION FOR EPILEPSY,PKG,39130-00-00,44000.0,(1day)
FMNEU-3421,Endoscopic third ventriculostomy,PKG,40012-00-00,44000.0,(3 days)
FMNEU-3422,ENDOSCOPIC MANAGEMENT OF HYDROCEPHALUS,PKG,90007-01-00,44000.0,(2 days)
FMNEU-3432,EXCISION/REPAIR OF BASAL ENCEPHACOLE,PKG,40109-00-00,44000.0,(2 days)
FMNEU-3488,CERVICAL DECOMPRESSIVE LAMINECTOMY - 2 LEVELS,PKG,40334-00-00,44000.0,(2 days)
FMNEU-3521,DECOMPRESSIVE THORACIC LAMINECTOMY - MORE THAN 3 LEVELS,PKG,40351-00-00,44000.0,(3 days)
FMNEU-3544,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – MORE THAN THREE LEVELS,PKG,40300-01-00,44000.0,(3 days)
FMNEU-3549,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS BILATERAL,PKG,40300-01-00,44000.0,(3 days)
FMNEU-3560,LAMINECTOMY DRAINAGE SPINAL EXTRADURAL EMPYEMA - TWO LEVELS,PKG,90031-00-00,44000.0,(3 days)
FMSUR-3299,Laparoscopic Roux-En-Y Gastric Bypass With Band Removal,PKG,90942-01-00,44000.0,(3 days)
FMSUR-3301,Laparoscopic Mini Gastric Bypass With Cholecystectomy,PKG,30512-03-00,44000.0,(3 days)
FMSUR-3302,Laparoscopic Mini Gastric Bypass With Band Removal,PKG,90942-01-00,44000.0,(3 days)
FMXRAY1376,IR. ANGIOPLASTY AND STENTING OF RENAL ARTERY (UNI LATERAL),PKG,35309-06-00,44000.0,(2 days)
FMXRAY1382,IR. ANGIOPLASTY + stenting OF FEOMRO-POPLITEAL ARTERY (UNI LATERAL),PKG,90223-01-00,44000.0,(3 days)
FMXRAY1385,IR. EVAR Revision/Endoleak,PKG,90223-01-00,44000.0,(5 days)
FMXRAY1403,IR. PROSTATIC ARTERY EMBOLIZATION (PAE),PKG,35321-06-00,44000.0,(2 days)
FMXRAY1407,IR. SPLENIC ARTERY EMBOLIZATION,PKG,35303-06-00,44000.0,(2 days)
FMXRAY1439,IR. Neuro. INTRACRANIAL ANGIOPLASTY,PKG,35303-06-00,44000.0,(2 days)
FMCAR-3018,Mitral & Tricuspid Valve Repair (With ring),PKG,34818-00-01,43880.0,7 for the CABG  operation
FMCAR-3024,Mitral Balloon Valvuloplasty,PKG,38485-01-00,43880.0,(2 days)
FMORW-0046,Below Knee Prosthesis With Cuff,Service,96092-00-00,43780.0,
FMORT-0728,ANTERIOR CERVICAL DISCOTOMY W/INTERBODY FUSION,PKG,40333-01-00,43680.0,(3 days)
FMCAR-0566,PULMONARY ATERIOVENOUS FISTULA OCCLUSION ,PKG,90223-01-00,43500.0,(3 days)
FMNEU-3739,Cervical discectomy anterior approach – 1 level with fusion,PKG,40300-00-00,43200.0,(3 days)
FMNEU-3744,Posterior Cervical nerve root decompression – More than 2 nerve roots,PKG,90011-02-00,43200.0,(2 days)
FMSUR-3307,Biliopancreatic Diversion (BPD) Scopinaro procedure with Cholecystectomy and Band Removal,PKG,30512-02-00,43200.0,(3 days)
44506,GLOVES EXAMINATION VINYL MEDIUM POWDER FREE,Consumables,47176,0.3,
FMCAR-3057,"PTCA (Percutaneous Transluminal Coronary Angioplasty) – SV + 4 Stents , (Price is WITHOUT STENT) (One Day CCU + Four Days Ward)",PKG,38300-00-00,42400.0,(5 days)
FMNEU-3754,Posterior fusion and stabilization,PKG,48642-00-00,42400.0,(3 days)
FMVAS-0104,AORTIC BYPASS,PKG,32763-06-00,42020.0,(2 days)
FMVAS-0105,VASCULAR BYPASS,PKG,32700-04-01,42020.0,(2 days)
FMNEU-3447,INSERTION OF OCCIPITAL NERVE STIMULATOR (ONS) - (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),PKG,18242-00-01,42000.0,(1day)
FMNEU-3448,INSERTION OF PERIPHERAL NERVE STIMULATOR (PNS) - (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),PKG,39138-00-00,42000.0,(1day)
FMNEU-3502,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – 3 NERVE ROOTS,PKG,40334-00-00,42000.0,(2 days)
FMNEU-3534,EXCISION OF LESIONS INTRASPINAL INTRADURAL/LUMBAR,PKG,40312-00-00,42000.0,(3 days)
