CODE,SERVICES,Price,20% increase -april 2021
FMDNTO0003,GRADE I MALOCCL. 2ND DEPOSIT,2205,2646.0
FMDNTO0004,GRADE I MALOCCL. 3RD DEPOSIT,2205,2646.0
FMDNTO0005,GRADE II MALOCCL. TOTAL REM.  STAGE I,10983.75,13180.5
FMDNTO0006,GRADE II MALOCCL. 1ST DEPOSIT,5497.5,6597.0
FMDNTO0007,GRADE II MALOCCL. 2ND DEPOSIT,3300,3960.0
FMDNTO0008,GRADE II MALOCCL. 3RD DEPOSIT,2205,2646.0
FMDNTO0009,GRADE III MALOCCL. TOTAL,13181.25,15817.5
FMDNTO0010,GRADE III MALOCCL. 1ST DEPOSIT,6596.25,7915.5
FMDNTO0011,GRADE III MALOCCL. 2ND DEPOSIT,4402.5,5283.0
FMDNTO0012,GRADE III MALOCCL. 3RD DEPOSIT,2205,2646.0
FMDNTO0013,GRADE IV MALOCCL. TOTAL,15375,18450.0
FMDNTO0014,GRADE IV MALOCCL. 1ST DEPOSIT,7691.25,9229.5
FMDNTO0015,GRADE IV MALOCCL. 2ND DEPOSIT,5497.5,6597.0
FMDNTO0016,GRADE IV MALOCCL. 3RD DEPOSIT,2205,2646.0
FMDNTO0017,GRADE V MALOCCL. TOTAL,17568.75,21082.5
FMDNTO0018,GRADE V MALOCCL. 1ST DEPOSIT,8793.75,10552.5
FMDNTO0019,GRADE V MALOCCL. 2ND DEPOSIT,6596.25,7915.5
FMDNTO0020,GRADE V MALOCCL. 3RD DEPOSIT,2205,2646.0
FMDNTO0021,GRADE VI MALOCCL. TOTAL,19758.75,23710.5
FMDNTO0022,GRADE VI MALOCCL. 1ST DEPOSIT,9885,11862.0
FMDNTO0023,GRADE VI MALOCCL. 2ND DEPOSIT,7691.25,9229.5
FMDNTO0024,GRADE VI MALOCCL. 3RD DEPOSIT,2205,2646.0
FMDNTO0025,GRADE VII MALOCCL TOTAL,21956.25,26347.5
FMDNTO0026,GRADE VII MALOCCL. 1ST DEPOSIT,10983.75,13180.5
FMDNTO0027,GRADE VII MALOCCL. 2ND DEPOSIT,8793.75,10552.5
FMDNTO0028,GRADE VII MALOCCL. 3RD DEPOSIT,2205,2646.0
FMDNTO0029,CLICKING TMJ [FJO],3300,3960.0
FMDNTO0030,RETAINER UPPER OR LOWER,755,906.0
FMDNTO0031,RETAINERS UPPER & LOWER,1335,1602.0
FMDNTO0032,ACTIVATOR,3300,3960.0
FMDNTO0033,EXPANSION SCREW,1661.25,1993.5
FMDNTO0034,SPACE MAINTAINER SIMPLE,755,906.0
FMDNTO0035,SPACE MAINTAINER COMPOUND,1185,1422.0
FMDNTO0036,BITE PLANE,1480,1776.0
FMDNTO0037,HABIT BREAKING APPLIANCE,1480,1776.0
FMDNTO0038,REMOVAL OF FIXED APPLIANCE,460,552.0
FMDNTO0039,"BRACKET, BAND OR ARCH WIRE",245,294.0
FMDNTO0040,ORTHODONTIC DIAGNOSTIC RECORDS,1120,1344.0
FMDNTO0041,ORTHODONTIC STUDY MODELS,390,468.0
FMDNTO0042,PHOTOCCLUSSION ANALYSIS,390,468.0
FMDNTO0043,CEPHALOMETRIC COMPUTER ANALYS.,390,468.0
FMDNTO0044,APPOINTMENT CANCELL.W/O NOTICE,245,294.0
FMDNTO0045,ORTHODONTIC DEPOSIT,1480,1776.0
FMDNTO0046,ORTHODONTIC DEPOSIT,1661.25,1993.5
FMDNTO0047,ORTHODONTIC DEPOSIT,2205,2646.0
FMDNTO0048,ORTHODONTIC DEPOSIT,2756.25,3307.5
FMDNTO0049,ORTHODONTIC DEPOSIT,3300,3960.0
FMDNTO0050,ORTHODONTIC DEPOSIT,3855,4626.0
FMDNTO0051,ORTHODONTIC DEPOSIT,4402.5,5283.0
FMDNTP0001,TEMPORARY ACRYLIC CROWN,165,198.0
FMDNTP0002,TEMPORARY READY MADE CROWN,320,384.0
FMDNTP0003,TEMPORARY METALIC CROWN,475,570.0
FMDNTP0004,ACRYLIC JACKET CROWN,475,570.0
FMDNTP0005,ISOSIT JACKET CROWN,630,756.0
FMDNTP0006,ISOSIT VENEER CROWN,785,942.0
FMDNTP0007,METALIC CASTING CROWN,785,942.0
FMDNTP0008,PORCELAIN FACING JACKET,950,1140.0
FMDNTP0009,PORCELAIN FACING CROWN,1105,1326.0
FMDNTP0010,PORCELAIN JACKET CROWN,1250,1500.0
FMDNTP0011,PROCELAIN CROWN  (TYPE I),1555,1866.0
FMDNTP0012,PROCELAIN CROWN (TYPE II),1940,2328.0
FMDNTP0013,PORCELAIN CROWN (TYPE III),2100,2520.0
FMDNTP0014,PORCELAIN CRWON (TYPE IV),1856.25,2227.5
FMDNTP0015,POR. JACKET PRECIOUS METAL,2088.75,2506.5
FMDNTP0016,PORCELAIN  CROWN PRECIOUS MET.,2310,2772.0
FMDNTP0017,INLAY METALLIC,785,942.0
FMDNTP0018,INLAY METALLIC 2 SURFACES,950,1140.0
FMDNTP0019,INLAY METALLIC 3 SURFACES,1105,1326.0
FMDNTP0020,ONLAY CORE + POST,1710,2052.0
FMDNTP0021,ADDITIONAL POST,475,570.0
FMDNTP0022,METALLIC CROWN 3/4,1515,1818.0
FMDNTP0023,CEMENTATION OF CROWN,90,108.0
FMDNTP0024,REMOVAL OF CROWN,100,120.0
FMDNTP0025,REMOVAL OF BRIDGE,255,306.0
FMDNTP0026,FULL DENTURE ACRYLIC TYPE I,2632.5,3159.0
FMDNTP0027,FULL DENTURE ACRYLIC TYPE II,4046.25,4855.5
FMDNTP0028,FULL DENTURE ACRYLIC TYPE III,5778.75,6934.5
FMDNTP0029,ACRYLIC DENTURE UPPER/LOWER  I,1740,2088.0
FMDNTP0030,ACRYLIC DENTURE UPPER/LOWER II,2310,2772.0
FMDNTP0031,ACRYLIC DENT. UPPER/LOWER III,3472.5,4167.0
FMDNTP0032,PARTIAL DENT. ACRYLIC 1 TOOTH,475,570.0
FMDNTP0033,PARTIAL DENT. ACRYLIC 2 TEETH,710,852.0
FMDNTP0034,PARTIAL DENT. ACRYLIC 3 TEETH,950,1140.0
FMDNTP0035,PARTIAL DENT. ACR. EXTRA TEETH,255,306.0
FMDNTP0036,COMPLETE DENT. VITALIUM TYPE I,6926.25,8311.5
FMDNTP0037,COMPLETEL DENT.VITAL.TYPE II,9228.75,11074.5
FMDNTP0038,COMPLETE DENT.VITAL. TYPE III,11531.25,13837.5
FMDNTP0039,UPPER/LOWER DENT.VITAL.TYPE I,4620,5544.0
FMDNTP0040,UPPER/LOWER DENT.VITAL.TYPE II,5778.75,6934.5
FMDNTP0041,UPPER/LOWER DENT.VIT.TYPE III,6926.25,8311.5
FMDNTP0042,VITALIUM CHROME COB. ONE TOOTH,1250,1500.0
FMDNTP0043,VITAL. CHROME COBALT TWO TOOTH,1555,1866.0
FMDNTP0044,EXTRA VITAL. TEETH,320,384.0
FMDNTP0045,VITALIUM CLASP,475,570.0
FMDNTP0046,VITALIUM BAR,785,942.0
FMDNTP0047,RELINING OF PARTIAL DENTURE,320,384.0
FMDNTP0048,RELINING OF UPPER/LOWER DENT.,630,756.0
FMDNTP0049,RELINING OF COMPLETE DENTURE,950,1140.0
FMDNTP0050,REPAIR OF BROKEN PARTIAL       DENTURE,475,570.0
FMDNTP0051,REPAIR OF BROKEN DENTURE,630,756.0
FMDNTP0052,REPAIR OF CLASP,255,306.0
FMDNTP0053,REPAIR OF CASTING CLASP,410,492.0
FMDNTP0054,OBTURATOR,2812.5,3375.0
FMDNTP0055,LATERAL TRAINING FLANGE,1555,1866.0
FMDNTP0056,SPACE MAINTAINER,962.5,1155.0
FMDNTP0057,NIGHT GAURD,785,942.0
FMDNTP0058,MOUTH GAURD,950,1140.0
FMDNTP0059,SPLINT - METALIC,2310,2772.0
FMDNTP0060,SPLINT - ACRYLIC I,785,942.0
FMDNTP0061,SPLINT ACYLIC II,1555,1866.0
FMDNTP0062,SPLINT ACYLIC III,1740,2088.0
FMDNTP0063,ONE SURFACE CERAMIC FILLING,320,384.0
FMDNTP0064,TWO SURFACES CERAMIC FILLING,475,570.0
FMDNTP0065,THREE SURFACES CERAMIC FILLING,630,756.0
FMDNTP0066,VENER FACE CERAMIC,1555,1866.0
FMDNTP0067,VENER CEREC FILLING,320,384.0
FMDNTP0068,STUDY MODEL,320,384.0
FMDNTP0069,VEENER FACE CERAMIC,1555,1866.0
FMDNTP0070,VENEER CEREC FILLING,320,384.0
FMDNTR0001,ROOT CANAL TREATMENT 1RC,475,570.0
FMDNTR0002,ROOT CANAL TREATMENT 2RC,785,942.0
FMDNTR0003,ROOT CANAL TREATMENT 3RC OR    MORE,950,1140.0
FMDNTR0004,ROOT CANAL TREATMENT INFECTED  TOOTH 1RC,785,942.0
FMDNTR0005,ROOT CANAL TREATMENT INFECTED  TOOTH 2RC,1105,1326.0
FMDNTR0006,ROOT CANAL TREATMENT INFECTED  TOOTH 3RC OR MORE,1400,1680.0
FMDNTR0007,RCT AND FILLING ONE RC,1555,1866.0
FMDNTR0008,RCT AND FILLING TWO RC,1940,2328.0
FMDNTR0009,RCT AND FILLING THREE RC,1800,2160.0
FMDNTR0010,RCT DECIDIOUS MOLAR,720,864.0
FMDNTR0011,RCT DECIDIOUS TEETH,580,696.0
FMDNTR0012,PULPOTOMY (CHILDREN),410,492.0
FMDNTR0013,READY MADE POST,165,198.0
FMDNTS0001,DAY CARE SUPERVISION,255,306.0
FMDNTS0002,ADDL FEE FOR COMPL. OP. -LA,950,1140.0
FMDNTS0003,ADD'L FEE FOR COMPL. OP. - GA,1555,1866.0
FMDNTS0004,SIMPLE EXT.DECIDIOUS,165,198.0
FMDNTS0005,SIMPLE EXT. PERMANENT TEETH,255,306.0
FMDNTS0006,SIMPLE EXT. PRE OR POST MOLAR,320,384.0
FMDNTS0007,SIMPLE EXTRACTION OF REMAINING ROOT,410,492.0
FMDNTS0008,NORMAL EXT.UPPER 3RD MOLLAR,475,570.0
FMDNTS0009,NORMAL EXT. LOWER 3RD MOLAR,565,678.0
FMDNTS0010,SUR. EXT. OF NORMAL TOOTH,630,756.0
FMDNTS0011,SUR. REM OF REMAINING ROOT,785,942.0
FMDNTS0012,S. TISSUE IMPAC.UPP. 3RD MOLAR,950,1140.0
FMDNTS0013,S.TISSUE IMPAC LOWER 3RD MOLAR,1105,1326.0
FMDNTS0014,IMPACTED 3RD MOLAR (Middle Case),1555,1866.0
FMDNTS0015,"IMPACTED 3RD MOLAR ""MOD. CASE""",1900,2280.0
FMDNTS0016,"IMPACTED 3RD MOLAR ""SEVERE CASE""",2500,3000.0
FMDNTS0017,IMPAC.CANINE/PREMOLAR LABIALY,1555,1866.0
FMDNTS0018,IMPAC.CANINE/PREMOLAR PALATALY,1820,2184.0
FMDNTS0019,IMPAC. CANINE LABIO - PALATALY,1818.75,2182.5
FMDNTS0020,INCISION FOR ERUPTING TOOTH,365,438.0
FMDNTS0021,OPERCULECTOMY,630,756.0
FMDNTS0022,"I & D OF INTRA-ORAL ABSCESS    ""SUPERFACIAL""",410,492.0
FMDNTS0023,"I & D INTRA-ORAL ABSCESS""DEEP""",825,990.0
FMDNTS0024,I & D EXTRA ORAL ABCESS,950,1140.0
FMDNTS0025,I&D INTRA ORAL ABCESS CHILDREN,110,132.0
FMDNTS0026,IRRIGATION OR CHANGE DRAIN OF  ABCESS/SOCKET,85,102.0
FMDNTS0027,ENUCLEATION OF SMALL CYST,1555,1866.0
FMDNTS0028,ENUCLEATION OF MODERATE CYST,1687.5,2025.0
FMDNTS0029,ENUCLEATION OF LARGE CYST,2310,2772.0
FMDNTS0030,MARSUPIALIZATION MODERATE CYST,1818.75,2182.5
FMDNTS0031,MARSUPIALIZATION LARGE CYST,2482.5,2979.0
FMDNTS0032,APECICTOMY ANTERIOR,1555,1866.0
FMDNTS0033,APICECTOMY POSTERIOR,1736.25,2083.5
FMDNTS0034,APICECTOMY & RETROGRADE       FILLING (ANTERIOR),1820,2184.0
FMDNTS0035,APICECTOMY &RETROGRADE FILLING(POSTERIOR),1818.75,2182.5
FMDNTS0036,PLASTIC CLOSURE OF CHRONIC    SKIN  FISTULA,1818.75,2182.5
FMDNTS0037,CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (SMALL),1555,1866.0
FMDNTS0038,CLOSURE OF ACCIDENTAL OPENING OF MAXILLARY SINUS (MODERATE),1655,1986.0
FMDNTS0039,CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (LARGE),1818.75,2182.5
FMDNTS0040,CLOSURE OF CHRONIC  ORO-ANTRALFISTULA,2733.75,3280.5
FMDNTS0041,CALDWELL-LUC OPERATION,3187.5,3825.0
FMDNTS0042,ALVEOLOPLASTY LOCALIZED,1410,1692.0
FMDNTS0043,ALVEOLOPLASTY 1/2 JAW,1818.75,2182.5
FMDNTS0044,ALVEOLOPLASTY ONE JAW,3367.5,4041.0
FMDNTS0045,MAX. TUBEROSITY REDUCTION SOFTTISSUE,490,588.0
FMDNTS0046,MAX.TUBEROSITY REDUCTION(BONY),1215,1458.0
FMDNTS0047,REMOVAL OF FLABBY TISSUE ONE  JAW,1820,2184.0
FMDNTS0048,REMOVAL OF LOCAL FLABBY TISSUE,610,732.0
FMDNTS0049,LABIAL FRENECTOMY,1215,1458.0
FMDNTS0050,LINGUAL FRENECTOMY(TONGUE TIE),1555,1866.0
FMDNTS0051,REMOVAL OF DENTURE FISSURATUM SMALL,610,732.0
FMDNTS0052,REMOVAL OF DENTURE FISSURATUM LARGE,1215,1458.0
FMDNTS0053,REMOVAL OF TORES PALATINUS SML,1215,1458.0
FMDNTS0054,REMOV. OF TORES PALATINUS LRGE,1818.75,2182.5
FMDNTS0055,REMOV. OF MANDIBULAR TOR.SMLL.,1215,1458.0
FMDNTS0056,REMOV. OF MADIBULAR  TOR. LRGE,1820,2184.0
FMDNTS0057,VESTIBULOPLASTY HALF JAW,1820,2184.0
FMDNTS0058,VESTIBULOPLASTY ONE JAW,1818.75,2182.5
FMDNTS0059,DEEPNING OF SULCUS,2482.5,2979.0
FMDNTS0060,RIDGE AUGEMENTATION,4623.75,5548.5
FMDNTS0061,REMOVAL OF SAL. CALCULAI ANT. I/O,610,732.0
FMDNTS0062,REMOVAL OF SAL. CALCULAI MID. I/O,1105,1326.0
FMDNTS0063,REM. OF SAL. CALCULAI POST I/O,1820,2184.0
FMDNTS0064,ENUCLEATION OF MUCOCEL  SMALL,1070,1284.0
FMDNTS0065,ENUCLEATION OF MUCOCEL LARGE,1105,1326.0
FMDNTS0066,MARSUPIALIZATION OF RANULA SML,1820,2184.0
FMDNTS0067,MURSUPILALIZATION OF RANULA   LARGE,1653.75,1984.5
FMDNTS0068,REMOVAL OF SUB MANDIBULAR     SALIVARY GLAND,2482.5,2979.0
FMDNTS0069,SUPERFACIAL PAROTIDACTOMY,2895,3474.0
FMDNTS0070,MANIPULATION OF DISLOCATED TMJ,950,1140.0
FMDNTS0071,"MANIPULATION OF LUXATED TMJ,PD",1653.75,1984.5
FMDNTS0072,"PAIN AND CLICKING  TMJ, P.D.",3153.75,3784.5
FMDNTS0073,"MYOFACIAL PAIN DISFUNCTION    SYDROME, P. D.",4200,5040.0
FMDNTS0074,"FACIAL PAIN, P. D.",1410,1692.0
FMDNTS0075,BIOPSY OF SOFT TISSUE - SMALL,430,516.0
FMDNTS0076,BIOPSY OF SOFT TISSUE - MEDIUM,720,864.0
FMDNTS0077,BIOPSY OF SOFT TISSUE - LARGE,1140,1368.0
FMDNTS0078,BIOPSY OF BONE (SUPERFACIAL),555,666.0
FMDNTS0079,BIOPSY OF BONE (MODERATE),1105,1326.0
FMDNTS0080,BIOPSY OF BONE (DEEP),1575,1890.0
FMDNTS0081,SURGICAL EXCISION INTRA-ORAL  SWELLING SMALL,1410,1692.0
FMDNTS0082,SURGICAL EXCISION OF INTRA-   ORAL SWELLING - MEDIUM,1511.25,1813.5
FMDNTS0083,SURGICAL EXCISION OF INTRA-   ORAL SWELLING LARGE,2107.5,2529.0
FMDNTS0084,SURGICAL EXCISION OF BENIGN   TUMOUR IN SOFT PALATE,2070,2484.0
FMDNTS0085,SURGICAL EXCISION OF BENIGN   TUMOUR IN HARD PALATE,2895,3474.0
FMDNTS0086,SURGICAL EXCISION OF BENIGN   TUMOUR LIP,2482.5,2979.0
FMDNTS0087,SURGICAL EXCISION OF BENIGN   TUMOUR IN JAW,3307.5,3969.0
FMDNTS0088,SURGICAL EXCISION OF MALIGNANTTUMOUR SMALL,4136.25,4963.5
FMDNTS0089,SURGICAL EXCISION OF MALIGNANTTUMOUR MEDIUM,4961.25,5953.5
FMDNTS0090,SURGICAL EXCISION OF MALIGNANTTUMOUR LARGE,6997.5,8397.0
FMDNTS0091,STICHES FOR SUPERFICIAL WOUND,785,942.0
FMDNTS0092,STICHES  FOR DEEP WOUND,1555,1866.0
FMDNTS0093,REMOVAL OF FOREIGN BODY SUPER.,610,732.0
FMDNTS0094,REMOVAL OF FOREIGN BODY DEEP,1470,1764.0
FMDNTS0095,REMOVAL OF PLATE OR WIRES ANT.,610,732.0
FMDNTS0096,REMOVAL OF PLATE / WIRE MIDDLE,1105,1326.0
FMDNTS0097,REMOVAL OF PLATE OR WIRE POST.,1655,1986.0
FMDNTS0098,REPAIR OF LACERATION UPPER OR LOWER LIP (MILD),1655,1986.0
FMDNTS0099,REPAIR OF LACERATION UPPER OR LOWER LIP (MODERATE),2291.25,2749.5
FMDNTS0100,REPAIR OF LACERATION UPPER OR LOWER LIP (SEVERE),2482.5,2979.0
FMDNTS0101,REPAIR OF LACERATION OF ORAL  MUCOSA (MILD),1655,1986.0
FMDNTS0102,REPAIR OF LACERATION  ORAL    MUCOSA (MODERATE),1653.75,1984.5
FMDNTS0103,REPAIR OF LACERATION ORAL     MUCOSA (SEVERE),2482.5,2979.0
FMDNTS0104,DENTO ALVEOLAR FRACTURE,1655,1986.0
FMDNTS0105,SIMPLE FRACTURE,1818.75,2182.5
FMDNTS0106,COMPOUND FRACTURE,2280,2736.0
FMDNTS0107,COMPLEX FRACTURE,3187.5,3825.0
FMDNTS0108,COMMINUTED FRACTURE,3307.5,3969.0
FMDNTS0109,MULTIPLE FRACTURE,4136.25,4963.5
FMDNTS0110,ARCH BAR MAX. OR MAND.,1410,1692.0
FMDNTS0111,INTER MAX. ELASTIC TRACTION,1655,1986.0
FMDNTS0112,INTER MAX. FIXATION,1215,1458.0
FMDNTS0113,INTER DENTAL WIRING HALF JAW,1105,1326.0
FMDNTS0114,INTER DENTAL WIRING ONE JAW,1653.75,1984.5
FMDNTS0115,CLOSED REDUCTION,1578.75,1894.5
FMDNTS0116,OPEN REDUCTION INTRA-ORAL INT.,1653.75,1984.5
FMDNTS0117,OPEN REDUCTION INTRA-ORAL POST,2482.5,2979.0
FMDNTS0118,TRANS OSSIUS WIRING,555,666.0
FMDNTS0119,OPEN REDUCTION EXTRA-ORAL MILD,2482.5,2979.0
FMDNTS0120,OPEN REDUCTION EXTRA-ORAL MOD.,3307.5,3969.0
FMDNTS0121,OPEN REDUC. EXTRA-ORAL SEVERE,4136.25,4963.5
FMDNTS0122,DRESSING OF WOUND (SMALL),160,192.0
FMDNTS0123,DRESSING OF WOUND (MEDIUM),310,372.0
FMDNTS0124,DRESSING OF WOUND (LARGE),465,558.0
FMDNTS0125,STITCHES REMOVAL (SMALL),135,162.0
FMDNTS0126,STITCHES REMOVAL (MEDIUM),150,180.0
FMDNTS0127,STITCHES REMOVAL (LARGE),270,324.0
FMDNTS0128,EXCISION OF TONGUE (LOCALIZED),1000,1200.0
FMDNTS0129,EXCISION OF TONGUE (PARTIAL),2310,2772.0
FMDNTS0130,HEMIGLOSSECTOMY,2733.75,3280.5
FMDNTS0131,TOTAL GLOSSECTOMY,4552.5,5463.0
FMDNTS0132,SCAR CORRECTION (SMALL),1215,1458.0
FMDNTS0133,SCAR CORRECTION (MODERATE),1818.75,2182.5
FMDNTS0134,SCAR CORRECTION (LARGE),2733.75,3280.5
FMDNTS0135,EXCISION OF LARGE KELOID FACE,2625,3150.0
FMDNTS0136,ROTATION FLAP (SMALL),1601.25,1921.5
FMDNTS0137,ROTATION FLAP (MODERATE),1818.75,2182.5
FMDNTS0138,ROTATION FLAP (LARGE),2733.75,3280.5
FMDNTS0139,TRANSPOSITION FLAP (SMALL),3187.5,3825.0
FMDNTS0140,TRANSPOSITION FLAP (MODERATE),3641.25,4369.5
FMDNTS0141,TRANSPOSITION FLAP (LARGE),4552.5,5463.0
FMDNTS0142,CLEFT LIP UNILATERAL INCOMPLET,1818.75,2182.5
FMDNTS0143,CLEFT LIP UNILATERAL COMPLETE,2280,2736.0
FMDNTS0144,CLEFT LIP BILATERAL INCOMPLETE,2733.75,3280.5
FMDNTS0145,CLEFT LIP BILATERAL COMPLETE,3641.25,4369.5
FMDNTS0146,REPAIR OF 2ND CLEFT LIP,4552.5,5463.0
FMDNTS0147,CLEFT UVULES,1818.75,2182.5
FMDNTS0148,CLEFT PALATE  ISOLATED,2733.75,3280.5
FMDNTS0149,CLEFT PALATE (SOFT & HARD),3641.25,4369.5
FMDNTS0150,REPAIR SECONDARY CLEFT PALATE,4552.5,5463.0
FMDNTS0151,PHARYNGOPLASTY,3641.25,4369.5
FMDNTS0152,SEPTOPLASTY,2482.5,2979.0
FMDNTS0153,PARTIAL RHINOPLASTY,2895,3474.0
FMDNTS0154,RHINOSEPTOPLASTY,3307.5,3969.0
FMDNTS0155,REVISION OF SEPTOPLASTY,3307.5,3969.0
FMDNTS0156,REVISION OF RHINOPLASTY,3723.75,4468.5
FMDNTS0157,REVISION OF RHINOSEPTOPLASTY,4136.25,4963.5
FMDNTS0158,COMPLETE RHINOPLASTY,4136.25,4963.5
FMDNTS0159,NASAL BONE DEFORMITY,4136.25,4963.5
FMDNTS0160,SURGERY MODEL,720,864.0
FMDNTS0161,CHIN CORRECTION (MILD),2733.75,3280.5
FMDNTS0162,CHIN CORRECTION (MODERATE),3307.5,3969.0
FMDNTS0163,CHIN CORRECTION (SEVERE),4136.25,4963.5
FMDNTS0164,CHIN AUGMENTATION (SMALL),1818.75,2182.5
FMDNTS0165,CHIN AUGMENTATION (MEDIUM),2733.75,3280.5
FMDNTS0166,CHIN AUGMENTATION (LARGE),3641.25,4369.5
FMDNTS0167,OSTEOTOMY BODY MANDIBLE (I/O),3641.25,4369.5
FMDNTS0168,OSTEOTOMY BODY MANDIBLE (E/O),4098.75,4918.5
FMDNTS0169,OSTEOTOMY SAGITTAL INTRA-ORAL,4552.5,5463.0
FMDNTS0170,OSTEOTOMY SEGMENTAL MANDIBLE,4552.5,5463.0
FMDNTS0171,OSTEOTOMY IN THE CONDYLAR NECK,3641.25,4369.5
FMDNTS0172,OSTEOTOMY VERTICAL RAMUS,4552.5,5463.0
FMDNTS0173,CONDYLECTOMY,4552.5,5463.0
FMDNTS0174,CRONOIDECTOMY,2280,2736.0
FMDNTS0175,OSTEOTOMY MAXILLA (LOCALIZED),3641.25,4369.5
FMDNTS0176,OSTEOTOMY MAXILLA SEGMENTAL,4098.75,4918.5
FMDNTS0177,OSTEOTOMY MAXILLA TOTAL,4552.5,5463.0
FMDNTS0178,GRAFTING SOFT TISSUE (SMALL),2238.75,2686.5
FMDNTS0179,GRAFTING SOFT TISSUE (MEDIUM),3363.75,4036.5
FMDNTS0180,GRAFTING SOFT TISSUE (LARGE),4482.75,5379.3
FMDNTS0181,GRAFTING HARD TISSUE (SMALL),3363.75,4036.5
FMDNTS0182,GRAFTING HARD TISSUE (MEDIUM),4482.75,5379.3
FMDNTS0183,GRAFTING HARD TISSUE (LARGE),5602.5,6723.0
FMDNTS0184,INSERTION OF IMPLANT,1555,1866.0
FMDNTS0185,T. IMPLANT ANT. (L),1274,1528.8
FMDNTS0186,T. IMPLANT ANT. (G),1736.25,2083.5
FMDNTS0187,IMMEDIATE T IMPLANT ANT. (L),2020.5,2424.6
FMDNTS0188,IMMEDIATE T IMPLANT ANT.(G),2239.5,2687.4
FMDNTS0189,T. IMPLANT POST (L),1798,2157.6
FMDNTS0190,T IMPLANT PIRT (G),1908,2289.6
FMDNTS0191,IMMEDIATE T IMPLANT ANT. (L),2239.5,2687.4
FMDNTS0192,IMMEDIATE T IMPLANT ANT. (G),2574.75,3089.7
FMDNTS0193,REMOVAL OF T IMPLANT,454,544.8
FMDNTS0194,INSERTION OF I.M.Z. IMPLANT   FIRST STAGE,1500,1800.0
FMDNTS0195,INSERTION OF I.M.Z. IMPLANT   2ND STAGE,305,366.0
FMDNTS0196,I.M.Z. IMPLANT TIT.L 1ST STAGE,1740,2088.0
FMDNTS0197,I.M.Z. IMPLANT TIT.L 2ND STAGE,610,732.0
FMDNTS0198,I.M.Z. IMPLANT H.A.L 1ST STAGE,2310,2772.0
FMDNTS0199,I.M.Z. IMPLANT H.A.L 2ND STAGE,610,732.0
FMDNTS0200,I.M.Z. IMPLANT TIT.G 1ST STAGE,855,1026.0
FMDNTS0201,I.M.Z. IMPLANT TIT.G 2ND STAGE,365,438.0
FMDNTS0202,I.M.Z. IMPLANT H.A.G 1ST STAGE,1215,1458.0
FMDNTS0203,I.M.Z. IMPLANT H.A.G 2ND STAGE,610,732.0
FMDNTS0204,REMOVAL OF I.M.Z. IMPLANT,365,438.0
FMDNTS0205,INSERTION OF T.P.S. IMPLANT,610,732.0
FMDNTS0206,T.P.S. IMPLANT 2,1215,1458.0
FMDNTS0207,T.P.S. IMPLANT 3,1820,2184.0
FMDNTS0208,T.P.S. IMPLANT 4,1818.75,2182.5
FMDNTS0209,SUBPERIOSTEAL IMPLANT COMPLETE1ST STAGE,610,732.0
FMDNTS0210,SUBPERIOSTEAL IMPLANT COMPLETE2ND STAGE,245,294.0
FMDNTS0211,SUBPERIOSTEAL IMPLANT PARTIAL 1ST STAGEB 1/2 JAW,245,294.0
FMDNTS0212,SUBPERIOSTEAL IMPLANT PARTIAL 2ND STAGE 1/2 JAW,125,150.0
FMDNTS0213,SUBPERIOSTEAL IMPLANT PARTIAL 1ST STAGE,365,438.0
FMDNTS0214,SUBPERIOSTEAL IMPLANT PARTIAL 2ND STAGE,165,198.0
FMDNTS0215,REMOVAL OF SUBPERIOSTEAL -    IMPLANT - COMPLETE,365,438.0
FMDNTS0216,REMOVAL OF SUBPERIOSTEAL  -   IMPLANT - PARTIAL,245,294.0
FMDNTS0217,INSERTION OF LINKOW ANT.,245,294.0
FMDNTS0218,INSERTION OF LINKOW - POST,610,732.0
FMDNTS0219,REMOVAL OF LINKOW - ANT.\,185,222.0
FMDNTS0220,REMOVAL OF LINKOW - POST,365,438.0
FMDNTS0221,LINKOW WITH 1 PFOSTEN,1215,1458.0
FMDNTS0222,LINKOW 10 WITH 1 PFOSTEN,1820,2184.0
FMDNTS0223,LINKOW WITH 2 PFOSTEN,1818.75,2182.5
FMDNTS0224,LINKOW 10 WITH 2 PFOSTEN,2280,2736.0
FMDNTS0225,I.D.F.,365,438.0
FMDNTS0226,I.D.F. + CORE,430,516.0
FMDNTS0227,I.D.F. WITH H.A. FILLER (SMALL CAVITY),490,588.0
FMDNTS0228,I.D.F. W/ H.A. FILLER(MODERATE CAVITY),610,732.0
FMDNTS0229,I.D.F. WITH H.A. FILLER (LARGE CAVITY),735,882.0
FMDNTS0230,REMOVAL OF I.D.F.,185,222.0
FMDNTS0231,H.A. GRANULES FILLER IN SMALL  CAVITY,310,372.0
FMDNTS0232,H.A. GRANULESS FILLER IN LARGE CAVITY,490,588.0
FMDNTS0233,TRANSPLANTATION W/ SMAL FLAB,1215,1458.0
FMDNTS0234,TRNASPLANTATION W/ LARGE FLAB,1820,2184.0
FMDNTS0235,REIMPLANTATION W/ WIRE FIXATN,1555,1866.0
FMDNTS0236,ADD'L FEE FOR COMP.PROC./ 3HRS,755,906.0
FMDNTX0001,PERIAFICAL X-RAY,90,108.0
