Code,Discription,Price,SBS CODE,category
FMORW-0067,KNEE ORTHOSIS JOINT KNEE,10010,96092-00-00,services
FMORT-0194,DORSO-LUMBAR SPINAL FUSION W/  HARRINGTON ROD,9944,48642-00-00,services
FMORT-0224,REVISN OF TOTAL HIP REPLACEMNT,9944,49324-00-00,services
205200068,MILORA HCT,60.15,99999999999999,pharamcy
FMCTS-1001,DOCTOR'S DAYCARE SUPERVISION,61,83600-00-10,services
FMORT-0714,REVISION OF TOTAL KNEE REPLACEMENT,9944,49527-00-01,services
FMINT-0066,FUNDUS PICTURE,61,99999-99-99,services
FMLAB-1116,STONE PROFILE I (BLOOD),9900,73050-40-00,Laboratory
FMNEU-0176,REMOVAL OF SHUNT UNDER GENERAL ANESTHESIA,9900,40009-05-00,services
FMINT-1001,DOCTOR'S DAYCARE SUPERVISION,61,83600-00-10,services
FMSUR-2163,ILIAC ARTERY ANGIOPLASTY WITH MULTIPLE STENTS,9900,35309-07-00,services
FMURO-0023,LITHOTHERAPY - PACKAGE DEAL,9818,92199-00-00,services
FMIVF-0008,INVINTRO FERTILIZATION BY LAP- ROSCOPIC OOCYTE RETRIEVAL,9702,13212-00-00,services
FMIVF-0017,ZYGOTE INTRA FALLOPIAN TRANS-  FER (ZIFT)\,9702,13215-02-00,services
FMNEP-1001,DOCTOR'S DAYCARE SUPERVISION,61,83600-00-10,services
FMOBG-1001,DOCTOR'S DAYCARE SUPERVISION,61,83600-00-10,services
FMCTSS0028,RUPTURE CORONARY SINUS OF VALSALVA,9625,38456-15-00,services
FMONC-1001,DOCTOR'S DAYCARE SUPERVISION,61,83600-00-10,services
FMENTS0050,OTO ENDOSCOPIC MYRINGO PLASTY UNILATERAL,9625,90119-00-01,services
FMPSD-1095,EXCISION OF BURSA OF SACRAL PRESSURE ULCER,9625,30107-01-01,services
FMPSD-1096,GLUTEAL ROTATIONAL FLAP,9625,45200-00-00,services
FMPDS-0002,"INJECTION OF KELOID,PER SITE",61,30207-00-00,services
FMPDS-0158,INSERTION OF TRACHEOSTOMY TUBE,9614,41881-00-00,services
FMPDS-1001,DOCTOR'S DAYCARE SUPERVISION,61,83600-00-10,services
FMSUR-2162,ILIAC ARTERY ANGIOPLASTY WITH SINGLE STENT,9350,35309-06-00,services
FMORW-0037,TOTAL HAND PROSTHESIS COSMETIC,9345,96092-00-00,services
FMORW-0057,UPPER AND FOREARM ORTHOSIS THERMOPLASTIC,9345,96092-00-00,services
FMORW-0062,BELOW KNEE ORTHOSIS THERMOPLAS T LIGHT,9345,96092-00-00,services
FMPDT-0048,INSERTION OF I.V. BLOOD BLOOD PRODUCTS W/O BIO TEST,61,13706-01-00,services
FMPDT-0089,"ENDOTRACHEAL SUCCTION MUCOUS - OR ASPRN,BAABY OR INF UPTO 3YR",61,96157-00-00,services
FMPDT-1001,DOCTOR'S DAYCARE SUPERVISION,61,83600-00-10,services
FMDNTS0246,MAXILLARY ORTHOGNATHIC MEDIUM,9240,365,services
FMDER-0042,ELECTRO-CAUTERY PER/UNIT,66,99999-99-99,services
FMNEU-0142,TRANS ORAL APPORACH,9240,99999-99-99,services
FMDER-0087,DERMOJECT INJECTION,66,99999-99-99,services
FMNUM-0021,48 HOURS MONITORING,9240,11004-00-10,services
FMODT-0001,GRADE I MALOCCLUSION TOTAL,9240,963,services
FMDER-0089,INTRALESIONAL INJECTION,66,30207-00-00,services
FMPSD-0010,MULTIPLE ULCER,9240,31205-01-00,services
FMPSDJ0037,ROUDENT ULTIPLE ULCER,9240,31205-01-00,services
FMODT-0077,GRADE II MALOCCL. IST DEPOSIT,9152,963,services
FMODT-0088,GRADE IV MALOCCL. 2ND DEPOSIT,9152,963,services
FMXRY-0963,SPLENIC EMBOLIZATION,9152,35321-05-00,Radiology
FMORT-0554,ORTHOSIS III,9108,96092-00-31,services
FMDNTO0014,Grade IV Maloccl. Ist Deposit,9097,963,services
FMIVF-0014,GAMETE INTRA FALLOPIAN TRANS-  FER ( (GIFT),9097,13215-00-00,services
FMIVF-0022,IVF-GIFT-B-PACKAGE DEAL,9097,13215-00-00,services
FMPSDH0021,SKIN GRAFT WITH INTEGRA 5% + 1 SHEET,9031,90672-00-00,services
FMORT-0687,TRANS ABDOMINAL ANTERIOR SPINAL FUSION,9009,48660-00-00,services
FMORT-0698,DORSAL EPIPHYSIODESIS OF CONGI NITAL SCOLIOSIS,9009,48509-00-01,services
FMOHS-0002,MITRAL VALVE REPLACEMENT (THREE HOURS),8943,38488-03-00,services
FMPDS-0088,CLEFT  PALATE (COMPLETE),8943,45707-00-00,services
FMNEU-0044,REMVL OF FOREIGN B.& REPAIRING THE INTRACRANIAL DURA,8921,39615-00-00,services
FMNEU-0046,REMOVL OF BRAIN MIDLINE TUMOUR,8921,39712-04-00,services
FMNEU-0076,SUBTEMPORAL TRIGINIMAL RHIZOTO MY,8921,40330-00-00,services
FMNEU-0077,SUB-OCCIPITAL POSTSERIOR VASCU LAR DECOMPRESSION,8921,40015-00-00,services
FMSUR-2031,INTRATHORACIC ESOPHAGEAL ANAS- TOMOSIS W.INTERPOSITION COLON,8921,30545-00-00,services
FMURO-0102,PERCUTANEOUS NEPHROLITHOLAPAXY WITH LITHOTRIPSY,8921,36546-00-00,services
FMDNTO0023,GRADE VI MALOCCL. 2ND DEPOSIT,8894,99999-99-99,services
FMENTE6047,HEARING AID SCOPE6-127-BTE,8833,96092-00-41,services
FMCTS-0014,REPAIR OF OESOP. INJ.,8800,30560-00-00,services
FMDER-0090,SUBCUTANEOUS INJECTION,66,90660-00-00,services
FMCTS-0032,EXCISION OF SUPERIOR SULCU TUMUR,8800,38440-00-00,services
FMDER-0150,I.M. INJECTION WITH MEDICINE,66,96197-19-00,services
FMPSDK0143,ORIF OF COMMINUTED ZYGOMA,8800,47765-01-01,services
FMDNT-1001,DOCTOR'S DAYCARE SUPERVISION,66,83600-00-10,services
FMLAB-1033,COOMBS TEST-DIRECT,66,73250-00-30,Laboratory
FMSUR-2160,BILATERAL ILIAC ARTERY ANGIOPLASTY,8800,33836-02-02,services
FMPTD-0065,LOCOMOTION THERAPY - 6S/1W/2M  6 SESSION/PER WEEK/,8723,96131-00-00,services
FMDNTO0068,MALOCCLUSION.,8690,963,services
FMODT-0118,MALOCCLUSION.,8690,963,services
FMPDS-0094,BILATERAL CLEFT LIP REPAIR,8690,45683-00-00,services
FMLAB-1034,COOMBS TEST-INDIRECT,66,73250-00-40,Laboratory
FMPDS-0102,LAPAROSCOPIC NISSEN FUNDOPLICATION,8690,30527-02-00,services
FMPDS-0107,UROGENITAL MOBILIZATION,8690,99999-99-99,services
FMLAB-2010,BILIRUBIN DIRECT,66,73050-04-40,Laboratory
FMPDS-0120,THORACOSCOPIC DEBRIDEMENT OF EMPYEMA,8690,30023-00-01,services
FMPDS-0127,VAGINOPLASTY.,8690,99999-99-99,services
FMPDS-0135,ANTERIOR SAGITAL ASARP,8690,43963-00-00,services
FMSUR-9084,ILEO FEMORAL BY PASS,8690,32712-00-00,services
FMERDC0029,AMBULANCE W / NURSE  (MADINAH TO RIYADH),8668,83500-00-80,services
FMENTE0022,FITTING OF STARKEY HEARING AID,8580,96092-00-41,services
FMORT-0662,ANT SPINAL FIX FR/DEFORM SPINE,8580,48678-00-00,services
FMORT-0699,CERVICAL POSTERIOR DECOMPRESSI ON WITH PLATTING,8580,90024-00-00,services
FMCAT-0043,CORONARY STENTING PTCA SV (1 STENT),8498,38306-00-00,services
FMDNTS0090,SURGICAL EXCISION OF MALIGNANT TUMOUR LARGE,8492,371,services
FMIVF-0010,IVF-B-PACKAGE DEAL (LAPAROSCO- PIC ),8492,99999-99-99,services
FMIVF-0011,REPEATED IVF BY LAPAROSCOPIC   OOCYTE RETRIEVAL,8492,13212-01-00,services
FMIVF-0019,ZIFT-B-PACKAGE DEAL,8492,13215-02-00,services
FMLAB-2028,ELECTROLYTE CHLORIDE,66,73050-07-70,Laboratory
FMXRY-0913,VENOUS EMBOLIZATION,8437,35321-10-00,Radiology
FMXRY-0941,VENOUS ANGIOPLASTY,8437,99999-99-99,Radiology
FMXRY-0943,HICHMAN/PERMACATH INSERTION,8437,13815-00-00,Radiology
FMLAB-2029,ELECTROLYTE SODIUM,66,73050-33-10,Laboratory
FMXRY-0974,PRE OPERATIONAL EMBOLIZATION,8437,99999-99-99,Radiology
FMORT-0195,OTHER DORSO-LUMBAR SPINAL - FUSION,8278,48642-00-00,services
FMORT-0197,LUMBO-SACRAL SPINAL FUSION,8278,48642-00-00,services
FMORT-0223,TOTAL HIP REPLACEMENT W/USE OF METHYL METHACRYLATE,8278,49318-00-00,services
FMORT-0283,PLASTIC OPERATION ON HAND W/   OTHER GRAFT OR IMPLANT,8278,90547-00-01,services
FMORT-0340,THUMB REATTACHEMENT,8278,46483-00-01,services
FMORT-0341,FINGER REATTACHEMENT,8278,46483-00-01,services
FMORT-0343,TOE REATTACHEMENT,8278,99999-99-99,services
FMLAB-2030,ELECTROLYTE POTASSIUM,66,73050-29-10,Laboratory
FMORT-0614,EXPLORATION OF NERVE & NEUROLY SIS OR REPAIR,8278,39330-00-00,services
FMORW-0088,CORRECTION OF HEAL 1 CM,66,99999-99-99,services
FMORW-0123,MAILWAIKEE BRACE ORTHOP.MEDIUM,8261,96092-00-00,services
FMDER-0213,MYLANOCYTE CULTURE MEDIUM,8250,99999-99-99,services
FMORW-0089,CORRECTION OF SHOE,66,96092-00-00,services
FMOBG-0218,EXPLORATION OF EXCISION OF ABDOMINAL WAS + HISTOPATH,8250,43987-01-00,services
FMOPTH0017,REPAIR OF RUPTURED GLOBE USING FASCIAL LOTA GRAFT,8250,42551-02-00,services
FMCAT-0042,HEMOCHROME ACT MACHINE,69,99999-99-99,services
FMSUR-3050,VENOUS ANGIOPLASTY WITH MULTIPLE STENTS,8250,35309-09-00,services
FMXRY-0471,RENAL WITH Mag 3,8250,61454-00-00,Radiology
FMDNTS0245,T.M.J. DERANGMENT SEVER,8206,971,services
FMDNTS0251,SEGMENTAL ONE JAW SEVERE,8206,45608-01-01,services
FMCTS-0028,EXCISION OF MEDIASTINAL MASS,8085,38446-03-00,services
SMH1487,"STAPLE SKIN EXTRACTOR ""PROXIMATE PSX"" #8039-12",70,47192,supplies
FMCTS-0038,REPAIR OF EVENTIATION OF DIAPH RAGM,8085,90178-00-00,services
FMCTS-0039,REPAIR OF TRACHEO-OESOPHAGEAL  FISTULA,8085,43900-00-00,services
SMV1006,WATER STERILE F/INJECTION 1000ML IV SET,70.7,58672,supplies
FMCTSS0017,SHUNTING PROCEDURE,8085,99999-99-99,services
FMDER-1001,DOCTOR'S DAYCARE SUPERVISION,72,83600-00-10,services
FMERDC0027,AMBULANCE W / NURSE  (MADINAH TO TABUK),8052,83500-00-80,services
FMDNTP0036,COMPLETE DENT. VITALIUM TYPE I,8008,97719-00-00,services
FMPSYB0023,PSYCHIATRY PACKAGE IV (5 DAYS),8008,96185-00-00,services
FMNEU-1001,DOCTOR'S DAYCARE SUPERVISION,72,83600-00-10,services
FMXRY-0985,UNILATERAL ABLATION OF VARICOSE VEINS,7953,32520-00-00,Radiology
FMNUM-1001,DOCTOR'S DAYCARE SUPERVISION,72,83600-00-10,services
FMIVF-0016,GIFT-B-PACKAGE DEAL,7887,13215-00-00,services
FMORT-1001,DOCTOR'S DAYCARE SUPERVISION,72,83600-00-10,services
FMORT-0681,MUSCLE & TENDON TRANSFER @ HIP SHARAAD OR MASTERED OPERATION,7887,50387-02-00,services
FMXRY-0922,BRONCHIAL ARTERIOGRAM,7722,59970-04-00,Radiology
FMXRY-0923,MESENTRIC ARTERIOGRAM,7722,59970-04-00,Radiology
FMXRY-0924,RENAL ARTERIOGRAM,7722,59970-04-00,Radiology
FMXRY-0925,PELVIC ARTERIOGRAM,7722,59970-04-00,Radiology
FMXRY-0959,VARICOCELE EMBOLIZATION-UNILATERAL,7722,35321-06-00,Radiology
FMCARS0009,ABULATORY BP MONITORING,7700,11708-00-00,services
FMCAT-0052,CARDIAC CATHERIZATION (CORONARY ANGIOGRAPHY),7700,38218-02-00,services
FMPSD-1001,DOCTOR'S DAYCARE SUPERVISION,72,83600-00-10,services
FMCTS-0007,STERNOTOMY + EXCISION OF MASS,7700,38446-03-00,services
FMCTS-0010,DECORTICATION,7700,99999-99-99,services
FMCTS-0011,EXCISION OF LUNG CYST,7700,38424-01-00,services
FMCTS-0021,THORACOSCOPY,7700,38436-00-00,services
FMCTS-0022,INTERNAL PACE-MAKER,7700,38353-00-00,services
FMCTS-0082,REDO CABG (PREVIUSLY OPERATED OPEN FOR TECHNICAL DIFFICULTY),7700,99999-99-99,services
FMENTE0038,FITTING OF FM SYSTEM FOR  HEARING IMPAIRMENT,7700,96092-00-41,services
FMIVF-0037,ICSI PROGRAM,7700,99999-99-99,services
FMNSCA0032,COMBINED ANTERIOR AND POSTERI-,7700,99999-99-99,services
FMORT-0032,COMBINED ANTERIOR AND POSTERI - MAJ,7700,48648-00-00,services
FMSUR-1005,DOCTOR'S DAYCARE SUPERVISION,72,83600-00-10,services
FMORT-0866,REPAIR OF PATELLAR RETINACULAE,7700,90598-00-01,services
FMORT-9982,ORIF ANTERIOR SUPERIOR LLIAC SPINE (ASIS),7700,47486-00-01,services
FMPSDE0001,FACE LIFTING (COMPLETE),7700,45587-00-00,services
FMPSDG0006,AUGMENTATION MAMMOPLASTY (TWO  SIDES),7700,45528-00-00,services
FMPSDK0150,ORIF TO THE ZYGOMATIC ARCH,7700,47765-01-01,services
FMSUR-2095,PROCTOSCOPY,72,32171-00-00,services
FMSUR-2149,INFERIOR VENA CAVA FILTER RETRIEVAL,7700,35330-00-01,services
FMSUR-3021,FEMORO-POPLITEAL BYPASS BELOW KNEE,7700,32751-01-01,services
FMLAB-5086,CERVICAL SCRAPE (SMEAR ENDO & ECTO),77,73200-02-80,Laboratory
FMPSDP0032,LASER HAIR REMOVAL A FULL BODY,7656,45025-02-00,services
MDMA17060280,HEMAGEL PROCTO SUP 10'S,79.75,99999999999999,pharamcy
FMENTE5002,DECOMPRESSION OF TEMPORAL PORTION OF THE 7TH NERVE,7651,41569-00-00,services
FMOPT-1001,DOCTOR'S DAYCARE SUPERVISION,80,83600-00-10,services
FMENTS0019,BONY TUMPURS OF NASAL SINUSES- MALIGNANT,7651,41737-03-00,services
FMNEU-0016,CRANIOTOMY R/L FRONTAL,7651,39721-00-00,services
FMNEU-0022,INTERPEDICULAR PLATE FUSION,7651,48660-00-00,services
FMNEU-0023,INTERSPINOUS PLATE FUSION,7651,99999-99-99,services
FMNEU-0031,AV MALFORMATION OF BRAIN & SPINAL CORD,7651,40318-00-00,services
FMNEU-0032,EXCSION OF CRANIAL PHARYNGIOMA,7651,39712-02-00,services
FMNEU-0040,EXCISION OF ACOUSTIC NEUROMA,7651,41575-00-00,services
FMNEU-0078,ANTERIOR CERVICAL FUSION ONE   LEVEL,7651,40332-00-00,services
FMNEU-0079,ANTERIOR CERVICAL FUSION TWO   LEVELS,7651,40335-00-00,services
FMNEU-0081,POSTERIOR CERVICAL FUSION,7651,48642-00-00,services
FMNEU-0083,TETHERED CORD RELEASE,7651,40112-00-00,services
MM00331SFDAA0011,ACCU CHEK ACTIVE 50STRIPS,80,99999999999999,pharamcy
SMF1061,SOLUTION DISINFECTANT ALCHOLIC SKINDESS SPRAY,80.5,65043,supplies
FMSUR-3036,CAROTID THROMBOEND ARTREC TOMY,7651,33500-00-00,services
FMDNTO0010,GRADE III MALOCCL. 1ST DEPOSIT,7623,963,services
FMDNTO0019,GRADE V MALOCCL. 2ND DEPOSIT,7623,963,services
FMDNTS0247,MAXILLARY ORTHOGNATHIC SIMPLE,7590,365,services
FMENTE6048,HEARING AID SCOPE6-132-BTE,7590,96092-00-41,services
FMENTE6049,HEARING AID SCOPE6-POWER 140-BTE,7590,96092-00-41,services
FMENTE6050,HEARING AID SCOPE6-133-BTE,7590,96092-00-41,services
FMENTE6072,HEARING AID SCOPE-6-129-ITE,7590,96092-00-41,services
FMENTE6073,HEARING AID SCOPE 6-123-ITC,7590,96092-00-41,services
FMENTE6074,HEARING AID SCOPE 6-121-CIC,7590,96092-00-41,services
FMPTD-0048,SWIMM.LESS.12 TIMES/MO.12 MOS.,7568,96129-00-00,services
FMORT-0689,SACRO ILIAC JOINT ARTHRODESIS,7508,49300-00-00,services
FMDER-0041,INTRADERMAL INJECTION,83,96205-19-00,services
FMLAB-2093,GLUCOSE ACTIVATION TEST,83,73050-15-50,Laboratory
FMLAB-2134,IMMUNO HISTOCHEMISTRY PANEL (15MARKERS),7469,73200-08-40,Laboratory
FMPDTR0000,REFERRAL II FROM OTHER DOCTOR,83,97014-00-00,services
FMORT-0757,POLICIZATION OF THE INDEX FINGER,7469,46507-00-01,services
FMPDS-0089,CLEFT  PALATE (INCOMPLETE),7469,45707-00-00,services
FMORT-0196,LUMBAR SPINAL FUSION,7458,48642-00-00,services
FMPTD-0000,REFERRAL TO OTHER DOCTOR,83,83600-02-20,services
FMENTE0024,FITTING OF HEARING AID CLUB 65,7370,96092-00-41,services
FMENTE0027,HEARING AID FITTING COLIBRIE I I,7370,96092-00-41,services
FMENTE0028,HEARING. AID FITTING COLIBRIE I I,7370,96092-00-41,services
FMENTE6018,HEARING AID PHILIPS S1594,7370,96092-00-41,services
FMENTE6019,HEARING AID PHILIPS S41KH,7370,96092-00-41,services
FMENTE6020,HEARING AID PHILIPS S46-O,7370,41557-02-01,services
FMORW-0066,KNEE ORTHOSIS FREE KNEE RADL,7343,96092-00-00,services
FMORW-0068,KNEE ORTHOSIS DONJOY,7343,96092-00-00,services
FMODT-0072,GRADE 1 MALOCCL. 1ST DEPOSIT,7315,963,services
FMODT-0083,GRADE III MALOCCL. 2ND DEPOSIT,7315,963,services
FMDNTS0089,SURGICAL EXCISION OF MALIGNANT TUMOUR MEDIUM,7277,371,services
FMIVF-0013,REPEATED IVF-B-PACKAGE DEAL (LAP.),7277,99999-99-99,services
FMNEU-0090,TRANSNASAL HYPOPHYSIOTOMY,7277,39715-01-00,services
FMPTD-0006,ELECTRIC MASSAGE - PART,83,96162-00-00,services
FMOBG-0114,BREAST LIFTING,7277,45556-00-01,services
FMOBG-0118,AUGMENTATION OF MAMMOPLASTY,7277,45524-00-00,services
FMOPTD0007,SUBCONJUNCTIVAL INJECTION,85,42824-01-01,services
FMDNTO0069,MALOCCLUSION..,7249,963,services
FMODT-0119,MALOCCLUSION..,7249,963,services
FMORT-9975,HIP HEMI ARHROPLASTY,7249,49315-00-00,services
FMPDS-0093,UNILATERAL CLEFT LIP REPAIR,7249,45677-00-00,services
FMPDS-0096,BILATERAL URETERIC REIMPLANTATION,7249,36588-03-00,services
FMLAB-1167,CUL & SENS FOR CAMPLOBACTER,88,73100-20-00,Laboratory
FMPDS-0109,CLOSURE OF VESICOSTOMY AND FULGRATN  POSTERIOR URETHRAL VALV,7249,37023-01-00,services
MM00189SFDAA0002,ECTOLLERG ED 0.5ML SDU 20'S,88.31,99999999999999,pharamcy
FMPDS-0122,LAPAROSCOPIC GASTROSTOMY,7249,30375-07-00,services
FMDER-0091,I.V. INJECTION,94,96199-19-00,services
FMPDS-0126,CITROPLASTY,7249,99999-99-99,services
FMPDS-0138,CLEFT LIP OR PALATE REVESION,7249,45695-00-00,services
FMNEU-9928,LUMBAR DISC 2 LEVELS,7238,48636-00-00,services
FMXRY-0910,PERCUTANEOUS NEPHROSTOMY,7238,36552-00-01,Radiology
FMERDD0004,SPLINT FOR FRACTURE,99,96092-00-31,services
FMDNTS0249,MANDIBULAR ORTHOGNATHIC MEDIUM,7161,366,services
FMLAB-1098,VENESECTION,99,13757-00-00,Laboratory
FMNSCA0042,ENDOSCOPIC INTERBODY FUSION (LU),7161,48660-00-00,services
FMNSCA0062,COMBINED ANTERIOR AND POSTERI-,7161,99999-99-99,services
FMNSCA0063,EXCISION OF SACRUM,7161,32036-00-00,services
FMORT-0062,COMBINED ANTERIOR AND  POSTERI,7161,99999-99-99,services
FMORT-0063,EXCISION OF  SACRUM,7161,99999-99-99,services
FMORT-0727,ENDOSCOPIC INTERBODY FUSION ( LU ),7161,99999-99-99,services
FMORT-9908,ARTHROSCOPY SHOULDER (SURGICAL),7161,48945-00-01,services
FMNEU-9910,NERVE ROOT TUMOR,7150,90016-01-00,services
FMPDT-0135,PERSPIRATION TEST-SUSPECT MUCOVISCIDOSIS,99,92204-00-00,services
FMPTD-0015,TRACTION,99,90531-00-00,services
FMPDS-0163,BILATERAL HIGH LIGATION OF PROCESS VAGINAL,7150,99999-99-99,services
FMSUR-2161,ILIAC ARTERY ANGIOPLASTY WITHOUT STENTING,7150,35303-06-00,services
FMSUR-3049,VENOUS ANGIOPLASTY WITH SINGLE STENT,7150,35309-08-00,services
FMXRY-0918,BILATERAL LEG ARTERIOGRAM,7040,59970-03-00,Radiology
FMXRY-0921,PULMONARY ARTERIOGRAM,7040,59970-04-00,Radiology
FMXRY-0940,IVC GRAM,7040,99999-99-99,Radiology
FMXRY-0944,NON-TUNNLED LINE PLACEMENT,7040,13815-00-00,Radiology
FMXRY-0957,FALLOPIAN TUBE RECANALIZATION,7040,90434-00-01,Radiology
FMENTE6051,HEARING AID SCOPE4-127-BTE,7029,96092-00-41,services
FMXRY-0087,ABDOMEN ERECT.,99,58900-00-90,Radiology
FMENTE4021,REVISION TYMPANOPLASTY,7007,41533-01-01,services
MM01155SFDAA0013,ONE TOUCH SELECT PLUS TEST STRIP 1*50 S,99,99999999999999,pharamcy
FMURO-0119,LITHOTRIPSY (GRADE C),7007,92199-00-00,services
FMCTSS0003,SURGICAL FIX. OF FLAIL CHEST,6930,90610-00-00,services
MM05924SFDAA0018,ONE TOUCH SELECT STRIP ONE PCS,99,99999999999999,pharamcy
MM00006SFDAA0002,One Touch  (Select)  Strips,100,99999999999999,pharamcy
FMNEU-0121,THORACIC DISC EXCISION TRANSTH ORACIC,6930,40300-00-00,services
FMPTD-0134,CHEST PHYSIOTHERAPY WITH SUCTION,105,95550-03-00,services
SMO9311,SCREW CONNECTING 16MM # 500100200160 TE,107.8,47779,supplies
FMPDS-0063,PORTOENTEROSTOMY (BILIARY ATRESIA),6930,43978-00-00,services
FMOPTE0025,Squint  Bilateral,6908,42833-01-00,services
FMACU-1001,DOCTOR'S DAYCARE SUPERVISION,110,83600-00-10,services
FMOBG-0225,CLASSICAL REPAIR + KELLY'S SUTURE,6875,90364-00-00,services
FMORT-0838,ADJUVANT THERAPY FOR BEGNING TUMOR WITH LIQUID NITROGEN,6875,90609-00-00,services
FMACUA0000,ACUPUNCTURE CONSULTATION-IN-PT,110,83600-01-90,services
FMORT-0870,ORIF FOR DISLOCATION TALUS,6875,47615-02-01,services
FMDER-0147,DERMOJET INJECTION-SMALL AREA,110,99999-99-99,services
FMDNTP0144,"ANT A,B,C * EXTRACTION",110,311,services
FMDNTP0147,* RR EXTRACTION,110,311,services
FMSUR-1066,BILATERAL TRANS-KNEE DISARTICULATION,6875,44367-01-00,services
FMLAB-1120,HOME SPECIMEN COLLECTION,110,73200-00-20,Laboratory
FMSUR-9125,EXCISION BIOPSY OF BILATERAL BREAST MASSES,6875,31500-00-02,services
FMLAB-1158,CONJUNCTIVAL SMEAR,110,73050-44-30,Laboratory
FMXRY-0230,CAROTID ATERY UNILATERAL 1ST.R,6831,59970-02-00,Radiology
FMENTE0032,FITTING HEARING AID AUDIOFLEX  120,6820,96092-00-41,services
FMENTE6096,HEARING AID DREAM-D2-CIC-64,6820,96092-00-41,services
FMENTE6097,HEARING AID DREAM-D2-XP-ITE-67,6820,96092-00-41,services
FMLAB-1160,DIRECT SMEAR FOR VINCENTS ANGINA,110,73050-44-30,Laboratory
FMLAB-9985,PRE - TRANSPLANT PROFILE - II,6798,73050-47-40,Laboratory
FMNEU-0170,EXCISION OF SPINAL CORD TUMOUR,6798,99999-99-99,services
FMSUR-7017,INFROPOPLITEAL ANGIOPLASTY,6798,33818-05-01,services
FMSUR-9080,ESOPHAGEAL REPLACEMENT,6710,30490-01-00,services
FMLAB-2097,LACTIC ACID (LA),110,73050-21-70,Laboratory
FMDNTS0141,TRANSPOSITION FLAP (LARGE),6677,45239-00-00,services
FMDNTS0169,OSTEOTOMY SAGITTAL INTRA-ORAL,6677,45720-00-00,services
FMDNTS0170,OSTEOTOMY SEGMENTAL MANDIBLE,6677,45720-00-00,services
FMDNTS0172,OSTEOTOMY VERTICAL RAMUS,6677,45726-00-00,services
FMNUM-2001,INJECTION OF ONE-1-MUSCLE,110,96197-19-00,services
FMDNTS0177,OSTEOTOMY MAXILLA TOTAL,6677,45720-01-00,services
FMDNTS0183,GRAFTING HARD TISSUE (LARGE),6677,45841-00-00,services
FMORW-0003,ORTHOSIS III,6677,96092-00-31,services
FMORW-0061,BELOW KNEE ORTHOSIS THERMOPLAS T,6677,96092-00-00,services
FMPSDH0015,FINGER IMPLANTATION,6677,45794-07-01,services
FMPSYB0022,PSYCHIATRY PACKGE III (5 DAYS),6677,83600-01-70,services
FMIVF-0007,IVF-B-PACKAGE DEAL (UDOR),6672,99999-99-99,services
FMPDS-0048,TRACHEO-ESOPHAGEAL FISTULA,6672,43900-00-00,services
FMPDS-0054,"OMPHALOCELE, MAJOR",6672,43870-00-00,services
FMNSCA0052,ANTERIOR RELEASE AND INSTRUME-,6666,99999-99-99,services
FMORT-0717,ANTERIOR RELEASE AND INSTRUME,6666,99999-99-99,services
FMODT-0075,GRADE 1 MALOCCLUSION 1ST DEPOSIT,6655,963,services
FMORT-0191,ATLAS AXIS SPINAL FUSION,6622,48660-00-00,services
FMORT-0193,DORSAL SPINAL FUSION,6622,48642-00-00,services
FMORT-0325,INTERTHORACOSCAPULAR AMPUTATN,6622,44334-00-01,services
FMORT-0336,AMPUTATION OF THIGH,6622,99999-99-99,services
FMORT-0338,DISARTICULATION OF HIP,6622,44370-00-00,services
FMORT-0402,SALTER DV OSTEOTOMY & CAST,6622,48424-00-00,services
FMORT-0408,CHIARI ACETABULAR OSTEOTOMY,6622,50394-00-00,services
FMORT-0434,TOTAL KNEE REPLACEMENT (UNILATERALL),6622,49518-00-00,services
FMORT-0526,REV.OF LUMB.DISC PROLAPSE 2 LEVEL LY/L5 / L5/S1,6622,40303-01-00,services
FMORT-0604,FRAC. PELVIC GR.I(ANT.COLUMN),6622,47486-00-01,services
FMORT-0639,REPAIR-NERVE INJURY WITH GRAFT,6622,39318-00-00,services
FMXRY-0920,BILATERAL ARM ARTERIOGRAM,6622,59970-03-00,Radiology
FMORT-0642,SPINAL DISCOGRAPHY,6617,59700-00-00,services
FMCARS0005,PERMANENT PACEMAKER IMPLANTATI ON (DDD),6600,38353-00-00,services
FMPSY-1001,DOCTOR'S DAYCARE SUPERVISION,110,83600-00-10,services
FMCTS-0004,PNEUMONECOMY,6600,38438-02-00,services
FMCTS-0018,HELLER'S OP. FOR ACHOLASIA,6600,30532-04-00,services
FMCTS-0025,EXCISION OF PERICARDIAL CYST,6600,38456-05-00,services
MS-S-005736,"SOLUTION MEDISOL DISINFECTANT SPRAY 99.99% CHG, ISOPROPYL ALCOHOL 500 ML AVALON # PPB029",110.25,41550,supplies
FMLAB-9225,GALACTOSAEMIA SCREEN (PAPER SPOT),119,73050-13-80,Laboratory
FMCAR-1001,DOCTORS DAYCARE SUPERVISION,121,83610-02-30,services
FMENTE6098,HEARING AID DREAM-D2-9-BTE-68,6600,96092-00-41,services
FMENTE6099,HEARING AID DREAM-D2-FA-BTE-75,6600,96092-00-41,services
FMENTE6100,HEARING AID DREAM-D2-FS-RIC-83,6600,96092-00-41,services
FMENTE6101,HEARING AID DREAM-D2-PA-RIC-70,6600,96092-00-41,services
FMNEU-0152,PUMP IMPLANTATION,6600,39127-00-00,services
