Service Code,Service Description,Price,Gross/Net,Discount %,Yes/No,MCA Category Code,Service Category Description,Nphies Code,Nphies Description
0305210709,Rybelsus,1370.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0305210710,Rybelsus,456.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0305210711,Rybelsus,456.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0310211092,Rosalus 5 mg Film Coated Tablets,25.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0310211093,ANORO ELLIPTA INHALATION POWDER,158.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0310211094,RELVAR ELLIPTA 200/25 mcg inhalation powder,158.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0310211095,RELVAR ELLIPTA,158.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0311211253,Mavilor,25.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0311211254,DICERAN 8 mg film-coated tablet,23.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0311211255,CoDICERAN 16/12.5 film-coated tablet,41.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0311211256,DICERAN 16 mg film-coated tablet,28.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0311211257,VANCO 1000 mg powder for solution for injection or infusion,57.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0401210378,Zorta,248.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0401210379,Zorta,200.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0401221553,HEMABO 24MG/1.2ML ,16925.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0402210493,VIZIMPRO,8836.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0402210494,VIZIMPRO,8836.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0402210495,VIZIMPRO,8836.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0402210496,MOSEGOR 0.5MG SUGAR COATED TABLETS,17.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0402210497,MOSEGOR SYRUP,20.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0402210498,EYLEA 40 mg/ml solution for injection,3028.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0403200025,RINVOQ,4685.422,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0405200072,OZERO,10.999,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0405200073,OZERO,40.999,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0405210712,Lokelma,1667.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0405210713,Lokelma,1166.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0407210840,VESICARE 10 mg film-coated tablet,174.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0407210841,VESICARE 5 mg film-coated tablet,135.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0407210842,Quetal 400mg XR Tablets,208.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0408210901,Olneda,71.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0408210902,Olneda,54.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0408210903,Olneda,77.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0408210904,Olneda,67.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0410200177,Olimestra,51.965,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0410200178,Olimestra,36.926,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0410200179,Pemitax 500 mg Vial,2595.149,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0410200180,Bortezomib TBM,2177.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0410200181,Exopex,23.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0410200182,Exopex,23.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0410211104,Gizlan HCT,29.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0411200251,SILDENAFIL,1327.499,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0411200252,Tedo 5 film-coated tablet,136.149,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0411200253,Otipax,8.558,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0411211258,Squadaion,242.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0411211259,Squadaion,970.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0411211260,ALLAIR 4 mg chewable tablet,64.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0411211261,LEVAQUIN 500 mg film-coated tablet,40.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0411211262,ALLAIR 5 mg chewable tablet,64.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
05-5287-20,VINCRISTIN SULPH. 1MG-ML VIAL,159.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0501221559,RESOVA 10MG FILM COATED TABLETS,68.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0501221560,CARDICOR 10MG FILM COATED TABLET,25.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0501221562,CARDICOR 5MG FILM COATED TABLET,18.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0501221563,CARDICOR PLUS 5/12.5MG FILM COATED TABLET,22.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0501221564,LORINEX 5MG FILM COATED TABLETS,20.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0501221565,CARDICOR 2.5MG FILM COATED TABLET,12.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0501221566,RESOVA 20MG FILM COATED TABLETS,115.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0501221567,REMOSTA,3111.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0501221568,REMOSTA,12446.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0501221569,REMOSTA,6223.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0504200047,Pluryal BOOSTER,286.832,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0504200048,Pluryal VOLUME,352.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0504200049,Pluryal CLASSIC,301.928,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0504200050,Dolibz,24.998,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0504200051,Dolibz,12.498,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0504210662,CLARIXIN 500 MG TABLET,46.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0505210714,ZONREX,824.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0505210715,ZAPNEX,109.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0505210716,ZAPNEX,35.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0505210717,TELFOCUS,47.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0505210718,TELFOCUS,36.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0505210719,RISPERDAL 1MG-ML SOLUTION,170.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0507200103,Renee Touch,184.13,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0507200104,Renee Volume,194.653,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0507200105,Renee Smile,194.653,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0507210849,Engerix B 20,66.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0508210905,Amovac Enema,8.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0508210906,Copiktra,22428.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0508210907,Copiktra,22428.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0509211008,NEODEX 0.1 E-E DROP,10.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0509211009,KIVEXA film-coated tablet,1676.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0509211010,Vapress,22.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0510200184,ZERTAZINE,8.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0510200185,Cablivi,16906.902,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0510211105,TRUMENBA,313.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0511200254,ATOX,40.999,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0511200255,ATOX,10.999,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0511200256,ATOX,40.999,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211417,Migrotan,59.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211418,VAROXA 10 mg Film Coated Tablet,79.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211419,Migrotan,131.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211420,VAROXA 15 mg film-coated tablet,221.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211421,VAROXA 20 mg film-coated tablet,221.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211422,IMATOX 4 mg/2 ml solution for injection/infusion,102.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211423,LIDOCAINE HYDROCHLORIDE 1% solution for injection,247.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211424,TABOCINE 100,28.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211425,COLAT 500 mg powder for solution for infusion,37.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211426,ARPENIA 15 mg tablet,248.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0512211427,Megval,416.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
06-1420-2019,Pure Mineral WN Zinc 50 mg,24.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
06-5287-20,VINCRISTIN SULPH. 1MG-ML VIAL,244.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0601210381,Rexofil,64.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0601210382,Rexofil,136.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0601210383,Penetro,37.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0601210385,Meropa,211.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0601210386,Meropa,356.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0605210720,Emgality,1343.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0605210722,Kromafina solution 4 mg/5 ml,90.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0606210765,VORIC,295.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0607210850,Rosalus 10 mg Film Coated Tablets,51.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0607210851,Rosalus 20mg Film coated Tablets,87.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0609211011,CARBIMAZOLE MACLEODS,20.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0609211012,COZAAR,52.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0609211013,CO-RENITEC,66.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0610200186,Esperoct,4514.299,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0610200187,Esperoct,6019.099,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0610200188,Esperoct,3009.549,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0610200189,Esperoct,9028.649,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0610200190,Esperoct,1504.749,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0610200191,IXIFI,1527.185,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0612200306,Trimbow 87/5/9 micrograms,236.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0612200307,Dimethyl Fumarate SPC,260.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0612200308,Dimethyl Fumarate SPC,520.049,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0612200309,Dimethyl Fumarate SPC,1560.149,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0612211429,Tranexamic acid TBM,12.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0701210395,ENTRESTO 200 mg film-coated tablet,535.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0701210396,ENTRESTO 50 mg film-coated tablet,267.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0701210397,ENTRESTO 100 mg film-coated tablet,267.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0702221683,Enstilar,170.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0702221686,Influvac Tetra,54.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0703210585,XALIPTINE,234.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0703210586,Xaliptine,114.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0703210587,Xaliptine,449.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0704200052,Juvederm Volux,1383.84,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0705200074,MAYZENT,826.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0705200075,MAYZENT,8264.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0705200076,MAYZENT,8264.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0706210768,CATABINA,978.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0707200107,Cuprior,7303.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0707210852,Bortada,2164.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0707210853,Batlor,11.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0709211014,TIDILOR 10MG TABLET,13.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0709211015,Doptelet,2979.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0709211016,Doptelet,8941.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0709211017,Doptelet,4470.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0710211107,Veval,36.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0710211108,Veval,36.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0711211263,GLANDY 60 mg film-coated tablet,1001.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0711211264,AMLOPINE 10MG CAPSULES,51.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0711211265,GLANDY 90 mg film-coated tablet,1430.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0711211266,GLANDY 30 mg film-coated tablet,517.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0711211267,STRENSIQ,266570.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0711211268,STRENSIQ,93298.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0711211269,STRENSIQ,133285.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0711211270,STRENSIQ,59977.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712200310,Hyacorp Fine,273.888,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712200311,Hyacorp Lips,254.748,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712200312,Hyaprof Balance,467.22,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712200313,Hyaprof Soft,424.752,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712200314,Hyacorp Face,233.601,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712200315,HYAcorp MLF1 - HYAcorp MLF2,966.664,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712200316,Hyacorp Face,934.441,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712211430,Relexib,25.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712211431,Relexib,12.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712211432,IROVEL PLUS 150/12.5 mg film-coated tablet,48.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712211433,IROVEL 300 mg film-coated tablet,59.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712211434,ARPENIA 10 mg tablet,200.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712211435,IROVEL PLUS 300/12.5 mg film-coated tablet,58.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0712211436,IROVEL PLUS 300/25 mg film-coated tablet,58.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
08-832-16,CEREZYME 400 U powder for concentrate for solution for infusion,6299.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0802210500,BAXDELA,4537.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0802210501,BAXDELA,3219.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0803210588,DEPO MEDROL VIAL 40MG-ML SAS,19.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0803210589,LECTRA,571.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0803210590,SINGULAIR PAEDIATRIC 4 MG CHEWABLE TAB,111.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0803210591,SINGULAIR,111.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0803210592,SINGULAIR,111.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0804210671,Chorus,37.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0804210673,Pentaxim,110.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0806210769,7.5% Sodium Chloride Intravenous Infusion,34.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0806210770,Olcontro HCT,63.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0806210771,Olcontro HCT,47.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0807210854,NOREPINEPHRINE,77.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0807210856,Adakveo,6064.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0808210909,REYVOW,229.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0808210910,REYVOW,459.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809200147,Renee Lift,184.13,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211018,Sayen,127.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211019,Sayen,194.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211020,Nosco,37.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211021,Potassium Chloride in Dextrose and Sodium Chloride Injection USP,18.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211022,POTASSIUM CHLORIDE,1.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211023,Potassium Chloride in Dextrose and Sodium Chloride Injection USP,18.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211024,AUGMENTIN 228 MG-5ML SYRUP,19.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211025,AUGMENTIN TAB 375 MG,36.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211026,AUGMENTIN 457MG-5ML SUSP,33.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211027,AUGMENTIN 156 Mg-5 ML SYRUP,17.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211028,AUGMENTIN 625 MG TAB,63.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211029,AUGMENTIN 312 MG-5ML SYRUP,32.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0809211030,AUGMENTIN 1 G TAB,78.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200192,POMALIDOMIDE SPC,22712.049,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200193,LENALIDOMIDE SPC,14505.899,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200194,LENALIDOMIDE SPC,7236.749,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200195,COLISTIMETHATE SPC,321.949,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200196,APIXABAN SPC,250.249,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200197,POMALIDOMIDE SPC,23588.049,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200198,POMALIDOMIDE SPC,23588.049,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200199,LENALIDOMIDE SPC,14505.899,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200200,APIXABAN SPC,250.249,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200201,FINGOLIMOD SPC,3225.299,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200202,POMALIDOMIDE SPC,22712.049,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200203,POMALIDOMIDE SPC,22712.049,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200204,POMALIDOMIDE SPC,22712.049,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200205,POMALIDOMIDE SPC,23588.049,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200206,CABAZITAXEL SPC 60MG/1.5ML,12496.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0810200207,POMALIDOMIDE SPC,23588.049,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0811211271,AMVASC 10MG CAPSULE,70.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0811211272,Brukinsa,28514.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0811211281,ZINNAT,41.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0811211282,ZINNAT,52.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0812200317,Dermafill Volume Ultra,241.697,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0812211437,Concor Amlo,55.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0812211438,Concor Amlo,41.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
09-832-17,MYOZYME 50mg Powder For Concentrate For Solution For Infusion,2606.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0901221579,VIRECTIL 100 mg tablet,9.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0901221580,VIRECTIL 100 mg tablet,39.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0902200010,SKYRIZI,13774.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0902210503,FUXRAN,1361.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0902210504,FOSAPREPITANT SPC,200.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0905210723,Rocuronium Bromide TBM,182.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0906210772,PREVYMIS,20693.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0909200148,OLICAN,3583.635,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0909211031,Zencin,14.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0909211032,Zencin,26.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0911200258,BOSULIF,2635.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0911211287,Tigecycline TBM,119.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0911211288,IMFINZI 500 mg / 10 ml ,11784.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0911211289,IMFINZI 120 mg / 2.4 ml,2843.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0911211290,Trioltan,79.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0911211291,Trioltan,71.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0911211292,AMOCLAN FORTE 312MG-5ML SUSP,16.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0911211293,GYNOCIN 10 IU/ml solution for injection,11.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0911211294,CLOPRAM 10 mg/2 ml solution for injection,9.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0911211295,DOBUTAMINE JPI 250 mg/20 ml solution for IV infusion,203.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0912211439,ASTATIN 10MG F.C TABLETS,43.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0912211440,ASTATIN 20MG F.C TABLETS,43.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
0912211441,OLOPAT 0.4 ml ophthamic solution unit dose,58.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
