S/No,ItemCode,Name,price of 1/2/2021,GMDN 1,GMDN 2,GMDN 3
,MS-B-000507,BI-BAG 5008S 900GM FRESENIUS#5060801,8286.831,35849,,
,MS-P-003887,PLATECLAVICAL8HOLESCHM3.7048.508,8259.3,35670,,
556.0,MS-F-000197,FEMORAL COMPONENT MED.SMALL PLUS LB2 GEMINI #318-103/26,8250.0,44855,,
580.0,MS-F-000570,FEMORAL COMPONENT  SIZE 5 LEFT POSTERIOR STABILIZEE SMITH&NEPHEW # 171421015,8250.0,44855,,
2199.0,MS-S-005839,STENT VALEO VASCULAR EXPANDABLE BALLOON UNCOVERED BARD #EV2C,8250.0,43691,,
2987.0,MS-V-000064,VALVE AORTIC SIZE 18MM PEDIATRIC CARBOMEDICS#A5-018,8250.0,60350,,
652.0,MS-H-000111,HUMERAL STEM 11MM X 150MM S/STEEL TIPMED  #019039,8182.0,60512,,
654.0,MS-H-000115,HUMERAL STEM 7MM X 130MM S/STEEL TIPMED #018964,8182.0,34197,,
561.0,MS-F-000236,FILTER VENA CAVA REMOVABLE OPTION ELITE FEMORAL ARGON #171-352506070E,8085.0,44864,,
161.0,MS-B-001755,"BONE BLOCK TRICORTICAL MEDIUM (L 20X30MM) ,(W 15X18MM),(T1 , 7MM,(T2 , 4M. MEDTRONIC # T00210INT",8036.0,16966,,
,MS-C-0086354,CPAP PRO W/HEATED HUMIDIFIER & MASK GEL AMARA,8000.0,64592,,
2991.0,MS-V-000148,VALVE PROGRAMMABLE IN LINE CODMAN #82-3164,7985.0,35965,,
260.0,MS-C-001453,CANCELLOUS BLOCK 20X20X30MM # T00170INT,7951.0,17751,,
,MS-P-004620,"PLATE PROXIMAL TIBIAL 3 HOLE , CHM #3.4009.603",7928.928,61573,,
110.0,MS-B-001107,BALLOON RANGER PTA CATHETER 0.018 PACLITAXEL- COATED ALL SIZES BOSTON SCIENTIFIC #H749392198,7920.0,47732,,
630.0,MS-G-000700,"GRAFT SILVER 14 X 7MM,40CM . B.BRAUN # 1108017",7901.0,16266,,
70.0,MS-B-000578,BALLOON SEQUENT PLEASE DRUG ELUTING ALL SIZES,7893.0,58760,,
1690.0,MS-S-000629,STENT EPIC SELF EXPANDABLE NITINOL ALL SIZES,7797.0,43691,,
1691.0,MS-S-000630,STENT EXPRESS VASCULAR ALL SIZES.,7797.0,44279,,
2054.0,MS-S-005065,STEM HIP UNCEMENTED STANDARD SIZE 03 H-144 LINK #164-005,7797.0,33581,,
,50639,TUBING CUSTOM PACK SET MEDTRONIC #M960446C,7741.138,35441,,
541.0,MS-E-000578,EXTENTION PIECE RS 25MM PART FOR STEM.IMPLANTSCAST #67300025,7735.0,61562,,
13.0,MS-A-000503,"AMPLATZER VASCULAR PLUGSIZE 12,FREESIZES MEDISERV # 9-PLUG-012",7700.0,46852,,
314.0,MS-C-003392,CATHETER GUIDING GUIDE LINER SPECIAL MEDICAL TECH. # 5571,7700.0,17846,,
414.0,MS-C-003964,"CUP POLYETHLENE CEMENTED XL. JOH,JOH # 9655-13-245",7700.0,56642,,
851.0,MS-M-000304,MINILINK TRANSMITTER F/ INSULIN PUMP PARADIGM VEO SYSTEM MEDTRONIC #MMT-7725WW,7700.0,60770,,
2207.0,MS-S-005850,SEGMENTAL 125MM COMPONENT. JOH. & JOH. # 1987-07-125,7700.0,58885,,
2928.0,MS-T-000973,TIBIAL COMPONENT SIZE 3 MEDIUM RIGHT CEMENTED LINK # 318-482/03,7700.0,58716,,
,MS-S-000543,STENT DRUG ELUTING SIZE 3.0x26MM.,7675.933,35882,,
75.0,MS-B-000770,BALLOON DRUG ELUTING PACIFIC IN-PACT INVATEC#MB-PAD,7604.0,58760,,
722.0,MS-H-000602,HEAD RADIAL 24MM POLY ASSEMBLY. INTEGRA LIFE SCIENCES # 22-1424,7604.0,33701,,
2770.0,MS-S-009749,STEM RADIAL ASSEMBLY 7.5MMX20MM LENGTH INTEGRA LIFE SCIENCES # 22-1675,7604.0,41488,,
1027.0,MS-N-001444,NAIL FOOT HIND 11.5MMX20CM LEFT. SMITH&NEPHEW # SN-71701120L,7585.0,44854,,
119.0,MS-B-001199,BONE GRAFT WEDGE 15MM ILIAC CREST . LIFENET # PICW5,7557.0,16966,,
1345.0,MS-P-003269,POSTERIOR AUGMENT COMBO CEMENTED SZ2 4MM JOH. & JOH. # 960826,7548.0,35217,,
5.0,MS-A-000158,ACETABULAR CLUSTER 54MM STRYKER # 542-11-54F,7527.0,48055,,
120.0,MS-B-001208,BONE GRAFT CANCELLOUS WEDGE 11-16MM LENGTH 7MM HEIGHT LIFENET # PTCWP7,7527.0,46543,,
20.0,MS-A-000524,AUTOCPAP/APAP DEVICE AIRSENSE 10  F/ OBSTRUCTIVE SLEEP APNEA INCLUDING STD. ACCESSORIES RESMED #3726,7524.0,60711,,
,MS-S-003465,STENT D/ELUTED PROMUS ELEMENT 2.75x20M,7510.995,56285,,
2900.0,MS-T-000876,THROMBECTOMY DEVICE ROTATIONAL SYSTEM 6FRx65CM.9MM CLEANER XT AMCO# 171-700009XT,7508.0,58172,58173.0,58174.0
2901.0,MS-T-000877,THROMBECTOMY DEVICE ROTATIONAL SYSTEM 6FRx135CM.9MM CLEANER XT AMCO# 171-700109XT,7508.0,58172,,
1004.0,MS-N-001407,NAIL HIND FOOT 11.5MMX20CM LEFT . SMITH&NEPHEW # 71701120L,7491.0,44854,,
576.0,MS-F-000559,FEMORAL  ADAPTER 5 DEGREE JOH. & JOH. # 960781,7479.0,59688,,
723.0,MS-H-000604,HEAD MODULAR VERSA-DIAL 46X27X46MM. ZIMMER # 113048,7418.0,39702,,
736.0,MS-H-000638,HEAD MODULAR W/VARIABLE OFFSET VERSA-DIAL SHOULDER STSYTEM.BIOMET #113046,7418.0,48088,,
2997.0,MS-V-000313,VERSAL-DIAL 50X24X52 HUM HEAD 52MMX24X50 BIOMET # 113055,7418.0,58784,,
2853.0,MS-S-010688,STEM MODULAR CEMENTLESS 160MM LINK #15-2952/06,7389.0,34203,,
211.0,MS-C-000643,CUP ACETABULAR METAL CASING SIZE:44MM LINK# 290-300/44,7373.0,56642,,
568.0,MS-F-000305,FEMORAL COMPONENT RIGHT  SIGMA SZ 1.5 R  J&J # 196050150,7348.0,44855,,
187.0,MS-B-001832,BALLOON LUMINOR 14 PACLITAXEL ELUTING PTA DILATATION CATHETER ALL SIZES#SAUDI SICLI COMP#BPDPC14M SA,7315.0,62218,,
378.0,MS-C-003757,CORAIL CEMENTED STANDARD OFFSET SIZE 9 JOH. & JOH. # JOLOPL96409,7315.0,33178,,
558.0,MS-F-000222,FEMORAL STEM CEMENTLES CORAIL2 STAN. SIZE 11  J&J # 3L92511,7315.0,33175,,
679.0,MS-H-000519,HIP SYSTEM CEMENTED FEMORAL STEM SIZE 11 STANDARD NO COLLAR. JOH. & JOH. # L96411,7315.0,61271,,
715.0,MS-H-000582,HIP STEM PROSTHESIS SP-CL SYSTEM SIZE 8 LEFT. LINK # 177-227/26,7315.0,33581,,
726.0,MS-H-000612,HIP PROSTHESIS STEM SP-CL LEFT SIZE 9.SIZE LINK # 177-228/26,7315.0,33581,,
862.0,MS-M-000623,MESH VENTRAL HERNIA REPAIR SYMOTEX OPEN SKIRT 30CMX20CM. COVIDIEN #SYM3020OS,7315.0,61765,,
1165.0,MS-O-000203,OFFSET CEMENTED STANDARD CORAIL SIZE 8 JOH. & JOH. # JOLOPL96408,7315.0,61271,,
1836.0,MS-S-003758,STEM FEMORAL CORAIL 2 STAND CMENTLES SIZE 12 J&J# 3L92512,7315.0,58481,,
1893.0,MS-S-004575,STEM  FEMORAL CEMENTLES SIZE 8 J&J #3L92507,7315.0,33175,,
2157.0,MS-S-005760,STEM SP-CL RIGHT SIZE 6 LINK # 177-205/26,7315.0,13180,,
2158.0,MS-S-005770,STEM SP-CL LEFT SIZE 10 LINK # 177-229/26,7315.0,33581,,
2159.0,MS-S-005772,STEM SP-CL LEFT SIZE 12 LINK # 177-231/26,7315.0,13180,,
2234.0,MS-S-007896,STEM OFFSET STANDARD SIZE11 (COLLARLESS). JOH. & JOH. # 3L92511,7315.0,13180,,
2405.0,MS-S-008687,STEM FEMORAL CEMENTLESS COATED 12/14 SIZE 10. JOH. & JOH. # 3L92510,7315.0,34191,,
2550.0,MS-S-009194,"STEM FEMORAL CEMENTLESS 12/14 AMT 135 DEG, JOH. & JOH. # 3L92513",7315.0,59688,,
2551.0,MS-S-009195,STEM HIP SYSTEM CEMENTED FEMORAL SIZE 12 STANDARD NO COLLAR. JOH. & JOH. # L96412,7315.0,34191,64708.0,
2567.0,MS-S-009263,STEM HIP PROSTHESIS SIZE 8 RIGHT. LINK # 177-207/26,7315.0,44267,,
2686.0,MS-S-009565,STEM STANDARD OFFSET COLLARLESS SIZE 15 CORAIL JOH. & JOH. # JOLOP3L92515,7315.0,13180,,
2829.0,MS-S-010555,"STEM FEMORAL CEMENTED SIZE 10 STANDARD NO COLLAR. JOH,JOH #L96410",7315.0,34191,,
283.0,MS-C-001921,CATHETER VASCULAR SUPPORT RUBICON 150CM ALL SIZES BOSTON SCIENTIFIC #H749392390,7277.0,36257,,
,MS-S-000772,STENT CORONARY DRUG ELUTED 2.25X20MM TAXUS#(H749389402022.,7234.262,56284,,
1010.0,MS-N-001414,NAIL PANTA LENGHT 11MM X 180MM. INTEGRA LIFE SCIENCES # 500180,7227.0,44854,,
385.0,MS-C-003785,"CUP HEAD COMBI PF,PE INSERT W/SHOULDER SMALL 28MM. LINK # 182-152/01",7219.0,56642,,
392.0,MS-C-003830,"CUP PF,PE COMBI INSERT W/SHOULDER ,SMALL 28MM. LINK # 182-152/01",7219.0,56642,,
639.0,MS-G-000750,GRAFT MED ILIUM STRIPS 15X30MM. LIFENET # ISP MED,7219.0,35281,,
784.0,MS-I-000636,INSERT CUP COMBI PF W/SHOULDER LARGE HEAD 28MM. LINK # 182-152/04,7219.0,48090,,
577.0,MS-F-000560,FEMORAL ADAPTER NEUTRAL BOLT JOH. & JOH. # 960783,7161.0,59688,,
641.0,MS-G-000771,GRAFT VASCULAR INTERGARD KNITTED STRAIGHT RADIALLY SUPPORTED 8MMX85CM. MARTIN # IGK0008RS45SG,7133.0,35281,,
313.0,MS-C-003378,CUP PINNACLE MULTIHOLE 56MM. JOH. & JOH. # 1217-20-056,7123.0,56642,,
323.0,MS-C-003442,CUP 58MM PINNACLE MULTHIHOLEII . JOH. & JOH. # 121720058,7123.0,56642,,
363.0,MS-C-003656,CUP ACETABULAM TITANIUM CEMENTLESS 50MM. JOH. & JOH. # 121720050,7123.0,56642,,
379.0,MS-C-003758,CUP PINNACLE MULTIHOLE II 58MM JOH. & JOH. # JOLOP121720058,7123.0,56642,,
393.0,MS-C-003848,CUP ACETABULAR SECTOR SHELL II 52MM OD. JOH. & JOH. # 1217-22-052,7123.0,43167,,
409.0,MS-C-003948,"CUP ACETABULAR SHELL SECTOR II 58MM OD. JOH,JOH #1217-22-058",7123.0,56642,,
410.0,MS-C-003949,"CUP ACETABULAR SHELL SECTOR II 56MM OD. JOH,JOH #1217-22-056",7123.0,43167,,
412.0,MS-C-003957,CUP ACETABULAR SHELL MULTI-HOLE II 60MM OD. TAMER #1217-20-060,7123.0,56642,,
287.0,MS-C-001954,CUP ACETABULAR MULTIHOLE 54MM J&J #1217-20-054,6988.0,56642,,
242.0,MS-C-001144,CAPSTONE PEEK 8 X 22MM SOFAMOR DANEK #2990822INT,6930.0,38161,,
308.0,MS-C-002109,CAGE PEEK VBM 10/22MM SOFAMOR DANEK MEDTRONIC # 2991022INT,6930.0,60762,,
310.0,MS-C-002114,CAGE PEEK 10/32MM CAPSTONE MEDTRONIC # 2991032INT,6930.0,61230,61958.0,
357.0,MS-C-003558,CUP VARIO 4MMX28MM. JOH. & JOH. # 1035-43-000,6930.0,56642,,
709.0,MS-H-000560,HEAD BI-POLAR 28MM ID X49MM OD. JOH. & JOH. # 1035-49-000,6930.0,33695,,
713.0,MS-H-000575,HEAD BI -POLAR SELF CENTERING 28MM ID 46MM OD. JOH. & JOH. # 1035-46-000,6930.0,33695,,
717.0,MS-H-000585,HIP SELF CENT RUST 41X28 JOH. & JOH. # JOLOP103541000,6930.0,34191,,
718.0,MS-H-000586,HIP SELF CENT 41X28 RUST JOH. & JOH. # JOLOP103541000,6930.0,34191,,
730.0,MS-H-000623,HEAD BIPOLAR SELF CENTERING 28MM ID 52MM OD.JOH. & JOH.#1035-52-000,6930.0,33695,,
734.0,MS-H-000636,HEAD BI-POLAR SEL CENTERING 28MM ID 53MMOD TAMER #1035-53-000,6930.0,33695,,
757.0,MS-I-000234,IMPLANT CAPSTONE PEEK VBS 12 / 26 MM VERTE-STACK MEDTRONIC # 2991226INT,6930.0,60762,,
1384.0,MS-P-003683,PLATE LOCKING 52 LENGTH CONTROURABLE V.A OSTEONIC#B1B.27020,6930.0,61573,,
1462.0,MS-P-004026,PEEK VBS CAPSTONE VERTE-STACK 10/26MM SOFAMOR DANEK AMICO MEDICAL INSTRUMENT CO. # 2991026INT,6930.0,38161,,
,MS-C-004187,CANCELLOUS SURECHIP 30CC HANS-KOREA #BC30,6900.0,99999,,
200.0,MS-B-001928,"BOLT ADAPTER FEMORAL OFFSET +2/-2 . JOH,JOH #96-0784",6738.0,16077,,
360.0,MS-C-003631,CERAMIC ARTIC DELTA 28MM+1.5 . JOH. & JOH. # 136528310,6738.0,58937,,
376.0,MS-C-003730,CUP CEMENTLESS TITANIUM REVISION IMPLANT OD 56MM L. LINK # 15-8350/50,6738.0,56642,,
494.0,MS-D-001189,"DISTAL AUGMENT PFC SIZE 2 LEFT 4MM . JOH,JOH #96-0820",6738.0,46648,,
1385.0,MS-P-003684,PLATE TIBIA BASE 5 LEFT. SMITH&NEPHEW # 71420168,6738.0,61573,,
1514.0,MS-P-004715,"POSTERIOR CEMTENTED AUGMENT COMBO SIZE 2  8MM. JOH,JOH #96-0828",6738.0,35217,,
1679.0,MS-R-000859,ROD CROSSLINK LARGE  SOFAMOR DANEK . MEDTRONIC #7752537,6738.0,64253,,
2204.0,MS-S-005847,STEM SIZE 1 /123MM STANDAR . LINK # 164-003,6738.0,13180,,
2090.0,MS-S-005326,STAPLER RELIATACK OBSORBABLE MESH FIXATION DEVISE WITH 65° ARTICULATING  COVIDIEN #RELTACK3X10,6618.0,61107,,
564.0,MS-F-000280,FIBER REUSABLE SLIMLINE 200 MICRON LUMENIS # 0644-023-01,6600.0,61474,,
,39112,"SHEATH NEURON MAX  6FR, PENUMBRA # PNML6F088904M",6574.838,63564,,
,MS-O-000086,OXYGENATORAFFINITYTRILLIUMCOATED#95217,6573.285,18133,,
2081.0,MS-S-005269,STAPLER AUTOSUTURE PREMIUM CEEA SIZE 31MM COVEDIEN  #EEAXL31,6490.0,35884,,
2921.0,MS-T-000964,TIBIAL TRAY FIXED BEARING SIZE 5 SIGMA J&J # 1581-50-000,6401.0,58716,,
2931.0,MS-T-001355,TIBIAL TRAY MODULAR SIZE 4 NON-POROUS CEMENTED JOH. & JOH. # 158140000,6401.0,58716,,
2933.0,MS-T-001361,"T-PAL SMALL, HEIGHT 11 MM, PEEK, STERILE JOH. & JOH. # 08.812.011S",6401.0,60762,,
2953.0,MS-T-001498,TIBIA TRAY NON-POROUS CEMENTED SIGMA MODULAR COCR 2.5 JOH. & JOH. # JOLOP158125000,6401.0,58716,,
2957.0,MS-T-001521,TIBIAL TRAY FIXED BEARING MODULAR PLUS SIZE 4  CEMENTED. JOH. & JOH. # 86-0124,6401.0,58716,,
2960.0,MS-T-001561,TIBIAL TRAY MODULAR NON POROUS CEMENTED SIZE 3. JOH. & JOH. # 86-0123,6401.0,58716,,
129.0,MS-B-001227,BONE GRAFT 13MMX13MMX30MM CANCELLOUS MEDTRONIC # T00150INT,6391.0,46543,,
2877.0,MS-T-000644,TIBIAL TRAY FIXED COCR4 DEPUY J&J #1581-40-000,6391.0,32831,,
711.0,MS-H-000567,HEAD RADIAL MODULAR 12MMX24MM. BIOMET # 11-210042,6368.0,33701,,
728.0,MS-H-000614,HEAD RADIAL MODULAR HEIGHT 10MMX20MM. ZIMMER # 11-210022,6368.0,33701,,
729.0,MS-H-000615,"HEAD RADIAL MODULAR 10X24MM , 24MMX12. ZIMMER #11-210041",6368.0,41488,,
732.0,MS-H-000630,HEAD RADIAL MODULAR 10MM HEIGHT X20MM. ZIMMER BIOMET # 11-210022,6368.0,41488,,
739.0,MS-H-000647,HEAD RADIAL MODULAR EXPLOR 10MM HIGHT X 22MM. ZIMMER BIOMET #11-210031,6368.0,33701,,
740.0,MS-H-000660,HEAD RADIAL  MODULAR IMPLANT 14X20MM  ZIMMER BIOMET #11-210024,6368.0,33701,,
1485.0,MS-P-004543,PLATE HUMERUS PROXIMAL LATERAL 3.5X3 HOLES. OSTEONIC  # H3E.35000,6356.0,64673,,
1832.0,MS-S-003731,SENSOR MICRO BASIC KIT F/ICP EXPRESS CODMAN #826631,6355.0,19032,,
1395.0,MS-P-003726,PLATE DISTAL 94MM RADIUS ANGELD VARIABLE. OSTEONIC # B1B.24070,6353.0,61689,,
1396.0,MS-P-003727,PLATE LOCKING DISTAL 44 L ANGELD VARIABLE. OSTEONIC  # B1B.24050,6353.0,61573,,
1452.0,MS-P-003926,PLATE ANGLED DISTAL RADIUS 5 HOLES RIGHT . OSTEONIC # B1B.24060,6353.0,61689,,
1457.0,MS-P-003960,PLATE LOCKING DISTAL 12 HOLES ANGLED . OSTEONIC # B1B.22080,6353.0,61573,,
1450.0,MS-P-003913,"PLATE LATERAL CLAVICLE 103MM LEFT , OSTEONIC  # E1A.35030",6340.0,61573,,
2471.0,MS-S-008932,STEM OFFST STANDARD SIZE 9 (COLLARLESS). JOH. & JOH. # 3L92509,6270.0,13180,,
2472.0,MS-S-008945,STEM FEMORAL CEMENTED SIZE 8 STANDARD NO COLLAR . JOH. & JOH. # L96408,6270.0,34191,,
2500.0,MS-S-009034,STEM STANDARD CEMENTED OFFSET SIZE 9 J&J # 96409,6270.0,13180,,
606.0,MS-G-000311,GRAFT VASCULAR WOVEN 32MM X 30CM MAQUET #175432P,6257.0,35281,,
,MS-I-000587,INCISOR TRUCLEAR DEVICE MEDTRONIC # 72202536,6234.398,46729,,
2813.0,MS-S-010442,SUPRALOOP GYNE SET BIPOLAR 5MM STORZ #26183N,6214.0,60644,,
,MS-P-000232,PUTTY 5CC GRAFTON DBM # C43105,6201.72,47967,,
156.0,MS-B-001707,BONE GRAFT PCANBLOCK CANCELLOUS 20X20X30MM. LIFENET # PCANBLOCK,6160.0,47872,,
205.0,MS-C-000592,CAGE STAND ALONE 16X14X7MM SOFAMOR #4210764,6160.0,60762,,
364.0,MS-C-003662,CUP ACETABULAR SELF CENT 47X28 J&J # 103547000,6160.0,56642,,
661.0,MS-H-000251,HEAD BIPOLAR HIP CENT. SELF 42 X 28MM J&J $# 103542000,6160.0,33695,,
667.0,MS-H-000333,HEAD 28MMX45MM BI-POLAR SELF CENTERING J&J # 1035-45-000,6160.0,33175,,
749.0,MS-I-000165,IMPLANT STAND ALONE 2HOLE INTERBODY DEVICE 6MMX16MMX14MM# 4210664,6160.0,60762,,
2911.0,MS-T-000918,TRANSMITTER KIT  PLATINUM F/ GLUCOSE MONITORING DEVICE DEXCOM #G4TRAN,6160.0,61912,,
361.0,MS-C-003638,CUP ACETABULAR MULTI-HOLE 48MM . JOH. & JOH. # 1217-20-048,6105.0,56642,,
1374.0,MS-P-003655,PLEATE LOCKING 7 HOLE CURVED.OSTEONIC#J3E.28010,6064.0,45041,,
,MS-P-001838,"PLATE LCP-PLT 5HOLE 4.5/5.0 ,LEFT,5HOLES,LENGTH 140MM #222.221",6051.024,61573,,
2905.0,MS-T-000895,TIP STRAIGHT EXTENDED STD CUSA 36KHZ & FLUE INTEGRA # C4613S,6016.0,No codes,,
,MS-L-00875,LIGASURE OPEN SEALER/DIVIDER SMALL JAW 16.5MMx19CM CURVED COVIDIEN #LF1212,6000.0,32138-01-00,,
1150.0,MS-N-001579,NAIL TROCHANTRIC 11 X 360MM CHM #3.5763.360 CHM # 3.5763.360,5974.0,56643,,
1157.0,MS-N-001659,"NAIL FEMORAL TFNA 12MM,LEFT ,130, L 400MM  TIMO15 SYNTHES #04.037.261S",5974.0,33187,,
676.0,MS-H-000485,HEAD BI-POLAR SELF CENTERING 28MM X 40MM JOH. & JOH. # 1035-40-000,5940.0,33695,,
678.0,MS-H-000518,HEAD 28MM X 54MM BI-POLAR SELF CENTERING. JOH. & JOH. # 1035-54-000,5940.0,33746,58798.0,58772.0
710.0,MS-H-000566,HEAD BI-POLAR 28MM ID 50MM OD. JOH. & JOH. # 1035-50-000,5940.0,33695,,
712.0,MS-H-000570,HEAD BI-POLAR 28MM ID 44MM OD. JOH. & JOH. # 1035-44-000,5940.0,33695,,
1220.0,MS-P-001845,PLATE LCP 2.7 / 3.5  X 94MM  5 HOLE S/S SYNTHES # 02.112.013,5918.0,61573,,
2815.0,MS-S-010444,SUPRALOOP GYNE SET UNIPOLAR 5MM STORZ#26183M,5897.0,60644,,
1821.0,MS-S-003493,"STAPLER EEA 28MM, COVIDIEN#EEA28",5872.0,35884,,
224.0,MS-C-000974,CAGE PEEK 12X26MM MEDTRONIC #2991226INT,5775.0,60762,,
236.0,MS-C-001033,CAPSTONE PEEK INT 10x26MM MEDTRONIC# 2991026INT,5775.0,38161,,
388.0,MS-C-003811,CONNECTOR TRANSVERSE CROSS 50-60MM. NUVASIVE # 7243050,5775.0,60538,,
670.0,MS-H-000339,"HIP STEM NETUTRAL 2,L-130 LINK # 164-004",5775.0,61271,,
677.0,MS-H-000502,HEAD FEMORAL METAL 36MM X-2 /12/14TAPER JOH. & JOH. # 1365-50-000,5775.0,33175,,
826.0,MS-L-000170,LIGASURE IMPACT 14° CURVED JAW COVIDIEN #LF4318,5775.0,43387,,
835.0,MS-L-000684,LUMBAR CAGE PEEK CAPSTONE VERTE-STACK 14/26MM.MEDTRONIC #2991426INT,5775.0,38161,,
1271.0,MS-P-002514,"PATCH DURA SUBSTITUTE 2X2"" DUREPAIR MEDTRONIC # 61100",5775.0,32327,,
1474.0,MS-P-004070,PLATE HUMERUS DISTAL MEDIAL LEFT OSTEONIC # H1E.35030 OSTEONIC  # H1E.35030,5775.0,64673,,
1475.0,MS-P-004071,PLATE HUMERUS DISTAL LATERAL LEFT OSTEONIC # H1E.35110 OSTEONIC  # H1E.35110,5775.0,64673,,
1818.0,MS-S-003410,STAPLER CIRCULAR  31MM  DISPOSABLE COVIDIEN #EEA31,5775.0,35884,,
1921.0,MS-S-004757,"STEM HIP UNCEMENTED STANDARD SIZE 01,H128 #164-001",5775.0,33581,,
2074.0,MS-S-005244,STEM SIZE 0 STANDARD UNCEMENTED LINK # 164-002,5775.0,13180,,
2360.0,MS-S-008574,SYRINGE 3ML VELOX PREFILLED . INNO TERE BIOMATERIAL # 111VXE,5775.0,37589,,
2706.0,MS-S-009629,STEM FLUTED UNIVERSAL 75MMX16MM. JOH. & JOH. # 86-7416,5775.0,13180,,
2856.0,MS-S-010701,"STEM FLUTED UNIVERAL 75MM X 10MM JOH,JOH #86-7410",5775.0,13180,,
2857.0,MS-S-010709,"STEM FLUTED UNIVERAL 115MM X 14MM JOH,JOH #86-7428",5775.0,43390,,
2934.0,MS-T-001391,TIBIAL TRAY SIZE 4 LEFT GENESIS II CEMENTED SMITH&NEPHEW # 171420166,5775.0,58716,,
2935.0,MS-T-001392,TIBIAL INSERT SIZE 3-4X9MM POSTERIOR STABILZER SMITH&NEPHEW # 171420816,5775.0,46585,,
2936.0,MS-T-001393,TIBIAL TRAY SIZE 4 RIGHT GENESIS II  CEMENTED SMITH&NEPHEW # 171420184,5775.0,58716,,
2937.0,MS-T-001394,TIBIAL INSERT SIZE 3-4 LEGION CON ART INS 9MM SMITH&NEPHEW # 171420523,5775.0,46585,,
2982.0,MS-U-000094,UNIVERSAL STEM 74X14MM FLUTED JOH. & JOH. # 867414,5775.0,37255,,
1305.0,MS-P-002616,PLATE TITANIUM  IXOS P2 NARROW PALMAR L43 LT MARTIEN # 26-912-11-09,5750.0,61573,,
1355.0,MS-P-003596,"P2,WIDE PALMAR ,L43/RIGHT/TITANIUM MARTIN # 26-912-12",5750.0,61689,,
,19092,CATHETER INTRA AORTIC BALLOON 7.5/8FR 40CC DATASCOPE #0684-00-0480-01/IAB-04840U.,5739.034,99999,,
638.0,MS-G-000746,GRAFT VASCULAR FILIXENE GRADUATED WALL PTEF W/ DOUBLE SLIDER GDS 4-6MMX45CM. MAQUET # 25137,5711.0,35281,,
605.0,MS-G-000302,GRAFT STRAIGHT INTERGARD WOVEN SIZE 32MM X 60CM MAQUET # IGW0032-60,5685.0,35281,,
799.0,MS-K-000128,KIT STIMULAN 5CC W/PASTE BIOCOMPOSITES #600-005,5679.0,47967,,
1161.0,MS-O-000120,"OSTEOCHONDRAL AUTOGRAFT  TRANSFER  SYSTEM  SIZE 8 MM , ARTHREX  #AR-1981-08S",5679.0,64189,,
1164.0,MS-O-000200,"OATS SET 6MM STERILE PACKED,SU AMICO MEDICAL INSTRUMENT CO. # AR-1981-06S",5679.0,46119,,
,MS-T-000280,TROCAR ENDOPATH XCEL DIL TIP PAK J&J # K12LT,5633.712,47457,,
1347.0,MS-P-003271,"PATE CHS 140 DEG 4 SLOTS,51MM LENGTH PED. SMITH&NEPHEW # 71123252",5621.0,46647,,
1828.0,MS-S-003696,STENT BALLOON EXPANDABLE DYNAMIC RENAL BIOTRONIC ALL SIZES,5583.0,62965,,
2981.0,MS-U-000040,URETROSCOPE FLEXIBLE PLASTIC DISP. 650 MM PUSEN MEDICAL # PU3022A,5583.0,36654,,
621.0,MS-G-000387,GRAFT VASCULAR K DV STRAIGHT 8MM X 60CM . B.BRAUN # 1104080,5564.0,35281,,
808.0,MS-K-000168,KIT MASTER F/ HIP ARTHROSCOPY W/ BLADES DISPOSABLE ARTHREX # AR-6526S,5544.0,44093,,
1482.0,MS-P-004239,PLATE STRAIGHT 20 HOLE. OSTEONIC  # OST208M20,5544.0,61573,,
1839.0,MS-S-003820,STENT ALEX B.D.P DRUG ELUTING ALL SIZES,5528.0,52740,,
,MS-P-004548,PLATE TIBIAL RIGHT OPENNING F/ACL REPLACEMENT-TI IMPLANTCAST No. ALTDP1-ST,5520.0,99999,,
244.0,MS-C-001150,CATHETER  IVUS EAGLE EYE VOLCANO #85900PST,5500.0,48098,,
1879.0,MS-S-004490,STENT COBRA  ALL SIZE CELONOVA #1700125012,5487.0,53616,,
2559.0,MS-S-009230,SNARE ENDOVASCULAR SYSTEM#MERITEN2006020 MERIT # EN2006020,5487.0,17927,,
2939.0,MS-T-001396,TRAY TIBIA NON POROUS CEMENTED 2.5 . JOH. & JOH. # 86-0127,5487.0,58716,,
2945.0,MS-T-001434,TIBIA TRAY NON-POROUS SIGMA MODULAR COCR CEMENTED 1.5 . JOH. & JOH. # 1581-15-000,5487.0,58716,,
1341.0,MS-P-002667,PLATE DISTAL 24MM W RADIUS LIP R VARIABLE ANGLED.OSTEONIC#B1B.24040,5445.0,46649,,
1399.0,MS-P-003737,PLATE LOCKING ATTACHMENT 3.5X8 HOLE PROXI-FEMPLR  . SYNTHES # 02.120.604,5445.0,61573,,
1426.0,MS-P-003798,PLATE LOCKING 28X95 L DISTAL RADIUS ANGELD VARIABLE. OSTEONIC # B1B.28090,5445.0,61573,,
1351.0,MS-P-003295,PLATE LOCKING 7 HOLE DISTAL MEDIAL HUMOROUS OSTEONIC#H1E.35050,5390.0,46649,,
168.0,MS-B-001771,"BONE GRAFT ACCELL CONNEXUS,5CC Sea spine # 02-3000-050",5387.0,43999,,
321.0,MS-C-003414,CROSSLINK 5.5 TI 39-45MM L.P. MEDTRONIC # 8115539,5371.0,64253,,
