SER,PACKAGE CODE ,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,Admission Days (LOS),Unnamed: 7,SNC GROSS PRICE FOR ALL CLASSES 10% decrease
175.0,2013018.0,GENERAL SURG.,MAJOR SURG,LIVER ABSCESS/OPERATIVE DRAINAGE, خراج الكبد وتفريغه,0,2,11088.0
176.0,2013019.0,GENERAL SURG.,MAJOR SURG,PARTIAL GASTRECTOMY, استئصال المعدة الجزئى,0,2,11088.0
177.0,2013020.0,GENERAL SURG.,MAJOR SURG,PARTIAL THYROIDECTOMY (SUB-TOTAL), استئصال جزئى (تحت التام) للغدة الدرقية,0,2,9504.0
178.0,2013021.0,GENERAL SURG.,MAJOR SURG,PEG TUBE INSERTION OR EXCHANGE,تركيب او ازالة انبوب تغذية معدي,0,2,9504.0
179.0,2013022.0,GENERAL SURG.,MAJOR SURG,RADICAL MASTECTOMY WITH REMOVAL OF NODES, استئصال الثدى الجذرى مع العقد اللمفاوية,0,2,9504.0
180.0,2013023.0,GENERAL SURG.,MAJOR SURG,RECURRENT HERNIA, اصلاح الفتق الناكس ( المتكرر ),0,2,11088.0
181.0,2013024.0,GENERAL SURG.,MAJOR SURG,REPAIR OF GASTRIC / INTESTINAL PERFORATION , اصلاح الانثقاب المعوى / المعدى,0,2,11088.0
182.0,2013025.0,GENERAL SURG.,MAJOR SURG,REPAIR OF THE BOWEL, اصلاح اذية رضية بالامعاء,0,2,11088.0
183.0,2013026.0,GENERAL SURG.,MAJOR SURG,SPLENECTOMY, استئصال الطحال,0,2,11088.0
184.0,2013027.0,GENERAL SURG.,MAJOR SURG,SURGICAL REVISION OF FISTULA,  فتح جراحي للوصله / إعادة تصنيع للوصله الشريانية الوريدية ,0,1,6729.0
185.0,2013028.0,GENERAL SURG.,MAJOR SURG,THERAPEUTIC ERCP + LITHOTRIPSY WITH STENT, منظار قنوات مرارية علاجي + مع توسيع القنوات المرارية بالدعامة,0,1,7920.0
186.0,2013029.0,GENERAL SURG.,MAJOR SURG,THERAPEUTIC ERCP + LITHOTRIPSY WITHOUT STENT, منظار قنوات مرارية  علاجي + توسيع القنوات المرارية بدون دعامة,0,1,7524.0
187.0,2013030.0,GENERAL SURG.,MAJOR SURG,"TRENDLENBERG OPERATION, STRIPPING OF LSV & MULTIPLE LIGATION OF PERFORATES (UNILATERAL)", عملية استئصال دوالي بالساقين,0,2,9504.0
188.0,2013031.0,GENERAL SURG.,MAJOR SURG,UNILATERAL HERNIA REPAIR,اصلاح فتق اربى / جانب واحد,0,1,6008.0
189.0,2013032.0,GENERAL SURG.,MAJOR SURG,VAGOTOMY WITH/WITHOUT GASTROENTEROSTOMY, خزع العصبين المبهمين مع مفاغرة معدية صائمة,0,2,11088.0
190.0,2014001.0,GENERAL SURG.,FINE MAJOR SURG,ADRENALECTOMY - BILATERAL,استئصال الغدة الكظرية ( ثنائي الجانب ),0,3,36526.0
191.0,2014002.0,GENERAL SURG.,FINE MAJOR SURG,ADRENALECTOMY - PARTIAL,استئصال الغدة الكظرية ( جزئي ),0,3,29160.0
192.0,2014003.0,GENERAL SURG.,FINE MAJOR SURG,ADRENALECTOMY LAPARASCOPIC ,اسئصال غدة كظرية بالمنظار,0,3,21038.0
193.0,2014004.0,GENERAL SURG.,FINE MAJOR SURG,ASSISTED EXTENDED HEMICOLECTOMY LAPARASCOPIC ,استئصال جزئى للقولون بالمنظار,0,3,26811.0
194.0,2014005.0,GENERAL SURG.,FINE MAJOR SURG,BRANCHING ANAL FISTULA AND HIGH ANAL FISTULA, عمليات البواسير الشرجة العالية المتشبعة,0,2,7570.0
195.0,2014006.0,GENERAL SURG.,FINE MAJOR SURG,CBD EXPLORATION + LAPARASCOPY CHOLECYSTECTOMY LAPARASCOPIC ,استكشاف القناة المرارية بالمنظار مع استئصال المرارة,0,2,17672.0
196.0,2014007.0,GENERAL SURG.,FINE MAJOR SURG,DIVISIONS OF ADHESIONS LAPRASCOPIC ,فك الالتصاقات بالمنظار,0,2,20655.0
197.0,2014008.0,GENERAL SURG.,FINE MAJOR SURG,EMBOLECTOMY,استخراج الخثرة الوعائية,0,2,17108.0
198.0,2014009.0,GENERAL SURG.,FINE MAJOR SURG,END COLOSTOMY LAPARASCOPIC ,اجراء كولوستومي نهائي بالمظار,0,2,11880.0
199.0,2014010.0,GENERAL SURG.,FINE MAJOR SURG,GASTRIC BY PASS LAPARASCOPIIC ,اختراق معدى بالمنظار,0,2,25245.0
200.0,2014011.0,GENERAL SURG.,FINE MAJOR SURG,HERNIA + MESH LAPARASCOPIC ,اصلاح فتاق متشابك,0,2,16632.0
201.0,2014012.0,GENERAL SURG.,FINE MAJOR SURG,HERNIA LAPARASCOPIC ,اصلاح فتاق بالمنظار,0,2,14799.0
202.0,2014013.0,GENERAL SURG.,FINE MAJOR SURG,HERNIA REPAIR BILATERAL LAPARASCOPIC ,اصلاح فتاق ثنائى بالمنظار,0,2,20770.0
203.0,2014014.0,GENERAL SURG.,FINE MAJOR SURG,HIATUS HERNIA LAPRASCOPIC ,اصلاح فتق حجابي بالتنظير,0,2,23868.0
204.0,2014015.0,GENERAL SURG.,FINE MAJOR SURG,HIATUS HERNIA SURGICAL, اصلاح فتق بالحجاب الحاجز,0,2,14094.0
205.0,2014016.0,GENERAL SURG.,FINE MAJOR SURG,INTESTINAL RESECTION AND ANASTOMOSIS LAPARASCOPIC ,أسثئصال وتوصيل الأمعاء بالمنظار,0,2,16632.0
206.0,2014017.0,GENERAL SURG.,FINE MAJOR SURG,INTRAGASTRIC BALLON DEFLATS SERVICES,إزالة بالونة المعدة,0,D/C,2484.0
207.0,2014018.0,GENERAL SURG.,FINE MAJOR SURG,INTRAGASTRIC BALLOON, وضع بالون داخلي بالمعدة,0,1,14094.0
208.0,2014019.0,GENERAL SURG.,FINE MAJOR SURG,LEFT HEMICOLECTOMY, استئصال القولون الايسر,0,3,17108.0
209.0,2014020.0,GENERAL SURG.,FINE MAJOR SURG,LICHTENSTEIN REPAIR (HERNOPLASTY + MESH), اصلاح الفتق مع مع استخدام دعامة ميش,0,2,11405.0
210.0,2014021.0,GENERAL SURG.,FINE MAJOR SURG,MESENTRIC LYMPH NODE BIOPSY LAPARASCOPIC,خزعة بالمنظار مسار العقدة الليمفاوية ,0,2,14290.0
211.0,2014022.0,GENERAL SURG.,FINE MAJOR SURG,NISSEN FUNDOPLICATION LAPARASCOPIC ,عملية نايسن لإصلاح الإرتجاع المعدي بالمنظار,0,3,17424.0
212.0,2014023.0,GENERAL SURG.,FINE MAJOR SURG,OVARIAN CYSTECTOMY LAPARASCOPIC ,استئصال كيسة مبيض بالمنظار,0,1,8792.0
213.0,2014024.0,GENERAL SURG.,FINE MAJOR SURG,PARATHYROIDECTOMY,استئصال الغدة جارات الـدرق,0,3,34604.0
214.0,2014025.0,GENERAL SURG.,FINE MAJOR SURG,PARATHYROIDECTOMY (TOTAL/PARTIAL), استئصال الغدة الدرقية التام,0,2,11999.0
215.0,2014026.0,GENERAL SURG.,FINE MAJOR SURG,PAROTIDECTOMY, استئصال الغدة النكافية,0,2,16157.0
216.0,2014027.0,GENERAL SURG.,FINE MAJOR SURG,PERFURATED DUODENAL ULCER LAPRASCOPIC REPAIR ,رتق ثقب بالامعاء الاثنى عشر بالمنظار,0,3,19049.0
217.0,2014028.0,GENERAL SURG.,FINE MAJOR SURG,PILONIDAL SINUS AND RECONSTRUCTION FLAP, استئصال الناسور العصعصى مع تغطية جلدية,0,2,11405.0
218.0,2014029.0,GENERAL SURG.,FINE MAJOR SURG,RADICAL SURGERY FOR ORAL MALIGNANCY (CANCER TONGUE/LIP), الجراحة الجذرية لسرطان ( الشفة / اللسان / الفم ),0,2,16157.0
219.0,2014030.0,GENERAL SURG.,FINE MAJOR SURG,REPAIR OF EPIGASTRIC HERNIA BILATERAL LAPARASCOPIC ,إصلاح فتق بجدار البطن ناحيتين,0,2,17345.0
220.0,2014031.0,GENERAL SURG.,FINE MAJOR SURG,REPAIR OF EPIGASTRIC HERNIA LAPARASCOPIC ,إصلاح فتق بجدار البطن بالمنظار,0,2,11880.0
221.0,2014032.0,GENERAL SURG.,FINE MAJOR SURG,REPAIR OF INCISIONAL HERNIA LAPARASCOPIC ,اصلاح فتاق تثلمى بالمناظير,0,2,19049.0
222.0,2014033.0,GENERAL SURG.,FINE MAJOR SURG,REPAIR OF PARAUMBILICAL HERNIA LAPRASCOPIC ,اصلاح فتاق بجانب السرة بالمنظار,0,2,19049.0
223.0,2014034.0,GENERAL SURG.,FINE MAJOR SURG,RESCTION OF DIVERTICULAM LAPARASCOPIC ,أسثئصال نتوء معوي ,0,3,16632.0
224.0,2014035.0,GENERAL SURG.,FINE MAJOR SURG,RIGHT HEMICOLECTOMY, استئصال القولون الايمن,0,3,16157.0
225.0,2014036.0,GENERAL SURG.,FINE MAJOR SURG,SILS APPENDECTOMY,أستئصال الزائده بالمنظار بفتحه واحده,0,1,9504.0
226.0,2014037.0,GENERAL SURG.,FINE MAJOR SURG,SILS CHOLECYSTECTOMY,أسئصال المراره بفتحه واحده,0,1,14094.0
227.0,2014038.0,GENERAL SURG.,FINE MAJOR SURG,SILS TAPP (HERNIOPLASTY),اصلاح فتق اربي بفتحه واحده,0,1,15840.0
228.0,2014039.0,GENERAL SURG.,FINE MAJOR SURG,SILS VARICOCELECTOMY,أسئصال دوالي بالحبل المنوي بفتحه واحده,0,1,8712.0
229.0,2014040.0,GENERAL SURG.,FINE MAJOR SURG,SPLENECTOMY LAPARASCOPIC ,استئصال الطحال بالمنظار,0,3,25245.0
230.0,2014041.0,GENERAL SURG.,FINE MAJOR SURG,STRANGULATED HERNIA + RESECTION ANASTOMOSIS BOWEL, اصلاح الفتق المختنق ( بتر + مفاغرة معوية ),0,2,13625.0
231.0,2014042.0,GENERAL SURG.,FINE MAJOR SURG,STRANGULATED HERNIA W/O RESECTION ANASTOMOSIS, اصلاح الفتق المختنق ( بدون بتر ومفاغرة معوية ),0,2,11999.0
232.0,2014043.0,GENERAL SURG.,FINE MAJOR SURG,SUBFASCIAL ENDOSCOPIC PERFORATED STAPLING LAPARASCOPIC ,علاج انثقاب حشوي ناتج عن ربط بالمنظار,0,2,10455.0
233.0,2014044.0,GENERAL SURG.,FINE MAJOR SURG,SURGERY OF INTESTINAL CANCER, عمليات الاورام الخبيثة بالامعاء,0,3,18131.0
234.0,2014045.0,GENERAL SURG.,FINE MAJOR SURG,THYROIDECTOMY (TOTAL), استئصال الغدة الدرقية التام,0,2,13067.0
235.0,2014046.0,GENERAL SURG.,FINE MAJOR SURG,TOTAL PELVIC EXACENTRATION, استئصال جذرى لمحتويات الحوض كاملة,0,3,27216.0
236.0,2014047.0,GENERAL SURG.,FINE MAJOR SURG,TOTAL/PARTIAL PANCREATECTOMY  (WHIPPLE PROCEDURE), استئصال كلي / جزئى للبنكرياس,0,3,22491.0
237.0,2014048.0,GENERAL SURG.,FINE MAJOR SURG,"TRENDLENBERG OPERATION, STRIPPING OF LSV & MULTIPLE LIGATION OF PERFORATES (BIILATERAL)", أستئصال دوالي بالساقين جراحياً,0,3,16632.0
238.0,2014049.0,GENERAL SURG.,FINE MAJOR SURG,VARICOCELECTOMY LAPARASCOPIC ,استئصال دوالى الحبل المنوي بالمنظار,0,1,8792.0
239.0,2014050.0,GENERAL SURG.,FINE MAJOR SURG,VENTRAL HERNIA LAPRASCOPIC  REPAIR ,اصلاح فتاق بطنى بالمنظار,0,2,19049.0
241.0,2015001.0,GENERAL SURG.,COLORECTAL SURG,ABDOMINAL PROCTOPEXY WITH RESECTION,تثبيت المستقيم مع استئصال قولون جزئي,0,2,15840.0
242.0,2015002.0,GENERAL SURG.,COLORECTAL SURG,ABDOMINAL PROCTOPEXY WITHOUT RESECTION,تثبيت المستقيم من غير استئصال,0,2,11880.0
243.0,2015003.0,GENERAL SURG.,COLORECTAL SURG,ABDOMINOPERINEAL RESECTION OF THE RECTUM,استئصال شرجي بطني للمستقيم,0,2,36045.0
244.0,2015004.0,GENERAL SURG.,COLORECTAL SURG,ANAL FISTULOTOMY / FISTULECTOMY (COMPLEX),اسئصال ناسور شرجي معقد,0,1,7920.0
245.0,2015005.0,GENERAL SURG.,COLORECTAL SURG,ANAL SPHENCTER REPAIR FOR FECAL INCONTINENCE,تصليح العضلة الشرجية لعدم التحكم,0,1,11880.0
246.0,2015006.0,GENERAL SURG.,COLORECTAL SURG,ANOPLASTY,تصليح الشرج,0,1,3645.0
247.0,2015007.0,GENERAL SURG.,COLORECTAL SURG,ANORECTAL AGENESIS WITH OR WITHOUT FISTULA/CLOACAL MALFORMATIONS,خلل في الشرج مع أو بدون تشوهات الناسور / المشقوقة,0,2,10890.0
248.0,2015008.0,GENERAL SURG.,COLORECTAL SURG,ANTERIOR RESECTION OF BOWEL / RECTUM, استئصال الجزء الامامى من المستقيم,0,4,45657.0
249.0,2015009.0,GENERAL SURG.,COLORECTAL SURG,ANTERIOR RESECTION OF THE RECTUM WITH / WOUT TEMPORARY STOMA,استئصال امامي للمستقيم مع فغر مؤقت,0,4,38048.0
250.0,2015010.0,GENERAL SURG.,COLORECTAL SURG,BOWEL RESCETION FOR COMLICATED DIVERTICULOSIS,إزالة الأمعاء لداء الرتوج,0,4,29160.0
251.0,2015011.0,GENERAL SURG.,COLORECTAL SURG,CECECTOMY,استئصال الأعور,0,2,9504.0
252.0,2015012.0,GENERAL SURG.,COLORECTAL SURG,CECOSTOMY,فغر الأعور,0,2,9504.0
253.0,2015013.0,GENERAL SURG.,COLORECTAL SURG,CLOSURE OF LARGE INTESTINAL,غلق فغر قولون,0,2,11880.0
254.0,2015014.0,GENERAL SURG.,COLORECTAL SURG,CLOSURE OF SMALL INTESTINAL STOMA,غلق فغر أمعاء دقيقه,0,2,7920.0
255.0,2015015.0,GENERAL SURG.,COLORECTAL SURG,COLOSTOMY,فغر قولون,0,1,9504.0
256.0,2015016.0,GENERAL SURG.,COLORECTAL SURG,COLOVAGINAL FISTULA REPAIR,تصليح ناسور القولون المهبلي,0,2,19125.0
257.0,2015017.0,GENERAL SURG.,COLORECTAL SURG,DUODENAL OBSTRUCTION REPAIR / NEONATAL,إصلاح انسداد الاثني عشر / حديثي الولادة,1,2,19508.0
258.0,2015018.0,GENERAL SURG.,COLORECTAL SURG,EXCISION OF THROMBOTIC HEMORRHOID,فغر عضلة الفتحي البلعومي بالمنظار,0,1,3848.0
259.0,2015019.0,GENERAL SURG.,COLORECTAL SURG,FLAP CLOSURE OF POSITERIOR ANAL FISSURE,رتق لشق العضلة الشرجية,0,1,5607.0
260.0,2015020.0,GENERAL SURG.,COLORECTAL SURG,GASTRECTOMY / LAPAROSCOPIC / COMPLICATED,استئصال المعدة / بالمنظار / معقد,0,3,35244.0
261.0,2015021.0,GENERAL SURG.,COLORECTAL SURG,GASTRECTOMY / SUBTOTAL-PARTIAL  / LAPAROSCOPIC / COMPLICATED,استئصال المعدة / المجموع الفرعي / التنظير / المعقد,0,3,29160.0
262.0,2015022.0,GENERAL SURG.,COLORECTAL SURG,ILEO CECAL RESECTION,استئصال الأعور مع جزء من الأمعاء الدقيقه,0,2,15840.0
263.0,2015023.0,GENERAL SURG.,COLORECTAL SURG,ILEO-ANAL POUCH CREATION / LAPAROSCOPIC / COMPLICATED,إنشاء الحقيبة للمصران لجهة الشرج / بالمنظار / معقدة,0,3,35244.0
264.0,2015024.0,GENERAL SURG.,COLORECTAL SURG,ILEOSTOMY,فغر أمعاء دقيقه,0,1,7920.0
265.0,2015025.0,GENERAL SURG.,COLORECTAL SURG,INCISION OF PERIANAL ABSCESS (COMPLICATED & HIGH),شق خراج شرجي معقد,0,1,5607.0
266.0,2015026.0,GENERAL SURG.,COLORECTAL SURG,INCISION OF PERIANAL ABSCESS (LOW) SIMPLE,شق خراج شرجي بسيط,0,1,3848.0
267.0,2015027.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC ABDOMINAL EXPLORATION,منظار استكشافي للبطن,0,1,7920.0
268.0,2015028.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC COLOSTOMY,فغر قولون بالمنظار,0,2,11880.0
269.0,2015029.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC ILEO CECAL RESECTION,استئصال الأعور مع جزء من الأمعاء الدقيقه بالمنظار,0,2,19125.0
270.0,2015030.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC ILEOSTOMY,فغر أمعاء دقيقه بالمنظار,0,2,11880.0
271.0,2015031.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC LEFT HEMI COLECTOMY,استئصال نصف القولون الأيسر منظار البطن,0,2,22950.0
272.0,2015032.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC MULITPLE SEGMENTAL RESECTION OF SMALL INTESTINE,استئصال جزئي متعدد للأمعاء الدقيقة بالمنظار,0,2,19125.0
273.0,2015033.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC PROCTOPEXY WITH RESECTION,تثبيت المستقيم مع استئصال قولون جزئي بالمنظار,0,2,19125.0
274.0,2015034.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC PROCTOPEXY WITHOUT RESECTION,تثبيت المستقيم من غير استئصال بالمنظار,0,2,15840.0
275.0,2015035.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC RIGHT HEMI COLECTOMY,استئصال نصف  القولون الأيمن بالمنظار,0,2,19125.0
276.0,2015036.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC SIGMOID COLON RESECTION,استئصال القولون السيني بالمنظار,0,2,19125.0
277.0,2015037.0,GENERAL SURG.,COLORECTAL SURG,LAPARASCOPIC SMALL TO SMALL INTESTINAL ANASTOMOSIS,عمل تحويل للأمعاء الدقيقه بالمنظار,0,2,15840.0
278.0,2015038.0,GENERAL SURG.,COLORECTAL SURG,LEFT LATERAL ANAL SPHINCTEROTOMY,قطع جانبي للعضلة الشرجية,0,1,4860.0
279.0,2015039.0,GENERAL SURG.,COLORECTAL SURG,LIGATION OF HEMORRHOID,ربط البواسير,0,0,1692.0
280.0,2015040.0,GENERAL SURG.,COLORECTAL SURG,MULTIPLE SEGMENTAL RESECTION OF (INTESTINE) SMALL BOWEL,استئصال جزئي متعدد للأمعاء الدقيقة,0,2,15840.0
281.0,2015041.0,GENERAL SURG.,COLORECTAL SURG,NEONATAL ESOPHAGIAL ATRESIA/FISTULA,رتق المريء الوليدي / ناسور,0,2,12276.0
282.0,2015042.0,GENERAL SURG.,COLORECTAL SURG,NEONATAL INTESTINAL OBSTRUCTION (INTESTINAL ATRESIA),انسداد الأمعاء الوليدية (رتق الأمعاء),0,2,19508.0
283.0,2015043.0,GENERAL SURG.,COLORECTAL SURG,OMENTECTOMY,قطع الثرب,0,2,12254.0
284.0,2015044.0,GENERAL SURG.,COLORECTAL SURG,OMPHALOCELE REPAIR - MINOR ,إصلاح قيلة سرية - قاصر,0,2,12276.0
285.0,2015045.0,GENERAL SURG.,COLORECTAL SURG,OMPHALOCELE REPAIR MAJOR,إصلاح قيلة سرية الرئيسية,0,3,28350.0
286.0,2015046.0,GENERAL SURG.,COLORECTAL SURG,PILONIDAL SINSUS EXCISION WITH CLOSURE,استئصال ناسور عصعصي مع الأغلاق,0,1,6408.0
287.0,2015047.0,GENERAL SURG.,COLORECTAL SURG,PROCTO COLECTOMY & ILEAL POUCH ANAL ANASTOMOSIS,استئصال كامل للمستقيم والقولون وعمل مستقيم من الأمعاء الدقيقه وفغر مؤقت,0,4,40050.0
288.0,2015048.0,GENERAL SURG.,COLORECTAL SURG,PROCTOCOLECTOMY /  / LAPAROSCOPIC / COMPLICATED,استئصال المستقيم / التنظير / المعقد,0,4,29160.0
289.0,2015049.0,GENERAL SURG.,COLORECTAL SURG,RADICAL RESECTION AND RE-ANASTOMOSIS OF COLON CANCER,استئصال جذري وإعادة مفاغرة من سرطان القولون,0,4,37647.0
290.0,2015050.0,GENERAL SURG.,COLORECTAL SURG,RECTAL MUCOSECTOMY FOR RECTAL PROLAPSE,استئصال غشاء المستقيم,0,2,11880.0
291.0,2015051.0,GENERAL SURG.,COLORECTAL SURG,REPAIR OF ANAL SPHENECTER STENOSIS WITH FLAP,توسعة فتحة الشرج مع رقعه,0,2,11880.0
292.0,2015052.0,GENERAL SURG.,COLORECTAL SURG,REPAIR OF PARASTOMAL HERNIA,تصليح فتق حول مفاعرة,0,2,11880.0
293.0,2015053.0,GENERAL SURG.,COLORECTAL SURG,RESECTION OF TRANSVERSE COLON,استئصال جزئي للقولون المستعرض,0,3,19125.0
294.0,2015054.0,GENERAL SURG.,COLORECTAL SURG,RIGHT HEMI COLECTOMY,استئصال نصف القولون الأيمن,0,2,15840.0
295.0,2015055.0,GENERAL SURG.,COLORECTAL SURG,SIGMOID COLON RESECTION,استئصال نصف القولون السيني,0,2,15840.0
296.0,2015056.0,GENERAL SURG.,COLORECTAL SURG,SIMPLE ANAL FISTULOTOMY,اسئصال ناسور شرجي بسيط,0,1,5607.0
297.0,2015057.0,GENERAL SURG.,COLORECTAL SURG,SMALL TO SMALL INTESTINAL ANASTOMOSIS,عمل تحوير للأمعاء الدقيقه,0,2,11880.0
298.0,2015058.0,GENERAL SURG.,COLORECTAL SURG,TOTAL COLECTOMY,استئصال القولون ,0,3,25875.0
299.0,2015059.0,GENERAL SURG.,COLORECTAL SURG,TOTAL COLON RESECTION,استئصال القولون الكلي,0,3,32400.0
300.0,2015060.0,GENERAL SURG.,COLORECTAL SURG,ULTRA LOW ANTERIOR BOWEL RESECTION / LAPAROSCOPIC / COMPLICATED, استئصال الأمعاء الأمامية منخفضة جدا / بالمنظار / معقدة,0,4,35244.0
301.0,2016001.0,GENERAL SURG.,BARIATRIC SURG,BARIATRIC REVISION,أعادة عملية بدانة,0,1,3348.0
302.0,2016002.0,GENERAL SURG.,BARIATRIC SURG,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE ,تحوير مجرى العصارة والبنكرياس,0,3,33642.0
303.0,2016003.0,GENERAL SURG.,BARIATRIC SURG,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH BAND REMOVAL,تحوير مجرى العصارة والبنكرياس مع ازالة الحزام,0,4,38448.0
304.0,2016004.0,GENERAL SURG.,BARIATRIC SURG,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY ,تحوير مجرى العصارة والبنكرياس مع ازالة المرارة,0,4,38448.0
305.0,2016005.0,GENERAL SURG.,BARIATRIC SURG,BILIOPANCREATIC DIVERSION (BPD) SCOPINARO PROCEDURE WITH CHOLECYSTECTOMY AND BAND REMOVAL,تحوير مجرى العصارة والبنكرياس مع ازالة المرارة والحزام,0,4,43254.0
306.0,2016006.0,GENERAL SURG.,BARIATRIC SURG,DIAGNOSTIC LAPAROSCOPIC POST BARIATRIC SURGERY ,منظار تشخيصي ,0,1,7920.0
307.0,2016007.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC BAND REMOVAL,ازالة الحزام بالمنظار,0,1,15840.0
308.0,2016008.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC BAND REMOVAL WITH CHOLECYSTECTOMY,استئصال المرارة بالمنظار مع ازالة الحزام,0,2,19125.0
309.0,2016009.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC GASTRIC BANDING,تحزيم (ربط) المعدة بالمنظار,0,2,28350.0
310.0,2016010.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC GASTRIC BANDING WITH CHOLECYSTECTOMY,تحزيم (ربط) المعدة بالمنظار مع ازالة المرارة بالمنظار,0,3,32841.0
311.0,2016011.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC MINI GASTRIC BYPASS,تحوير معدة  مصغر,0,2,30780.0
312.0,2016012.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC MINI GASTRIC BYPASS WITH BAND REMOVAL,تحوير معدة  مصغر مع ازالة الحزام,0,3,35244.0
313.0,2016013.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY,تحوير معدة  مصغر مع ازالة المرارة بالمنظار,0,3,35244.0
314.0,2016014.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC MINI GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL,تحوير معدة مصغر مع ازالة المرارة والحزام بالمنظار,0,3,40050.0
315.0,2016015.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC NISSEN FUDOPLICATION,اصلاح فتق الحجاب الحاجز بالمنظار,0,3,22950.0
316.0,2016016.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC ROUX-EN-Y GASTRIC BYPASS,تحوير المعدة بالمنظار,0,3,30780.0
317.0,2016017.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC ROUX-EN-Y GASTRIC BYPASS WITH BAND REMOVAL,تحوير المعدة مع ازالة الحزام بالمنظار,0,3,35244.0
318.0,2016018.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY,تحوير المعدة مع استئصال المرارة بالمنظار,0,3,35244.0
319.0,2016019.0,GENERAL SURG.,BARIATRIC SURG,LAPAROSCOPIC ROUX-EN-Y GASTRIC BYPASS WITH CHOLECYSTECTOMY AND BAND REMOVAL,تحوير المعدة مع ازالة المرارة وازالة الحزام بالمنظار,0,4,40050.0
