PC_PRVSRVCODE,PC_PRVSRVDESC,PC_STRTDATE,PC_ORPRICE
MS-S-008773,SCREW CORTICAL 2.7X26MM SELF TAPPING. IRENE # T50022726,2020-11-01,129.41
MS-S-008787,SCREW LOCKING 2.7X35MM (SELF-TAPPING). IRENE # T50092735,2020-11-01,411.08
MS-S-009431,SCREW LOCKING VARIABLE 2.7X16MM. SANATMETAL # 260827116,2020-11-01,953.85
MS-S-009627,SCREW CORTICAL BONE - TX 2.7X20MM #267527020 SANATMETAL # 267527020,2020-11-01,932.54
SMO12233,WIRE KIRSCHNER 0.8X120/150MM IRINE# E06018,2020-11-01,21.0
MS-H-000541,"HBS 2 MINI SHORT THTEAD 26MM ,CAN/SD/TI. IRENE # 26-820-26-09",2020-11-01,1890.0
MS-N-000221,NAIL FEMORAL RETROGRADE 10X300MM SANATMETAL #SAN-255010300,2020-11-01,2324.44
MS-S-002293,SUCTION YANKAUER W/ ANGLE TIP AND VACUUM CONTROL FLEXICARE#050-35-003,2020-11-01,15.0
MS-N-001506,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X36MM IRENE # T42154036,2020-11-01,237.48000000000002
FMUM-0058,NCV 2 UNITS ,2020-11-01,700.0
MS-P-004647,PLATE RADIUS DISTAL VORTEX LEFTSIDE 18 HOLES  SANATMETAL #280114718,2020-11-01,5208.85
SMO12251,WIRE KIRSCHNER 2.5X150MM IRINE# E06036,2020-11-01,106.3
SG49,MAHMOUD MOHAMED EL SADEK MAHMOUD,2020-11-01,1074.42
SMH2443,ENDOCLINCH II 5MM AUTOSUTURE #174317/(#174305),2020-11-01,1039.5
12001,REPAIR OF CUT WOUND,2020-11-01,849.0
MS-S-000933,SCREW LOCKING 3.5X18MM SELF TAPPING IRENE #T500935018,2020-10-01,65.23
SMO12091,SCREW CAN. PART. THRD. CANNULATED 3.5X25MM IRINE# T56033525,2020-10-01,997.19
SMO12187,SCREW CANC. PAR.THRD. 6.5X75MM IRINE# S52006575 CANNULATED,2020-10-01,35.93
MS-P-003659,PLATE LOCKING 7 HOLES CLAVICLE HOOK 3.5MMX18MMX112MM R IRENE # A93381807,2020-10-01,2904.93
MS-S-000476,SUTURE VICRYL 2-0 75CM RDN BOD 40MM 1/2C NEEDLE ETHICON #W9150  (D&G #9833-51/9832-51),2020-10-01,91.03
MS-H-000660,HEAD RADIAL  MODULAR IMPLANT 14X20MM  ZIMMER BIOMET #11-210024,2020-10-01,6078.45
MS-S-002769,SCREW DHS 85MM IRENE #S67011285,2020-10-01,274.34000000000003
SMO12075,SCREW CANCELLOUS FULLY THREADED 6.5X75MM IRINE #T52006575,2020-10-01,121.94
MS-S-005656,SUTURE ANCHOR 4.75MM X 19.1MM VENTED SWIVELOCK ARTHREX # AR-2324PSLC,2020-10-01,13702.5
MS-S-008467,SCREW LOCKING ,2020-10-01,374.03000000000003
SMA1044,BANDAGE TUB.F/FINGER 1R HARTMANN #427111/1(LOHMAN #124000),2020-10-01,84.0
MS-P-003779,PLATE CURVED RECONSTRUCTION 10 HOLES X 120 LENGTH. IRENE # S72101012,2020-10-01,644.7
MS-S-008761,SUTURE ANCHOR 1.8MM Y-KNOT 2HI-FI # Y1802A / OR EQUIVALENT  SMITH & NEPHEW #25-1800,2020-10-01,1890.0
SMO12115,SCREW CORTICAL S.STEEL 3.5X34MM IRINE# S50003534,2020-10-01,34.45
USE OF FACILITIES -306-A,USE OF FACILITIES - 306-A,2020-10-01,360.0
USE OF FACILITIES-306-A,USE OF FACILITIES - 306-A,2020-10-01,360.0
SMH1441,STAPLER,2020-10-01,223.3
24515,OPEN REDUCTION INTERNAL FIX,2020-10-01,1178.81
MS-S-002294,"SUTURE ETHIBOND  0,26MM 90CM ETHICON #W6978",2020-10-01,75.08
SMO12130,SCREW CORTICAL S.STEEL 4.5X36MM IRINE# S50004536,2020-10-01,23.64
MS-D-000508,DRESSING GRASSOLIND STERILE 5X5CM P10 HARTMANN # 4993102,2020-10-01,5.38
FMINT-1005,DIETITIAN SERVICES,2020-10-01,228.26
FMADM9906,OHU9,2020-10-01,1545.0
FMDNTS0316,REMOVAL OF ORBITAL PLATE AND SCREWS (SHORT),2020-10-01,9614.130000000001
FMDNTS0312,REMOVAL OF MAXILLARY PLATE AND SCREWS (ANTERIOR),2020-10-01,6923.91
MS-G-000370,GRAFT TIBIALIS TENDON POSTERIOR  8.5 MM X 24 CM MTF # 400340,2020-10-01,20377.5
MS-C-002052,CANNULA TWIST-IN 8.25MM X 9CM ARTHREX # AR-6540,2020-10-01,799.3100000000001
USE OF FACILITIES -307-B,USE OF FACILITIES - 307-B,2020-10-01,360.0
MS-S-005678,SCREW INTERFERENCE 8MM X 28MM PEEK WITH DISPOSABLE SHEATH ARTHREX # AR-5028P-08,2020-10-01,1575.0
0052,CHEMOTHERAPY PER DAY,2020-10-01,565.22
SMO10431,NAIL HUMERUS HWDA STEEL,2020-10-01,2934.8
MS-S-002618,SCREW LOCKING 3.5X34MM IRINE #T50093534,2020-10-01,227.85
SMO11682,SCREW LOCKING 3.5X24MM IRINE# T50093524,2020-10-01,335.28000000000003
MS-S-008328,SCREW CANNULATED CANCELLOUS 4.5X60MM PARTIALLY THREADED IRENE # S56034560,2020-10-01,1869.64
FMADM-9909,PICU1B,2020-10-01,1200.0
9001,MEDICAL SERVICE,2020-10-01,1835.44
SME44,"GLOVES SURGEON SIZE 8.5"" STERILE",2020-10-01,3.5300000000000002
SMH1490,SUTURE ETHILON 10/0 W1770 MENOFILMENT,2020-10-01,484.49
MS-S-005538,SCREW INTERFERENCE BIO-COMPOSITE 7X28MM FULLTHREAD ARTHREX # AR-5028P-07,2020-10-01,1237.5
MS-S-002294,SUTURE ETHIBOND,2020-10-01,108.87
M0024,ECHO CARDIOGRAM 2D + M MODE + DOPPLER (FULL STUDY),2020-10-01,934.0
MS-S-000934,SCREW LOCKING 3.5X20MM SELF TAPPING IRENE #T500935020,2020-10-01,95.79
SMO11550,PLATE 3.5MM LCP LTD.CNTCT. ULNA/RADIUS 8X11X110 IRINE#A80690811,2020-10-01,1088.22
FMORT-9936,ARTHROPLASTY OF THE RADIAL HEAD ( ELBOW ) W/O PROSTHESIS,2020-10-01,19679.350000000002
MS-S-010750,STEM RADIAL MODULAR EXPLOR WITH SCREW 7MMX26MM LENGTH ZIMMER BIOMET #11-210062,2020-10-01,8155.35
SMF3103A,SOLUTION PREP ALPHADINE POVIDINE 10% #021-DIN-0004 (BOT/1000ML),2020-10-01,117.23
USE OF FACILITIES -604,USE OF FACILITIES - 604,2020-10-01,360.0
SMW5321,CONTAINER URINE 24 HRS/4LTRS FISHER,2020-10-01,37.13
MS-U-000114,UNDER ARMS CRUTCHES ALL SIZE,2020-10-01,152.26
MS-S-004455,SCREW INTERFERANCE BIOCOMPOSITE 7X23MM #AR-1370C,2020-10-01,1650.0
USE  OF FACILITIES,USE OF FACILITIES - 326,2020-10-01,360.0
USE OF FACILITIES -308-B,USE OF FACILITIES - 308-B,2020-10-01,360.0
Y-0506,KHALED SAAD OSMAN ALLAM,2020-10-01,105.0
FMOHU-0003,AIR MATTRESS PER 24 HOURS,2020-10-01,173.91
MS-S-000939,SCREW LOCKING 3.5X28MM SELF TAPPING IRENE #T500935028,2020-10-01,95.79
MS-S-000942,SCREW LOCKING 3.5X40MM SELF TAPPING IRENE #T500935040,2020-10-01,95.79
5-468-15,EPHEDRINE SO4 30MG (VASOPRESSOR) X 10 AMP,2020-10-01,5.34
MS-P-001025,PLATE DHS 135 DEGREE 4 HOLES IRENE #S67000408,2020-10-01,1178.1000000000001
MS-E-000585,ELBOW ADULT ALUMINIUM CRUTCH,2020-10-01,29.75
USE OF FACILITIES-314-A,USE OF FACILITIES - 314-A,2020-10-01,360.0
FMDNTS0313,REMOVAL OF MAXILLARY PLATE AND SCREWS (POSTERIOR),2020-10-01,8652.17
SMD3555,CERVICAL COLLAR EXO-STATIC LARGE W/CHIN PIECE STAT #1013-03,2020-10-01,87.5
MS-C-003403,CHIPS 30CC CANCELLOUS CRUSHED. LIFENET # PCAN30410,2020-10-01,4226.25
FMLABM004,SOMATOMEDIN C (IGF1),2020-10-01,2786.0
SUR-0167,"PARTIAL LIVER RESECTION 
",2020-09-07,0.0
SMO5876,SCREW HBS MINI 16MM MARTIN #26-320-16,2020-09-01,1801.1200000000001
MS-S-002508,SCREW CANCELLOUS PARTIAL THREAD STEEL 4.0 X 45MM TIPMED  #065210,2020-09-01,69.83
MS-S-005734,SUTURE MONOCRYL ANTIMICROBIAL 4-0 26MM ETHICON # MCP3212H,2020-09-01,152.52
SMH2779,SUTURE MONOCRYL 6-0 13MM ETHICON #W3215,2020-09-01,76.56
MS-P-003744,PLATE RADIUS DCP 11 HOLES X10WIDTHX152 L. IRENE # S80631115,2020-09-01,934.82
SMO2540,SUTURE NEEDLE AESCULAP BLI67,2020-09-01,12.48
287-212-13,ETORIA 90MG TABLET  X 28,2020-09-01,60.480000000000004
MS-S-008331,SCREW CANNULATED CANCELLOUS 4.5X65MM PARTIALLY THREADED. IRENE # T56034565,2020-09-01,1402.22
00000000,USE OF FACILITIES - 310-B,2020-09-01,360.0
USE OF FACILITIES -3090-B,USE OF FACILITIES - 309-B,2020-09-01,360.0
SMH1310,"SUTURE PDS II 1.5M,1/2 CIRCLE,VIOLET ETHICON #W9237T",2020-09-01,239.8
P22HYDRO5L,HYDROGEN PEROXIDE 6% 60ML X 1,2020-09-01,10.0
FMNUR-90003,WARDS SERVICES,2020-09-01,400.0
USE OF FACITLTIES,USE OF FACILITIES - 401,2020-09-01,360.0
FMMRO-00001,MANSA MOH,2020-09-01,25.0
0055,PELVIS,2020-09-01,150.0
FMXRY-0663,M.R.I.,2020-09-01,2858.0
PT1Q,MOHAMED MOHSEN,2020-09-01,160.0
FMERDA0117,TREATING PHYSICAN VISIT,2020-09-01,271.74
SMO1994,"PLATE TUBULAR 1/3, 8 HOLES HIPOKRAT #LM308S/400021810008",2020-09-01,294.0
FMINT*-0080,IM,2020-09-01,7.0
MS-N-001495,NAIL TIBIA NAVIGATOR 9X375MM IRENE # T421290375,2020-09-01,2874.86
139-36-16,FUSIBACT,2020-09-01,16.3
0056,HIP,2020-09-01,191.0
17-368-18,PRIMA D3,2020-09-01,66.9
FMPN-0038,INTERLAMINAR CERVICAL  STEROID INJECTION,2020-09-01,7000.0
MS-F-000280,FIBER REUSABLE SLIMLINE 200,2020-09-01,10005.0
000000,USE OF FACILITIES - 306-B,2020-09-01,360.0
MS-S-009329,SCREW LOCKING 4.8X35MM IRENE # T40254835,2020-09-01,266.44
MS-W-000646,WASHER FOR CANNULATED SCREW LARGE 13X7MM. IRENE # T56080002,2020-09-01,90.60000000000001
FMNUR-90003,WARDS SERVICE,2020-09-01,400.0
MS-W,WIRE GUIDE SENSOR,2020-09-01,1700.8500000000001
SMO5878,SCREW HBS MINI 18MM MARTIN #26-320-18,2020-09-01,3071.2200000000003
SUR-0137,LAP.HEMICOLECTOMY RT.OR LT.(3NW+1 ICU ),2020-08-29,38500.0
PCDL,PCDL,2020-08-01,1126.63
2064,SGOT,2020-08-01,80.0
12-277-00,MEDS,2020-08-01,21.14
0034,COMPLETE SPINE AP & LAT VIEWS,2020-08-01,721.0
FMINTR0012,SPIROMETER AIR,2020-08-01,160.0
OTHR1,OTHR,2020-08-01,1491.0
FMLAB-1009,WHOLE BLOOD RH POSITIVE,2020-08-01,0.0
FMXRY-0842,LUMBAR PUNCTURE,2020-08-01,7145.0
FMPSDC0008,RECONSTRUCTION OF PARTIAL EAR  LOSS,2020-08-01,4330.0
SMO11986,SCREW CORTICAL TITANIUM 2.7X12MM IRINE# T50002712,2020-08-01,132.57
29-56-89,LOCOID LIPO CREAM,2020-08-01,22.650000000000002
44-23-02,TAVANIC 500MG TABLET  X 5,2020-08-01,158.5
USE OF FACILITY,USE OF FACILITIES - 312-A,2020-08-01,360.0
FMXRY-0373,CT CHEST,2020-08-01,630.0
137-277-02,ARTIZ 10MG TABLET  X 10,2020-08-01,9.3
FMXRY-0265,VOIDING CYSTOURETEROGRAM(VCUG),2020-08-01,464.0
FMDNTP0083,ZIRCONIUM CROWN ANTERIOR,2020-08-01,27690.0
FMINTR0020,SPIROMETER 2 VOLUME COACH,2020-08-01,175.0
MS-S-004456,SCREW ,2020-08-01,2182.95
273-212-11,LEVOX 500MG (LEVOFLOXACIN) TABLET X 5,2020-08-01,55.45
MS-P-002623,PLATE 36MM T CERVICAL ANTERIOR IRENE # 60620035,2020-08-01,2683.08
FMORT-0667,CERVICAL DISCECTOMY AND INTER- BODY FUSION,2020-08-01,9925.0
SMI1257,MASK OXYGEN PEDIA.W/1.8MTR TUBING/JM-Y1002M/INTER#1196/1043,2020-08-01,35.6
FMINT-0078,I.V. FLUID INSERTION,2020-08-01,116.0
MS-S-008324,SCREW CANNULATED CANCELLOUS 4.5X40MM PARTIALLY THREADED IRENE # S56034540,2020-08-01,1402.22
SMA1177,PAD MATERNITY LARGE NON-STERILE,2020-08-01,42.57
FMDNTS0011,SUR. REM. OF REMAINING ROOT-,2020-08-01,200.0
43-212-96,ROFENAC-D TAB X 20,2020-08-01,64.0
SMO12150,SCREW CANCELLOUS S.STEEL 4.5X45MM IRINE# S52034545,2020-08-01,233.28
MS-N-001464,NAIL TIBIA NAVIGATOR 10X375MM IRENE # T421210375,2020-08-01,2874.86
9-211-97,NEURONTIN 400MG CAP X 50,2020-08-01,362.40000000000003
FMORT-0395,SLING FOR UPPER LIMB,2020-08-01,685.0
FMDNTP0082,HIGH CERAM CROWN,2020-08-01,3850.0
FMDNTS0113,INTER DENTAL WIRING HALF JAW,2020-08-01,2295.0
MS-P-002580,PLATE LOCKING 2.4 / 2.7 MM DISTAL RADIUS VOLAR COLUMN 4 + 8 HOLES X 59.5 LXR IRENE # A94681258,2020-08-01,2880.57
MS-P-003893,PLATE T 3.5MM LCP SMALL 4X5 HOLEX 60LENTH LOCAL . # #T68090460,2020-08-01,1932.05
240-325-11,TILAX 2MG TABLET  X 30,2020-08-01,16.5
15-370-05,ROXONIN 60MG TABLET  X 20,2020-08-01,30.400000000000002
31-368-02,FUSIBACT- B  15 GM 2% CREAM,2020-08-01,12.9
FMXRY-0219,URETHROGRAM,2020-08-01,464.0
FMPSDC0007,SUTURE OF LACERATION OF        EXTERNAL EAR,2020-08-01,3245.0
FMNUR-0018,DEEP CUT WOUND - LARGE         (10 - 20 STITCHES),2020-08-01,480.0
SMO12117,SCREW CORTICAL S.STEEL 3.5X38MM IRINE# S50003538,2020-08-01,42.53
MS-R-000307,ROPE TIGHT,2020-08-01,2058.0
MS-S-009430,SCREW LOCKING VARIABLE 2.7X14MM. SANATMETAL # 260827114,2020-08-01,953.85
274-212-11,LEVOX 750MG  (LEVOFLOXACIN) TABLET X 5,2020-08-01,71.95
FMORT-0729,ANTERIOR CERVICAL DISCOTOMY PLATING,2020-08-01,7090.0
MS-P-003745,PLATE RECONSTRUCTION STRAIGHT 4 HOLES X46 L. IRENE # S72000404,2020-08-01,777.0600000000001
SMO11660,PLATE RECONSTRUCTION LCP 3.5MM 6X10X70 IRINE #A72490607,2020-08-01,1910.96
SMO12121,SCREW CORTICAL S.STEEL 3.5X46MM IRINE# S50003546,2020-08-01,42.71
FMANA-0054,NITROUS OXIDE - 1/2 TANK,2020-08-01,465.0
10-1029-2001,MEBO OINTMENT 75GM,2020-08-01,115.0
150-212-01,KLAVOX 1GM TABLET  X 14,2020-08-01,70.7
SMI1100,CATHETER NELATON MALE 8CH #14-08-100,2020-08-01,2.98
97-277-01,PROF 600 MG TABLET  X 30,2020-08-01,13.200000000000001
173-277-05,NEURO-B TABLET X 20,2020-08-01,33.6
47-368-03,CLARA 10MG TABLET  X 10,2020-08-01,15.9
FMXRY-1004,MRI ANY AREA ORGAN,2020-08-01,1429.0
FMLBA-1023,COMPLETE BLOOD COUNT (CBC),2020-08-01,122.0
FMXRY-0077,FOOT TANG/LAT IN STANDING,2020-08-01,429.0
2-906-14,ELIQUIS 2.5MG TAB X 60,2020-08-01,385.2
19-44-83,SOLU CORTEF 100MG. 2ML VIAL,2020-08-01,11.8
SMI794,STENT,2020-08-01,6510.0
229-24-00,DORMICUM 15MG/3ML (5AMPS/BOX),2020-08-01,11.14
35-73-94,TRAMAL 100MG 2ML INJ AMP X 5,2020-08-01,6.38
FMADM-9908,NICU1E,2020-08-01,6000.0
MS-S-008326,SCREW CANNULATED CANCELLOUS 4.5X50MM PARTIALLY THREADED IRENE # S56034550,2020-08-01,1402.22
33-368-02,CIPROXEN 500MG  TABLET  X 10,2020-08-01,100.60000000000001
0000,USE OF FACILITIES - 306-B,2020-08-01,360.0
FMORT-0487,OPEN REDUCTION & INT. FIX. OF FRACTURED PELVIS,2020-08-01,4224.0
MS-S-002464,SCREW LOCKING  3.5 X 32MM IRENE #T50093532,2020-08-01,330.38
MS-L-000171,LIGASURE BLUNT,2020-08-01,5481.0
MS-T-001524,TROCAR,2020-08-01,1187.55
SMS1515,SHEARS ENDO,2020-08-01,1983.6000000000001
FMPDS-0158,RECIRCUMCISION,2020-08-01,1420.0
SMO12240,WIRE KIRSCHNER 1.5X200/230/250MM IRINE# E06025,2020-08-01,53.15
SMI1576,CATHETER FOLEY BALLOON 2WAY 18CH 30ML SILICONE BARD #166818,2020-08-01,87.55
FMURO-0128,POST TRAUMATIC OPEN URETHROPLA STY,2020-08-01,9925.0
SMJ2025,DILATOR SET AMPLATZ SHEATH BOSTON #260-250,2020-08-01,6635.82
FMXRY-0218,CYSTOGRAM,2020-08-01,1255.0
FMXRY-0506,TESTES,2020-08-01,464.0
SMO12134,SCREW CORTICAL S.STEEL 4.5X44MM IRINE# S50004544,2020-08-01,29.12
SML1681,SET BLOOD ADMINISTRATION W/BURETTE MCGAW #V2430-30,2020-08-01,114.56
SMB1014,BLADE SKIN GRAFT KNIFE #HG-215-01-Q/KNI-3680,2020-08-01,95.16
SMO11681,SCREW LOCKING 3.5X22MM IRINE# T50093522,2020-08-01,620.32
FMORW-0172,ANKLE FOOT ORTHOSIS (BELOW KNEE),2020-08-01,1735.0
FMURO-0166,REPAIR OF BLADDER INJURY AFTER PELVIS,2020-08-01,2135.0
MS-C-003483,CAGE CERVICAL 6X14X12 . SANYO # 61580612,2020-08-01,2961.48
FMNUR-0022,I.V. CENTRAL CATHETER,2020-08-01,260.0
SMI123,TUBE ENDOTRACH 6.0MM CUFFED O/N #5-10312/107-60,2020-08-01,82.71000000000001
FMORT-0682,O.R.& I.F.-FRACT.MED.MALLEOLUS,2020-08-01,2160.0
6-277-96,EZILAX ( LAXATIVE ) 300ML SYRUP,2020-08-01,55.35
127-9-16,VOLTAREN 50MG ADULT SUPPOSITORY  X 10,2020-08-01,19.900000000000002
FMDNTS0093,REMOVAL OF FOREIGN BODY SUPER.,2020-08-01,1180.0
FMDNTS0116,OPEN REDUCTION INTRA-ORAL INT.,2020-08-01,4705.0
MS-W-000462,WIRE GUIDE SENSOR ORCHESTRA 0.035X150CM COLOPLAST # AECD35,2020-08-01,3401.7000000000003
FMDNTS0307,REMOVAL OF MANDIBULAR PLATE AND SCREWS (SHORT),2020-08-01,5945.0
IM2W,ASHRAF HUSSEIN MOHAMED,2020-08-01,160.0
SMO12127,SCREW CORTICAL S.STEEL 4.5X30MM IRINE# S50004530,2020-08-01,29.12
MS-C-001139,CHAIR COMMODE S/S WITH ADJUSTABLE LEGREST AND CASTERS MAXHEALTH #HE-2081000P,2020-08-01,2918.13
MS-S-008947,SCREW BONE LOCKING 4.8X80MM SANATMETAL # 932148080,2020-08-01,291.81
MS-P-003651,PLATE LOCKING 5 HOLES CLAVICLE HOOK 3.5MMX15MMX85MM R IRENE # A93381505,2020-08-01,3181.59
USE OF FACILTITES,USE OF FACILITIES - 426,2020-08-01,360.0
MS-G-000055,GUEDEL AIRWAY SIZE 000 STERILE DISPOSABLE,2020-08-01,33.08
SMI1164,"CATHETER SUCTION 16CHX22"" W/CONTROL BD #02-3069",2020-08-01,7.86
OR01,KHALID ABDULJALIL BATTERJEE,2020-08-01,1907.7
UR06,SAMY ABDUL HADY SOLIMAN,2020-08-01,953.85
FMLAB-8096,ONCO-TYPE DX,2020-07-20,30000.0
FMLAB-8093,ONCODEEP,2020-07-20,23500.0
SMH1298,SUTURE VICRYL ETHICON,2020-07-01,122.71000000000001
SMI7888,CATHETER CLOSURE FAST 7F,2020-07-01,2940.0
MDMA19080476,NEBULISER IH18 (BEURER),2020-07-01,349.0
MS-S-001532,SUTURE VICRYL UNDYED 3/0 45CM ETHICON#W9511T/D&G#18120J/PETER#9608-41,2020-07-01,116.57000000000001
SMO12074,SCREW CANCELLOUS FULLY THREADED 6.5X70MM IRINE #T52006570,2020-07-01,193.65
5-130-83,REPARIL 20MG TABLET  X 40,2020-07-01,3.12
12-227-00,MOVICOL SACHETS X 20,2020-07-01,4.53
127-325-04,COXICAM 7.5MG TABLET  X 10,2020-07-01,10.9
FMXRY-0274,3D FLUOROSCOPY ,2020-07-01,1429.0
FMORT-0391,PARAVERTEBRAL INH,2020-07-01,685.0
SMI8820,PTCA SET MERIT #K09-05166A,2020-07-01,1461.6000000000001
MS-S-002262,"SUTURE PROLENE 7/0 , 9.3MM ROUND BODY ETHICON#70EP8747",2020-07-01,30.45
46-277-98,TRIAXONE 1GM IV VIAL X 1,2020-07-01,59.35
98-9-15,ENTRESTO,2020-07-01,296.24
FMURO-0056,DRESSING OF WOUND,2020-07-01,36.0
SMO12096,SCREW CAN. PART. THRD. CANNULATED 3.5X50MM IRINE# T56033550,2020-07-01,718.98
FMNUR-0014,SPECIAL CARE - IST TO 3RD WK,2020-07-01,1305.0
MS-W-000202,WIRE KIRSCHENER WITH TROCAR POINT 1.6X290MM TIPMED #131984,2020-07-01,53.29
80-023-008,LASIX,2020-07-01,20.2
FMANA-0067,PERIPHERAL NERVE BLOCK,2020-07-01,950.0
FMANA-0055,NITROS OXIDE,2020-07-01,245.0
FMNEU-0043,LUMBAR/CERVICAL DISC,2020-07-01,8170.0
VS15,YAHIA ABDUL JAWAD ALFARRA,2020-07-01,279.0
SMI5944,INTRUDUCER SET 7FR BARD#006177/573311/IA11207-1/BS#92500007,2020-07-01,379.36
SMC1084,PANTY PINK XXL NON-STERILE DISP #JM-M48,2020-07-01,19.32
SMR1272,BLADE DISP F/HAIR REMOVAL SHAVER 3M #9660,2020-07-01,77.60000000000001
38-290-13,DECOZAL NASAL SPRAY 10ML COLDS,2020-07-01,7.55
22-277-97,TABIFLEX COOL GEL 50GM X 1,2020-07-01,13.450000000000001
2018-12-06,FLAMINAL FORTE 30GM GEL ,2020-07-01,0.0
P16STABI5+,"STABILIZING KNEE SUPPORT, (S) FUTURO (46163EN)",2020-07-01,81.0
MS-P-002527,PLATE LOCKING RECONS CALVICLE 3.5MM 6 HOLE 94MM L IRENE # T725706094,2020-07-01,1945.78
45-368-03,RELAXON 250MG (CHLORZOXAZONE) CAPSULE  X 30,2020-07-01,15.9
1-5339-19,SYNTOCINON 5 UNIT /AMPOULE  X 5,2020-07-01,2.33
6-130-83,REPARIL GEL N 40GM,2020-07-01,18.45
96-277-01,PROF 400 MG TABLET  X 30,2020-07-01,11.4
245-277-12,OMIZ PLUS 40MG CAP X 28,2020-07-01,120.10000000000001
MS-N-001504,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X32MM IRENE # T42154032,2020-07-01,329.37
MS-N-001512,NAIL TIBIA 4.0MM LOCKING SCREW FOR NAVIGATOR 4.0X48MM IRENE # T42154048,2020-07-01,329.37
190-277-7,TABLET,2020-07-01,116.7
SMB1367,BLADE MICRO KNIFE AESCULAP #BB365R,2020-07-01,99.22
SME1298,DRAPE IOBAN SIZE 35CMX17CM INCISE 3M #6650,2020-07-01,105.05
MS-S-009421,SCREW LOCKING VARIABLE 2.7X20MM HOLES TITANIUM. SANATMETAL # 260827120,2020-07-01,953.85
MS-P-004666,PLATE DISTAL RADIUS VORTEX 4 HOLES RIGHT SIDE.SANATMETAL #280115504,2020-07-01,3008.46
MS-S-008757,SCREW CORTICAL 2.7X24MM SELF TAPPING. IRENE # T50027724,2020-07-01,129.41
SMT1025,SPIROMETER AIR INCENTIVE INTERTECH #2000/8888-719033,2020-07-01,89.32000000000001
USE OF FACICLITES,USE OF FACILITIES - 616ICU,2020-07-01,1320.0
USEBOF FACILITIES,USE OF FACILITIES - 616ICU,2020-07-01,1320.0
SMO12245,WIRE KIRSCHNER 2X200/230/250MM IRINE# E06030,2020-07-01,106.3
SMO12071,SCREW CANCELLOUS FULLY THREADED 6.5X55MM IRINE #T52006555,2020-07-01,387.3
49-368-03,VOLTIC 75MG/3ML AMPOULE X 5,2020-07-01,13.83
51-149-92,DEXT 5% IN 0.9% SOD. CHLORIDE  (D5% IN NS) 500ML,2020-07-01,6.25
1-906-14,ELIQUIS 5MG TAB X 60,2020-07-01,44.94
FMOROZ0001,OPERATIONTHEATRE CHARGES,2020-07-01,160.5
SME1145,SWAB GAUZE 5+5CM,2020-07-01,0.66
15-212-93,GENTAM 80MG/2ML AMPOULE  X 5,2020-07-01,13.540000000000001
314-277-16,IMATOX 4MG/2ML AMPOULE  X 5,2020-07-01,15.73
4-390-03,OMOL 500MG TABLET  X 20 (PARACETAMOL ),2020-07-01,2.31
MS-P-003836,PLATE LOCKING CANCANEAL 3.5X60MM LENGTH X R 14 HOLES. IRENE # A79081460,2020-07-01,2491.25
SML1547,NEEDLE SPINAL G20X3.5 TERUMO #SN*2090,2020-07-01,31.970000000000002
SMI1670,CATHETER DUAL LUMEN PERM QUINTON #8817-749001,2020-07-01,2668.0
MS-S-009635,"SCREW CORTICAL, SELF-TAPPING 1.5X12MM #T500015012 IRENE # T500015012",2020-07-01,133.23
FMORT-9004,REVISION OF ORIF UNSPE. SITE,2020-07-01,14145.0
SMO11672,PLATE LCP RECONS. 5MM 9X12X170 IRINE #A72390917,2020-07-01,1577.92
SMO11988,SCREW CORTICAL TITANIUM 2.7X16MM IRINE# T50002716,2020-07-01,132.57
1-1042-1998,ENSURE VANILLA 200ML,2020-07-01,9.4
FMVAS-0016,FEMORA DISTAL (ANT. OR POST. TIBIAL) BYPASS,2020-07-01,6300.0
USE OF FACILITIIES,USE OF FACILITIES - 307,2020-07-01,360.0
USE OF FACILITES,USE OF FACILITIES - 616ICU,2020-07-01,1320.0
MS-W-000459,WIRE POLYMER XT-14 0.014? DIA. 195L X 300CM VASCULAR BIOTRONIK #378013,2020-07-01,1583.4
ORT-0147,ARTHROSCOPIC SHOULDER WITH ROTATOR REPAIR,2020-07-01,22000.0
PRE-0001,PRE OPP INVESTIGATIONS,2020-07-01,480.0
SMF3068,GLYCINE 1.5% SOL. IRRIGATION 2000ML #FBG-E-0507-2000,2020-07-01,133.23
MS-S-002466,SCREW LOCKING  3.5 X 38MM IRENE #T50093538,2020-07-01,2171.1
SMO12151,SCREW CANCELLOUS S.STEEL 4.5X50MM IRINE# S52034550,2020-07-01,58.32
MS-P-000871,PLATE PROXIMAL HUMERUS 3.5 LCP 7HOLESX110 LENGTH A70490711,2020-07-01,3564.4300000000003
SMO11689,SCREW LOCKING 3.5X50MM IRINE# T50093550,2020-07-01,723.7
FMORT-0126,OPEN REDUCT OF DISLOCATN AT    SHOULDER,2020-07-01,5670.0
SMO12189,SCREW CANC. PAR.THRD. 6.5X85MM IRINE# S52006585 CANNULATED,2020-07-01,68.62
FMINT-0080,IM INJECTION,2020-07-01,12.0
FMORT-9921,BICEPS TENODESIS,2020-07-01,6030.0
SML2060,SET QUICK INFUSION,2020-07-01,1100.0
SMO2575,WIRE K.BORING TROCAR 1.5X150MM 31CM HIP#400030701529/912.015,2020-07-01,583.64
