Unified Codes,Unified Descr.,LOS, SBS Codes,type,Gross Price,Unnamed: 6
FMCAR-3057,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,38300-00-00,PKG,53000,
FMCAR-3058,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,38300-00-00,PKG,68000,
FMCAR-3059,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,38300-00-00,PKG,60000,
FMCAR-3060,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 5 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",5,38300-00-00,PKG,73000,
FMCAR-3061,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 5 Stents , (One Day Ccu + Four Days Ward) Excluding The Price Of The Stents",5,38300-00-00,PKG,65000,
FMCAR-3062,Ptca Single Vessel & Drug Eluting Balloon (One Day Ccu + One Day Ward) Excluding The Price Of The Drug Eluting Balloon,2,38300-00-00,PKG,30000,
FMCAR-3063,Use Of Suction Device (Export Catheter I Primary Pci),1,90223-01-00,PKG,12000,
FMCAR-3064,Renal Angiogram Both Renal Arteries,DAY CASE,59970-03-00,PKG,6000,
FMCAR-3065,Permanent Pacemaket Biventricular,,38353-00-00,services,9015,
FMCAR-3066,Permanent Pacemaker Dual Chamber,3,38353-00-00,PKG,60000,
FMCAR-3067,Permanent Pacemaker Biventricular Plus Icd (Crtd),3,38368-00-00,PKG,80000,
FMCAR-3068,Implantation Of Icd Single,2,90203-08-00,PKG,80437.5,
FMCAR-3069,Implantation Of Icd Double,2,38368-00-00,PKG,75000,
FMCAR-3070,Ep Study And Ablation For Atrial Flutter And/Or Svt (Avnrt And Avrt),2,38209-00-00,PKG,65000,
FMCAR-3071,Atrial Fibrillation Using A Cryotherapy,1,38287-02-00,PKG,120000,
FMCAR-3072,Diagnostic Ep Study,,38209-00-00,PKG,29700,
FMCAR-3073,Ep Study And Ablation For Atrial Tachycardia Or Wpw,3,38213-00-00,PKG,65000,
FMCAR-3074,Implantation Or Explantation Of Loop Recorder (Not Including The Price Of The Device),1,90223-01-00,PKG,12000,
FMCAR-3075,Excision Of Mediastinal Mass / Cyst Sternotomy,2,38446-03-00,PKG,57600,
FMCAR-3076,Thoracotomy Drainage Loculated Collection Empyema Or Effusion,2,38415-00-00,PKG,40800,
FMCAR-3077,Aortic Valve Replacement Tissue Rapid Deployment Valve Excluding Valve.,7,38489-01-00,PKG,65000,
FMCAR-3078,Ascending Aortic Aneurysm Resection- Excluding Graft,,33080-00-00,PKG,54000,
FMCAR-3079,Aortic Root Aneurysm Resection- Bentall Procedure Excluding Graft,,32700-04-01,PKG,45840,
FMCAR-3080,Tavi: Trans Catheter Aortic Valve Implantation ( Trans Apical) Excluding Valve,3,38488-08-00,PKG,70000,
FMCAR-3081,Tavi: Trans Catheter Aortic Valve Implantation (Trans Femoral)Excluding Valve,4,38488-08-00,PKG,50000,
FMCAR-3082,Vats Therapeutic -,3,38450-01-00,PKG,30000,
FMCAR-3083,Pacemaker Endocarditis – Surgical Removal,3,38353-02-00,PKG,60000,
FMCAR-3084,Native Valve Endocarditis – Valve Replacement Excluding Valve,8,38493-00-00,PKG,70000,
FMCAR-3085,Prosthetic Valve Endocarditis – Valve Replacement Excluding Valve,8,38553-03-00,PKG,85000,
FMCAR-3086,Rigid Bronchoscopy + Procedure Pediatric (F.B Removal Or Biopsy),1,41889-05-01,PKG,20000,
FMCAR-3087,Rigid Oesphagoscopy + Procedure In Pediatric Age Group (Removal Of Ingested F.B Or Biopsy),,41816-00-00,services,5510,
FMCAR-3088,Rib Resection Or Chest Wall Resection One Or More Ribs Without Mesh Closure,2,90603-03-00,PKG,25000,
FMCAR-3089,"Rib Fixation By Plates And Screws For Flail Segments (Not Including The Plates, Scowrs",2,47471-00-01,PKG,25000,
FMCAR-3091,Vsd Device Closure (Ventricular Septal Defect) Without Device Or Delivery System - Pediatric,,38751-02-00,PKG,45000,
FMCAR-3092,Pericardiectomy,3,38447-00-00,PKG,25000,
FMCAR-3093,Rotablation Angioplasty ,5,90218-00-00,PKG,120000,
FMCAR-3094,Coronary Artery Chronic Total Occlusion (Cto) ,5,38309-00-00,PKG,130000,
FMCAR-3095,Percutaneous Ventricular Assist Device (Impella),5,90218-02-00,PKG,150000,
FMCAR-3096,Shockwave Intravascular Lithotripsy (Ivl) System,4,92199-00-00,PKG,75000,
fmcar-3097,"Arteriovenostomy, For Renal Dialysis",(2 days),34512-00-00,PKG,36936,
fmcar-3098,Eecp 35 Sissions,,99999-99-99,services,30414,
FMCAR-3120,Blood Pressure Monitoring (24HRS TO 48HRS),,92001-00-10,services,2000,
FMCAR-3121,Total Aortic Arch Replacement WITHOUT PROTHESIS,(3 days),38565-03-00,PKG,60000,
FMCAR-3490,Use of cardiopulmonary bypass machine,,92052-00-00,services,1500,
FMCAR-3491,PULSED FIELD ABLATION FOR CARDIAC ARRYTHMIA,2 DAYS,38287-01-00,PKG,110000,
FMCAR-3492,MITRAL CLIP FOR Mitral Regurgitation,5DAYS WARD-1 DAY ICU,38456-16-00,PKG,150000,
FMCAR-9910,Cardiac Monitoring / Day,,92056-00-00,services,800,
FMCAR-9954,Loop Recorder Insertion,,83700-00-00,services,25982,
FMCAR-9978,Permanent Pacemaker Dual Chamber Implantation,3,38353-00-00,PKG,40250,
FMCARH-0002,Cardiac Profile,,92204-00-00,services,700,
FMCARS0001,Cardioversion(Dc Shock),,13400-00-00,services,2190,
FMCARS0002,TEMPORARY PACEMAKER LEVEL REPOSITIONING,,90203-05-00,services,1828,
FMCARS0003,EXTERNAL PACEMAKER USE /DAY,,83700-00-00,services,391,
FMCARS0006,Transesophageal Echocardiography (Tee),,55118-00-00,services,2207,
FMCARS0007,PHARMACOLOGICAL TEST,,73300-00-60,services,1360,
FMCARS0008,Pharmacological Stress Echocardiography,,55113-00-00,services,2669,
FMCARS0009,Ambulatory Bp Monitoring,,11708-00-00,services,12374,
FMCARS0012,Right Heart Catheterization,,38200-00-00,services,2335,
FMCARS0014,Coronary Angiography,,38218-02-00,PKG,10000,
FMCARS0016,Ptca (Percutaneous Transluminal Coronary Angioplasty),,38300-00-00,services,5440,
FMCARS0021,Echo Full Study -Cardiology,,55118-00-00,services,1600,
FMCARS0022,Echo Follow Up (Within One Week) -Cardiology,,11700-00-00,services,1200,
FMCARS0025,48 Hours Holter,,11709-00-00,services,2500,
FMCARS0026,EECP ONE SESSION,,99999-99-99,services,895,
FMCARS0027,EECP 12 SESSIONS,,99999-99-99,services,8425,
FMCARS0030,EXTENDED AMBULATORY ECG MONITORING FOR 7 DAYS,,11708-00-00,services,3476,
FMCARS0031,EXTENDED HOLTER FOR 2 WEEKS,,11709-00-00,services,4731,
FMCARS0032,EXTENDED HOLTER FOR 3 WEEKS,,11709-00-00,services,6303,
FMCARS0033,Wireless Ecg Monitoring Per Day,,11708-00-00,services,817,
FMCARS0034,48 Hours Ecg Monitoring (Holter ),,11709-00-00,services,1690,
FMCARS0035,72 Hours Ecg Monitoring (Holter ),,11709-00-00,services,2000,
FMCAT -0085 ,"(Transcatheter aortic valve implantation (including TAVI valve kit, vascular closure devices, temporary pacemaker )",5,38488-08-00,PKG,225000,
FMCAT-0006,Intra-Aortic Balloon Pump Use,,38362-00-00,services,1115,
FMCAT-0025,PER CARDIAL SINTHESIS,,38359-00-00,services,4000,
FMCAT-0042,Diagnostic Ep Study And Ablation Of Slow Pathways (Conventional Kit) ,2,38209-00-00,PKG,92500,
FMCAT-0044,Cardiac Device Check And Programming With Troubleshooting ,,11718-00-00,services,1800,
FMCAT-0045,Device Infection Removal Of The Device ,1,38353-02-00,PKG,4000,
FMCAT-0047,"Permanent Pacemaker Implantation, Single",,38353-00-00,PKG,45614.3175,
FMCAT-0050,Biventricular Icd Implantation ,,83700-00-00,services,46018,
FMCAT-0051,Cardiac Device Lead Revision ,4,38353-01-00,PKG,39000,
FMCAT-0052,Subcutaneous Icd Implantation,4,38390-00-00,PKG,77000,
FMCAT-0053 ,Leadless Pacemaker Insertion ,4,38353-00-00,PKG,75000,
FMCAT-0054,Ablation Using 3D Mapping System (Add-On To Fmcat-0042 ),2,38287-01-00,PKG,24500,
FMCAT-0055,Trans-Septal Puncture Using Brk Needle+ Sheath  For Left Sided Procedures ( Add-On To Fmcat-0042),2,38748-01-00,PKG,24500,
FMCAT-0056,Use Of Intra-Cardiac Echocardiography Catheter ,3,38456-00-00,PKG,50000,
FMCAT-0063,Ptca Additional Stent Des,1 ward& 1 ICU,38306-00-00,PKG,36036,
FMCAT-0098,Diagnostic Fractional flow reserve (FFR) wire (Pressure Wire),(1day),38241-00-00,PKG,13500,
FMCAT-0099,Intravascular Ultrasound (IVUS) ,(1day),57360-00-00,PKG,13500,
fmcos-9998,MESOTHERAPHY ROSY LIPS,,90676-00-00,services,350,
fmcos-9999,MESOTHERAPHY ROSY LIPS 3 SESSIONS,,90676-00-00,services,950,
FMCTS-0002,THORACOTOMY PLUS BIOPSY,,38418-00-00,services,12000,
FMCTS-0004,PNEUMONECOMY,,38438-02-00,services,15139,
FMCTS-0009,Excision Of Chest Wall Tumour,,31350-00-01,services,24000,
FMCTS-0010,Decortication,,38421-01-00,services,12012,
FMCTS-0011,EXCISION OF LUNG CYST,,38424-01-00,services,17342,
FMCTS-0012,REP.OF RUPTURE BRONC./TRACHEA,,38453-08-00,services,24743,
FMCTS-0013,THORACOPLASTY,,38427-00-00,services,24743,
FMCTS-0014,REPAIR OF OESOPHAGAL INJ.,,30560-00-00,services,19790,
FMCTS-0015,RESECTION OF SUP.SULCUS T.,,99999-99-99,services,24743,
FMCTS-0016,SCALENE L.N. BIOPSY,,30096-00-00,services,6505,
FMCTS-0018,HELLER`S OP. FOR ACHOLASIA,,30532-04-00,services,15139,
FMCTS-0022,INTERNAL PACE-MAKER,,38353-00-00,services,17342,
FMCTS-0023,EXTERNAL PACE-MAKER,,38390-02-00,services,9767,
FMCTS-0025,EXCISION OF PERICARDIAL CYST,,38456-05-00,services,15139,
FMCTS-0026,ONE-WAY VALVE FOR CHEST TUBE  (HEIMLICH`S VALVE),,83700-00-00,services,403,
FMCTS-0027,DIAGNOSTIC ASPIRATION,,38800-00-00,services,670,
FMCTS-0029,SUPERFICIAL LYMPHNODE BIOPSY,,83700-00-00,services,907,
FMCTS-0031,EXTRAPLEURAL PNEUMONECTOMY,,38438-02-00,services,20698,
FMCTS-0032,EXCISION OF SUPERIOR SULCU     TUMUR,,38440-00-00,services,20698,
FMCTS-0035,DRAINAGE OF CHEST WALL ABSCESS,,90175-04-00,services,1410,
FMCTS-0036,EXCISION OF CHEST WALL SINUS,,30099-00-00,services,13216,
FMCTS-0037,RESECTION OF PHARYNGEAL DIVERT ICULUM,,41770-00-00,services,13216,
FMCTS-0038,REPAIR OF EVENTIATION OF DIAPH RAGM,,90178-00-00,services,18141,
FMCTS-0042,ASPIRATION OF COLD ABSCESS,,30216-01-00,services,446,
FMCTS-0049,EXPLORATION STERNOTOMY,,38500-02-00,services,24972,
FMCTS-0063,REEXPLORATION AFTER OPEN HEART SURGERY,1,99999-99-99,PKG,7000,
FMCTS-0115,Maze Procedure(Surgical Ablation Of Atrial Fibrillation),4,38287-03-00,PKG,75000,
FMCTS-1017,VATS LOBECTOMY,(3 days),90181-02-00,PKG,55000,
FMCTS-2021,FONTAN SURGERY,,83700-00-00,services,17504,
FMCTSS0001,CHEST TUBE INSERTION,,38806-00-00,services,4417,
FMCTSS0002,GAUZE FIXATION OF FLAIL CHEST,,99999-99-99,services,4144,
FMCTSS0005,CHEMICAL PLEUROCTESIS,,38424-02-01,services,4144,
FMCTSS0006,CLS OF BRONCHO-PLEURAL FISTULA,,90176-00-00,services,25166,
FMCTSS0007,ELOESSER FLAP,,45009-01-00,services,8160,
FMCTSS0008,REPAIR OF CHEST WALL DEFECT,,90176-00-00,services,30182,
FMCTSS0013,NEEDLE LUNG BIOPSY,,38418-08-01,services,4379,
FMCTSS0016,CLOSURE OF PATENT DUCTUS,,38700-01-00,services,18141,
FMCTSS0017,SHUNTING PROCEDURE,,83700-00-00,services,18141,
FMCTSS0019,Pericardial Window,3,38450-00-00,PKG,25000,
FMCTSS0020,MONALDI`S PROCEDURE,,38418-04-00,services,8160,
FMCTSS0022,REPAIR OF WOUND DEHIESENCE,,30026-00-10,services,13216,
FMCTSS0031,DOUBLE VALVE SURGERY,,83700-00-00,services,13713,
FMCTSS0034,COMPLEX CONGENITAL SURGERY,,83700-00-00,services,19231,
FMCTSS009,Rewiring of sternum,,90596-00-00,PKG,14000,
fmden-0100,Composite Resin (Involving Incisal Edge),,97521-01-00,services,810,
fmden-0102,Removal Of Teeth (Partially Bony) + L.A.,,97324-01-10,services,660,
fmden-0103,Surgical Extraction - Complex  (Bone Removal),,97324-01-10,services,810,
fmden-0104,Surgical Extraction - Simple,,97311-01-00,services,600,
FMDER00001,Laser For Quarter Of Body (Face-Axillae),,90676-00-00,services,250,
FMDER00002,Laser For Half Body (Arms Or Legs),,90676-00-00,services,250,
FMDER00006,Carbon Peel - Q Switch Machine Medlite,,90676-00-00,services,500,
FMDER00008,Eyebrow Bleaching - Q Switch Machine Medlite,,90676-00-00,services,250,
FMDER00009,Pigmentation Tatoo Removal - Medlite Laser,,90662-00-00,services,500,
FMDER-0002,Prostatic Massage,,92131-00-00,services,160,
FMDER-0003,Svd Injection,,99999-99-99,services,135,
FMDER-0004,Skin Biopsy,,30071-00-00,services,3024,
FMDER-0008,Chemical Cautery,,52035-00-00,services,1564,
FMDER-0009,Auto Vaccination,,92171-00-00,services,110.3625,
FMDER-0010,Testicular Biopsy,,83700-00-00,services,2259,
FMDER-0012,Wood'S Light Exam,,42503-00-01,services,250,
FMDER-0014,Skin Incision & Curettage,,90661-00-00,services,1541,
FMDER-0015,BASAL CELL CARCINOMA,,99999-99-99,services,5812.83,
FMDER-0016,Solar Keratosis,,30195-02-00,services,4145,
FMDER-0020,Planter Wart,,30186-00-01,services,358,
FMDER-0022,Photopatch Test,,73100-18-20,services,565,
FMDER-0023,Skin Patch Test,,73050-39-70,services,1202,
FMDER-0024,Ice Cube Test,,99999-99-99,services,615,
FMDER-0025,PATHOLOGY TEST,,73400-01-50,services,567,
FMDER-0026,Uretheral Scrapping,,90365-00-00,services,258,
FMDER-0027,Urethral/ Endocervical Swab(Gonozyme),,73050-40-80,services,715,
FMDER-0028,Buccal Smear,,73200-05-30,services,160,
FMDER-0029,Lesion Smear,,99999-99-99,services,200,
FMDER-0031,Dermo Test,,12000-00-00,services,290,
FMDER-0032,Puvatherapy,,14050-00-00,services,440,
FMDER-0034,Trichogram,,99999-99-99,services,715,
FMDER-0035,Dermabrasion - Small,,90676-00-00,services,2855,
FMDER-0036,Skin Tag Excision Per Unit,,32142-00-00,services,1192,
FMDER-0040,PHENOL APPLICATION 40%,,90660-00-00,services,100,
FMDER-0041,Intradermal Injection,,96205-19-00,services,222,
FMDER-0042,Electro-Cautery Per/Unit,,99999-99-99,services,1075,
FMDER-0043,Keratolytic Application - Face,,99999-99-99,services,455,
FMDER-0044,Keratolytic Application - Arm,,90660-00-00,services,710,
FMDER-0045,Keratolytic Application - Legs,,99999-99-99,services,1070,
FMDER-0046,Acne Surgery (Comedone Extraction),,99999-99-99,services,710,
FMDER-0048,Zyderm Implant Test,,90606-01-00,services,880,
FMDER-0049,Collagen Application - Acne,,99999-99-99,services,455,
FMDER-0050,Collagen Application - Regene- Ration,,90660-00-00,services,455,
FMDER-0053,Topical Application - Vitiligo Lotion,,99999-99-99,services,210,
FMDER-0054,Alopecia Lotion 2% - 100Cc,,90660-00-00,services,2265,
FMDER-0055,Alopecia Lotion 3% - 100Cc,,45019-00-00,services,3280,
FMDER-0056,Alopecia Lotion 5% - 100Cc,,90676-00-00,services,5135,
FMDER-0061,Sample Biopsy By Needle,,30094-00-01,services,455,
FMDER-0062,Pathergy Test,,99999-99-99,services,464,
FMDER-0063,Diathermy Curretage,,30195-00-00,services,180,
FMDER-0064,Uretheral Irrigation,,11921-00-00,services,160,
FMDER-0065,Hair Shaft,,90676-00-00,services,190,
FMDER-0067,Testicular Exploration,,37604-00-00,services,2560,
FMDER-0069,Sebaceous Cyst Excision - Small,,31205-00-10,services,450,
FMDER-0075,Puva Therapy Pkg 10 Sessions,,14050-00-00,services,2815,
FMDER-0079,Puva Second Course,,14050-00-00,services,1980,
FMDER-0080,Puva Succeeding Course,,14050-00-00,services,1257,
FMDER-0081,Incision & Drainage Of Absess - Superfacial,,30223-01-00,services,375,
FMDER-0082,Incision & Drainage Of Absess - Deep,,30223-01-00,services,479,
FMDER-0083,Occlusive Dressing - Small,,30055-00-10,services,152,
FMDER-0084,Occlusive Dressing - Medium,,30055-00-20,services,194,
FMDER-0085,Occlusive Dressing - Large,,30055-00-30,services,372,
FMDER-0089,Eye Brow Defination Laser,,45587-01-00,services,75,
FMDER-0090,Subcutaneous Injection,,90660-00-00,services,131.25,
FMDER-0091,I.V. Injection,,96199-19-00,services,30,
FMDER-0092,Wound Dressing - Small,,83700-00-00,services,120,
FMDER-0093,Wound Dressing - Medium,,30055-00-20,services,443,
FMDER-0094,Wound Dressing - Large,,30055-00-30,services,760,
FMDER-0096,Hyperpigmentation Course,,45025-02-00,services,2560,
FMDER-0100,Laser Therapy +Acupuncture - 10 Sessions,,90676-00-00,services,4075,
FMDER-0101,Laser Therapy +Acupuncture - 7 Sessions,,99999-99-99,services,2395,
FMDER-0102,Laser Therapy +Acupuncture - 5 Sessions,,30190-00-10,services,1855,
FMDER-0106,Acne Removal - European Facial,,99999-99-99,services,1435,
FMDER-0111,Desincrustation - Large Area,,99999-99-99,services,1035,
FMDER-0112,Desincrustation - Medium Area,,90675-00-00,services,760,
FMDER-0113,Desincrustation - Small Area,,99999-99-99,services,490,
FMDER-0114,Stretch Mark Treatment - 10 Sessions,,90676-00-00,services,3755,
FMDER-0115,Stretch Mark Treatment - 5 Sessions,,90676-00-00,services,2175,
FMDER-0116,Stretch Mark Treatment - 1 Session,,90676-00-00,services,800,
FMDER-0117,Cellulite Treatment 10 Session,,99999-99-99,services,3755,
FMDER-0118,Cellulite Treatment 5 Sessions,,99999-99-99,services,2175,
FMDER-0119,Cellulite Treatment Per Treat.,,90675-00-00,services,710,
FMDER-0120,Face Lift - Non Surgical,,45587-00-00,services,1325,
FMDER-0121,Deep Heat+ Body Wrap - Weight Reduction - 10 Sessions,,92178-00-90,services,3710,
FMDER-0122,Narrow band UVB therapy 1 session,,14050-02-00,services,250,
FMDER-0123,WEIGHT REDUC. BY DEEP HEAT     METHOD AND BODY WRAP PER TREAT,,92178-00-90,services,710,
FMDER-0124,Uv Sessions - 15 Sessions,,14050-01-00,services,2560,
FMDER-0126,Narrow Band Regional 2Nd Course 15 Sessions,,14050-02-00,services,2270,
FMDER-0128,Laser Therapy Cellotherm Soft Laser Unilaser 10 Sessions,,99999-99-99,services,2815,
FMDER-0129,Laser Therapy Cellotherm Soft Laser Unilaser 7 Sessions,,90676-00-00,services,1980,
FMDER-0130,Micropuncture Tattooing - Large,,99999-99-99,services,2985,
FMDER-0131,Micropuncture Tattoing - Medium,,99999-99-99,services,1985,
FMDER-0132,Micropuncture Tattoing - Small,,90662-00-00,services,970,
FMDER-0133,Laser Treatment - Large Area,,30195-02-00,services,4470,
FMDER-0134,Laser Treatment - Medium Area,,30195-02-00,services,3890,
FMDER-0135,Laser Treatment -Small Area,,30195-02-00,services,1320,
FMDER-0138,Liquid Nirtogen Application - Small,,90676-00-00,services,185,
FMDER-0139,Liquid Nirtogen Application - Medium,,90676-00-00,services,300,
FMDER-0140,Liquid Nirtogen Application - Large,,90676-00-00,services,520,
FMDER-0141,Podophyllin Application - Small Area,,90660-00-00,services,200,
FMDER-0142,Podophyllin Application - Medium Area,,90660-00-00,services,295,
FMDER-0143,Podophyllin Application - Large Area,,90660-00-00,services,300,
FMDER-0144,Intralesional Injection - Small Area,,30207-00-00,services,192,
FMDER-0145,Intralesional Injection -Medium Area,,30207-00-00,services,227,
FMDER-0146,Intralesional Injection - Large Area,,30207-00-00,services,302,
FMDER-0147,Dermojet Injection - Small Area,,90660-00-00,services,255,
FMDER-0148,Dermojet Injection-Medium Area,,99999-99-99,services,395,
FMDER-0149,Dermojet Injection-Large Area,,99999-99-99,services,590,
FMDER-0150,I.M. Injection With Medicine,,96197-19-00,services,185,
FMDER-0151,Allergic Shots I,,90676-00-00,services,295,
FMDER-0152,Allergic Shots Ii,,90676-00-00,services,290,
FMDER-0153,Incision & Drainage Of Absess -Small,,30223-01-00,services,251,
FMDER-0154,Incision & Drainage Of Absess -Medium,,30223-01-00,services,400,
FMDER-0155,Incision & Drainage Of Absess -Large,,30223-01-20,services,600,
FMDER-0157,Sebaceous Cyst Excision - Medium,,31205-00-10,services,1000,
FMDER-0158,Sebaceous Cyst Excision - Large,,31205-00-30,services,2200,
FMDER-0159,Electrocautery - Small Area,,30189-01-00,services,350,
FMDER-0160,Electrocautery - Medium Area,,30189-01-00,services,500,
FMDER-0161,Electrocautery - Large Area,,30189-01-00,services,800,
FMDER-0162,Electrocautery-Extra Large,,30195-07-20,services,2049.6,
FMDER-0163,Mollusca Bodies Extraction - Small,,90676-00-00,services,295,
FMDER-0164,Mollusca Bodies Extraction - Medium,,90676-00-00,services,440,
FMDER-0165,Mollusca Bodies Extraction - Large,,90676-00-00,services,520,
FMDER-0166,Milia Extraction - Small,,31205-00-10,services,490,
FMDER-0167,Milia Extraction - Medium,,31205-00-20,services,915,
FMDER-0168,Milia Extraction - Large,,31205-00-30,services,1450,
FMDER-0170,Regional Puva Mobile - Session,,14050-00-00,services,330,
FMDER-0171,Micropigmentation Test,,30207-00-00,services,130,
FMDER-0173,Bleaching - Face,,99999-99-99,services,250,
FMDER-0174,Bleaching - Arms,,99999-99-99,services,330,
FMDER-0175,Bleaching - Legs,,99999-99-99,services,480,
FMDER-0176,Bleaching - Trunk,,99999-99-99,services,580,
FMDER-0177,Bleaching - Whole Body,,99999-99-99,services,1100,
FMDER-0178,Cellulite Body Wrap,,99999-99-99,services,735,
FMDER-0182,Skin Graft - Medium Area,,45451-09-00,services,5712,
FMDER-0183,Skin Graft -Large Area,,83700-00-00,services,7156,
FMDER-0184,Skin Graft - Extra Large Area,,45439-00-00,services,8543,
FMDER-0186,Melanocyte Culture - Medium,,73200-03-80,services,1780,
FMDER-0190,Dermabrasion - Medium,,90676-00-00,services,970,
FMDER-0191,Dermabrasion - Large,,90676-00-00,services,1975,
FMDER-0192,Dermabrasion - Ex.Large,,90676-00-00,services,2985,
FMDER-0193,Intracorporal Injection I.C.I,,37415-00-00,services,455,
FMDER-0195,Vascular Laser Treatment Test Dose,,14100-00-00,services,290,
FMDER-0196,Laser Treatment - Extra Large Area,,99999-99-99,services,2670,
FMDER-0197,Vascular Laser - Medium Area,,45027-00-00,services,3890,
FMDER-0198,Vascular Laser Treatment - Large Area,,45027-02-00,services,4900,
FMDER-0200,Laser Ablation - Small Area,,30195-02-00,services,1320,
FMDER-0201,Laser Ablation - Medium Area,,30195-02-00,services,1800,
FMDER-0203,Laser Ablation - Extra Large,,30192-00-10,services,4900,
FMDER-0204,Blister Transformation - Small Area,,99999-99-99,services,970,
FMDER-0205,Blister Transformation - Medium Area,,30055-00-00,services,1380,
FMDER-0206,Blister Transformation - Large Area,,99999-99-99,services,1975,
FMDER-0207,Blister Transformation - Extra Large Area,,99999-99-99,services,3950,
FMDER-0208,Age Jeunesse Eye Wrinkle - One Session,,90676-00-00,services,710,
FMDER-0210,Age Jeunesse Face Wrinkle - One Session,,90676-00-00,services,1185,
FMDER-0211,Age Jeunesse Face Wrinkle - Six Sessions,,90676-00-00,services,4410,
FMDER-0212,Melanocyte Culture - Small,,73400-01-50,services,10365,
FMDER-0214,Melanocyte Culture - Large,,73200-03-70,services,2500,
FMDER-0215,Melanocyte Culture Extra-Large,,73200-03-80,services,25675,
FMDER-0216,Laser Test Dose,,99999-99-99,services,290,
FMDER-0218,Laser Hair Removal (Medium Area),,90676-00-00,services,2560,
FMDER-0221,Laser Cooling Device Application,,90676-00-00,services,290,
FMDER-0228,Multi-Zones(1X) Body Treatment - Small Area,,99999-99-99,services,315,
FMDER-0230,Multi-Zones(1X) Body Treatment - Medium Area,,99999-99-99,services,590,
FMDER-0232,Multi-Zones(1X) Body Treatment - Large Area,,99999-99-99,services,825,
