SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,TCS /TOTAL CARE SAUDI
2152005,RESPIRATORY,RESPIRATORY THERAPY,SMALL VOLUME NEBULIZER AND INCENTIVE SPIROMETER,38
2152006,RESPIRATORY,RESPIRATORY THERAPY,O2 THERAPY (COST PER HOUR),62
2152007,RESPIRATORY,RESPIRATORY THERAPY,O2 THERAPY (COST PER DAY),167
2152008,RESPIRATORY,RESPIRATORY THERAPY,BLOOD GAS ANALYSIS (POINT OF CARE) ,238
2152009,RESPIRATORY,RESPIRATORY THERAPY,CEREBRAL STIMULATOR,333
2152010,RESPIRATORY,RESPIRATORY THERAPY,SPIROMETRY,927
2152011,RESPIRATORY,RESPIRATORY THERAPY,LUNG VOLUME & CO TRANSFER FACTOR,1900
2152012,RESPIRATORY,RESPIRATORY THERAPY,REVERSIBILITY TESTS,1045
2152013,RESPIRATORY,RESPIRATORY THERAPY,LUNG VOLUMES WITHOUT CO TRANSFER FACTOR,1425
2152014,RESPIRATORY,RESPIRATORY THERAPY,SINGLE BREATH CO TRANSFER FACTOR,927
2152015,RESPIRATORY,RESPIRATORY THERAPY,FRC REBREATHING + CO TRANSFER FACTOR,1805
2152016,RESPIRATORY,RESPIRATORY THERAPY,RESPIRATORY DRIVE STRENGTH,927
2152017,RESPIRATORY,RESPIRATORY THERAPY,SPUTUM INDUCTION,190
2152018,RESPIRATORY,RESPIRATORY THERAPY,PEAKFLOW MONITORING,124
2152019,RESPIRATORY,RESPIRATORY THERAPY,PLEURAL BIOPSY,1900
2152020,RESPIRATORY,RESPIRATORY THERAPY,PERCUTANEOUS TRACHEOSTOMY,4750
2152021,RESPIRATORY,RESPIRATORY THERAPY,BODY PLETHYSMOGRAPH (BODY BOX),950
2152022,RESPIRATORY,RESPIRATORY THERAPY,BODY PLETHYSMOGRAPH (BODY BOX) WITH SPIROMETER,2090
2152023,RESPIRATORY,RESPIRATORY THERAPY,FRACTION OF EXHALED NITRIC OXIDE,380
2152024,RESPIRATORY,RESPIRATORY THERAPY,IPPB WITH BROCHODILATOR AND MUCOLYTIC AGENT,53
2152025,RESPIRATORY,RESPIRATORY THERAPY,MECHANICAL VENTILATOR / PER DAY,333
2152026,RESPIRATORY,RESPIRATORY THERAPY,MECHANICAL VENTILATOR - BIPAP  PER DAY ,1129
2152027,RESPIRATORY,RESPIRATORY THERAPY,NIV (NON-INVASIVE VENTILATION) THERAPY,523
2152028,RESPIRATORY,RESPIRATORY THERAPY,NONEMERGENT/NONINVASIVE POSITIVE PRESSURE VENTILATION (NPPV) / HOUR ,149
2152029,RESPIRATORY,RESPIRATORY THERAPY,PRESSURIZED OR NONPRESSURIZED INHALATION TREATMENT FOR ACUTE AIRWAY OBSTRUCTION / SMALL VOLUME NEBULIZER / MDI ,66
2152030,RESPIRATORY,RESPIRATORY THERAPY,PORTABLE VENTILATOR (PER HOUR),238
2152031,RESPIRATORY,RESPIRATORY THERAPY,VENTILATOR TUBING & ACCESSORIES (ADULT),67
2152032,RESPIRATORY,RESPIRATORY THERAPY,VENTILATOR TUBING & ACCESSORIES (NEONATAL),247
2152033,RESPIRATORY,RESPIRATORY THERAPY,CATHETER ASPIRATION (SEPARATE PROCEDURE); NASOTRACHEAL SUCTIONING ,101
2152034,RESPIRATORY,RESPIRATORY THERAPY,CATHETER ASPIRATION PLACEMENT OR CHANGE - EXTUBATION OF AIRWAY ,60
2152035,RESPIRATORY,RESPIRATORY THERAPY,CATHETER ASPIRATION PLACEMENT OR CHANGE OF IN-LINE SUCTION CATHETER. ,535
2152036,RESPIRATORY,RESPIRATORY THERAPY,CATHETER ASPIRATION SUCTIONING OF ARTIFICIAL AIRWAY TUBE CARE ,101
2152037,RESPIRATORY,RESPIRATORY THERAPY,CHEST PHYSIOTHERAPY/ FLUTTER INITIAL ,152
2152038,RESPIRATORY,RESPIRATORY THERAPY,BREATHING EXERCISE,34
2152039,RESPIRATORY,RESPIRATORY THERAPY,"CONTINUOUS BILEVEL POSITIVE AIRWAY PRESSURE VENTILATION, NON-EMERGENT INITIATION AND MANAGEMENT / DAY ",654
2152040,RESPIRATORY,RESPIRATORY THERAPY,CONTINUOUS INHALATION TREATMENT WITH AEROSOL MEDICATION FOR ACUTE AIRWAY OBSTRUCTION; / DAY ,594
2152041,RESPIRATORY,RESPIRATORY THERAPY,CONTINUOUS INHALATION TREATMENT WITH AEROSOL MEDICATION FOR ACUTE AIRWAY OBSTRUCTION; CONTINIUOS ,90
2152042,RESPIRATORY,RESPIRATORY THERAPY,"CONTINUOUS NEGATIVE PRESSURE VENTILATION (CNP), INITIATION AND MANAGEMENT / HOUR ",125
2152043,RESPIRATORY,RESPIRATORY THERAPY,"ENDOTRACHEAL TUBE, RESTABILIZATION ",772
2152044,RESPIRATORY,RESPIRATORY THERAPY,"ENDOTRACHEAL, MONITOR CUFF PRESSURE/PROCEDURE CARE ",60
2152045,RESPIRATORY,RESPIRATORY THERAPY,"ENDOTRACHEAL, PLACEMENT / REMOVAL OF ASSISTIVE SPEECH VALVE ",60
2152046,RESPIRATORY,RESPIRATORY THERAPY,"ENDOTRACHEAL, PLACEMENT OF NASAL AIRWAY ",60
2152047,RESPIRATORY,RESPIRATORY THERAPY,"HIGH FREQUENCY VENTILATION ASSIST AND MANAGEMENT, INITIATION OF PRESSURE OR VOLUME PRESET VENTILATORS FOR ASSISTED OR CONTROLLED BREATHING / HOUR ",238
2152048,RESPIRATORY,RESPIRATORY THERAPY,INHALED NITRIC OXIDE / HOUR ,238
2152049,RESPIRATORY,RESPIRATORY THERAPY,INTRAPULMONARY SURFACTANT ADMINISTRATION BY A PHYSICIAN THROUGH ENDOTRACHEAL TUBE ,297
2152050,RESPIRATORY,RESPIRATORY THERAPY,"INTUBATION, ENDOTRACHEAL, EMERGENCY PROCEDURE / RT ",594
2152051,RESPIRATORY,RESPIRATORY THERAPY,"LARYNGOSCOPY DIRECT, WITH OR WITHOUT TRACHEOSCOPY; DIAGNOSTIC, NEWBORN ",569
2152052,RESPIRATORY,RESPIRATORY THERAPY,MANIPULATION / POSITIONING TO FACILITATE LUNG FUNCTION; INITIAL DEMONSTRATION AND/OR EVALUATION ,149
2152053,RESPIRATORY,RESPIRATORY THERAPY,"MANIPULATION CHEST WALL, SUCH AS CUPPING, PERCUSSING, AND VIBRATION TO FACILITATE LUNG FUNCTION; SUBSEQUENT ",152
2152054,RESPIRATORY,RESPIRATORY THERAPY,RT TRANSPORT PER HOUR,119
2152055,RESPIRATORY,RESPIRATORY THERAPY,"SPIROMETER, NONELECTRONIC, INCLUDES ALL ACCESSORIES ",217
2152056,RESPIRATORY,RESPIRATORY THERAPY,"SPUTUM, OBTAINING SPECIMEN, AEROSOL INDUCED TECHNIQUE (SEPARATE PROCEDURE) ",238
2152057,RESPIRATORY,RESPIRATORY THERAPY,SUCTIONING OF ARTIFICIAL AIRWAY WITH IN-LINE SUCTION CATHETER ,30
2152058,RESPIRATORY,RESPIRATORY THERAPY,TRACHEOSTOMY TUBE CARE/G. SURGERY ,238
2152059,RESPIRATORY,RESPIRATORY THERAPY,"VENTILATION ASSISTMENT, INITIATION OF PRESSURE VENTILATORS /OBSERVATION, INITIAL DAY ",713
2152060,RESPIRATORY,RESPIRATORY THERAPY,VENTILATION ASSISTMENT AND MANAGEMENT; EACH SUBSEQUENT DAY ,238
2162001,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 1 - I.Q. - ADULT / CHILD,523
2162002,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - ORGANICITY,262
2162003,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - SCHIZOPHRENIA,262
2162004,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - DEPRESSION,262
2162005,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - ANXIETY,262
2162006,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - OCD,262
2162007,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - PANIC & PHOBIA,262
2162008,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - PERSONALITY,262
2162009,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - PSYCHOSOCIAL ,190
2162010,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - SLEEP,190
2162011,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - SELF SATISFACTION,190
2162012,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - OTHER SCALES,190
2162013,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY BRIEF PER SESSION,167
2162014,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (BEHAVIOUR) PER SESSION,167
2162015,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (SPEECH) PER SESSION,167
2162016,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (COGNITIVE) PER SESSION,167
2162017,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (COUPLE) PER SESSION,167
2162018,PSYCHIATRY,PSYCO THERAPY,CHILD ANXIETY MANIFEST LEVEL,214
2162019,PSYCHIATRY,PSYCO THERAPY,CHILD BEHAVIOUR CHECK LIST,167
2162020,PSYCHIATRY,PSYCO THERAPY,MIDDLE SEX SCALE,262
2162021,PSYCHIATRY,PSYCO THERAPY,MMPI SUB SCALE,262
2162022,PSYCHIATRY,PSYCO THERAPY,SELF ESTEEM INVENTORY,167
2162023,PSYCHIATRY,PSYCO THERAPY,BECK DEPRESSION INVENTORY,262
2162024,PSYCHIATRY,PSYCO THERAPY,PERFORMANCE ANXIETY SCALE,262
2162025,PSYCHIATRY,PSYCO THERAPY,SELF ASSESSMENT SCALE,262
2162026,PSYCHIATRY,PSYCO THERAPY,EATING DISORDER SCALE,309
2162027,PSYCHIATRY,PSYCO THERAPY,BULIMIA NERVOSA SCALE,262
2162028,PSYCHIATRY,PSYCO THERAPY,ANOREXIA NERVOSA SCALE,262
2162029,PSYCHIATRY,PSYCO THERAPY,BENDER GESTALAT SCALE,247
2162030,PSYCHIATRY,PSYCO THERAPY,A D H D SCALE,309
2162031,PSYCHIATRY,PSYCO THERAPY,BRIEF PSYCHOTHERAPY 6 SESSIONS,741
2162032,PSYCHIATRY,PSYCO THERAPY,BEHAVIOUR THERAPY 6 SESSIONS,741
2162033,PSYCHIATRY,PSYCO THERAPY,RELAXATION THERAPY,309
2162034,PSYCHIATRY,PSYCO THERAPY,CARS SCALE FOR AUTISM,380
2162035,PSYCHIATRY,PSYCO THERAPY,TAT TEST OF PERSONALITY,200
2162036,PSYCHIATRY,PSYCO THERAPY,COMPLETE SENTENCE TEST OF PERSONALITY,200
2172001,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; DIAGNOSTIC W/O BIOPSY,1425
2172002,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; W/BIOPSY, SINGLE/MULTIPLE",2969
2172003,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/POLYPECTOMY,2969
2172004,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ MUCOSAL RESECTION,3711
2172005,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/FOREIGN BODY EXTRACTION,3711
2172006,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; W/ BAND LIGATION, ESOPHAGIAL ",2375
2172007,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; GASTRIC VARIESES INJECTION,5938
2172008,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; ESOPHAGIAL VARIESES SCLEROTHERAPY,6680
2172009,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; ESOPHAGUS, DUODENUM. STRICTURE  DILATATION BY BALLOON ",5938
2172010,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; ESOPHAGUS/DUODENUM STENT PLACEMENT.  (IMPLANT NOT INCLUDED),5938
2172011,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; DILATATION FOR ACHALASIA ,5938
2172012,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/CLOSURE OF PERFORATION,6680
2172013,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ GASTRIC BALLOON PLACEMENT  (IMPLANT NOT INCLUDED),5938
2172014,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION / ELECTROCOAGULATION /ARGON PLASMA COAGULATION),6680
2172015,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),5938
2172016,GASTRO-ENTEROLOGY,ENDOSCOPY ,PER CUTANEOUS ENDOSCOPIC GASTROSTOMY W/ TUBE PLACEMENT (PEG),5196
2172017,GASTRO-ENTEROLOGY,ENDOSCOPY ,PER CUTANEOUS ENDOSCOPIC GASTROSTOMY W/ TUBE REPLACEMENT (PEG),1485
2172018,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / PUSH (DIAGNOSTIC / THERAPITIC),5196
2172019,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / DOUBLE BALLOON ,5196
2172020,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / CAPSULE ENDOSCOPY (ENTEROSCOPY & COLONOSCOPY),8165
2172021,GASTRO-ENTEROLOGY,ENDOSCOPY ,"COLONOSCOPY, DIAGNOSTIC W/O BIOPSY ",3711
2172022,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONSCOPY WITH BIOPSY ,4454
2172023,GASTRO-ENTEROLOGY,ENDOSCOPY ,"COLONOSCOPY, W/ POLYPECTOMY",4454
2172024,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ MUCOSAL RESECTION (EMR),4454
2172025,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ STRICTURE DILATATION ,4454
2172026,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ METALIC STENT PLACEMENT (IMPLANT NOT INCLUDED),5196
2172027,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION/ELECTROCOAGULATION/ARGON PLASMA COAGULATION),6680
2172028,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),5938
2172029,GASTRO-ENTEROLOGY,ENDOSCOPY ,ERCP DIAGNOSTIC - W/ BRUSH BIOPSY & CYTOLOGY,5567
2172030,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - STONE EXTRACTION.",6309
2172031,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, MECHANICAL LITHOTRIPSY FOR STONE W/ OR W/O SPHINCTEROTOMY",9649
2172032,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BALLOON DILATATION & STONE EXTRACTION. ",5938
2172033,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - LARGE BALLOON PAPILLARY DILATATION & STONE EXTRACTION W/ SPHINCTEROTOMY,",7051
2172034,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BILIARY STENT PLACEMENT. (IMPLANT NOT INCLUDED)",5938
2172035,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BILIARY STRICTURE DILATATION",6309
2172036,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - NASO-BILIARY DRAINAGE",5938
2172037,GASTRO-ENTEROLOGY,ENDOSCOPY ,PROCTOSCOPY,167
2172038,GASTRO-ENTEROLOGY,ENDOSCOPY ,REGID SIGMAIDOSCOPY,642
2172039,GASTRO-ENTEROLOGY,ENDOSCOPY ,SIGMOIDDOSCOPY DIAGNOSTIC,665
2172040,GASTRO-ENTEROLOGY,ENDOSCOPY ,SIGMOIDOSCOPY DIAGNOSTIC + BIOPSY,950
2172041,GASTRO-ENTEROLOGY,ENDOSCOPY ,HEAT PROBE COAGULATION,665
2172042,GASTRO-ENTEROLOGY,ENDOSCOPY ,CAPSULE ENDOSCOPY,7600
2172043,GASTRO-ENTEROLOGY,ENDOSCOPY ,ARGON PLASMA COAGULATION,4370
2172044,GASTRO-ENTEROLOGY,ENDOSCOPY ,EMG ELECTROMYOGRAPHY OF ANORECTUM,4750
2172045,GASTRO-ENTEROLOGY,ENDOSCOPY ,PEDIATRIC ENDOSCOPY + GA,7125
2172046,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUBMUCOSAL DISSECTION  ,11400
2172047,GASTRO-ENTEROLOGY,ENDOSCOPY ,PYLO TEST FOR H.PYLORI,333
2172048,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (CLOSE FISTULA) (OR PERFORATION),12350
2172049,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (REDUCTION OF DILATED POUCH OR STOMACH) POST SLEEVE,12350
2172050,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (PRIMARY),13300
2172051,GASTRO-ENTEROLOGY,ENDOSCOPY ,SMART BALLOON - BARIATRIC,15200
2182003,NEPHROLOGY,HAEMODIALYSIS,PERITONEAL DIALYSIS ,3325
2182004,NEPHROLOGY,HAEMODIALYSIS,HAEMODIAFILTERATION  4 TO 12 HOURS - PER SESSION,4275
2182005,NEPHROLOGY,HAEMODIALYSIS,CONTINOUS HAEMOFILTRATION 12 TO 24 HOURS PER SESSION,7125
2182006,NEPHROLOGY,HAEMODIALYSIS,PLASMA PHERESIS / EXCHANGE PER SESSION,3325
2182007,NEPHROLOGY,HAEMODIALYSIS,INSERTION OF CENTRAL VASCULAR CATHETER(FEMORAL/SUBCLAVIAN/JUGULAR),5225
2182008,NEPHROLOGY,HAEMODIALYSIS,SODIUM PROFILING,433
2182009,NEPHROLOGY,HAEMODIALYSIS,ACTIVATED CLOTTING TIME,38
2182010,NEPHROLOGY,HAEMODIALYSIS,ULTRA FILTRATION PROFILING,452
2182011,NEPHROLOGY,HAEMODIALYSIS,DEFORAXAMINE TESTING,452
2182012,NEPHROLOGY,HAEMODIALYSIS,"COAGULATION PROFILE COMPLETE (PT, PTT, CT)",808
2182013,NEPHROLOGY,HAEMODIALYSIS,"HEPATITIS PROFILE (HP, B, HP-C & HIV)",808
2182014,NEPHROLOGY,HAEMODIALYSIS,CENTRAL VENOUS PRESSURE MONITORING,167
2182015,NEPHROLOGY,HAEMODIALYSIS,PERMANENT PERITONEAL CATHETER,2328
2182016,NEPHROLOGY,HAEMODIALYSIS,ACUTE PERITONEAL CATHETER,1235
2182017,NEPHROLOGY,HAEMODIALYSIS,DIALYSER ,380
2182018,NEPHROLOGY,HAEMODIALYSIS,SODIUM BICARBONATE ( LITRE),190
2182019,NEPHROLOGY,HAEMODIALYSIS,ACID CONCENTRATE ( LITRE),24
2182020,NEPHROLOGY,HAEMODIALYSIS,INSERTION OF PERMA CATH TUNNEL LINE,5700
2182021,NEPHROLOGY,HAEMODIALYSIS,REVISION SUBCLAVIAN / JUGULAR CATH,1235
2182022,NEPHROLOGY,HAEMODIALYSIS,REMOVAL OF PERMA CATH,713
2182023,NEPHROLOGY,HAEMODIALYSIS,REMOVAL OF SUBCLAVIAN / JUGULAR / FEMORAL CATH,262
2182024,NEPHROLOGY,HAEMODIALYSIS,PERMICATH MANIPULATION,5225
2182025,NEPHROLOGY,HAEMODIALYSIS,"VASCATH ,  JUGULAR - FEMORAL  OR  SUBCLAVIAN",5700
2192001,OBS/GYN ,OBS/GYN SERVICES ,DELIVERY ROOM CHARGES,238
2192002,OBS/GYN ,OBS/GYN SERVICES ,ASSISTED DELIVERY (FORCEPS / VACUUM) ADDED TO THE MAIN CODE,1485
2192003,OBS/GYN ,OBS/GYN SERVICES ,INDUCTION OF LABOR (IOL),1247
2192004,OBS/GYN ,OBS/GYN SERVICES ,SUTURING OF VAGINAL TEAR,167
2192005,OBS/GYN ,OBS/GYN SERVICES ,EPISIOTOMY,167
2192006,OBS/GYN ,OBS/GYN SERVICES ,ARTIFICIAL RUPTURE MEMBRANE ARM,167
2192007,OBS/GYN ,OBS/GYN SERVICES ,CARDIOTOCOGRAPHY PER HOUR (FETAL HEART),309
2192008,OBS/GYN ,OBS/GYN SERVICES ,CARDIOTOCOGRAPHY MAXIMUM CHARGE (FETAL HEART),494
2192009,OBS/GYN ,OBS/GYN SERVICES ,CAUTERIZATION OF CERVIX,238
2192010,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF IUCD,642
2192011,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF IUCD,143
2192012,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF RING PESSARY - HODGE PESSARY,57
2192013,OBS/GYN ,OBS/GYN SERVICES ,AMNIOSCOPY,262
2192014,OBS/GYN ,OBS/GYN SERVICES ,COLPOSCOPY WITHOUT BIOPSY ,475
2192015,OBS/GYN ,OBS/GYN SERVICES ,ANTI-D INJECTION ,333
2192016,OBS/GYN ,OBS/GYN SERVICES ,COLPOSCOPY WITH BIOPSY ,808
2192017,OBS/GYN ,OBS/GYN SERVICES ,DIAGNOSTIC HYSTROSCOPY,2613
2192018,OBS/GYN ,OBS/GYN SERVICES ,DIAGNOSTIC HYSTROSCOPY WITH D & C,4940
2192019,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF HEMOVAC,309
2192020,OBS/GYN ,OBS/GYN SERVICES ,BREAST SUCTIONING,333
2192022,OBS/GYN ,OBS/GYN SERVICES ,CRYO CAUTERIZATION OF CERVIX,523
2192023,OBS/GYN ,OBS/GYN SERVICES ,NEONATAL SCREENING ,784
2192024,OBS/GYN ,OBS/GYN SERVICES ,LARGE LOOP EXCISION OF TRANSFORMATION ZOON (LLETZ) ADDED TO THE MAIN CODE,1995
2192025,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF CONTRACEPTIVE IMPLANT (IMPLANON),1140
2192026,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF CONTRACEPTIVE IMPLANT (IMPLANON),570
2192027,OBS/GYN ,OBS/GYN SERVICES ,PREMATURE RUPTURE OF MEMBRANES TEST (ROM PLUS),380
2192028,OBS/GYN ,OBS/GYN SERVICES ,PRETERM LABOR TEST (PARTO SURE),380
2192029,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT HYSTEROSCOPY AND POLYPECTOMY,7600
2192030,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY AND ENDOMETRIAL BIOPSY,6840
2192031,OBS/GYN ,OBS/GYN SERVICES ,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY,5700
2192032,OBS/GYN ,OBS/GYN SERVICES ,LASER VAGINAL TIGHTNING,4750
2192033,OBS/GYN ,OBS/GYN SERVICES ,LASER TREATMENT FOR URINARY INCONTINENCE,4750
3112001,GENERAL ,GENERAL  SERVICES,EMERGENCY ROOM FEES FOR OBSERVATION (1-3 HOURS),190
3112002,GENERAL ,GENERAL  SERVICES,OBSERVATION ROOM ER 3- 6 HOUR,143
3112003,GENERAL ,GENERAL  SERVICES,OBSERVATION ROOM ER MORE THAN 6 HOUR,190
3112004,GENERAL ,GENERAL  SERVICES,I.M. / S.C. INJECTION,15
3112005,GENERAL ,GENERAL  SERVICES,I.V. INJECTION,24
3112006,GENERAL ,GENERAL  SERVICES,I.V. FLUID INFUSION / REHYDRATION 250CC I.V.,38
3112007,GENERAL ,GENERAL  SERVICES,I.V. FLUID INFUSION / REHYDRATION 500CC I.V. ,57
3112008,GENERAL ,GENERAL  SERVICES,I.V. FLUID INFUSION / REHYDRATION 1000CC ,81
3112009,GENERAL ,GENERAL  SERVICES,PRE-EMPLOYMENT CHECK UP,333
3112010,GENERAL ,GENERAL  SERVICES,MEDICAL CHECK-UP PROGRAM 1 DAY ,950
3112011,GENERAL ,GENERAL  SERVICES,MEDICAL CHECK-UP PROGRAM 2 DAYS ,2613
3112012,GENERAL ,GENERAL  SERVICES,MEDICAL CHECK-UP PROGRAM - CHILDREN,713
3112013,GENERAL ,GENERAL  SERVICES,AMBULANCE FEE LESS THAN 50 KMS,380
3112014,GENERAL ,GENERAL  SERVICES,AMBULANCE FEE MORE THAN 50 KMS LESS THAN 100 KMS,713
3112015,GENERAL ,GENERAL  SERVICES,AMBULANCE FEE MORE THAN 100 KMS LESS THAN 250 KMS,1425
3112016,GENERAL ,GENERAL  SERVICES,AMBULANCE FEE MORE THAN 250 KMS LESS THAN 500 KMS,5700
3112017,GENERAL ,GENERAL  SERVICES,AMBULANCE WITH NURSE TO DAMMAM AIRPORT,950
3112018,GENERAL ,GENERAL  SERVICES,GENERAL PRACTITIONER  BY AMBULANCE W/NURSE (DAMMAM),285
3112019,GENERAL ,GENERAL  SERVICES,SPECIALIST BY AMBULANCE W/NURSE (DAMMAM),380
3112020,GENERAL ,GENERAL  SERVICES,NURSE ESCORT (DAMMAM),190
3112021,GENERAL ,GENERAL  SERVICES,NURSE ESCORT TO PHILIPPINES / INDIA,3325
3112022,GENERAL ,GENERAL  SERVICES,ORTHOFIX,1140
3112023,GENERAL ,GENERAL  SERVICES,ORTHOFIX RENTAL (PER DAY),34
3112024,GENERAL ,GENERAL  SERVICES,MORTUARY RENT PER DAY,285
3112025,GENERAL ,GENERAL  SERVICES,MEDICAL REPORT,95
3112026,GENERAL ,GENERAL  SERVICES,CODE BLUE,760
3112027,GENERAL ,GENERAL  SERVICES,BLOOD WARMER,95
3112028,GENERAL ,GENERAL  SERVICES,MEDICAL ESCORT (MIDDLE EAST),9500
3112029,GENERAL ,GENERAL  SERVICES,MEDICAL ESCORT (EUROPE & INDIA),11400
3112030,GENERAL ,GENERAL  SERVICES,MEDICAL ESCORT (U.S.A. & FAR EAST),17100
3112031,GENERAL ,GENERAL  SERVICES,DRESSING MAJOR,86
3112032,GENERAL ,GENERAL  SERVICES,DRESSING MEDIUM,62
3112033,GENERAL ,GENERAL  SERVICES,DRESSING MINOR,43
3112034,GENERAL ,GENERAL  SERVICES,BURN DRESSING MINOR (LESS THAN 5%),119
3112035,GENERAL ,GENERAL  SERVICES,BURN DRESSING MEDIUM (FROM 5% TO 25%),357
3112036,GENERAL ,GENERAL  SERVICES,BURN DRESSING MAJOR (MORE THAN 25%),380
3112037,GENERAL ,GENERAL  SERVICES,SLING,48
3112038,GENERAL ,GENERAL  SERVICES,ELASTIC BANDAGE,48
