PACKAGE CODE ,CATEGORY,SUB-CATEGORY,PACKAGES,Admission Days (LOS) ICU,Admission Days (LOS) WORD,NEW PRICE,3
6013036,ORTHOPEDIC,MAJOR SURG,SKIN GRAFTING OF SMALL AREA (FINGER),0,1,6897.5,907
6013037,ORTHOPEDIC,MAJOR SURG,SURGICAL DIAGNOSTIC ARTHROSCOPY,0,1,9052.5,908
6014001,ORTHOPEDIC,FINE MAJOR SURG,AMPUTATIONS / LOWER LIMBS,0,2,19800.0,909
6014002,ORTHOPEDIC,FINE MAJOR SURG,AMPUTATIONS/ UPPER LIMBS,0,2,19800.0,910
6014003,ORTHOPEDIC,FINE MAJOR SURG,ARTHROCLESIS/SHOULDER,0,2,19800.0,911
6014004,ORTHOPEDIC,FINE MAJOR SURG,"ARTHRODESIS 1 BIG JOINT – HIP, KNEE (SUBTALAR/ANKLE), FOOT / TRIPLE",0,2,19800.0,912
6014005,ORTHOPEDIC,FINE MAJOR SURG,ARTHROSCOPIC ACL RECONSTRUCTION,0,1,12870.0,913
6014006,ORTHOPEDIC,FINE MAJOR SURG,ARTHROSCOPIC MENISECTOMY,0,1,11990.0,914
6014007,ORTHOPEDIC,FINE MAJOR SURG,ARTHROSCOPY DIAGNOSTIC WITH PROCEDURE,0,1,11110.0,915
6014008,ORTHOPEDIC,FINE MAJOR SURG,ARTICULAR CARTILAGE REPAIR FOR MAJOR JOINT (WITHOUT IMPLANT AND BLOOD),0,2,15225.0,916
6014009,ORTHOPEDIC,FINE MAJOR SURG,BASILAR JOINT REPLACEMENT – ARTHROPLASTY ,0,3,23800.0,917
6014010,ORTHOPEDIC,FINE MAJOR SURG,BENIGN BONE TUMOURS / CURRETAGE BONE GRAFTING,0,2,11110.0,918
6014011,ORTHOPEDIC,FINE MAJOR SURG,BONE FIXATION,0,2,15225.0,919
6014012,ORTHOPEDIC,FINE MAJOR SURG,CERVICAL DISC PROLAPSE- GRAFTING WITH FIXATION,0,3,21675.0,920
6014013,ORTHOPEDIC,FINE MAJOR SURG,CERVICAL DISC PROLAPSE- NEUROLYSIS WITH FORAMINOTOMY,0,3,21675.0,921
6014014,ORTHOPEDIC,FINE MAJOR SURG,CONGENITAL DISLOCATION OF HIP (CHD),0,2,17160.0,922
6014015,ORTHOPEDIC,FINE MAJOR SURG,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) INVOLVING MORE THAN ONE AREA",0,2,21675.0,923
6014016,ORTHOPEDIC,FINE MAJOR SURG,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) WITH BONY OPERATION",0,2,21675.0,924
6014017,ORTHOPEDIC,FINE MAJOR SURG,"CORRECTION BY SOFT TISSUE RELEASE E.G. C.P.; TALIPES EQUINUS, POLIO IF AROUND ONE AREA (HIP, KNEE, FOOT) WITH TENDON TRANSFERE",0,2,21675.0,925
6014018,ORTHOPEDIC,FINE MAJOR SURG,CORRECTION OF SPINAL DEFORMITY,0,10,168300.0,926
6014019,ORTHOPEDIC,FINE MAJOR SURG,"CORRECTIVE OSTEOTOMY, AROUND HIP, KNEE, SHOULDER AND AROUND LONG BONE",0,2,16399.5,927
6014020,ORTHOPEDIC,FINE MAJOR SURG,CRUCIATE LIGAMENT RECONSTRUCTION WITH LIGAMENT PATELLA BAND,0,2,10560.0,928
6014021,ORTHOPEDIC,FINE MAJOR SURG,DUPUYTREN EXCISION- ‘Z’ PLASTIES ,0,2,19360.0,929
6014022,ORTHOPEDIC,FINE MAJOR SURG,FINGER SILICONE ARTHROPLASTY ,0,2,22100.0,930
6014023,ORTHOPEDIC,FINE MAJOR SURG,FRACTURE ACETABULUM WITH PELVIS,0,2,16399.5,931
6014024,ORTHOPEDIC,FINE MAJOR SURG,FRACTURE OF SPINE,0,2,18260.0,932
6014025,ORTHOPEDIC,FINE MAJOR SURG,FRACTURE VETEBRAE,0,2,33750.0,933
6014026,ORTHOPEDIC,FINE MAJOR SURG,GARAMYCIN BEEDS OR GRAFTING OR CONTINUOUS IRRIGATION,0,2,13702.5,934
6014027,ORTHOPEDIC,FINE MAJOR SURG,HEMI ARTHROPLASTY (WITHOUT IMPLANTS),0,3,21165.0,935
6014028,ORTHOPEDIC,FINE MAJOR SURG,HIGH TIBIAL OSTEOTOMY,0,2,15877.5,936
6014029,ORTHOPEDIC,FINE MAJOR SURG,"INTERLOCKING NAIL OF LONG BONE FOR HUMERUS, TIBIA WITH FEMUR",0,2,18260.0,937
6014030,ORTHOPEDIC,FINE MAJOR SURG,JOINT INSTABILITIES WITH LIGAMENT INJURY,0,2,18260.0,938
6014031,ORTHOPEDIC,FINE MAJOR SURG,LIGAMENTS REPAIR ,0,2,13920.0,939
6014032,ORTHOPEDIC,FINE MAJOR SURG,"LIGAMENTS REPAIR, LATE RECONSTRUCTION, GRAFTING ",0,2,22100.0,940
6014033,ORTHOPEDIC,FINE MAJOR SURG,LOCAL FLAPS ,0,2,15660.0,941
6014034,ORTHOPEDIC,FINE MAJOR SURG,LUMBAR DISC PROLAPSE- DESECTOMY WITH DECOMPRESSION,0,2,18260.0,942
6014035,ORTHOPEDIC,FINE MAJOR SURG,LUMBAR DISC PROLAPSE- GRAFTING WITH FIXATION (EXCLUDING IMPLANTS),0,2,21675.0,943
6014036,ORTHOPEDIC,FINE MAJOR SURG,MALIGNANT TUMOURS - AUGMENTATION BONE CEMENT,0,2,21675.0,944
6014037,ORTHOPEDIC,FINE MAJOR SURG,MALIGNANT TUMOURS - EXCISION WITH BIOPSY,0,2,21675.0,945
6014038,ORTHOPEDIC,FINE MAJOR SURG,MALIGNANT TUMOURS – ORIF (EXCLUDING IMPLANTS),0,2,25925.0,946
6014039,ORTHOPEDIC,FINE MAJOR SURG,MENISECTOMY OR EXCISIN OF CYST OF THE KNEE JOINT,0,1,8910.0,947
6014040,ORTHOPEDIC,FINE MAJOR SURG,OPEN REDUCTION AND INTERNAL FIXATION FOR FRACTURES OF THE RADIUS WITH SCREWS PLATES,0,1,7809.75,948
6014041,ORTHOPEDIC,FINE MAJOR SURG,ORIF OF  FRACTURE NECK OF FEMUR (WITHOUT IMPLANTS),0,2,18487.5,949
6014042,ORTHOPEDIC,FINE MAJOR SURG,OSTEOTOMIES OF RADIUS ULNA ,0,2,15660.0,950
6014043,ORTHOPEDIC,FINE MAJOR SURG,PARTIAL HIP REPLACEMENT (IMPLANTS NOT INCLUDED),0,2,23375.0,951
6014044,ORTHOPEDIC,FINE MAJOR SURG,PARTIAL KNEE REPLACEMENT (HEMIARTHROPLASTY)(IMPLANTS NOT INCLUDED),0,2,22525.0,952
6014045,ORTHOPEDIC,FINE MAJOR SURG,RECURRENT SHOULDER DISLOCATION,0,2,20272.5,953
6014046,ORTHOPEDIC,FINE MAJOR SURG,"REDUCTION, FRACTURE, FEMUR, OPEN W/INTERNAL FIXATION",0,2,21250.0,954
6014047,ORTHOPEDIC,FINE MAJOR SURG,"REMOVAL F.B DEEP OR IN CRITICAL AREA (AROUND VESSEL OR JOINT, NERVES) ",0,2,13310.0,955
6014048,ORTHOPEDIC,FINE MAJOR SURG,"REPAIR OTHER LIGAMENTS, CRUCIATE",0,2,20200.0,956
6014049,ORTHOPEDIC,FINE MAJOR SURG,"REPLACEMENT-KNEE, PARTIAL AND TOTAL",0,4,44500.0,957
6014050,ORTHOPEDIC,FINE MAJOR SURG,SAUCERISATION,0,2,20272.5,958
6014051,ORTHOPEDIC,FINE MAJOR SURG,SCAPHOID FRACTURES ORIF – GRAFTING ,0,2,19360.0,959
6014052,ORTHOPEDIC,FINE MAJOR SURG,SEQUESTRECTOMY,0,2,20272.5,960
6014053,ORTHOPEDIC,FINE MAJOR SURG,SKIN FLAP (ADVANCEMENT N.V. SKIN FLAP; ROTATIONAL FLAP),0,2,18260.0,961
6014054,ORTHOPEDIC,FINE MAJOR SURG,SKIN GRAFTING OF BIG AREA,0,2,20957.5,962
6014055,ORTHOPEDIC,FINE MAJOR SURG,TENDON GRAFTING,0,2,23375.0,963
6014056,ORTHOPEDIC,FINE MAJOR SURG,TENDON GRAFTING WITH OPEN REPAIR,0,2,23375.0,964
6014057,ORTHOPEDIC,FINE MAJOR SURG,TENDON INTERPOSITION ARTHROPLASTY,0,2,26350.0,965
6014058,ORTHOPEDIC,FINE MAJOR SURG,"TENDON RECONSTRUCTION, LATE REPAIR ",0,2,23800.0,966
6014059,ORTHOPEDIC,FINE MAJOR SURG,TENDON SYNOVECTOMY ,0,2,15660.0,967
6014060,ORTHOPEDIC,FINE MAJOR SURG,TENDON TRANSFERS –  MAIN HAND NERVES ,0,2,36490.0,968
6014061,ORTHOPEDIC,FINE MAJOR SURG,TENDONS REPAIR – FLEXORS / EXTENSORS ,0,2,21675.0,969
6014062,ORTHOPEDIC,FINE MAJOR SURG,TENOLYSIS REDO TENDONS REPAIR / RECONSTRUCTION  ,0,2,27200.0,970
6014063,ORTHOPEDIC,FINE MAJOR SURG,TOTAL HIP REPLACEMENT (IMPLANTS NOT INCLUDED),0,2,28050.0,971
6014064,ORTHOPEDIC,FINE MAJOR SURG,TOTAL KNEE REPLACEMENT (IMPLANTS NOT INCLUDED),0,2,28050.0,972
6014065,ORTHOPEDIC,FINE MAJOR SURG,TROCHANTERIC FRACTURE,0,2,19800.0,973
6014066,ORTHOPEDIC,FINE MAJOR SURG,TUMOR EXCISION RELATED TO NERVES OR VESSELS ,0,2,18480.0,974
6014067,ORTHOPEDIC,FINE MAJOR SURG,WOUND TOILET WITH DEBRIDMENT,0,D/C,8910.0,975
6014068,ORTHOPEDIC,FINE MAJOR SURG,WRIST DENERVATION – ABLATION  ,0,2,19360.0,976
6014069,ORTHOPEDIC,FINE MAJOR SURG,WRIST FUSION TOTAL OR PARTIAL ,0,2,20400.0,977
6022001,ORTHOPEDIC,PEDIA MEDIUM SURG,ADDUCTOR AND ILIOPSOAS RELEASE,0,1,4725.0,978
6022002,ORTHOPEDIC,PEDIA MEDIUM SURG,CORRECTION OF THUMB IN PALM DEFORMITY IN CEREBRAL PALSY ,0,1,6264.0,979
6022003,ORTHOPEDIC,PEDIA MEDIUM SURG,EXCISION OF DUPLICATE THUMB ,0,1,5625.0,980
6022004,ORTHOPEDIC,PEDIA MEDIUM SURG,RELEASE OF SIMPLE SYNDACTYLY ,0,1,5625.0,981
6022005,ORTHOPEDIC,PEDIA MEDIUM SURG,REPAIR OF SPRINGEL DEFORMITY,0,1,5625.0,982
6023001,ORTHOPEDIC,PEDIA MAJOR SURG,ADDUCTOR TRANSFER ,0,1,13200.0,983
6023002,ORTHOPEDIC,PEDIA MAJOR SURG,"ARTHROGRAM, WITH RELEASE OF ADDUCTORS WITH CLOSED REDUCTION AND SPICE CAST APPLICATION U.G.A.",0,1,9556.8,984
6023003,ORTHOPEDIC,PEDIA MAJOR SURG,CALCANEAL LENGTHENING OSTEOTOMY FOR CORRECTION OF HINDFOOT VALGUS DEFORMITY ,0,2,11000.0,985
6023004,ORTHOPEDIC,PEDIA MAJOR SURG,CHUINARD –BASKIN PROCEDURE FOR FOREFOOT CAVUS ,0,2,10560.0,986
6023005,ORTHOPEDIC,PEDIA MAJOR SURG,"CORRECTION, SYNDACTYLY",0,1,6230.0,987
6023006,ORTHOPEDIC,PEDIA MAJOR SURG,DISTAL HAMSTRING LENGTHENING AND/OR POSTERIOR CAPSULOTOMY ,0,2,9556.8,988
6023007,ORTHOPEDIC,PEDIA MAJOR SURG,EXCISION OF TALOCALCANEAL COALITION,0,2,9556.8,989
6023008,ORTHOPEDIC,PEDIA MAJOR SURG,HEMIEPHYSIODESIS OF THE PROXIMAL TIBIA BY DRILLING FOR KNEE VARUM / VALGUS,0,2,18110.4,990
6023009,ORTHOPEDIC,PEDIA MAJOR SURG,HEMIEPIPHYSIODESIS OF THE PROXIMAL TIBIA BY STAPPLING FOR KNEE VARUM/VALGUS ,0,2,18110.4,991
6023010,ORTHOPEDIC,PEDIA MAJOR SURG,JONES PROCEDURE FOR COCK-UP FOOT DEFORMITY ,0,2,10560.0,992
6023011,ORTHOPEDIC,PEDIA MAJOR SURG,MEDIAL AND/OR LATERAL HAMSTRINGS LENGTHENING ,0,2,9556.8,993
6023012,ORTHOPEDIC,PEDIA MAJOR SURG,MITCHELL BUNIONECTOMY ,0,2,10560.0,994
6023013,ORTHOPEDIC,PEDIA MAJOR SURG,PERCUTANEOUS CANNULATED SCREW FIXATION FOR SLIPPED CAPITAL FEMORAL EPIPHYSIS,0,2,10560.0,995
6023014,ORTHOPEDIC,PEDIA MAJOR SURG,PERCUTANEOUS EPIPHYSIODESIS OF THE PROXIMAL TIBIA,0,2,18110.4,996
6023015,ORTHOPEDIC,PEDIA MAJOR SURG,PLANTAR RELEASE AND 1ST METATARSAL OSTEOTOMY FOR CAVUS FOOT ,0,2,9556.8,997
6023016,ORTHOPEDIC,PEDIA MAJOR SURG,PROXIMAL HAMSTRING TENOTOMY ,0,2,10560.0,998
6023017,ORTHOPEDIC,PEDIA MAJOR SURG,PROXIMAL METATARSAL OSTEOTOMY AND BUNIONECTOMY,0,2,10560.0,999
6023018,ORTHOPEDIC,PEDIA MAJOR SURG,RECTUS FEMORIS TRANSFER,0,2,9556.8,1000
6023019,ORTHOPEDIC,PEDIA MAJOR SURG,RELEASE OF CONGENITAL CONSTRUCTION BAND,0,2,9556.8,1001
6023020,ORTHOPEDIC,PEDIA MAJOR SURG,REPAIR OF CONGENITAL PSEUDARTHROSIS OF THE CLAVICLE,0,2,9556.8,1002
6023021,ORTHOPEDIC,PEDIA MAJOR SURG,RESECTION OF CALCANEONAVICULAR COALITION ,0,2,9556.8,1003
6023022,ORTHOPEDIC,PEDIA MAJOR SURG,"RESECTION OF PARTIAL GROWTH ARREST (FEMUR, KNEE AND ANKLE)",0,2,9556.8,1004
6023023,ORTHOPEDIC,PEDIA MAJOR SURG,SCREW EPIPHYSIODESIS FOR ANKLE VALGUS,0,2,18110.4,1005
6023024,ORTHOPEDIC,PEDIA MAJOR SURG,SEMI TENDINOSUS TENODESIS OF PATELLA FOR RECURRENT DISLOCATION ,0,2,13200.0,1006
6023025,ORTHOPEDIC,PEDIA MAJOR SURG,SPLIT ANTERIOR TIBIAL TENDON TRANSFER ,0,2,10560.0,1007
6023026,ORTHOPEDIC,PEDIA MAJOR SURG,SPLIT POSTENOR TIBIALIS TENDON TRANSFER,0,2,10560.0,1008
6023027,ORTHOPEDIC,PEDIA MAJOR SURG,SUPRAMALLEOLAR ROTATION OSTEOTOMY OF THE DISTAL TIBIA AND FIBULA ,0,2,25882.5,1009
6023028,ORTHOPEDIC,PEDIA MAJOR SURG,TARSAL OSTEOTOMY TO CORRECT FOREFOOT ABDUCTION ,0,2,9556.8,1010
6023029,ORTHOPEDIC,PEDIA MAJOR SURG,TIBIALIS ANTERIOR TENDON TRANSFER ,0,2,10560.0,1011
6023030,ORTHOPEDIC,PEDIA MAJOR SURG,TRANSFER OF FLEXOR CARPI ULNARIS FOR WRIST FLEXION DEFORMITY ,0,2,9556.8,1012
6023031,ORTHOPEDIC,PEDIA MAJOR SURG,TRANSFER OF GREATER TROCHANTER,0,2,18110.4,1013
6024001,ORTHOPEDIC,PEDIA FINE MAJOR SURG,ANTERIOR DRAINAGE OF THE SEPTIC HIP,0,2,36000.0,1014
6024002,ORTHOPEDIC,PEDIA FINE MAJOR SURG,ANTEROMEDIAL APPROACH TO DDH ,0,2,36000.0,1015
6024003,ORTHOPEDIC,PEDIA FINE MAJOR SURG,CALCANEAL OSTEOTOMY FOR VALGUS ,0,2,11000.0,1016
6024004,ORTHOPEDIC,PEDIA FINE MAJOR SURG,CLOSED INTRAMEDULLARY SHORTENING OF THE FEMUR ,0,2,25882.5,1017
6024005,ORTHOPEDIC,PEDIA FINE MAJOR SURG,CONGENITAL PSEUDARTHROSIS REPAIR,0,2,25882.5,1018
6024006,ORTHOPEDIC,PEDIA FINE MAJOR SURG,DISTAL TIBIA OSTEOTOMY ,0,2,25882.5,1019
6024007,ORTHOPEDIC,PEDIA FINE MAJOR SURG,DOME TIBIA OSTEOTOMY ,0,2,25882.5,1020
6024008,ORTHOPEDIC,PEDIA FINE MAJOR SURG,DORSAL WEDGE OSTEOTOMY FOR CAVUS FOOT ,0,2,11000.0,1021
6024009,ORTHOPEDIC,PEDIA FINE MAJOR SURG,EXTRA-ARTICULAR ARTHRODESIS WITH CALCANEUS GRAFT ,0,2,13200.0,1022
6024010,ORTHOPEDIC,PEDIA FINE MAJOR SURG,FRAGMENTATION REALIGNMENT AND INTRAMEDULLARY FIXATION FOR TIBIAL OSTEOTOMY,0,3,36000.0,1023
6024011,ORTHOPEDIC,PEDIA FINE MAJOR SURG,"FRAGMENTATION, REALIGNMENT AND INTRAMEDULLARY FIXATION FOR FEMORAL DEFORMITY IN OSTEOGRENESIS IMPERFECT ",0,3,25882.5,1024
6024012,ORTHOPEDIC,PEDIA FINE MAJOR SURG,GRICE EXTRAARTICULAR SUBTALAR ARTHRODESIS ,0,2,13200.0,1025
6024013,ORTHOPEDIC,PEDIA FINE MAJOR SURG,GRICE-BATCHELOR COMBINED ARTHRODESIS ,0,2,13200.0,1026
6024014,ORTHOPEDIC,PEDIA FINE MAJOR SURG,LENGTHENING OF THE TIBIA WITH UNILATERAL FIXATOR ,0,2,18110.4,1027
6024015,ORTHOPEDIC,PEDIA FINE MAJOR SURG,OBLIQUE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,0,2,25882.5,1028
6024016,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES CHIARI MEDIAL DISPLACEMENT PELVIC OSTEOTOMY ,0,3,36000.0,1029
6024017,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES INNOMINATE SALTER OSTEOTOMY ,0,3,36000.0,1030
6024018,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES PERICAPSULAR DEGA OSTEOTOMY ,0,3,36000.0,1031
6024019,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PELVIC OSTEOTOMIES STAHELI SHELF PROCEDURE ,0,3,36000.0,1032
6024020,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PERICAPSSULAR PEMBERTON OSTEOTOMY ,0,3,36000.0,1033
6024021,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL FEMORAL ROTATIONAL OSTEOTOMY ,0,3,36000.0,1034
6024022,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL FEMORAL VARUS OSTEOTOMY WITH BLADE PLATE ,0,3,36000.0,1035
6024023,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL PATELLAR REALIGNMENT ,0,2,13200.0,1036
6024024,ORTHOPEDIC,PEDIA FINE MAJOR SURG,PROXIMAL TIBIAL AND FIBULAR EPIPHYSIODESIS WITH PHEMISTER TECHNIQUE ,0,3,25882.5,1037
6024025,ORTHOPEDIC,PEDIA FINE MAJOR SURG,REPAIR OF IRREDUCIBLE CONGENITAL DISLOCATION OF THE KNEE ,0,3,25882.5,1038
6024026,ORTHOPEDIC,PEDIA FINE MAJOR SURG,RESECTION OF THE PROXIMAL FEMUR FOR PAINFUL DISLOCATION OF THE HIP IN CEREBRAL PALSY ,0,3,36000.0,1039
6024027,ORTHOPEDIC,PEDIA FINE MAJOR SURG,SURGICAL CORRECTION OF CLUB FOOT ,0,2,11000.0,1040
6024028,ORTHOPEDIC,PEDIA FINE MAJOR SURG,TRANSFER OF THE POSTERIOR TIBIALIS TO THE DORSUM OF THE FOOT ,0,2,13200.0,1041
6024029,ORTHOPEDIC,PEDIA FINE MAJOR SURG,TRANSVERSE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,0,3,25882.5,1042
6024030,ORTHOPEDIC,PEDIA FINE MAJOR SURG,VALGUS OSTEOTOMY FOR DEVELOPMENTAL COXA VARA ,0,3,36000.0,1043
6024031,ORTHOPEDIC,PEDIA FINE MAJOR SURG,VALGUS OSTEOTOMY FOR HINGED WITH ABDUCTION IN PERTHE’S DISEASE ,0,3,36000.0,1044
6031001,DENTAL,MAXILLOFACIAL,CLOSURE OROANTRAL FISTULA UNDER GA (MAJOR),0,1,10560.0,1045
6031002,DENTAL,MAXILLOFACIAL,CLOSURE OROANTRAL FISTULA UNDER LA (MINOR),0,D/C,3255.0,1046
6031003,DENTAL,MAXILLOFACIAL,ENUCLEATION OF CYSTIC LESION WITH HISTOPATHOLOGY,0,D/C,10560.0,1047
6031004,DENTAL,MAXILLOFACIAL,ENUCLEATION OF CYSTIC LESION WITH HISTOPATHOLOGY WITH BONE GRAFT,0,D/C,19360.0,1048
6031005,DENTAL,MAXILLOFACIAL,INCISION WITH DRAINAGE UNDER GA,0,D/C,5400.0,1049
6031006,DENTAL,MAXILLOFACIAL,INCISION WITH DRAINAGE UNDER LA (COMPLICATED),0,D/C,2350.0,1050
6031007,DENTAL,MAXILLOFACIAL,ORTHOGNATHIC SURGERY,0,D/C,21250.0,1051
6031008,DENTAL,MAXILLOFACIAL,REDUCTION OF BILATERAL FRACTURED MANDIBLE (IMF) - OR,0,1,6817.5,1052
6031009,DENTAL,MAXILLOFACIAL,REDUCTION OF BILATERAL FRACTURED MANDIBLE (PLATING / IMF ) - OR,0,1,16160.0,1053
6031010,DENTAL,MAXILLOFACIAL,REDUCTION OF COMPLICATED MIDDLE/UPPER FACE FRACTURE,0,3,26260.0,1054
6031011,DENTAL,MAXILLOFACIAL,REDUCTION OF FRACTURED ZYGOMATIC ARCH,0,1,6817.5,1055
6031012,DENTAL,MAXILLOFACIAL,REDUCTION OF SIMPLE / MIDDLE FACE FRACTURES WITH PLATING,0,1,14645.0,1056
6031013,DENTAL,MAXILLOFACIAL,REDUCTION OF UNILATERAL FRACTURED MANDIBLE (IMF) - OR,0,1,5151.0,1057
6031014,DENTAL,MAXILLOFACIAL,REDUCTION OF UNILTERAL FRACTURED MANDIBLE (PLATING / IMF) - OR,0,2,13130.0,1058
6031015,DENTAL,MAXILLOFACIAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MEDIUM),0,D/C,1880.0,1059
6031016,DENTAL,MAXILLOFACIAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MAJOR),0,D/C,2760.0,1060
6031017,DENTAL,MAXILLOFACIAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (FINE MAJOR),0,D/C,3720.0,1061
7011001,NEUROSURGERY,CRANIAL,ARNOLD CHIARI DECOMPRESSION CRANIECTOMY,0,3,28050.0,1062
7011002,NEUROSURGERY,CRANIAL,BILATERAL EXTERNAL VENTRICULAR DRAINAGE,0,3,19975.0,1063
7011003,NEUROSURGERY,CRANIAL,BRACHIAL PLEXUS REPAIR,0,3,23800.0,1064
7011004,NEUROSURGERY,CRANIAL,BRAIN ABSCESS / ASPIRATION,0,3,16095.0,1065
7011005,NEUROSURGERY,CRANIAL,BRAIN ABSCESS/ CRANIOTOMY AND EVACUATION,0,3,23800.0,1066
7011006,NEUROSURGERY,CRANIAL,BURR HOLE ASPIRATION OF  BRAIN ABSCESS,0,3,30090.0,1067
7011007,NEUROSURGERY,CRANIAL,BURR HOLE EVACUATION OF CHRONIC / ACUTE SUBDURAL COLLECTION – BILATERAL,0,3,28458.0,1068
7011008,NEUROSURGERY,CRANIAL,BURR HOLE EVACUATION OF CHRONIC / ACUTE SUBDURAL COLLECTION – UNILATERAL,0,3,21573.0,1069
7011009,NEUROSURGERY,CRANIAL,CLIPPING OF CEREBRAL ANEURYSM,1,5,100980.0,1070
7011010,NEUROSURGERY,CRANIAL,CRAINIOTOMY FOR SURGICAL EXCESSION OF CRANIAL ARTERIO-VENOUS MALFORMATION,0,3,95200.0,1071
7011011,NEUROSURGERY,CRANIAL,CRANIOPLASTY,0,3,31500.0,1072
7011012,NEUROSURGERY,CRANIAL,CRANIOTOMY AND BIOPSY OF BRAIN TUMOUR,0,3,27200.0,1073
7011013,NEUROSURGERY,CRANIAL,CRANIOTOMY AND ELEVATION OF DEPRESSED SKULL FRACTURE,0,3,24650.0,1074
7011014,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EVACUATION OF ACUTE SUBDURAL HEMATOMA,0,3,31500.0,1075
7011015,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EVACUATION OF EXTRADURAL HEMATOMA,0,3,26350.0,1076
7011016,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EVACUATION OF INTRACEREBRAL HEMATOMA,0,3,33300.0,1077
7011017,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF  CLIVAL TUMOUR,1,4,83600.0,1078
7011018,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF C P ANGLE TUMOUR,1,4,75650.0,1079
7011019,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF CEREBELLAR TUMOUR,1,4,49980.0,1080
7011020,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXCISION OF FORAMEN MANGUM TUMOUR,1,4,85000.0,1081
7011021,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXESION OF DEEP SEALED / SKULL BASE BRAIN TUMOR,1,4,83640.0,1082
7011022,NEUROSURGERY,CRANIAL,CRANIOTOMY AND EXESION OF SUPERFICIAL BRAIN TUMOR,1,4,49793.0,1083
7011023,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF  SUPERFICIAL CEREBRAL TUMOUR,1,4,32850.0,1084
7011024,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF BRAIN ABSCESS,1,4,33750.0,1085
7011025,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF DEEP CEREBRAL TUMOUR,1,4,64970.0,1086
7011026,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF DEEP POSTERIOR FOSSA TUMOUR,1,4,58740.0,1087
7011027,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF PARASAGITTAL TUMOUR,1,4,65860.0,1088
7011028,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF SKULL BASE TUMOUR,1,4,76406.5,1089
7011029,NEUROSURGERY,CRANIAL,CRANIOTOMY EXCISION OF SUPERFICIAL  POSTERIOR FOSSA TUMOUR,1,4,41385.0,1090
7011030,NEUROSURGERY,CRANIAL,CRANIOTOMY FOR EVACUATION OF EXTRADURAL HEMATOMA,0,4,24650.0,1091
7011031,NEUROSURGERY,CRANIAL,CRANIOTOMY FOR SURGICAL DIPPING OF CEREBRAL ANEURYSM,1,4,95200.0,1092
7011032,NEUROSURGERY,CRANIAL,DEEP BRAIN STIMULATION EXCLUDING THE IMPLANTS,1,4,85000.0,1093
7011033,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF ACUTE SUBDURAL HEMATOMA,0,4,33300.0,1094
7011034,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – BILATERAL,0,4,32623.0,1095
7011035,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – UNILATERAL,0,4,30600.0,1096
7011036,NEUROSURGERY,CRANIAL,ENDOSCOPIC EVACUATION OF INTRACEREBRAL HEMATOMA,1,4,43430.0,1097
7011037,NEUROSURGERY,CRANIAL,ENDOSCOPIC EXCISION OF INTRA-VENTRICULAR TUMOUR,1,4,65860.0,1098
7011038,NEUROSURGERY,CRANIAL,ENDOSCOPIC MANAGEMENT OF HYDROCEPHALUS,0,4,39160.0,1099
