code,description,type
16461,General-purpose donor-organ preservation/transport system,medical-devices
16462,"Surgical countersink, reusable",medical-devices
16463,Basic crimper,medical-devices
16465,"Orbital depressor, reusable",medical-devices
15943,Tray conveying system,medical-devices
15962,Patient bed chart,medical-devices
15963,X-ray image intensifier,medical-devices
15971,"Metallic suture, monofilament",medical-devices
15985,Laboratory ware dryer,medical-devices
16020,Donor-organ preservation system oxygenator,medical-devices
16021,X-ray film storage unit,medical-devices
16023,Mobile sink system,medical-devices
16025,Eye spud,medical-devices
16033,Endolymphatic shunt,medical-devices
16034,Electroglottograph,medical-devices
16038,"Implantable pulse generator mesh bag, non-bioabsorbable",medical-devices
16047,Facial mandibular prosthesis,medical-devices
16065,Ophthalmic conformer,medical-devices
16066,Spectacle lens foil,medical-devices
16069,Iridocapsular-fixation intraocular lens,medical-devices
16070,Iris-fixation intraocular lens,medical-devices
16073,"Symblepharon ring, synthetic",medical-devices
16077,Orthopaedic bone bolt,medical-devices
16080,Sacculotomy tack,medical-devices
16082,Bone cap,medical-devices
16094,Finger/thumb prosthesis,medical-devices
16131,Cranial resinous compound,medical-devices
16156,Aneroid manual sphygmomanometer,medical-devices
16865,"Radioimmunoassay analyser IVD, manual",medical-devices
16866,Basic skin adhesive tape,medical-devices
16873,"Foetal blood sampling kit, scalp",medical-devices
16877,High performance liquid chromatography analyser syringe IVD,medical-devices
16906,Stair chair,medical-devices
16917,"Bed conversion kit, electrical",medical-devices
16918,"Perimeter, automatic",medical-devices
16919,"Perimeter, manual",medical-devices
16932,Petechiometer,medical-devices
16933,Constant-voltage transformer,medical-devices
16936,Uninterruptible power supply system,medical-devices
16937,Photographic paper,medical-devices
16941,General/multiple surgical noble gas laser system,medical-devices
16947,"Ophthalmic solid-state laser system, photodisruption",medical-devices
16950,Chemical-precipitation silver recovery system,medical-devices
16951,Electrolytic-plating-cell silver recovery system,medical-devices
16952,Metallic-replacement-cartridge silver recovery system,medical-devices
16953,Inhalational analgesia unit,medical-devices
16966,Synthetic bone graft,medical-devices
16971,"Darkroom film bin, diagnostic imaging",medical-devices
16986,"Automatic-inflation electronic sphygmomanometer, portable, finger",medical-devices
16995,Intracardiac electrode,medical-devices
16533,Freezing chamber,medical-devices
16534,Cryobiological storage container,medical-devices
16535,Liquid nitrogen container,medical-devices
16538,Cryogenic temperature control unit,medical-devices
16540,"Laboratory distillation unit, solvent",medical-devices
16545,Angiography kit,medical-devices
16581,Contact lens case,medical-devices
16584,"Polyester suture, bioabsorbable, monofilament, non-antimicrobial",medical-devices
16591,X-ray sheet film changing system,medical-devices
16592,X-ray roll film changing system,medical-devices
16604,X-ray system tube,medical-devices
16616,Medicine bottle,medical-devices
16617,Medicine bottle cap,medical-devices
16627,"Medication transfer needle, non-filtering/non-vented",medical-devices
16628,"Medication transfer needle, vented",medical-devices
16635,Freon cartridge,medical-devices
16646,Ear canal impression tray,medical-devices
16658,Dental impression adhesive,medical-devices
16668,"Carbide dental bur, reusable",medical-devices
16669,"Steel dental bur, reusable",medical-devices
16670,"Diamond dental bur, reusable",medical-devices
16701,Dental restoration retention pin kit,medical-devices
16703,Ethoxy benzoic acid dental cement,medical-devices
16704,Glass ionomer dental cement,medical-devices
16705,Zinc polycarboxylate dental cement,medical-devices
16708,Silicophosphate dental cement,medical-devices
16710,Zinc phosphate dental cement,medical-devices
16727,"Dental prosthesis restorative material, unfilled resin",medical-devices
16730,"Dental appliance fabrication material, cured",medical-devices
16752,Blood cell washer bag,medical-devices
16754,Electrocardiographic recording paper,medical-devices
16755,Echocardiographic recording paper,medical-devices
16756,Electroencephalographic recording paper,medical-devices
16759,Room humidifier,medical-devices
16761,"Infant feeding bottle nipple, reusable",medical-devices
16763,Intracranial pressure monitor,medical-devices
16772,Laboratory water bath/shaker,medical-devices
16779,"Suction/irrigation tubing, single-use",medical-devices
16784,Radioaerosol administration set,medical-devices
16787,"Surgical staple remover, reusable",medical-devices
16798,Nasoenteral tube,medical-devices
16800,Vision testing/training chart,medical-devices
16802,Syringe scale magnifier,medical-devices
16803,"Ventilator IMV supplemental circuit, single-use",medical-devices
16807,Pharmaceutical fluid-dispensing system,medical-devices
16808,Blood gas tonometer,medical-devices
16809,"Ophthalmic tonometer, battery-operated",medical-devices
16821,Anaesthetic gas scavenging evacuation tubing,medical-devices
16822,Pipette tip,medical-devices
16828,Inoculating-loop sterilizer,medical-devices
16833,Bone marrow biopsy procedure kit,medical-devices
16834,Renal biopsy procedure kit,medical-devices
16835,"Soft-tissue biopsy procedure kit, non-medicated",medical-devices
16837,Sequential venous compression system,medical-devices
16843,Therapeutic ultrasound tester,medical-devices
16849,Laparoscopic insufflator,medical-devices
16855,Laboratory incubator carbon dioxide analyser,medical-devices
16858,Catheter injection port,medical-devices
16859,Dissection board,medical-devices
17175,Radiology information system,medical-devices
17177,"Low-speed floor centrifuge, nonrefrigerated",medical-devices
17180,Subcutaneous injection/infusion port needle,medical-devices
17184,"Peripheral angioplasty balloon catheter, basic",medical-devices
17185,"Atherectomy laser system beam guide-catheter, coronary",medical-devices
17187,Voice synthesizer/digitizer,medical-devices
17189,Gastric lavage system,medical-devices
17198,Pillow speaker,medical-devices
17200,Anatomy chart,medical-devices
17202,Appetite-suppression gastric balloon,medical-devices
17206,Cardiopulmonary bypass system heating/cooling unit,medical-devices
17217,Vestibulo-ocular function chair,medical-devices
17219,Ethylene oxide monitor,medical-devices
17227,Ethylene oxide emission control system,medical-devices
17228,Computerized rhinomanometer,medical-devices
17230,"Tourniquet cuff, reusable",medical-devices
17242,Posturography system,medical-devices
17245,"Polyester suture, non-bioabsorbable, monofilament",medical-devices
17249,Glutaraldehyde dosimeter,medical-devices
17250,Spirometer/pulmonary function analyser syringe,medical-devices
17252,Endarterectomy loop puller,medical-devices
17407,Balance weight,medical-devices
17576,Tooth preservation kit,medical-devices
17579,Transtelephonic defibrillation system,medical-devices
17581,"Cardiopulmonary bypass system valve, unidirectional flow/pressure control",medical-devices
17584,Rigid endoscopic sponge/swab forceps,medical-devices
17591,"Pulmonary resuscitator, manual, reusable",medical-devices
17593,Low-air-loss bed,medical-devices
17595,Intubation teeth protector,medical-devices
17596,Phacoemulsification system generator,medical-devices
17605,Blood-processing autotransfusion system set,medical-devices
17608,Orchidometer,medical-devices
17415,Cytotoxic material spill kit,medical-devices
17421,Hyperhidrosis iontophoresis system,medical-devices
17426,Antrotome,medical-devices
17433,Infant warmer,medical-devices
17434,Peritoneal dialysis system irradiation unit,medical-devices
17436,Laboratory thermometer,medical-devices
17437,Ionizing-radiation blood irradiator,medical-devices
17439,Stereo light microscope,medical-devices
17440,Inverted-stage light microscope,medical-devices
17442,Penile tumescence long-term ambulatory recorder transducer,medical-devices
17449,"Breathing circuit dryer, closed",medical-devices
17452,Microsample centrifuge,medical-devices
17453,Cardiac valvuloplasty catheter,medical-devices
17459,Intravenous solution compounder,medical-devices
17460,Neonatal electrocardiographic electrode,medical-devices
17464,Lens tinting unit,medical-devices
17470,Intravascular catheter cuff,medical-devices
17471,"Polyester suture, bioabsorbable, multifilament, non-antimicrobial",medical-devices
17474,Infrared spectrometry breath analyser IVD,medical-devices
17481,Ophthalmic dye laser system,medical-devices
17487,Mercury spill kit,medical-devices
17489,"Microplate washer IVD, automated",medical-devices
17496,Impedance cardiac output unit,medical-devices
17506,Gel warmer,medical-devices
17507,"Bone tap, reusable",medical-devices
17508,Video printer,medical-devices
17512,Infant oral pacifier,medical-devices
17519,"Mechanical atherectomy system, coronary, battery-powered",medical-devices
17521,"Coronary angioplasty balloon catheter, perfusing",medical-devices
17523,"Cast cutter, pneumatic",medical-devices
17526,Thermoplastic-moulding water bath,medical-devices
17528,Laboratory apron rack,medical-devices
17532,Radiation therapy treatment record/verify system computer,medical-devices
17541,"Catheter/overtube balloon inflator, single-use",medical-devices
17552,"Lice comb, manual",medical-devices
17554,"Electroencephalographic electrode cap, single-use",medical-devices
17572,Body temperature ambulatory recorder,medical-devices
17003,Lacrimal tube,medical-devices
17102,X-ray film storage envelope,medical-devices
17105,Walking aid handgrip,medical-devices
17115,Noninvasive device battery charger,medical-devices
17119,Phorometer,medical-devices
17123,Cell disrupter,medical-devices
17129,Analytical balance chamber,medical-devices
17131,"Orthopaedic bone particle collector, single-use",medical-devices
17134,Microscope slide dryer,medical-devices
17135,Mortuary rack,medical-devices
17136,Dissection table,medical-devices
17137,Hand/wrist continuous passive motion exerciser,medical-devices
17140,Cryogenic analgesia unit,medical-devices
17142,Infant head cap,medical-devices
17145,Rigid cystoscope,medical-devices
17147,Laser radiometer,medical-devices
17148,"Pulse oximeter, line-powered",medical-devices
17149,Electrolytic sterilizer,medical-devices
17156,Pharmacy refrigerator,medical-devices
17157,"Laboratory refrigerator, basic",medical-devices
17158,"Laboratory refrigerator, chromatography",medical-devices
17167,Ion-exchange-cartridge silver recovery system,medical-devices
17169,Demand valve,medical-devices
17170,"Resuscitator face mask, reusable",medical-devices
17861,Cardiac catheterization mobile medical facility,medical-devices
17864,Mammography mobile medical facility,medical-devices
17877,Negative-pressure ventilator,medical-devices
17882,Physiologic-monitoring defibrillation system,medical-devices
17887,"Infrared patient thermometer, ear",medical-devices
17888,"Infrared patient thermometer, skin",medical-devices
17890,Endodontic filling material condenser,medical-devices
17895,Cardiopulmonary stress exercise trolley,medical-devices
17898,Cardiac electrophysiology analysis system,medical-devices
17899,"Ophthalmic irrigation/infusion/aspiration cannula, non-illuminating, reusable",medical-devices
17904,Computed radiography digital imaging scanner,medical-devices
17907,Warming/high-flow infusion pump,medical-devices
17908,Physical therapy ultrasound/neuromuscular stimulation system,medical-devices
17912,Ejaculation electrical stimulation system,medical-devices
17927,Intravascular catheter-snare,medical-devices
17929,"Biomechanical function analysis system, motion-tracking",medical-devices
17935,High-frequency ventilation endotracheal tube,medical-devices
17942,Cerebral oximeter,medical-devices
17947,"Assistive reading device, video",medical-devices
17962,Commode back rest,medical-devices
17965,Microtome drive,medical-devices
17966,Cryogenic safety glove,medical-devices
17609,"Denture reliner, hard",medical-devices
17610,"Denture reliner, soft, professional",medical-devices
17613,Cardiac ventriculography catheter,medical-devices
17614,"Exhaled-gas oesophageal intubation detector, adult",medical-devices
17631,Single-side-support walking frame,medical-devices
17633,Urethrotome,medical-devices
17634,Multichannel general-purpose infusion pump,medical-devices
17643,Extracorporeal membrane oxygenator,medical-devices
