HCP Name,;,Department,S. Type,Code,Provider Service Description,LOS
SGH Jeddah ,6023026,ORT,PD,6023026,SPLIT POSTENOR TIBIALIS TENDON TRANSFER,2
SGH Jeddah ,6023027,ORT,PD,6023027,SUPRAMALLEOLAR ROTATION OSTEOTOMY OF THE DISTAL TIBIA AND FIBULA ,2
SGH Jeddah ,6023028,ORT,PD,6023028,TARSAL OSTEOTOMY TO CORRECT FOREFOOT ABDUCTION ,2
SGH Jeddah ,6023029,ORT,PD,6023029,TIBIALIS ANTERIOR TENDON TRANSFER ,2
SGH Jeddah ,6023030,ORT,PD,6023030,TRANSFER OF FLEXOR CARPI ULNARIS FOR WRIST FLEXION DEFORMITY ,2
SGH Jeddah ,6023031,ORT,PD,6023031,TRANSFER OF GREATER TROCHANTER,2
SGH Jeddah ,6024001,ORT,PD,6024001,ANTERIOR DRAINAGE OF THE SEPTIC HIP,2
SGH Jeddah ,6024002,ORT,PD,6024002,ANTEROMEDIAL APPROACH TO DDH ,2
SGH Jeddah ,6024003,ORT,PD,6024003,CALCANEAL OSTEOTOMY FOR VALGUS ,2
SGH Jeddah ,6024004,ORT,PD,6024004,CLOSED INTRAMEDULLARY SHORTENING OF THE FEMUR ,2
SGH Jeddah ,6024005,ORT,PD,6024005,CONGENITAL PSEUDARTHROSIS REPAIR,2
SGH Jeddah ,6024006,ORT,PD,6024006,DISTAL TIBIA OSTEOTOMY ,2
SGH Jeddah ,6024007,ORT,PD,6024007,DOME TIBIA OSTEOTOMY ,2
SGH Jeddah ,6024008,ORT,PD,6024008,DORSAL WEDGE OSTEOTOMY FOR CAVUS FOOT ,2
SGH Jeddah ,6024009,ORT,PD,6024009,EXTRA-ARTICULAR ARTHRODESIS WITH CALCANEUS GRAFT ,2
SGH Jeddah ,6024010,ORT,PD,6024010,FRAGMENTATION REALIGNMENT AND INTRAMEDULLARY FIXATION FOR TIBIAL OSTEOTOMY,3
SGH Jeddah ,6024011,ORT,PD,6024011,"FRAGMENTATION, REALIGNMENT AND INTRAMEDULLARY FIXATION FOR FEMORAL DEFORMITY IN OSTEOGRENESIS IMPERFECT ",3
SGH Jeddah ,6024012,ORT,PD,6024012,GRICE EXTRAARTICULAR SUBTALAR ARTHRODESIS ,2
SGH Jeddah ,6024013,ORT,PD,6024013,GRICE-BATCHELOR COMBINED ARTHRODESIS ,2
SGH Jeddah ,6024014,ORT,PD,6024014,LENGTHENING OF THE TIBIA WITH UNILATERAL FIXATOR ,2
SGH Jeddah ,6024015,ORT,PD,6024015,OBLIQUE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,2
SGH Jeddah ,6024016,ORT,PD,6024016,PELVIC OSTEOTOMIES CHIARI MEDIAL DISPLACEMENT PELVIC OSTEOTOMY ,3
SGH Jeddah ,6024017,ORT,PD,6024017,PELVIC OSTEOTOMIES INNOMINATE SALTER OSTEOTOMY ,3
SGH Jeddah ,6024018,ORT,PD,6024018,PELVIC OSTEOTOMIES PERICAPSULAR DEGA OSTEOTOMY ,3
SGH Jeddah ,6024019,ORT,PD,6024019,PELVIC OSTEOTOMIES STAHELI SHELF PROCEDURE ,3
SGH Jeddah ,6024020,ORT,PD,6024020,PERICAPSSULAR PEMBERTON OSTEOTOMY ,3
SGH Jeddah ,6024021,ORT,PD,6024021,PROXIMAL FEMORAL ROTATIONAL OSTEOTOMY ,3
SGH Jeddah ,6024022,ORT,PD,6024022,PROXIMAL FEMORAL VARUS OSTEOTOMY WITH BLADE PLATE ,3
SGH Jeddah ,6024023,ORT,PD,6024023,PROXIMAL PATELLAR REALIGNMENT ,2
SGH Jeddah ,6024024,ORT,PD,6024024,PROXIMAL TIBIAL AND FIBULAR EPIPHYSIODESIS WITH PHEMISTER TECHNIQUE ,3
SGH Jeddah ,6024025,ORT,PD,6024025,REPAIR OF IRREDUCIBLE CONGENITAL DISLOCATION OF THE KNEE ,3
SGH Jeddah ,6024026,ORT,PD,6024026,RESECTION OF THE PROXIMAL FEMUR FOR PAINFUL DISLOCATION OF THE HIP IN CEREBRAL PALSY ,3
SGH Jeddah ,6024027,ORT,PD,6024027,SURGICAL CORRECTION OF CLUB FOOT ,2
SGH Jeddah ,6024028,ORT,PD,6024028,TRANSFER OF THE POSTERIOR TIBIALIS TO THE DORSUM OF THE FOOT ,2
SGH Jeddah ,6024029,ORT,PD,6024029,TRANSVERSE WEDGE OSTEOTOMY OF PROXIMAL TIBIA ,3
SGH Jeddah ,6024030,ORT,PD,6024030,VALGUS OSTEOTOMY FOR DEVELOPMENTAL COXA VARA ,3
SGH Jeddah ,6024031,ORT,PD,6024031,VALGUS OSTEOTOMY FOR HINGED WITH ABDUCTION IN PERTHE’S DISEASE ,3
SGH Jeddah ,6031001,DNT,PD,6031001,CLOSURE OROANTRAL FISTULA UNDER GA (MAJOR),1
SGH Jeddah ,6031002,DNT,PD,6031002,CLOSURE OROANTRAL FISTULA UNDER LA (MINOR),D/C
SGH Jeddah ,6031003,DNT,PD,6031003,ENUCLEATION OF CYSTIC LESION WITH HISTOPATHOLOGY,D/C
SGH Jeddah ,6031004,DNT,PD,6031004,ENUCLEATION OF CYSTIC LESION WITH HISTOPATHOLOGY WITH BONE GRAFT,D/C
SGH Jeddah ,6031005,DNT,PD,6031005,INCISION WITH DRAINAGE UNDER GA,D/C
SGH Jeddah ,6031006,DNT,PD,6031006,INCISION WITH DRAINAGE UNDER LA (COMPLICATED),D/C
SGH Jeddah ,6031007,DNT,PD,6031007,ORTHOGNATHIC SURGERY,D/C
SGH Jeddah ,6031008,DNT,PD,6031008,REDUCTION OF BILATERAL FRACTURED MANDIBLE (IMF) - OR,1
SGH Jeddah ,6031009,DNT,PD,6031009,REDUCTION OF BILATERAL FRACTURED MANDIBLE (PLATING / IMF ) - OR,1
SGH Jeddah ,6031010,DNT,PD,6031010,REDUCTION OF COMPLICATED MIDDLE/UPPER FACE FRACTURE,3
SGH Jeddah ,6031011,DNT,PD,6031011,REDUCTION OF FRACTURED ZYGOMATIC ARCH,1
SGH Jeddah ,6031012,DNT,PD,6031012,REDUCTION OF SIMPLE / MIDDLE FACE FRACTURES WITH PLATING,1
SGH Jeddah ,6031013,DNT,PD,6031013,REDUCTION OF UNILATERAL FRACTURED MANDIBLE (IMF) - OR,1
SGH Jeddah ,6031014,DNT,PD,6031014,REDUCTION OF UNILTERAL FRACTURED MANDIBLE (PLATING / IMF) - OR,2
SGH Jeddah ,6031015,DNT,PD,6031015,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MEDIUM),D/C
SGH Jeddah ,6031016,DNT,PD,6031016,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MAJOR),D/C
SGH Jeddah ,6031017,DNT,PD,6031017,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (FINE MAJOR),D/C
SGH Jeddah ,7011001,NEU,PD,7011001,ARNOLD CHIARI DECOMPRESSION CRANIECTOMY,3
SGH Jeddah ,7011002,NEU,PD,7011002,BILATERAL EXTERNAL VENTRICULAR DRAINAGE,3
SGH Jeddah ,7011003,NEU,PD,7011003,BRACHIAL PLEXUS REPAIR,3
SGH Jeddah ,7011004,NEU,PD,7011004,BRAIN ABSCESS / ASPIRATION,3
SGH Jeddah ,7011005,NEU,PD,7011005,BRAIN ABSCESS/ CRANIOTOMY AND EVACUATION,3
SGH Jeddah ,7011006,NEU,PD,7011006,BURR HOLE ASPIRATION OF  BRAIN ABSCESS,3
SGH Jeddah ,7011007,NEU,PD,7011007,BURR HOLE EVACUATION OF CHRONIC / ACUTE SUBDURAL COLLECTION – BILATERAL,3
SGH Jeddah ,7011008,NEU,PD,7011008,BURR HOLE EVACUATION OF CHRONIC / ACUTE SUBDURAL COLLECTION – UNILATERAL,3
SGH Jeddah ,7011009,NEU,PD,7011009,CLIPPING OF CEREBRAL ANEURYSM,5
SGH Jeddah ,7011010,NEU,PD,7011010,CRAINIOTOMY FOR SURGICAL EXCESSION OF CRANIAL ARTERIO-VENOUS MALFORMATION,3
SGH Jeddah ,7011011,NEU,PD,7011011,CRANIOPLASTY,3
SGH Jeddah ,7011012,NEU,PD,7011012,CRANIOTOMY AND BIOPSY OF BRAIN TUMOUR,3
SGH Jeddah ,7011013,NEU,PD,7011013,CRANIOTOMY AND ELEVATION OF DEPRESSED SKULL FRACTURE,3
SGH Jeddah ,7011014,NEU,PD,7011014,CRANIOTOMY AND EVACUATION OF ACUTE SUBDURAL HEMATOMA,3
SGH Jeddah ,7011015,NEU,PD,7011015,CRANIOTOMY AND EVACUATION OF EXTRADURAL HEMATOMA,3
SGH Jeddah ,7011016,NEU,PD,7011016,CRANIOTOMY AND EVACUATION OF INTRACEREBRAL HEMATOMA,3
SGH Jeddah ,7011017,NEU,PD,7011017,CRANIOTOMY AND EXCISION OF  CLIVAL TUMOUR,4
SGH Jeddah ,7011018,NEU,PD,7011018,CRANIOTOMY AND EXCISION OF C P ANGLE TUMOUR,4
SGH Jeddah ,7011019,NEU,PD,7011019,CRANIOTOMY AND EXCISION OF CEREBELLAR TUMOUR,4
SGH Jeddah ,7011020,NEU,PD,7011020,CRANIOTOMY AND EXCISION OF FORAMEN MANGUM TUMOUR,4
SGH Jeddah ,7011021,NEU,PD,7011021,CRANIOTOMY AND EXESION OF DEEP SEALED / SKULL BASE BRAIN TUMOR,4
SGH Jeddah ,7011022,NEU,PD,7011022,CRANIOTOMY AND EXESION OF SUPERFICIAL BRAIN TUMOR,4
SGH Jeddah ,7011023,NEU,PD,7011023,CRANIOTOMY EXCISION OF  SUPERFICIAL CEREBRAL TUMOUR,4
SGH Jeddah ,7011024,NEU,PD,7011024,CRANIOTOMY EXCISION OF BRAIN ABSCESS,4
SGH Jeddah ,7011025,NEU,PD,7011025,CRANIOTOMY EXCISION OF DEEP CEREBRAL TUMOUR,4
SGH Jeddah ,7011026,NEU,PD,7011026,CRANIOTOMY EXCISION OF DEEP POSTERIOR FOSSA TUMOUR,4
SGH Jeddah ,7011027,NEU,PD,7011027,CRANIOTOMY EXCISION OF PARASAGITTAL TUMOUR,4
SGH Jeddah ,7011028,NEU,PD,7011028,CRANIOTOMY EXCISION OF SKULL BASE TUMOUR,4
SGH Jeddah ,7011029,NEU,PD,7011029,CRANIOTOMY EXCISION OF SUPERFICIAL  POSTERIOR FOSSA TUMOUR,4
SGH Jeddah ,7011030,NEU,PD,7011030,CRANIOTOMY FOR EVACUATION OF EXTRADURAL HEMATOMA,4
SGH Jeddah ,7011031,NEU,PD,7011031,CRANIOTOMY FOR SURGICAL DIPPING OF CEREBRAL ANEURYSM,4
SGH Jeddah ,7011032,NEU,PD,7011032,DEEP BRAIN STIMULATION EXCLUDING THE IMPLANTS,4
SGH Jeddah ,7011033,NEU,PD,7011033,ENDOSCOPIC EVACUATION OF ACUTE SUBDURAL HEMATOMA,4
SGH Jeddah ,7011034,NEU,PD,7011034,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – BILATERAL,4
SGH Jeddah ,7011035,NEU,PD,7011035,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – UNILATERAL,4
SGH Jeddah ,7011036,NEU,PD,7011036,ENDOSCOPIC EVACUATION OF INTRACEREBRAL HEMATOMA,4
SGH Jeddah ,7011037,NEU,PD,7011037,ENDOSCOPIC EXCISION OF INTRA-VENTRICULAR TUMOUR,4
SGH Jeddah ,7011038,NEU,PD,7011038,ENDOSCOPIC MANAGEMENT OF HYDROCEPHALUS,4
SGH Jeddah ,7011039,NEU,PD,7011039,ENDOSCOPY FOR THE MANAGEMENT OF HYDROCEPHALUS,4
SGH Jeddah ,7011040,NEU,PD,7011040,ENDOVASCULAR INTERVENTION FOR CEREBRO-VASCULAR LESION,4
SGH Jeddah ,7011041,NEU,PD,7011041,EVACUATION OF  CHRONIC SUBDURAL HEMATOMA / BILATERAL,2
SGH Jeddah ,7011042,NEU,PD,7011042,EVACUATION OF CHRONIC SUBDURAL HEMATOMA / UNILATERAL,2
SGH Jeddah ,7011043,NEU,PD,7011043,EXCISION OF  BASAL ENCEPHACOLE,3
SGH Jeddah ,7011044,NEU,PD,7011044,EXCISION OF CEREBRAL ARTERIOVENOUS MALFORMATION,4
SGH Jeddah ,7011045,NEU,PD,7011045,EXCISION OF SCALP SWELLING OR TUMOUR,1
SGH Jeddah ,7011046,NEU,PD,7011046,EXCISION OF SKULL VAULT ENCEPHALOCELE,3
SGH Jeddah ,7011047,NEU,PD,7011047,EXCISION OF SKULL VAULT TUMOUR,1
SGH Jeddah ,7011048,NEU,PD,7011048,FONTO-ORBITAL ADVANCEMENT FOR CRANIOSYNOSTOIS,4
SGH Jeddah ,7011049,NEU,PD,7011049,INSERTION OF  EXTERNAL VENTRICULAR DRAIN,1
SGH Jeddah ,7011050,NEU,PD,7011050,INSERTION OF INTRACRANIAL PRESSURE MONITOR,1
SGH Jeddah ,7011051,NEU,PD,7011051,INSERTION OF INTRACRANIAL PRESSURE MONITORING CATHETER,2
SGH Jeddah ,7011052,NEU,PD,7011052,MICRVASCULAR DECOMPRESSION FOR HEMIFACIAL SPASM,4
SGH Jeddah ,7011053,NEU,PD,7011053,MICRVASCULAR DECOMPRESSION OF TRIGEMINAL NERVE,4
SGH Jeddah ,7011054,NEU,PD,7011054,MOTOR CORTEX STIMULATION (IMPLANTS NOT INCLUDED),4
SGH Jeddah ,7011055,NEU,PD,7011055,REMOVAL DBS – EXTENSION ELECTRODES,1
SGH Jeddah ,7011056,NEU,PD,7011056,REMOVAL DBS ELECTRODES,1
SGH Jeddah ,7011057,NEU,PD,7011057,REMOVAL OF MOTOR CORTEX STIMULATION (MCS) – ELECTRODES (WITH CRANIOTOMY),1
SGH Jeddah ,7011058,NEU,PD,7011058,REMOVAL OF  MOTOR CORTEX STIMULATION (MCS) EXTENSION ELECTRODES,1
SGH Jeddah ,7011059,NEU,PD,7011059,REMOVAL OF OCCIPITAL NERVE STIMULATOR (ONS) – EXTENSION ELECTRODES,1
SGH Jeddah ,7011060,NEU,PD,7011060,REMOVAL OF OCCIPITAL NERVE STIMULATOR (ONS) ELECTRODES,1
SGH Jeddah ,7011061,NEU,PD,7011061,REMOVAL  OF PERIPHERAL NERVE STIMULATOR (PNS) – ELECTRODES,1
SGH Jeddah ,7011062,NEU,PD,7011062,REMOVAL   OF PERIPHERAL NERVE STIMULATOR (PNS) – EXTENSION ELECTRODES,1
SGH Jeddah ,7011063,NEU,PD,7011063,REMOVAL OF SPINAL CORD STIMULATOR (SCS) ELECTRODES,1
SGH Jeddah ,7011064,NEU,PD,7011064,REMOVAL  OF SPINAL CORD STIMULATOR (SCS) EXTENSION ELECTRODES,1
SGH Jeddah ,7011065,NEU,PD,7011065,REMOVAL OF VAGUS NERVE STIMULATOR (VNS) – EXTENSION ELECTRODES,1
SGH Jeddah ,7011066,NEU,PD,7011066,REMOVAL OF VAGUS NERVE STIMULATOR (VNS) ELECTRODES,1
SGH Jeddah ,7011067,NEU,PD,7011067,REPAIR OF COMPOUND SKULL FRACTURE,2
SGH Jeddah ,7011068,NEU,PD,7011068,REPAIR OF SCALP INJURY UNDER GENERAL ANAESTHESIA,1
SGH Jeddah ,7011069,NEU,PD,7011069,REPAIR OF SIMPLE SKULL FRACTURE,2
SGH Jeddah ,7011070,NEU,PD,7011070,REPAIR OF SKULL FRACTURE WITH DAMAGED BRAIN TISSUE,2
SGH Jeddah ,7011071,NEU,PD,7011071,SIMPLE SKULL OSTEOTOMY FOR CRANIOSYNOSTOIS,2
SGH Jeddah ,7011072,NEU,PD,7011072,SKULL BASE REVISION FOR CSF FISTULA,2
SGH Jeddah ,7011073,NEU,PD,7011073,STEREOTACTIC BIOPSY BRAIN,3
SGH Jeddah ,7011074,NEU,PD,7011074,TANS-SPHENOIDAL EXCISION OF SELLAR TUMOUR,4
SGH Jeddah ,7011075,NEU,PD,7011075,UNILATERAL EXTERNAL VENTRICULAR DRAINAGE,2
SGH Jeddah ,7011076,NEU,PD,7011076,VENTRICULO-PERITONEAL OR VENTRICULO ATRIAL SHUNT,2
SGH Jeddah ,7011077,NEU,PD,7011077,VENTRICULO-PERITONEAL SHUNT INSERTION,2
SGH Jeddah ,7012001,NEU,PD,7012001,"ANTERIOR OR ANTEROLATERAL VERTEB, RESECTION AND STABILIZATION",4
SGH Jeddah ,7012002,NEU,PD,7012002,ANTERIOR THORACIC CORPECTOMY AND STABILIZATION,4
SGH Jeddah ,7012003,NEU,PD,7012003,ANTEROLATERAL THORACO – LUMBER APPROACH – SINGLE LEVEL WITH FUSION,4
SGH Jeddah ,7012004,NEU,PD,7012004,CERVICAL DECOMPRESSIVE LAMINECTOMY,4
SGH Jeddah ,7012005,NEU,PD,7012005,CERVICAL DISCECTOMY ANTERIOR APPROACH –  MORE THAN 2 LEVELS WITH FUSION,4
SGH Jeddah ,7012006,NEU,PD,7012006,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITH FUSION,4
SGH Jeddah ,7012007,NEU,PD,7012007,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITHOUT FUSION,4
SGH Jeddah ,7012008,NEU,PD,7012008,CERVICAL DISCECTOMY ANTERIOR APPROACH – 2 LEVELS WITH FUSION,4
SGH Jeddah ,7012009,NEU,PD,7012009,CERVICAL MICRODISCECTOMY WITH FUSION / SINGLE LEVEL,4
SGH Jeddah ,7012010,NEU,PD,7012010,CERVICAL MICRODISCECTOMY WITHOUT FUSION / SINGLE LEVEL,4
SGH Jeddah ,7012011,NEU,PD,7012011,"CRANIECTOMY, BRAIN DISSECTION WITH HAEMATOMA EVAUCATION",3
SGH Jeddah ,7012012,NEU,PD,7012012,CT GUIDED ASPIRATION OF INTRA-CEREBRAL COLLECTION,2
SGH Jeddah ,7012013,NEU,PD,7012013,DECOMPRESSIVE THORACIC LAMINECTOMY,4
SGH Jeddah ,7012014,NEU,PD,7012014,EACH ADDITIONAL LEVEL ANTEROLATERAL THORACO APPROACH,0
SGH Jeddah ,7012015,NEU,PD,7012015,EACH ADDITIONAL LEVEL CERVICAL DISC EXESION / FUSION,0
SGH Jeddah ,7012016,NEU,PD,7012016,EACH ADDITIONAL LEVEL LUMBER DISC EXCESION / FUSION,0
SGH Jeddah ,7012017,NEU,PD,7012017,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/CERVICAL,4
SGH Jeddah ,7012018,NEU,PD,7012018,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/DORSAL,4
SGH Jeddah ,7012019,NEU,PD,7012019,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/LUMBAR,4
SGH Jeddah ,7012020,NEU,PD,7012020,EXCISION OF LESIONS INTRASPINAL EXTRADURAL/SACRAL,3
SGH Jeddah ,7012021,NEU,PD,7012021,EXCISION OF LESIONS INTRASPINAL INTRADURAL/CERVICAL,4
SGH Jeddah ,7012022,NEU,PD,7012022,EXCISION OF LESIONS INTRASPINAL INTRADURAL/DORSAL,4
SGH Jeddah ,7012023,NEU,PD,7012023,EXCISION OF LESIONS INTRASPINAL INTRADURAL/LUMBAR,3
SGH Jeddah ,7012024,NEU,PD,7012024,EXPLORATION OF RADIAL NERVE WITH EXTERNAL NEUROSIS,3
SGH Jeddah ,7012025,NEU,PD,7012025,IMPLANTATION OF INTRATHECAL PUMP EXCLUDING THE PUMP,3
SGH Jeddah ,7012026,NEU,PD,7012026,INTRATHECAL BACLOFEN INJECTION/SCREENING PROCEDURE,2
SGH Jeddah ,7012027,NEU,PD,7012027,KHYPOPLASTY (PER LEVEL) BILATERAL,4
SGH Jeddah ,7012028,NEU,PD,7012028,KYPHOPLASTY (PER LEVEL) UNILATERAL,4
SGH Jeddah ,7012029,NEU,PD,7012029,"LAMINECTOPLASTY / LAMINECTOMY FOR SPINAL TUMOR FOCAL (MENINGIOMA, NEUROMA)",4
SGH Jeddah ,7012030,NEU,PD,7012030,"LAMINECTOPLASTY L LAMINECTOMY FOR SPINAL TUMOR DIFUSE (GLIOMA, EPENDYMOMA)",4
SGH Jeddah ,7012031,NEU,PD,7012031,LATERAL APPROACH TO THORACIC DISCECTOMY,4
SGH Jeddah ,7012032,NEU,PD,7012032,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – MORE THAN TWO LEVELS,4
SGH Jeddah ,7012033,NEU,PD,7012033,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – ONE LEVEL,4
SGH Jeddah ,7012034,NEU,PD,7012034,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – TWO LEVELS,4
SGH Jeddah ,7012035,NEU,PD,7012035,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL BILATERAL,4
SGH Jeddah ,7012036,NEU,PD,7012036,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL UNILATERAL,4
SGH Jeddah ,7012037,NEU,PD,7012037,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS BILATERAL,4
SGH Jeddah ,7012038,NEU,PD,7012038,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS UNILATERAL,4
SGH Jeddah ,7012039,NEU,PD,7012039,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS BILATERAL,4
SGH Jeddah ,7012040,NEU,PD,7012040,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS UNILATERAL,4
SGH Jeddah ,7012041,NEU,PD,7012041,LUMBER MICRODISECTOMY WITH FUSION / SINGLE LEVEL,4
SGH Jeddah ,7012042,NEU,PD,7012042,LUMBER MICRODISECTOMY WITHOUT FUSION / SINGLE LEVEL,4
SGH Jeddah ,7012043,NEU,PD,7012043,MICROSCOPIC BRAIN EXCISION OF EPILEPTIC FOCUS,4
SGH Jeddah ,7012044,NEU,PD,7012044,MICROSCOPIC TOTAL SUPRASELLAR TUMOUR EXCISION THROUGH SUBFRONTAL APPROACH WITH FRONTAL CRANIOTOMY,4
SGH Jeddah ,7012045,NEU,PD,7012045,"MYELOMENINGOCELE REPAIR, MAJOR DEFECT",3
SGH Jeddah ,7012046,NEU,PD,7012046,"MYELOMENINGOCELE REPAIR, MINOR DEFECT",3
SGH Jeddah ,7012047,NEU,PD,7012047,PERCUTANEOUS FIXATION WITHOUT SCREW WITH IMPLANT ,3
SGH Jeddah ,7012048,NEU,PD,7012048,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – 2 NERVE ROOTS,3
SGH Jeddah ,7012049,NEU,PD,7012049,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – MORE THAN 2 NERVE ROOTS,3
SGH Jeddah ,7012050,NEU,PD,7012050,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – ONE NERVE ROOT,3
SGH Jeddah ,7012051,NEU,PD,7012051,POSTERIOR FUSION AND STABILIZATION,3
SGH Jeddah ,7012052,NEU,PD,7012052,POSTERIOR RHIZOTOMY,3
SGH Jeddah ,7012053,NEU,PD,7012053,RE-FENESTRATION AND MICRODISCECTOMY,3
SGH Jeddah ,7012054,NEU,PD,7012054,REFILL OF INTRATHECAL PUMP (EXCLUDING THE MEDICATION),0
SGH Jeddah ,7012055,NEU,PD,7012055,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS –  MORE THAN TWO LEVELS,3
SGH Jeddah ,7012056,NEU,PD,7012056,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – ONE LEVEL,3
SGH Jeddah ,7012057,NEU,PD,7012057,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – TWO LEVELS,3
SGH Jeddah ,7012058,NEU,PD,7012058,REMOVAL NEURO-STIMULATOR,3
SGH Jeddah ,7012059,NEU,PD,7012059,REPAIR OF MENINGOMYELOCELE MAJOR,3
SGH Jeddah ,7012060,NEU,PD,7012060,"REPAIR OF MENINGOMYELOCELE, MINOR DEFECT",3
SGH Jeddah ,7012061,NEU,PD,7012061,REPAIR OF OCCULT SPINAL DYSRAPHISM,3
SGH Jeddah ,7012062,NEU,PD,7012062,SELECTIVE DORSAL RHIZOTOMY FOR SPASTICITY,3
SGH Jeddah ,7012063,NEU,PD,7012063,SPINAL CORD STIMULATION (EXCLUDING IMPLANTS),3
SGH Jeddah ,7012064,NEU,PD,7012064,SPINAL STENOSIS / INTER LAMINAR DECOMPRESSION / LAMINECTOMY,3
SGH Jeddah ,7012065,NEU,PD,7012065,SPINAL STENOSIS / INTER LAMINAR DECOMPRESSION / LAMINECTOMY WITH DISCECTOMY,3
SGH Jeddah ,7012066,NEU,PD,7012066,THECO-PERITONEAL SHUNT,3
SGH Jeddah ,7013001,NEU,PD,7013001,BILATERAL CARPAL TUNNEL NEUROLYSIS,2
SGH Jeddah ,7013002,NEU,PD,7013002,BRACHIAL PLEXUS DECOMPRESSION,3
SGH Jeddah ,7013003,NEU,PD,7013003,CARPEL TUNNEL SYNDROME DECOMPRESSION BILATERAL ,1
SGH Jeddah ,7013004,NEU,PD,7013004,CARPEL TUNNEL SYNDROME DECOMPRESSION UNILATERAL,1
SGH Jeddah ,7013005,NEU,PD,7013005,DIRECT PERINEURAL NERVE REPAIR,2
SGH Jeddah ,7013006,NEU,PD,7013006,INTERFASICULAR REPAIR,2
SGH Jeddah ,7013007,NEU,PD,7013007,NERVE GRAFTING (WITHOUT GRAFT),2
SGH Jeddah ,7013008,NEU,PD,7013008,NERVE GRAFTS – AUTO GRAFTS ,2
SGH Jeddah ,7013009,NEU,PD,7013009,NERVE NEUROLYSIS,2
SGH Jeddah ,7013010,NEU,PD,7013010,NERVE REPAIR (ONE NERVE),2
SGH Jeddah ,7013011,NEU,PD,7013011,NERVE REPAIR MAJOR ,2
SGH Jeddah ,7013012,NEU,PD,7013012,NERVE TRANSFERS ,2
SGH Jeddah ,7013013,NEU,PD,7013013,"NERVE TRANSPOSITION, OLD SCAR  ",2
SGH Jeddah ,7013014,NEU,PD,7013014,"NEUROLYSIS, OLD REPAIR, EXPLORATION ",2
SGH Jeddah ,7013015,NEU,PD,7013015,NEUROMA EXCISION TREATMENT ,2
SGH Jeddah ,7013016,NEU,PD,7013016,OLD PERINEURAL NERVE REPAIR,2
SGH Jeddah ,7013017,NEU,PD,7013017,PERIPHERAL NERVE STIMULATION (EXCLUDING IMPLANTS),2
SGH Jeddah ,7013018,NEU,PD,7013018,RELEASE OF CUBITAL TUNNEL SYNDROME,1
SGH Jeddah ,7013019,NEU,PD,7013019,RELEASE OF ULNAR NERVE ENTRAPMENT AT WRIST,1
SGH Jeddah ,7013020,NEU,PD,7013020,SELECTIVE PERIPHERAL NEURECTOMY (ONE LIMB),1
SGH Jeddah ,7013021,NEU,PD,7013021,SUBCUTANEOUS FIELD STIMULATION,1
SGH Jeddah ,7013022,NEU,PD,7013022,VAGAL NERVE STIMULATOR ( IMPLANTS NOT INCLUDED ),4
SGH Jeddah ,7013023,NEU,PD,7013023,CRANIOTOMY & EVACUATION OF ACUTE SUBDURAL HEMATOMA / POOR GRADE/ W/OUT IMPLANT,4
SGH Jeddah ,7013024,NEU,PD,7013024,EXTENSIVE DECOM. CRANIECTOMY + INSERTION OF BONE FLAP IN ABD. WALL-W/OUT IMPLANT,10
SGH Jeddah ,7013025,NEU,PD,7013025,CRANIOTOMY & EVACUATION OF POSTERIOR FOSSA EPEDURAL HEMATOMA - W/OUT IMPLANT,3
SGH Jeddah ,7013026,NEU,PD,7013026,CRANIOTOMY & EVACUATION OF INTRACEREBRAL HEMATOMA - POOR GRADE - W/OUT IMPLANT,4
SGH Jeddah ,7013027,NEU,PD,7013027,CRANIOTOMY & EVACUATION OF INTRACEREBELLAR HEMATOMA - GOOD GRADE - W/OUT IMPLANT,3
