TARIFF,SERVICE_NAMEE,CODE,NAME,DEPARTMENT_NAME,OP_PRICE,IP_PRICE
MALATH,CONSULTATIONS,PAPE031020,AYMAN ABDALLA MOHAMED AHMED ELNAWASANY,PEDIATRIC,115.0,115
MALATH,CONSULTATIONS,PAPE031027,IBRAHIM  MOHAMED ABDELGHANY SAAD,PEDIATRIC,115.0,115
MALATH,CONSULTATIONS,PAPE031028,ALAA MOHAMMED AHMED ABDELRAZIK,PEDIATRIC,115.0,115
MALATH,CONSULTATIONS,PAPE031094,BASMA SAMIR MAHMOUD IBRAHIM,PEDIATRIC,115.0,115
MALATH,CONSULTATIONS,PAPE031107,DOAA MAMDOUH MOHAMMED TAWFIK,PEDIATRIC,115.0,115
MALATH,CONSULTATIONS,PAPE031345,DINA MOHAMED NAGUIB MOHAMED ABOUELSAAD,PEDIATRIC,120.0,120
MALATH,CONSULTATIONS,PAPE031385,RAFFAT BEKHIT ZAKI,PEDIATRIC,120.0,120
MALATH,CONSULTATIONS,PAPE031391,REEM MAMDOUH SOLIMAN KHATTAB,PEDIATRIC,120.0,120
MALATH,CONSULTATIONS,PAPE061246,NAGLAA MOHAMMED ABDELKADER,PEDIATRIC,120.0,120
MALATH,CONSULTATIONS,PAPE061247,NOHA ABDELMOHDY MOUSTAFA,PEDIATRIC,120.0,120
MALATH,CONSULTATIONS,PAPE080908,MOHAMMED ALI FARAG,PEDIATRIC,115.0,115
MALATH,CONSULTATIONS,PAPI011164,DOAA SHABAN AMIN HASSANIN,PEDIATRIC,115.0,115
MALATH,CONSULTATIONS,PAPI011256,HEBA SHAABAN ALY KAMEL ABDRABOU,PEDIATRIC,120.0,120
MALATH,CONSULTATIONS,PAPI031155,INAS SAAD IBRAHIM HASSAN,PEDIATRIC,115.0,115
MALATH,CONSULTATIONS,PAPI031170,KHALED MOHAMED MOUSSA SHABANA,PEDIATRIC,115.0,115
MALATH,CONSULTATIONS,PAPS011449,AHMED SAEED SAIED,SURGERY CLINIC,120.0,120
MALATH,CONSULTATIONS,PLPL011368,ADEL  MAYHOUB,PLASTIC SURGERY,120.0,120
MALATH,CONSULTATIONS,PLPL011378,MOHAMMAD SALAH ALSABBAHI AMIN,PLASTIC SURGERY,120.0,120
MALATH,CONSULTATIONS,PYPY030717,SAFAA HASSAN MOHAMED,PSYCHIATRY,115.0,115
MALATH,CONSULTATIONS,RHRH010500,KHALED FATHY EL HASSANAIN,RHEUMATOLOGY,115.0,115
MALATH,CONSULTATIONS,RHRH010617,SAFAA SAYED ABD ELRASOL,RHEUMATOLOGY,115.0,115
MALATH,CONSULTATIONS,SRGS011109,BASSEM MOHAMED SIEDA,SURGERY CLINIC,115.0,115
MALATH,CONSULTATIONS,SRGS011270,HEBA ATWA AHMED ATWA,SURGERY CLINIC,120.0,120
MALATH,CONSULTATIONS,SRGS011313,AHMED ZAKAREYA YOUSIF,SURGERY CLINIC,120.0,120
MALATH,CONSULTATIONS,SRGS011439,KHALID  KHALIL,SURGERY CLINIC,120.0,120
MALATH,CONSULTATIONS,SRGS031122,AHMED MOHAMED ABDELFATAH,SURGERY CLINIC,230.0,115
MALATH,CONSULTATIONS,SRGS031460,KAZI  ISLAM,SURGERY CLINIC,120.0,120
MALATH,CONSULTATIONS,SRGS040830,OSAMA OSMAN YOUSIF AHMED,SURGERY CLINIC,115.0,115
MALATH,CONSULTATIONS,SRSR011397,MOHAMMED METWALLY SALAMA,SURGERY CLINIC,120.0,120
MALATH,CONSULTATIONS,SRSR030888,MOHAMED ABDELFATTAH ELSAYED HAMMAD,SURGERY CLINIC,115.0,115
MALATH,CONSULTATIONS,URUR011136,ABDULAZIZ ALI EMARA MOSTAFA EMARA,UROLOGY CLINIC,120.0,120
MALATH,CONSULTATIONS,URUR011372,MOHAMMED RADWAN MAHMOUD,UROLOGY CLINIC,120.0,120
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0002,E.C.G.,CARDIOLOGY,95.0,95
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0003,E.C.G. WITH ERGOMETRY,CARDIOLOGY,814.0,814
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0004,ECHO CARDIOGRAM 2D + M MODE,CARDIOLOGY,641.0,641
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0005,ECHO CARDIOGRAM 2D + M MODE +  DOPPLER (FULL STUDY),CARDIOLOGY,893.0,893
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0006,HOLTER MONITOR 24 HOURS ECG,CARDIOLOGY,641.0,641
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0007,TREADMILL EXERCISE STRESS TEST,CARDIOLOGY,641.0,641
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0009,E.C.G. FOR INPATIENT,CARDIOLOGY,116.0,116
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0010,VENOUS DUPLEX,CARDIOLOGY,231.0,231
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0011,SURFACE PACEMAKER(NON-INVASIVE,CARDIOLOGY,1738.0,1738
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0013,PERICARDIOCENTESIS,CARDIOLOGY,2315.0,2315
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0014,ECHO M-MODE ONLY,CARDIOLOGY,331.0,331
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0015,HYPERTENSION CHECK-UP I,CARDIOLOGY,525.0,525
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0016,HYPERTENSION CHECK-UP II,CARDIOLOGY,1103.0,1103
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0017,PERMANENT  PACEMAKER,CARDIOLOGY,4200.0,4200
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0018,ECHO REPEAT,CARDIOLOGY,473.0,473
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0019,ECHO FOLLOW UP,CARDIOLOGY,368.0,368
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0020,REPROGRAMING OF PERMANET PACEMAKER,CARDIOLOGY,866.0,866
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0021,DOBUTAMINE STRESS NUCLEAR SCANNING,CARDIOLOGY,3360.0,3360
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0022,THALLIUM W/EXERCISE ( FOR CARDIOLOGY),CARDIOLOGY,2940.0,2940
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0023,THALLIUM W/O EXERCISE(FOR CARDIOLOGY),CARDIOLOGY,3360.0,3360
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0024,THALIUM W/PHARMACOLOGICAL STRESS(CARDIO),CARDIOLOGY,1680.0,1680
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0025,THALIUM EXERCISE STRESS TEST(CARDIO),CARDIOLOGY,1470.0,1470
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-0026,DOBUTAMINE STRESS ECHOCARDIOGRAPHY,CARDIOLOGY,4148.0,4148
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCAR-1000,DAY CARE SUPERVISION,CARDIOLOGY,121.0,121
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0001,CARDIO VERSION (DC SHOCK),CARDIOLOGY,1050.0,1050
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0002,TEMPORARY PACEMAKER,CARDIOLOGY,1050.0,1050
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0004,ATRIAL PACING,CARDIOLOGY,1050.0,1050
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0005,PERMANENT PACEMAKER IMPLANTATI ON (DDD),CARDIOLOGY,6300.0,6300
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0006,TRANSESOPHAGEAL ECHOCARDIOGRAP HY (TEE),CARDIOLOGY,1260.0,1260
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0007,PHARMACOLOGICAL TEST,CARDIOLOGY,735.0,735
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0008,PHARMACOLOGICAL STRESS ECHOCAR DIOGRAPHY,CARDIOLOGY,2730.0,2730
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0009,AMBULATORY BP MONITORING,CARDIOLOGY,525.0,525
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0010,INTRA-AROTIC BALLOON INSERTION,CARDIOLOGY,2100.0,2100
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0011,INTRA-AORTIC BALLOON PUMP USE  / DAY,CARDIOLOGY,630.0,630
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0012,RIGHT HEART CATHETERIZATION,CARDIOLOGY,1575.0,1575
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0013,LEFT HEART CATHETERIZATION,CARDIOLOGY,1575.0,1575
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0014,CORONARY ANGIOGRAPHY,CARDIOLOGY,2100.0,2100
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0015,BALLON VALVULOPLASTY,CARDIOLOGY,5250.0,5250
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0016,P.T.C.A. (SINGLE VESSEL),CARDIOLOGY,3675.0,3675
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0017,P.T.C.A. (MULTI VESSEL),CARDIOLOGY,5250.0,5250
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0018,CORONARY STENTING,CARDIOLOGY,1050.0,1050
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0019,BALOON ATRIAL SEPTOSTOMY,CARDIOLOGY,2625.0,2625
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0020,STRESS TRANOESPHAGEAL ECHO,CARDIOLOGY,1260.0,1260
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0021,ECHO FULL STUDY,CARDIOLOGY,840.0,840
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0022,ECHO CARDIOGRAM FOR PEDIATRIC,CARDIOLOGY,1523.0,1523
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0023,TRANSOESOPHAGAL ECHO PROSTHESIS (TEE2),CARDIOLOGY,3150.0,3150
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0024,EXERCISE ECHO TEST,CARDIOLOGY,2400.0,2400
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMCARS0025,48 HRS. HOLTER MONITORING,CARDIOLOGY,2160.0,2160
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMINT-0096,RIYADH BANK PROMOTION CHECK UP,INTERNAL MEDICINE,1365.0,1365
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-0081,GENERAL CHECK-UP I(NEW),LABORATORY,1807.0,1807
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-0082,GENERAL CHECK-UP II(NEW),LABORATORY,2858.0,2858
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-0094,T. CHOLESTEROL + TRIGLYCERIDES,LABORATORY,158.0,158
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1006,PLATELET CONCENTRATE (6 UNITS),LABORATORY,4095.0,4095
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1011,ACID PHOSPHATASE-STAIN,LABORATORY,168.0,168
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1012,ACTIVATED CLOTTING TIME,LABORATORY,152.0,152
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1013,ANTI-BODY SCREENING,LABORATORY,573.0,573
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1014,ANTI-THROMBIN III,LABORATORY,310.0,310
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1015,BLOO GROUP (ABO) + RH (D),LABORATORY,84.0,84
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1016,BLEEDING TIME (B.T) TEMPLATE,LABORATORY,66.0,66
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1017,BLOOD FILM FOR FILARIA,LABORATORY,89.0,89
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1018,BLOOD FILM FOR MALARIA,LABORATORY,89.0,89
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1022,CBC (COMPLETE BLOOD COUNT),LABORATORY,137.0,137
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1023,CBC WITH AUTOMATED DIFF.,LABORATORY,147.0,147
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1024,CLOTTING TIME (C.T),LABORATORY,51.0,51
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1025,FACTOR V,LABORATORY,365.0,365
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1026,FACTOR VII,LABORATORY,281.0,281
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1027,FACTOR VIII,LABORATORY,365.0,365
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1028,FACTOR IX,LABORATORY,365.0,365
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1029,FACTOR X,LABORATORY,281.0,281
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1030,FACTOR XI,LABORATORY,365.0,365
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1031,FACTOR XII,LABORATORY,281.0,281
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1032,COLD AGGLUTININS TITRE,LABORATORY,105.0,105
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1033,COOMBS TEST -DIRECT POLYCLONAL TYPE,LABORATORY,130.0,130
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1034,COOMB'S TEST-INDIRECT,LABORATORY,573.0,573
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1035,CROSSMATCH WITH NEGATIVE DIRECT COOMBS TEST/NEGATIVE ANTIBODYSCREENING,LABORATORY,236.0,236
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1036,DONOR BLEEDING,LABORATORY,95.0,95
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1037,DONOR SCREENING,LABORATORY,368.0,368
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1038,ESR,LABORATORY,74.0,74
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1039,ESTERASE  STAIN,LABORATORY,257.0,257
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1040,BLOOD FILM FOR LEISHMANIA,LABORATORY,89.0,89
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1042,FIBRINOGEN,LABORATORY,202.0,202
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1043,FRESH FROZEN PLASMA (FFP),LABORATORY,683.0,683
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1044,HB.,LABORATORY,137.0,137
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1045,HCT.,LABORATORY,137.0,137
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1046,IRON STAIN,LABORATORY,168.0,168
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1047,NAPHTHOL ACETATE ESTERASE,LABORATORY,168.0,168
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1048,NEUTROPHIL ALKALINE PHOSPHATASE (ALP),LABORATORY,218.0,218
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1049,NON-SPECIFIC ESTERASE,LABORATORY,168.0,168
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1051,OSMOTIC FRAGILITY TEST (QUANTITATIVE),LABORATORY,336.0,336
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1052,PACKED RED BLOOD CELLS RH POS. UNIT,LABORATORY,1785.0,1365
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1053,PACKED RED BLOOD CELLS RH NEG. UNIT,LABORATORY,2100.0,1680
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1054,PARTIAL THROMBOPLASTIN TIME    (PTT),LABORATORY,74.0,74
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1055,PERIODIC ACID-SCHIFF (PAS) STAIN,LABORATORY,257.0,257
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1056,PEROXIDASE  STAIN,LABORATORY,257.0,257
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1057,PLASMA PHERESIS,LABORATORY,2667.0,2667
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1058,PLATELET COUNT,LABORATORY,137.0,137
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1060,"HEMOSTATIC PROFILE  (PT,PTT,FIBRINOGIN)",LABORATORY,917.0,917
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1063,PROTEIN C,LABORATORY,840.0,840
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1064,PROTEIN S,LABORATORY,840.0,840
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1065,PROTHROMBIN TIME (P.T) W/ INR,LABORATORY,74.0,74
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1066,RETICULOCYTE COUNT,LABORATORY,42.0,42
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1067,RH-ANTIBODY TITRE,LABORATORY,525.0,525
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1068,RH-PHENOTYPE,LABORATORY,158.0,158
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1069,SICKLING TEST,LABORATORY,77.0,77
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1070,SUDAN BLACK STAIN,LABORATORY,242.0,242
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1071,THERAPEUTIC PLASMA EXCHANGE (TPE),LABORATORY,2426.0,2426
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1072,THROMBIN TIME,LABORATORY,130.0,130
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1073,WBCs TOTAL & DIFF,LABORATORY,84.0,84
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1075,LEUKOCYTE FILTER,LABORATORY,158.0,158
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1077,FILTERED WHOLE BLOOD UNIT,LABORATORY,1470.0,1470
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1078,FILTERED PACKED RED BLOOD CELL UNIT,LABORATORY,1155.0,1155
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1079,NEONATAL FRESH FROZEN PLASMA,LABORATORY,1155.0,1155
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1080,NEONATAL BLOOD UNIT,LABORATORY,289.0,289
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1083,FOLLOW UP - CBC,LABORATORY,137.0,137
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1084,D-DIMER,LABORATORY,452.0,452
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1085,ANTI BODY IDENTIFICATION,LABORATORY,525.0,525
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1087,LEUCOCYTE COUNT (TOTAL),LABORATORY,42.0,42
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1088,LEUCOCYTE  COUNT & DIFFERENTIA L,LABORATORY,84.0,84
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1089,NITRO BLUE TETRAZOLIUM,LABORATORY,126.0,126
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1090,"TOTAL EOSINOPHIL COUNT, NASAL  SMEAR",LABORATORY,152.0,152
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1091,TOTAL  EOSINOPHIL COUNT` SPUTU M,LABORATORY,126.0,126
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1092,"TOTAL  EOSINOPHIL COUNT, URINE",LABORATORY,152.0,152
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1095,DONOR-HEMOGLOBIN&BLOOD GROUP,LABORATORY,105.0,105
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1100,PLATELET CONCENTRATE (3 UNITS),LABORATORY,2048.0,2048
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1101,PLATELET CONCENTRATE (1 UNIT),LABORATORY,525.0,525
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1111,OUTSIDE CONSULTATION SKIN IMMUNOFLUORESCENCE,LABORATORY,3360.0,3360
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1112,SCECO CHECK UP,LABORATORY,604.0,604
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1113,INHALATION PANEL 20,LABORATORY,1155.0,1155
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1115,AL SALAM AIRCRAFT V.I.P CHECKUP,LABORATORY,1365.0,1365
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1116,PATERNITY TESTING,LABORATORY,12285.0,12285
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1500,CYTOGENETICS BLOOD(GEN),LABORATORY,2100.0,2100
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1501,CYTOGENETICS AMINIOCENTESIS(GEN),LABORATORY,2100.0,2100
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1502,CYTOGENETICS PRODUCTS OF CONCEPTION (POC),LABORATORY,2100.0,2100
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1504,CYTOGENETICS CVS,LABORATORY,2100.0,2100
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1505,TRIPLE TEST PROFILE (DOWN SYNDROME PROFILE),LABORATORY,817.0,817
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1506,ANGELMAN SYNDROME CHROMOSOME 15 MICRODELE,LABORATORY,1361.0,1361
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1507,ISOCHROMOSOME X TURNER SYNDROME FISH,LABORATORY,1361.0,1361
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1508,STDS2,LABORATORY,1483.0,1483
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1509,STDS1,LABORATORY,2085.0,2085
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1510,PRE-TRANSPLANT PROFILE-II,LABORATORY,9025.0,9025
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1511,HALOPERIDOL,LABORATORY,533.0,533
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1512,EARLY DETECTION OF CANCER  FOR OVARIAN C,LABORATORY,1361.0,1361
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1513,PRE-TRANSPLANT PROFILE - I,LABORATORY,8794.0,8794
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1514,T+B LYMPHOCYTE DIFFERENTIATION,LABORATORY,1782.0,1782
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1516,C1-ESTERASE INHIBITOR (ACTIVITY),LABORATORY,491.0,491
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1517,PRE MARITAL CHECK UP(Male),LABORATORY,2371.0,2371
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1518,MUBARAK HOSP CYTOLOGY STAIN,LABORATORY,21.0,21
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1519,HAEMOGLOBIN DIFFERENT (A2 & F),LABORATORY,578.0,578
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1520,SAUDI CATERING (Program III),LABORATORY,445.0,445
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1521,SAUDI CATERING (Program I) Pre Employment Checkup,LABORATORY,683.0,683
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1522,ANTIMONY,LABORATORY,735.0,735
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1523,PATERNITY TESTING(ADDITIONAL CHILD),LABORATORY,3150.0,3150
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1525,SAUDI CATERING (Program II) Food Handler Check,LABORATORY,368.0,368
MALATH,INVESTIGATIONS(LAB/X-RAY/CARDIOLOGY),FMLAB-1526,ANOREXIA NERVOSA PROFILE,LABORATORY,1369.0,1369
