SERVICE CODE,SERVICE DESCRIPTION,CATEGORY,gowth
6112018,MANIPULATION OF TALIPES EQUINO VARUS WITHOUT POP,ORTHOPAEDIC ,617.5
6112019,MANIPULATION OF TALIPES EQUINO VARUS WITH POP,ORTHOPAEDIC ,855.0
6112020,JOINT INFILTRATION ,ORTHOPAEDIC ,570.0
6112021,NEURAL NERVE BLOCK FOR PAIN MANAGEMENT ,ORTHOPAEDIC ,1140.0
6113001,CERVICAL COLLAR,ORTHOPAEDIC ,190.0
6113002,CHILD OSTEOTOMY DCP,ORTHOPAEDIC ,950.0
6113003,WALKING HEEL,ORTHOPAEDIC ,52.25
6113004,CORSET BELT,ORTHOPAEDIC ,427.5
6113005,ABDOMINAL BINDER,ORTHOPAEDIC ,190.0
6113006,WALKING CANE,ORTHOPAEDIC ,80.75
6113007,EPIDURAL SET,ORTHOPAEDIC ,80.75
6113008,ANKLET,ORTHOPAEDIC ,80.75
6113009,KNEE BRACE,ORTHOPAEDIC ,80.75
6113010,SKIN TRACTION KIT,ORTHOPAEDIC ,190.0
6113011,DYNAMIC HIP SCREWS (DHS) EACH,ORTHOPAEDIC ,665.0
6113012,DYNAMIC HIP SCREW & PLATE,ORTHOPAEDIC ,4275.0
6113013,DYNAMIC SCR PT W/DEP HOLES EACH,ORTHOPAEDIC ,1330.0
6113014,DYNAMIC COMPRESSION PLATE FROM 4 HOLES TO 12 HOLES,ORTHOPAEDIC ,427.5
6113015,TOTAL HIP REPLACEMENT (CERAMIC JOINT) ,ORTHOPAEDIC ,9500.0
6113016,TOTAL HIP SCREW REPLACEMENT (CERAMIC JOINT),ORTHOPAEDIC ,1045.0
6113017,BROAD DYNAMIC COMP. PLATE 6 HOLES EACH,ORTHOPAEDIC ,380.0
6113018,BROAD DYNAMIC COMP PLATE 7 HOLES EACH,ORTHOPAEDIC ,522.5
6113019,BROAD DYNAMIC COMP PLATE 8 HOLES EACH,ORTHOPAEDIC ,522.5
6113020,BROAD DYNAMIC COMP PLATE 9 HOLES EACH,ORTHOPAEDIC ,522.5
6113021,BROAD DYNAMIC COMP PLATE 12 HOLES EACH,ORTHOPAEDIC ,522.5
6113022,BROAD DYNAMIC COMP PLATE 14 HOLES EACH,ORTHOPAEDIC ,522.5
6113023,SPOON PLATE 6 HOLES EACH,ORTHOPAEDIC ,617.5
6113024,CANCELLEUS BONE SCREWS,ORTHOPAEDIC ,118.75
6113025,CORTEX BONE SCREWS,ORTHOPAEDIC ,118.75
6113026,MALLEABLE BONE SCREWS,ORTHOPAEDIC ,118.75
6113027,T-PLATES W/SHAFT FROM 4 HOLES TO 8 HOLES EACH,ORTHOPAEDIC ,712.5
6113028,T-BUTTRESS PLATE FROM 4 HOLES TO 6 HOLES EACH,ORTHOPAEDIC ,712.5
6113029,TUBULAR PLATE FROM 2 HOLES TO 8 HOLES EACH,ORTHOPAEDIC ,142.5
6113030,CONDYLER PLATE FROM 5 HOLES TO 12 HOLES EACH,ORTHOPAEDIC ,855.0
6113031,CONDYLER BUTRESS PLATES,ORTHOPAEDIC ,1615.0
6113032,SEMI-TUBULAR PLATE FROM 4 HOLES TO 7 HOLES,ORTHOPAEDIC ,142.5
6113033,KIRCHNAR/W W/TROCAR FROM I.D TO 3.D EACH,ORTHOPAEDIC ,57.0
6113034,WIRE COIL SOFT,ORTHOPAEDIC ,237.5
6113035,WASHER 7MM CANCELLEUS BONE SCREWS,ORTHOPAEDIC ,28.5
6113036,DRILL BIT FROM 2.0MM TO 3.5 DIAMETER,ORTHOPAEDIC ,57.0
6113037,CORTICAL TAP 3.5/1025 MM DIAMETER,ORTHOPAEDIC ,175.75
6113038,REDIVAC DRAIN,ORTHOPAEDIC ,175.75
6113039,TOE SPLINT,ORTHOPAEDIC ,66.5
6113040,MAJOR ARM SPLINT,ORTHOPAEDIC ,171.0
6113041,MAJOR LEG SPLINT,ORTHOPAEDIC ,171.0
6113042,METALLIC SPLINT,ORTHOPAEDIC ,171.0
6113043,STOCKING,ORTHOPAEDIC ,76.0
6113044,ROBERT JONES BANDAGE,ORTHOPAEDIC ,285.0
6113045,ZIMMER FRAME(ALUMINIUM),ORTHOPAEDIC ,380.0
6113046,COLLAR & CUFF,ORTHOPAEDIC ,71.25
6113047,INTERLOCKING TIBIAL SET,ORTHOPAEDIC ,3325.0
6113048,INTERLOCKING FEMORAL SET,ORTHOPAEDIC ,3325.0
6113049,SCHANZ SCREW,ORTHOPAEDIC ,175.75
6113050,MALLEOLAR SCREW,ORTHOPAEDIC ,237.5
6113051,PARTIAL HIP - THOMSON  HIP PROTHESIS,ORTHOPAEDIC ,2612.5
6113052,PENNING MINI EXTERNAL FIXATOR,ORTHOPAEDIC ,4037.5
6113053,AO LARGE EXTERNAL FIXATOR,ORTHOPAEDIC ,4037.5
6113054,HOFFMAN EXTERNAL FIXATOR,ORTHOPAEDIC ,4037.5
6113055,SMALL EXTERNAL FIXATOR,ORTHOPAEDIC ,4037.5
6113056,TITANIUM ELASTIC NAIL,ORTHOPAEDIC ,950.0
8112001,ANTERIOR SEGMENT PHOTO,OPHTHALMOLOGY,95.0
8112002,ANTERIOR STROMAL PUNCTURE,OPHTHALMOLOGY,380.0
8112003,ARGON LASER RETINAL PHOTOCOAGULATION (ONE EYE),OPHTHALMOLOGY,2707.5
8112004,BOTULINUM TOXIN INJECTION (OUT PATIENT),OPHTHALMOLOGY,3325.0
8112005,BRIGHTNESS ACUITY TESTING (BAT),OPHTHALMOLOGY,190.0
8112006,CHEMICAL WASH OUT,OPHTHALMOLOGY,123.5
8112007,COLOUR VISION TEST,OPHTHALMOLOGY,166.25
8112008,CONFOCAL MICROSCOPY,OPHTHALMOLOGY,475.0
8112009,CORNEA OCT   (ONE-EYE),OPHTHALMOLOGY,475.0
8112010,CORNEA OCT   (TWO-EYES),OPHTHALMOLOGY,712.5
8112011,CORNEAL ASSESSMENT,OPHTHALMOLOGY,712.5
8112012,CORNEAL THICKNESS & TOPOGRAPHIC BY PENTACAM (ONE-EYE),OPHTHALMOLOGY,285.0
8112013,CORNEAL THICKNESS & TOPOGRAPHIC BY PENTACAM (TWO-EYE),OPHTHALMOLOGY,522.5
8112014,CORNEAL TOPOGRAPHY,OPHTHALMOLOGY,380.0
8112015,CORNEAL WOUND REPAIR USING GLUE,OPHTHALMOLOGY,617.5
8112016,DARK ADATOMETRY,OPHTHALMOLOGY,166.25
8112017,DENDRIRIC ULCER DEBRIDEMENT,OPHTHALMOLOGY,237.5
8112018,DRAINAGE OF STYE OR LID ABSCESS / BILATERAL ,OPHTHALMOLOGY,380.0
8112019,ELECTRICAL COLOUR VISION TEST,OPHTHALMOLOGY,285.0
8112020,ELECTROLYSIS,OPHTHALMOLOGY,237.5
8112021,ELECTROLYSIS FOR EYE LASHES / BILATERAL,OPHTHALMOLOGY,332.5
8112022,ERG / ELECTRORETINOGRAPHY,OPHTHALMOLOGY,380.0
8112023,ERG & VER,OPHTHALMOLOGY,617.5
8112024,"ERG,EOG,VER",OPHTHALMOLOGY,855.0
8112025,VER,OPHTHALMOLOGY,617.5
8112026,EPILATION OF ABERRANT LUSHES,OPHTHALMOLOGY,152.0
8112027,EXCISION OF CHALAZION,OPHTHALMOLOGY,190.0
8112028,EXCISION OF ONE CHALAZION / BILATERAL ,OPHTHALMOLOGY,475.0
8112029,EXCISION OF MULTIPLE CHALAZION / BILATERAL ,OPHTHALMOLOGY,617.5
8112030,EXCISION OF MULTIPLE CHALAZION / UNILATERAL ,OPHTHALMOLOGY,475.0
8112031,EXCISION OF MULTIPLE SMALL EYE LID GROWTH / BILATERAL ,OPHTHALMOLOGY,617.5
8112032,EXCISION OF MULTIPLE SMALL EYE LID GROWTH / UNILATERAL ,OPHTHALMOLOGY,475.0
8112033,EXCISION OF ONE SMALL EYE LID GROWTH / BILATERAL ,OPHTHALMOLOGY,475.0
8112034,EXCISION OF ONE SMALL EYE LID GROWTH / UNILATERAL ,OPHTHALMOLOGY,308.75
8112035,EXCISION OF STYE,OPHTHALMOLOGY,166.25
8112036,EXCISION OF TRACHOMA (P.T.D) / BILATERAL ,OPHTHALMOLOGY,475.0
8112037,EXTERNAL PHOTOS,OPHTHALMOLOGY,142.5
8112038,EXTERNAL PHOTOS / FOLLOW UP ,OPHTHALMOLOGY,71.25
8112039,EYE REFRACTION OR COMPUTER,OPHTHALMOLOGY,47.5
8112040,FLOURESCEIN ANGIOGRAPHY (FIRST TIME),OPHTHALMOLOGY,807.5
8112041,FLOURESCEIN ANGIOGRAPHY / FOLLOW UP ,OPHTHALMOLOGY,522.5
8112042,FLOURESCIEN STAINING ONE EYE,OPHTHALMOLOGY,47.5
8112043,FLOURESCIEN STAINING TWO EYES,OPHTHALMOLOGY,95.0
8112044,FLUORESCENT ANGIOGRAPHY,OPHTHALMOLOGY,475.0
8112045,FRESNAL PRISM,OPHTHALMOLOGY,47.5
8112046,FRESNAL PRISM (C.L.),OPHTHALMOLOGY,142.5
8112047,FUNDUS & NERVE FIBER PHOTOGRAPHY,OPHTHALMOLOGY,190.0
8112048,FUNDUS EXAMINATION,OPHTHALMOLOGY,47.5
8112049,FUNDUS PHOTOGRAPHY / FOLLOW UP ,OPHTHALMOLOGY,95.0
8112050,GLAUCOMA WORK UP,OPHTHALMOLOGY,617.5
8112051,GONIO SLIT LAMB PHOTOGRAPHY,OPHTHALMOLOGY,190.0
8112052,GONIO SLIT LAMB PHOTOGRAPHY / FOLLOW UP ,OPHTHALMOLOGY,95.0
8112053,IDESIGN WAVE FRONT ASSESMENT (ONE EYE),OPHTHALMOLOGY,285.0
8112054,IDESIGN WAVE FRONT ASSESMENT (TWO EYES),OPHTHALMOLOGY,427.5
8112055,INDOCYANINE GREEN,OPHTHALMOLOGY,1045.0
8112056,INDOCYANINE GREEN + FLOURESCEIN ANGIOGRAPHY,OPHTHALMOLOGY,1662.5
8112057,INJECTIONS OF 5 FU  POST OPERATIVE (FULL COURSE),OPHTHALMOLOGY,712.5
8112058,INTRA OCCULAR LENS CALCULATION / BILATERAL ,OPHTHALMOLOGY,190.0
8112059,INTRAOCULAR LENS CALCULATION,OPHTHALMOLOGY,95.0
8112060,INTRAVITREAL  INJECTION OF AVASTIN ,OPHTHALMOLOGY,5225.0
8112061,INTRAVITREAL  INJECTION OF LUCENTIS,OPHTHALMOLOGY,11162.5
8112062,INTRAVITREAL ANTIBIOTIC INJECTION ,OPHTHALMOLOGY,380.0
8112063,LASER FLARE / CELL METTER ,OPHTHALMOLOGY,190.0
8112064,LASER PERIPHERAL IREDECTOMY,OPHTHALMOLOGY,2992.5
8112065,LASER PERIPHERAL IRIDECTOMY / BILATERAL ,OPHTHALMOLOGY,4797.5
8112066,LASER PHOTOCOAGULATION ONE SESSION / BILATERAL ,OPHTHALMOLOGY,2992.5
8112067,LASER PHOTOCOAGULATION THREE SESSION / BILATERAL,OPHTHALMOLOGY,6175.0
8112068,LASER PHOTOCOAGULATION TWO SESSION / BILATERAL ,OPHTHALMOLOGY,5225.0
8112069,LASER POSTERIOR CAPSULOTOMY DONE INSIDE / BLILATERAL ,OPHTHALMOLOGY,2565.0
8112070,LASER POSTERIOR CAPSULOTOMY DONE OUTSIDE / BILATERAL ,OPHTHALMOLOGY,4512.5
8112071,LASER TRABECULOPLASTY,OPHTHALMOLOGY,3990.0
8112072,LASER TRABICULECTOMY / BILATERAL ,OPHTHALMOLOGY,7220.0
8112073,MICRO-PULSE LASER,OPHTHALMOLOGY,3800.0
8112074,NERVE FIBER PHOTOGRAPHY,OPHTHALMOLOGY,142.5
8112075,NEW ORTHOPTIC EVALUATION,OPHTHALMOLOGY,142.5
8112076,NFLA-NERVE FIBER LAYER ANALYZER,OPHTHALMOLOGY,166.25
8112077,OCT (OPTICAL COHEREANCE TOMOGRAPHY) DISC,OPHTHALMOLOGY,475.0
8112078,OCT (OPTICAL COHEREANCE TOMOGRAPHY) RETINA,OPHTHALMOLOGY,475.0
8112079,OPHTHALMIC FUNDUS PHOTOGRAPHY,OPHTHALMOLOGY,142.5
8112080,OPT. COHERRENT TOMOGRAPHY (OCT) / BILATERAL ,OPHTHALMOLOGY,617.5
8112081,OPT. COHERRENT TOMOGRAPHY (OCT) / UNILATERAL ,OPHTHALMOLOGY,380.0
8112082,OPTHALMIC PHONOGRAPH ,OPHTHALMOLOGY,95.0
8112083,ORTHOPTIC EVALUATION,OPHTHALMOLOGY,95.0
8112084,ORTHOPTIC FOLLOW UP,OPHTHALMOLOGY,47.5
8112085,POLISHING ARTIFICIAL EYE ,OPHTHALMOLOGY,166.25
8112086,POTENTIAL ACUITY METER,OPHTHALMOLOGY,190.0
8112087,PROBING & SYRNING OF NASO LACRIMAL DUCT / BILATERAL ,OPHTHALMOLOGY,475.0
8112088,PROBING OF NASO LACRIMAL DUCT,OPHTHALMOLOGY,237.5
8112089,PUNCTUM DILATION / UNILATERAL (SILICON) ,OPHTHALMOLOGY,1045.0
8112090,PUNCTUM DILATION / BILATERAL (SILICON) ,OPHTHALMOLOGY,1662.5
8112091,PUNCTUM OCCLUSION / UNILATERAL (SILICON) ,OPHTHALMOLOGY,950.0
8112092,PUNCTUM OCCLUSION / BILATERAL (SILICON) ,OPHTHALMOLOGY,1662.5
8112093,REFRACTIVE SURGERY ASSESSMENT,OPHTHALMOLOGY,285.0
8112094,RELAXING CORNEAL INCISIONS / BILATERAL ,OPHTHALMOLOGY,1045.0
8112095,RELAXING CORNEAL INCISIONS / UNILATERAL ,OPHTHALMOLOGY,712.5
8112096,REMOVAL / EXCISION OF CHALZION UNDER LA (MULTIPLE),OPHTHALMOLOGY,760.0
8112097,REMOVAL / EXCISION OF CHALZION UNDER LA (SINGLE),OPHTHALMOLOGY,570.0
8112098,REMOVAL OF CORNEAL SUTURES (SURGERY DONE OUTSIDE),OPHTHALMOLOGY,427.5
8112099,REMOVAL OF FOREIGN BODY (CORNEA OR CONG.),OPHTHALMOLOGY,166.25
8112100,REMOVAL OF LID SUTURES (SURGERY DONE OUTSIDE),OPHTHALMOLOGY,237.5
8112101,REPAIR OF ARTIFICIAL EYE  ,OPHTHALMOLOGY,427.5
8112102,REPAIR OF SIMPLE CONJUNCTIVAL WOUND,OPHTHALMOLOGY,617.5
8112103,REPAIR OF SMALL EYE LID BROW WOUND,OPHTHALMOLOGY,617.5
8112104,RETROBULAR ALCOHOL INJECTION,OPHTHALMOLOGY,712.5
8112105,SECOND POST LASIK VISIT (WEEK 1 ),OPHTHALMOLOGY,0.0
8112106,SLIT LAMP ANALYSER,OPHTHALMOLOGY,285.0
8112107,SLIT LAMP PHOTOGRAPHY,OPHTHALMOLOGY,142.5
8112108,SLIT LAMP PHOTOGRAPHY / FOLLOW UP ,OPHTHALMOLOGY,71.25
8112109,SPECULAR MICROSCOPY,OPHTHALMOLOGY,237.5
8112110,STERIOD INJECTION FOR HAEMANGIOMA,OPHTHALMOLOGY,617.5
8112111,SUB-CONJ. INJECTION,OPHTHALMOLOGY,47.5
8112112,SUBCUTANEOUS FOREIGN BODY REMOVAL,OPHTHALMOLOGY,760.0
8112113,SUPERFACIAL KERATECTOMY / BILATERAL ,OPHTHALMOLOGY,1235.0
8112114,SUPERFACIAL KERATECTOMY / UNILATERAL ,OPHTHALMOLOGY,997.5
8112115,SUPERFACIAL TEMPORAL ARTERY BIOPSY,OPHTHALMOLOGY,712.5
8112116,SUPERFICIAL LACERATIONE. EYE,OPHTHALMOLOGY,617.5
8112117,SYNOPTOPHORE ONE SESSION,OPHTHALMOLOGY,190.0
8112118,TEMPORARY (COLLAGEN PLUGS) PUNCTUM OCCLUSION / BILATERAL ,OPHTHALMOLOGY,380.0
8112119,TEMPORARY (COLLAGEN PLUGS) PUNCTUM OCCLUSION / UNILATERAL ,OPHTHALMOLOGY,190.0
8112120,TENSILON TEST,OPHTHALMOLOGY,47.5
8112121,TESTING FIELD OF VISION,OPHTHALMOLOGY,285.0
8112122,TESTING FIELD OF VISION (MANUAL & AUTOMATED),OPHTHALMOLOGY,617.5
8112123,TESTING FIELD OF VISION (MANUAL OR AUTOMATED),OPHTHALMOLOGY,522.5
8112124,THERAPEUTIC CONTACT LENS,OPHTHALMOLOGY,95.0
8112125,TONOGRAPHY,OPHTHALMOLOGY,95.0
8112126,"TONOMETRY ""INTRA OCCULAR PRESSURE MEASUREMENT""",OPHTHALMOLOGY,142.5
8112127,TOPOGRAPHIC (T.M.C.)C-L,OPHTHALMOLOGY,95.0
8112128,TOPOGRAPHIC (TMS),OPHTHALMOLOGY,332.5
8112129,TOPOGRAPHIC (TMS) AFTER OPERATION,OPHTHALMOLOGY,166.25
8112130,TOPPS,OPHTHALMOLOGY,332.5
8112131,TRACHOMA P.T.D.S. SCRAPPING,OPHTHALMOLOGY,237.5
8112132,ULTRASONOGRAPHY,OPHTHALMOLOGY,570.0
8112133,ULTRASONOGRAPHY / BILATERAL ,OPHTHALMOLOGY,807.5
8112134,ULTRASOUND - BIOMICROSCOPE,OPHTHALMOLOGY,380.0
8112135,"VISUAL FIELD, NFLA, OPTIC DISC. PHOTOGRAPHY",OPHTHALMOLOGY,427.5
8112136,VITROUS ASPRIATION FOR C&S + INTRAVITREAL ANTIBIOTIC INJECTION,OPHTHALMOLOGY,617.5
8112137,YAG LASER POSTERIOR CAPSULOTOMY (DONE INSIDE MAGRABI),OPHTHALMOLOGY,1520.0
8112138,YAG LASER POSTERIOR CAPSULOTOMY (DONE OUTSIDE MAGRABI),OPHTHALMOLOGY,2992.5
8112139,YAG. LASER POST. CAPSULOTOMY (DONE INSIDE),OPHTHALMOLOGY,1425.0
8112140,YAG. LASER POST. CAPSULOTOMY (DONE OUTSIDE),OPHTHALMOLOGY,2612.5
2122001,ALTERNATE BINAURAL LOUDNESS BALANCING (ABLB),ENT,142.5
2122002,ANTERIOR NASAL PACK (L.A.),ENT,475.0
2122003,AUDIOLOGICAL ASSESSMENT,ENT,475.0
2122004,AUDIOLOGICAL ASSESSMENT WITH ABR,ENT,1425.0
2122005,AUDITORY BRAINSTEM RESPONSE (ABR) ,ENT,1425.0
2122006,CANALITH REPOSITIONING,ENT,760.0
2122007,CHEMICAL CAUTRY,ENT,71.25
2122008,CRYOTONSILLECTOMY,ENT,570.0
2122009,CRYOTURBINECTOMY,ENT,285.0
2122010,DP-OTO-ECUASTIC EMISSION,ENT,332.5
2122011,EAR WASH / SUCTION OF IMPACTED CERUMEN / UNILATERAL,ENT,47.5
2122012,EAR WASH / SUCTION OF IMPACTED CERUMEN / BILATERAL,ENT,95.0
2122013,ELECTRICAL CAUTRY,ENT,166.25
2122014,EPISTAXIS NASAL PACK,ENT,142.5
2122015,EUSTACHIAN TUBE FUNCTION,ENT,142.5
2122016,FINE NEEDLE ASPIRATION CYTOLOGY,ENT,403.75
2122017,FLEXIBLE ENDOSCOPY + PRINT,ENT,475.0
2122018,FLEXIBLE ENDOSCOPY + STROBOSCOPY ,ENT,712.5
2122019,FLEXIBLE OESOPHOAGOSCOPY,ENT,1187.5
2122020,FOREIGN BODY REMOVAL - NOSE / EAR,ENT,95.0
2122021,FOREIGN BODY REMOVAL L.A. (THROAT), ENT,285.0
2122022,FREXIBLE NASAL ENDOSCOPY,ENT,190.0
2122023,INCISION + DRAINAGE OF QUINZY (L.A),ENT,570.0
2122024,INCISION AND DRAINAGE ,ENT,237.5
2122025,INTRA TYMPANIC STEROID INJECTION (ITSI),ENT,2375.0
2122026,LARYNGO-BRONOSCOPY/DIAGNOSTIC,ENT,665.0
2122027,LARYNGO-BRONOSCOPY/DIAGNOSTIC + BIOPSY,ENT,950.0
2122028,LARYNGO-BRONOSCOPY/DIAGNOSTIC + FILM,ENT,807.5
2122029,MASTOID ABSCESS DRAINAGE (L.A.),ENT,570.0
2122030,MYRINGOTOMY & GROMMET - OPD,ENT,570.0
2122031,MYRINGOTOMY (LOCAL),ENT,237.5
2122032,NASAL IRRIGATION DEVICE,ENT,1425.0
2122033,NOSE/SINUS WASH,ENT,47.5
2122034,OTO ACOUSTIC EMISSION OAE,ENT,475.0
2122035,OTOCOUSTIC EMISSION,ENT,285.0
2122036,POST OPERATIVE FOLLOW UP ENDOSCOPY,ENT,190.0
2122037,POSTERIOR NASAL PACK (L.A.),ENT,712.5
2122038,PURE TONE AUDIOMETRY,ENT,95.0
2122039,PURE TONE AUDIOMETRY (AIR & BONE),ENT,285.0
2122040,PURE TONE AUDIOMETRY (AIR & BONE) / FOLLOW UP ,ENT,142.5
2122041,PURE TONE AUDIOMETRY + SPEECH,ENT,285.0
2122042,REPEATED EAR DRESSING FOR OTITIS EXTERNA EACH,ENT,71.25
2122043,RIGID ENDOSCOPY + PRINT,ENT,332.5
2122044,RIGID ENDOSCOPY + STROBOSCOPY,ENT,570.0
2122045,RIGID NASAL ENDOSCOPY,ENT,190.0
2122046,SCREENING AUDIOMETRY,ENT,95.0
2122047,SINSUS PUNCTURE,ENT,237.5
2122048,SINUS ENDOSCOPY  (ONE TIME) / FOLLOW UP ,ENT,95.0
2122049,SOMNOPLASTY PALATE - CLINIC,ENT,3325.0
2122050,SOMNOPLASTY PALATE - SECOND,ENT,2375.0
2122051,SOMNOPLASTY TOUNGE - CLINIC (1ST STAGE),ENT,6175.0
2122052,SOMNOPLASTY TOUNGE - CLINIC (2ND STAGE),ENT,2850.0
2122053,STRENGER TEST,ENT,142.5
2122054,SUCTION CLEARANCE,ENT,47.5
2122055,TONE DECAY TEST,ENT,142.5
2122056,TYMPANOMETRY,ENT,95.0
2122057,TYMPANOMETRY / FOLLOW UP ,ENT,142.5
2122058,TYMPANOMETRY + ACUASTIC REFLEXES,ENT,285.0
2122059,VESTIBLUAR TEST BATERY,ENT,6650.0
2122060,VESTIBULAR ABSCESS DRAINAGE,ENT,285.0
2122061,VESTIBULAR POSITIONING TEST,ENT,570.0
2122062,VESTIBULAR REHABILATION,ENT,47.5
2122063,VIDEO RHINOSCOPY ,ENT,570.0
2122064,VIDEO LARYNGOSCOPY,ENT,570.0
2122065,VEDIO NYSTAGMOGRAPHY (VNG),ENT,1425.0
2132001,CYSTOSCOPY WITH BIOPSY ,UROLOGY,665.0
2132002,FLEXIBLE / RIGID CYSTOSCOPY,UROLOGY,1662.5
2132003,CYSTOLYSIS IRRIGATION - BLADDER WASH,UROLOGY,38.0
2132004,CYSTOSCOPY + RETROGRADE URETERIC CATHER UNDER G.A.,UROLOGY,1235.0
2132005,REMOVAL OF URINERY CATHETER,UROLOGY,47.5
2132006,PENILE DOPPLER TEST,UROLOGY,807.5
2132007,UROFLOWMETRY ,UROLOGY,190.0
2132008,CYSTOMETRY,UROLOGY,1045.0
2132009,CYSTOMETRY AND URETHRAL PRESSURE STUDY,UROLOGY,1330.0
2132010,"CYSTOMETRY, URETHRAL PRESSURE STUDY & EMG",UROLOGY,1615.0
2132011,VIDEO URODYNAMICS,UROLOGY,1995.0
2132012,INTRA CORPORAL INJECTION WITH DRUG,UROLOGY,261.25
2132013,DIVERTICULAM - EXCISION OF BLADDER,UROLOGY,1995.0
2132014,SPS CHANGING (SUPRAPUBIC CATHETHER CHANGING),UROLOGY,237.5
2132015,SUPRAPUBIC CATHETER,UROLOGY,237.5
2132016,URETHERAL SWAB CULTURE,UROLOGY,207.8125
2132017,URETHRAL DILATION BY METAL DILATORS,UROLOGY,712.5
2132018,URINARY STENT REMOVAL (CLINIC PROCEDURE ULA),UROLOGY,2375.0
2142001,PHYSIOTHERAPY  (PER PROCEDURE),PHYSICAL THERAPY,57.0
2142002,PHYSIOTHERAPY HYDROTHERAPY,PHYSICAL THERAPY,57.0
2142003,PHYSIOTHERAPY EXERCISES,PHYSICAL THERAPY,57.0
2142004,PHYSIOTHERAPY CRYOTHERAPY,PHYSICAL THERAPY,57.0
2142005,PHYSIOTHERAPY MUSCLE STIMULATION,PHYSICAL THERAPY,57.0
2142006,PHYSIOTHERAPY MASSAGE,PHYSICAL THERAPY,57.0
2142007,PHYSIOTHERAPY HOT PACKS,PHYSICAL THERAPY,57.0
2142008,NERVE CONDUCTION,PHYSICAL THERAPY,427.5
2142009,PHYSIOTHERAPY ULTRASOUND,PHYSICAL THERAPY,57.0
2142010,PHYSIOTHERAPY WAX,PHYSICAL THERAPY,57.0
2142011,PHYSIOTHERAPY SHORTWAVE DIATHERMY,PHYSICAL THERAPY,57.0
2142012,PHYSIOTHERAPY TRACTION,PHYSICAL THERAPY,57.0
2142013,PHYSIOTHERAPY ULTRA VIOLET,PHYSICAL THERAPY,57.0
2142014,PHYSIOTHERAPY STEAM INHALATION,PHYSICAL THERAPY,57.0
2142015,PHYSIOTHERAPY OTHERS,PHYSICAL THERAPY,57.0
2142016,PHYSIOTHERAPY CHEST,PHYSICAL THERAPY,57.0
2142017,PHYSIOTHERAPY LAZER,PHYSICAL THERAPY,57.0
2142018,PHYSIOTHERAPY INTEREFERENTIAL,PHYSICAL THERAPY,57.0
2142019,PHYSIOTHERAPY TENS,PHYSICAL THERAPY,57.0
2142020,PHYSIOTHERAPY RUSSIAN CURRENT,PHYSICAL THERAPY,57.0
2142021,SHOCK WAVE THERAPY,PHYSICAL THERAPY,190.0
2142022,SCANNER LASER,PHYSICAL THERAPY,118.75
2142023,MAGNA THERAPY,PHYSICAL THERAPY,95.0
2142024,VASOTRAIN,PHYSICAL THERAPY,190.0
2142025,HYDROTHERAPY (WHOLE BODY),PHYSICAL THERAPY,95.0
2142026,HYDROTHERAPY (PART OF BODY),PHYSICAL THERAPY,47.5
2142027,OCCUPATIONAL THERAPY (MORE THAN ONE PART),PHYSICAL THERAPY,190.0
2142028,OCCUPATIONAL THERAPY (ONE PART),PHYSICAL THERAPY,142.5
2142029,OCCUPATIONAL THERAPY & PHYSIOTHERAPY (ONE SITTING),PHYSICAL THERAPY,261.25
2142030,OCCUPATIONAL THERAPY (SPEECH / SWALLOWING),PHYSICAL THERAPY,391.875
7112001,ELECTROMYOGRAM,NEUROSCIENCE,570.0
7112002,MOTOR NERVE CONDUCTION VELOCITY - ONE NERVE,NEUROSCIENCE,190.0
7112003,MOTOR NERVE CONDUCTION VELOCITY - TWO NERVES,NEUROSCIENCE,308.75
7112004,MOTOR NERVE CONDUCTION VELOCITY - NERVE SURVEY,NEUROSCIENCE,617.5
7112005,SENSORY NERVE CONDUCTION VELOCITY - 1 NERVE,NEUROSCIENCE,133.0
7112006,SENSORY NERVE CONDUCTION VELOCITY - 2 NERVES,NEUROSCIENCE,261.25
7112007,SENSORY NERVE CONDUCTION VELOCITY - NERVE SURVE,NEUROSCIENCE,665.0
7112008,DECREMENT TEST - 1 NERVE,NEUROSCIENCE,332.5
7112009,F-RELFEX - EACH NERVE,NEUROSCIENCE,332.5
7112010,H-REFLEX - EACH NERVE,NEUROSCIENCE,261.25
7112011,BLINK REFLEX - EACH SIDE,NEUROSCIENCE,261.25
7112012,SOMATO SENSORY EVOKED POTENTIAL - ONE UPPER LIMB,NEUROSCIENCE,665.0
7112013,SOMATO SENSORY EVOKED POTENTIAL - ONE LOWER LIMB,NEUROSCIENCE,665.0
7112014,SOMATO SENSORY EVOKED POTENTIAL - BOTH UPPER OR LOWER LIMB,NEUROSCIENCE,1045.0
7112015,AUDITORY EVOKED POTENTIAL - ADULT,NEUROSCIENCE,665.0
7112016,AUDITORY EVOKED POTENTIAL - INFANT,NEUROSCIENCE,1045.0
7112017,VISUAL EVOKED POTENTIAL,NEUROSCIENCE,760.0
7112018,NAVIGATION,NEUROSCIENCE,28500.0
7112019,THROMBOLYTIC THERAPY IN ACUTE STROKE,NEUROSCIENCE,14250.0
7112020,24H EEG (VIDEO EEG),NEUROSCIENCE,4750.0
7112021,DEEP BRAIN STIMULATION -  SESSION,NEUROSCIENCE,950.0
2152001,FLEXIBLE BRONCHOSCOPY,RESPIRATORY,3325.0
