Unified Code,Unified Description,Type,SBS V2,LOS,Discount 3 years contract,Price 2026
FMLAB-7018,"OR PROFILE III-MAJOR (UP TO 40 YRS): (CBC, ABO&RH, PT, ESR, K, NA, RBS,HIV, HCV, Cross matching )",Lab,73000-00-00,-,0.15,1252.0
FMLAB-9837,"ANEMIA PROFILE (CBC, Iron, Ferritin, Reticulocyte count)",Lab,73000-00-20,-,0.15,965.5
FMLAB-7051,Cath Lab Profile (Creatinine-CBC-HIV-HBs-HCV Ag),Lab,73000-00-20,-,0.15,970.0
FMLAB-2019,"Lipid Profile( cholesterol, triglycerides, LDL, HDL)",Lab,73000-00-60,-,0.15,555.1
FMLAB-7022,Renal Profile,Lab,73000-00-70,-,0.15,363.4
FMLAB-7008,"Hepatic Profile (Total Protein,Protein Electrophresis,LDH,Cholesterol)",Lab,73000-00-80,-,0.15,459.9
FMLAB-7007,"Hepatic Profile (Bilirubin Total & Direct, Sgot, Sgpt, Ggt, Alk Phosph, Albumin, Total Protein )",Lab,73000-00-90,-,0.15,541.7
FMLAB-7001,"Antenatal care (ANC )Profile (RUB,TOXO,VDRL AIDS,CBC)",Lab,73000-01-00,-,0.15,1376.2
FMLAB-7020,"Pleural Fluid Profile( C/S, Tp, Rbcs, Wbcs, Chloride, Ldh, Rbs )",Lab,73000-03-50,-,0.15,565.7
FMLAB-1090,"CSF profile without culture (Tp, Wbcs, Rbcs, Chloride, Ldh, Rbs)",Lab,73050-30-60,-,0.15,571.2
FMLAB-3029,"Thyroid Profile (Tsh, Ft3, Ft4)",Lab,73050-35-50,-,0.15,1064.6
FMLAB-7061,Er Profile (Iii): Troponin + Ck+ Ckmb,Lab,73050-37-20,-,0.15,794.9
FMLAB-6032,Diarrheal Profile,Lab,73050-40-10,-,0.15,682.6
FMLAB-7002,ANTI-NATAL CARE (CBC  URINE  RBS  BL. GR. & RH),Lab,73100-00-90,-,0.15,345.3
FMLAB-7059,ER PROFILE I (CBC & URINE ANALYSIS),Lab,73100-00-90,-,0.15,210.0
FMLAB-1060,"Hemostatic Profile (Pt,Ptt,Fibrinogin)",Lab,73100-04-80,-,0.15,354.3
FMLAB-7032,"Systemic Lupus Erythematosus (SLE) Profile (DNA, ANA, IgM, C3 & C4)",Lab,73100-08-80,-,0.15,1691.9
FMLAB-7033,"Monthly Rheumatology Follow Up (ESR, CBC, SGOT, SGPT, GGT, Creatinine, CRP, Urine Analysis)",Lab,73100-09-10,-,0.15,571.2
FMLAB-7023,RHEUMATOLOGY PROFILE (CRP),Lab,73100-11-40,-,0.15,518.9
FMLAB-7042,DIABETIC PROFILE (HBA1C & Creatinine urine),Lab,73100-11-60,-,0.15,414.3
FMLAB-7047,"Full Natal Profile (HBsAg, HCV Ab, HIV,TPHA)",Lab,73100-26-60,-,0.15,643.0
FMLAB-7025,"Torch Test Profile: [ Toxo, Rub, Cmv,Hsv]",Lab,73100-26-60,-,0.15,763.0
FMLAB-7003,"Ascitic Fluid Profile ( C/S, Rbs, Tp, Ldh, Wbcs, Rbcs, Chloride )",Lab,73200-00-00,-,0.15,565.7
FMLAB-7041,"Body Fluid Profile(C/S, Tp, Wbcs, Rbcs, Chloride, Ldh,Rbs)",Lab,73200-00-00,-,0.15,585.7
FMLAB-7014,NEONATAL PROFILE Blood Group (O),Lab,73250-00-30,-,0.15,363.4
FMLAB-7055,MYELOMA PROFILE,Lab,73350-06-00,-,0.15,3078.7
FMLAB-7039,"RHEUM. PROF.1ST: CBC, ESR, CREAT, UA, GOT, GPT, ALK.PHOS, GGT, TP, URINE&STOO,",Lab,73350-06-00,-,0.15,1310.9
FMLAB-7024,"Synovial Fluid Profile (C/S, Wbcs, Rbcs, Crystals)",Lab,73400-00-60,-,0.15,565.7
FMLAB-9842,Preoperative Screening,Lab,73050-39-70,-,0.15,468.7
FMLAB-1112,Serology Screening Ii,Lab,73250-00-20,-,0.15,266.8
FMLAB-9353,(DIALYSATE OR WATER) ALUMINUM,Lab,73050-02-00,-,0.15,545.9
FMLAB-8016,(Histopathology)2 Small Specimen,Lab,73200-06-70,-,0.15,944.8
FMLAB-9203,11-Deoxycortisol,Lab,73050-11-10,-,0.15,476.1
FMLAB-9204,17 Hydroxy Corticosteroids,Lab,73050-08-90,-,0.15,392.7
FMLAB-9001,17-Hydroxy-Progesterone,Lab,73050-20-10,-,0.15,513.9
FMLAB-9968,17-KETOSTEROID FRACTIONATION,Lab,73050-21-60,-,0.15,1089.1
FMLAB-3001,17-Ketosteroids,Lab,73050-21-60,-,0.15,422.8
FMLAB-3002,17-OXOGENIC STEROIDS,Lab,73300-03-70,-,0.15,422.8
FMLAB-8510,1gG/ALBUMIN RATIO CSF,Lab,73050-00-80,-,0.15,1305.8
FMLABM0031,2 SWAB SAMPLING,Lab,73100-09-80,-,0.15,129.8
FMLAB-9335,21- Desoxycortisol,Lab,73050-11-00,-,0.15,1017.9
FMLAB-1001,24 Hr Life Platelete Conc. (Cytopheresis),Lab,73100-01-60,-,0.15,3740.6
FMLAB-1005,250 ML UNIT RH NEGATIVE BLOOD,Lab,92064-00-00,-,0.15,830.5
FMLAB-2001,A/G Ratio,Lab,73050-39-70,-,0.15,121.8
FMLAB-4001,Acetaminophen (Paracetamol),Lab,73300-00-01,-,0.15,499.4
FMLAB-9336,ACETYCHOLINESTERASE (Amniotic Fluid),Lab,73050-02-90,-,0.15,662.7
FMLAB-9337,ACETYCHOLINESTERASE (B),Lab,73050-00-20,-,0.15,225.8
FMLAB-9004,Acetylcholine Receptor Abs,Lab,73250-00-20,-,0.15,1106.3
FMLAB-9003,ACETYLCOLINE ESTERASE,Lab,73050-00-20,-,0.15,541.7
FMLAB-6001,Acid Fast Bacilli (AFB) Smear,Lab,73200-07-10,-,0.15,119.3
FMLAB-2002,ACID PHOSPHATASE,Lab,73050-27-40,-,0.15,121.8
FMLAB-1011,Acid Phosphatase-Stain,Lab,73050-27-40,-,0.15,332.5
FMLAB-9005,ACTH,Lab,73050-00-50,-,0.15,636.9
FMLAB-9334,ACTIN ABS,Lab,73100-13-30,-,0.15,481.6
FMLAB-1012,Activated Clotting Time,Lab,73100-08-50,-,0.15,46.5
fmlab-1320,ACTIVATED PROTIEN C RESISTANCE,Lab,73100-04-50,-,0.15,1081.6
FMLAB-7027,"Acute Hepatitis Panel (A) [ Hbsag, Hbcore Igm, Hav Igm ]",Lab,73000-00-80,-,0.15,770.3
FMLAB-7028,"Acute Hepatitis Panel (HBsAg, HBc IgM, HAV IgM, HCV)",Lab,73000-00-80,-,0.15,636.9
FMLABM3072,"Acute Leukemia ,Follow Up Panel - Mrd",Lab,73350-02-53,-,0.15,2362.2
FMLABM0318,Acute Lymphocytic Leukemia (ALL) PANEL by FISH,Lab,73200-05-30,-,0.15,1555.4
FMLABM0103,ACYLCARNITINE STRUCTURE (SU),Lab,73050-00-30,-,0.15,636.0
fmlab-1301,ADENO VIRUS ( STOOL),Lab,73050-47-60,-,0.15,1169.7
FMLAB-9277,Adeno Virus Abs (CSF/Serum),Lab,73100-19-00,-,0.15,182.0
FMLAB-9297,Adenosine Deaminase,Lab,73050-00-60,-,0.15,830.5
FMLAB-9340,Adh (Vasopressin),Lab,73050-38-50,-,0.15,1019.3
FMLAB-9341,Adrenal Cortex Abs,Lab,73250-00-20,-,0.15,626.6
FMLAB-6041,Aerobic Blood C/S,Lab,73050-40-30,-,0.15,138.2
FMLAB-3003,AFP (Alpha Feto Protein),Lab,73050-01-90,-,0.15,389.1
FMLAB-2003,Albumin,Lab,73050-00-71,-,0.15,97.0
FMLAB-9007,Aldolase,Lab,73050-01-30,-,0.15,266.8
FMLAB-9342,Aldosterone,Lab,73050-01-40,-,0.15,656.7
FMLAB-9008,Aldosterone (Serum Or Urine),Lab,73050-01-40,-,0.15,591.3
FMLAB-9009,Alkaline Leukocyte Phosphatase (Alp),Lab,73100-07-70,-,0.15,152.6
FMLAB-2005,Alkaline Phosphatase,Lab,73050-27-60,-,0.15,97.9
FMLAB-9270,Alkaline Prosphatase Isoenzymes,Lab,73050-27-80,-,0.15,793.5
FMLAB-8223,ALLERGEN SPECIFIC IGE  (FOOD & INHALANT PANELS),Lab,73100-10-00,-,0.15,915.6
FMLAB10096,ALLERGENS (INHALANT) 20 PANNEL,Lab,73100-10-20,-,0.15,587.9
FMENTN0006,ALLERGY PRICK TEST,Lab,12000-00-00,-,0.15,830.5
FMLAB-9351,ALPHA - MANNOSIDASE,Lab,73050-11-60,-,0.15,257.2
FMLAB-9347,ALPHA 1 GLYCOPROTEIN,Lab,73050-01-90,-,0.15,146.4
FMLAB-9685,Alpha 1-Antitrypsin (F),Lab,73050-01-60,-,0.15,498.0
FMLAB-9348,ALPHA 2 GLYCOPROTEIN,Lab,73100-11-60,-,0.15,146.4
FMLAB-9349,ALPHA 2 MACROGLOBULIN,Lab,73050-39-70,-,0.15,146.4
FMLAB-9346,Alpha A Anti -Trypsin,Lab,73050-01-50,-,0.15,242.2
FMLAB-9344,ALPHA AMYLASE (S.U),Lab,73050-03-00,-,0.15,154.6
FMLAB-6847,ALPHA AMYLASE (TOTAL),Lab,73050-39-70,-,0.15,196.2
FMLAB-2047,Alpha Hydroxybutryric Dehydrogenase,Lab,73100-09-80,-,0.15,150.1
FMLABM0127,Alpha Thalassemia Genetic Analysis,Lab,73350-01-09,-,0.15,6471.3
FMLAB-9011,Alpha-1 Antitrypsin Phenotyping,Lab,73050-01-60,-,0.15,452.9
FMLAB-9010,Alpha-1-Antitrypsin,Lab,73050-01-50,-,0.15,512.2
FMLAB-9321,ALPHA-GLUCOSIDASE,Lab,73050-01-50,-,0.15,275.0
FMLAB-9012,ALUMINUM (S) (U),Lab,73050-02-00,-,0.15,452.9
FMLAB-9354,ALVEOLAR BASAL MEMBRANE ABS,Lab,73050-39-70,-,0.15,441.9
FMLAB-7030,"Amenorrhea ""Secondary"" Ovarian Insu[Testosterone, T4, T3 Uptake, Tsh]",Lab,73050-34-50,-,0.15,1109.6
FMLAB-7029,"Amenorrhea Primary Ovarian Insufficiency Panel (FSH, LH, ESTRADAIOL, PROLACTIN)",Lab,73000-02-50,-,0.15,1087.4
FMLAB-9357,AMHPHETAMINES SCREEN (URINE),Lab,73300-04-50,-,0.15,290.1
FMLAB-9191,Amikacin (Serum),Lab,73300-00-00,-,0.15,446.0
FMLAB-9014,Amino Acid (Quant) In Urine Or Blood,Lab,73050-02-70,-,0.15,2138.5
FMLAB-9013,Amino Acid Screen,Lab,73050-02-20,-,0.15,463.3
FMLAB-9251,AMIODARONE AND DESETHYLAMIODARONE,Lab,73300-03-70,-,0.15,952.2
FMLAB-2006,Ammonia (NH3),Lab,73050-02-80,-,0.15,325.8
FMLAB-9791,Amniotic Fluid Chromsomal Analysis,Lab,73200-05-10,-,0.15,3634.9
FMOBG-1300,Amnisure (Rom) Test,Lab,73050-39-70,-,0.15,370.6
FMLAB-9818,Amoeba Antibodies,Lab,73050-48-50,-,0.15,201.1
FMLABM0151,AMPA 1 RECEPTOR ABS (CSF),Lab,73100-13-12,-,0.15,162.2
FMLABM0152,AMPA 1 RECEPTOR ABS (SERUM),Lab,73250-00-20,-,0.15,162.2
FMLABM0154,AMPA 2 RECEPTOR ABS (CSF),Lab,73050-32-30,-,0.15,162.2
FMLABM0153,AMPA 2 RECEPTOR ABS (SERUM),Lab,73250-00-20,-,0.15,162.2
FMLAB-4003,Amphetamine,Lab,73300-04-50,-,0.15,272.3
FMLAB-9358,AMPHOTERICIN SERUM LEVEL,Lab,73050-39-70,-,0.15,513.1
FMLAB-2007,Amylase,Lab,73050-03-00,-,0.15,104.6
FMLAB-2088,Amylase In Urine,Lab,73050-03-00,-,0.15,119.3
FMLAB-9228,Amylase Isoenzyme,Lab,73050-03-00,-,0.15,389.1
FMLAB-9359,Amyloid A,Lab,73050-23-11,-,0.15,955.0
FMLAB-6042,Anaerobic Blood C/S,Lab,73050-40-00,-,0.15,312.4
FMLAB-6044,Anaerobic C/S,Lab,73050-40-50,-,0.15,138.2
FMLAB-9185,ANCA,Lab,73050-25-20,-,0.15,607.4
FMLAB-9360,ANCYLOSTOMA  ABS,Lab,73250-00-20,-,0.15,337.9
FMLAB-9361,Androstendione,Lab,73050-03-20,-,0.15,624.2
FMLAB-9806,ANGELMAN SYNDROME CHROMOSOME 15 MICRODELETION BY MULTI-FISH,Lab,73350-05-40,-,0.15,3267.5
FMLAB-9017,Angiotensin Converting Enzyme (ACE),Lab,73050-03-50,-,0.15,489.4
FMLAB-9186,Anti Basal Membrane,Lab,73250-00-20,-,0.15,469.3
FMLAB-9858,Anti Cardiolipin  IgG,Lab,73100-11-70,-,0.15,455.8
FMLAB-5087,Anti CCP (Cyclic Citrollinated Peptide ),Lab,73100-12-80,-,0.15,406.4
FMLAB-9160,Anti Centromere Abs,Lab,73250-00-20,-,0.15,459.9
FMLAB-5005,Anti CMV IgG,Lab,73100-20-80,-,0.15,310.6
FMLAB-9018,ANTI DNA Single Strand,Lab,73100-13-10,-,0.15,1049.4
FMLAB-9363,"Anti Dnase (Anti-Streptococal-Dnase B, Anti Streptodornase B)",Lab,73100-12-90,-,0.15,227.1
FMLAB-5011,Anti- Ds Dna,Lab,73100-12-90,-,0.15,489.4
FMLAB-9233,Anti Endomysium Antibodies Iga,Lab,73050-14-22,-,0.15,432.9
FMLAB-9158,Anti Fasciola Hepatica Abs,Lab,73050-61-60,-,0.15,543.2
FMLAB-9364,ANTI HU (Anti-neuronal nuclear autoantibody type 1 )ANNA1 - SERUM/CSF ,Lab,73100-21-00,-,0.15,249.7
FMLAB-9365,Anti Jo-1,Lab,73100-10-80,-,0.15,545.9
FMLAB-8222,ANTI KERATIN,Lab,73050-39-70,-,0.15,249.6
FMLABM0002,ANTI NEUROMYELITIS OPTICA antibodies,Lab,73250-00-20,-,0.15,1406.6
FMLAB-5001,Anti Nuclear Ab (A.N.A) By Immunofluorescence,Lab,73100-10-70,-,0.15,312.4
FMLAB-9159,Anti Phospholipids,Lab,73100-11-80,-,0.15,1502.0
FMLABM0073,ANTI PLA-2R,Lab,73050-23-20,-,0.15,757.1
FMLAB-9370,Anti Platelets Abs,Lab,73100-10-50,-,0.15,1415.3
FMLAB-9371,ANTI PM1 ABS,Lab,73250-00-20,-,0.15,491.2
FMLAB-9367,ANTI R1,Lab,73200-08-80,-,0.15,249.7
FMLAB-9149,ANTI RETICULIN ABS (IGG & IGA),Lab,73050-14-10,-,0.15,469.3
FMLAB-5008,Anti Rubella IgM,Lab,73100-25-90,-,0.15,301.5
FMLAB-9372,ANTI STAPHYLOLYSIN,Lab,73050-58-20,-,0.15,146.4
FMLAB-9373,Anti Sterptococcal Hyaluronidase,Lab,73100-12-90,-,0.15,146.4
FMLAB-9374,ANTI STREPTOKINASE,Lab,73100-18-60,-,0.15,210.7
FMLAB-9131,Anti Thyroglobulin Abs,Lab,73100-27-50,-,0.15,422.4
FMLAB-9093,Anti Thyroid Peroxidase Abs (TPO),Lab,73100-17-20,-,0.15,363.4
FMLABM0051,ANTI VGCC (Calcium Channel Antibody),Lab,73250-00-20,-,0.15,2379.4
FMLAB-9368,Anti YO (Purkinje Cells),Lab,73200-08-80,-,0.15,249.7
FMLAB-9514,Anti-A and Anti-B Haemolysins,Lab,73250-02-40,-,0.15,337.9
FMLAB-1085,ANTIBODY IDENTIFICATION LA00410563,Lab,73250-00-20,-,0.15,1056.2
FMLAB-1013,Antibody Screening,Lab,73250-00-20,-,0.15,182.0
FMLAB-5067,Anti-CMV (IgG & IgM),Lab,73100-20-70,-,0.15,371.4
FMLAB-5006,ANTI-CMV IgM,Lab,73100-20-80,-,0.15,304.4
FMLAB-9214,ANTI-DEPRESSANTS SCREEN,Lab,73300-05-90,-,0.15,529.5
FMLAB-9282,Anti-Glycolipid Antibodies (Gangliosides),Lab,73200-08-80,-,0.15,2379.4
FMLAB-5014,ANTI-HAV IgM,Lab,73100-24-10,-,0.15,319.1
fmlab-1302,Anti-Hbs Quantitative With Titre,Lab,73100-23-80,-,0.15,259.4
FMLAB-5018,Anti-Hepatitis Delta (IgM),Lab,73050-49-20,-,0.15,476.1
FMLAB-9810,ANTI-HIV I & II,Lab,73100-23-30,-,0.15,242.2
FMLAB-9021,Antihyaluronidase Abs,Lab,73250-00-20,-,0.15,446.0
FMLAB-9547,ANTI-INFLUENZA A/B (IgG),Lab,73050-49-70,-,0.15,146.4
FMLAB-5004,Anti-Mitochondrial Antibody (Ama),Lab,73050-20-70,-,0.15,462.2
FMLABM0038,AntiMullerian Hormone Antibody ,Lab,73050-07-50,-,0.15,556.4
FMLABM0112,ANTI-MUSK ABS,Lab,73250-00-20,-,0.15,524.9
FMLAB-5294,ANTINATAL CARE HIV AG/AB,Lab,73050-49-40,-,0.15,113.6
FMLAB-5800,ANTI-NEUTROPHILS CYTO,Lab,73100-10-50,-,0.15,479.6
FMLAB-5007,Anti-Rubella IgG,Lab,73100-25-90,-,0.15,304.4
FMLAB-9020,ANTI-SKELETAL MUSCLE ABS.,Lab,73250-00-20,-,0.15,552.7
FMLAB-5019,Anti-Tbigg,Lab,73050-39-70,-,0.15,436.0
FMLAB-1014,ANTI-THROMBIN III,Lab,73100-03-90,-,0.15,191.2
FMLABM0018,ANTI-TISSUE TRANSGLUTAMINASE(IgA),Lab,73050-14-10,-,0.15,458.6
FMLAB-8130,Anti-Xa (Anti Active Factor X),Lab,73100-06-20,-,0.15,382.6
FMLAB-9170,Aplipoprotein B,Lab,73050-03-60,-,0.15,302.4
FMLAB-9169,Apolipoprotein A1,Lab,73050-03-60,-,0.15,302.4
fmlab-1323,Aquaporin - 4 (Csf),Lab,73050-61-60,-,0.15,517.8
FMLAB-9375,"Arsenic (B, Hair, Nails, U)",Lab,73050-03-70,-,0.15,649.9
FMLAB-9022,ARYLSULPHATASE A (B  U),Lab,73050-39-70,-,0.15,778.5
FMLAB-9376,"Ascaris Abs. IgG, IgM",Lab,73250-00-20,-,0.15,768.9
FMLAB-5012,ASMA,Lab,73100-13-30,-,0.15,466.6
FMLAB-5002,ASOT (Antistreptolysin O Titer),Lab,73100-10-90,-,0.15,191.2
FMLAB-9229,Aspergillus Abs Igg Specific,Lab,73100-19-10,-,0.15,887.1
FMLAB-1705,ASPERGILLUS ANTIGEN (GALACTOMANNAN),Lab,73050-47-70,-,0.15,401.1
FMLAB-9377,Aspergillus Fumigatus Metabolic Abs,Lab,73250-00-20,-,0.15,545.9
FMLAB-9378,ASPERGILLUS FUMIGATUS SOMATIC ABS,Lab,73100-19-10,-,0.15,545.9
FMLAB-8001,Aspiration Biopsy Cytology (FNAC),Lab,73200-02-60,-,0.15,466.6
FMLAB-9379,ASULPHIDINE,Lab,73300-09-70,-,0.15,491.2
FMLAB-9380,ATENOLOL (TENORMIN),Lab,73300-03-70,-,0.15,562.3
FMLAB-9849,ATOPY PANEL-20,Lab,73100-10-00,-,0.15,745.7
FMLAB-1651,AUTOMATED GROIN C/S,Lab,73050-40-90,-,0.15,524.9
FMLAB-1661,Automated Swab For Infection Control,Lab,73050-40-90,-,0.15,191.2
FMLAB-6844,AVIAN PRECIPITANT ABS (15 TEST S),Lab,73250-00-20,-,0.15,2285.7
FMLAB-9382,Avian Precipitant Abs (Each Test),Lab,73050-39-70,-,0.15,3810.0
FMLAB-6266,Axilla Swab C/S,Lab,73050-40-30,-,0.15,524.9
FMLAB-4004,Barbiturates,Lab,73300-06-60,-,0.15,272.3
FMLAB-9384,Barium,Lab,73050-17-80,-,0.15,1216.9
FMLAB-6866,BCL2 ONCOPROTEIN,Lab,73050-26-50,-,0.15,480.7
FMLAB-6867,BCL6 PROTEIN,Lab,73100-16-50,-,0.15,480.7
FMLAB-9326,BCR-ABL Fusion Gene (By Fish),Lab,73350-00-20,-,0.15,2179.1
FMLABM0108,BCR-ABL FUSION GENE (BY PCR) (QUANTITATIVE),Lab,73350-00-20,-,0.15,2575.1
FMINT-0027,BENCARD SENSITIVITY TEST,Lab,73100-18-20,-,0.15,552.7
FMLAB-2081,Bence Jones Protein,Lab,73100-15-60,-,0.15,67.7
FMLAB-4005,Benzodiazepines,Lab,73300-06-70,-,0.15,272.3
FMLAB-9183,Beta 2 Microglobulin,Lab,73050-04-00,-,0.15,363.4
FMLAB-9317,BETA 2 TRANFERRIN,Lab,73050-36-10,-,0.15,732.0
FMLAB-3016,BETA HCG,Lab,73050-39-30,-,0.15,330.7
FMLAB-9387,BETA MANNOSIDASE,Lab,73050-11-61,-,0.15,481.6
FMLABM0124,"Beta-2-Glycoprotein Abs (Igg, Igm)",Lab,73100-11-60,-,0.15,265.0
FMLABM0102,BETA-GLUCOSIDASE,Lab,73050-16-30,-,0.15,540.8
FMLAB-9386,B-Hydroxy Butyrate,Lab,73050-39-70,-,0.15,472.0
FMLAB-9291,B-Hydroxylase Dopamine,Lab,73000-01-20,-,0.15,348.9
FMLAB-2008,Bicarbonate,Lab,73050-06-40,-,0.15,257.2
FMLAB-9389,BILE DUCT ABS (CANAL),Lab,73050-04-10,-,0.15,337.9
FMLAB-9390,BILE DUCT ABS (EPITHELIAL),Lab,73250-00-20,-,0.15,337.9
FMNBD-0050,BILI CHECK,Lab,73050-04-30,-,0.15,109.0
FMLAB-9172,Bilirubin (Amniotic Fluid),Lab,73050-02-90,-,0.15,513.1
FMLAB-2009,BILIRUBIN DIRECT & TOTAL,Lab,73050-04-30,-,0.15,126.2
FMLAB-2010,"Bilirubin, Direct",Lab,73050-04-40,-,0.15,68.4
FMLAB-2011,"Bilirubin, Total",Lab,73050-04-30,-,0.15,75.1
FMNEU-3632,Biopsy Of Muscle Or Nerve With General Anaethesia,Lab,73200-06-70,-,0.15,5444.4
fmlab-1325,BIOTIN (VITAMIN H),Lab,73050-38-70,-,0.15,685.3
FMLABM0090,BIOTINIDASE QUANT( SO ),Lab,73050-04-60,-,0.15,262.5
FMLAB-9392,BISMUTH (U),Lab,73300-03-70,-,0.15,1241.8
FMLAB-1094,BLD 1 UNIT UNT RH -VE & X MATCH,Lab,73250-00-60,-,0.15,1364.2
FMLAB-1016,Bleeding Time,Lab,73100-00-00,-,0.15,46.5
FMLAB-6003,Blood C/S,Lab,73050-40-00,-,0.15,136.3
fmlab-1303,Blood Culture,Lab,73050-40-00,-,0.15,162.4
FMLAB-1017,Blood Film For Filaria,Lab,73050-43-50,-,0.15,97.0
FMLAB-1040,Blood Film For Leishmania,Lab,73100-24-40,-,0.15,83.5
FMLAB-1018,Blood Film For Malaria,Lab,73100-25-40,-,0.15,67.7
FMLAB-2012,Blood Gases & PH,Lab,73050-14-50,-,0.15,364.7
FMLAB-1015,Blood Group & Rh Typing,Lab,73250-00-90,-,0.15,60.3
FMONC-0087,BLOOD IRRADIATION,Lab,73250-02-60,-,0.15,378.5
FMINT-0068,Blood Sugar Test,Lab,73050-15-60,-,0.15,59.8
FMLAB-6004,Body Fluid C/S,Lab,73050-40-90,-,0.15,309.4
FMLAB-8002,Body Fluid Cytology,Lab,73200-00-00,-,0.15,392.9
FMLAB-9620,Bone Alkaline Phosphatase (BAP),Lab,73050-27-60,-,0.15,626.6
FMLAB-1019,Bone Marrow Aspirate Examination,Lab,73200-06-70,-,0.15,703.0
FMLAB-1021,Bone Marrow Trephine Sampling,Lab,90280-00-00,-,0.15,439.2
FMLAB-9394,"Bordetella Pertussis Abs(Whooping Cough) IgA, IgG",Lab,73100-19-50,-,0.15,626.6
FMLAB-9242,"Borrelia Abs (IgG, IgM)",Lab,73100-19-80,-,0.15,793.5
FMLAB-1224,"Bowel cancer by NGS panel, genes: APC, BMPR1A, EPCAM, MLH1, MSH2, MSH3, MSH6, MUTYH, NTHL1, PMS2, POLE, POLD1, PTEN, SMAD4, STK11, TGFBR2, TP53",Lab,73350-05-50,-,0.15,6867.0
FSLAB0011,BRAF V600E (melanoma) PCR ,Lab,73350-00-31,-,0.15,743.9
FMLAB-9850,BRAIN NATRIURETIC PEPTIDE,Lab,73050-25-30,-,0.15,551.2
fmlab-1342,BRCA I & II (BREAST CANCER I & II),Lab,73350-00-50,-,0.15,16223.3
FMLAB-6862,BRCA I (BREAST CANCER),Lab,73350-00-80,-,0.15,11908.3
FMLAB-6863,BRCA II (BREAST CANCER II),Lab,73350-01-00,-,0.15,14497.0
FMLAB-9397,BROMAZEPAM,Lab,73300-06-70,-,0.15,634.8
FMLAB-9399,BROMIDE  QUANT.,Lab,73050-39-70,-,0.15,435.1
FMLAB-5068,"Brucella (IgG,IgM)",Lab,73100-19-90,-,0.15,193.1
FMLAB-9201,Brucella Abs,Lab,73100-19-90,-,0.15,437.1
FMLAB-5022,Brucella Abs.(Agglutination Titer),Lab,73100-19-90,-,0.15,158.1
FMLAB-8226,BRUCELLA BY P.C.R,Lab,73100-19-90,-,0.15,1776.7
FMDER-0028,Buccal Smear,Lab,73200-05-30,-,0.15,99.9
FMLAB-9024,Buccal Smear (J),Lab,73050-44-30,-,0.15,409.1
FMLABM0157,BUCCAL SWAB COLLECTION,Lab,73050-40-90,-,0.15,91.9
EXOBG-0016,C & S Skin,Lab,73050-41-30,-,0.15,141.7
fmlab-1343,C & S Umbilical,Lab,73050-40-90,-,0.15,141.7
FMLAB-5023,C Reactive Protein Test (CRP),Lab,73100-11-40,-,0.15,193.1
FMLAB-2096,C.K. Isoenzymes,Lab,73050-09-50,-,0.15,261.5
FMLAB-2211,C.K.MB,Lab,73050-09-60,-,0.15,119.9
FMLABM0096,C3 NEPHRITIC FACTOR (C3NeF),Lab,83700-00-00,-,0.15,259.6
FMLAB-3005,CA 125,Lab,73100-14-00,-,0.15,541.7
FMLAB-3006,CA 15-3,Lab,73100-13-80,-,0.15,541.7
FMLAB-3007,CA 19-9,Lab,73100-13-90,-,0.15,541.7
FMLAB-9403,CA 50,Lab,73100-14-00,-,0.15,664.9
FMLAB-9404,CA 549,Lab,73350-06-00,-,0.15,626.6
FMLAB-1319,CA 72.4,Lab,73100-14-00,-,0.15,566.4
FMLAB-9407,CADMIUM (B  U),Lab,73050-05-20,-,0.15,649.9
FMLAB-9408,CAFFEINE,Lab,73300-00-10,-,0.15,634.8
FMLAB-9027,Calcitonin,Lab,73000-01-50,-,0.15,872.5
FMLAB-2015,Calcium,Lab,73050-05-50,-,0.15,147.4
FMLAB-2304,CALCIUM 24 HOURS URINE,Lab,73050-05-80,-,0.15,154.8
FMLAB-2082,Calcium In Urine,Lab,73050-05-80,-,0.15,121.8
FMLAB-9914,Calprotectin Fecal,Lab,73050-27-10,-,0.15,519.9
FMLABM0147,Calr Gene Mutation,Lab,73200-09-50,-,0.15,1297.9
FMLAB-6854,CALRETININ,Lab,73200-09-30,-,0.15,502.5
FMLAB-5024,Campylobactor Abs,Lab,73100-20-00,-,0.15,636.9
FSLAB0003,CANCER COLON PANEL ( KRAS - NRAS - BRAF - MSI - PD-L1 - HER2/NEU ),Lab,73200-09-50,-,0.15,8011.5
FMLAB-9409,CANDIDA (HIT),Lab,73100-18-10,-,0.15,3465.5
FMLAB-9028,Candida Albicans Titre,Lab,73100-20-10,-,0.15,875.6
FMLAB-4006,Cannabinoid,Lab,73300-07-00,-,0.15,272.3
FMLAB-4007,Carbamazepin (Tegretol),Lab,73300-00-20,-,0.15,264.3
FMLAB-9410,CARBAMAZEPINE EPOXIDE,Lab,73300-00-30,-,0.15,398.4
FMLAB-9411,CARBIMAZOL,Lab,73300-03-70,-,0.15,1321.9
FMLAB-2016,Carbon Dioxide,Lab,73050-06-40,-,0.15,143.7
FMLAB-9197,Carboxy Haemoglobin,Lab,73400-00-20,-,0.15,355.7
FMLAB-3004,Carcinoembryonic Antigen CEA,Lab,73050-06-70,-,0.15,392.9
FMLAB-9412,CARDIAC MUSCLE ABS,Lab,73250-00-20,-,0.15,586.9
