Department,ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2, price vip & A,Price 2022 ( B-C-Referral)
Pediatrics,FMPDT-1006,Diabetes Self Management Education, ,Service,95550-14-00,500,450
Radiology ,FMXRAY1239,X-Ray Skyline View For Patella (Bilateral), ,Service,57518-01-12,550,495
Emergency,FMERDA0067,Ordinary Dressing, ,Service,30055-00-00,151.25,137.5
Radiology ,FMXRAY1003,Mri Brain Stroke Protocol, ,Service,90901-00-20,1980,1782
LABORATORY,FMLAB-1180,Day Case Profile, ,Service,83500-01-00,403.2,362.88
Physiotherapy,FMPTD-0007,ULTRASOUND - OP, ,Service,90908-00-00,102.85,93.5
Cardiology,FMCAR-0002,Ecg -Cardiology, ,Service,11708-00-00,122.21,111.1
Dermatology ,FMDER-0004,Skin Biopsy, ,Service,30071-00-00,269.83,245.3
Plastic Surgery,MTPSD-0022,Removal Of Stitches (G.A.), ,Service,92200-00-00,699.38,635.8
LABORATORY,FMLAB-3004,Carcinoembryonic Antigen Cea, ,Service,73050-06-70,418.66,380.6
Dermatology ,FMDER-0162,Electrocautery-Extra Large, ,Service,30195-07-20,1059.96,963.6
Radiology ,FMXRAY1060,Mri Pelvis (Urinary Bladder Cancer Protocol), ,Service,90901-06-10,2420,2178
LABORATORY,FMLAB-6007,Fungus Culture & Sensitivity, ,Service,73050-41-40,525,472.5
LABORATORY,FMLAB-6022,Tuberculin Test, ,Service,73811-00-10,219.01,199.1
Radiology ,FMXRAY1250,X-Ray Toes Ap & Lateral & Obl., ,Service,57518-04-21,440,396
Pediatrics,FMPDT-0186,Intensive Phototherapy, ,Service,90677-00-00,550,495
Plastic Surgery,FMPSDJ0053,Piercing (Any Part Of The Body), ,Service,90661-00-00,1050,945
LABORATORY,FMLAB-1069,Sickling Test, ,Service,73100-09-15,129.47,117.7
NEUROLOGY,FMNUM-0058,Ncv 2 Units, ,Service,11015-00-00,566.5,515
Radiology ,FMXRAY1209,X-Ray Elbow Ap & Lat. & Sp. View, ,Service,57506-01-21,366.63,333.3
Dental,FMDNTN0069,Adhesive Restoration Three Surfaces Posterior Tooth Direct, ,Service,97521-01-00,720,648
Psychiatry ,FMPSYA0067,Intravenous Infusion, ,Service,96199-10-00,165,148.5
LABORATORY,FMLAB-9886,Peripheral Smear, ,Service,73100-00-30,198.84,178.956
Radiology ,FMXRAY1545,Mri Foot (1 Side), ,Service,90901-07-11,1760,1584
Physiotherapy,FMPTD-2181,Active Therapeutic Movements, ,Service,96129-00-00,275,247.5
INTERNAL MEDICINE,FMINT-0079,Iv Fluid Injection, ,Service,96199-19-00,231,210
LABORATORY,FMLAB-7050,"Viteligo Profile (Sgot,Sgpt & Cbc)", ,Service,73050-35-90,315,283.5
Pediatrics,FMPDT-0016,Im Injection (Up To 4 Yrs), ,Service,96197-19-00,120,108
Radiology ,FMXRAY1198,X-Ray Sacrum Coccyx Ap & Lat., ,Service,58109-00-00,440,396
LABORATORY,FMLAB-3005,Ca 125, ,Service,73100-14-00,436.81,397.1
LABORATORY,FMLAB-5057,Widal Test, ,Service,73100-26-10,205.7,187
LABORATORY,FMLAB-7014,Neonatal Profile Blood Group (O), ,Service,73250-00-80,925,832.5
Cardiology,FMCAR-0004,Echo Cardiogram (2D + M Mode ), ,Service,55113-00-00,809.49,735.9
Dermatology ,FMDER-0161,Electrocautery - Large Area, ,Service,30189-01-00,744.15,676.5
Pediatrics,FMPDT-0022,Ear Piercing, ,Service,90111-00-10,122.21,111.1
Radiology ,FMXRAY1322,Doppler. Upper Limb Arter. (2 Sides), ,Service,55248-01-00,1430,1287
LABORATORY,FMLAB-3009,Cortisol In Serum, ,Service,73050-09-00,360,324
LABORATORY,FMLAB-9543,Igfbp-3 (Insulin-Like-Growth F Bp-3), ,Service,73050-20-90,2335,2101.5
LABORATORY,FMLAB-1060,"Hemostatic Profile (Pt,Ptt,Fibrinogin)", ,Service,73100-04-80,1105,994.5
Emergency,FMERDA0075,Small Dressing < 10 Cm, ,Service,30055-00-10,132,118.8
ENT,FMENTE0002,Audiometry - Pure Tone, ,Service,11306-00-00,314.6,286
NEUROLOGY,FMNUM-0056,Digital Eeg (Portable), ,Service,11000-00-00,1793,1630
Physiotherapy,FMPTD-0041,CHEST PHYSIOTHERAPY - OP, ,Service,95550-03-00,90.75,82.5
LABORATORY,FMLAB-9131,Anti Thyroglobulin Abs, ,Service,73100-27-50,1280,1152
Dental,FMDNTS0015,Impacted 3Rd Molar Moderate Case, ,Service,97989-00-10,3870,3483
Pediatrics,FMPDT-0190,Central Line Insertion (Above 3Yrs), ,Service,13815-00-00,4620,4158
Plastic Surgery,FMPSDH0008,"Burn Dressing , 5%", ,Service,30010-00-10,174.24,158.4
Room & Board,FMRMB-9912,Normal Baby Crib, ,Service,83610-02-70,275,247.5
Radiology ,FMXRAY1166,X-Ray Paranasal Sinuses 1 View Water, ,Service,57903-00-00,275,247.5
LABORATORY,FMLAB-2038,G6Pd Quantitative, ,Service,73050-16-00,717.3869812,652.1699829
ENT,FMENTE3005,Debridement & Insertion Of Otowick, ,Service,90665-00-10,58.08,52.8
Radiology ,FMXRAY1226,X-Ray Hip-Bilateral Ap/Lauenstein, ,Service,57712-00-22,550,495
LABORATORY,FMLAB-9275,Vitamin B1 (Thiamine), ,Service,73050-34-70,1195,1075.5
Emergency,FMERDA0150,Oxygen Service - Cpap, ,Service,96191-00-00,35,31.5
Cardiology,FMCARS0014,Coronary Angiography, ,Service,38215-00-00,2645.06,2404.6
LABORATORY,FMLAB-3003,Afp (Alpha Feto Protein), ,Service,73050-01-90,296.45,269.5
Pain Management,FMPN-0002,Injection Or Aspiration Of Intermediate Joint/Bursa, ,Service,50124-00-21,2100,1890
LABORATORY,FMLAB-7007,"Hepatic Profile (Bilirubin Total & Direct, Sgot, Sgpt, Ggt, Alk Phosph, Albumin, Total Protein )", ,Service,73000-00-90,1170,1053
Dental,FMDNTS0005,Simple Extraction (Permanent Teeth), ,Service,97311-01-00,1210,1089
Plastic Surgery,FMPSDA0046,Repair Of Minor Laceration In The Face G.A.P/D, ,Service,30026-00-10,6585,5926.5
Radiology ,FMXRAY1199,X-Ray Sacroilac Joint Ap & Obl., ,Service,58109-00-00,440,396
LABORATORY,FMLAB-6042,Anaerobic Blood C/S, ,Service,73050-40-50,240,216
LABORATORY,FMLAB-9549,Insulin, ,Service,73050-20-90,379.94,345.4
Emergency,FMERDA0029,Superfecial Wound Suturing (3-5 Stitches), ,Service,90676-00-00,195,175.5
NEPHROLOGY,FMNEP0045,Continuous Renal Replacement Therapy Crrt (Continuous Venovenous Hemodialysis) With Solution (12) Hours, ,Service,13100-04-00,11340,10206
Plastic Surgery,FMPSDH0011,Wound Dressing Small, ,Service,30055-00-10,90.75,82.5
UROLOGY,FMURO-0055,Insertion Of Uretheral Catheter, ,Service,36824-00-00,244.42,222.2
LABORATORY,FMLAB-6080,Osmolality (Serum), ,Service,73050-26-20,750,675
LABORATORY,FMLAB-2084,Urine Ketones, ,Service,73050-00-00,71.39,64.9
Radiology ,FMXRAY1474,Nm. Bone Scan (3 Phase Scan), ,Service,61441-00-00,3080,2772
LABORATORY,FMLAB-3007,Ca 19-9, ,Service,73100-13-90,436.81,397.1
LABORATORY,FMLAB-5035,Hepatitis B Markers (Hbsag & Hbs Ab), ,Service,73100-23-80,3155,2839.5
Emergency,FMERDA0125,Cast Removal, ,Service,96094-00-00,116.16,105.6
Radiology ,FMXRAY1009,Mri Brain Angiography (Mra & Mrv) With Contrast, ,Service,90902-00-00,2420,2178
Radiology ,FMXRAY1191,X-Ray Cervical Spine Flex. & Ext., ,Service,58100-00-00,440,396
LABORATORY,FMLAB-2021,Complement C3, ,Service,73100-12-50,314.6,286
LABORATORY,FMLAB-8010,Histopath/Biopsy (Large Specimen), ,Service,73200-06-90,2180,1962
Dermatology ,FMDER-0085,Occlusive Dressing - Large, ,Service,30055-00-30,231.11,210.1
Physiotherapy,FMPTD-0121,Spiro Meter Air Incentive, ,Service,11506-00-00,1020,918
Dental,FMDNTM0004,Gum Treatment Quad. (Mild), ,Service,97281-00-10,648.56,589.6
Radiology ,FMXRAY1327,Doppler. Lower Limb Arter. (Left), ,Service,55238-00-00,880,792
LABORATORY,FMLAB-9244,Lupus Anticoagulant Abs., ,Service,73100-08-80,815.54,741.4
Dermatology ,FMDER-0159,Electrocautery - Small Area, ,Service,30189-01-00,154.88,140.8
ENT,FMENTN2054,Change Of Nasal Splint, ,Service,90595-00-00,90.75,82.5
LABORATORY,FMLAB-6033,Clostridium Difficile, ,Service,73050-59-70,500,450
LABORATORY,FMLAB-9261,Ssa Abs (Anti Ro/Ssb Abs (Anti La), ,Service,73100-10-70,2130,1917
Emergency,FMERDA0070,Skin Test, ,Service,12000-00-00,8.47,7.7
Radiology ,FMXRAY1486,Nm. Thyroid (Diagnostic Tc99M Scan And Uptake), ,Service,12518-00-00,4300,3870
LABORATORY,FMLAB-2009,Bilirubin Direct & Total, ,Service,73050-04-30,114.95,104.5
LABORATORY,FMLAB-3024,Total T3, ,Service,73050-36-50,360,324
LABORATORY,FMLAB-5015,Hbc Ab, ,Service,73100-23-60,715,643.5
Radiology ,FMXRAY1221,X-Ray Both Hands Ap & Lat, ,Service,57506-04-12,440,396
Radiology ,FMXRAY1301,Us. Msk (Hip), ,Service,55816-00-01,660,594
LABORATORY,FMLAB-2086,Sodium Urine, ,Service,73050-33-20,122.21,111.1
LABORATORY,FMLAB-8003,Pap Smear (Cervical Cytology), ,Service,73200-01-20,133.1,121
LABORATORY,FMLAB-9130,Testosterone (Free), ,Service,73050-34-50,650,585
LABORATORY,ARAMCO-0013,Women Above The Age Of 40, ,Service,61360-00-00,924,831.6
LABORATORY,FMLAB-3025,Total T4, ,Service,73050-35-30,345,310.5
OB & GYNE,FMOBG-0004,Insertion Of Iud, ,Service,35503-00-00,1050,945
Radiology ,FMXRAY1080,Mri Lumber Spine With Contrast, ,Service,90901-03-60,2200,1980
Radiology ,FMXRAY1207,X-Ray Humerus Ap & Lat., ,Service,57506-00-01,440,396
Radiology ,FMXRAY1227,X-Ray Hip Ap & Frog Position (Bilateral), ,Service,57712-00-22,550,495
LABORATORY,FMLAB-1034,Indirect Coombs Test, ,Service,73250-00-30,180,162
LABORATORY,FMLAB-2022,Complement C4, ,Service,73100-12-40,314.6,286
LABORATORY,FMLAB-9218,Gentamicin, ,Service,73300-01-20,1305,1174.5
ENT,FMENTE6022,Hearing Aid Philips S47, ,Service,96092-00-41,2536.16,2305.6
LABORATORY,FMLAB-2028,Chloride In Serum, ,Service,73050-07-70,84.7,77
LABORATORY,FMLAB-2048,Total Iga, ,Service,73050-14-20,425,382.5
LABORATORY,ARAMCO-0003,Aramco Fitness- Security Staff Package, ,Service,73000-00-20,1576.8,1419.12
Radiology ,FMXRAY1168,X-Ray P.N.S./ Skull Pa. & Lat. & Waters, ,Service,57901-00-10,347.27,315.7
LABORATORY,FMLAB-7048,Dialysis Panel, ,Service,83680-00-00,2410,2169
Radiology ,FMXRAY1244,X-Ray Os-Calsis (Heel)Tangential Lat., ,Service,90909-00-00,212.96,193.6
Emergency,FMERDA0012,Urinary Bladder Catheterization - Foley Catheter, ,Service,36800-00-00,110.11,100.1
Dental,FMDNTN0062,Adhesive Restoration One Surface Anterior Tooth Direct, ,Service,97521-01-00,360,324
Dental,FMDNTR0001,Root Canal Treatment 1 Root, ,Service,97415-00-00,1650,1485
Radiology ,FMXRAY1092,Mri Wrist Both, ,Service,90901-07-12,3190,2871
Radiology ,FMXRAY1264,Fluroscopy. Ba. Study (Swallow Protocol), ,Service,57939-00-00,880,792
LABORATORY,FMLAB-9217,Thyroglobulin, ,Service,73050-35-00,481.58,437.8
Emergency,FMERDA0152,Oxygen Service - Face Mask, ,Service,96191-00-00,50,45
INTERNAL MEDICINE,FMINTH-0001,Regular Hemodialysis W/ Stand., ,Service,13100-00-00,1046.65,951.5
Neurology,FMNUR-0060,Catheterization (Condom), ,Service,36800-00-00,220.725,198.6525
LABORATORY,FMLAB-1033,Coomb'S Test (Direct), ,Service,73250-00-30,135.52,123.2
LABORATORY,FMLAB-1073,Wbcs Total & Diff, ,Service,73100-00-10,210,189
LABORATORY,FMLAB-9148,"Gliadin Abs (Iga, Igg)", ,Service,73050-14-10,2645,2380.5
LABORATORY,FMLAB-9185,Anca, ,Service,73050-25-20,1006.5,915
Emergency,FMERDA0127,Dressing Change - Large (> 25 Cm), ,Service,30055-00-30,35,31.5
Physiotherapy,FMPTD-2061,MEDICAL BATH, ,Service,96163-00-00,154.88,140.8
Physiotherapy,FMPTD-2126,SHORT WAVE THERAPY, ,Service,96155-00-00,116.16,105.6
Radiology ,FMXRAY1076,Mri Cervical Spine With Contrast, ,Service,90901-03-20,3340,3006
Cardiology,FMCAR-0006,24 Hours Ecg Monitoring (Holter ), ,Service,11709-00-00,809.49,735.9
LABORATORY,fmlab-1304,Cardiolipen Antibodies, ,Service,73100-11-70,750,675
Radiology ,FMXRAY1258,X-Ray Abdomen Erect & Flat Decubitis, ,Service,58900-00-30,550,495
LABORATORY,FMLAB-1064,Protein S Activity, ,Service,73100-04-30,1205,1084.5
LABORATORY,FMLAB-3010,Esteradiol E2, ,Service,73050-11-90,296.45,269.5
LABORATORY,FMLAB-5008,Anti Rubella Igm, ,Service,73100-25-90,205.7,187
Dermatology ,FMDER-0163,Mollusca Bodies Extraction - Small, ,Service,90676-00-00,295,265.5
Pediatrics,FMPDT-0012,Urinary Catheter Insertion(Foely), ,Service,36800-00-00,495,445.5
LABORATORY,FMLAB-1014,Anti-Thrombin Iii, ,Service,73100-03-90,219.01,199.1
Radiology ,FMXRAY1143,Ct. Spine (Dorsal Region), ,Service,56221-00-00,1650,1485
Radiology ,FMXRAY1565,Fluroscopy Fluoro Guidance (> 2 Hour), ,Service,60503-00-12,3000,2700
LABORATORY,FMLAB-1063,Protein C, ,Service,73050-30-40,514.25,467.5
LABORATORY,FMLAB-5068,"Brucella (Igg,Igm)", ,Service,73100-19-90,535,481.5
Dermatology ,FMDER-0155,Incision & Drainage Of Absess -Large, ,Service,30223-01-00,795,715.5
Radiology ,FMXRAY1656,X-Ray Skull - 1 View, ,Service,57901-00-10,250,225
Radiology ,FMXRAY1249,X-Ray Feet Ap & Lat. In Standing (Bilateral), ,Service,57518-04-12,296.45,269.5
Emergency,FMERDA0006,Removal Of Stitches, ,Service,92200-00-00,71.39,64.9
Dental,FMDNTN0068,Adhesive Restoration Two Surfaces Posterior Tooth Direct, ,Service,97521-01-00,540,486
Dental,FMDNTR0008,Rct And Filling Two Roots, ,Service,97416-00-00,3240,2916
Internal Medicine,FMENDE0034,Endoscopic Stone Extraction, ,Service,36806-02-00,2100,1890
Orthopedics,FMORT-0718,Ultrasound Of Hip Follow Up, ,Service,55816-00-01,238.37,216.7
LABORATORY,FMLAB-5051,Rota Virus Ag In Stool, ,Service,73050-49-90,327.91,298.1
LABORATORY,FMLAB-9226,Hbv Dna By Pcr (Liver Aspirate), ,Service,73050-61-50,3420,3078
Emergency,FMERDA0087,Ambulance For Aramco Patient --5437, ,Service,83520-00-00,370,333
NEPHROLOGY,FMNEP-0040,Double Lumen Insertion, ,Service,13815-01-00,1965,1768.5
LABORATORY,FMLAB-3014,Folic Acid, ,Service,73050-13-50,450,405
LABORATORY,FMLAB-9005,Acth, ,Service,73050-00-50,1200,1080
LABORATORY,FMPOCT-6,Point Of Care Ketone Whole Blood, ,Service,73050-00-00,50,45
Emergency,FMERDA0008,Burn Dressing 5 % - Bsa, ,Service,30010-00-10,174.24,158.4
Dermatology ,FMDER-0084,Occlusive Dressing - Medium, ,Service,30055-00-20,116.16,105.6
Pain Management,FMPN-0013,Trigger Point Injection, ,Service,93173-00-00,269.83,245.3
Radiology ,FMXRAY1056,Mri Abdomen (Mrcp: Cholangiopancreatography Protocol), ,Service,90901-05-10,1980,1782
Radiology ,FMXRAY1169,X-Ray Nasal Bones Lateral, ,Service,57921-00-00,275,247.5
LABORATORY,FMLAB-3044,Cortisol (P.M.), ,Service,73050-11-10,500,450
LABORATORY,FMLAB-9212,Hb Electrophoresis, ,Service,73050-18-00,1260,1134
Dermatology ,FMDER-0157,Sebaceous Cyst Excision - Medium, ,Service,31205-01-00,469.48,426.8
Pediatrics,FMPDT-0159,Pulse Oximeter 12 - 24 Hours, ,Service,11600-03-00,372.68,338.8
Physiotherapy,FMPTD-0119,Portable Ventilator Oxylog Per Hour, ,Service,13882-00-00,3410,3069
Radiology ,FMXRAY1185,X-Ray Ribs Unilateral (1 View), ,Service,58521-01-00,304.7,274.23
Radiology ,FMXRAY1228,X-Ray Hip For Head Of Femur(30 Ca/Ag), ,Service,55816-00-01,330,297
Radiology ,FMXRAY1317,Doppler. Renal Arteries, ,Service,55278-00-00,1320,1188
LABORATORY,FMLAB-2087,Potassium (K) In Urine, ,Service,73050-29-10,187,168.3
LABORATORY,FMLAB-3006,Ca 15-3, ,Service,73100-13-80,436.81,397.1
LABORATORY,FMLAB-9045,Copper (Serum), ,Service,73050-08-80,475,427.5
LABORATORY,FMLAB-9309,Vancomycin Level, ,Service,73300-03-40,636.46,578.6
Dermatology ,FMDER-0166,Milia Extraction - Small, ,Service,31205-00-10,269.83,245.3
NEUROLOGY,FMNUM-0060,Ncv 4 Units, ,Service,11018-00-00,1650,1500
Pediatrics,FMPDT-0177,Jaundice Meter, ,Service,30493-00-00,52.03,47.3
Radiology ,FMXRAY1180,X-Ray Scapula Ap & Lat., ,Service,57700-00-11,440,396
Radiology ,FMXRAY1537,Mri Brain Angiography (Mrv) Without Contrast, ,Service,90902-00-00,2200,1980
LABORATORY,FMLAB-2024,Creatinine Clearance, ,Service,73050-10-00,263.78,239.8
LABORATORY,FMLAB-4020,Valproic Acid (Depakin), ,Service,73300-00-90,1116.5,1015
LABORATORY,FMLAB-9183,Beta 2 Microglobulin, ,Service,73050-04-00,685,616.5
Emergency,FMERDA0072,Superfecial Wound Suturing (1-3 Stitches), ,Service,30026-00-10,165,148.5
Dental,FMDNTS0010,Surgical External Of Normal Tooth, ,Service,97321-07-10,3070,2763
Dermatology ,FMDER-0291,Surgical Excission Of Lipoma - Small, ,Service,99999-99-99,1905,1714.5
OB & GYNE,FMOBG-0122,Removal Of Iud, ,Service,35506-02-00,545,490.5
LABORATORY,FMLABM0038,Antimullerian Hormone Antibody , ,Service,73050-07-50,450,405
Radiology ,FMXRAY1200,X-Ray Scoliosis Study Ap View, ,Service,58108-00-00,550,495
Radiology ,FMXRAY1263,X-Ray Lower Limb Standing Ap (Leg Length), ,Service,57518-02-01,990,891
Radiology ,FMXRAY1313,Doppler. Transcranial (Tcd), ,Service,55028-00-00,1280,1152
LABORATORY,FMLAB-2031,Serum Electrolyte Test Sodium & Potassium, ,Service,73000-00-30,157.3,143
LABORATORY,FMLAB-9083,C-Peptide, ,Service,73050-39-20,424.71,386.1
Emergency,FMERDA0003,Endotracheal Intubation, ,Service,22007-00-00,296.45,269.5
Emergency,FMERDA0138,Full Cast - Below Knee, ,Service,96092-00-00,1520,1368
Dermatology ,FMDER-4051,Mesotherapy For Hair - 5 Sessions, ,Service,90676-00-00,1250,1125
LABORATORY,FMLAB-1058,Platelet Count, ,Service,73100-01-60,116.16,105.6
LABORATORY,FMLAB-2006,Ammonia (Nh3), ,Service,73050-02-80,308.55,280.5
LABORATORY,FMLAB-6023,Urethral Discharge C/S, ,Service,73050-40-60,308.55,280.5
LABORATORY,FMLAB-7009,"Male Infertility Profile(Semen Analysis, Testosterone, Fsh, Lh , Prolactin)", ,Service,73400-03-30,1078.11,980.1
LABORATORY,FMLAB-9201,Brucella Abs, ,Service,73100-19-90,193.6,176
LABORATORY,FMLAB-9318,Factor V Mutation Gene (Leiden Mutation), ,Service,73350-01-40,1650,1485
ENT,FMENTL0015,Indirect Laryngoscopy Using Endoscope, ,Service,41849-00-00,154.88,140.8
Pediatrics,FMPDT-0083,Im Injection (Above 5Yrs), ,Service,96197-19-00,85,76.5
Radiology ,FMXRAY1038,Mri Cardiac With Contrast, ,Service,90901-04-20,3300,2970
Radiology ,FMXRAY1113,Mri Additional Contrast, ,Service,99999-99-92,440,396
Radiology ,FMXRAY1201,X-Ray Whole Spine Ap & Lat., ,Service,58108-00-00,872.41,793.1
Radiology ,FMXRAY1274,Fluroscopy. (H.S.G) Hystero Salpingogram, ,Service,59712-00-00,803.44,730.4
Radiology ,FMXRAY1500,Nm. Parathyroid Scan (Tc99M) + Spect/Ct, ,Service,61480-00-00,7425,6682.5
LABORATORY,FMLAB-2033,Protein Electrophoresis (In Serum), ,Service,73050-30-90,360,324
LABORATORY,FMLAB-2049,Immunoglobulin G (Total L Igg), ,Service,73100-10-60,940,846
LABORATORY,FMLAB-8001,Aspiration Biopsy Cytology (Fnac), ,Service,73200-02-60,469.48,426.8
LABORATORY,FMLAB-8002,Body Fluid Cytology, ,Service,73200-00-00,296.45,269.5
LABORATORY,FMLAB-8016,(Histopathology)2 Small Specimen, ,Service,73200-06-40,2545,2290.5
Emergency,FMERDA0028,Superfecial Wound Suturing (5-10 Stitches), ,Service,90676-00-00,275,247.5
INTERNAL MEDICINE,FMINT-0068,Blood Sugar Test, ,Service,73050-15-60,58.08,52.8
Neurology,FMNUM-0026,Routine Eeg, ,Service,11700-00-00,860.31,782.1
internal medicine,ARAMCO-0011,Men Above The Age Of 50 With Colonoscopy, ,Service,73000-00-20,2007.6,1806.84
Emergency,FMERDC0001,Ambulance W/ Or W/Out Nurse  (Return Jeddah), ,Service,83500-00-10,219.01,199.1
Radiology ,FMXRAY1132,Ct. Chest Angiography (Pulmonary Angiography Protocol), ,Service,57350-02-00,5020,4518
Radiology ,FMXRAY1255,X-Ray Chest Apical View, ,Service,58500-00-10,193.6,176
LABORATORY,FMLAB-2082,Calcium In Urine, ,Service,73050-05-80,187,168.3
LABORATORY,FMLAB-9138,"Vitamin D (1,25 Dihydroxycholicalciferol)", ,Service,73050-05-30,1240,1116
Emergency,FMERDA0071,Code Blue Activation, ,Service,83700-00-00,211.75,192.5
Pediatrics,FMPDT-0026,Nebulization With Ultrasound For 24 Hrs, ,Service,92043-00-00,245,220.5
Pediatrics,FMPDTO0003,Cold Compress (Plain), ,Service,22065-00-10,77.44,70.4
Plastic Surgery,MTPSD-0049,Intracesional Injection, ,Service,30207-00-00,110.11,100.1
Radiology ,FMXRAY1010,Mri Brain Pituitary Gland Protocol, ,Service,90901-00-10,2200,1980
Radiology ,FMXRAY1087,Mri Elbow (1 Side), ,Service,90901-07-11,1760,1584
Radiology ,FMXRAY1095,Mri Hips (1 Side), ,Service,90901-07-11,1760,1584
Radiology ,FMXRAY1126,Ct. Neck With Contrast, ,Service,56101-00-00,2250,2025
Radiology ,FMXRAY1197,X-Ray Lumber Spine Flex. & Ext., ,Service,58106-00-00,440,396
LABORATORY,FMLAB-5006,Anti-Cmv Igm, ,Service,73100-20-80,418.66,380.6
LABORATORY,FMLAB-6021,Throat Swab C/S, ,Service,73050-40-90,308.55,280.5
Emergency,FMERDA0130,E.C.G. Rhythm Strep, ,Service,11700-00-00,150,135
Dental,FMDNTX0005,Panoramic X-Ray, ,Service,57960-00-00,251.68,228.8
Dermatology ,FMDER-0083,Occlusive Dressing - Small, ,Service,30055-00-10,84.7,77
Endoscopy,FSSUR-0002,Proctoscopy, ,Service,32075-00-00,372.68,338.8
ENT,FMENTN2009,Control Of Epistaxis By Chemeical Cauterization - Unilateral, ,Service,41677-00-00,235,211.5
INTERNAL MEDICINE,FMINTH-0005,Endoscopic Biopsy, ,Service,30473-01-00,147.62,134.2
Ophthalmology,FMOPTA0007,Perimetry (Visual Field), ,Service,96041-00-00,1070,963
Pediatrics,FMPDTO0009,Iv Infusion, ,Service,96199-19-00,149.4569946,135.8699951
Plastic Surgery,FMPSDH0007,Burn Dressing 5 - 10%, ,Service,30010-00-20,269.83,245.3
Radiology ,FMXRAY1055,Mri Abdomen (Liver Protocol), ,Service,90901-05-10,2420,2178
Radiology ,FMXRAY1176,X-Ray Clavicle 5% Ap Or Pa, ,Service,57706-00-01,314.6,286
LABORATORY,FMLAB-5079,Dengue Antibody Igg, ,Service,73050-50-30,500,450
LABORATORY,FMLAB-9085,Insulin Abs, ,Service,73100-15-80,526.35,478.5
Emergency,FMERD-0025,"Ambulance Service - With Physician (Gp, Registrar) And Nurse Or Emt/ Paramedic, 250 - 400 Km (Single", ,Service,83500-00-80,1995,1795.5
Emergency,FMERDA0009,Burn Dressing 10 - 20% - Bsa, ,Service,30014-00-00,738.1,671
Pediatrics,FMPDT-0121,Central Venous Pressure Up To 2 Yrs Max-24Hrs, ,Service,11600-02-00,420,378
Plastic Surgery,FMPSDH0006,Burn Dressing 10 - 20%, ,Service,30014-00-00,738.1,671
Room & Board,FMICU-0037,Pneumatic Cuff Compressor Per Day, ,Service,11600-03-00,432,388.8
Room & Board,FMRMB-9910,Suite, ,Service,83610-01-50,4000,3600
Radiology ,FMXRAY1027,Mri Neck (Infra-Hyoid Protocol), ,Service,90901-02-10,1980,1782
Radiology ,FMXRAY1138,Ct. Abdomen & Pelvis (Kub Protocol), ,Service,56501-00-00,1650,1485
Radiology ,FMXRAY1248,X-Ray Foot Tangential & Lat. In Standing, ,Service,57518-04-11,550,495
Radiology ,FMXRAY1549,Ct Abdomen & Pelvis Without Contrast, ,Service,60100-00-00,2382.49,2165.9
LABORATORY,FMLAB-2085,Glucose Urine, ,Service,73050-15-30,71.5,64.35
LABORATORY,FMLAB-2089,Uric Acid In Urine, ,Service,73050-37-80,135.52,123.2
LABORATORY,FMLAB-5009,Toxoplasma Abs (Igg), ,Service,73100-26-60,418.66,380.6
LABORATORY,FMLAB-5030,Hbe Ag, ,Service,73050-49-10,219.01,199.1
LABORATORY,FMLAB-6004,Body Fluid C/S, ,Service,73050-40-90,308.55,280.5
LABORATORY,FMLAB-7032,"Systemic Lupus Erythematosus (Sle) Profile (Dna, Ana, Igm, C3 & C4)", ,Service,73100-08-80,1835,1651.5
LABORATORY,FMLAB-8015,Immunohistochemistry Panel, ,Service,73200-08-40,7489.9,6809
