Service Code,Service Name, Price,NPHIES ID,2022 Prices,2023 prices
FMERDC0022,AMBULANCE TO NATIONAL GUARD    HOSPITAL WITH NURSE,515,83500-00-80,624.5096,668.225272
FMERDC0020,AMBULANCE TO NORTH ABHOR W/NUR SE,395,83500-00-80,478.9928,512.522296
FMERDC0002,AMBULANCE W/ DOCTOR G.P. NURS (RETURN JEDDAH),640,83520-00-00,776.0896,830.415872
FMERDC0008,AMBULANCE W/ DOCTOR G.P. NURSE (RETURN MEDINA),3930,83520-00-00,4765.6752,5099.272464
FMERDC0006,AMBULANCE W/ DOCTOR G.PNURSE  (RETURN TAIF),1760,83520-00-00,2134.2464,2283.643648
FMERDC0007,AMBULANCE W/ OR W/O NURSE      (RETURN MEDINA),2810,83520-00-00,3407.5184,3646.044688
FMERDC0001,AMBULANCE W/ OR W/OUT NURSE    (RETURN JEDDAH),225,83520-00-00,272.844,291.94308
FMERDC0003,AMBULANCE W/ OR W/OUT NURSE    (RETURN MECCA),1140,83520-00-00,1382.4096,1479.178272
FMERDC0019,AMBULANCE W/DOCTOR  G.P. NURSE (RETURN MEDINA) -MERCEDES BENZ,3930,83500-00-80,4765.6752,5099.272464
FMERDC0013,AMBULANCE W/DOCTOR G.P  NURSE (RETURN JEDDAH)-MERCEDES BENZ,640,83520-00-00,776.0896,830.415872
FMERDC0004,AMBULANCE W/DOCTOR G.P. NURSE,1690,83520-00-00,2049.3615999999997,2192.816912
FMERDC0017,AMBULANCE W/DOCTOR G.P.NURSE  (RETURN TAIF) - MERCEDES BENZ,1760,83520-00-00,2134.2464,2283.643648
FMERDC0016,AMBULANCE W/OUT NURSE(RETURN   TAIF) - MERCEDES  BENZ,1690,83520-00-00,2049.3615999999997,2192.816912
FMERDC0014,AMBULANCE W/W/OUT NURSE (RET.  MECCA) - MERCEDES BENZ,1140,83520-00-00,1382.4096,1479.178272
FMERDC0012,AMBULANCE W/W/OUT NURSE(RETURN JEDDAH)-MERCEDES BENZ,225,83520-00-00,272.844,291.94308
FMERDC0005,AMBULANCE WITHOUT NURSE        (RETURN TAIF),1690,83520-00-00,2049.3615999999997,2192.816912
FMLAB-7029,"AMENORRHEA ""PRIMARY"" OVARIAN INSUFF.[ FSH LH ESTRADAIOL PROLACTIN]",600,73200-06-40,727.584,778.51488
FMLAB-7030,"AMENORRHEA ""SECONDARY"" OVARIAN INSU[TESTOSTERONE T4 T3 UPTAKE TSH]",1035,73200-06-40,1255.0824,1342.9381680000001
FMLAB-9014,AMINO ACIDS (QUANTITATIVE) (URINE or PLASMA),2636,73050-02-60,3196.5190399999997,3420.2753728
FMLAB-9251,AMIODARONE AND DESETHYLAMIODARONE,1004,73300-03-70,1217.49056,1302.7148992
FMLAB-9267,AMITRIPTYLINE,580,73300-05-90,703.3312,752.564384
FMLAB-2006,AMMONIA,250,73050-02-80,303.15999999999997,324.3812
FMOBG-0204,AMNIOCENTESIS,1031,90481-00-00,1250.23184,1337.7480688
FMOBG-0136,AMNIOCENTISIS,1031,16600-00-00,1250.23184,1337.7480688
FMOBG-0205,AMNIO-INFUSION,821,99999-99-99,995.5774399999999,1065.2678607999999
FMLAB-9791,AMNIOTIC FLUID CHROMSOMAL ANALYSIS,2312,73200-05-10,2803.6236799999997,2999.8773376
FMOBG-0074,AMNIOTOMY (ARM),165,90466-01-00,200.0856,214.09159200000002
FMLAB-9818,AMOEBA ANTIBODIES (IHA),132,99999-99-99,160.06848,171.2732736
FMLAB-4003,AMPHETAMINE,344,73300-04-50,417.14815999999996,446.34853119999997
FMLAB-9358,AMPHOTERICIN SERUM LEVEL,345,99999-99-99,418.3608,447.646056
FMORT-0319,AMPUTATION  DISARTICULATION   OF THUMB,1160,46465-00-01,1406.6624,1505.128768
FMOBG-0089,AMPUTATION OF CERVIX,1500,35618-03-00,1818.9599999999998,1946.2872
OBG-0017,Amputation of Cervix,5700,35618-03-00,6912.048,7395.8913600000005
FMENTE2015,AMPUTATION OF EXTERNAL EAR,3244,99999-99-99,3933.8041599999997,4209.1704512
ORT-0009,Amputation of Finger/Toe,2900,46465-00-01,3516.656,3762.8219200000003
FMORT-0328,AMPUTATION OF FOREFOOT,1740,44364-00-01,2109.9936,2257.693152
FMORT-0335,AMPUTATION OF LEG THRU FEMUR,2780,44367-00-00,3371.1391999999996,3607.118944
SUR-0063,Amputation of Limbs Gangrene,8800,44367-02-00,10671.232,11418.21824
ORT-0055,Amputation of Long Bones (Trauma/Congenital),19000,44367-02-00,23040.16,24652.9712
FMORT-0336,AMPUTATION OF THIGH,3704,99999-99-99,4491.61856,4806.0318592
FMORT-0327,AMPUTATION OF TOE,1160,44338-00-01,1406.6624,1505.128768
FMORT-0317,AMPUTATION OF UPPER LIMB,2780,44328-01-00,3371.1391999999996,3607.118944
FMORT-0320,AMPUTATION THROUGH CARPALS,2320,44325-00-01,2813.3248,3010.257536
FMORT-0322,AMPUTATION THROUGH FOREARM,2320,44328-00-01,2813.3248,3010.257536
FMORT-0323,AMPUTATION THROUGH HUMERUS,2320,44328-01-00,2813.3248,3010.257536
FMORT-0329,AMPUTATION THRU MIDDLE OF FOOT,1740,44364-00-01,2109.9936,2257.693152
FMLAB-2007,AMYLASE,165,73050-03-00,200.0856,214.09159200000002
FMLAB-9228,AMYLASE ISOENZYMES,375,73050-03-00,454.73999999999995,486.5718
FMLAB-9359,AMYLOID A,620,73050-39-70,751.8367999999999,804.465376
FMSUR-9907,Anal Dilatation,2180,99999-99-99,2643.5552,2828.604064
SUR-0013,Anal Dilatation,2950,32153-00-00,3577.288,3827.6981600000004
MTSUR-0044,ANAL DILATATION UNDER (G.A.),1345,99999-99-99,1631.0008,1745.1708560000002
FMPDS-0037,ANAL FISS.EXCIS.SPHINCTEROTOMY,2105,90338-00-00,2552.6072,2731.2897040000003
SUR-0042,Anal Fissure Operation Sphincterectomy,4750,90338-00-00,5760.04,6163.2428
FMSUR-0141,ANASTOMOSIS OF ABDOMINAL VSCLT,5876,99999-99-99,7125.47264,7624.2557248
FMLAB-9185,ANCA,564,73050-25-20,683.92896,731.8039872
FMLAB-9360,ANCYLOSTOMA  ABS,224,73250-00-20,271.63136,290.6455552
FMDNL-0026,ANDERSON ACTIVATOR,280,99999-99-99,339.5392,363.306944
FMLAB-9361,ANDROSTENDIONE,412,73050-03-20,499.60767999999996,534.5802176
FMLAB-9362,ANDROSTERONE,240,73050-03-30,291.0336,311.405952
FMLAB-9837,ANEMIA PROFILE (CBC IRON Ferritin),640,99999-99-99,776.0896,830.415872
FMANA-0063,ANESTHESIA IN MRI,700,99999-99-99,848.848,908.26736
FMXRY-0651,ANESTHESIA ONLY,650,90902-00-00,788.216,843.3911200000001
NEU-0032,Aneurysm -Clipping without coils,36750,39800-00-00,44564.52,47684.0364
FMVAS-0011,ANEURYSM EXCISION AND GRAFTING,3280,99999-99-99,3977.4592,4255.881344
NEU-0033,Aneurysm- Repair (Other),42000,33116-00-00,50930.88,54496.0416
FMNEU-0028,ANEURYSM SURGERY,5280,39800-01-00,6402.7392,6850.930944000001
FMLAB-9806,ANGELMAN SYNDROME CHROMOSOME 15 MICRODELETION BY MULTI-FISH,2080,73200-09-60,2522.2911999999997,2698.851584
FMLAB-9017,ANGIOSTENSIN-1 CONVERTING ENZYME (ACE),476,73050-03-50,577.21664,617.6218048000001
FMXRY-0071,ANKLE AP LATERAL,200,57518-03-11,242.528,259.50496
FMXRY-0072,ANKLE AP LATERAL OBL.,250,57518-03-11,303.15999999999997,324.3812
FMORT-0200,ANKLE FUSION(TIBUTALAR FUSION),2780,49712-00-00,3371.1391999999996,3607.118944
FMXRY-0073,ANKLE STRESS BOTH SIDES,290,57518-03-11,351.6656,376.282192
FMIVF-0041,ANNUAL FEE,236,99999-99-99,286.18304,306.21585280000005
FMPSYA0055,ANOREXIA NERVOSA SCALE (A.N.S.),135,99999-99-99,163.7064,175.165848
FMORT-0662,ANT SPINAL FIX FR/DEFORM SPINE,4800,48678-00-00,5820.672,6228.11904
FMORT-0767,ANT.RESECTION OF ONE VERTEBRA W/FIXATION,5328,47459-01-01,6460.94592,6913.212134400001
FMOBG-0096,ANTEFIXATION OF UTERUS,1654,90471-04-00,2005.7065599999999,2146.1060192
FMURO-0064,ANTEGRADE PYELOGRAPHY,725,58715-00-00,879.164,940.7054800000001
FMPTD-0093,ANTENATAL  POSTNATAL EX'S.,110,96153-00-00,133.3904,142.727728
FMOBG-0016,ANTENATAL (CTG)MONITORING/HR,109,16514-01-00,132.17776,141.43020320000002
FMORT-0745,ANTERIOR CERVICAL CORPECTOMY,5328,48678-00-00,6460.94592,6913.212134400001
FMORT-0729,ANTERIOR CERVICAL DISCOTOMY PLATING,3200,52035-00-00,3880.448,4152.07936
FMORT-0728,ANTERIOR CERVICAL DISCOTOMY W/INTERBODY FUSION,3200,40330-00-00,3880.448,4152.07936
FMNEU-0078,ANTERIOR CERVICAL FUSION ONE  LEVEL,5564,40332-00-00,6747.12896,7219.427987200001
FMNEU-0079,ANTERIOR CERVICAL FUSION TWO  LEVELS,5564,40335-00-00,6747.12896,7219.427987200001
OBG-0018,Anterior Colpoperrineorrahphy,6500,35570-00-00,7882.16,8433.9112
FMDNTP0079,ANTERIOR CROSSBITE APPLIANCE,1185,97823-00-00,1436.9784,1537.566888
FMNEU-0108,ANTERIOR DISSECTOMY 2 LEVELS  WITH CAGE,4200,40300-01-00,5093.088,5449.60416
FMORT-0748,ANTERIOR FIXATION OF THORACIC LUMBAR FRACTURE,7196,48509-00-01,8726.157439999999,9336.9884608
FMORT-0763,ANTERIOR RELEASE  INSTRUMENTATION FOR SCOLIOSIS,7790,49503-02-01,9446.4656,10107.718192
SUR-0104,Anterior Resection,19300,99999-99-99,23403.951999999997,25042.228639999998
FMSUR-0015,ANTERIOR RESECTN OF RECTUM W/ SYNCHRONOUS COLOSTOMY,4632,99999-99-99,5616.94848,6010.1348736
FMORT-0654,ANTERIOR SPINAL RELEASE BY     SCOLIOSIS,3200,40112-00-00,3880.448,4152.07936
FMNEU-0134,ANTERIOR TEMP LOBECTOMY FOR   EPILEPSY,3780,40703-02-00,4583.7792,4904.643744
FMORT-0733,ANTERIOR THORACIC DESICTOMY,3200,48654-00-00,3880.448,4152.07936
FMURO-0059,ANTERIOR URETHERO-LITHOTOMY,1160,36549-00-00,1406.6624,1505.128768
FMOPTH0014,ANTERIOR VITRECTOMY,2320,42719-01-01,2813.3248,3010.257536
OPT-0028,Anterior Vitrectomy,7350,42719-01-01,8912.904,9536.80728
FMOPTH0015,ANTERIOR VITRECTOMY W/ REVL.   OF IOL,3244,42731-01-01,3933.8041599999997,4209.1704512
FMLAB-9365,ANTI - JO-1,636,83700-00-00,771.2390399999999,825.2257728
FMLABM0013,ANTI BASAL MEMBRANE (GLOMERULAR TUBULAR),528,99999-99-99,640.27392,685.0930944
FMLAB-1085,ANTI BODY IDENTIFICATION,676,73250-00-20,819.74464,877.1267648
FMLAB-9160,ANTI CENTROMERE ABS.,440,73250-00-20,533.5616,570.910912
FMLAB-9363,ANTI DNASE (ANTI-STREPTOCOCAL-DNASE B ANTI STREPTODORNASE B),160,73100-13-00,194.0224,207.603968
FMOBG-0211,ANTI NATALE CARE PACKAGE DEAL (FOR COMPANY CASH),1084,99999-99-99,1314.5017599999999,1406.5168832
FMLABM0002,ANTI NEUROMYELITIS OPTICA antibodies,1800,99999-99-99,2182.752,2335.54464
FMLAB-9159,ANTI PHOSPHOLIPIDS,1432,73100-11-80,1736.50048,1858.0555136
FMLABM0073,ANTI PLA-2R,920,99999-99-99,1115.6288,1193.722816
FMLAB-9370,ANTI PLATELETS ABS,932,73100-10-60,1130.18048,1209.2931136
FMLAB-9371,ANTI PM1 ABS,344,73250-00-20,417.14815999999996,446.34853119999997
FMLABM0071,ANTI POTASSIUM CHANNEL ANTIBODIES (CSF),2015,99999-99-99,2443.4696,2614.512472
FMLABM0072,ANTI POTASSIUM CHANNEL ANTIBODIES (SERUM),1305,99999-99-99,1582.4951999999998,1693.2698639999999
FMLAB-9367,ANTI R1,180,73050-39-70,218.27519999999998,233.554464
FMLABM0049,ANTI RETICULIN ABS (IGG  IGA),660,99999-99-99,800.3424,856.3663680000001
FMLAB-9372,ANTI STAPHYLOLYSIN,100,73050-58-20,121.264,129.75248
FMLAB-9373,ANTI STERPTOCOCCAL HYALURONIDASE,100,73100-12-90,121.264,129.75248
FMLAB-9374,ANTI STREPTOKINASE,136,73100-18-60,164.91904,176.4633728
FMLABM0051,ANTI VGCC (Calcium Channel Antibody),2884,99999-99-99,3497.2537599999996,3742.0615232
FMLAB-9368,ANTI YO (PURKINJE CELLS),180,73100-09-80,218.27519999999998,233.554464
FMDER-0151,ANTI-ALLERGIC INJ.COCKTAIL I,120,99999-99-99,145.5168,155.702976
FMDER-0152,ANTI-ALLERGIC INJ.COCKTAIL II,155,99999-99-99,187.95919999999998,201.116344
FMLAB-1013,ANTIBODY SCREENING,220,73250-00-20,266.7808,285.455456
FMLABM0037,ANTI-CCP (CYCLIC CITRULLINATED PEPTIDE),488,99999-99-99,591.76832,633.1921024000001
FMLAB-5067,Anti-CMV  (IgG  IgM),748,99999-99-99,907.05472,970.5485504000001
FMLAB-5005,ANTI-CMV IgG,250,73100-20-70,303.15999999999997,324.3812
FMLAB-5006,ANTI-CMV IgM,260,73100-20-80,315.28639999999996,337.356448
FMLAB-9214,ANTI-DEPRESSANTS SCREEN,500,99999-99-99,606.3199999999999,648.7624
FMLAB-5011,ANTI-DNA (IFA),323,73100-13-00,391.68271999999996,419.10051039999996
FMLAB-9018,ANTI-DNA SINGLE STRANDED ABS.,972,73100-13-10,1178.68608,1261.1941056
FMLAB-9787,ANTIGEN DETECT. FOR CRYPTOCOCCUS SP.,152,73100-20-60,184.32128,197.22376960000003
FMLAB-9282,ANTI-GLYCOLIPID ANTIBODIES,1180,73100-15-90,1430.9152,1531.079264
FMLAB-5014,ANTI-HAV IgM,365,73100-24-10,442.61359999999996,473.596552
FMLAB-5013,ANTI-HAV TOTAL,188,73100-24-00,227.97632,243.9346624
FMLAB-5015,ANTI-Hbc IgG (Hbc Abs.),220,73100-23-70,266.7808,285.455456
FMLAB-5016,ANTI-Hbc IgM,310,73100-23-70,375.91839999999996,402.232688
FMLAB-5017,ANTI-HEPATITIS C (HCV),350,73100-27-60,424.424,454.13368
FMLAB-5018,ANTI-HEPATITIS DELTA (IgM),425,73100-22-80,515.372,551.44804
FMLAB-9810,ANTI-HIV I  II,168,73100-25-00,203.72351999999998,217.9841664
FMLAB-9364,ANTI-HU,336,73100-21-00,407.44703999999996,435.9683328
FMLAB-9021,"ANTIHYALURONIDASE ABS. (ANTI-STERPTOCOCCAL HYALURINIDASE""ASH"")",412,73250-00-20,499.60767999999996,534.5802176
FMURO-0084,ANTI-INCONTINENCE OPERATIONS,7412,99999-99-99,8988.087679999999,9617.2538176
FMLAB-9019,ANTI-LIVER SPEC.PROTEIN ABS.,612,73250-00-20,742.13568,794.0851776000001
FMLAB-5004,ANTI-MITOCHONDRIAL ANTIBODY (AMA),425,73050-20-70,515.372,551.44804
FMLABM0038,ANTI-MULLERIAN HORMONE,432,99999-99-99,523.8604799999999,560.5307136
FMLAB-7002,ANTI-NATAL CARE (CBC URINE RBS BL. GR.  RH),350,99999-99-99,424.424,454.13368
FMLAB-7001,ANTI-NATAL PROFILE (RUB TOXO VDRL AIDS CBC URINE),1084,73000-00-50,1314.5017599999999,1406.5168832
FMLAB-5001,ANTI-NUCLEAR ABS (ANA),320,73100-10-70,388.0448,415.207936
FMURO-0049,ANTI-REFLUX PLASTY,2780,99999-99-99,3371.1391999999996,3607.118944
FMLAB-5007,ANTI-RUBELLA IgG,250,73100-25-90,303.15999999999997,324.3812
FMLAB-5008,ANTI-RUBELLA IgM,320,73100-25-90,388.0448,415.207936
FMLAB-9020,ANTI-SKELETAL MUSCLE ABS.,516,73300-09-00,625.7222399999999,669.5227967999999
FMLAB-5012,ANTI-SMOOTH MUSCLE,425,73100-13-30,515.372,551.44804
FMLAB-1014,ANTI-THROMBIN III,188,73100-03-90,227.97632,243.9346624
FMLABM0018,ANTI-TISSUE TRANSGLUTAMINASE,528,99999-99-99,640.27392,685.0930944
FMENTS0002,ANTRAL PUNCTURE + WASH-BILAT.,585,41701-00-00,709.3944,759.0520080000001
FMENTS0001,ANTRAL PUNCTURE + WASH-UNILAT.,350,41701-00-00,424.424,454.13368
MTENT-0118,ANTRAL PUNCTURE AND WASH BILAT(G.A.),1635,99999-99-99,1982.6663999999998,2121.453048
MTENT-0117,ANTRAL PUNCTURE AND WASH BILAT(L.A.),900,99999-99-99,1091.376,1167.77232
MTENT-0116,ANTRAL PUNCTURE AND WASH UNI. (G.A.),1400,99999-99-99,1697.696,1816.53472
MTENT-0115,ANTRAL PUNCTURE AND WASH UNI. (L.A.),665,99999-99-99,806.4055999999999,862.853992
FMENTS0006,ANTRAL SINUSCOPY - BILATERAL,1395,41764-01-00,1691.6327999999999,1810.047096
FMENTS0005,ANTRAL SINUSCOPY - UNILATERAL,815,41764-01-00,988.3016,1057.482712
ENT-0002,Antral Washout,1900,41704-00-00,2304.016,2465.29712
FMENTN2030,ANTROCHOANAL POLYPECTOMY WITH,2780,41716-03-00,3371.1391999999996,3607.118944
FMENTN2031,ANTROCHOANAL POLYPECTOMY WITH-,1395,41716-03-00,1691.6327999999999,1810.047096
FMXRY-0098,ANY AREA OR ORGAN 1 VIEW,180,99999-99-99,218.27519999999998,233.554464
FMXRY-0099,ANY AREA OR ORGAN 2 VIEWS,290,99999-99-99,351.6656,376.282192
FMVAS-0014,AORTA BIFEMORAL BYPASS GRAFT,7200,99999-99-99,8731.008,9342.17856
FMSUR-0292,AORTA BIFERMORAL GRAFT,25344,99999-99-99,30733.148159999997,32884.4685312
FMCAT-0018,AORTHOGRAPHY,1200,38359-00-00,1455.168,1557.02976
FMXRY-0233,AORTIC ARCH. ANGIOGRAPHY,2200,99999-99-99,2667.808,2854.55456
VAS-0022,Aortic Bypass,28050,32763-06-00,34014.551999999996,36395.57064
VAS-0025,Aorto Bifemoral Bypass Graft,28050,33160-00-00,34014.551999999996,36395.57064
FMDNTS0032,APECICTOMY ANTERIOR,1555,97432-00-00,1885.6552,2017.6510640000001
FMDNTS0034,APICECTOMY  RETROGRADE       FILLING (ANTERIOR),1820,97434-00-00,2207.0047999999997,2361.495136
FMDNTS0033,APICECTOMY POSTERIOR,1736,97432-00-00,2105.14304,2252.5030528
FMDNTS0035,APICECTOMY RETROGRADE FILLING(POSTERIOR),1819,97434-00-00,2205.79216,2360.1976112
FMLAB-9170,APLIPOPROTEIN    B,310,73350-06-30,375.91839999999996,402.232688
FMLAB-9169,APOLIPOPROTEIN A,310,73050-03-60,375.91839999999996,402.232688
FMORT-0297,APONAROTOMY,1395,39324-01-00,1691.6327999999999,1810.047096
FMSUR-0049,APPENDECTOMY,2420,99999-99-99,2934.5888,3140.010016
FMSUR-0050,APPENDECTOMY - COMPLICATED,2555,99999-99-99,3098.2952,3315.1758640000003
SUR-0061,Appendectomy Open,7700,30571-00-00,9337.328,9990.94096
FMPDS-0039,APPENNDICECTOMY,2810,30571-00-00,3407.5184,3646.044688
FMDNL-0051,APPLIANCE,255,99999-99-99,309.22319999999996,330.86882399999996
FMDNL-0057,APPLIANCE,255,99999-99-99,309.22319999999996,330.86882399999996
FMORT-0646,APPLICATION OF EXTERNAL FIXATO R GRADE I,1000,50130-00-01,1212.6399999999999,1297.5248
FMORT-0647,APPLICATION OF EXTERNAL FIXATO R GRADE II,500,50130-00-01,606.3199999999999,648.7624
FMORT-0653,APPLICATION OF HALO RING,500,47711-00-00,606.3199999999999,648.7624
FMORT-0721,APPLICATION OF HALO VEST,1275,96206-19-00,1546.116,1654.34412
FMPDT-0112,APPLICATION OF LARGE OR COMPL- ICATED BANDAGE,85,96092-00-00,103.0744,110.289608
FMPSDI0010,APPLICATION OF MANDIBULAR DISTRACTOR,3212,31235-04-11,3894.99968,4167.6496576
FMPSDI0011,APPLICATION OF MANDIBULAR DISTRACTOR ANGLE AEOSTEOTOMY OF MA,5348,99999-99-99,6485.198719999999,6939.1626304
FMPDT-0115,APPLICATION OF SIMPLE BANDAGE  WITH SPLINT,85,96092-00-00,103.0744,110.289608
FMORT-0720,APPLICATION OF SKULL TRACTION ( HALO TRACTION ),640,90531-00-00,776.0896,830.415872
FMPDT-0111,APPLICATION OF SMALL BANDAGE,65,96092-00-00,78.82159999999999,84.339112
FMPDT-0124,APPLICATN DRESSING TO 2NDARY  HEALING SM.INFECTD WOUND 3YRS,65,99999-99-99,78.82159999999999,84.339112
FMPDT-0126,APPLICATN OF DRESSING TO LARGE2NDARYHEALING WOUND UPTO 3YRS,125,99999-99-99,151.57999999999998,162.1906
FMPDT-0127,APPLICATN OF DRESSING TO LARGEWOUND 2NDARY HEALING-4+ YEARS,85,99999-99-99,103.0744,110.289608
FMPDT-0125,APPLICATN OF DRESSING TO SMALL2NDARY HEALING WOUND 4+YRS,65,99999-99-99,78.82159999999999,84.339112
FMPDT-0123,APPLICATN OF JUGULAR OR SUBCLA CATHETER-BABY TO 3YRS,225,13815-01-00,272.844,291.94308
FMPDT-0116,APPLICATN OF LARGE COMPLICATED BANDAGE WITH SPLINT,145,96092-00-00,175.8328,188.141096
FMDNTO0044,APPOINTMENT CANCELL.W/O NOTICE,245,99999-99-99,297.0968,317.893576
FMODT-0044,APPOINTMENT CANCELL.W/O NOTICE,147,99999-99-99,178.25807999999998,190.7361456
FMDNTS0110,ARCH BAR MAX. OR MAND.,1410,97664-00-00,1709.8224,1829.509968
FMORW-0094,ARCH SUPPORT WITH LEATHER,310,96092-00-31,375.91839999999996,402.232688
FMENDE0075,ARGON PLASMA COAGULATION (APC),1340,99999-99-99,1624.9376,1738.683232
FMPTD-0096,AROMA THERAPY ONE SESSION,270,92178-00-90,327.4128,350.331696
FMPTD-0097,AROMA THERAPY WITH MASSAGE ONE SESS,325,92178-00-90,394.108,421.69556000000006
FMPTD-0098,AROMA THERAPY WITH MASSAGE PACKAGE,2540,95550-03-00,3080.1056,3295.712992
HCPTD-0204,AROMA THERAPY WITH MASSAGE PACKAGE,3375,99999-99-99,4092.66,4379.1462
FMLAB-9375,ARSENIC (B HAIR NAILS U),420,73050-03-70,509.30879999999996,544.960416
FMDNL-0025,ART. APPL. REM. ACT/RET,220,99999-99-99,266.7808,285.455456
SUR-0067,Arterial Embolectomy and Venous Thrombectomy,12650,90230-00-00,15339.895999999999,16413.68872
FMVAS-0009,ARTERIO VENOUS FISTULA,1500,99999-99-99,1818.9599999999998,1946.2872
VAS-0002,Arterio Venous Fistula (AV Fistula),5500,34512-00-00,6669.5199999999995,7136.3864
FMVAS-0010,ARTERIO VENOUS GRAFT,2500,99999-99-99,3031.6,3243.812
VAS-0013,Arterio Venous Graft (for Dialysis),8950,34512-00-00,10853.127999999999,11612.846959999999
FMNEP-0009,ARTERIO-VENOUS FISTULA CREAT.,1345,34512-00-00,1631.0008,1745.1708560000002
FMSUR-0070,ARTERIOVENOUS SHUNT,2912,99999-99-99,3531.20768,3778.3922176
FMORT-0240,ARTHOCENTISIS (JNT SPIRATION),400,50124-00-01,485.056,519.00992
FMXRY-0259,ARTHOGRAM,1180,59751-00-00,1430.9152,1531.079264
ORT-0041,Arthrodeasis of the Big Toe,6650,90559-00-00,8064.056,8628.53992
ORT-0079,Arthrodesis (Knee/HIP/TB),18900,49509-01-00,22918.896,24523.21872
FMORT-0213,ARTHRODESIS OF CARPORADIAL JNT,2320,49200-00-01,2813.3248,3010.257536
FMORT-0212,ARTHRODESIS OF ELBOW,2780,49106-00-01,3371.1391999999996,3607.118944
FMORT-0693,ARTHRODESIS OF FINGERS,1575,46300-00-01,1909.908,2043.60156
FMORT-0199,ARTHRODESIS OF FOOT  ANKLE W/ BONE GRAFT,3244,49712-00-00,3933.8041599999997,4209.1704512
FMORT-0209,ARTHRODESIS OF HIP,2780,49306-00-00,3371.1391999999996,3607.118944
FMORT-0210,ARTHRODESIS OF KNEE,2780,49509-01-00,3371.1391999999996,3607.118944
FMORT-0211,ARTHRODESIS OF SHOULDER,2780,48939-00-01,3371.1391999999996,3607.118944
FMORT-0503,ARTHRODESIS OF SHOULDER  KNEE,2320,48939-00-01,2813.3248,3010.257536
FMORT-0452,ARTHRODESIS OF THE BIG TOE,963,90559-00-00,1167.77232,1249.5163824
FMORT-0467,ARTHRODESIS OF THE WRIST,1045,50109-00-01,1267.2087999999999,1355.9134159999999
FMORT-0208,ARTHRODESIS OF UNSPECIFIED JNT,2320,50109-00-01,2813.3248,3010.257536
ORT-0080,Arthroplasties,22680,50127-00-01,27502.675199999998,29427.862463999998
FMORT-0239,ARTHROPLASTY OF CARPALS W/O    SYNTHETIC PROSTHESIS,2780,46324-00-01,3371.1391999999996,3607.118944
FMORT-0238,ARTHROPLASTY OF CARPALS WITH  SYNTHETIC PROSTHESIS,4704,99999-99-99,5704.258559999999,6103.5566592
FMORT-0236,ARTHROPLASTY OF ELBOW WITH    SYNTHETIC,5876,99999-99-99,7125.47264,7624.2557248
FMORT-0217,ARTHROPLASTY OF FOOT  TOE W/ SYNTHETIC PROSTHESIS,3528,96092-00-00,4278.19392,4577.6674944
FMORT-0232,ARTHROPLASTY OF HAND  FINGER W/ INT. FIX. DEV.OR PROSTHESIS,2960,96092-00-00,3589.4143999999997,3840.6734079999997
FMORT-0229,ARTHROPLASTY OF HAND  FINGER W/ SYNTHETIC PROSTHESIS,3528,99999-99-99,4278.19392,4577.6674944
FMORT-0231,ARTHROPLASTY OF HAND  FINGER W/O TRACTION FIXATION,2960,96092-00-00,3589.4143999999997,3840.6734079999997
FMORT-0233,ARTHROPLASTY OF SHOULDER W/   SYNTHETIC PROSTHESIS,4704,96092-00-00,5704.258559999999,6103.5566592
FMORT-0513,ARTHROPLASTY OF SHOULDERELBOW  KNEE,2780,90533-00-01,3371.1391999999996,3607.118944
FMORT-0717,ARTHROSCOPIC CARBON PINS INPLANTATION,3204,99999-99-99,3885.2985599999997,4157.2694592
FMORT-0479,ARTHROSCOPIC EXAMINATION-KNEE,895,99999-99-99,1085.3128,1161.284696
FMORT-0652,ARTHROSCOPIC FIX. OF BANKART   LESION SHOULDER,3200,48960-00-01,3880.448,4152.07936
FMORT-0776,ARTHROSCOPIC MNISCAL SUTURE,3016,99999-99-99,3657.32224,3913.3347968000003
FMORT-9919,ARTHROSCOPIC RELEASE OF LANTAR FASCITIS,2230,99999-99-99,2704.1872,2893.480304
ORT-0047,Arthroscopy Menisectomy,8000,49560-03-01,9701.119999999999,10380.1984
FMORT-0583,ARTHROSCOPY OF ELBOW DIAGNOST.,1280,49118-00-01,1552.1792,1660.831744
FMORT-0430,ARTHROSCOPY OF KNEE - SURGICAL,1660,49557-00-01,2012.9823999999999,2153.891168
MTORT-0001,ARTHROSCOPY OF KNEE SURGICAL,2400,99999-99-99,2910.336,3114.05952
FMORT-0429,ARTHROSCOPY OF KNEE-DIAGNOSTIC,1105,49557-00-01,1339.9671999999998,1433.764904
FMORT-0589,ARTHROSCOPY OF WRIST-DIAGNSTIC,560,49218-00-01,679.0784,726.613888
ORT-0032,Arthroscopy Washout Trimming Removal of Loose Body,5500,49560-00-01,6669.5199999999995,7136.3864
FMORT-0139,ARTHROTOMY FOR REMOVAL OF      PROSTHESIS AT HIP,2320,49312-00-00,2813.3248,3010.257536
FMORT-0138,ARTHROTOMY FOR REMOVAL OF      PROSTHESIS AT KNEE,1740,49515-00-01,2109.9936,2257.693152
FMORT-0140,ARTHROTOMY FOR REMOVAL OF     PROSTHESIS AT ANKLE,2215,99999-99-99,2685.9975999999997,2874.0174319999996
FMORT-0462,ARTHROTOMY IN INFECTIVE SPINES,1490,99999-99-99,1806.8336,1933.311952
