WIPRO CODE,NAME,price 
MS-C-000286,CAGE CERVICAL ANATOMICAL 14x11x5MM SOFAMOR.,9025
MS-C-000287,CAGE CERVICAL ANATOMICAL 14x11x6 SOFAMOR,9025
MS-C-003679,"CAGE CERVICAL OREO 6MM, CHM # C7.100.26",9075
MS-C-000550,CAGE LUMBAR 9X9X25 IRINE# P06020909,8103
MS-C-004025,"CAGE LUMBAR SIZE 9 X 26 MM,CHM # L7109.09.526",13613
SMO10717,CAGE LUMBER 12-10X11X23MM HIPOKRAT #300009990022,1867
MS-C-003671,"CAGE LUMBER SIZE 10X24X8MM, IMAS # LS-52-1024-08",8422
MS-C-000974,CAGE PEEK 12X26MM MEDTRONIC #2991226INT,12070
MS-C-000973,CAGE PEEK 8X26MM MEDTRONIC #2990826INT,12070
MS-C-001448,CAGE PEEK ANATOMICAL 14X11X4MM SOFAMOR #6211404,9025
MS-C-000920,CAGE PEEK ANATOMICAL 14X11X7MM SOFAMOR #6211407,9096
MS-C-001031,CAGE PEEK ANATOMICAL 14x11x8MM SOFAMOR DANEX# 6272418,8456
MS-C-001511,CAGE PEEK ANATOMICAL 16X14X5MM SOFAMOR #6211605,9197
MS-C-000919,CAGE PEEK ANATOMICAL 16X14X6MM SOFAMOR #6211606,9197
MS-C-001056,CAGE PEEK LUMBER (DIFFERENT SIZE),12070
MS-C-001911,"CAGE PEEK TWISTY BANANA 28 X 10 X 10MM , NORM # NBCA2810",8928
MS-C-001912,"CAGE PEEK TWISTY BANANA 28 X 10 X 8MM , NORM # NBCA2808",8928
MS-C-002109,CAGE PEEK VBM 10/22MM SOFAMOR DANEK MEDTRONIC # 2991022INT,12070
MS-C-003905,"CAGE POSTERIOR 14 X 12 X 6 MM , PRECISION #37-CL-4206",25988
MS-C-003817,"CAGE POSTERIOR 16X14X08MM 7, PRECISION # 37-CL-6408",25988
MS-C-000437,"CANCELLOUS CHIPS 30CC,4-10MM#03-0400-300",9096
SMC1674,CANISTER 3000 ML CAT # 65652-631,867
MS-C-001551,CANISTER INFOVAC W/ GEL 500ML KCI #M8275063/10,1980
MS-C-003676,"CANISTER LINER SUCTION DISP, STRYKER # 5450-850-002",2561
MS-C-003822,"CANISTER MAX WITH TUBING AND FILTER NON STERILE, PENUMBRA # PAPS2",1760
MS-C-003735,CANISTER VENTX SUCTION BOTTLE 1250CC 130-0168 LOCAL . # 130-0168,990
SML0004,CANNULA ADULT NASAL OXYGEN AIRLIFE SALTER LAB #1600/ 1161/# 33239,16
MS-C-001427,CANNULA AIR INJECTION RAININ 30G #KATENA-K7-3570,1309
MS-C-001512,CANNULA AORTEC ROOT W/VENT LINE 12G #AR-11112,1444
MS-C-001790,"CANNULA AORTIC 22 FR CURVET TIP, ANDOCOR # A22162V",1540
MS-C-001666,CANNULA ARTERIAL 20FR ANDOCOR #A20162V,1540
SMI1523,CANNULA ARTERIAL 20GX45MM VIGGO #071-682245,351
MS-C-002011,"CANNULA ARTERIAL FEMORAL 18 FR , MEDOS # MEFKA18L",4380
MS-C-002012,"CANNULA ARTERIAL FEMORAL 20 FR , MEDOS # MEFKA20L",4380
MS-C-002015,"CANNULA BUTTON PASS PORT 10 MM X 2 CM , ARTHREX # AR-6592-10-20",825
MS-C-002016,"CANNULA BUTTON PASS PORT 8 MM X 3 CM , ARTHREX # AR-6592-08-30",825
MS-C-002047,CANNULA BUTTON PASSPORT 6MMX5CM ARTHREX # AR-6592-06-50PC,1263
MS-C-001791,"CANNULA CARDIOPLEGIA 10 FR OSTIAL PERFUSION, ANDOCOR # OC1090",1386
MS-C-001460,CANNULA DRY DOC 8.0MM X 85MM TRANSLUCENT YELLOW PACKAGED STERILE W/ A DISPOSABLE OBTURATOR 6/BOX # ,1650
MS-C-001426,CANNULA HYDRODISSECTING #KATENA-K7-5054,1540
MS-C-001428,CANNULA HYDRODISSECTING 12MM 26G #KATENA-K7-5056,1309
SML1630,CANNULA I.V 26G #BD/ABBOTT#MAIS#POLYMED,14
SMT1016,CANNULA IV VENFLON 14G,20
SMT1015,CANNULA IV VENFLON 16G B.D / DELTA,20
SMT1014,CANNULA IV VENFLON 18G # BROSCO/DELTA/BD,17
SMT1013,CANNULA IV VENFLON 20G B.D/DELTA/BROSCO/MAIS/BIO,14
SMT1012,CANNULA IV VENFLON 22G B.D./DELTA/BROSCO/MAIS/BIOMED,14
SMT1017,CANNULA IV VENFLON 24G B.D/DELTA/BROSCO/BIOMED.,14
SML1689,CANNULA NASAL OXYGEN NEONATES REF. 301-0000,22
SML1996,CANNULA NASAL PEDIA #1163,22
MS-C-001627,CANNULA OPTIFLOW NEONATE FISHER & PAYKEL #OPT314,22985
MS-C-001626,CANNULA OPTIFLOW PREMATURE FISHER & PAYKEL #OPT312,22523
MS-C-001424,CANNULA SIMCOE 23GX15MM #KATENA-K7-4300,3465
MS-C-001429,"CANNULA SIMCOE CORTEX EXTRACTOR 23G,21MM #KATENA-K7-5231",1964
MS-C-001822,CANNULA TWIST-IN 6MMX7CM ARTHREX# AR-6535,1571
MS-C-001821,CANNULA TWIST-IN 7MMX7CM LONG W/NO-SQUIR CAP ARTHREX# AR-6570,1571
MS-C-003436,CANNULA TWIST-IN 8 CM LONG ID ARTHREX # AR-6530,1571
MS-C-000912,CANNULA TWIST-IN 8.25MM I.D.X 7CM #AR-6530-PC,1540
MS-C-002054,CANNULA W/ DISP. OBTURATOR 7.0 X 85 MM; CONMED # C7360,1650
MS-C-001405,"CAP END 16MM X 8DEGREE,SOFAMOR # 9401608",7648
MS-C-002060,CAP END 5MM F/NAV TIBIA NAIL IRENE # T42140805,2318
MS-C-003805,"CAP END EXPERT 0F/LEN, SYNTHES # 04.003.000",2022
MS-C-004047,CAP END EXPERT 10MM SYNTHES # 04.003.002,1911
MS-C-001856,CAP END EXPERT 12.0 X1 5MM SYNTHES # 04.003.003,2126
MS-C-001630,CAP END EXPERT 12.0MM CANNULATED EXTENSION 5MM SYNTHES #04.003.001,2198
MS-C-003831,"CAP END TFNA EXTENSION 0MM, SYNTHES # 04.038.000S",2154
MS-C-004037,"CAP END TFNA EXTENSION 5MM, SYNTHES # 04.038.005S",2513
MS-C-001635,"CAP LOCKING , INTEGRA # 12-0010",1155
SME1030,CAP NURSE GREEN BOUFFANT ROUND,2
MS-C-002086,CAP PLASTIC F/ VIAL ADAPTOR PROTECTOR 20 MM PHASEAL P50 BD # 272515105,351
MS-C-003527,"CAP SCREW FREGGO W/MED PORT , ABBOTT # 1000437",260
MS-C-001449,CAP SEALING BLACK 5MM K.STORZ # 30100XA.,2000
MS-C-001382,"CAP SOLID EXTENSION EXPERT END 0,SYNTHES#04.001.000",2849
MS-C-000599,CAP STONE CAGE 12X32MM 2991232INT,12070
SME1125,CAP SURGEON HOOD KIMBERLY CLARK #69110/M42072,9
SMI9988,"CAP&DIAPHARAGM,SENSORMEDICS#766896",1782
MS-C-001144,CAPSTONE PEEK 8 X 22MM SOFAMOR #2990822INT,12070
MS-C-001033,CAPSTONE PEEK INT SIZE 10MM X 26MM MEDTRONIC #2991026INT,12070
MS-C-001170,CAPSTONE VERTE-STACK VBS 12/22MM #2991222INT,12070
MS-C-002018,CAPSTONE VERTE-STACK VBS 32X10MM # 2991032INT/2961032,12070
MS-C-000319,CARDIOPLEGIA MICRO MPS2 DELIVERY SYSTEM QUEST #5001102,5054
SMY6826,CARTRIDGE ACT MEDTRONIC/HEMOCHRON #402-03/JACT+,189
MS-C-001430,CASE STERILIZING AUTOCLAVABLE #KATENA-K9-2025,2046
MS-C-001664,CASSETTE CENTURION FMS 0.9MM ALCON # 8065752200,2137
MS-C-000733,CASSETTE MAXVAC ABS 0.9MM 30 DEGREE ROUND ALCON #8065740632,2118
SMI1073,CATETHER FOLEY BALLOON 2WAY/18CH/30MLSTER RUSC,41
MS-C-003872,CATHETE SELECT 5F 120BER PENUMBRA #PNS5F120BER,3850
MS-C-003827,"CATHETER 6 F SELECT 125 SIM-V, PENUMBRA # PNS6F125SIMV",3850
MS-C-001464,CATHETER ABLATION AL-CATH BLUE TC FULL CIRCLE BIOTRONIK # 359038 / THERAPY  # 83510 / JUDE #  83510 ,8663
MS-C-001537,CATHETER ANGIO 4 DIAMETER FRENCH 100 LENGTH CM VERTEBRAL CORDIS #451414H0,1815
MS-C-003598,"CATHETER ANGIO VERTEBRAL 5FRX110CM RADIFOCUS , TERUMO # RF-YH15111M",1650
MS-C-001147,CATHETER ANGIOGRAPHIC TIGER RIGHT 100CM TERUMO #RH*6TR4000M,1502
MS-C-001971,CATHETER APOLLO 1.5CM TIP F/ EMBOLIZATION MEDTRONIC EV-105-5095-000,13635
MS-C-003427,CATHETER ARMADA 14 2.5MMX120MMX150CM ABBOTT #A2025-120 ABBOTT # A2025-120,3908
MS-C-003426,CATHETER ARMADA 18 4.0MMX100MMX150CM ABBOTT #1014262-100 ABBOTT # 1014262-100,3908
MS-C-003425,CATHETER ARMADA 35 5.0MMX100MMX150CM ABBOTT #B2050-100 ABBOTT # B2050-100,3908
MS-C-003913,"CATHETER ASPIRATION REACT 0.071MM, STRYKER #REACT-71",18563
MS-C-004067,"CATHETER ASPIRATION SOFIA PLUS DIGITAL ACCESS 6FR, TOTAL LENGTH 131CM TERUMO # DA6131ST",15345
MS-C-001290,CATHETER BALLOON 4.0X100X150 BOSTON H74939186401010,14850
MS-C-003615,"CATHETER BALLOON COMPLIANT SCEPTER C 4.0 X 10 MM , MICRO VENTION # BC0410C",21607
MS-C-003853,CATHETER BALLOON COMPLIANT SCEPTER C 4.0 X 15 MM MICRO VENTION#BC0415C,21607
MS-C-003871,"CATHETER BALLOON COMPLIANT SCEPTER C 4.0 X 20 MM , MICRO VENTION #BC0420C",21607
MS-C-001052,"CATHETER BALLOON COYOTE 2.5MM X 220MM 150CM, OTW BOSTON H74939186252210",14850
SMD3694,CATHETER BALLOON EPISTAXIS XOMED#15-27031,2060
MS-C-003904,CATHETER BALLOON GATEWAY 3.5 X 20 MM STRYKER #M0032072420350,15750
MS-C-003566,CATHETER BALLOON OCCLUSION TRANSFORM SC ALL SIZE STRYKER # ESC0410,7027
MS-C-001879,CATHETER BALLOON QUANTUM 20MM X 4.00MM -EA BOSTON # H7493808020400,4548
MS-C-000299,CATHETER BALLOON SYMMETRY ALL SIZES/INVATEC#MB-ADR,3875
MS-C-003576,CATHETER BALLOONFLOW GATE BGC 4X30MM STRYKER # 90495,21409
MS-C-003636,"CATHETER BENCHMARK 6.0 FR MP-BER, A CARE # BMK6F5MBER120",11406
MS-C-003684,"CATHETER BENCHMARK 6FR BER SELECT, PENUMBRA # BMK6F95BER120",11406
SMI1028,CATHETER CAVAFIX CENTRAL VENOUS G18/45CM B.BRAUN #4152573,432
MS-C-001022,CATHETER CENTRAL LINE DOUBLE LUMEN 4FRX8CM # HK-4008,1271
SMI6073,CATHETER CENTRAL VENOUS TRIPLE LUMEN 7.5FRX20/15CM #HJ-7020 /BIO,1502
MS-C-001393,CATHETER CHESTDRAIN WITHOUT TROCAR SIZE-32,122
MS-C-000008,CATHETER CLOSURE FAST 7F VNUS MEDICAL TECH #CF7-7-100,9433
SMI1196,CATHETER CONDOM MALE LARGE URIDROP,14
MS-C-001577,"CATHETER CROSSING TOTAL ACROSS 2.3X2.0X150CM,MEDTRONIC # TAOHST014150",7412
MS-C-003434,CATHETER DIAGNOSTIC 5FR 100CM BT-AC5-MPB1 BTL # BT-AC5-MPB1,1650
MS-C-003433,CATHETER DIAGNOSTIC 5FR 100CM BT-AC5-PIG180 BTL # BT-AC5-P180,1914
MS-C-003430,CATHETER DIAGNOSTIC 5FR 100CM BT-AC5-SIM1 BTL # BT-AC5-SIM1,1914
MS-C-001354,CATHETER DIAGNOSTIC 5FR JR4.0 100CM MEDTRONIC #5A0002,855
SMI9452,CATHETER DIAGNOSTIC 6FR / JL 4,924
SMI9451,CATHETER DIAGNOSTIC 6FR / JR 3.5,924
MS-C-000959,CATHETER DIAGNOSTIC ALL SIZES.,693
MS-C-000104,"CATHETER DIAGNOSTIC PIGTAIL 110CM,6FR.",924
MS-C-003429,CATHETER DIAGNOSTIC SOFT-VU COBRA 4FR 1.4X90CM BOSTON # 10718505,2503
MS-C-000684,CATHETER DIALYSIS CHRON VAXCEL PLUS 19CM #M001455430,3080
MS-C-000685,CATHETER DIALYSIS CHRON VAXCEL PLUS 28CM #M001455510,3080
SMI5346,CATHETER DIALYSIS DOUBLE LUMEN 12FR 15CM BIO#EF-7613,1309
MS-C-003620,"CATHETER DIALYSIS DOUBLE LUMEN NIAGARA 12FR X 15 CM , BARD # 5554150",7243
MS-C-001093,CATHETER DIALYSIS TRIPLE LUMEN 12FRx16CM STRAIGHT #801702/63816,1463
MS-C-003574,CATHETER DISTAL ACCESS AXS 0.060X132CM STRYKER # IC060132A,22770
MS-C-000278,CATHETER DUAL LUMEN PERMICATH.,3080
MS-C-003634,CATHETER ECHELON 14MICRON 45 PRE-SHAP[ED MEDTRONIC EV-145-5092-150,8422
MS-C-001104,CATHETER EMBOLECTOMY 2CH 80CM#BALTON,1769
SMI1658,CATHETER EMBOLECTOMY BALLOON IMPRA 3FRX80CM #120803F,1650
SMI1536,CATHETER EMBOLECTOMY BALLOON IMPRA 4FRX80CM #54148,1947
SMI1225,CATHETER EMBOLECTOMY BALLOON IMPRA 6FRX80CM #300680,2119
SMI1224,CATHETER EMBOLECTOMY CH5/80CM RUSCH #337000/300580 (D&G),2119
MS-C-001499,CATHETER EPICUTANEO-CAVA 30CM X 2FR  VYGON # 2184-00,1463
MS-C-000275,CATHETER EXPORT ASPIRATION 6FR,6250
MS-C-001952,CATHETER FLEBOGRIF SET W/AETHOXYSKLEROL FOAM F/VARICOSEVEIN BALTON # FLE6F,13860
SMI9244,CATHETER FOLEY 2 WAY SILICONE 8FRX03ML #43150803,216
MS-C-000922,CATHETER FOLEY 2WAY LATE SIZE 26CH,37
SMI1072,CATHETER FOLEY BALLON 2 WAY 16CH 30ML LATEX STERILE,36
MS-C-000125,CATHETER FOLEY BALLON 3 WAY/16CH/330ML STERILE,270
MS-C-000176,CATHETER FOLEY BALLOON 2 WAY 18CH 30ML LATEX# 165718,37
MS-C-001603,CATHETER FOLEY BALLOON 2-WAY 6FR 5ML SILICONE,126
MS-C-000172,CATHETER FOLEY BALLOON 2-WAY 8FR 3ML SILICONE,216
MS-C-003617,CATHETER FOLEY BALLOON 2WAY 12CH 30ML PURE SILICON POLYMED # C12SIL,79
SMI1059,CATHETER FOLEY BALLOON 2WAY 12CH LATEX,36
SMI1060,CATHETER FOLEY BALLOON 2WAY 14CH 30ML LATEX STERILE,36
MS-C-000171,CATHETER FOLEY BALLOON 2WAY 6CH 30ML SILICOLATEX,41
SMI1190,CATHETER FOLEY BALLOON 2WAY 8CH 5MLL LATEX STERILE,45
SMI1074,CATHETER FOLEY BALLOON LATEX 2WAY 20CH 30ML,11
SMI1159,CATHETER FOLEY BALOON 2 WAY/10CH/3CC STER. LATEX #53121005,31
SMI9154,CATHETER FOLEY SILICON 2 WAY 14FR 5ML R..#14214/UROMED#41151405,41
SMI1520,CATHETER FOLEY SILICON 2 WAY 16CH 30ML BARD #166816/400720,95
SMI8930,CATHETER FOLEY SILICON 2 WAY 16CH 5ML R.#14216/URO#41151630,216
SMI1576,CATHETER FOLEY SILICON 2WAY 18CH 30ML UROMED#41151830/BARD#166818,216
SMI9524,CATHETER FOLEY SILICON 3 WAY 22CH 30ML R#34322,270
MS-C-000124,CATHETER FOLEY SILICON 3WAY/24CH/ 30ML,270
MS-C-000122,CATHETER FOLEY SILICON ELAST. 3WAY /18CH / 30M,270
MS-C-000123,CATHETER FOLEY SILICON ELAST. 3WAY/20CH / 30ML,270
MS-C-000184,CATHETER FOLEY SILICONE 2WAY 10 FR RUSCH#170003,127
MS-C-001619,CATHETER GUDING RUBICON SIZE 18 BOSTON,4717
MS-C-003873,"CATHETER GUIDE BALLON FLOWGATE2 TM 8FRE 85,STRYKER #90485",21409
SMI8862,CATHETER GUIDING 6FR JL 3.5 #LA6JL35,3831
SMI8811,CATHETER GUIDING 6FR JL 4.0 # LA6JL40,1386
MS-C-000958,CATHETER GUIDING ALL SIZES.,1964
MS-C-003526,CATHETER GUIDING CHAPERON 6FR ALL SIZE TERUMO # GC695M2,6401
MS-C-000097,CATHETER GUIDING CLS 4.7FR,3273
MS-C-000112,CATHETER GUIDING JL 4.6FR WITHOUT SODE HOLE,2112
SMI8966,CATHETER GUIDING JR 4.0X6FR WITH SIDE WHOLE #1001942-07,2112
MS-C-000129,CATHETER GUIDING MACH 1 8FRX55CM CROSSOVER,2888
SMI9432,CATHETER GUIDING SIZE 7FR/JL4 EA,2022
MS-C-003391,"CATHETER HEADWAY SIZE 27/156/6CM,MICROVISON MC272156S MICROVISON MC272156S",12128
MS-C-001606,CATHETER HEMODIALYSIS DOUBLE LUMEN 19CM HEMOSTAR BARD #5833690,3273
MS-C-000128,CATHETER IMAGER II 5FR 65CM .038 GUIDEWIRE,13524
MS-C-003619,"CATHETER INTRACRANIAL SUPPORT NAVIEN A+ 072 , MEDTRONIC # RFXA072-115-08MP",13524
SMI5985,"CATHETER JUDKINS LEFT 3.5,6FR.BOLTON #010014/ MC/600/12/L",2112
SMI6007,"CATHETER JUDKINS LEFT 4,6FR.BOLTON #010015/ MC/600/13/L",2112
MS-C-003821,"CATHETER KIT REPERFUSION ACE 068, PENUMBRA # 5MAXACE068KIT",16088
MS-C-000192,CATHETER LUMBO PERITINOEAL PS MEDICAL #44410,5054
MS-C-003977,"CATHETER MICRO 45,OD 2.3/1.9FID0.0165, L 150CM, DISTAL L.5CM J&J CERENOVUS USA #606-S155FX",5054
MS-C-003837,"CATHETER MICRO APOLLO WITH DETACHABLE TIP3CM FOR EMBOLIZATION, MEDTRONIC # EV-105-5096-000",13635
MS-C-003616,CATHETER MICRO APPOLO EV3 0.9/0.65/5CM MEDTRONIC # 105-5097-000,9090
MS-C-003653,"CATHETER MICRO GUDING SIZE 10 MM , BALT -FRANCE # VASCO-10MP",7749
MS-C-003990,CATHETER MICRO GUDING SIZE 21MM BALT #VASCO+21D,7749
MS-C-003585,CATHETER MICRO HEADWAY 150 X 11 CM MICRO VENTION # MC17215045X,6353
MS-C-003857,"CATHETER MICRO INTRACEREBRAL 5FR 1.5CM, BALT -FRANCE #SONIC1.5F15",14149
MS-C-003856,"CATHETER MICRO INTRACEREBRAL 5FR 1.5CM, PENUMBRA #PND6F070956M",7075
MS-C-003850,CATHETER MICRO PHENOM .017/45 EV3# EV-FG11150-0615-2X,12044
MS-C-004066,CATHETER MICRO PHENOM .027 EV3# EV-FG15150-0630-1S,12044
MS-C-003838,"CATHETER MICRO SONIC, INTRACEREBRAL WITH FUSECATH,F25 PROXIMAL, BALT -FRANCE # SONIC1.5F25",14149
MS-C-003839,"CATHETER MICRO SONIC, INTRACEREBRAL WITH FUSECATH,F35 PROXIMAL, BALT -FRANCE # SONIC1.5F35",14149
MS-C-003906,"CATHETER MICRO STRAIGHT HEADWAY 150X11CM, MICRO VENSION #MC172150SX",9529
MS-C-003575,CATHETER MICRO TERVO PRO 18 STRYKER # 90238,9096
MS-C-003823,"CATHETER MICRO TREVO PRO 14, STRYKER # 90231",11233
MS-C-003637,CATHETER MICRO W/PROXIMAL RIGID 2.7 FR BALT -FRANCE # SONIC1.2F25,14149
SMI9758,CATHETER MOUNT 15FR STRAIGHT CONNECTOR ARMS.#5114(SMA3395),1925
SMI1093,CATHETER NELATON FEMALE 12CH#32-12-100/JM-C2412NF,8
SMI1101,CATHETER NELATON MALE 10CH JM # C2410N,7
SMI1102,CATHETER NELATON MALE 12CH #14-12-100,12
SMI1103,CATHETER NELATON MALE 14CH #14-14-100/JM-C2414N,8
SMI1104,CATHETER NELATON MALE 16CH #14-16-100,12
SMI1263,CATHETER NELATON MALE 18CH #32-18-100,7
SMI1106,CATHETER NELATON MALE 20CH #14-20-100,7
SMI1304,CATHETER NELATON MALE 22CH #14-22-100,12
SMI1100,CATHETER NELATON MALE 8CH # 14-08-100,8
MS-C-000481,CATHETER NELATON MALE CH24 #14-24-100,12
SMI9710,CATHETER NELATON SIZE 6,12
MS-C-003825,"CATHETER NEURON SELECT 8F 120 SI5F 120 SIM, PENUMBRA # PNS5F120SIM",3850
MS-C-003896,"CATHETER NEURON SELECT S15F 130SIM, PENUMBRA #PNS5F130SIM",3850
MS-C-001566,CATHETER OCCLUSIN 4.5 CH # AC5L45,2732
MS-C-001142,CATHETER PASSER DISPOSABLE SUBCUTANEOUS MEDTRONIC #48407,2888
MS-C-001143,CATHETER PASSER DISPOSABLE SUBCUTANEOUS MEDTRONIC #48409,2503
MS-C-000264,CATHETER PEDIA CVC 2 LUMEN 4FRX8MM,1502
MS-C-001023,CATHETER PEDIATRIC CENTRAL LINE DOUBLE LINE # HK-5008,1155
MS-C-000637,CATHETER PERITONEAL CSF MEDTRONIC/BMI #43522/03105M,2310
MS-C-001661,"CATHETER PERM DOUBLE LUMEN 15.5 FR X 27 CM ,MED COMP # THD155032SE",3850
MS-C-001574,"CATHETER PERM DUAL LOUBLE LUMEN 15.5FR X 19 ¿ 24 CM,MEDCOMP # THD155024SE",3773
MS-C-001575,"CATHETER PERM DUAL LOUBLE LUMEN 15.5FR X 23 ¿ 28CM ,MEDCOMP # THD155028SE",3773
MS-C-003772,"CATHETER PERM DUAL LUMEN STRAIGHT 27CM, BARD # 5833270",3273
MS-C-003661,"CATHETER PERM DUOBLE LUMNEN 15.5FR X 40 CMM TITAN HD, MEDCOMP # THD155040SE",2200
MS-C-001841,CATHETER PORT W/SINGLE LUMEN VENOUS 9.6F ADULT BARD # 607555CE,4717
MS-C-003622,"CATHETER POWER TRIALYSIS 13FR X 15 CM , BARD # 5608150",14025
MS-C-000326,CATHETER PREMICATH 28G.,2178
MS-C-001544,CATHETER PTA 2.5/3MM X 210MM INVATEC #AMD253210152,8422
MS-C-001027,CATHETER PYELOPLASTY 7CHX28CM UV #UR-930728,2195
MS-C-002007,"CATHETER RESERVOIR 24 MM CSF W/STRI. CONNECTOR , CODMAN # 82-6101",7580
MS-C-001545,CATHETER SDS MARIS PLUS 60 X 60MM INVATEC #MRP060060120,12994
MS-C-004068,"CATHETER SELECT MICRO INTRACEREBRAL 5FR 130BER, PENUMBRA #PNSF130BER",3850
MS-C-001594,"CATHETER SET CYSTODRAIN SILICON 15 FR , COLOPLAST # AJ7115",7580
MS-C-000513,CATHETER SILICON 2 WAY 14 SILICON#PURE-2-14,114
MS-C-001030,CATHETER SILICONE VISIO DRAIN BALLOON 3WAT 24CH 60-80ML UV #KW-502460-80,1317
SMI1161,CATHETER SUCTION 10CHX56CM W/CONTROL BD #3072,7
SMI1162,"CATHETER SUCTION 12CHX22""W/CONTROL BD #3294(JM-C2412R)",6
SML0335,"CATHETER SUCTION 14CHX22"" W/CONTROL BD #3073 (JM-C2408R)",6
SMI1164,"CATHETER SUCTION 16CHX22"" W/ CONTROL BD #02-3069",7
SML0328,CATHETER SUCTION 6CH W/CONTROL,6
SML0332,"CATHETER SUCTION 8CHX14"" W/CONTROL BD #3071 (JM-C2408R0",7
MS-C-003685,"CATHETER SUPPORT NAVIEN A+058, MEDTRONIC # RFXA058-125-08",13524
MS-C-001454,CATHETER THORACIC STR. W/OUT TROCAR 30FR,270
MS-C-000341,CATHETER TRIPLE LUMIN CVC HEMODIA.,1914
SMI1176,CATHETER TROCAR 12CHX23CM ARGY #561027,607
SMI1179,CATHETER TROCAR 28CHX40CM ARGYLE#8888-561068,337
MS-C-000291,CATHETER TROCAR CHESTDRAIN 16CHX25CM.,607
SMI1400,CATHETER TROCAR CHESTDRAIN 20CHX40CM ARGYLE #8888-561043,607
MS-C-000515,CATHETER TROCAR CHESTDRAIN FR14 PROCLINIOCS #11014,607
MS-C-001229,CATHETER TROCAR CHESTDRAIN FR18 PROCLINIOCS #11018,607
SMI1180,CATHETER TROCAR THORACIC 32CHX40CM ARGYL#8888-561076 / 18432011/572-3200,324
SMI9910,CATHETER UMBILICAL 4.0 FR# 4005,29
SMI1233,CATHETER UMBILICAL ARTERY 5FR SHERWOOD #160226/270-05,29
MS-C-001565,CATHETER URETERAL CHEVASSU OVER GUIDE 7 FR # AC5C07,1075
MS-C-001569,"CATHETER URETERAL COUDE OPEN TIP 6 FR ,COLOPLAST # ACP406",855
MS-C-001570,"CATHETER URETERAL COUDE OPEN TIP 6 FR W/OUT EYES,COLOPLAST # ACP606",855
MS-C-001571,"CATHETER URETERAL OLIVE TIP 6 FR ,COLOPLAST # AC5406",566
MS-C-001028,CATHETER URETERAL STRAIGHT OPEN TIP 6X70CM UV #UR-830670,823
MS-C-001029,CATHETER URETERAL STRAIGHT OPEN TIP 7X70CM UV #UR-830770,823
MS-C-001572,"CATHETER URETERAL WHISTLE TIP 6 FR ,COLOPLAST # AC5206",472
MS-C-001573,"CATHETER URETERAL WHISTLE TIP 7 FR ,COLOPLAST # AC5207",499
MS-C-003843,"CATHETER VASCO MICRO GUIDING SIZE 21, BALT -FRANCE # VASCO+21MP",7749
MS-C-002106,CATHETER VASCULAR SEEKER CROSSING SUPPORT DIFF. SIZE BARD #SKXXX,5054
SMI1524,CATHETER VENOUS G16X130MM SECALON T#BD 071-681002,432
MS-C-000736,CATHETER VENOUS RETURN 30 FR #RV-40030,990
MS-C-001549,CATHETER VENOUS RETURN DUAL STAGE 32/40FR # RDS-61140,1529
MS-C-001550,CATHETER VENOUS RETURN DUAL STAGE 36/46FR # RDS-61146,1529
MS-C-001792,"CATHETER VENT LINE 20 FR , ANDOCOR # SV20",1463
MS-C-000636,CATHETER VENTRICULAR CSF MEDTRONIC #41101/01101,2310
MS-C-000993,CATHETER VESSEL SIZE 5FRX100CM MEDTRONIC#7602-20M100SH,3050
MS-C-003771,"CATHETER X-PORT ISP, MRI IMPLANTED PORT 9.6FR KIT, BARD # 0607555CE",5306
MS-C-000728,CATHETER  W/STYLET  12FR   PORGES ¿ FRANCE # RCJ 112,1485
MS-C-003900,"CATHETERE MICRO 150CMX11CM HEADWAY 17 ADVANCED 90, MICRO VENTION #MC17215090X",9529
MS-C-003901,"CATHETERE REPERFUSION 132CM HI-FLOW ASPIRATION TUBING, PENUMBRA #5MAXJET7KIT",21038
MS-C-003897,CATHETERE SELECT 5F BALT -FRANCE #COPERNIC20,10540
MS-C-003374,CATHETHER PASSER 38CM MEDTRONIC # 48407,2310
MS-C-002030,"CATHETR DISTAL ACCESS; 5FR; 125 CM STR , MICRO VENTION # DA5125ST",15345
MS-C-002027,"CATHETR GUIDING MP2; 6 FR, CHAPERON; MICRO VENTION # GC695M2",5896
MS-C-002028,"CATHETR GUIDING STR. 6 FR, CHAPERON; MICRO VENTION # GC695ST",3369
MS-C-002029,"CATHETR MICRO 150 CM X 15 CM, HEADWAY; MICRO VENTION # MC212150S",8807
MS-C-003633,CATHETR MICRO ECHELON 10 / 45 DEG TIP SHAPE EV3 MEDTRONIC # 145-5091-150,8422
MS-C-002019,"CATHETR ON-Q SLIVER SOAKER 5 IN 12.5 CM , KIMBERLY CLARK # PM020-A",2339
MS-C-003681,CATHETR PHENOM SIZE 27 MEDTRONIC # FG15150-0615-1S,8030
SMI1579,CATHY FOLEY BALLOON SILICONE 2WAY 20CH 5ML,216
SMO4618,CEMENT BONE 40GM W/GENTAMYCINE 1GM CMW #3315-040 /AMS2013.07,1980
MS-C-001604,CEMENT BONE 40GR ORTHOCEM 1G TIPMED #CO40140G,1980
MS-C-003729,"CEMENT BONE RADIOPAQUE HIGH VISCOSITY, MEDTRONIC # C01A-INT",2403
MS-C-001180,CEMENT FENESTRATED SOFAMOR # 7480724,2772
MS-C-001404,"CEMENTED NECK OFFSET 12/14X125MM,ZIMMER # 7857-12",19383
