Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Column7,Class A ,VIP,Comment
NEUROSURGERY,FMNEU-3441,Micrvascular Decompression Of Trigeminal Nerve,PKG,90016-01-00,0.0,72586.175,72586.18,72586.18,current Price
NEUROSURGERY,FMNEU-3455,Implantation Of Intrathecal Pump Excluding The Pump,PKG,90020-00-00,0.0,34200.0,34200.0,34200.0,current Price
NEUROSURGERY,FMNEU-3462,Removal Dbs – Extension Electrodes,PKG,39136-02-00,0.0,24225.0,24225.0,24225.0,current Price
NEUROSURGERY,FMNEU-3463,Removal Dbs Electrodes,PKG,39136-02-00,0.0,24225.0,24225.0,24225.0,current Price
NEUROSURGERY,FMNEU-3465,Removal Of Motor Cortex Stimulation (Mcs) – Electrodes (With Craniotomy),PKG,40712-01-00,0.0,42275.0,42275.0,42275.0,current Price
NEUROSURGERY,FMNEU-3532,Excision Of Lesions Intraspinal Intradural/Cervical,PKG,40312-00-00,0.0,51575.5,51575.5,51575.5,current Price
NEUROSURGERY,FMNEU-3541,Lumbar Decompressive Laminectomy And Discectomy – One Level,PKG,90024-00-00,0.0,25678.5,25678.5,25678.5,current Price
NEUROSURGERY,FMNEU-3547,Lumbar Fenestration Microdiscectomy – Two Levels Bilateral,PKG,40300-01-00,0.0,32917.5,32917.5,32917.5,current Price
NEUROSURGERY,FMNEU-3549,Lumbar Fenestration Microdiscectomy – Three Levels Bilateral,PKG,40300-01-00,0.0,46502.5,46502.5,46502.5,current Price
NEUROSURGERY,FMNEU-3474,Removal Of Vagus Nerve Stimulator (Vns) Electrodes,PKG,90016-01-00,0.0,24225.0,24225.0,24225.0,current Price
NEUROSURGERY,FMNEU-3570,Repair Of Occult Spinal Dysraphism,PKG,90011-02-00,0.0,36356.5,36356.5,36356.5,current Price
NEUROSURGERY,FMNEU-3755,"Repair Of Meningomyelocele, Minor Defect",PKG,40103-00-00,0.0,25032.5,25032.5,25032.5,current Price
NEUROSURGERY,FMNEU-3528,Excision Of Lesions Intraspinal Extradural/Cervical,PKG,40309-00-00,0.0,43966.0,43966.0,43966.0,current Price
NEUROSURGERY,FMNEU-3529,Excision Of Lesions Intraspinal Extradural/Dorsal,PKG,40309-00-00,0.0,43966.0,43966.0,43966.0,current Price
NEUROSURGERY,FMNEU-3530,Excision Of Lesions Intraspinal Extradural/Lumbar,PKG,40309-00-00,0.0,33345.0,33345.0,33345.0,current Price
NEUROSURGERY,FMNEU-3531,Excision Of Lesions Intraspinal Extradural/Sacral,PKG,40309-00-00,0.0,33345.0,33345.0,33345.0,current Price
Ophthalmology,FMOPT-4033,Lid Reconstruction Using Flapes Or Graft,PKG,90095-00-01,0.0,16387.5,16387.5,16387.5,current Price
NEUROSURGERY,FMNEU-3533,Excision Of Lesions Intraspinal Intradural/Dorsal,PKG,40312-00-00,0.0,47303.35,47303.35,47303.35,current Price
NEUROSURGERY,FMNEU-3534,Excision Of Lesions Intraspinal Intradural/Lumbar,PKG,40312-00-00,0.0,35511.0,35511.0,35511.0,current Price
Ophthalmology,FMOPT-4049,Unilateral Limited Myectomy Upper Lid,PKG,90090-00-01,0.0,13537.5,13537.5,13537.5,current Price
NEUROSURGERY,FMNEU-3542,Lumbar Decompressive Laminectomy And Discectomy – Two Levels,PKG,40300-01-00,0.0,30039.0,30039.0,30039.0,current Price
Ophthalmology,FMOPT-4057,Unilateral Blepharoplasty Lower Lid,PKG,45625-00-01,0.0,12112.5,12112.5,12112.5,current Price
Ophthalmology,FMOPT-4101,Keratoprosthesis,PKG,90120-00-01,0.0,22068.5,22068.5,22068.5,current Price
Ophthalmology,FMOPT-4124,Ferrara Icrs (One Ring),PKG,90067-00-01,0.0,5918.5,5918.5,5918.5,current Price
Ophthalmology,FMOPT-4129,Cataract Extraction,PKG,42698-06-01,0.0,11143.5,11143.5,11143.5,current Price
Ophthalmology,FMOPT-4130,Cataract Extraction-I.O.L.,PKG,42698-05-01,0.0,12112.5,12112.5,12112.5,current Price
NEUROSURGERY,FMNEU-3550,Lumbar Fenestration Microdiscectomy – Three Levels Unilateral,PKG,40300-01-00,0.0,31635.0,31635.0,31635.0,current Price
NEUROSURGERY,FMNEU-3556,Re-Laminectomy For Lumbar Canal Stenosis – One Level,PKG,90011-06-00,0.0,29070.0,29070.0,29070.0,current Price
NEUROSURGERY,FMNEU-3557,Re-Laminectomy For Lumbar Canal Stenosis – Two Levels,PKG,90011-06-00,0.0,29925.0,29925.0,29925.0,current Price
Ophthalmology,FMOPT-4150,Parsplana Vitrectomy,PKG,42725-00-01,0.0,16311.5,16311.5,16311.5,current Price
Orthopedics,ORT-0091,Bone Grafting,PKG,48239-00-00,0.0,8464.5,8464.5,8464.5,current Price
Orthopedics,ORT-0103,Excision Of Cervical Rib,PKG,48406-12-00,0.0,10554.5,10554.5,10554.5,current Price
NEUROSURGERY,FMNEU-3626,Selective Peripheral Neurectomy (One Limb),PKG,39324-00-00,0.0,16720.0,16720.0,16720.0,current Price
NEUROSURGERY,FMNEU-3675,Spinal Angiography,PKG,90902-03-00,0.0,13224.0,13224.0,13224.0,current Price
NEUROSURGERY,FMNEU-3697,Insertion Of Intracranial Pressure Monitoring Catheter,PKG,90007-01-00,0.0,18976.25,18976.25,18976.25,current Price
NEUROSURGERY,FMNEU-3738,Cervical Discectomy Anterior Approach – 1 Level Without Fusion,PKG,40300-00-00,0.0,38372.4,38372.4,38372.4,current Price
NEUROSURGERY,FMNEU-3739,Cervical Discectomy Anterior Approach – 1 Level With Fusion,PKG,40300-00-00,0.0,47093.399999999994,47093.4,47093.4,current Price
SURGERY,FMSUR-3094,"Inguinal, Umbilical Or Femoral Hernia",PKG,30614-02-00,0.0,6655.5,6655.5,6655.5,current Price
NEUROSURGERY,FMNEU-3764,Bilateral Carpal Tunnel Neurolysis,PKG,39312-00-00,0.0,14535.0,14535.0,14535.0,current Price
NEUROSURGERY,FMNEU-3767,Stereotactic Biopsy Brain,PKG,40801-00-00,0.0,58140.0,58140.0,58140.0,current Price
NEUROSURGERY,FMNEU-3774,Subcutaneous Field Stimulation,PKG,39134-01-00,0.0,34200.0,34200.0,34200.0,current Price
NEUROSURGERY,FMNEU-3778,Refill Of Intrathecal Pump (Excluding The Medication),PKG,96198-19-00,0.0,8360.0,8360.0,8360.0,current Price
NEUROSURGERY,FMNEU-3780,Removal Neuro-Stimulator,PKG,39135-00-00,0.0,24225.0,24225.0,24225.0,current Price
NEUROSURGERY,FMNEU-3802,Old Perineural Nerve Repair,PKG,39303-00-00,0.0,26526.375,26526.38,26526.38,current Price
OB & GYNE,FMOBG-0081,Hysterectomy With Salpingo-Oophorectomy / Laparoscopic Bilateral,PKG,90448-01-00,0.0,17442.0,17442.0,17442.0,current Price
OB & GYNE,FMOBG-3002,Excision Of Bartholin'S Cyst,PKG,35520-00-00,0.0,2907.0,2907.0,2907.0,current Price
OB & GYNE,FMOBG-3003,Vaginal Perineal Repair,PKG,90481-00-00,0.0,3598.125,3598.13,3598.13,current Price
SURGERY,FMSUR-3216,Bronchoscopy With Bronchial Biopsy – Excluded The Histopathology Test,PKG,41898-04-01,0.0,5329.5,5329.5,5329.5,current Price
OB & GYNE,FMOBG-3008,Cervical Polypectomy,PKG,35611-01-00,0.0,2713.2,2713.2,2713.2,current Price
OB & GYNE,FMOBG-3014,External Cephalic Version (Ecv),PKG,16501-00-00,0.0,2161.25,2161.25,2161.25,current Price
SURGERY,FMSUR-3225,Polysomnography (Titration Test Only By Cpap Or Bipap),PKG,12203-00-00,0.0,5557.5,5557.5,5557.5,current Price
SURGERY,FMSUR-3226,Polysomnography (Overnight Diagnostic Test And Multiple Sleep Latency Test),PKG,12203-00-00,0.0,5918.5,5918.5,5918.5,current Price
OB & GYNE,FMOBG-3017,Cervical Tear Repair,PKG,35618-02-00,0.0,5757.0,5757.0,5757.0,current Price
OB & GYNE,FMOBG-3018,Ovarian Cystectomy,PKG,35638-04-00,,6589.2,6589.2,6589.2,current Price
OB & GYNE,FMOBG-3019,Anterior Colpoperineorrhaphy,PKG,35570-00-00,0.0,7196.25,7196.25,7196.25,current Price
OB & GYNE,FMOBG-3021,Simple Vulvectomy,PKG,35536-01-00,0.0,7004.349999999999,7004.35,7004.35,current Price
OB & GYNE,FMOBG-3023,Oophrectomy,PKG,35713-07-00,0.0,10794.375,10794.38,10794.38,current Price
OB & GYNE,FMOBG-3024,Hysterectomy,PKG,35653-01-00,0.0,11394.0625,11394.06,11394.06,current Price
SURGERY,FMSUR-3227,Thoracoscopy,PKG,38436-00-00,0.0,20187.5,20187.5,20187.5,current Price
OB & GYNE,FMOBG-3027,Myomectomy,PKG,35649-01-00,0.0,9595.0,9595.0,9595.0,current Price
SURGERY,FMSUR-3286,E S W L First Session,PKG,90957-00-00,0.0,8491.5,8491.5,8491.5,current Price
SURGERY,FMSUR-3343,Percutaneous Transluminal Angioplasty (Pta) For Extracranial Cerebrovascular Stenosis Without Stent And Balloon,PKG,35303-06-00,0.0,22068.5,22068.5,22068.5,current Price
OB & GYNE,FMOBG-3038,Abdominal Colpopexy,PKG,35597-01-00,0.0,14877.0,14877.0,14877.0,current Price
ONCOLOGY/NUCLEAR MED,FMONC-1056,Additional Nuclear Scan,Service,83700-00-00,0.0,2417.0,2417.0,2417.0,current Price
ONCOLOGY/NUCLEAR MED,FMONC-3001,Bone Marrow Aspiration Without Biopsy Under Ga,PKG,99999-99-99,0.0,5130.0,5130.0,5130.0,current Price
ONCOLOGY/NUCLEAR MED,FMONC-3002,Bone Marrow Aspiration With Biopsy Without Histopathology Under Ga,PKG,30087-00-00,0.0,8527.199999999999,8527.2,8527.2,current Price
Ophthalmology,FMOPT-4000,Orbital Exploration,PKG,42533-00-01,0.0,6956.375,6956.38,6956.38,current Price
SURGERY,FMSUR-3345,Percutaneous Transluminal Angioplasty (Pta) For Extracranial Cerebrovascular Stenosis With Stent,PKG,35309-06-00,0.0,33582.5,33582.5,33582.5,current Price
Ophthalmology,FMOPT-4004,Exentration,PKG,42536-00-01,0.0,12953.25,12953.25,12953.25,current Price
SURGERY,FMSUR-3346,Percutaneous Transluminal Angioplasty (Pta) For Intracranial Cerebrovascular Stenosis Without Stent And Balloon,PKG,35303-06-00,,33582.5,33582.5,33582.5,current Price
Ophthalmology,FMOPT-4007,Posterior Orbital Exploration,PKG,42533-00-01,0.0,11034.25,11034.25,11034.25,current Price
Ophthalmology,FMOPT-4008,Posterior Orbital Tumour,PKG,42543-00-01,0.0,14872.25,14872.25,14872.25,current Price
SURGERY,FMSUR-3348,Percutaneous Transluminal Angioplasty (Pta) For Intracranial Cerebrovascular Stenosis With Stent,PKG,35303-06-00,,47015.5,47015.5,47015.5,current Price
Ophthalmology,FMOPT-4010,Thyroid Orbital Decompression (One Eye),PKG,42545-01-01,0.0,14872.25,14872.25,14872.25,current Price
SURGERY,FMSUR-3362,"Revision, Arteriovenous Fistula / Gortex",PKG,34518-00-00,0.0,5918.5,5918.5,5918.5,current Price
UROLOGY,FMURO-3018,Diverticulum (Excision Of Bladder),PKG,37020-00-00,0.0,10554.5,10554.5,10554.5,current Price
Ophthalmology,FMOPT-4017,Repair Of Small Wound Of Lid,PKG,30052-01-01,0.0,1781.25,1781.25,1781.25,current Price
Ophthalmology,FMOPT-4018,Reconstruction Of Lid Laceration,PKG,90060-00-01,0.0,7125.0,7125.0,7125.0,current Price
Ophthalmology,FMOPT-4022,Tarsorrhaphy (One Eye),PKG,42584-00-01,0.0,8906.25,8906.25,8906.25,current Price
Ophthalmology,FMOPT-4023,Ptosis Repair (One Eye),PKG,45623-05-01,0.0,10331.25,10331.25,10331.25,current Price
Ophthalmology,FMOPT-4024,Repair Of Entropion Or Ectropion (One Eye),PKG,45626-00-02,0.0,7125.0,7125.0,7125.0,current Price
Ophthalmology,FMOPT-4025,Repair Of Entropion Or Ectropion (Both Eyes),PKG,45626-00-01,0.0,10331.25,10331.25,10331.25,current Price
Ophthalmology,FMOPT-4026,Trichiasis Repair (One Eye),PKG,42587-03-01,0.0,5486.25,5486.25,5486.25,current Price
Ophthalmology,FMOPT-4027,Trichiasis Repair (Both Eyes),PKG,42587-03-01,0.0,8336.25,8336.25,8336.25,current Price
Ophthalmology,FMOPT-4028,Eye Plastic Surgery,PKG,45617-00-01,0.0,15461.25,15461.25,15461.25,current Price
UROLOGY,FMURO-3023,Bladder Neck Incision,PKG,36854-00-00,0.0,8635.5,8635.5,8635.5,current Price
UROLOGY,FMURO-3038,Open Cystolithotomy,PKG,37008-03-00,0.0,8635.5,8635.5,8635.5,current Price
Ophthalmology,FMOPT-4032,Complex Lid Reconstruction,PKG,90095-00-01,0.0,11400.0,11400.0,11400.0,current Price
UROLOGY,FMURO-3054,Ureterolithotomy,PKG,36549-00-00,0.0,10453.5,10453.5,10453.5,current Price
UROLOGY,FMURO-3060,Anterior Urethrotomy For Stone,PKG,37324-00-00,0.0,8635.5,8635.5,8635.5,current Price
Ophthalmology,FMOPT-4038,Bilateral Sim. Ptosis Repair,PKG,45623-05-02,0.0,21375.0,21375.0,21375.0,current Price
Ophthalmology,FMOPT-4043,Unilateral Tarsal Strip,PKG,45614-01-01,0.0,8336.25,8336.25,8336.25,current Price
UROLOGY,FMURO-3100,Urethrolithotomy (Middle And Lower 1/3 Crushing),PKG,36549-00-00,0.0,10453.5,10453.5,10453.5,current Price
Ophthalmology,FMOPT-4045,Unilateral Tarsal Strip With Graft,PKG,42551-00-00,0.0,10331.25,10331.25,10331.25,current Price
Cardiology,CAR-0015,THORACOSCOPY THERAPEUTIC,PKG,38436-00-00,0.0,20187.5,20187.5,20187.5,current Price
Ophthalmology,FMOPT-4047,Unilateral Repair Entr. Ectropin,PKG,45626-00-01,0.0,10331.25,10331.25,10331.25,current Price
Cardiology,FMCAR-3006,Cabg & Double Mechanical Valve,PKG,38497-04-00,0.0,84407.5,84407.5,84407.5,current Price
Ophthalmology,FMOPT-4050,Bilateral Limited Myectomy Upper Lid,PKG,90090-00-02,0.0,22586.25,22586.25,22586.25,current Price
Ophthalmology,FMOPT-4055,Unilateral Blepharoplasty Upper Lid,PKG,45625-00-01,0.0,12825.0,12825.0,12825.0,current Price
Cardiology,FMCAR-3012,Mitral Tissue Valve,PKG,38489-02-00,,56857.5,56857.5,56857.5,current Price
Cardiology,FMCAR-3026,"Pulmonary Balloon Valvuloplasty Consumable (Catheter, Balloon, Wires, Sheath) 3000Sr",PKG,38270-03-00,0.0,20187.5,20187.5,20187.5,current Price
Ophthalmology,FMOPT-4060,Bilateral Eye Brow Plasty,PKG,45588-01-00,0.0,18525.0,18525.0,18525.0,current Price
Ophthalmology,FMOPT-4061,Botulium Toxin Injection,PKG,92163-00-00,0.0,8336.25,8336.25,8336.25,current Price
Cardiology,FMCAR-3030,"Rvot Stenting (Ventricular Outflow Tract) Consumable (Sheath, Wire, Catheter, Balloon And Stent)",PKG,34824-00-00,0.0,38047.5,38047.5,38047.5,current Price
Ophthalmology,FMOPT-4065,Three Snip Operation (One Eye),PKG,90092-00-01,0.0,3742.0499999999997,3742.05,3742.05,current Price
Ophthalmology,FMOPT-4066,Three Snip Operation (Both Eyes),PKG,90092-00-02,0.0,5517.125,5517.13,5517.13,current Price
Cardiology,FMCAR-3039,Catheterization Left Heart + Graft ( Day Case ),PKG,38203-00-00,0.0,11143.5,11143.5,11143.5,current Price
Cardiology,FMCAR-3043,Temporary Pacemaker ( Day Case ),PKG,38456-25-00,0.0,7609.5,7609.5,7609.5,current Price
Cardiology,FMCAR-3044,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv ,(One Day Ccu + One Day Ward)",PKG,38300-00-00,0.0,17926.5,17926.5,17926.5,current Price
Cardiology,FMCAR-3053,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 2 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",PKG,35309-07-00,0.0,48193.5,48193.5,48193.5,current Price
Cardiology,FMCAR-3054,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 3 Stent , (Price Is Without Stent) (One Day Ccu + Three Days Ward)",PKG,35309-07-00,0.0,53266.5,53266.5,53266.5,current Price
Ophthalmology,FMOPT-4081,Collagen Plug,PKG,42620-00-01,0.0,1405.05,1405.05,1405.05,current Price
Ophthalmology,FMOPT-4083,Bilateral Punctal Occlusion,PKG,42620-00-02,0.0,5613.075,5613.08,5613.08,current Price
Ophthalmology,FMOPT-4088,Pterygium Excision,PKG,42686-00-01,0.0,3790.0249999999996,3790.03,3790.03,current Price
Ophthalmology,FMOPT-4091,Corneal Transplant (Keratoplasty (Pkp)),PKG,90067-00-01,0.0,21318.0,21318.0,21318.0,current Price
Cardiology,FMCAR-3057,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Sv + 4 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",PKG,38300-00-00,0.0,44811.5,44811.5,44811.5,current Price
Cardiology,FMCAR-3060,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Tv + 5 Stents , (Price Is Without Stent) (One Day Ccu + Four Days Ward)",PKG,38300-00-00,0.0,61721.5,61721.5,61721.5,current Price
Cardiology,FMCAR-3061,"Ptca (Percutaneous Transluminal Coronary Angioplasty) – Dv + 5 Stents , (One Day Ccu + Four Days Ward) Excluding The Price Of The Stents",PKG,38300-00-00,0.0,54957.5,54957.5,54957.5,current Price
Cardiology,FMCAR-3069,Implantation Of Icd Double,PKG,38368-00-00,0.0,63412.5,63412.5,63412.5,current Price
Cardiology,FMCAR-3070,Ep Study And Ablation For Atrial Flutter And/Or Svt (Avnrt And Avrt),PKG,38209-00-00,0.0,54957.5,54957.5,54957.5,current Price
Ophthalmology,FMOPT-4104,Photorefractive Keratectomy [P.R.K.] (One Eye),PKG,42810-00-01,0.0,6341.25,6341.25,6341.25,current Price
Ophthalmology,FMOPT-4111,Extracapsular Clear Lens H.M.,PKG,42698-08-01,0.0,9115.25,9115.25,9115.25,current Price
Ophthalmology,FMOPT-4114,Hyperopic Keratomil. Hkm - Halk,PKG,90064-00-01,0.0,8778.0,8778.0,8778.0,current Price
Ophthalmology,FMOPT-4115,Photo. Kera. Astigm.-Pak Visx,PKG,90063-00-01,0.0,8360.0,8360.0,8360.0,current Price
Cardiology,FMCAR-3077,Aortic Valve Replacement Tissue Rapid Deployment Valve Excluding Valve.,PKG,38489-01-00,0.0,54957.5,54957.5,54957.5,current Price
Ophthalmology,FMOPT-4119,Corneal Ring Removal (Done Outside),PKG,42644-04-01,0.0,2622.0,2622.0,2622.0,current Price
Ophthalmology,FMOPT-4122,Artisan Phakic Lens,PKG,42701-00-01,0.0,7102.2,7102.2,7102.2,current Price
Cardiology,FMCAR-3088,Rib Resection Or Chest Wall Resection One Or More Ribs Without Mesh Closure,PKG,90603-03-00,0.0,20187.5,20187.5,20187.5,current Price
Cardiology,FMCAR-3089,"Rib Fixation By Plates And Screws For Flail Segments (Not Including The Plates, Scowrs",PKG,47471-00-01,0.0,20187.5,20187.5,20187.5,current Price
Cardiology,FMCAR-3091,Vsd Device Closure (Ventricular Septal Defect) Without Device Or Delivery System - Pediatric,PKG,38751-02-00,0.0,38047.5,38047.5,38047.5,current Price
Dental & Maxillofacial,FMDNTC102,Double Jaw (Orthognathic),PKG,90569-00-01,0.0,20187.5,20187.5,20187.5,current Price
Dermatology ,FMDER-0035,Dermabrasion - Small,PKG,90676-00-00,0.0,5557.5,5557.5,5557.5,current Price
Ophthalmology,FMOPT-4131,Secondry I.O.L. Implantation,PKG,42701-00-01,0.0,11034.25,11034.25,11034.25,current Price
Ophthalmology,FMOPT-4134,Removal Of I.O.L. (Implanted Inside),PKG,42704-00-01,0.0,5037.375,5037.38,5037.38,current Price
Ophthalmology,FMOPT-4135,Removal Of I.O.L. (Implanted Outside),PKG,42704-00-01,0.0,9451.074999999999,9451.07,9451.07,current Price
Ophthalmology,FMOPT-4136,Surgical Post. Capsulotomy (Done Inside),PKG,42734-01-01,0.0,3694.075,3694.08,3694.08,current Price
Dermatology ,FMDER-0069,Sebaceous Cyst Excision - Small,PKG,31205-00-10,0.0,1187.5,1187.5,1187.5,current Price
Ophthalmology,FMOPT-4140,Glaucoma Extraction,PKG,42746-04-01,0.0,9451.074999999999,9451.07,9451.07,current Price
Ophthalmology,FMOPT-4142,Cyclocryopexy,PKG,42806-00-01,0.0,7532.075,7532.08,7532.08,current Price
Ophthalmology,FMOPT-4143,Retrobulbar Alcoholic Inj.,PKG,42824-00-01,0.0,872.0999999999999,872.1,872.1,current Price
Ophthalmology,FMOPT-4144,Surgical P.I. Or S.I.,PKG,42764-04-01,0.0,7196.25,7196.25,7196.25,current Price
Ophthalmology,FMOPT-4146,Holmium Laser For Glaucoma (One Eye),PKG,42782-00-01,0.0,5277.25,5277.25,5277.25,current Price
Dermatology ,FMDER-0164,Mollusca Bodies Extraction - Medium,PKG,90676-00-00,0.0,1187.5,1187.5,1187.5,current Price
Ophthalmology,FMOPT-4159,Pneumatic Retinopexy,PKG,42773-01-01,0.0,11034.25,11034.25,11034.25,current Price
Dermatology ,FMDER-0190,Dermabrasion - Medium,PKG,90676-00-00,0.0,5557.5,5557.5,5557.5,current Price
Ophthalmology,FMOPT-4161,Retinal Photocoagulation Two Setting,PKG,42809-01-02,0.0,3694.075,3694.08,3694.08,current Price
Ophthalmology,FMOPT-4163,Removal Of Epiretinal Membrance (Erm Removal),PKG,42719-01-01,0.0,15352.0,15352.0,15352.0,current Price
Ophthalmology,FMOPT-4164,Silicon Oil,PKG,42815-00-01,0.0,11034.25,11034.25,11034.25,current Price
Dermatology ,FMDER-0191,Dermabrasion - Large,PKG,90676-00-00,0.0,5557.5,5557.5,5557.5,current Price
Ophthalmology,FMOPT-4170,Yag Laser Post. Capsulotomy (Done Inside),PKG,42734-01-01,0.0,1841.1,1841.1,1841.1,current Price
Ophthalmology,FMOPT-4171,Yag Laser Post. Capsulotomy (Done Outside),PKG,42734-01-01,0.0,3694.075,3694.08,3694.08,current Price
Dermatology ,FMENT-3218,Pk-Chin Osteotomy (Skincare) Including O.R. Anaeasthesia One Night In Hospital,PKG,48239-00-00,0.0,14392.5,14392.5,14392.5,current Price
Ophthalmology,FMOPT-4173,Laser Trabeculoplasty,PKG,42782-00-01,0.0,5613.075,5613.08,5613.08,current Price
Ophthalmology,FMOPT-4174,Phototherapeutic Keratectomy (P.T.K.) One Eye,PKG,90063-00-01,0.0,7196.25,7196.25,7196.25,current Price
Ophthalmology,FMOPT-4175,Photo. Kera. Astigm - Pak Vizx,PKG,42810-00-01,0.0,7196.25,7196.25,7196.25,current Price
Ophthalmology,FMOPT-4176,Indirect Laser Treatment For Retinal Abnormalities - One Eye,PKG,42809-00-01,0.0,7102.2,7102.2,7102.2,current Price
Dermatology ,FSDER-0003,Tattoo Removal Small Area  ,PKG,90662-00-00,0.0,1187.5,1187.5,1187.5,current Price
Ophthalmology,FMOPT-4180,Cornial Ring,PKG,90067-00-01,0.0,7196.25,7196.25,7196.25,current Price
Emergency,FMERD-0041,Wound Debridement,PKG,90665-00-10,0.0,1187.5,1187.5,1187.5,current Price
Ophthalmology,FMOPT-4185,Iol Repositioning ( Inside Hospital),PKG,42704-01-01,0.0,2180.25,2180.25,2180.25,current Price
Ophthalmology,FMOPT-4200,Anterior Chamber Reformation Post Operative (Inside Hospital),PKG,42743-00-01,0.0,2180.25,2180.25,2180.25,current Price
Ophthalmology,FMOPTA0004,Fundus Examination,Service,42503-00-01,0.0,48.0,48.0,48.0,current Price
Orthopedics,FMORT-0445,Skin Traction,Service,90531-00-00,0.0,428.0,428.0,428.0,current Price
Emergency,FMERDA0027,Deep Cut Wound Medium (10-20 Stitches),PKG,90676-00-00,0.0,2232.5,2232.5,2232.5,current Price
Orthopedics,FMORT-0568,Cervical Traction,Service,47684-00-00,0.0,81.0,81.0,81.0,current Price
Orthopedics,FMORT-0664,Thoracotomy,PKG,38418-00-00,0.0,29925.0,29925.0,29925.0,current Price
Orthopedics,FMORT-0900,Acromioplasty,PKG,48903-00-01,0.0,12540.0,12540.0,12540.0,current Price
INTERNAL MEDICINE,FMINT-0008,Percutaneous Kidney Biopsy,PKG,36561-00-01,0.0,2232.5,2232.5,2232.5,current Price
Orthopedics,FMORT-3007,Closed Reduction Of Fractures Or Dislocation Uga With Pop With Percutaneous K-Wiring,PKG,90595-00-00,0.0,10032.0,10032.0,10032.0,current Price
Orthopedics,ORT-0010,Excision Of Olecranon Bursa,PKG,47300-00-01,0.0,3313.125,3313.13,3313.13,current Price
NEPHROLOGY,FMNEP-0032,Perm Cathether For Hemodialysis,PKG,13815-01-00,0.0,18230.5,18230.5,18230.5,current Price
nephrology,FMNEP-0048,Laparoscopic Nephrectomy,PKG,36516-00-00,0.0,38047.5,38047.5,38047.5,current Price
Orthopedics,ORT-0096,Congenital Dislocation Of Hip (Chd),PKG,47048-00-01,0.0,16302.0,16302.0,16302.0,current Price
NEUROSURGERY,FMNEU-3343,Burr Hole And Aspiration Of Brain Abscess,PKG,39703-01-00,0.0,28585.5,28585.5,28585.5,current Price
Pediatrics,FMICU-0003,PACEMAKER PER DAY,Service,96199-19-00,0.0,523.0,523.0,523.0,current Price
Pediatrics,FMPDT-0022,Ear Piercing,Service,90111-00-10,0.0,81.0,81.0,81.0,current Price
