Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Class B,Class A & VIP,Comment
Radiology ,FMXRAY1224,X-Ray Pelvis Ap,Service,57715-00-00,0,121,121,Current List
ONCOLOGY/NUCLEAR MED,FMONC-1009,Subcutaneous Injection - Oncology,Service,90660-00-00,0,146,146,Current List
LABORATORY,FMLAB-2045,Oral Glucose Tolerance Test (75G) Ogtt,Service,66542-00-20,0,286,286,Current List
Plastic Surgery,FMPSDH0009,Wound Dressing Major,Service,30055-00-30,0,158,158,Current List
LABORATORY,FMLAB-9842,Preoperative Screening,Service,83700-00-00,0,325,400,Current List
Radiology ,FMXRAY1099,Mri Knee (1 Side),Service,90901-07-11,0,900,1000,Current List
Radiology ,FMXRAY1688,Control Follow C.T.,Service,99999-99-92,0,1210,1210,Current List
Pediatrics,FMPDT-0022,Ear Piercing,Service,90111-00-10,0,158,158,Current List
LABORATORY,FMLAB-9108,Phenylketonuria For Neonates,Service,73050-27-30,0,103,103,Current List
LABORATORY,FMLAB-1033,Coomb'S Test (Direct),Service,73250-00-30,0,151,151,Current List
Dental,FMDNTR0009,Rct And Filling Three Roots,Service,97416-00-00,0,2178,2178,Current List
LABORATORY,FMLAB-3003,Afp (Alpha Feto Protein),Service,73050-01-90,0,314,314,Current List
Radiology ,FMXRAY1120,Ct. Skull (P.N.S. Protocol),Service,56022-01-00,0,600,700,Current List
LABORATORY,FMLAB-3018,Insulin Level,Service,73050-20-90,0,521,521,Current List
LABORATORY,FMLAB-2034,Hemoglobin Electrophoresis,Service,73050-18-00,0,866,866,Current List
LABORATORY,FMLAB-6021,Throat Swab C/S,Service,73050-40-90,0,327,327,Current List
Physiotherapy,FMPTD-2083,C.P.M. MACHINE,Service,95550-03-00,0,109,109,Current List
Radiology ,FMXRAY1455,Panorama (2D),Service,57960-00-00,0,242,242,Current List
Physiotherapy,FMPTD-0118,Mechanical Ventilator 24 Hours,Service,92209-00-00,0,73,73,Current List
Psychiatry ,FMPSYB0024,Psychotherapy X 4,Service,96180-00-00,0,1767,1767,Current List
LABORATORY,FMLAB-2008,Bicarbonate,Service,73050-06-40,0,273,273,Current List
Radiology ,FMXRAY1601,Complete Limb Both Sides,Service,90909-00-00,0,666,666,Current List
LABORATORY,FMLAB-9309,Vancomycin Level,Service,73300-03-40,0,521,521,Current List
Radiology ,FMXRAY1331,Doppler. Lower Limb Vein. (2 Sides),Service,55244-01-00,0,908,908,Current List
ENT,FMENTE6045,Video Nystagmography(Vng),Service,11339-00-00,0,1089,1089,Current List
LABORATORY,FMLAB-9886,Peripheral Smear,Service,73100-00-30,0,206,206,Current List
Psychiatry ,FMPSYB0029,Cognitive Therapy(4 Session),Service,96101-00-00,0,1071,1071,Current List
Physiotherapy,FMPTD-2125,INTERFERNIAL THERAPY,Service,96155-00-00,0,103,103,Current List
LABORATORY,FMLAB-2070,Total Protein,Service,73050-30-70,0,118,118,Current List
LABORATORY,FMLAB-1654,Mrsa Screening,Service,73050-58-30,0,673,673,Current List
Dental,FMDNTS0007,Simple Extraction Of Remaining Root,Service,97311-01-00,0,376,376,Current List
Dental,FMDNTM0004,Gum Treatment Quad. (Mild),Service,97281-00-10,0,593,593,Current List
Cardiology,FMCAR-0006,24 Hours Ecg Monitoring (Holter ),Service,11709-00-00,0,739,739,Current List
LABORATORY,FMLAB-6014,Semen Analysis,Service,73400-03-30,0,164,164,Current List
Radiology,FMXRAY1716,WH OBSTETRIC US (ANOMALY SCAN 18-22WKS),Service,55700-02-00,0,1029,1029,Current List
Radiology,FMXRAY1214,X-Ray Wrist Pa. & Lat. & Oblique - Right,Service,57506-03-21,0,255,255,Current List
ENT,FMENTE3017,Microscopic Examination Unilateral,Service,90111-00-01,0,140,140,Current List
LABORATORY,FMLAB-3010,Esteradiol E2,Service,73050-11-90,0,315,315,Current List
ENT,FMENTL0015,Indirect Laryngoscopy Using Endoscope,Service,41849-00-00,0,140,140,Current List
NEPHROLOGY,FMNEP-0021,Central Vein Catheter For Iv,Service,13815-01-00,0,267,267,Current List
Cardiology,FMCAR-0018,Portable Echo Screening,Service,11700-00-00,0,545,545,Current List
LABORATORY,FMLAB-3005,Ca 125,Service,73100-14-00,0,451,451,Current List
Radiology ,FMXRAY1567,Us Urinary Tract (Kub),Service,55038-00-00,0,436,436,Current List
Radiology ,FMXRAY1291,Us. Thyroid Gland,Service,55032-00-00,0,363,363,Current List
LABORATORY,FMLAB-5032,Hbs Ab,Service,73100-23-80,0,232,232,Current List
Pediatrics,FMPDT-0026,Nebulization With Ultrasound For 24 Hrs,Service,92043-00-00,0,109,109,Current List
LABORATORY,FMLAB-9185,Anca,Service,73050-25-20,0,908,908,Current List
LABORATORY,FMLAB-2022,Complement C4,Service,73100-12-40,0,487,487,Current List
LABORATORY,FMLAB-2021,Complement C3,Service,73100-12-50,0,487,487,Current List
Physiotherapy,FMPTD-2130,Chest Physiotherapy With,Service,95550-03-00,0,115,115,Current List
LABORATORY,FMLAB-9130,Testosterone (Free),Service,73050-34-50,0,799,799,Current List
Radiology ,FMXRAY1587,Us. Abdomen,Service,55036-00-00,0,200,200,Current List
LABORATORY,FMLAB-1042,Fibrinogen,Service,73100-05-80,0,233,233,Current List
Dental,FMDNTS0004,Simple Extraction (Decidious),Service,97311-01-00,0,152,152,Current List
Emergency,FMERDA0012,Urinary Bladder Catheterization - Foley Catheter,Service,36800-00-00,0,97,97,Current List
LABORATORY,FMLAB-2048,Total Iga,Service,73050-14-20,0,372,372,Current List
LABORATORY,FMLAB-9244,Lupus Anticoagulant Abs.,Service,73100-08-80,0,1247,1247,Current List
Dermatology ,FMDER-0160,Electrocautery - Medium Area,Service,30189-01-00,0,376,376,Current List
Radiology ,FMXRAY1332,Doppler. Scrotal & Testicular,Service,90911-00-00,0,726,726,Current List
Radiology ,FMXRAY1614,Spine (1 Segment ) Flex/Ext.,Service,58108-00-00,0,212,212,Current List
Physiotherapy,FMPTD-0101,ELECTROMANETIC THERAPY,Service,96155-00-00,0,79,79,Current List
Radiology ,FMXRAY1197,X-Ray Lumber Spine Flex. & Ext.,Service,58106-00-00,0,315,315,Current List
Dermatology ,FMDER-0128,Laser Therapy Cellotherm Soft Laser Unilaser 10 Sessions,Service,99999-99-99,0,1701,1701,Current List
NEPHROLOGY,FMNEP-0041,Hemodialysis One Session Package Deal,Service,13100-00-00,0,636,636,Current List
Pediatrics,FMPDT-1000,Day Case Supervision,Service,83700-00-00,0,224,224,Current List
LABORATORY,FMLAB-2049,Immunoglobulin G (Total L Igg),Service,73100-10-60,0,408,408,Current List
Dental,FMDNTR0003,Root Canal Treatment 3 Or More,Service,97416-00-00,0,968,968,Current List
Radiology,FMXRAY1715,WH OBSTETRIC US (3RD TRIMESTER SCAN 36-38WKS),Service,55700-02-00,0,1029,1029,Current List
Physiotherapy,FMPTD-0029,TRACTION - OP,Service,90531-00-00,0,109,109,Current List
LABORATORY,FMLAB-7014,Neonatal Profile Blood Group (O),Service,73250-00-80,0,889,889,Current List
LABORATORY,FMLAB-1036,Venesection,Service,13757-00-00,0,242,242,Current List
LABORATORY,FMLAB-7023,Rheumatology Profile (Crp),Service,73100-11-40,0,776,776,Current List
LABORATORY,FMLAB-9261,Ssa Abs (Anti Ro/Ssb Abs (Anti La),Service,73100-10-70,0,1065,1065,Current List
LABORATORY,FMLAB-2084,Urine Ketones,Service,73050-00-00,0,49,49,Current List
Physiotherapy,FMPTD-0034,TOTAL PT >3 MODALITIES - IP,Service,95550-03-00,0,315,315,Current List
Physiotherapy,FMPTD-0011,ELECTRIC MASSAGE - PART. - OP,Service,96162-00-00,0,61,61,Current List
LABORATORY,FMLAB-5022,Brucella Abs.(Agglutination Titer),Service,73100-19-90,0,206,206,Current List
Psychiatry ,FMPSYA0004,Taylor`S Anxiety Scale,Service,96037-00-00,0,134,134,Current List
Emergency,FMERDA0070,Skin Test,Service,12000-00-00,0,7,7,Current List
Radiology ,FMXRAY1522,Dexa (Bmd) (2) Segments,Service,12306-00-00,0,605,605,Current List
LABORATORY,FMLAB-1018,Blood Film For Malaria,Service,73100-25-40,0,103,103,Current List
Dental,FMDNTS0123,Dressing Of Wound (Medium),Service,30055-00-20,0,103,103,Current List
Dermatology ,FMDER-0146,Intralesional Injection - Large Area,Service,30207-00-00,0,158,158,Current List
Orthopedics,FMORT-0445,Skin Traction,Service,90531-00-00,0,182,182,Current List
LABORATORY,FMLAB-5057,Widal Test,Service,73100-26-10,0,232,232,Current List
Emergency,FMERDA0065,Large Dressing > 25 Cm,Service,30055-00-30,0,109,109,Current List
Ophthalmology,FMOPTA0008,Fluroscein Angiography - One Eye,Service,83700-00-00,0,847,847,Current List
LABORATORY,FMLAB-8001,Aspiration Biopsy Cytology (Fnac),Service,73200-02-60,0,787,787,Current List
Radiology ,FMXRAY1631,Premedication Visit,Service,96237-00-40,0,134,134,Current List
Pediatrics,FMPDT-0024,Jugular Vein Blood Sample Collection,Service,73100-00-30,0,37,37,Current List
Psychiatry ,FMPSYB0002,Behavioral Therapy X 4 Session,Service,96101-00-00,0,890,890,Current List
Dermatology ,FMDER-0085,Occlusive Dressing - Large,Service,30055-00-30,0,224,224,Current List
Radiology ,FMXRAY1174,X-Ray Nasopharrynx Lateral,Service,57942-00-00,0,182,182,Current List
Radiology ,FMXRAY1190,X-Ray Cervical Spine Ap & Lat. & Oblique,Service,58100-00-00,0,242,242,Current List
Radiology ,FMXRAY1257,X-Ray Abdomen Erect,Service,58900-00-90,0,109,109,Current List
Radiology,FMXRAY1233,X-Ray Knee Ap & Lat. & Special.View - Right,Service,57518-01-21,0,206,206,Current List
Cardiology,FMCAR-1000,Day Care Supervision,Service,83700-00-00,0,273,273,Current List
NEUROLOGY,FMNUM-0034,Emg 2 Units,Service,30075-01-01,0,581,581,Current List
Dermatology ,FMDER-0084,Occlusive Dressing - Medium,Service,30055-00-20,0,206,206,Current List
Radiology ,FMXRAY1292,Us. Neck Soft Tissue,Service,90908-00-00,0,2124,2124,Current List
Dental,FMDNTX0007,Panoramic & Cephalometric,Service,57960-00-00,0,297,297,Current List
INTERNAL MEDICINE,FMINT-0077,Iv Fluid Canula,Service,90220-00-00,0,31,31,Current List
LABORATORY,FMLAB-9029,Cardiolipin Abs (Igg & Igm),Service,73100-11-70,0,920,920,Current List
LABORATORY,FMLAB-3009,Cortisol In Serum,Service,73050-09-00,0,339,339,Current List
Radiology,FMXRAY1241,X-Ray Ankle Ap & Lat. - Right,Service,57518-03-11,0,146,146,Current List
NEWBORN,FMNBD-0002,"Nicu Ii 24 Hrs (Incubator,P-Oximeter, C. Mon. O2+Hood)",Service,92044-00-00,0,1471,1471,Current List
Dental,FMDNTM0003,Scaling And Polishing,Service,97281-00-10,0,442,442,Current List
Dental,FMDNTR0006,ROOT CANAL TREATMENT INFECTED TOOTH 3 ROOTS OR MORE,Service,97416-00-00,0,1452,1452,Current List
LABORATORY,FMLAB-9433,Clostridium Difficile Toxin,Service,73050-59-70,0,484,484,Current List
LABORATORY,FMLAB-9419,Chlamydia Trachomatis Pcr,Service,73050-45-90,0,630,630,Current List
Anaesthia ,FMANA-0031,Mask Ganaesthesia,Service,99999-99-99,0,400,400,Current List
Radiology ,FMXRAY1083,Mri Shoulder (1 Side),Service,90901-07-11,0,900,1000,Current List
Endoscopy,FMANAP0050,I.V. Sedation,Service,92515-10-00,0,200,200,Current List
Ophthalmology,FMOPTA0010,Fundus Photography,Service,96188-00-00,0,170,170,Current List
LABORATORY,FMLAB-5015,Hbc Ab,Service,73100-23-60,0,232,232,Current List
LABORATORY,FMLAB-9217,Thyroglobulin,Service,73050-35-00,0,642,642,Current List
OB & GYNE,OBG-0044,Caesarian Delivery -  Recurrent ,PKG,16520-00-00,5 Days,11000,11000,Current List
Pediatrics,FMPDT-0185,Transport Incubator,Service,83610-03-20,0,484,484,Current List
Dermatology ,FMDER-0092,Wound Dressing - Small,Service,30055-00-10,0,55,55,Current List
LABORATORY,FMLABM0018,Anti-Tissue Transglutaminase(Iga),Service,73050-14-10,0,545,545,Current List
LABORATORY,FMLAB-5006,Anti-Cmv Igm,Service,73100-20-80,0,443,443,Current List
LABORATORY,FMLAB-2098,Urine Urea Nitrogen,Service,73050-37-40,0,73,73,Current List
Radiology ,FMXRAY1249,X-Ray Feet Ap & Lat. In Standing (Bilateral),Service,57518-04-12,0,267,267,Current List
LABORATORY,FMLAB-8002,Body Fluid Cytology,Service,73200-00-00,0,286,286,Current List
UROLOGY,FMURO-0054,Bladder Washout,Service,11921-00-00,0,333,333,Current List
Psychiatry ,FMPSYB0001,Behavioral Therapy X 8 Session,Service,96101-00-00,0,1767,1767,Current List
Dental,FMDNTR0005,Root Canal Treatment Infected Tooth 2 Roots,Service,97416-00-00,0,1089,1089,Current List
Room & Board,FMORDZ9998,Recovery Room Fee,Service,83670-00-50,0,829,829,Current List
LABORATORY,FMLAB-6004,Body Fluid C/S,Service,73050-40-90,0,327,327,Current List
LABORATORY,FMLAB-9083,C-Peptide,Service,73050-39-20,0,787,787,Current List
Radiology,FMXRAY1212,X-Ray Forearm Ap. & Lat. - Right,Service,57506-02-01,0,146,146,Current List
Emergency,FMERDA0072,Superfecial Wound Suturing (1-3 Stitches),Service,30026-00-10,0,61,61,Current List
LABORATORY,FMLAB-9062,Folic Acid Serum,Service,73050-13-50,0,754,754,Current List
Physiotherapy,FMPTD-0127,Adult Mechanical Ventilator Icu (24 Hours),Service,13882-01-00,0,805,805,Current List
ONCOLOGY/NUCLEAR MED,FMONC-0008,Intracavitary Chemotherapy Instillation In Emergency Or Ward,Service,83700-00-00,0,938,938,Current List
ENT,FMENTN2045,Septoplasty,PKG,45638-00-00,2 Days,6050,6050,Current List
E. N. T.,FMENTL0027,SPEECH ASSESTMENT,Service,96012-00-00,0,285,285,Current List
Dermatology ,FMDER-0004,Skin Biopsy,Service,30071-00-00,0,484,484,Current List
ENT,FMENTE3018,Microscopic Examination Bilateral,Service,90111-00-02,0,218,218,Current List
Radiology,FMXRAY1208,X-Ray Elbow Ap & Lat. - Right,Service,57506-01-11,0,146,146,Current List
LABORATORY,FMLAB-5010,Toxoplasma Abs (Igm),Service,73100-26-60,0,355,355,Current List
LABORATORY,FMLAB-2043,"Glucose Fasting, Random & Post Prandial",Service,73050-15-50,0,158,158,Current List
LABORATORY,FMLAB-2006,Ammonia (Nh3),Service,73050-02-80,0,425,425,Current List
LABORATORY,FMLAB-7001,"Antenatal Care (Anc )Profile (Rub,Toxo,Vdrl Aids,Cbc)",Service,73050-40-83,0,1969,1969,Current List
Radiology ,FMXRAY1192,X-Ray Thoracic Spine Ap & Lat.,Service,55036-00-00,0,182,182,Current List
Orthopedics,FMORT-0709,Cryotherapy,Service,99999-99-99,0,242,242,Current List
ENT,FMENTE0009,Brain Stem Evoked Response Audiometry,Service,11300-00-00,0,1259,1259,Current List
Radiology,FMXRAY1222,X-Ray Fingers Ap & Lat. & Obl. - Right,Service,57506-04-21,0,97,97,Current List
LABORATORY,FMLABM0075,Quantiferon (Interferon Gamma Production),Service,73100-17-90,0,872,872,Current List
Room & Board,FMRMB-9917,Day Case,Service,83610-00-50,0,218,218,Current List
Pediatrics,FMPDT-0090,Nasogastric Tube Insertion Up To 3 Yrs Max. 34 Hrs,Service,92036-00-00,0,67,67,Current List
ENT,FMENTE3026,Hearing Aid,Service,96092-00-41,0,2414,2414,Current List
LABORATORY,FMLAB-6033,Clostridium Difficile,Service,73050-59-70,0,484,484,Current List
Laboratory,FMLAB-9849,ATOPY PANEL-20,Service,73200-00-10,0,1331,1331,Current List
LABORATORY,FMLAB-9174,Dengue Virus Abs Igg And Igm,Service,73100-27-20,0,605,605,Current List
Radiology ,FMXRAY1199,X-Ray Sacroilac Joint Ap & Obl.,Service,58109-00-00,0,182,182,Current List
LABORATORY,FMLAB-5027,Ebv ( Pcr),Service,73100-21-50,0,1815,1815,Current List
Dental,FMDNTS0122,Dressing Of Wound (Small),Service,30055-00-00,0,55,55,Current List
Radiology,FMXRAY1246,X-Ray Foot Ap & Obl. - Right,Service,57518-04-11,0,146,146,Current List
LABORATORY,FMLAB-9275,Vitamin B1 (Thiamine),Service,73050-34-70,0,593,593,Current List
LABORATORY,FMLAB-2123,Food Panel 20 Ige,Service,12018-00-00,0,1331,1331,Current List
ORTHOPAEDIC WORKSHOP,FMEGD-0001,Ot Evaluation,Service,96037-00-00,0,182,182,Current List
Pediatrics,FMPDT-0181,Spirometry,Service,11500-00-00,0,121,121,Current List
Physiotherapy,FMPTD-0082,Local Injection,Service,50124-01-10,0,140,140,Current List
Radiology ,FMXRAY1144,Ct. Spine (Lumbo-Sacral Region),Service,56223-00-00,0,600,700,Current List
Dental,FMDNTM0001,Scaling,Service,97281-00-10,0,224,224,Current List
OB & GYNE,OBG-0008,D&C Without Histopath,PKG,35640-00-00,1 Day,3300,3300,Current List
ENT,FMENT-3134,Adenoidectomy,PKG,41801-00-00,1 Day,3300,3300,Current List
Pediatrics,FMPDTC0005,Echo Full Study (Pediatric),Service,55118-00-00,0,1755,1755,Current List
Dental,FMDNTR0004,Root Canal Treatment Infected Tooth 1 Root,Service,97415-00-00,0,823,823,Current List
LABORATORY,FMLAB-8015,Immunohistochemistry Panel,Service,73200-08-40,0,279,279,Current List
Radiology,FMXRAY-1510,MRI SPECIAL SEQUENCE,Service,90901-08-10,0,2057,2057,Current List
Emergency,FMERDA0003,Endotracheal Intubation,Service,22007-00-00,0,285,285,Current List
Radiology ,FMXRAY1256,X-Ray Abdomen Flat (Kub),Service,58700-00-00,0,109,109,Current List
NEPHROLOGY,FMNEP-0027,Urgent Hemodialysis (Pat.W/Vascular Access),Service,13100-00-00,0,2003,2003,Current List
Psychiatry ,NBD-ROOM,Use Of Facilities,Service,83610-00-70,0,194,194,Current List
LABORATORY,FMLAB-9059,Extractable Nuclear Abs (Ena) (Anti Rnp & Anti Sm),Service,73100-10-70,0,748,748,Current List
Psychiatry ,FMPSYA0067,Intravenous Infusion,Service,96199-10-00,0,134,134,Current List
LABORATORY,FMLAB-2108,Ogtt 100G 3 Hrs (Pregnant),Service,66542-00-20,0,405,405,Current List
Dental,FMDNTR0012,Pulpotomy (Children),Service,97414-00-00,0,121,121,Current List
LABORATORY,FMLAB-3006,Ca 15-3,Service,73100-13-80,0,451,451,Current List
Radiology ,FMXRAY1227,X-Ray Hip Ap & Frog Position (Bilateral),Service,57712-00-22,0,224,224,Current List
Radiology,FMXRAY1202,X-Ray Shoulder Ap. - Right,Service,57700-00-11,0,164,164,Current List
Radiology ,FMXRAY1459,Panorama & Cephalo (1 View),Service,57930-00-00,0,351,351,Current List
LABORATORY,FMLAB-5005,Anti Cmv Igg,Service,73100-20-80,0,443,443,Current List
Radiology ,FMXRAY1330,Doppler. Lower Limb Vein (Left),Service,55244-00-00,0,605,605,Current List
Radiology ,FMXRAY1138,Ct. Abdomen & Pelvis (Kub Protocol),Service,56501-00-00,0,1210,1210,Current List
Medical Supervision,FMSUP-00010,Suite - Medical Supervision,Service,83600-03-20,0,242,242,Current List
Plastic Surgery,FMPSDH0011,Wound Dressing Small,Service,30055-00-10,0,55,55,Current List
LABORATORY,FMLAB-1034,Indirect Coombs Test,Service,73250-00-30,0,661,661,Current List
Radiology ,FMXRAY1142,Ct. Spine (Cervical Region),Service,56220-00-00,0,600,700,Current List
Dermatology ,FMDER-0159,Electrocautery - Small Area,Service,30189-01-00,0,158,158,Current List
ENT,FMENTP0001,Nasopharyngoscopy,PKG,41764-00-00,1 Day,2426,2426,Current List
LABORATORY,FMLAB-3020,Progesterone,Service,73050-29-70,0,314,314,Current List
Radiology ,FMXRAY1002,Mri Brain With Contrast (Standard Protocol),Service,90901-00-10,0,900,1000,Current List
LABORATORY,FMLAB-1044,Hemoglobin,Service,73050-18-00,0,158,158,Current List
LABORATORY,FMLAB-2097,Lactic Acid,Service,73050-21-70,0,497,497,Current List
Physiotherapy,FMPTD-0087,LOCOMOTION THERAPY - 6S/1W/1M,Service,96130-00-00,0,6619,6619,Current List
Radiology ,FMXRAY1255,X-Ray Chest Apical View,Service,58500-00-10,0,176,176,Current List
Radiology,FMXRAY1204,X-Ray Shoulder Ap Int. & Ext. Rotation - Right,Service,57700-00-11,0,315,315,Current List
Dental,FMDNTR0008,Rct And Filling Two Roots,Service,97416-00-00,0,1936,1936,Current List
LABORATORY,FMLAB-9019,Liver Specific Protein Abs,Service,73000-00-80,0,575,575,Current List
Radiology,FMXRAY1213,X-Ray Wrist Pa. & Lateral - Right,Service,57506-03-11,0,146,146,Current List
LABORATORY,FMLAB-9694,Pth Intact,Service,73050-26-70,0,267,267,Current List
LABORATORY,FMLAB-6012,Nasal Swab C/S,Service,41659-00-00,0,61,61,Current List
LABORATORY,FMLAB-5055,Varicella Zoster Abs,Service,73100-26-90,0,338,338,Current List
LABORATORY,FMLAB-9136,Vitamin B6 (Pyridoxal Phosphate),Service,73050-31-60,0,872,872,Current List
LABORATORY,FMLAB-9193,"Measles Antibody (Igg, Igm)",Service,92153-00-00,0,484,484,Current List
Physiotherapy,FMPTD-2123,Use Of A.V.I.Machine For 24 Hs,Service,99999-99-92,0,569,569,Current List
LABORATORY,FMLAB-9095,Mumps Abs,Service,73100-24-90,0,339,339,Current List
LABORATORY,FMLAB-9218,Gentamicin,Service,73300-01-20,0,388,388,Current List
LABORATORY,FMLAB-9071,Haptoglobin,Service,73050-17-40,0,327,327,Current List
internal medicine,FMDER-0009,Auto Vaccination,Service,92171-00-00,0,91,91,Current List
Radiology ,FMXRAY1341,W.H. Breast Us (2 Sides),Service,55076-00-00,0,484,484,Current List
LABORATORY,FMLAB-1063,Protein C,Service,73050-30-40,0,968,968,Current List
LABORATORY,FMLAB-1601,Inborn Errors Of Metabolism(Bioscientia),Service,83700-00-00,0,968,968,Current List
Radiology ,FMXRAY1329,Doppler. Lower Limb Vein (Right),Service,55244-00-00,0,605,605,Current List
Emergency,FMERDA0029,Superfecial Wound Suturing (3-5 Stitches),Service,90676-00-00,0,85,85,Current List
Radiology,FMXRAY1713,WH OBSTETRIC US (DATING SCAN NT & 11-13WKS),Service,55700-02-00,0,1029,1029,Current List
Orthopedics,FMORT-0616,Manual Chiropractic Manipulation,Service,90595-00-00,0,370,370,Current List
Dental,FMDNTS0016,Impacted 3Rd Molar Severe Case,Service,97324-01-10,0,2935,2935,Current List
Radiology ,FMXRAY1604,Diagnostic U/S For Neonates,Service,90908-00-00,0,182,182,Current List
Dental,FMDNTR0007,Rct And Filling One Root,Service,97415-00-00,0,1573,1573,Current List
Physiotherapy,FMPTD-2129,SHORT WAVE FOR 2 AREAS,Service,92178-00-90,0,128,128,Current List
LABORATORY,FMLAB-5008,Anti Rubella Igm,Service,73100-25-90,0,212,212,Current List
Dental,FMDNTR0001,Root Canal Treatment 1 Root,Service,97415-00-00,0,484,484,Current List
Radiology ,FMXRAY1307,Us. Abdomenal Wall,Service,55812-00-00,0,436,436,Current List
